"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","PCC.cor","p_value","adjusted_p_value"
"1219","Cluster_2787","lncRNA_9191",160,-24.07,"2 13","5277 5298",11,"100.00%","100.00%",0.898521116149985,0.289284996123121,0.98228265447747
"1220","Cluster_2787","lncRNA_9191",160,-24.07,"2 13","9666 9687",11,"100.00%","100.00%",0.898521116149985,0.289284996123121,0.98228265447747
"1221","Cluster_2787","lncRNA_9198",154,-20.74,"2 16","1045 1067",15,"80.00%","86.67%",0.0697580096050186,0.955554575408502,0.999683876482755
"1222","Cluster_2787","lncRNA_9241",162,-23.33,"2 21","12734 12757",21,"76.19%","80.95%",0.899956913501119,0.287195507924011,0.98228265447747
"1223","Cluster_2787","lncRNA_9242",162,-23.33,"2 21","12018 12041",21,"76.19%","80.95%",0.843902680013779,0.360504921839536,0.98228265447747
"1224","Cluster_2787","lncRNA_9243",162,-23.33,"2 21","12018 12041",21,"76.19%","80.95%",0.898530522430188,0.289271353056363,0.98228265447747
"1225","Cluster_2787","lncRNA_9244",162,-23.33,"2 21","11540 11563",21,"76.19%","80.95%",0.905685727134212,0.278713356659903,0.98228265447747
"1226","Cluster_2787","lncRNA_9251",164,-22.61,"2 17","2224 2245",15,"86.67%","86.67%",0.833528447544419,0.372634226737178,0.98228265447747
"1227","Cluster_2787","lncRNA_9252",154,-24.81,"2 21","12360 12378",19,"78.95%","84.21%",0.861481007012708,0.339074675919109,0.98228265447747
"1228","Cluster_2787","lncRNA_9253",154,-24.81,"2 21","12360 12378",19,"78.95%","84.21%",0.861481007012708,0.339074675919109,0.98228265447747
"1229","Cluster_2787","lncRNA_9263",153,-21.51,"2 21","254 273",19,"73.68%","73.68%",0.883480655227879,0.310387486369509,0.98228265447747
"1230","Cluster_2787","lncRNA_9263",153,-21.51,"2 21","894 913",19,"73.68%","73.68%",0.883480655227879,0.310387486369509,0.98228265447747
"1231","Cluster_2787","lncRNA_930",166,-20.31,"2 21","647 667",19,"78.95%","84.21%",0.941234273194353,0.219334662766741,0.98228265447747
"1232","Cluster_2787","lncRNA_9400",160,-20.83,"2 21","4454 4475",19,"68.42%","78.95%",0.944070026369364,0.213925562582177,0.98228265447747
"1233","Cluster_2787","lncRNA_9556",160,-24.07,"2 18","192 214",17,"76.47%","88.24%",-0.0212181132804161,0.986491115788654,0.999683876482755
"1234","Cluster_2787","lncRNA_9556",160,-24.07,"2 18","563 585",17,"76.47%","88.24%",-0.0212181132804161,0.986491115788654,0.999683876482755
"1235","Cluster_2787","lncRNA_9796",152,-21.89,"2 21","13801 13822",19,"63.16%","73.68%",0.993356031347989,0.0734259636239224,0.98228265447747
"1236","Cluster_2787","lncRNA_983",160,-21.88,"2 21","1901 1922",19,"63.16%","84.21%",0.885213756157891,0.308024025677758,0.98228265447747
"1237","Cluster_2787","lncRNA_9878",160,-22.86,"2 21","9724 9745",19,"68.42%","78.95%",-0.762850706633636,0.447598238647399,0.98228265447747
"1238","Cluster_2787","lncRNA_9880",153,-21.48,"2 15","1357 1379",14,"78.57%","92.86%",0.909026184138103,0.273654195684276,0.98228265447747
"1239","Cluster_2787","lncRNA_9880",153,-21.48,"2 15","30 52",14,"78.57%","92.86%",0.909026184138103,0.273654195684276,0.98228265447747
"1240","Cluster_2787","lncRNA_9881",153,-21.48,"2 15","1349 1371",14,"78.57%","92.86%",0.913925615904168,0.266071021133582,0.98228265447747
"1241","Cluster_2787","lncRNA_9881",153,-21.48,"2 15","22 44",14,"78.57%","92.86%",0.913925615904168,0.266071021133582,0.98228265447747
"1242","Cluster_2787","lncRNA_9882",154,-20.44,"2 21","27312 27336",22,"68.18%","77.27%",0.198028901254305,0.873092020468619,0.996881652284331
"1243","Cluster_2787","lncRNA_9882",160,-22.86,"2 21","5472 5493",19,"68.42%","78.95%",0.198028901254305,0.873092020468619,0.996881652284331
"1244","Cluster_2787","lncRNA_9887",158,-21.35,"2 20","84 106",19,"68.42%","84.21%",0.853403044944184,0.349069385007989,0.98228265447747
"1245","Cluster_2787","lncRNA_9907",162,-21.56,"2 21","273 298",23,"73.91%","78.26%",0.880417616073958,0.314524652268622,0.98228265447747
"1246","Cluster_2854","lncRNA_10077",150,-20.16,"2 21","576 599",21,"66.67%","76.19%",-0.851806828120611,0.351014031418938,0.98228265447747
"1247","Cluster_2854","lncRNA_1024",145,-21.61,"2 20","1829 1854",22,"68.18%","68.18%",0.0031895832857855,0.99796944477169,0.999727376880822
"1248","Cluster_2854","lncRNA_1102",142,-21.47,"2 21","3769 3798",27,"59.26%","66.67%",-0.547226179813764,0.631367503982736,0.98228265447747
"1249","Cluster_2854","lncRNA_1238",154,-20.02,"2 20","728 750",19,"68.42%","78.95%",-0.610646534580443,0.581819263123417,0.98228265447747
"1250","Cluster_2854","lncRNA_1285",154,-20.54,"2 21","12508 12533",23,"65.22%","78.26%",-0.507486347355159,0.661149542463894,0.98228265447747
"1251","Cluster_2854","lncRNA_1355",165,-22.29,"2 18","820 841",16,"81.25%","87.50%",-0.606301381452282,0.585305038233093,0.98228265447747
"1252","Cluster_2854","lncRNA_1383",155,-20.33,"2 20","5594 5615",18,"66.67%","77.78%",-0.701462032006725,0.505061988405118,0.98228265447747
"1253","Cluster_2854","lncRNA_1446",166,-26.08,"2 15","1307 1328",13,"92.31%","100.00%",0.953891543817506,0.19407447507873,0.98228265447747
"1254","Cluster_2854","lncRNA_1446",200,-38.33,"2 21","1467 1488",19,"100.00%","100.00%",0.953891543817506,0.19407447507873,0.98228265447747
"1255","Cluster_2854","lncRNA_1551",164,-20.22,"2 17","956 977",15,"86.67%","86.67%",-0.486738005556274,0.676373281273432,0.98228265447747
"1256","Cluster_2854","lncRNA_1554",164,-20.22,"2 17","1451 1472",15,"86.67%","86.67%",-0.509122162563565,0.659940276595845,0.98228265447747
"1257","Cluster_2854","lncRNA_1555",172,-20.13,"2 21","383 404",19,"78.95%","84.21%",-0.315533032056243,0.795633383959724,0.993621906209662
"1258","Cluster_2854","lncRNA_1695",163,-23.7,"2 21","5277 5299",20,"70.00%","85.00%",-0.647174766393227,0.551900794485326,0.98228265447747
"1259","Cluster_2854","lncRNA_1797",157,-21.81,"2 21","47 72",23,"73.91%","78.26%",-0.507486347355159,0.661149542463894,0.98228265447747
"1260","Cluster_2854","lncRNA_1866",153,-20.84,"2 20","1477 1502",22,"72.73%","72.73%",0.484298439214577,0.678149796919628,0.98228265447747
"1261","Cluster_2854","lncRNA_1995",153,-20.57,"2 21","7456 7482",24,"66.67%","79.17%",-0.866687049110339,0.332489932442528,0.98228265447747
"1262","Cluster_2854","lncRNA_2024",158,-20.98,"2 21","2093 2118",23,"69.57%","78.26%",0.255182348856167,0.835728995086763,0.995313587247997
"1263","Cluster_2854","lncRNA_2091",158,-21.63,"2 21","22510 22536",24,"66.67%","79.17%",-0.983453248250172,0.115971738691531,0.98228265447747
"1264","Cluster_2854","lncRNA_2091",158,-21.63,"2 21","5056 5082",24,"66.67%","79.17%",-0.983453248250172,0.115971738691531,0.98228265447747
"1265","Cluster_2854","lncRNA_2092",158,-21.63,"2 21","1577 1603",24,"66.67%","79.17%",-0.859896553657843,0.341055889710591,0.98228265447747
"1266","Cluster_2854","lncRNA_2250",188,-30.67,"2 21","3180 3201",19,"89.47%","94.74%",-0.559822400735383,0.621738705993002,0.98228265447747
"1267","Cluster_2854","lncRNA_2277",172,-20.5,"2 21","15 36",19,"78.95%","84.21%",-0.336932284621395,0.781221310129546,0.990863638342511
"1268","Cluster_2854","lncRNA_2289",162,-22.28,"2 21","17287 17307",19,"68.42%","89.47%",-0.738153698862541,0.471395826256393,0.98228265447747
"1269","Cluster_2854","lncRNA_2300",145,-20.8,"2 20","807 835",25,"60.00%","72.00%",-0.822291228492506,0.385390926500573,0.98228265447747
"1270","Cluster_2854","lncRNA_2310",167,-20.1,"2 20","397 418",18,"77.78%","83.33%",-0.507486347355159,0.661149542463894,0.98228265447747
"1271","Cluster_2854","lncRNA_2339",169,-28.3,"2 21","1075 1094",19,"78.95%","89.47%",-0.969166505444937,0.158499814667478,0.98228265447747
"1272","Cluster_2854","lncRNA_2458",167,-23.85,"2 16","9502 9523",14,"92.86%","92.86%",0.318952545982735,0.793337876273416,0.993018076779981
"1273","Cluster_2854","lncRNA_2831",165,-20.07,"2 19","31050 31072",18,"83.33%","83.33%",-0.757317737136487,0.453018858678985,0.98228265447747
"1274","Cluster_2854","lncRNA_2843",157,-22.77,"2 20","217 242",22,"72.73%","77.27%",-0.95518134384005,0.191319867894721,0.98228265447747
"1275","Cluster_2854","lncRNA_3019",171,-22.45,"2 21","136 158",20,"75.00%","90.00%",-0.470455643900849,0.688179139667309,0.98228265447747
"1276","Cluster_2854","lncRNA_3065",168,-28.57,"2 21","13655 13676",19,"78.95%","78.95%",-0.454060349020819,0.699950092035791,0.98228265447747
"1277","Cluster_2854","lncRNA_3068",170,-24.37,"2 19","647 668",17,"82.35%","88.24%",-0.499550746167935,0.66699686606642,0.98228265447747
"1278","Cluster_2854","lncRNA_3114",178,-28.82,"2 20","1033 1055",19,"84.21%","94.74%",-0.899034721834242,0.288539173478244,0.98228265447747
"1279","Cluster_2854","lncRNA_3114",178,-28.82,"2 20","9315 9337",19,"84.21%","94.74%",-0.899034721834242,0.288539173478244,0.98228265447747
"1280","Cluster_2854","lncRNA_3178",153,-21.48,"2 21","23967 23994",25,"68.00%","76.00%",-0.777897885872916,0.432572125302843,0.98228265447747
"1281","Cluster_2854","lncRNA_3269",158,-21.46,"2 20","1476 1500",21,"66.67%","80.95%",-0.820319902234682,0.387590777512048,0.98228265447747
"1282","Cluster_2854","lncRNA_3270",158,-21.46,"2 20","1476 1500",21,"66.67%","80.95%",-0.819604560189195,0.38838635242266,0.98228265447747
"1283","Cluster_2854","lncRNA_334",160,-24.64,"2 13","867 888",11,"100.00%","100.00%",-0.624978395305133,0.570215536178432,0.98228265447747
"1284","Cluster_2854","lncRNA_3462",159,-21.31,"2 20","528 549",18,"72.22%","77.78%",-0.671632244826045,0.531187026964578,0.98228265447747
"1285","Cluster_2854","lncRNA_3673",152,-20.36,"2 13","1104 1125",11,"90.91%","90.91%",-0.506399708137323,0.661952085975048,0.98228265447747
"1286","Cluster_2854","lncRNA_3717",200,-38.33,"2 21","6349 6370",19,"100.00%","100.00%",-0.507486347355159,0.661149542463894,0.98228265447747
"1287","Cluster_2854","lncRNA_3836",147,-20.22,"2 21","2028 2052",22,"59.09%","72.73%",0.999972761953829,0.00469876886578435,0.677251305549656
"1288","Cluster_2854","lncRNA_3837",147,-20.22,"2 21","2028 2052",22,"59.09%","72.73%",0.999972761953829,0.00469876886578435,0.677251305549656
"1289","Cluster_2854","lncRNA_3859",163,-21.78,"2 21","1164 1189",23,"73.91%","73.91%",-0.288893946537188,0.813425002194013,0.994248178674756
"1290","Cluster_2854","lncRNA_3860",163,-21.78,"2 21","916 941",23,"73.91%","73.91%",-0.284442236836108,0.816383207853554,0.994248178674756
"1291","Cluster_2854","lncRNA_3861",163,-21.78,"2 21","7108 7133",23,"73.91%","73.91%",-0.301383384395245,0.80510320719301,0.994248178674756
"1292","Cluster_2854","lncRNA_3861",163,-21.78,"2 21","916 941",23,"73.91%","73.91%",-0.301383384395245,0.80510320719301,0.994248178674756
"1293","Cluster_2854","lncRNA_3932",155,-21.15,"2 21","17035 17058",21,"66.67%","76.19%",-0.818407231027598,0.389714801696808,0.98228265447747
"1294","Cluster_2854","lncRNA_3933",155,-21.15,"2 21","16195 16218",21,"66.67%","76.19%",-0.791943914947838,0.418138374979436,0.98228265447747
"1295","Cluster_2854","lncRNA_3934",155,-21.15,"2 21","16099 16122",21,"66.67%","76.19%",-0.791943914947838,0.418138374979436,0.98228265447747
"1296","Cluster_2854","lncRNA_3935",155,-21.15,"2 21","15173 15196",21,"66.67%","76.19%",-0.79172798264654,0.418363459568756,0.98228265447747
"1297","Cluster_2854","lncRNA_3936",155,-21.15,"2 21","15173 15196",21,"66.67%","76.19%",-0.79172798264654,0.418363459568756,0.98228265447747
"1298","Cluster_2854","lncRNA_4010",162,-23.21,"2 15","17588 17609",13,"92.31%","92.31%",-0.985152499430017,0.109840022648326,0.98228265447747
"1299","Cluster_2854","lncRNA_4239",175,-27.28,"2 21","474 498",22,"81.82%","81.82%",-0.656922001613254,0.543716139303688,0.98228265447747
"1300","Cluster_2854","lncRNA_4246",160,-22.29,"2 21","2722 2743",19,"73.68%","73.68%",-0.884616759799236,0.308840039222669,0.98228265447747
"1301","Cluster_2854","lncRNA_4246",192,-30.77,"2 21","2882 2903",19,"94.74%","94.74%",-0.884616759799236,0.308840039222669,0.98228265447747
"1302","Cluster_2854","lncRNA_4361",166,-21.86,"2 20","345 367",19,"78.95%","84.21%",-0.815719492869434,0.392682600533055,0.98228265447747
"1303","Cluster_2854","lncRNA_4380",168,-20.19,"2 21","417 438",19,"73.68%","84.21%",NA,NA,NA
"1304","Cluster_2854","lncRNA_4451",161,-20.03,"2 19","694 716",18,"72.22%","88.89%",-0.631834736110468,0.564604265230857,0.98228265447747
"1305","Cluster_2854","lncRNA_4542",156,-20.82,"2 21","24677 24698",19,"68.42%","73.68%",0.497955149267186,0.668168825254798,0.98228265447747
"1306","Cluster_2854","lncRNA_4542",192,-30.92,"2 21","806 827",19,"94.74%","94.74%",0.497955149267186,0.668168825254798,0.98228265447747
"1307","Cluster_2854","lncRNA_4570",157,-20.35,"2 20","290 310",18,"66.67%","88.89%",NA,NA,NA
"1308","Cluster_2854","lncRNA_4618",144,-20.9,"2 19","6148 6172",20,"65.00%","75.00%",-0.45682038356166,0.69797641985393,0.98228265447747
"1309","Cluster_2854","lncRNA_4624",168,-21.19,"2 21","38 59",19,"73.68%","84.21%",-0.693100525673103,0.512488374919935,0.98228265447747
"1310","Cluster_2854","lncRNA_4738",158,-20.45,"2 20","3724 3746",19,"73.68%","78.95%",-0.561137970360317,0.620727415998839,0.98228265447747
"1311","Cluster_2854","lncRNA_4739",158,-20.45,"2 20","2523 2545",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1312","Cluster_2854","lncRNA_4740",158,-20.45,"2 20","2523 2545",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1313","Cluster_2854","lncRNA_4741",158,-20.45,"2 20","2513 2535",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1314","Cluster_2854","lncRNA_4742",158,-20.45,"2 20","2513 2535",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1315","Cluster_2854","lncRNA_4743",158,-20.45,"2 20","2495 2517",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1316","Cluster_2854","lncRNA_4744",158,-20.45,"2 20","2479 2501",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1317","Cluster_2854","lncRNA_4745",158,-20.45,"2 20","2479 2501",19,"73.68%","78.95%",-0.561226454313331,0.620659358539723,0.98228265447747
"1318","Cluster_2854","lncRNA_4824",161,-21.94,"2 16","3038 3058",14,"92.86%","92.86%",-0.435362488159579,0.713240424406537,0.982709484742132
"1319","Cluster_2854","lncRNA_4989",172,-20.54,"2 21","572 593",19,"73.68%","89.47%",0.667067446121419,0.535098551466546,0.98228265447747
"1320","Cluster_2854","lncRNA_5079",161,-20.79,"2 20","9765 9785",18,"77.78%","83.33%",-0.600889778103615,0.589626111970295,0.98228265447747
"1321","Cluster_2854","lncRNA_5080",161,-20.79,"2 20","9765 9785",18,"77.78%","83.33%",-0.608865307974837,0.583249972335054,0.98228265447747
"1322","Cluster_2854","lncRNA_5096",164,-21.01,"2 21","1329 1350",19,"73.68%","78.95%",-0.746510263891459,0.46345573693806,0.98228265447747
"1323","Cluster_2854","lncRNA_5184",147,-20.56,"2 21","1803 1827",22,"59.09%","72.73%",-0.497833260583045,0.668258301000201,0.98228265447747
"1324","Cluster_2854","lncRNA_5184",147,-20.56,"2 21","906 930",22,"59.09%","72.73%",-0.497833260583045,0.668258301000201,0.98228265447747
"1325","Cluster_2854","lncRNA_5185",147,-20.56,"2 21","1705 1729",22,"59.09%","72.73%",-0.498040258670733,0.668106344071665,0.98228265447747
"1326","Cluster_2854","lncRNA_5185",147,-20.56,"2 21","808 832",22,"59.09%","72.73%",-0.498040258670733,0.668106344071665,0.98228265447747
"1327","Cluster_2854","lncRNA_5186",147,-20.56,"2 21","1683 1707",22,"59.09%","72.73%",-0.498040258670733,0.668106344071665,0.98228265447747
"1328","Cluster_2854","lncRNA_5186",147,-20.56,"2 21","786 810",22,"59.09%","72.73%",-0.498040258670733,0.668106344071665,0.98228265447747
"1329","Cluster_2854","lncRNA_5187",147,-20.56,"2 21","1656 1680",22,"59.09%","72.73%",-0.498064370614425,0.668088642182149,0.98228265447747
"1330","Cluster_2854","lncRNA_5187",147,-20.56,"2 21","759 783",22,"59.09%","72.73%",-0.498064370614425,0.668088642182149,0.98228265447747
"1331","Cluster_2854","lncRNA_5192",151,-20.74,"2 21","1312 1335",21,"66.67%","71.43%",-0.433876052132706,0.714291145856846,0.982723575140361
"1332","Cluster_2854","lncRNA_5226",170,-23.3,"2 21","2187 2210",21,"80.95%","85.71%",-0.761860666500631,0.448572157215947,0.98228265447747
"1333","Cluster_2854","lncRNA_5326",158,-21.68,"2 20","159 184",22,"68.18%","77.27%",-0.49054013913412,0.673599005156772,0.98228265447747
"1334","Cluster_2854","lncRNA_5395",170,-26.09,"2 20","6834 6856",19,"78.95%","89.47%",-0.585030620065464,0.602164964353862,0.98228265447747
"1335","Cluster_2854","lncRNA_5597",170,-23.53,"2 20","734 756",19,"84.21%","84.21%",0.68118663145967,0.522928440616391,0.98228265447747
"1336","Cluster_2854","lncRNA_5604",166,-23.13,"2 20","3152 3175",20,"80.00%","80.00%",-0.465022111521183,0.692092743576294,0.98228265447747
"1337","Cluster_2854","lncRNA_5604",169,-21.78,"2 20","6084 6104",18,"83.33%","88.89%",-0.465022111521183,0.692092743576294,0.98228265447747
"1338","Cluster_2854","lncRNA_5676",149,-21.63,"2 21","1169 1194",24,"62.50%","75.00%",-0.395783724289909,0.740945978842462,0.98544930497746
"1339","Cluster_2854","lncRNA_5964",169,-22.83,"2 20","2145 2165",18,"83.33%","88.89%",-0.77446258123706,0.436040736505601,0.98228265447747
"1340","Cluster_2854","lncRNA_6009",154,-20.09,"2 20","1541 1564",20,"65.00%","80.00%",-0.697290128275236,0.50877785634906,0.98228265447747
"1341","Cluster_2854","lncRNA_6019",196,-33.25,"2 21","440 461",19,"94.74%","100.00%",0.15606030049685,0.900241162517253,0.999683876482755
"1342","Cluster_2854","lncRNA_6103",163,-22.06,"2 21","127 152",23,"73.91%","73.91%",-0.744137575441076,0.465721371331,0.98228265447747
"1343","Cluster_2854","lncRNA_6254",169,-28.3,"2 21","1009 1028",19,"78.95%","89.47%",-0.61681560702835,0.576844841037779,0.98228265447747
"1344","Cluster_2854","lncRNA_6268",153,-20.93,"2 21","47 66",19,"68.42%","78.95%",-0.228473448994759,0.853253178254436,0.995313587247997
"1345","Cluster_2854","lncRNA_6269",156,-23.32,"2 20","1648 1670",20,"75.00%","80.00%",-0.653157361438003,0.546888015896717,0.98228265447747
"1346","Cluster_2854","lncRNA_6270",156,-23.32,"2 20","1648 1670",20,"75.00%","80.00%",-0.66179216977138,0.539592250140352,0.98228265447747
"1347","Cluster_2854","lncRNA_6270",156,-23.32,"2 20","5296 5318",20,"75.00%","80.00%",-0.66179216977138,0.539592250140352,0.98228265447747
"1348","Cluster_2854","lncRNA_6271",156,-23.32,"2 20","1648 1670",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1349","Cluster_2854","lncRNA_6271",156,-23.32,"2 20","5296 5318",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1350","Cluster_2854","lncRNA_6272",156,-23.32,"2 20","1648 1670",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1351","Cluster_2854","lncRNA_6272",156,-23.32,"2 20","5296 5318",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1352","Cluster_2854","lncRNA_6273",156,-23.32,"2 20","1614 1636",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1353","Cluster_2854","lncRNA_6273",156,-23.32,"2 20","5262 5284",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1354","Cluster_2854","lncRNA_6274",156,-23.32,"2 20","1614 1636",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1355","Cluster_2854","lncRNA_6274",156,-23.32,"2 20","5262 5284",20,"75.00%","80.00%",-0.682213820351089,0.522034645228862,0.98228265447747
"1356","Cluster_2854","lncRNA_6318",162,-21.91,"2 20","2033 2055",19,"73.68%","84.21%",-0.621119506488983,0.573356300726797,0.98228265447747
"1357","Cluster_2854","lncRNA_6319",162,-21.91,"2 20","1169 1191",19,"73.68%","84.21%",-0.594698986085604,0.594542483617211,0.98228265447747
"1358","Cluster_2854","lncRNA_6435",159,-25.08,"2 20","120 140",19,"78.95%","84.21%",-0.0895577542139983,0.942909271849709,0.999683876482755
"1359","Cluster_2854","lncRNA_649",158,-21.04,"2 20","1830 1852",19,"73.68%","78.95%",-0.517388211114537,0.653808662656927,0.98228265447747
"1360","Cluster_2854","lncRNA_6564",157,-20.35,"2 21","902 921",19,"73.68%","78.95%",-0.511730275215296,0.658009429080219,0.98228265447747
"1361","Cluster_2854","lncRNA_6690",162,-20.51,"2 20","7666 7688",19,"73.68%","84.21%",0.999969161319498,0.00499970212741241,0.68452864595018
"1362","Cluster_2854","lncRNA_673",152,-20.81,"2 20","33 54",19,"73.68%","78.95%",-0.434576272015131,0.713796283602844,0.982709484742132
"1363","Cluster_2854","lncRNA_6732",157,-20.99,"2 21","1317 1336",19,"73.68%","78.95%",-0.587608691699093,0.600138925457132,0.98228265447747
"1364","Cluster_2854","lncRNA_6738",164,-20.75,"2 20","296 315",18,"83.33%","83.33%",-0.40748822373782,0.732809485480553,0.984996512914975
"1365","Cluster_2854","lncRNA_6755",171,-20.59,"2 20","1445 1466",18,"77.78%","88.89%",-0.953370198114264,0.195177211927634,0.98228265447747
"1366","Cluster_2854","lncRNA_6875",149,-20.48,"2 21","2136 2162",24,"66.67%","75.00%",-0.324515070076413,0.789597797198026,0.992401639089538
"1367","Cluster_2854","lncRNA_6952",171,-25.74,"2 20","1066 1087",18,"77.78%","88.89%",-0.465299268572859,0.691893423167128,0.98228265447747
"1368","Cluster_2854","lncRNA_6953",171,-25.74,"2 20","1066 1087",18,"77.78%","88.89%",-0.465299268572859,0.691893423167128,0.98228265447747
"1369","Cluster_2854","lncRNA_7005",171,-25.74,"2 20","569 590",18,"77.78%","88.89%",-0.20855952435639,0.866244999523754,0.995984479045281
"1370","Cluster_2854","lncRNA_7184",149,-20.44,"2 20","3899 3919",18,"66.67%","77.78%",-0.534423661804007,0.64105739982085,0.98228265447747
"1371","Cluster_2854","lncRNA_721",180,-23.69,"2 21","3416 3437",19,"84.21%","89.47%",-0.680520505679119,0.523507437841424,0.98228265447747
"1372","Cluster_2854","lncRNA_7475",169,-23.82,"2 21","976 995",19,"84.21%","84.21%",-0.501843819656736,0.665310430169427,0.98228265447747
"1373","Cluster_2854","lncRNA_7586",145,-20.66,"2 20","3223 3250",24,"62.50%","70.83%",-0.461569685633253,0.694572856483564,0.98228265447747
"1374","Cluster_2854","lncRNA_7587",145,-20.66,"2 20","3223 3250",24,"62.50%","70.83%",-0.461569685633253,0.694572856483564,0.98228265447747
"1375","Cluster_2854","lncRNA_7588",145,-20.66,"2 20","3658 3685",24,"62.50%","70.83%",-0.454048543473881,0.699958527349414,0.98228265447747
"1376","Cluster_2854","lncRNA_7649",167,-27.62,"2 21","1851 1873",20,"75.00%","85.00%",-0.507767277987344,0.660941962658918,0.98228265447747
"1377","Cluster_2854","lncRNA_7673",149,-20.69,"2 20","3215 3244",26,"65.38%","69.23%",-0.785809421003755,0.424493312230568,0.98228265447747
"1378","Cluster_2854","lncRNA_770",188,-31.56,"2 21","175 196",19,"89.47%","94.74%",-0.492476100688936,0.672183790869439,0.98228265447747
"1379","Cluster_2854","lncRNA_7820",158,-24.77,"2 21","3599 3619",19,"73.68%","78.95%",-0.709149104404783,0.49815859741857,0.98228265447747
"1380","Cluster_2854","lncRNA_7829",163,-21.87,"2 21","1587 1611",22,"68.18%","81.82%",-0.399733759059254,0.738205160797159,0.985416239612668
"1381","Cluster_2854","lncRNA_8079",171,-20.09,"2 21","2812 2834",20,"75.00%","90.00%",-0.853718960616978,0.348683356355975,0.98228265447747
"1382","Cluster_2854","lncRNA_8134",171,-20.48,"2 20","14369 14390",18,"83.33%","83.33%",-0.377341113193751,0.753676866337089,0.98650082313936
"1383","Cluster_2854","lncRNA_8138",170,-28.21,"2 15","1813 1834",13,"100.00%","100.00%",-0.51042310485304,0.658977592739284,0.98228265447747
"1384","Cluster_2854","lncRNA_8138",192,-30.77,"2 21","1926 1947",19,"94.74%","94.74%",-0.51042310485304,0.658977592739284,0.98228265447747
"1385","Cluster_2854","lncRNA_8138",200,-38.33,"2 21","740 761",19,"100.00%","100.00%",-0.51042310485304,0.658977592739284,0.98228265447747
"1386","Cluster_2854","lncRNA_8258",153,-21.35,"2 21","130 155",23,"69.57%","78.26%",-0.492476100688936,0.672183790869439,0.98228265447747
"1387","Cluster_2854","lncRNA_8272",169,-21.7,"2 18","4160 4181",16,"81.25%","93.75%",-0.692378806025146,0.513125464328394,0.98228265447747
"1388","Cluster_2854","lncRNA_8307",148,-20.08,"2 15","211 231",13,"84.62%","84.62%",-0.876409032120601,0.319864719346534,0.98228265447747
"1389","Cluster_2854","lncRNA_8365",164,-22.03,"2 18","1127 1149",17,"76.47%","94.12%",-0.950226418762958,0.201703111872708,0.98228265447747
"1390","Cluster_2854","lncRNA_8385",154,-20.05,"2 19","1577 1598",17,"70.59%","76.47%",-0.448127129030871,0.704182379524497,0.98228265447747
"1391","Cluster_2854","lncRNA_8595",156,-24.77,"2 13","1507 1528",11,"90.91%","100.00%",0.999924890864854,0.00780268761005099,0.733461705393618
"1392","Cluster_2854","lncRNA_8596",156,-24.77,"2 13","1507 1528",11,"90.91%","100.00%",0.999924890864854,0.00780268761005099,0.733461705393618
"1393","Cluster_2854","lncRNA_877",164,-20.11,"2 21","10074 10095",19,"68.42%","84.21%",-0.51162132259168,0.658090158970449,0.98228265447747
"1394","Cluster_2854","lncRNA_877",164,-20.11,"2 21","299 320",19,"68.42%","84.21%",-0.51162132259168,0.658090158970449,0.98228265447747
"1395","Cluster_2854","lncRNA_878",164,-20.11,"2 21","10067 10088",19,"68.42%","84.21%",-0.51162132259168,0.658090158970449,0.98228265447747
"1396","Cluster_2854","lncRNA_878",164,-20.11,"2 21","292 313",19,"68.42%","84.21%",-0.51162132259168,0.658090158970449,0.98228265447747
"1397","Cluster_2854","lncRNA_8941",166,-23.2,"2 20","13063 13085",19,"78.95%","84.21%",-0.547400628571928,0.631234807306295,0.98228265447747
"1398","Cluster_2854","lncRNA_9042",158,-20.82,"2 20","1530 1552",19,"68.42%","84.21%",-0.425833890097951,0.719961584925,0.983347197250996
"1399","Cluster_2854","lncRNA_9149",158,-20.22,"2 15","7417 7438",13,"84.62%","92.31%",-0.61491753285222,0.578378574175062,0.98228265447747
"1400","Cluster_2854","lncRNA_9150",158,-20.22,"2 15","6612 6633",13,"84.62%","92.31%",-0.610809746222006,0.581688045058153,0.98228265447747
"1401","Cluster_2854","lncRNA_9152",158,-20.22,"2 15","6607 6628",13,"84.62%","92.31%",-0.606237729707291,0.585355992636953,0.98228265447747
