"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"145","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g27445.t1",0.920671260038908,0.0264998407971208,0.714368559906627,166,-24.61,"2 20","433 454",19,"73.68%","89.47%"
"146","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g17412.t1",0.90692594965473,0.0336061508622881,0.7458309020034,166,-20.83,"2 21","494 518",22,"77.27%","81.82%"
"147","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1",0.961709601999612,0.00894248971622488,0.667107103030148,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"148","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19720.t1",-0.902859255736205,0.035810015327713,0.755512155927125,150,-20.31,"2 21","901 926",22,"59.09%","81.82%"
"149","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g19282.t1",-0.93192955508854,0.0211002187421584,0.687095063784668,146,-20.22,"2 19","960 982",17,"58.82%","76.47%"
"150","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g20993.t2",-0.931443533508408,0.0213250138632082,0.689279208310677,158,-25.85,"2 22","778 800",21,"71.43%","80.95%"
"151","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g11445.t1",-0.92211821715704,0.0257838651923006,0.709996381553122,156,-21.35,"2 20","836 854",18,"77.78%","77.78%"
"152","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g28515.t2b",0.921105549894702,0.0262842844606234,0.712564354698541,161,-21.09,"2 20","956 980",21,"76.19%","80.95%"
"153","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g297.t1",-0.903191179650026,0.0356284636438881,0.754981681938814,143,-22.01,"2 21","965 987",20,"65.00%","65.00%"
"154","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g5338.t1",-0.93192955508854,0.0211002187421584,0.687095063784668,155,-21.74,"2 20","94 116",18,"66.67%","77.78%"
"155","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g17919.t1",-0.991500685182147,0.000939410209737709,0.667107103030148,160,-25.08,"2 22","270 293",21,"66.67%","80.95%"
"156","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g2373.t1",-0.971793746076958,0.00566247021034002,0.667107103030148,147,-22.7,"2 21","647 671",22,"63.64%","68.18%"
"157","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18093.t1",0.904067251953665,0.0351506995209636,0.752993124084858,164,-21.45,"2 21","130 151",19,"63.16%","89.47%"
"158","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g14438.t1",0.895299567906287,0.0400235567571609,0.760878962620343,146,-20.38,"2 19","467 487",18,"72.22%","77.78%"
"159","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19428.t1",-0.905042178341793,0.0346214561953336,0.750720413657552,151,-21.72,"2 22","265 290",23,"65.22%","73.91%"
"160","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g14394.t1",-0.9482906349111,0.0140052264655493,0.674410729954456,164,-21.42,"2 22","853 877",22,"72.73%","77.27%"
"161","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g20181.t1",-0.942597327178206,0.0163665384985932,0.674410729954456,160,-20.45,"2 20","331 353",20,"80.00%","80.00%"
"162","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",-0.947031913206517,0.0145169146260368,0.674410729954456,157,-20.36,"2 18","448 469",16,"75.00%","81.25%"
"163","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g12751.t1",-0.969995954728003,0.00621068187581437,0.667107103030148,155,-20.83,"2 17","658 683",18,"72.22%","83.33%"
"164","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22695.t1",-0.980759439431008,0.00319450114866327,0.667107103030148,155,-21.54,"2 21","126 148",20,"70.00%","75.00%"
"165","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22032.t2",0.991502069323671,0.000939180935532144,0.667107103030148,157,-20.61,"2 20","946 966",18,"77.78%","77.78%"
"166","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",-0.994151970879156,0.000536372885840016,0.667107103030148,158,-23.64,"2 20","253 277",20,"65.00%","85.00%"
"167","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g5.t1",0.935119029343333,0.0196443427746672,0.687095063784668,162,-22.69,"2 20","16 38",19,"68.42%","89.47%"
"168","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g9830.t1",0.910480484862878,0.0317169316708834,0.738848577451852,147,-20.71,"2 12","97 118",10,"90.00%","90.00%"
"169","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g28356.t1",-0.908825158218769,0.0325923722326042,0.742621156270214,157,-21.27,"2 21","67 88",20,"70.00%","85.00%"
"170","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g4310.t1",0.89168153819409,0.0420922784075487,0.768568067742471,176,-20.45,"2 21","645 666",19,"78.95%","89.47%"
"171","Cluster_5612","Pocillopora_meandrina_HIv1___TS.g12426.t1",0.910477599573841,0.0317184509338207,0.738848577451852,154,-21.04,"2 20","260 284",22,"68.18%","72.73%"
"172","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g17631.t2",-0.914392785622326,0.0296785419395284,0.729652993045857,163,-22.78,"2 21","192 215",20,"75.00%","80.00%"
"173","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g18289.t1",-0.887397819569623,0.0445840291194841,0.77672203415874,158,-23.19,"2 15","160 181",13,"84.62%","92.31%"
"174","Cluster_1952","Pocillopora_meandrina_HIv1___TS.g25423.t1",0.959673772990187,0.00966208058410459,0.667107103030148,162,-20.63,"2 20","188 210",19,"73.68%","84.21%"
"175","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26224.t1",-0.93359030487915,0.0203379389534326,0.687095063784668,170,-24.03,"2 21","655 675",19,"84.21%","84.21%"
"176","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26224.t1",-0.93359030487915,0.0203379389534326,0.687095063784668,175,-24.73,"2 20","640 661",18,"83.33%","88.89%"
"177","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g808.t1",0.96433375503678,0.00804234617936437,0.667107103030148,159,-22.31,"2 17","203 225",16,"81.25%","87.50%"
"178","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g10673.t1",-0.887674173030971,0.0444219118098553,0.776284333888568,163,-21.96,"2 20","907 926",18,"83.33%","88.89%"
"179","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1",-0.89897037233283,0.0379588995558017,0.760878962620343,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"180","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g22070.t1",0.952042879008931,0.0125159694031777,0.674410729954456,163,-22.72,"2 21","382 404",20,"70.00%","85.00%"
"181","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g4778.t1",0.890600154597402,0.0427169961077359,0.770865983437074,155,-23.29,"2 20","811 832",18,"66.67%","77.78%"
"182","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6162.t1a",0.951315168814306,0.0128005069263181,0.674410729954456,159,-21.62,"2 21","328 350",20,"70.00%","80.00%"
"183","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c",-0.993229105062834,0.000668130648396593,0.667107103030148,165,-21.45,"2 21","598 619",20,"75.00%","90.00%"
"184","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g13574.t1",0.985997914465537,0.00198476314732117,0.667107103030148,148,-20.37,"2 18","136 160",18,"61.11%","83.33%"
"185","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g2495.t1",0.887252571551935,0.0446693110650477,0.777300842504446,162,-23.34,"2 19","232 253",17,"70.59%","88.24%"
"186","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21284.t1",0.913752612928791,0.0300091030730109,0.730836067117551,162,-21.02,"2 16","580 602",15,"86.67%","93.33%"
"187","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g25934.t1",0.944276647979206,0.015657628567809,0.674410729954456,153,-20.44,"2 20","801 821",18,"72.22%","77.78%"
"188","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g9824.t1",-0.901028910947493,0.0368164302256133,0.759309207873656,152,-20.04,"2 21","892 913",19,"52.63%","84.21%"
"189","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8619.t1",0.953315432597821,0.0120234487422706,0.674410729954456,160,-21.47,"2 13","628 649",11,"100.00%","100.00%"
"190","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g19866.t1",-0.947576347318026,0.014294859850151,0.674410729954456,173,-20.26,"2 19","621 642",18,"83.33%","94.44%"
"191","Cluster_21","Pocillopora_meandrina_HIv1___TS.g23557.t1",-0.942565645223066,0.0163800106727429,0.674410729954456,154,-21.45,"2 21","554 578",22,"72.73%","72.73%"
"192","Cluster_4040","Pocillopora_meandrina_HIv1___TS.g26182.t1",0.887423324600379,0.0445690592515892,0.776716258127246,144,-21.17,"2 21","622 643",19,"52.63%","73.68%"
"193","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26785.t1",0.89024790713522,0.0429211206453867,0.771678673506759,170,-20.37,"2 20","361 385",21,"76.19%","85.71%"
"194","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g5374.t1",-0.973512660116348,0.00515416506623921,0.667107103030148,163,-20.74,"2 21","462 484",20,"70.00%","85.00%"
"195","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20311.t2",-0.895079107951158,0.0401486600801126,0.761156013684117,159,-20.49,"2 21","698 720",20,"70.00%","80.00%"
"196","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g7708.t1",0.895958650860357,0.0396502925243313,0.760878962620343,153,-22.71,"2 20","629 653",22,"68.18%","77.27%"
"197","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g17683.t1",0.892787350813376,0.0414564812441188,0.766383717201744,163,-20.43,"2 21","307 329",20,"70.00%","85.00%"
"198","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g24443.t1",-0.92175403422696,0.0259634725499139,0.710906839635921,157,-20.43,"2 18","492 514",16,"75.00%","81.25%"
"199","Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g14189.t1",-0.933628431077532,0.0203205460777581,0.687095063784668,165,-20.85,"2 21","410 436",24,"79.17%","79.17%"
"200","Cluster_4823","Pocillopora_meandrina_HIv1___TS.g20446.t1",-0.994388391838676,0.000504195498156792,0.667107103030148,167,-27.14,"2 16","4 25",14,"85.71%","100.00%"
"201","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g23519.t1a",-0.962179951434358,0.00877885307613495,0.667107103030148,154,-20.44,"2 20","312 337",23,"69.57%","69.57%"
"202","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g25683.t1",0.913840295765208,0.029963757474221,0.730668682956628,161,-22.26,"2 21","792 813",20,"80.00%","80.00%"
"203","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g416.t1",-0.93192955508854,0.0211002187421584,0.687095063784668,154,-23.14,"2 22","376 402",24,"66.67%","79.17%"
