species,feature_type,feature_id,genomic_class,host_gene_id,chr,promoter_start,promoter_end,strand
Apul,lncRNA,lncRNA_1524,lncRNA,,ntLink_8,12982304,12984203,+
Apul,lncRNA,lncRNA_1525,lncRNA,,ntLink_8,13169708,13171607,+
Apul,lncRNA,lncRNA_1526,lncRNA,,ntLink_8,13527227,13529126,+
Apul,lncRNA,lncRNA_1527,lncRNA,,ntLink_8,14071216,14073115,+
Apul,lncRNA,lncRNA_1528,lncRNA,,ntLink_8,14492266,14494165,+
Apul,lncRNA,lncRNA_1529,lncRNA,,ntLink_8,14492266,14494165,+
Apul,lncRNA,lncRNA_1530,lncRNA,,ntLink_8,14524573,14526472,+
Apul,lncRNA,lncRNA_1531,lncRNA,,ntLink_8,14528025,14529924,+
Apul,lncRNA,lncRNA_1532,lncRNA,,ntLink_8,14540016,14541915,+
Apul,lncRNA,lncRNA_1533,lncRNA,,ntLink_8,14540871,14542770,+
Apul,lncRNA,lncRNA_1534,lncRNA,,ntLink_8,14540871,14542770,+
Apul,lncRNA,lncRNA_1535,lncRNA,,ntLink_8,14540947,14542846,+
Apul,lncRNA,lncRNA_1536,lncRNA,,ntLink_8,14549343,14551242,+
Apul,lncRNA,lncRNA_1537,lncRNA,,ntLink_8,14561091,14562990,+
Apul,lncRNA,lncRNA_1538,lncRNA,,ntLink_8,14561099,14562998,+
Apul,lncRNA,lncRNA_1539,lncRNA,,ntLink_8,14676633,14678532,+
Apul,lncRNA,lncRNA_1540,lncRNA,,ntLink_8,14835416,14837315,+
Apul,lncRNA,lncRNA_1541,lncRNA,,ntLink_8,14836085,14837984,+
Apul,lncRNA,lncRNA_1542,lncRNA,,ntLink_8,14836153,14838052,+
Apul,lncRNA,lncRNA_1543,lncRNA,,ntLink_8,14836744,14838643,+
Apul,lncRNA,lncRNA_1544,lncRNA,,ntLink_8,14840940,14842839,+
Apul,lncRNA,lncRNA_1545,lncRNA,,ntLink_8,14840940,14842839,+
Apul,lncRNA,lncRNA_1546,lncRNA,,ntLink_8,14843389,14845288,+
Apul,lncRNA,lncRNA_1547,lncRNA,,ntLink_8,14869187,14871086,+
Apul,lncRNA,lncRNA_1548,lncRNA,,ntLink_8,14969526,14971425,+
Apul,lncRNA,lncRNA_1549,lncRNA,,ntLink_8,14972800,14974699,+
Apul,lncRNA,lncRNA_1550,lncRNA,,ntLink_8,15139711,15141610,+
Apul,lncRNA,lncRNA_1551,lncRNA,,ntLink_8,15194022,15195921,+
Apul,lncRNA,lncRNA_1552,lncRNA,,ntLink_8,15383898,15385797,+
Apul,lncRNA,lncRNA_1553,lncRNA,,ntLink_8,15383904,15385803,+
Apul,lncRNA,lncRNA_1554,lncRNA,,ntLink_8,15393893,15395792,+
Apul,lncRNA,lncRNA_1555,lncRNA,,ntLink_8,15394778,15396677,+
Apul,lncRNA,lncRNA_1556,lncRNA,,ntLink_8,15434850,15436749,+
Apul,lncRNA,lncRNA_1557,lncRNA,,ntLink_8,15496837,15498736,+
Apul,lncRNA,lncRNA_1558,lncRNA,,ntLink_8,15598166,15600065,+
Apul,lncRNA,lncRNA_1559,lncRNA,,ntLink_8,15685692,15687591,+
Apul,lncRNA,lncRNA_1560,lncRNA,,ntLink_8,15907142,15909041,+
Apul,lncRNA,lncRNA_1561,lncRNA,,ntLink_8,15907503,15909402,+
Apul,lncRNA,lncRNA_1562,lncRNA,,ntLink_8,15920297,15922196,+
Apul,lncRNA,lncRNA_1563,lncRNA,,ntLink_8,16091044,16092943,+
Apul,lncRNA,lncRNA_1564,lncRNA,,ntLink_8,16091215,16093114,+
Apul,lncRNA,lncRNA_1565,lncRNA,,ntLink_8,16175214,16177113,+
Apul,lncRNA,lncRNA_1566,lncRNA,,ntLink_8,16176942,16178841,+
Apul,lncRNA,lncRNA_1567,lncRNA,,ntLink_8,16267169,16269068,+
Apul,lncRNA,lncRNA_1568,lncRNA,,ntLink_8,16323265,16325164,+
Apul,lncRNA,lncRNA_1569,lncRNA,,ntLink_8,17133634,17135533,+
Apul,lncRNA,lncRNA_1570,lncRNA,,ntLink_8,17183573,17185472,+
Apul,lncRNA,lncRNA_1571,lncRNA,,ntLink_8,17391402,17393301,+
Apul,lncRNA,lncRNA_1572,lncRNA,,ntLink_8,17391672,17393571,+
Apul,lncRNA,lncRNA_1573,lncRNA,,ntLink_8,18101859,18103758,+
Apul,lncRNA,lncRNA_1574,lncRNA,,ntLink_8,18129356,18131255,+
Apul,lncRNA,lncRNA_1575,lncRNA,,ntLink_8,18300058,18301957,+
Apul,lncRNA,lncRNA_1576,lncRNA,,ntLink_8,18300058,18301957,+
Apul,lncRNA,lncRNA_1577,lncRNA,,ntLink_8,18328528,18330427,+
Apul,lncRNA,lncRNA_1578,lncRNA,,ntLink_8,18183073,18184972,+
Apul,lncRNA,lncRNA_1579,lncRNA,,ntLink_8,18189862,18191761,+
Apul,lncRNA,lncRNA_1580,lncRNA,,ntLink_8,18192245,18194144,+
Apul,lncRNA,lncRNA_1581,lncRNA,,ntLink_8,18291004,18292903,+
Apul,lncRNA,lncRNA_1582,lncRNA,,ntLink_8,18418472,18420371,+
Apul,lncRNA,lncRNA_1583,lncRNA,,ntLink_8,18606692,18608591,+
Apul,lncRNA,lncRNA_1584,lncRNA,,ntLink_8,18617660,18619559,+
Apul,lncRNA,lncRNA_1585,lncRNA,,ntLink_8,18977117,18979016,+
Apul,lncRNA,lncRNA_1586,lncRNA,,ntLink_8,18991112,18993011,+
Apul,lncRNA,lncRNA_1587,lncRNA,,ntLink_8,19100048,19101947,+
Apul,lncRNA,lncRNA_1588,lncRNA,,ntLink_8,19100228,19102127,+
Apul,lncRNA,lncRNA_1589,lncRNA,,ntLink_8,19302132,19304031,+
Apul,lncRNA,lncRNA_1590,lncRNA,,ntLink_8,19314066,19315965,+
Apul,lncRNA,lncRNA_1591,lncRNA,,ntLink_8,19424543,19426442,+
Apul,lncRNA,lncRNA_1592,lncRNA,,ntLink_8,19439546,19441445,+
Apul,lncRNA,lncRNA_1593,lncRNA,,ntLink_8,19609206,19611105,+
Apul,lncRNA,lncRNA_1594,lncRNA,,ntLink_8,19619048,19620947,+
Apul,lncRNA,lncRNA_1595,lncRNA,,ntLink_8,19678876,19680775,+
Apul,lncRNA,lncRNA_1596,lncRNA,,ntLink_8,19783334,19785233,+
Apul,lncRNA,lncRNA_1597,lncRNA,,ntLink_8,19783334,19785233,+
Apul,lncRNA,lncRNA_1598,lncRNA,,ntLink_8,19783336,19785235,+
Apul,lncRNA,lncRNA_1599,lncRNA,,ntLink_8,19942959,19944858,+
Apul,lncRNA,lncRNA_1600,lncRNA,,ntLink_8,20047556,20049455,+
Apul,lncRNA,lncRNA_1601,lncRNA,,ntLink_8,20047804,20049703,+
Apul,lncRNA,lncRNA_1602,lncRNA,,ntLink_8,20055252,20057151,+
Apul,lncRNA,lncRNA_1603,lncRNA,,ntLink_8,20061491,20063390,+
Apul,lncRNA,lncRNA_1604,lncRNA,,ntLink_8,20068377,20070276,+
Apul,lncRNA,lncRNA_1605,lncRNA,,ntLink_8,20069901,20071800,+
Apul,lncRNA,lncRNA_1606,lncRNA,,ntLink_8,20096607,20098506,+
Apul,lncRNA,lncRNA_1607,lncRNA,,ntLink_8,20126319,20128218,+
Apul,lncRNA,lncRNA_1608,lncRNA,,ntLink_8,20219994,20221893,+
Apul,lncRNA,lncRNA_1609,lncRNA,,ntLink_8,20254695,20256594,+
Apul,lncRNA,lncRNA_1610,lncRNA,,ntLink_8,20271533,20273432,+
Apul,lncRNA,lncRNA_1611,lncRNA,,ntLink_8,20273705,20275604,+
Apul,lncRNA,lncRNA_1612,lncRNA,,ntLink_8,20275321,20277220,+
Apul,lncRNA,lncRNA_1613,lncRNA,,ntLink_8,20276122,20278021,+
Apul,lncRNA,lncRNA_1614,lncRNA,,ntLink_8,20273812,20275711,+
Apul,lncRNA,lncRNA_1615,lncRNA,,ntLink_8,20275429,20277328,+
Apul,lncRNA,lncRNA_1616,lncRNA,,ntLink_8,20286889,20288788,+
Apul,lncRNA,lncRNA_1617,lncRNA,,ntLink_8,20286895,20288794,+
Apul,lncRNA,lncRNA_1618,lncRNA,,ntLink_8,20287355,20289254,+
Apul,lncRNA,lncRNA_1619,lncRNA,,ntLink_8,20298972,20300871,+
Apul,lncRNA,lncRNA_1620,lncRNA,,ntLink_8,20299055,20300954,+
Apul,lncRNA,lncRNA_1621,lncRNA,,ntLink_8,20471483,20473382,+
Apul,lncRNA,lncRNA_1622,lncRNA,,ntLink_8,20473194,20475093,+
Apul,lncRNA,lncRNA_1623,lncRNA,,ntLink_8,20487104,20489003,+
Apul,lncRNA,lncRNA_1624,lncRNA,,ntLink_8,20513159,20515058,+
Apul,lncRNA,lncRNA_1625,lncRNA,,ntLink_8,20551980,20553879,+
Apul,lncRNA,lncRNA_1626,lncRNA,,ntLink_8,20568212,20570111,+
Apul,lncRNA,lncRNA_1627,lncRNA,,ntLink_8,20618527,20620426,+
Apul,lncRNA,lncRNA_1628,lncRNA,,ntLink_8,20726646,20728545,+
Apul,lncRNA,lncRNA_1629,lncRNA,,ntLink_8,20882340,20884239,+
Apul,lncRNA,lncRNA_1630,lncRNA,,ntLink_8,21018772,21020671,+
Apul,lncRNA,lncRNA_1631,lncRNA,,ntLink_8,21086148,21088047,+
Apul,lncRNA,lncRNA_1632,lncRNA,,ntLink_8,21108220,21110119,+
Apul,lncRNA,lncRNA_1633,lncRNA,,ntLink_8,21123619,21125518,+
Apul,lncRNA,lncRNA_1634,lncRNA,,ntLink_8,21147045,21148944,+
Apul,lncRNA,lncRNA_1635,lncRNA,,ntLink_8,21160805,21162704,+
Apul,lncRNA,lncRNA_1636,lncRNA,,ntLink_8,21230701,21232600,+
Apul,lncRNA,lncRNA_1637,lncRNA,,ntLink_8,21233532,21235431,+
Apul,lncRNA,lncRNA_1638,lncRNA,,ntLink_8,21234560,21236459,+
Apul,lncRNA,lncRNA_1639,lncRNA,,ntLink_8,21352858,21354757,+
Apul,lncRNA,lncRNA_1640,lncRNA,,ntLink_8,21371384,21373283,+
Apul,lncRNA,lncRNA_1641,lncRNA,,ntLink_8,21508518,21510417,+
Apul,lncRNA,lncRNA_1642,lncRNA,,ntLink_8,21765331,21767230,+
Apul,lncRNA,lncRNA_1643,lncRNA,,ntLink_8,21775891,21777790,+
Apul,lncRNA,lncRNA_1644,lncRNA,,ntLink_8,21812024,21813923,+
Apul,lncRNA,lncRNA_1645,lncRNA,,ntLink_8,21917709,21919608,+
Apul,lncRNA,lncRNA_1646,lncRNA,,ntLink_8,21970489,21972388,+
Apul,lncRNA,lncRNA_1647,lncRNA,,ntLink_8,22375793,22377692,+
Apul,lncRNA,lncRNA_1648,lncRNA,,ntLink_8,22375793,22377692,+
Apul,lncRNA,lncRNA_1649,lncRNA,,ntLink_8,22461368,22463267,+
Apul,lncRNA,lncRNA_1650,lncRNA,,ntLink_8,22565402,22567301,+
Apul,lncRNA,lncRNA_1651,lncRNA,,ntLink_8,22669325,22671224,+
Apul,lncRNA,lncRNA_1652,lncRNA,,ntLink_8,22669663,22671562,+
Apul,lncRNA,lncRNA_1653,lncRNA,,ntLink_8,22608428,22610327,+
Apul,lncRNA,lncRNA_1654,lncRNA,,ntLink_8,22608544,22610443,+
Apul,lncRNA,lncRNA_1655,lncRNA,,ntLink_8,22613556,22615455,+
Apul,lncRNA,lncRNA_1656,lncRNA,,ntLink_8,22907178,22909077,+
Apul,lncRNA,lncRNA_1657,lncRNA,,ntLink_8,23072508,23074407,+
Apul,lncRNA,lncRNA_1658,lncRNA,,ntLink_8,23257896,23259795,+
Apul,lncRNA,lncRNA_1659,lncRNA,,ntLink_8,23257899,23259798,+
Apul,lncRNA,lncRNA_1660,lncRNA,,ntLink_8,23257899,23259798,+
Apul,lncRNA,lncRNA_1661,lncRNA,,ntLink_8,23360855,23362754,+
Apul,lncRNA,lncRNA_1662,lncRNA,,ntLink_8,23441838,23443737,+
Apul,lncRNA,lncRNA_1663,lncRNA,,ntLink_8,23468761,23470660,+
Apul,lncRNA,lncRNA_1664,lncRNA,,ntLink_8,23624523,23626422,+
Apul,lncRNA,lncRNA_1665,lncRNA,,ntLink_8,23927848,23929747,+
Apul,lncRNA,lncRNA_1666,lncRNA,,ntLink_8,23905546,23907445,+
Apul,lncRNA,lncRNA_1667,lncRNA,,ntLink_8,23924181,23926080,+
Apul,lncRNA,lncRNA_1668,lncRNA,,ntLink_8,24018829,24020728,+
Apul,lncRNA,lncRNA_1669,lncRNA,,ntLink_8,24079604,24081503,+
Apul,lncRNA,lncRNA_1670,lncRNA,,ntLink_8,24095187,24097086,+
Apul,lncRNA,lncRNA_1671,lncRNA,,ntLink_8,24096031,24097930,+
Apul,lncRNA,lncRNA_1672,lncRNA,,ntLink_8,24100605,24102504,+
Apul,lncRNA,lncRNA_1673,lncRNA,,ntLink_8,24109792,24111691,+
Apul,lncRNA,lncRNA_1674,lncRNA,,ntLink_8,24115454,24117353,+
Apul,lncRNA,lncRNA_1675,lncRNA,,ntLink_8,24115454,24117353,+
Apul,lncRNA,lncRNA_1676,lncRNA,,ntLink_8,24115455,24117354,+
Apul,lncRNA,lncRNA_1677,lncRNA,,ntLink_8,24115455,24117354,+
Apul,lncRNA,lncRNA_1678,lncRNA,,ntLink_8,24115455,24117354,+
Apul,lncRNA,lncRNA_1679,lncRNA,,ntLink_8,24115460,24117359,+
Apul,lncRNA,lncRNA_1680,lncRNA,,ntLink_8,24115465,24117364,+
Apul,lncRNA,lncRNA_1681,lncRNA,,ntLink_8,24115465,24117364,+
Apul,lncRNA,lncRNA_1682,lncRNA,,ntLink_8,24115963,24117862,+
Apul,lncRNA,lncRNA_1683,lncRNA,,ntLink_8,24120825,24122724,+
Apul,lncRNA,lncRNA_1684,lncRNA,,ntLink_8,24121416,24123315,+
Apul,lncRNA,lncRNA_1685,lncRNA,,ntLink_8,24134871,24136770,+
Apul,lncRNA,lncRNA_1686,lncRNA,,ntLink_8,24135973,24137872,+
Apul,lncRNA,lncRNA_1687,lncRNA,,ntLink_8,24160675,24162574,+
Apul,lncRNA,lncRNA_1688,lncRNA,,ntLink_8,24178270,24180169,+
Apul,lncRNA,lncRNA_1689,lncRNA,,ntLink_8,24217273,24219172,+
Apul,lncRNA,lncRNA_1690,lncRNA,,ntLink_8,24226832,24228731,+
Apul,lncRNA,lncRNA_1691,lncRNA,,ntLink_8,24235596,24237495,+
Apul,lncRNA,lncRNA_1692,lncRNA,,ntLink_8,24334729,24336628,+
Apul,lncRNA,lncRNA_1693,lncRNA,,ntLink_8,24334729,24336628,+
Apul,lncRNA,lncRNA_1694,lncRNA,,ntLink_8,24472684,24474583,+
Apul,lncRNA,lncRNA_1695,lncRNA,,ntLink_8,24499261,24501160,+
Apul,lncRNA,lncRNA_1696,lncRNA,,ntLink_8,24522945,24524844,+
Apul,lncRNA,lncRNA_1697,lncRNA,,ntLink_8,24523986,24525885,+
Apul,lncRNA,lncRNA_1698,lncRNA,,ntLink_8,24523986,24525885,+
Apul,lncRNA,lncRNA_1699,lncRNA,,ntLink_8,24524011,24525910,+
Apul,lncRNA,lncRNA_1700,lncRNA,,ntLink_8,24741775,24743674,+
Apul,lncRNA,lncRNA_1701,lncRNA,,ntLink_8,24795136,24797035,+
Apul,lncRNA,lncRNA_1702,lncRNA,,ntLink_8,25000444,25002343,+
Apul,lncRNA,lncRNA_1703,lncRNA,,ntLink_8,25038279,25040178,+
Apul,lncRNA,lncRNA_1704,lncRNA,,ntLink_8,25323530,25325429,+
Apul,lncRNA,lncRNA_1705,lncRNA,,ntLink_8,25355218,25357117,+
Apul,lncRNA,lncRNA_1706,lncRNA,,ntLink_8,25604647,25606546,+
Apul,lncRNA,lncRNA_1707,lncRNA,,ntLink_8,25561634,25563533,+
Apul,lncRNA,lncRNA_1708,lncRNA,,ntLink_8,25596210,25598109,+
Apul,lncRNA,lncRNA_1709,lncRNA,,ntLink_8,25615264,25617163,+
Apul,lncRNA,lncRNA_1710,lncRNA,,ntLink_8,25667329,25669228,+
Apul,lncRNA,lncRNA_1711,lncRNA,,ntLink_8,25730388,25732287,+
Apul,lncRNA,lncRNA_1712,lncRNA,,ntLink_8,25968924,25970823,+
Apul,lncRNA,lncRNA_1713,lncRNA,,ntLink_8,26169612,26171511,+
Apul,lncRNA,lncRNA_1714,lncRNA,,ntLink_8,26184620,26186519,+
Apul,lncRNA,lncRNA_1715,lncRNA,,ntLink_8,26185559,26187458,+
Apul,lncRNA,lncRNA_1716,lncRNA,,ntLink_8,26264479,26266378,+
Apul,lncRNA,lncRNA_1717,lncRNA,,ntLink_8,26332747,26334646,+
Apul,lncRNA,lncRNA_1718,lncRNA,,ntLink_8,26387786,26389685,+
Apul,lncRNA,lncRNA_1719,lncRNA,,ntLink_8,26388513,26390412,+
Apul,lncRNA,lncRNA_1720,lncRNA,,ntLink_8,26407966,26409865,+
Apul,lncRNA,lncRNA_1721,lncRNA,,ntLink_8,26408186,26410085,+
Apul,lncRNA,lncRNA_1722,lncRNA,,ntLink_8,26519344,26521243,+
Apul,lncRNA,lncRNA_1723,lncRNA,,ntLink_8,26533898,26535797,+
Apul,lncRNA,lncRNA_1724,lncRNA,,ntLink_8,26565473,26567372,+
Apul,lncRNA,lncRNA_1725,lncRNA,,ntLink_8,26640198,26642097,+
Apul,lncRNA,lncRNA_1726,lncRNA,,ntLink_8,26626123,26628022,+
Apul,lncRNA,lncRNA_1727,lncRNA,,ntLink_8,26911717,26913616,+
Apul,lncRNA,lncRNA_1728,lncRNA,,ntLink_8,26995632,26997531,+
Apul,lncRNA,lncRNA_1729,lncRNA,,ntLink_8,27055079,27056978,+
Apul,lncRNA,lncRNA_1730,lncRNA,,ntLink_8,27193425,27195324,+
Apul,lncRNA,lncRNA_1731,lncRNA,,ntLink_8,27365696,27367595,+
Apul,lncRNA,lncRNA_1732,lncRNA,,ntLink_8,27400754,27402653,+
Apul,lncRNA,lncRNA_1733,lncRNA,,ntLink_8,27403904,27405803,+
Apul,lncRNA,lncRNA_1734,lncRNA,,ntLink_8,27406258,27408157,+
Apul,lncRNA,lncRNA_1735,lncRNA,,ntLink_8,27406258,27408157,+
Apul,lncRNA,lncRNA_1736,lncRNA,,ntLink_8,27416014,27417913,+
Apul,lncRNA,lncRNA_1737,lncRNA,,ntLink_8,27421918,27423817,+
Apul,lncRNA,lncRNA_1738,lncRNA,,ntLink_8,27435112,27437011,+
Apul,lncRNA,lncRNA_1739,lncRNA,,ntLink_8,27897337,27899236,+
Apul,lncRNA,lncRNA_1740,lncRNA,,ntLink_8,27919303,27921202,+
Apul,lncRNA,lncRNA_1741,lncRNA,,ntLink_8,27930277,27932176,+
Apul,lncRNA,lncRNA_1742,lncRNA,,ntLink_8,27990555,27992454,+
Apul,lncRNA,lncRNA_1743,lncRNA,,ntLink_8,27991654,27993553,+
Apul,lncRNA,lncRNA_1744,lncRNA,,ntLink_8,28021275,28023174,+
Apul,lncRNA,lncRNA_1745,lncRNA,,ntLink_8,28269139,28271038,+
Apul,lncRNA,lncRNA_1746,lncRNA,,ntLink_8,28289616,28291515,+
Apul,lncRNA,lncRNA_1747,lncRNA,,ntLink_8,28431325,28433224,+
Apul,lncRNA,lncRNA_1748,lncRNA,,ntLink_8,28443108,28445007,+
Apul,lncRNA,lncRNA_1749,lncRNA,,ntLink_8,28516967,28518866,+
Apul,lncRNA,lncRNA_1750,lncRNA,,ntLink_8,28537050,28538949,+
Apul,lncRNA,lncRNA_1751,lncRNA,,ntLink_8,28902777,28904676,+
Apul,lncRNA,lncRNA_1752,lncRNA,,ntLink_8,29104959,29106858,+
Apul,lncRNA,lncRNA_1753,lncRNA,,ntLink_8,29104965,29106864,+
Apul,lncRNA,lncRNA_1754,lncRNA,,ntLink_8,29134475,29136374,+
Apul,lncRNA,lncRNA_1755,lncRNA,,ntLink_8,29186916,29188815,+
Apul,lncRNA,lncRNA_1756,lncRNA,,ntLink_8,29214378,29216277,+
Apul,lncRNA,lncRNA_1757,lncRNA,,ntLink_8,29270266,29272165,+
Apul,lncRNA,lncRNA_1758,lncRNA,,ntLink_8,29296306,29298205,+
Apul,lncRNA,lncRNA_1759,lncRNA,,ntLink_8,29393385,29395284,+
Apul,lncRNA,lncRNA_1760,lncRNA,,ntLink_8,29456953,29458852,+
Apul,lncRNA,lncRNA_1761,lncRNA,,ntLink_8,29757315,29759214,+
Apul,lncRNA,lncRNA_1762,lncRNA,,ntLink_8,29757316,29759215,+
Apul,lncRNA,lncRNA_1763,lncRNA,,ntLink_8,29757318,29759217,+
Apul,lncRNA,lncRNA_1764,lncRNA,,ntLink_8,29757318,29759217,+
Apul,lncRNA,lncRNA_1765,lncRNA,,ntLink_8,29757318,29759217,+
Apul,lncRNA,lncRNA_1766,lncRNA,,ntLink_8,29757319,29759218,+
Apul,lncRNA,lncRNA_1767,lncRNA,,ntLink_8,29902598,29904497,+
Apul,lncRNA,lncRNA_1768,lncRNA,,ntLink_8,29904307,29906206,+
Apul,lncRNA,lncRNA_1769,lncRNA,,ntLink_8,29925805,29927704,+
Apul,lncRNA,lncRNA_1770,lncRNA,,ntLink_8,30093398,30095297,+
Apul,lncRNA,lncRNA_1771,lncRNA,,ntLink_8,30130119,30132018,+
Apul,lncRNA,lncRNA_1772,lncRNA,,ntLink_8,30130119,30132018,+
Apul,lncRNA,lncRNA_1773,lncRNA,,ntLink_8,30204842,30206741,+
Apul,lncRNA,lncRNA_1774,lncRNA,,ntLink_8,30280228,30282127,+
Apul,lncRNA,lncRNA_1775,lncRNA,,ntLink_8,30289534,30291433,+
Apul,lncRNA,lncRNA_1776,lncRNA,,ntLink_8,30434817,30436716,+
Apul,lncRNA,lncRNA_1777,lncRNA,,ntLink_8,30436877,30438776,+
Apul,lncRNA,lncRNA_1778,lncRNA,,ntLink_8,30469352,30471251,+
Apul,lncRNA,lncRNA_1779,lncRNA,,ntLink_8,30470356,30472255,+
Apul,lncRNA,lncRNA_1780,lncRNA,,ntLink_8,30527540,30529439,+
Apul,lncRNA,lncRNA_1781,lncRNA,,ntLink_8,30765949,30767848,+
Apul,lncRNA,lncRNA_1782,lncRNA,,ntLink_8,30782007,30783906,+
Apul,lncRNA,lncRNA_1783,lncRNA,,ntLink_8,30804876,30806775,+
Apul,lncRNA,lncRNA_1784,lncRNA,,ntLink_8,30804876,30806775,+
Apul,lncRNA,lncRNA_1785,lncRNA,,ntLink_8,30804876,30806775,+
Apul,lncRNA,lncRNA_1786,lncRNA,,ntLink_8,30819043,30820942,+
Apul,lncRNA,lncRNA_1787,lncRNA,,ntLink_8,30867412,30869311,+
Apul,lncRNA,lncRNA_1788,lncRNA,,ntLink_8,30887736,30889635,+
Apul,lncRNA,lncRNA_1789,lncRNA,,ntLink_8,30887736,30889635,+
Apul,lncRNA,lncRNA_1790,lncRNA,,ntLink_8,30887744,30889643,+
Apul,lncRNA,lncRNA_1791,lncRNA,,ntLink_8,30994376,30996275,+
Apul,lncRNA,lncRNA_1792,lncRNA,,ntLink_8,30999922,31001821,+
Apul,lncRNA,lncRNA_1793,lncRNA,,ntLink_8,31000155,31002054,+
Apul,lncRNA,lncRNA_1794,lncRNA,,ntLink_8,31000155,31002054,+
Apul,lncRNA,lncRNA_1795,lncRNA,,ntLink_8,31380252,31382151,+
Apul,lncRNA,lncRNA_1796,lncRNA,,ntLink_8,31589404,31591303,+
Apul,lncRNA,lncRNA_1797,lncRNA,,ntLink_8,31856008,31857907,+
Apul,lncRNA,lncRNA_1798,lncRNA,,ntLink_8,31827051,31828950,+
Apul,lncRNA,lncRNA_1799,lncRNA,,ntLink_8,31828171,31830070,+
Apul,lncRNA,lncRNA_1800,lncRNA,,ntLink_8,32000410,32002309,+
Apul,lncRNA,lncRNA_1801,lncRNA,,ntLink_8,32003393,32005292,+
Apul,lncRNA,lncRNA_1802,lncRNA,,ntLink_8,32004538,32006437,+
Apul,lncRNA,lncRNA_1803,lncRNA,,ntLink_8,32255759,32257658,+
Apul,lncRNA,lncRNA_1804,lncRNA,,ntLink_8,32421902,32423801,+
Apul,lncRNA,lncRNA_1805,lncRNA,,ntLink_8,32421902,32423801,+
Apul,lncRNA,lncRNA_1806,lncRNA,,ntLink_8,32421995,32423894,+
Apul,lncRNA,lncRNA_1807,lncRNA,,ntLink_8,32421999,32423898,+
Apul,lncRNA,lncRNA_1808,lncRNA,,ntLink_8,32491500,32493399,+
Apul,lncRNA,lncRNA_1809,lncRNA,,ntLink_8,32639024,32640923,+
Apul,lncRNA,lncRNA_1810,lncRNA,,ntLink_8,32871040,32872939,+
Apul,lncRNA,lncRNA_1811,lncRNA,,ntLink_8,32967850,32969749,+
Apul,lncRNA,lncRNA_1812,lncRNA,,ntLink_8,33000151,33002050,+
Apul,lncRNA,lncRNA_1813,lncRNA,,ntLink_8,33001070,33002969,+
Apul,lncRNA,lncRNA_1814,lncRNA,,ntLink_8,33113022,33114921,+
Apul,lncRNA,lncRNA_1815,lncRNA,,ntLink_8,33118559,33120458,+
Apul,lncRNA,lncRNA_1816,lncRNA,,ntLink_8,33253085,33254984,+
Apul,lncRNA,lncRNA_1817,lncRNA,,ntLink_8,33374059,33375958,+
Apul,lncRNA,lncRNA_1818,lncRNA,,ntLink_8,33465101,33467000,+
Apul,lncRNA,lncRNA_1819,lncRNA,,ntLink_8,33646260,33648159,+
Apul,lncRNA,lncRNA_1820,lncRNA,,ntLink_8,33597463,33599362,+
Apul,lncRNA,lncRNA_1821,lncRNA,,ntLink_8,33715521,33717420,+
Apul,lncRNA,lncRNA_1822,lncRNA,,ntLink_8,33715521,33717420,+
Apul,lncRNA,lncRNA_1823,lncRNA,,ntLink_8,33717447,33719346,+
Apul,lncRNA,lncRNA_1824,lncRNA,,ntLink_8,33770740,33772639,+
Apul,lncRNA,lncRNA_1825,lncRNA,,ntLink_8,33884294,33886193,+
Apul,lncRNA,lncRNA_1826,lncRNA,,ntLink_8,33884305,33886204,+
Apul,lncRNA,lncRNA_1827,lncRNA,,ntLink_8,34039041,34040940,+
Apul,lncRNA,lncRNA_1828,lncRNA,,ntLink_8,34092457,34094356,+
Apul,lncRNA,lncRNA_1829,lncRNA,,ntLink_8,34305359,34307258,+
Apul,lncRNA,lncRNA_1830,lncRNA,,ntLink_8,34354203,34356102,+
Apul,lncRNA,lncRNA_1831,lncRNA,,ntLink_8,34367831,34369730,+
Apul,lncRNA,lncRNA_1832,lncRNA,,ntLink_8,34449106,34451005,+
Apul,lncRNA,lncRNA_1833,lncRNA,,ntLink_8,34600425,34602324,+
Apul,lncRNA,lncRNA_1834,lncRNA,,ntLink_8,35072292,35074191,+
Apul,lncRNA,lncRNA_1835,lncRNA,,ntLink_8,35138077,35139976,+
Apul,lncRNA,lncRNA_1836,lncRNA,,ntLink_8,35235796,35237695,+
Apul,lncRNA,lncRNA_1837,lncRNA,,ntLink_8,35333243,35335142,+
Apul,lncRNA,lncRNA_1838,lncRNA,,ntLink_8,35400703,35402602,+
Apul,lncRNA,lncRNA_1839,lncRNA,,ntLink_8,35459820,35461719,+
Apul,lncRNA,lncRNA_1840,lncRNA,,ntLink_8,35779127,35781026,+
Apul,lncRNA,lncRNA_1841,lncRNA,,ntLink_8,36795462,36797361,+
Apul,lncRNA,lncRNA_1842,lncRNA,,ntLink_8,36834346,36836245,+
Apul,lncRNA,lncRNA_1843,lncRNA,,ntLink_8,36836992,36838891,+
Apul,lncRNA,lncRNA_1844,lncRNA,,ntLink_8,37028941,37030840,+
Apul,lncRNA,lncRNA_1845,lncRNA,,ntLink_8,37028941,37030840,+
Apul,lncRNA,lncRNA_1846,lncRNA,,ntLink_8,147604,149503,+
Apul,lncRNA,lncRNA_1847,lncRNA,,ntLink_8,315000,316899,+
