"","V1","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","V4.y","PCC.cor","p_value","adjusted_p_value"
"1096","Cluster_1167","Porites_evermani_scaffold_40:86121-91273",149,-21.46,2,21,179,198,19,"63.16%","78.95%","Peve_00028808",-0.156994717604337,0.899638869988126,0.999448381576871
"1097","Cluster_1167","Porites_evermani_scaffold_4091:19662-31009",153,-28.03,2,21,2901,2920,19,"73.68%","73.68%","Peve_00029310",-0.284731635933865,0.816191023904041,0.995934364227446
"1098","Cluster_1167","Porites_evermani_scaffold_410:132991-143383",149,-20.73,2,14,8480,8501,12,"83.33%","83.33%","Peve_00029395",0.99850383281095,0.0348288670077051,0.909359886114279
"1099","Cluster_1167","Porites_evermani_scaffold_410:89739-101435",141,-20.3,2,12,2813,2833,10,"90.00%","90.00%","Peve_00029394",0.0672742038414119,0.957139540333689,0.999448381576871
"1100","Cluster_1167","Porites_evermani_scaffold_4:111027-116461",150,-21.22,2,16,1238,1260,15,"73.33%","86.67%","Peve_00028735",0.996347344791909,0.0544291739063207,0.973336785465642
"1101","Cluster_1167","Porites_evermani_scaffold_4119:3784-22317",145,-20.82,2,10,2625,2646,8,"100.00%","100.00%","Peve_00029477",-0.0107097019838646,0.993181861619188,0.999448381576871
"1102","Cluster_1167","Porites_evermani_scaffold_412:178131-191364",151,-26.07,2,18,10077,10097,16,"75.00%","81.25%","Peve_00029484",0.929806376368218,0.239948303306452,0.978262075707395
"1103","Cluster_1167","Porites_evermani_scaffold_412:98502-118668",148,-21.07,2,20,16669,16688,18,"72.22%","72.22%","Peve_00029479",0.268455888870382,0.826973290165095,0.995934364227446
"1104","Cluster_1167","Porites_evermani_scaffold_413:9188-29530",155,-22.86,2,20,16887,16907,19,"73.68%","84.21%","Peve_00029514",0.0503125533570328,0.967956505126383,0.999448381576871
"1105","Cluster_1167","Porites_evermani_scaffold_41:403696-427753",152,-23.21,2,13,17651,17672,11,"90.91%","90.91%","Peve_00029385",0.911286796703434,0.270180140009114,0.978262075707395
"1106","Cluster_1167","Porites_evermani_scaffold_414:66638-112652",140,-25.01,2,9,10278,10299,7,"100.00%","100.00%","Peve_00029572",0.899074941321664,0.288480693778272,0.978262075707395
"1107","Cluster_1167","Porites_evermani_scaffold_41:610151-638428",150,-22.72,2,20,5069,5092,20,"70.00%","70.00%","Peve_00029344",0.913061359044545,0.267423362642684,0.978262075707395
"1108","Cluster_1167","Porites_evermani_scaffold_416:21903-35318",145,-20.42,2,19,1772,1794,18,"66.67%","72.22%","Peve_00029662",0.670735968914178,0.53195674806181,0.978262075707395
"1109","Cluster_1167","Porites_evermani_scaffold_417:190030-210560",140,-21.39,2,9,3188,3209,7,"100.00%","100.00%","Peve_00029695",0.999614767519651,0.0176713818866947,0.782669382293497
"1110","Cluster_1167","Porites_evermani_scaffold_4177:8770-12071",149,-20.24,2,14,136,157,12,"83.33%","83.33%","Peve_00029716",NA,NA,NA
"1111","Cluster_1167","Porites_evermani_scaffold_4192:11284-22439",145,-24.52,2,10,8849,8870,8,"100.00%","100.00%","Peve_00029782",-0.583049076540958,0.603719050536223,0.978262075707395
"1112","Cluster_1167","Porites_evermani_scaffold_42:106747-123088",163,-24.08,2,21,6707,6729,20,"75.00%","80.00%","Peve_00029850",-0.0952706317552318,0.939256705329526,0.999448381576871
"1113","Cluster_1167","Porites_evermani_scaffold_42:214567-222351",140,-21.2,2,9,4011,4032,7,"100.00%","100.00%","Peve_00029859",0.99913900379337,0.0264196405908856,0.885091958128636
"1114","Cluster_1167","Porites_evermani_scaffold_42:237126-245821",140,-21.2,2,9,4561,4582,7,"100.00%","100.00%","Peve_00029860",0.995866356285372,0.0579043720926029,0.978262075707395
"1115","Cluster_1167","Porites_evermani_scaffold_42:375708-378535",156,-21.83,2,21,832,853,21,"71.43%","80.95%","Peve_00029808",-0.0834238082570893,0.946828957867292,0.999448381576871
"1116","Cluster_1167","Porites_evermani_scaffold_424:109597-118476",147,-21.97,2,21,4934,4957,21,"61.90%","71.43%","Peve_00030084",0.804598751675511,0.404760862801582,0.978262075707395
"1117","Cluster_1167","Porites_evermani_scaffold_424:1713-58857",145,-20.42,2,19,21825,21847,18,"66.67%","72.22%","Peve_00030074",0.935429626328072,0.23002594158083,0.978262075707395
"1118","Cluster_1167","Porites_evermani_scaffold_424:1713-58857",152,-21.01,2,21,27742,27761,19,"68.42%","84.21%","Peve_00030074",0.935429626328072,0.23002594158083,0.978262075707395
"1119","Cluster_1167","Porites_evermani_scaffold_4250:13777-24043",154,-23.1,2,20,7620,7642,19,"68.42%","78.95%","Peve_00030148",0.855142503004031,0.346939094808588,0.978262075707395
"1120","Cluster_1167","Porites_evermani_scaffold_426:230269-247192",145,-20.42,2,19,1533,1555,18,"66.67%","72.22%","Peve_00030188",0.986593933426684,0.104359547006429,0.978262075707395
"1121","Cluster_1167","Porites_evermani_scaffold_4263:3470-22336",142,-21.95,2,11,12508,12529,9,"88.89%","88.89%","Peve_00030203",0.99985976849378,0.0106616149938441,0.641117160078398
"1122","Cluster_1167","Porites_evermani_scaffold_426:90715-118478",164,-21.83,2,21,15047,15068,19,"68.42%","84.21%","Peve_00030190",0.688457197220622,0.516576595550359,0.978262075707395
"1123","Cluster_1167","Porites_evermani_scaffold_427:142569-150452",172,-31.43,2,21,6939,6960,19,"78.95%","84.21%","Peve_00030231",-0.912905029868414,0.267667291431453,0.978262075707395
"1124","Cluster_1167","Porites_evermani_scaffold_427:200828-221323",159,-21.86,2,21,532,555,21,"71.43%","76.19%","Peve_00030238",-0.729549239097855,0.479459794671,0.978262075707395
"1125","Cluster_1167","Porites_evermani_scaffold_4287:23440-24289",161,-22.39,2,21,369,388,19,"78.95%","78.95%","Peve_00030317",-0.318640973940927,0.793547148366347,0.995934364227446
"1126","Cluster_1167","Porites_evermani_scaffold_4290:641-2768",153,-22.74,2,21,1508,1527,19,"68.42%","78.95%","Peve_00030347",NA,NA,NA
"1127","Cluster_1167","Porites_evermani_scaffold_4290:641-2768",154,-25.5,2,19,1801,1822,17,"70.59%","76.47%","Peve_00030347",NA,NA,NA
"1128","Cluster_1167","Porites_evermani_scaffold_430:18911-48105",149,-21.98,2,21,3632,3657,23,"69.57%","73.91%","Peve_00030450",-0.00945622537329228,0.993979890233223,0.999448381576871
"1129","Cluster_1167","Porites_evermani_scaffold_4303:71-27747",150,-21.08,2,16,26593,26615,15,"73.33%","86.67%","Peve_00030470",-0.511591173923624,0.65811249694873,0.978262075707395
"1130","Cluster_1167","Porites_evermani_scaffold_431:232334-232732",144,-21.46,2,13,97,118,11,"81.82%","81.82%","Peve_00030495",NA,NA,NA
"1131","Cluster_1167","Porites_evermani_scaffold_4318:10731-13249",141,-20.78,2,20,71,88,18,"72.22%","72.22%","Peve_00030521",-0.444725078229654,0.706602770067565,0.978262075707395
"1132","Cluster_1167","Porites_evermani_scaffold_43:197635-212576",143,-21.56,2,20,10608,10631,21,"71.43%","71.43%","Peve_00030425",0.999405152548207,0.0219593486528571,0.830690932108223
"1133","Cluster_1167","Porites_evermani_scaffold_43:266132-274445",150,-24.2,2,20,7089,7113,21,"66.67%","71.43%","Peve_00030433",-0.511591173923624,0.65811249694873,0.978262075707395
"1134","Cluster_1167","Porites_evermani_scaffold_432:6803-46324",156,-22.04,2,18,1183,1205,17,"76.47%","82.35%","Peve_00030525",0.925746737893688,0.246875251240259,0.978262075707395
"1135","Cluster_1167","Porites_evermani_scaffold_433:240885-243724",147,-20.48,2,16,1870,1891,14,"71.43%","78.57%","Peve_00030579",0.995643140774448,0.0594483343314723,0.978262075707395
"1136","Cluster_1167","Porites_evermani_scaffold_434:122385-187992",153,-21.32,2,19,32833,32855,18,"72.22%","77.78%","Peve_00030620",-0.416887059716373,0.726242111586137,0.983420892291161
"1137","Cluster_1167","Porites_evermani_scaffold_434:122385-187992",154,-22.57,2,21,50505,50525,19,"68.42%","78.95%","Peve_00030620",-0.416887059716373,0.726242111586137,0.983420892291161
"1138","Cluster_1167","Porites_evermani_scaffold_435:121887-144441",150,-22.71,2,21,17230,17250,19,"68.42%","73.68%","Peve_00030665",0.730371359550883,0.478694050297635,0.978262075707395
"1139","Cluster_1167","Porites_evermani_scaffold_4360:488-19732",152,-23.21,2,13,4508,4529,11,"90.91%","90.91%","Peve_00030716",-0.654734280785441,0.54556105791576,0.978262075707395
"1140","Cluster_1167","Porites_evermani_scaffold_436:71931-75129",154,-25.26,2,21,2919,2939,19,"73.68%","73.68%","Peve_00030703",-0.488318552853167,0.675220836384603,0.978262075707395
"1141","Cluster_1167","Porites_evermani_scaffold_43:71802-76792",150,-21.22,2,16,774,796,15,"73.33%","86.67%","Peve_00030402",0.710257071930893,0.497157386033045,0.978262075707395
"1142","Cluster_1167","Porites_evermani_scaffold_437:223204-240115",140,-20.96,2,9,1553,1574,7,"100.00%","100.00%","Peve_00030753",0.999964126437774,0.00539241950765597,0.551398425649056
"1143","Cluster_1167","Porites_evermani_scaffold_4378:7659-9012",147,-20.48,2,21,1104,1126,20,"65.00%","70.00%","Peve_00030773",-0.501149746303881,0.665821157773882,0.978262075707395
"1144","Cluster_1167","Porites_evermani_scaffold_438:226351-240861",158,-27.26,2,17,13675,13699,18,"83.33%","83.33%","Peve_00030801",0.999909726776791,0.00855416971793915,0.573710369894872
"1145","Cluster_1167","Porites_evermani_scaffold_438:257124-262636",148,-22.36,2,21,3301,3322,19,"63.16%","68.42%","Peve_00030802",NA,NA,NA
"1146","Cluster_1167","Porites_evermani_scaffold_439:199197-218462",150,-20.3,2,11,18142,18163,9,"100.00%","100.00%","Peve_00030838",0.606541029187475,0.58511316787034,0.978262075707395
"1147","Cluster_1167","Porites_evermani_scaffold_439:218730-230186",140,-20.6,2,9,6614,6635,7,"100.00%","100.00%","Peve_00030839",0.899566020241008,0.287765766225671,0.978262075707395
"1148","Cluster_1167","Porites_evermani_scaffold_441:201055-209381",152,-21.2,2,16,2410,2429,14,"85.71%","85.71%","Peve_00031031",0.923497857122267,0.250634180339021,0.978262075707395
"1149","Cluster_1167","Porites_evermani_scaffold_441:650-31920",156,-22.95,2,21,29058,29081,22,"77.27%","77.27%","Peve_00031014",0.0374127234434975,0.97617676070027,0.999448381576871
"1150","Cluster_1167","Porites_evermani_scaffold_442:177289-199147",151,-24.17,2,21,5512,5534,20,"65.00%","75.00%","Peve_00031078",0.9645614881471,0.169990181196172,0.978262075707395
"1151","Cluster_1167","Porites_evermani_scaffold_444:31387-63122",160,-20.83,2,21,15880,15901,19,"68.42%","78.95%","Peve_00031172",0.999909726776791,0.00855416971793915,0.573710369894872
"1152","Cluster_1167","Porites_evermani_scaffold_444:31387-63122",164,-24.22,2,21,10289,10310,19,"73.68%","78.95%","Peve_00031172",0.999909726776791,0.00855416971793915,0.573710369894872
"1153","Cluster_1167","Porites_evermani_scaffold_44:497728-511497",143,-21.09,2,16,13107,13128,14,"71.43%","71.43%","Peve_00030900",0.766590838226293,0.443903017797625,0.978262075707395
"1154","Cluster_1167","Porites_evermani_scaffold_445:160760-165940",152,-23.3,2,21,3957,3978,19,"68.42%","68.42%","Peve_00031213",0.797727203489391,0.412070987798602,0.978262075707395
"1155","Cluster_1167","Porites_evermani_scaffold_4456:9425-26219",146,-23.49,2,21,8891,8914,21,"66.67%","71.43%","Peve_00031233",0.999909726776791,0.00855416971793915,0.573710369894872
"1156","Cluster_1167","Porites_evermani_scaffold_4459:3621-15084",145,-20.43,2,19,8691,8713,18,"66.67%","72.22%","Peve_00031240",0.617422729754865,0.576353646171621,0.978262075707395
"1157","Cluster_1167","Porites_evermani_scaffold_448:109221-113461",148,-20.36,2,21,3672,3693,21,"71.43%","71.43%","Peve_00031345",0.967363842048488,0.163092093423046,0.978262075707395
"1158","Cluster_1167","Porites_evermani_scaffold_448:117114-126711",148,-20.36,2,21,5047,5068,21,"71.43%","71.43%","Peve_00031346",0.999285062109625,0.0240743824704661,0.856569794819485
"1159","Cluster_1167","Porites_evermani_scaffold_449:112946-117884",146,-20.52,2,21,3593,3618,23,"65.22%","69.57%","Peve_00031402",-0.608617587178332,0.583448749983306,0.978262075707395
"1160","Cluster_1167","Porites_evermani_scaffold_450:129164-141363",149,-23.34,2,14,7810,7831,12,"83.33%","83.33%","Peve_00031481",NA,NA,NA
"1161","Cluster_1167","Porites_evermani_scaffold_453:226886-245177",158,-21.7,2,20,13289,13311,19,"73.68%","78.95%","Peve_00031600",0.0727951876065985,0.95361611678468,0.999448381576871
"1162","Cluster_1167","Porites_evermani_scaffold_45:330840-361745",152,-22.15,2,21,14119,14140,19,"63.16%","73.68%","Peve_00031465",0.822811347180695,0.384808680671045,0.978262075707395
"1163","Cluster_1167","Porites_evermani_scaffold_45:330840-361745",162,-24.53,2,21,24988,25008,19,"78.95%","78.95%","Peve_00031465",0.822811347180695,0.384808680671045,0.978262075707395
"1164","Cluster_1167","Porites_evermani_scaffold_4555:2020-11111",164,-21.29,2,21,2662,2683,19,"68.42%","84.21%","Peve_00031673",-0.453765737864429,0.700160580935136,0.978262075707395
"1165","Cluster_1167","Porites_evermani_scaffold_4557:896-9682",141,-23.52,2,20,8133,8160,24,"62.50%","66.67%","Peve_00031679",0.999909726776791,0.00855416971793389,0.573710369894872
"1166","Cluster_1167","Porites_evermani_scaffold_456:101472-117611",158,-20.32,2,21,9404,9427,21,"76.19%","76.19%","Peve_00031691",-0.0172035731569174,0.98904732486332,0.999448381576871
"1167","Cluster_1167","Porites_evermani_scaffold_45:627093-668290",162,-26.44,2,21,40786,40809,21,"71.43%","85.71%","Peve_00031451",-0.10656796862378,0.932027650360808,0.999448381576871
"1168","Cluster_1167","Porites_evermani_scaffold_457:205663-206905",156,-20.95,2,21,810,831,19,"68.42%","73.68%","Peve_00031751",-0.511591173923624,0.65811249694873,0.978262075707395
"1169","Cluster_1167","Porites_evermani_scaffold_4583:1357-6659",145,-20.99,2,21,1451,1467,19,"73.68%","73.68%","Peve_00031805",0.338685686742523,0.780035341936464,0.993523060407607
"1170","Cluster_1167","Porites_evermani_scaffold_460:139172-153566",150,-20.67,2,11,12372,12393,9,"100.00%","100.00%","Peve_00031922",0.980014032608687,0.127492221713655,0.978262075707395
"1171","Cluster_1167","Porites_evermani_scaffold_460:240646-250289",149,-22.25,2,21,6596,6615,19,"68.42%","73.68%","Peve_00031912",NA,NA,NA
"1172","Cluster_1167","Porites_evermani_scaffold_460:87485-125139",150,-22.86,2,15,1937,1958,13,"76.92%","84.62%","Peve_00031917",-0.48802643597019,0.675433919156431,0.978262075707395
"1173","Cluster_1167","Porites_evermani_scaffold_460:87485-125139",158,-29.43,2,17,24010,24034,18,"83.33%","83.33%","Peve_00031917",-0.48802643597019,0.675433919156431,0.978262075707395
"1174","Cluster_1167","Porites_evermani_scaffold_46:247201-259575",146,-20.78,2,20,2713,2736,20,"65.00%","70.00%","Peve_00031906",-0.611548336371711,0.581093975986252,0.978262075707395
"1175","Cluster_1167","Porites_evermani_scaffold_46:247201-259575",159,-20.9,2,21,5102,5124,20,"70.00%","80.00%","Peve_00031906",-0.611548336371711,0.581093975986252,0.978262075707395
"1176","Cluster_1167","Porites_evermani_scaffold_46:62499-87986",151,-24.3,2,21,24271,24294,21,"66.67%","71.43%","Peve_00031887",0.982185528469734,0.120345106563718,0.978262075707395
"1177","Cluster_1167","Porites_evermani_scaffold_4665:11733-23251",142,-24.4,2,20,1133,1155,19,"63.16%","68.42%","Peve_00032175",0.999909726776791,0.00855416971793915,0.573710369894872
"1178","Cluster_1167","Porites_evermani_scaffold_467:46239-58320",150,-20.94,2,15,10522,10543,13,"76.92%","84.62%","Peve_00032183",-0.3434066836266,0.776838176439161,0.992819551850356
"1179","Cluster_1167","Porites_evermani_scaffold_4679:11921-12719",155,-28.79,2,21,622,648,24,"66.67%","70.83%","Peve_00032218",0.999909726776791,0.00855416971793389,0.573710369894872
"1180","Cluster_1167","Porites_evermani_scaffold_4:681943-729313",145,-21.93,2,10,31693,31714,8,"100.00%","100.00%","Peve_00028717",0.92167006638207,0.253650350518286,0.978262075707395
"1181","Cluster_1167","Porites_evermani_scaffold_4683:0-20702",156,-22.04,2,18,17374,17396,17,"76.47%","82.35%","Peve_00032241",0.994419488228792,0.0672874867770974,0.978262075707395
"1182","Cluster_1167","Porites_evermani_scaffold_469:145037-154582",140,-20.16,2,9,775,796,7,"100.00%","100.00%","Peve_00032263",NA,NA,NA
"1183","Cluster_1167","Porites_evermani_scaffold_469:145037-154582",140,-20.16,2,9,9486,9507,7,"100.00%","100.00%","Peve_00032263",NA,NA,NA
"1184","Cluster_1167","Porites_evermani_scaffold_4696:9008-11009",150,-20.93,2,20,249,267,18,"77.78%","77.78%","Peve_00032283",0.634118503686878,0.562726264960715,0.978262075707395
"1185","Cluster_1167","Porites_evermani_scaffold_471:134748-139333",146,-20.32,2,17,1406,1426,15,"73.33%","80.00%","Peve_00032379",0.999829145067882,0.0117683361362963,0.669104173589419
"1186","Cluster_1167","Porites_evermani_scaffold_4712:4111-9097",151,-24.54,2,21,2930,2952,20,"65.00%","75.00%","Peve_00032394",0.862267806985495,0.338086958731107,0.978262075707395
"1187","Cluster_1167","Porites_evermani_scaffold_4715:2829-8215",152,-23.21,2,13,807,828,11,"90.91%","90.91%","Peve_00032400",NA,NA,NA
"1188","Cluster_1167","Porites_evermani_scaffold_473:152476-156478",163,-20.53,2,20,3332,3353,18,"77.78%","77.78%","Peve_00032475",NA,NA,NA
"1189","Cluster_1167","Porites_evermani_scaffold_473:200954-202998",150,-25.78,2,17,607,631,18,"77.78%","77.78%","Peve_00032478",NA,NA,NA
"1190","Cluster_1167","Porites_evermani_scaffold_4736:1517-10691",143,-23.87,2,21,7971,7993,20,"65.00%","65.00%","Peve_00032490",0.654333628467416,0.545898428546299,0.978262075707395
"1191","Cluster_1167","Porites_evermani_scaffold_473:9465-12935",152,-20.36,2,21,385,406,19,"63.16%","73.68%","Peve_00032468",-0.567327973224182,0.615954371162476,0.978262075707395
"1192","Cluster_1167","Porites_evermani_scaffold_474:27533-30668",147,-22.97,2,21,373,395,20,"65.00%","70.00%","Peve_00032509",0.949860600069886,0.20244926612951,0.978262075707395
"1193","Cluster_1167","Porites_evermani_scaffold_47:549638-646301",154,-23.83,2,19,88577,88598,17,"70.59%","76.47%","Peve_00032309",0.0577627290589107,0.963206624815426,0.999448381576871
"1194","Cluster_1167","Porites_evermani_scaffold_476:26167-51516",152,-22.85,2,21,2622,2640,19,"68.42%","78.95%","Peve_00032585",0.912059441575597,0.268983102402591,0.978262075707395
"1195","Cluster_1167","Porites_evermani_scaffold_477:128084-142345",159,-25.7,2,21,5550,5572,20,"70.00%","80.00%","Peve_00032613",0.128046277842291,0.918258791828888,0.999448381576871
"1196","Cluster_1167","Porites_evermani_scaffold_477:144331-167138",145,-25.3,2,15,17228,17250,14,"78.57%","78.57%","Peve_00032614",0.999989663831242,0.00289451157471858,0.458622503733527
"1197","Cluster_1167","Porites_evermani_scaffold_4774:193-16155",154,-25.49,2,19,11972,11993,17,"70.59%","76.47%","Peve_00032628",0.744694798356742,0.465190098723269,0.978262075707395
"1198","Cluster_1167","Porites_evermani_scaffold_47:79575-116927",150,-21.22,2,16,8077,8099,15,"73.33%","86.67%","Peve_00032320",0.396291396276671,0.740594005465939,0.986697151420032
"1199","Cluster_1167","Porites_evermani_scaffold_479:1875-23255",155,-22.39,2,20,9309,9330,18,"66.67%","77.78%","Peve_00032678",0.986630091054555,0.104218401852923,0.978262075707395
"1200","Cluster_1167","Porites_evermani_scaffold_479:207205-233264",152,-20.58,2,13,528,549,11,"90.91%","90.91%","Peve_00032684",0.810353297062123,0.398550401469385,0.978262075707395
"1201","Cluster_1167","Porites_evermani_scaffold_4811:56-788",148,-20.92,2,21,487,507,20,"65.00%","80.00%","Peve_00032826",NA,NA,NA
"1202","Cluster_1167","Porites_evermani_scaffold_482:105217-125342",143,-20.24,2,21,13231,13255,22,"63.64%","63.64%","Peve_00032842",0.912214608894491,0.268742101891706,0.978262075707395
"1203","Cluster_1167","Porites_evermani_scaffold_48:251736-262808",146,-24.29,2,20,2375,2398,20,"65.00%","70.00%","Peve_00032739",0.999970447939082,0.00489429426099903,0.551398425649056
"1204","Cluster_1167","Porites_evermani_scaffold_483:53003-81476",176,-32.21,2,21,25109,25130,19,"78.95%","89.47%","Peve_00032869",0.992715262300905,0.0768893299825442,0.978262075707395
"1205","Cluster_1167","Porites_evermani_scaffold_483:82485-84333",152,-23.21,2,13,807,828,11,"90.91%","90.91%","Peve_00032870",NA,NA,NA
"1206","Cluster_1167","Porites_evermani_scaffold_4839:12684-17855",156,-22.38,2,18,1640,1662,17,"76.47%","82.35%","Peve_00032897",0.926499758778999,0.245604406229022,0.978262075707395
"1207","Cluster_1167","Porites_evermani_scaffold_484:2-3904",154,-21.4,2,20,2482,2504,19,"68.42%","78.95%","Peve_00032899",-0.66792848122476,0.534362393100186,0.978262075707395
"1208","Cluster_1167","Porites_evermani_scaffold_4:861306-900350",141,-20.8,2,11,35464,35486,10,"90.00%","90.00%","Peve_00028733",0.976846427795087,0.137260525983463,0.978262075707395
"1209","Cluster_1167","Porites_evermani_scaffold_4:861306-900350",148,-21.46,2,15,4074,4094,13,"84.62%","84.62%","Peve_00028733",0.976846427795087,0.137260525983463,0.978262075707395
"1210","Cluster_1167","Porites_evermani_scaffold_4863:6868-13145",166,-24.67,2,19,2041,2062,17,"82.35%","82.35%","Peve_00032992",0.89092112239003,0.300119734754851,0.978262075707395
"1211","Cluster_1167","Porites_evermani_scaffold_487:51872-56683",153,-20.84,2,20,1594,1617,20,"70.00%","80.00%","Peve_00033002",0.703097670330194,0.503599312248422,0.978262075707395
"1212","Cluster_1167","Porites_evermani_scaffold_4879:14478-17484",152,-20.58,2,13,1332,1353,11,"90.91%","90.91%","Peve_00033033",NA,NA,NA
"1213","Cluster_1167","Porites_evermani_scaffold_49:147530-165944",200,-47.28,2,21,4110,4131,19,"100.00%","100.00%","Peve_00033113",-0.990758629135558,0.0866160440973405,0.978262075707395
"1214","Cluster_1167","Porites_evermani_scaffold_49:172308-207104",151,-20.04,2,21,16320,16342,20,"60.00%","80.00%","Peve_00033115",-0.338280848507406,0.780309237350333,0.993588561472184
"1215","Cluster_1167","Porites_evermani_scaffold_4920:379-12751",149,-21.5,2,20,8328,8355,24,"66.67%","70.83%","Peve_00033232",-0.712935118766701,0.494730786266352,0.978262075707395
"1216","Cluster_1167","Porites_evermani_scaffold_492:217235-235952",142,-22.13,2,11,11825,11846,9,"88.89%","88.89%","Peve_00033228",0.908811571969684,0.273981858090684,0.978262075707395
"1217","Cluster_1167","Porites_evermani_scaffold_4922:9533-18103",155,-23.27,2,20,688,706,18,"77.78%","77.78%","Peve_00033236",0.955353029103973,0.190950297497166,0.978262075707395
"1218","Cluster_1167","Porites_evermani_scaffold_49:25245-28001",150,-20.76,2,17,523,543,15,"80.00%","80.00%","Peve_00033086",NA,NA,NA
"1219","Cluster_1167","Porites_evermani_scaffold_49:25245-28001",165,-22.55,2,19,1348,1370,18,"83.33%","83.33%","Peve_00033086",NA,NA,NA
"1220","Cluster_1167","Porites_evermani_scaffold_493:178-38832",148,-20.59,2,17,31907,31928,15,"73.33%","73.33%","Peve_00033249",0.993941574346002,0.0701123490327459,0.978262075707395
"1221","Cluster_1167","Porites_evermani_scaffold_4935:7130-17167",150,-20.26,2,19,3276,3297,17,"70.59%","70.59%","Peve_00033280",NA,NA,NA
"1222","Cluster_1167","Porites_evermani_scaffold_494:107446-186797",158,-23.31,2,21,52312,52332,19,"73.68%","78.95%","Peve_00033297",0.986928128725212,0.103047681927027,0.978262075707395
"1223","Cluster_1167","Porites_evermani_scaffold_494:55702-104592",150,-21.73,2,17,8793,8813,15,"80.00%","80.00%","Peve_00033298",0.983102157985478,0.117199079374765,0.978262075707395
"1224","Cluster_1167","Porites_evermani_scaffold_4948:460-9423",157,-26.65,2,15,7920,7942,14,"85.71%","92.86%","Peve_00033312",-0.484570178780644,0.677952049644559,0.978262075707395
"1225","Cluster_1167","Porites_evermani_scaffold_49:599870-612025",165,-27.28,2,19,482,505,19,"78.95%","84.21%","Peve_00033091",0.261556048949514,0.831528748523451,0.995934364227446
"1226","Cluster_1167","Porites_evermani_scaffold_496:1105-12641",142,-22.35,2,21,6342,6360,20,"70.00%","70.00%","Peve_00033351",0.561707315932955,0.620289417369215,0.978262075707395
"1227","Cluster_1167","Porites_evermani_scaffold_496:1105-12641",142,-22.35,2,21,7029,7047,20,"70.00%","70.00%","Peve_00033351",0.561707315932955,0.620289417369215,0.978262075707395
"1228","Cluster_1167","Porites_evermani_scaffold_499:14727-97126",154,-25.21,2,20,25858,25880,19,"68.42%","78.95%","Peve_00033472",0.989308763359262,0.0931744378896003,0.978262075707395
"1229","Cluster_1167","Porites_evermani_scaffold_500:194797-215987",146,-22.05,2,12,3616,3638,11,"90.91%","90.91%","Peve_00033656",0.999008853972955,0.0283465246073945,0.903124690393816
"1230","Cluster_1167","Porites_evermani_scaffold_50:129572-138414",148,-20.55,2,21,4094,4112,19,"68.42%","73.68%","Peve_00033631",-0.511591173923624,0.65811249694873,0.978262075707395
"1231","Cluster_1167","Porites_evermani_scaffold_50:169180-179598",148,-20.55,2,21,5670,5688,19,"68.42%","73.68%","Peve_00033637",NA,NA,NA
"1232","Cluster_1167","Porites_evermani_scaffold_50:186927-205650",148,-20.55,2,21,13975,13993,19,"68.42%","73.68%","Peve_00033636",NA,NA,NA
"1233","Cluster_1167","Porites_evermani_scaffold_502:3458-37745",147,-21.21,2,21,12639,12657,19,"73.68%","73.68%","Peve_00033720",0.999143976900459,0.0263432193593904,0.884162272141201
"1234","Cluster_1167","Porites_evermani_scaffold_502:3458-37745",153,-22.27,2,18,15592,15613,16,"75.00%","75.00%","Peve_00033720",0.999143976900459,0.0263432193593904,0.884162272141201
"1235","Cluster_1167","Porites_evermani_scaffold_5033:11583-15894",155,-20.46,2,20,2985,3006,18,"72.22%","72.22%","Peve_00033769",-0.0630313305083886,0.959846390691307,0.999448381576871
"1236","Cluster_1167","Porites_evermani_scaffold_5036:10556-12587",140,-23,2,9,817,838,7,"100.00%","100.00%","Peve_00033774",0.999909726776791,0.00855416971793389,0.573710369894872
"1237","Cluster_1167","Porites_evermani_scaffold_50:37416-43135",149,-22.74,2,21,2645,2664,19,"68.42%","73.68%","Peve_00033616",-0.999269695346556,0.0243317636324826,0.85991842743963
"1238","Cluster_1167","Porites_evermani_scaffold_503:78149-88953",160,-22.81,2,21,9593,9614,19,"73.68%","73.68%","Peve_00033756",NA,NA,NA
"1239","Cluster_1167","Porites_evermani_scaffold_5041:1582-18075",149,-20.86,2,19,14716,14739,19,"68.42%","73.68%","Peve_00033797",0.995570368093715,0.0599431255606731,0.978262075707395
"1240","Cluster_1167","Porites_evermani_scaffold_5043:2904-5342",156,-28.48,2,21,111,132,19,"68.42%","73.68%","Peve_00033800",NA,NA,NA
"1241","Cluster_1167","Porites_evermani_scaffold_507:97878-108594",160,-26.01,2,13,10679,10700,11,"100.00%","100.00%","Peve_00033898",0.223487450928295,0.856511658120511,0.995934364227446
"1242","Cluster_1167","Porites_evermani_scaffold_5084:3587-13711",150,-22.8,2,20,4667,4690,20,"70.00%","70.00%","Peve_00033947",NA,NA,NA
"1243","Cluster_1167","Porites_evermani_scaffold_509:117564-127458",147,-21.44,2,19,3557,3576,17,"70.59%","76.47%","Peve_00033968",0.999657786824062,0.0166554307882447,0.775337211553618
"1244","Cluster_1167","Porites_evermani_scaffold_5108:954-13688",156,-24.93,2,21,6179,6201,21,"76.19%","80.95%","Peve_00034091",0.255785174683279,0.835332050992395,0.995934364227446
