,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value,interaction_support
338,apul-mir-novel-21,FUN_004403,CDS,FUN_004403;2 18;2867 2891,-21.69,19,78.95%,84.21%,0.975754645574323,0.975754645574323,1,0.00451534452134931,predicted binding + coexpression
339,apul-mir-novel-21,FUN_002494,CDS,FUN_002494;2 21;810 833,-21.5,21,71.43%,80.95%,0.992735685842481,0.992735685842481,1,0.00074242397924289,predicted binding + coexpression
340,apul-mir-novel-21,FUN_002499,CDS,FUN_002499;2 21;17374 17397,-20.35,21,66.67%,85.71%,0.985897288251309,0.985897288251309,1,0.00200616641784862,predicted binding + coexpression
341,apul-mir-novel-21,FUN_002508,CDS,FUN_002508;2 21;4732 4755,-21.5,21,71.43%,80.95%,0.975497863941796,0.975497863941796,1,0.0045870887693696,predicted binding + coexpression
342,apul-mir-novel-21,FUN_002519,CDS,FUN_002519;2 21;14545 14568,-20.27,21,66.67%,80.95%,0.988988512703457,0.988988512703457,1,0.00138479088202124,predicted binding + coexpression
343,apul-mir-novel-21,FUN_002523,CDS,FUN_002523;2 21;7806 7829,-21.5,21,71.43%,80.95%,0.988311053557309,0.988311053557309,1,0.00151437690410384,predicted binding + coexpression
344,apul-mir-novel-21,FUN_006190,CDS,FUN_006190;2 19;2404 2425,-21.21,18,83.33%,88.89%,0.977388854104582,0.977388854104582,1,0.00406760929145232,predicted binding + coexpression
345,apul-mir-novel-21,FUN_008170,CDS,FUN_008170;2 21;10176 10196,-21.16,19,68.42%,89.47%,0.977388854104582,0.977388854104582,1,0.00406760929145233,predicted binding + coexpression
346,apul-mir-novel-21,FUN_017848,CDS,FUN_017848;2 16;7708 7729,-21.65,14,71.43%,85.71%,0.959546676405936,0.959546676405936,1,0.00970760711074236,predicted binding + coexpression
347,apul-mir-novel-21,FUN_020855,CDS,FUN_020855;2 21;2179 2202,-24.52,21,66.67%,80.95%,0.980086631358351,0.980086631358351,1,0.0033631749082232,predicted binding + coexpression
348,apul-mir-novel-21,FUN_026872,CDS,FUN_026872;2 19;2358 2379,-22.32,17,82.35%,88.24%,0.990100797194932,0.990100797194932,1,0.0011805605414698,predicted binding + coexpression
349,apul-mir-novel-21,FUN_026225,CDS,FUN_026225;2 21;7188 7211,-24.86,21,80.95%,85.71%,0.988280924166358,0.988280924166358,1,0.00152022895807029,predicted binding + coexpression
350,apul-mir-novel-21,FUN_026252,CDS,FUN_026252;2 21;19349 19371,-28.59,20,90.00%,90.00%,0.977945850216586,0.977945850216586,1,0.00391856816128419,predicted binding + coexpression
351,apul-mir-novel-21,FUN_031874,CDS,FUN_031874;2 21;2317 2339,-25.04,20,70.00%,85.00%,0.970955160521248,0.970955160521248,1,0.00591610858241865,predicted binding + coexpression
352,apul-mir-novel-21,FUN_036317,CDS,FUN_036317;2 21;4786 4805,-20.17,19,73.68%,78.95%,0.98522442179899,0.98522442179899,1,0.00215122431104446,predicted binding + coexpression
353,apul-mir-novel-21,FUN_039407,CDS,FUN_039407;2 21;3885 3907,-25.22,20,80.00%,80.00%,0.977388854104582,0.977388854104582,1,0.00406760929145233,predicted binding + coexpression
354,apul-mir-novel-21,FUN_040048,CDS,FUN_040048;2 16;6734 6755,-23.29,14,92.86%,92.86%,-0.976887005501508,0.976887005501508,-1,0.00420345842363923,predicted binding + coexpression
355,apul-mir-novel-21,FUN_041494,CDS,FUN_041494;2 19;8797 8820,-20.59,19,73.68%,78.95%,0.987517169562908,0.987517169562908,1,0.00167104678080537,predicted binding + coexpression
356,apul-mir-novel-21,FUN_042241,CDS,FUN_042241;2 19;5715 5738,-20.56,19,73.68%,84.21%,0.977388854104582,0.977388854104582,1,0.00406760929145237,predicted binding + coexpression
357,apul-mir-novel-28,FUN_000213,CDS,FUN_000213;2 23;4063 4086,-25.06,21,76.19%,85.71%,-0.960747631922995,0.960747631922995,-1,0.00928023441631077,predicted binding + coexpression
358,apul-mir-novel-28,FUN_000483,CDS,FUN_000483;2 23;10702 10729,-23,25,76.00%,76.00%,-0.967517576266195,0.967517576266195,-1,0.00699325041438931,predicted binding + coexpression
359,apul-mir-novel-28,FUN_004243,CDS,FUN_004243;2 23;357 383,-21.91,24,66.67%,79.17%,0.962660968195476,0.962660968195476,1,0.0086125342845257,predicted binding + coexpression
360,apul-mir-novel-28,FUN_015378,CDS,FUN_015378;2 19;8484 8506,-21.96,17,64.71%,82.35%,0.987785763302542,0.987785763302542,1,0.00161746937917561,predicted binding + coexpression
361,apul-mir-novel-28,FUN_023959,CDS,FUN_023959;2 22;2809 2836,-20.47,24,66.67%,79.17%,0.967052236551157,0.967052236551157,1,0.00714356011359132,predicted binding + coexpression
362,apul-mir-novel-28,FUN_028618,CDS,FUN_028618;2 23;7844 7867,-21.53,21,66.67%,80.95%,-0.996292680688157,0.996292680688157,-1,0.000270820908192024,predicted binding + coexpression
363,apul-mir-novel-28,FUN_038037,CDS,FUN_038037;2 22;180 206,-20.76,23,69.57%,73.91%,0.963329964534772,0.963329964534772,1,0.00838296200794936,predicted binding + coexpression
364,apul-mir-novel-28,FUN_040257,CDS,FUN_040257;2 21;1854 1877,-21.73,19,73.68%,84.21%,0.96574304120221,0.96574304120221,1,0.00757203762933601,predicted binding + coexpression
365,apul-mir-novel-28,FUN_040524,CDS,FUN_040524;2 22;1679 1705,-23.17,23,65.22%,86.96%,0.96277067655098,0.96277067655098,1,0.00857474742674359,predicted binding + coexpression
366,apul-mir-novel-29,FUN_016694,CDS,FUN_016694;2 23;8054 8078,-23.97,22,68.18%,77.27%,-0.98198111747467,0.98198111747467,-1,0.00289566504518566,predicted binding + coexpression
367,apul-mir-novel-29,FUN_018807,CDS,FUN_018807;2 22;15699 15721,-22.22,20,70.00%,85.00%,-0.997271447277138,0.997271447277138,-1,0.000171023012959672,predicted binding + coexpression
368,apul-mir-novel-29,FUN_018856,CDS,FUN_018856;2 21;220 243,-21.24,19,78.95%,89.47%,0.976261063692248,0.976261063692248,1,0.00437495129195221,predicted binding + coexpression
369,apul-mir-novel-29,FUN_023140,CDS,FUN_023140;2 23;1060 1083,-20.98,21,57.14%,71.43%,-0.981368777278089,0.981368777278089,-1,0.00304423690749,predicted binding + coexpression
370,apul-mir-novel-29,FUN_024931,CDS,FUN_024931;2 23;761 788,-21.41,25,64.00%,72.00%,-0.977431794862846,0.977431794862846,-1,0.00405605393874731,predicted binding + coexpression
371,apul-mir-novel-29,FUN_024445,CDS,FUN_024445;2 22;29323 29350,-22.93,24,62.50%,79.17%,0.96424574880293,0.96424574880293,1,0.00807202336650691,predicted binding + coexpression
372,apul-mir-novel-29,FUN_031602,CDS,FUN_031602;2 22;14094 14119,-20.47,22,68.18%,77.27%,-0.984807694147854,0.984807694147854,-1,0.0022427312312234,predicted binding + coexpression
373,apul-mir-novel-29,FUN_029338,CDS,FUN_029338;2 22;2520 2543,-21.07,20,60.00%,75.00%,0.964841211748435,0.964841211748435,1,0.00787192552099142,predicted binding + coexpression
374,apul-mir-novel-29,FUN_037495,CDS,FUN_037495;2 15;12806 12828,-25.95,13,76.92%,92.31%,0.961685656377928,0.961685656377928,1,0.00895084699896787,predicted binding + coexpression
375,apul-mir-novel-29,FUN_041981,CDS,FUN_041981;2 23;19876 19899,-22.12,21,57.14%,76.19%,-0.966023366054642,0.966023366054642,-1,0.007479603068442,predicted binding + coexpression
376,apul-mir-2030,FUN_007066,CDS,FUN_007066;2 21;3415 3437,-21.9,19,84.21%,94.74%,-0.988399436259561,0.988399436259561,-1,0.0014972535317831,predicted binding + coexpression
377,apul-mir-2030,FUN_009488,CDS,FUN_009488;2 22;6098 6122,-20.03,22,77.27%,81.82%,0.969789097344135,0.969789097344135,1,0.00627482341129998,predicted binding + coexpression
378,apul-mir-2030,FUN_015928,CDS,FUN_015928;2 20;2127 2148,-20.23,18,83.33%,83.33%,0.972508482866407,0.972508482866407,1,0.00544920147401585,predicted binding + coexpression
379,apul-mir-2030,FUN_023702,CDS,FUN_023702;2 22;6889 6912,-22.84,22,72.73%,81.82%,-0.966741612303124,0.966741612303124,-1,0.00724447843887245,predicted binding + coexpression
380,apul-mir-2030,FUN_032192,CDS,FUN_032192;2 22;1473 1497,-21.07,23,78.26%,78.26%,0.960114904851071,0.960114904851071,1,0.00950461083207956,predicted binding + coexpression
381,apul-mir-2030,FUN_033700,CDS,FUN_033700;2 17;8124 8147,-21.17,16,87.50%,87.50%,-0.982462252613598,0.982462252613598,-1,0.00278066573616921,predicted binding + coexpression
382,apul-mir-novel-10,FUN_001490,CDS,FUN_001490;2 19;797 816,-22.89,17,76.47%,82.35%,-0.993285127477063,0.993285127477063,-1,0.000659861207990925,predicted binding + coexpression
383,apul-mir-novel-10,FUN_012749,CDS,FUN_012749;2 21;22440 22464,-24.41,22,77.27%,81.82%,0.994420889998343,0.994420889998343,1,0.00049982441214311,predicted binding + coexpression
384,apul-mir-novel-10,FUN_026595,CDS,FUN_026595;2 17;54543 54564,-20.77,15,86.67%,100.00%,-0.97502572758515,0.97502572758515,-1,0.00471997264649405,predicted binding + coexpression
385,apul-mir-novel-10,FUN_043385,CDS,FUN_043385;2 19;9831 9860,-22.29,25,64.00%,68.00%,-0.994102720082686,0.994102720082686,-1,0.000543158930720028,predicted binding + coexpression
386,apul-mir-2050,FUN_001921,CDS,FUN_001921;2 21;14762 14783,-21.69,19,73.68%,84.21%,0.961894334251766,0.961894334251766,1,0.00887810232785382,predicted binding + coexpression
387,apul-mir-2050,FUN_003660,CDS,FUN_003660;2 19;4087 4110,-21.83,19,78.95%,89.47%,0.988405531088292,0.988405531088292,1,0.00149607509505871,predicted binding + coexpression
388,apul-mir-2050,FUN_006440,CDS,FUN_006440;2 19;6104 6125,-20.71,17,82.35%,88.24%,0.985011523742753,0.985011523742753,1,0.00219781563839079,predicted binding + coexpression
389,apul-mir-2050,FUN_007025,CDS,FUN_007025;2 21;41753 41774,-20.93,20,70.00%,85.00%,-0.970929604231871,0.970929604231871,-1,0.0059238956667606,predicted binding + coexpression
390,apul-mir-2050,FUN_007025,CDS,FUN_007025;2 21;80745 80766,-23.27,20,75.00%,90.00%,-0.970929604231871,0.970929604231871,-1,0.0059238956667606,predicted binding + coexpression
391,apul-mir-2050,FUN_009625,CDS,FUN_009625;2 18;60498 60520,-20.44,17,70.59%,82.35%,0.982211794215274,0.982211794215274,1,0.00284033703409499,predicted binding + coexpression
392,apul-mir-2050,FUN_014683,CDS,FUN_014683;2 20;1934 1956,-20.72,20,80.00%,80.00%,0.990723691985269,0.990723691985269,1,0.00107100470359835,predicted binding + coexpression
393,apul-mir-2050,FUN_014861,CDS,FUN_014861;2 21;7022 7043,-20.19,19,73.68%,78.95%,0.962849573806547,0.962849573806547,1,0.00854760657347224,predicted binding + coexpression
394,apul-mir-2050,FUN_016908,CDS,FUN_016908;2 19;16732 16754,-22.95,18,77.78%,88.89%,0.98910269575868,0.98910269575868,1,0.001363330973564,predicted binding + coexpression
395,apul-mir-2050,FUN_018949,CDS,FUN_018949;2 21;1334 1355,-21.47,19,73.68%,84.21%,0.988405531088292,0.988405531088292,1,0.00149607509505869,predicted binding + coexpression
396,apul-mir-2050,FUN_022194,CDS,FUN_022194;2 21;576 597,-20.39,19,78.95%,84.21%,0.972923089857327,0.972923089857327,1,0.00532673036619562,predicted binding + coexpression
397,apul-mir-2050,FUN_027167,CDS,FUN_027167;2 21;192 216,-27.53,22,72.73%,86.36%,0.988405531088292,0.988405531088292,1,0.00149607509505869,predicted binding + coexpression
398,apul-mir-2050,FUN_028435,CDS,FUN_028435;2 20;43762 43784,-20.43,19,73.68%,78.95%,0.988550865761384,0.988550865761384,1,0.00146806598943807,predicted binding + coexpression
399,apul-mir-2050,FUN_028435,CDS,FUN_028435;2 18;22971 22993,-21.23,17,82.35%,94.12%,0.988550865761384,0.988550865761384,1,0.00146806598943807,predicted binding + coexpression
400,apul-mir-2050,FUN_028501,CDS,FUN_028501;2 21;1420 1443,-20.08,21,76.19%,85.71%,0.971575938566314,0.971575938566314,1,0.00572799579968229,predicted binding + coexpression
401,apul-mir-2050,FUN_030657,CDS,FUN_030657;2 18;3092 3114,-20.96,17,76.47%,88.24%,0.988405531088292,0.988405531088292,1,0.00149607509505867,predicted binding + coexpression
402,apul-mir-2050,FUN_031219,CDS,FUN_031219;2 21;7123 7146,-21.39,21,71.43%,85.71%,0.988405531088292,0.988405531088292,1,0.00149607509505871,predicted binding + coexpression
403,apul-mir-2050,FUN_032540,CDS,FUN_032540;2 17;939 960,-22.57,15,86.67%,93.33%,0.991317972833866,0.991317972833866,1,0.000969837954582856,predicted binding + coexpression
404,apul-mir-2050,FUN_030093,CDS,FUN_030093;2 21;2086 2108,-20.55,20,75.00%,80.00%,0.988405531088292,0.988405531088292,1,0.00149607509505869,predicted binding + coexpression
405,apul-mir-2023,FUN_002342,CDS,FUN_002342;2 20;2079 2103,-21.2,22,77.27%,77.27%,0.973893925144242,0.973893925144242,1,0.00504357204244837,predicted binding + coexpression
406,apul-mir-2023,FUN_041827,CDS,FUN_041827;2 20;791 815,-22.51,22,77.27%,81.82%,0.999644742810618,0.999644742810618,1,8.03757477851832e-06,predicted binding + coexpression
407,apul-mir-novel-30,FUN_040269,CDS,FUN_040269;2 21;2341 2370,-21.66,27,59.26%,70.37%,0.963512777800078,0.963512777800078,1,0.00832058304145758,predicted binding + coexpression
408,apul-mir-novel-8a; apul-mir-novel-8b,FUN_013828,CDS,FUN_013828;2 21;4081 4105,-20.81,22,77.27%,77.27%,0.961292103755625,0.961292103755625,1,0.00908856745033101,predicted binding + coexpression
409,apul-mir-novel-8a; apul-mir-novel-8b,FUN_038731,CDS,FUN_038731;2 19;7519 7540,-20.27,17,76.47%,82.35%,0.985493439490826,0.985493439490826,1,0.00209282666699009,predicted binding + coexpression
410,apul-mir-novel-9,FUN_002499,CDS,FUN_002499;2 21;19716 19737,-25.24,19,84.21%,89.47%,0.977008463443829,0.977008463443829,1,0.00417044501938417,predicted binding + coexpression
411,apul-mir-novel-9,FUN_002519,CDS,FUN_002519;2 21;17076 17097,-24.81,19,89.47%,89.47%,0.977498819176287,0.977498819176287,1,0.00403803941807765,predicted binding + coexpression
412,apul-mir-novel-9,FUN_002523,CDS,FUN_002523;2 21;10112 10133,-20.76,19,78.95%,78.95%,0.974209174360391,0.974209174360391,1,0.004952727591195,predicted binding + coexpression
413,apul-mir-novel-9,FUN_002572,CDS,FUN_002572;2 21;2732 2753,-24.81,19,89.47%,89.47%,0.977722215041003,0.977722215041003,1,0.00397818762018517,predicted binding + coexpression
414,apul-mir-novel-9,FUN_002384,CDS,FUN_002384;2 20;1752 1777,-20.69,21,61.90%,76.19%,0.965113242711184,0.965113242711184,1,0.00778106354057353,predicted binding + coexpression
415,apul-mir-novel-9,FUN_006276,CDS,FUN_006276;2 21;2904 2929,-21.19,23,69.57%,73.91%,0.96593250384547,0.96593250384547,1,0.00750952316783951,predicted binding + coexpression
416,apul-mir-novel-9,FUN_009587,CDS,FUN_009587;2 20;3554 3576,-22.54,18,66.67%,83.33%,0.989776228512605,0.989776228512605,1,0.00123903455345682,predicted binding + coexpression
417,apul-mir-novel-9,FUN_011179,CDS,FUN_011179;2 22;7410 7432,-20.81,20,60.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
418,apul-mir-novel-9,FUN_012619,CDS,FUN_012619;2 17;4017 4040,-21.4,16,81.25%,87.50%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
419,apul-mir-novel-9,FUN_014214,CDS,FUN_014214;2 20;3963 3986,-29.42,19,78.95%,89.47%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
420,apul-mir-novel-9,FUN_014266,CDS,FUN_014266;2 22;3712 3735,-23.69,21,66.67%,85.71%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
421,apul-mir-novel-9,FUN_015854,CDS,FUN_015854;2 22;2433 2452,-20.3,20,65.00%,80.00%,0.989988958337085,0.989988958337085,1,0.00120060327713331,predicted binding + coexpression
422,apul-mir-novel-9,FUN_015940,CDS,FUN_015940;2 22;14133 14156,-28.2,21,66.67%,85.71%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
423,apul-mir-novel-9,FUN_016489,CDS,FUN_016489;2 21;4716 4739,-25.04,20,65.00%,70.00%,0.974524971883542,0.974524971883542,1,0.00486227288182189,predicted binding + coexpression
424,apul-mir-novel-9,FUN_018778,CDS,FUN_018778;2 22;9945 9968,-24.35,21,66.67%,80.95%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
425,apul-mir-novel-9,FUN_019017,CDS,FUN_019017;2 11;14576 14599,-21.26,10,90.00%,90.00%,0.985729145835356,0.985729145835356,1,0.00204209978526332,predicted binding + coexpression
426,apul-mir-novel-9,FUN_021013,CDS,FUN_021013;2 22;1650 1676,-20.79,25,64.00%,72.00%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
427,apul-mir-novel-9,FUN_022839,CDS,FUN_022839;2 21;8063 8084,-20.21,19,68.42%,73.68%,0.981579459967742,0.981579459967742,1,0.00299284177166417,predicted binding + coexpression
428,apul-mir-novel-9,FUN_026571,CDS,FUN_026571;2 12;14 36,-21.79,10,100.00%,100.00%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
429,apul-mir-novel-9,FUN_026627,CDS,FUN_026627;2 19;518 539,-20.82,17,76.47%,88.24%,0.991290689257751,0.991290689257751,1,0.000974409169974284,predicted binding + coexpression
430,apul-mir-novel-9,FUN_027788,CDS,FUN_027788;2 22;32784 32806,-24.04,20,70.00%,70.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353,predicted binding + coexpression
431,apul-mir-novel-9,FUN_028690,CDS,FUN_028690;2 21;2356 2377,-20.59,19,73.68%,89.47%,0.967784561504768,0.967784561504768,1,0.00690748719782929,predicted binding + coexpression
432,apul-mir-novel-9,FUN_031417,CDS,FUN_031417;2 22;113 135,-20.17,20,60.00%,65.00%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
433,apul-mir-novel-9,FUN_033183,CDS,FUN_033183;2 22;1088 1107,-20.68,20,75.00%,80.00%,-0.985327667581106,0.985327667581106,-1,0.00212874904155623,predicted binding + coexpression
434,apul-mir-novel-9,FUN_033672,CDS,FUN_033672;2 22;2286 2316,-20.28,28,67.86%,71.43%,0.995013138363149,0.995013138363149,1,0.000422425088713486,predicted binding + coexpression
435,apul-mir-novel-9,FUN_033678,CDS,FUN_033678;2 22;5220 5245,-26.45,23,65.22%,82.61%,0.965113242711184,0.965113242711184,1,0.00778106354057353,predicted binding + coexpression
436,apul-mir-novel-9,FUN_035796,CDS,FUN_035796;2 22;2970 2993,-27.13,23,73.91%,78.26%,0.965113242711184,0.965113242711184,1,0.00778106354057356,predicted binding + coexpression
437,apul-mir-novel-9,FUN_036038,CDS,FUN_036038;2 20;6062 6086,-27.96,20,80.00%,85.00%,0.984665689137368,0.984665689137368,1,0.0022742006830269,predicted binding + coexpression
438,apul-mir-novel-9,FUN_035079,CDS,FUN_035079;2 20;7244 7269,-20.7,21,71.43%,85.71%,0.980615340927995,0.980615340927995,1,0.00323038489537354,predicted binding + coexpression
439,apul-mir-novel-9,FUN_035079,CDS,FUN_035079;2 20;910 935,-20.7,21,71.43%,85.71%,0.980615340927995,0.980615340927995,1,0.00323038489537354,predicted binding + coexpression
440,apul-mir-novel-9,FUN_035095,CDS,FUN_035095;2 21;8751 8772,-27.2,19,78.95%,94.74%,0.963035739399869,0.963035739399869,1,0.00848367721206561,predicted binding + coexpression
441,apul-mir-novel-9,FUN_037741,CDS,FUN_037741;2 21;16906 16927,-21.23,19,73.68%,89.47%,0.974358027911622,0.974358027911622,1,0.00491002256339777,predicted binding + coexpression
442,apul-mir-novel-9,FUN_037112,CDS,FUN_037112;2 22;1436 1458,-20.81,20,60.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353,predicted binding + coexpression
443,apul-mir-novel-9,FUN_037145,CDS,FUN_037145;2 22;8239 8263,-22.02,22,77.27%,86.36%,0.97202250554418,0.97202250554418,1,0.00559391782324971,predicted binding + coexpression
444,apul-mir-novel-9,FUN_040039,CDS,FUN_040039;2 22;8791 8811,-22.54,20,70.00%,80.00%,0.973226279932002,0.973226279932002,1,0.00523775358950771,predicted binding + coexpression
445,apul-mir-novel-9,FUN_040039,CDS,FUN_040039;2 22;7411 7432,-20.25,20,65.00%,85.00%,0.973226279932002,0.973226279932002,1,0.00523775358950771,predicted binding + coexpression
446,apul-mir-novel-9,FUN_043337,CDS,FUN_043337;2 18;1153 1175,-20.43,16,75.00%,75.00%,0.97058247487493,0.97058247487493,1,0.00603000054050594,predicted binding + coexpression
447,apul-mir-novel-9,FUN_043338,CDS,FUN_043338;2 18;1157 1179,-20.43,16,75.00%,75.00%,0.990358932606363,0.990358932606363,1,0.00113472984898743,predicted binding + coexpression
448,apul-mir-novel-15,FUN_002872,5UTR,FUN_002872;2 16;784 806,-24.78,15,80.00%,93.33%,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
449,apul-mir-novel-15,FUN_005888,5UTR,FUN_005888;2 19;878 899,-22.02,17,82.35%,88.24%,0.975440230656255,0.975440230656255,1,0.00460324260998972,predicted binding + coexpression
450,apul-mir-novel-15,FUN_012231,5UTR,FUN_012231;2 16;569 590,-22.01,14,92.86%,92.86%,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
451,apul-mir-novel-15,FUN_017308,5UTR,FUN_017308;2 20;659 678,-22.16,18,66.67%,88.89%,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
452,apul-mir-novel-15,FUN_017738,5UTR,FUN_017738;2 16;854 878,-20.02,17,70.59%,76.47%,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
453,apul-mir-novel-15,FUN_019112,5UTR,FUN_019112;2 19;519 540,-25.68,17,82.35%,88.24%,0.979114430567039,0.979114430567039,1,0.0036119195946308,predicted binding + coexpression
454,apul-mir-novel-15,FUN_019740,5UTR,FUN_019740;2 21;67 89,-20.94,20,80.00%,85.00%,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
455,apul-mir-novel-15,FUN_030640,5UTR,FUN_030640;2 21;302 322,-22.68,19,73.68%,84.21%,0.978580789954303,0.978580789954303,1,0.00375092828341024,predicted binding + coexpression
456,apul-mir-novel-15,FUN_029532,5UTR,FUN_029532;2 21;946 968,-21.06,20,70.00%,80.00%,0.968136791844896,0.968136791844896,1,0.00679487480367087,predicted binding + coexpression
457,apul-mir-novel-15,FUN_033563,5UTR,FUN_033563;2 17;689 711,-22.99,16,75.00%,93.75%,0.978580789954302,0.978580789954302,1,0.00375092828341026,predicted binding + coexpression
458,apul-mir-novel-15,FUN_036244,5UTR,FUN_036244;2 20;771 794,-21.17,20,70.00%,85.00%,0.980509833063189,0.980509833063189,1,0.00325674264532644,predicted binding + coexpression
459,apul-mir-2028,FUN_024362,5UTR,FUN_024362;2 20;575 596,-20.73,19,78.95%,89.47%,0.983704319957624,0.983704319957624,1,0.00249102547745375,predicted binding + coexpression
460,apul-mir-novel-20,FUN_015320,5UTR,FUN_015320;2 21;100 119,-21.87,20,70.00%,75.00%,0.990124283214322,0.990124283214322,1,0.00117636584354297,predicted binding + coexpression
461,apul-mir-novel-20,FUN_032116,5UTR,FUN_032116;2 20;730 752,-20.8,19,68.42%,78.95%,-0.962500896072895,0.962500896072895,-1,0.00866776567874218,predicted binding + coexpression
462,apul-mir-novel-20,FUN_037990,5UTR,FUN_037990;2 20;274 296,-23.49,19,78.95%,84.21%,0.991800922004026,0.991800922004026,1,0.000890115863624296,predicted binding + coexpression
463,apul-mir-2022,FUN_030683,5UTR,FUN_030683;2 21;551 572,-21.83,19,78.95%,89.47%,-0.988202091483297,0.988202091483297,-1,0.00153557606807972,predicted binding + coexpression
464,apul-mir-2022,FUN_031815,5UTR,FUN_031815;2 20;92 117,-21.27,21,71.43%,85.71%,-0.977450830640782,0.977450830640782,-1,0.00405093488772304,predicted binding + coexpression
465,apul-mir-2022,FUN_037980,5UTR,FUN_037980;2 20;113 134,-20.11,18,83.33%,88.89%,0.968508361637883,0.968508361637883,1,0.00667674134013123,predicted binding + coexpression
466,apul-mir-2025,FUN_005028,5UTR,FUN_005028;2 20;546 565,-20.03,18,83.33%,88.89%,0.985695516985737,0.985695516985737,1,0.00204931187222586,predicted binding + coexpression
467,apul-mir-novel-33,FUN_022839,5UTR,FUN_022839;2 22;581 603,-20.28,21,76.19%,80.95%,0.972583450066019,0.972583450066019,1,0.00542698894448382,predicted binding + coexpression
468,apul-mir-novel-11,FUN_034871,5UTR,FUN_034871;2 19;102 122,-20.38,17,88.24%,94.12%,0.996195843521753,0.996195843521753,1,0.000281496787393539,predicted binding + coexpression
469,apul-mir-novel-11,FUN_037391,5UTR,FUN_037391;2 17;190 211,-22.69,15,86.67%,93.33%,-0.988727398207883,0.988727398207883,-1,0.00143428150455372,predicted binding + coexpression
470,apul-mir-novel-31,FUN_043408,5UTR,FUN_043408;2 21;121 145,-21.71,22,68.18%,77.27%,0.977425520099707,0.977425520099707,1,0.00405774179929633,predicted binding + coexpression
471,apul-mir-novel-34,FUN_027930,5UTR,FUN_027930;2 10;547 568,-20.26,8,100.00%,100.00%,0.98912080775762,0.98912080775762,1,0.00135993718260344,predicted binding + coexpression
472,apul-mir-novel-34,FUN_033863,5UTR,FUN_033863;2 21;329 353,-21.91,23,73.91%,73.91%,0.967584162713844,0.967584162713844,1,0.00697182839234275,predicted binding + coexpression
473,apul-mir-novel-27,FUN_016068,5UTR,FUN_016068;2 15;481 501,-20.04,13,84.62%,84.62%,0.96485020628797,0.96485020628797,1,0.00786891568763237,predicted binding + coexpression
474,apul-mir-novel-27,FUN_016821,5UTR,FUN_016821;2 18;735 756,-20.54,17,88.24%,88.24%,0.981910124932261,0.981910124932261,1,0.0029127636202486,predicted binding + coexpression
475,apul-mir-novel-5,FUN_014227,5UTR,FUN_014227;2 22;178 204,-22.03,23,69.57%,78.26%,0.995693532787135,0.995693532787135,1,0.000339027428145737,predicted binding + coexpression
476,apul-mir-novel-5,FUN_016167,5UTR,FUN_016167;2 22;560 587,-20.83,24,70.83%,79.17%,0.96750605897572,0.96750605897572,1,0.00699695792002868,predicted binding + coexpression
477,apul-mir-novel-5,FUN_016637,5UTR,FUN_016637;2 23;851 876,-22.03,23,69.57%,82.61%,0.995693532787135,0.995693532787135,1,0.00033902742814575,predicted binding + coexpression
478,apul-mir-novel-5,FUN_026315,5UTR,FUN_026315;2 22;446 469,-23.66,20,80.00%,90.00%,0.98245002974185,0.98245002974185,1,0.00278356807242566,predicted binding + coexpression
479,apul-mir-novel-5,FUN_030737,5UTR,FUN_030737;2 23;639 661,-20.6,21,76.19%,85.71%,0.995693532787135,0.995693532787135,1,0.000339027428145737,predicted binding + coexpression
480,apul-mir-novel-5,FUN_043836,5UTR,FUN_043836;2 23;412 439,-22.83,25,68.00%,76.00%,0.995693532787135,0.995693532787135,1,0.000339027428145737,predicted binding + coexpression
481,apul-mir-100,FUN_016425,5UTR,FUN_016425;2 21;921 942,-25.36,19,73.68%,78.95%,-0.967850986195505,0.967850986195505,-1,0.00688620384128789,predicted binding + coexpression
482,apul-mir-100,FUN_034722,5UTR,FUN_034722;2 12;390 411,-22.65,10,80.00%,90.00%,0.974490273161988,0.974490273161988,1,0.00487218481034386,predicted binding + coexpression
