"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"161",161,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000037:1676263-1677263",159,-20.88,2,20,89,110,18,"66.67%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g20763.t1",0.164902654814117,0.790994910802551,0.990463930291952,NA,NA,NA,NA,NA
"162",162,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000037:1865253-1866245",164,-24.94,2,21,490,511,19,"63.16%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g20776.t1",-0.395141690822487,0.510307473338687,0.973552982047016,NA,NA,NA,NA,NA
"163",163,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000037:1865666-1866245",164,-24.94,2,21,77,98,19,"63.16%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g20777.t1",NA,NA,NA,NA,NA,NA,NA,NA
"164",164,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000038:1258221-1259221",154,-20.91,2,20,696,719,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g29807.t1",-0.856311865719135,0.0639552369029685,0.811505854351988,NA,NA,NA,NA,NA
"165",165,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000038:1268378-1269378",154,-20.91,2,20,651,674,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g29810.t1",0.111365212771438,0.858499049274813,0.996067076900065,NA,NA,NA,NA,NA
"166",166,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000039:1639368-1640181",150,-20.18,2,20,717,741,21,"57.14%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g4000.t1",-0.55712325371958,0.329276917615554,0.960191959809332,"P0C872","Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7 (EC 1.14.11.63) (EC 3.4.-.-) (JmjC domain-containing protein 7) (Jumonji domain-containing protein 7) (L-lysine (3S)-hydroxylase Jmjd7)","Mus musculus (Mouse)","protein hydroxylation [GO:0018126]; proteolysis [GO:0006508]","GO:0004175; GO:0004177; GO:0004497; GO:0005634; GO:0005737; GO:0006508; GO:0016706; GO:0018126; GO:0035064; GO:0046872; GO:0106155"
"167",167,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000040:1702212-1703212",153,-21.58,2,20,707,727,18,"72.22%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g6336.t1",NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000041:1140408-1141408",149,-21.35,2,20,756,776,18,"61.11%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.29613_t",-0.489991244207137,0.402074945209208,0.968350308247485,"Q9I3S3","Guanidinobutyrase (EC 3.5.3.7)","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)","arginine catabolic process [GO:0006527]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]","GO:0006527; GO:0008783; GO:0033389; GO:0046872; GO:0047971"
"169",169,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000043:1028313-1029313",154,-20.66,2,18,798,817,16,"81.25%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g12617.t1",0.339042352622434,0.576736963800894,0.975486759137196,"Q6GPB9","Dynein axonemal intermediate chain 4 (WD repeat-containing protein 78)","Xenopus laevis (African clawed frog)","","GO:0005856; GO:0031514; GO:0120293"
"170",170,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000043:1065244-1066244",157,-20.67,2,21,90,111,20,"75.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g12620.t1",0.283442521582327,0.644002045843804,0.977982859683049,"Q8W4D0","Peptidyl-prolyl cis-trans isomerase CYP71 (PPIase CYP71) (EC 5.2.1.8) (Cyclophilin of 71 kDa) (Cyclophilin-71) (AtCYP71)","Arabidopsis thaliana (Mouse-ear cress)","carpel development [GO:0048440]; histone peptidyl-prolyl isomerization [GO:0000412]; leaf formation [GO:0010338]; leaf shaping [GO:0010358]; leaf vascular tissue pattern formation [GO:0010305]; meristem structural organization [GO:0009933]; positive regulation of histone H3-K27 methylation [GO:0061087]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of flower development [GO:0009909]; regulation of histone methylation [GO:0031060]; regulation of root meristem growth [GO:0010082]; sepal formation [GO:0048453]; stamen development [GO:0048443]","GO:0000412; GO:0000413; GO:0003682; GO:0003755; GO:0005634; GO:0009909; GO:0009933; GO:0010082; GO:0010305; GO:0010338; GO:0010358; GO:0031060; GO:0042393; GO:0048440; GO:0048443; GO:0048453; GO:0061087; GO:0071013"
"171",171,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000043:402479-403479",154,-21.98,2,21,247,271,22,"68.18%","77.27%","Pocillopora_meandrina_HIv1___RNAseq.g12545.t1",-0.751651668149016,0.142904601981491,0.878846904384434,NA,NA,NA,NA,NA
"172",172,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000044:1585724-1586724",150,-20.49,2,15,962,983,13,"76.92%","84.62%","Pocillopora_meandrina_HIv1___RNAseq.g5033.t1",0.209158627414724,0.735645627895485,0.983628803736785,NA,NA,NA,NA,NA
"173",173,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000046:313946-314946",158,-23.47,2,20,499,522,20,"70.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g9133.t1",0.277898091163348,0.650777666211577,0.977982859683049,NA,NA,NA,NA,NA
"174",174,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000046:313946-314946",160,-22.55,2,21,161,180,19,"78.95%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g9133.t1",0.277898091163348,0.650777666211577,0.977982859683049,NA,NA,NA,NA,NA
"175",175,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000000:12041901-12042901",147,-20.99,2,17,758,780,16,"75.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g22097.t1",0.00047893029956441,0.999390207026735,0.999966036784918,"Q2XWK0","Synaptic vesicle 2-related protein (SV2-related protein)","Xenopus laevis (African clawed frog)","","GO:0022857; GO:0030672"
"176",176,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000000:19875285-19876285",147,-23.48,2,21,136,159,21,"57.14%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g22628.t1",0.208697052031783,0.736220354091812,0.983737070515525,NA,NA,NA,NA,NA
"177",177,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000000:4178754-4179754",151,-24.4,2,21,208,234,24,"66.67%","66.67%","Pocillopora_meandrina_HIv1___RNAseq.g21352.t1",-0.948311815246023,0.0139966677002161,0.674410729954476,NA,NA,NA,NA,NA
"178",178,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000000:6513099-6514099",154,-27.87,2,21,243,267,22,"68.18%","77.27%","Pocillopora_meandrina_HIv1___RNAseq.g21597.t1",-0.42602632393379,0.474453439172453,0.97024921967979,NA,NA,NA,NA,NA
"179",179,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000000:9455990-9456990",140,-20.68,2,9,141,162,7,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g21800.t1",0.0595945668832527,0.924166778453927,0.998484517723662,NA,NA,NA,NA,NA
"180",180,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000000:9992501-9993501",148,-22.04,2,13,969,990,11,"81.82%","90.91%","Pocillopora_meandrina_HIv1___RNAseq.g21873.t1",NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:15816320-15817320",156,-26.23,2,21,737,758,19,"63.16%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g19961.t1",0.43495479581967,0.464192714310506,0.97024921967979,NA,NA,NA,NA,NA
"182",182,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:17930262-17931262",155,-21.94,2,20,197,218,18,"66.67%","77.78%","Pocillopora_meandrina_HIv1___TS.g29561.t3b",-0.183651798640791,0.767488450097093,0.986725733191188,NA,NA,NA,NA,NA
"183",183,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:19058276-19059276",155,-21.08,2,16,367,388,14,"78.57%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g20294.t1",0.677606619282474,0.208788665575043,0.917126038663203,"P29145","PC3-like endoprotease variant B (EC 3.4.21.-) (SPC3)","Hydra vulgaris (Hydra) (Hydra attenuata)","proteolysis [GO:0006508]","GO:0004252; GO:0006508"
"184",184,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:4068844-4069844",144,-20.51,2,15,256,279,15,"80.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g18950.t1",0.537050930041539,0.350669225972583,0.964740261214261,"Q923S9","Ras-related protein Rab-30","Mus musculus (Mouse)","Golgi organization [GO:0007030]; Rab protein signal transduction [GO:0032482]; vesicle-mediated transport [GO:0016192]","GO:0003924; GO:0005525; GO:0005801; GO:0005802; GO:0007030; GO:0016020; GO:0016192; GO:0031985; GO:0032482; GO:0043231"
"185",185,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:7378046-7379046",152,-20.65,2,13,191,212,11,"90.91%","90.91%","Pocillopora_meandrina_HIv1___RNAseq.g19221.t1",0.271288699831414,0.658869505432254,0.978622467559393,"P46023","G-protein coupled receptor GRL101","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)","","GO:0004930; GO:0005886"
"186",186,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:8425359-8426359",152,-27.14,2,21,875,896,19,"63.16%","73.68%","Pocillopora_meandrina_HIv1___RNAseq.g19343.t1",-0.307882708035815,0.61427594216813,0.976732732570472,"Q5ZMV7","WD repeat-containing protein 82","Gallus gallus (Chicken)","DNA-templated transcription termination [GO:0006353]; histone H3-K4 trimethylation [GO:0080182]; lncRNA catabolic process [GO:0110064]; negative regulation of DNA-templated transcription, elongation [GO:0032785]; negative regulation of lncRNA transcription [GO:0140744]; nuclear RNA surveillance [GO:0071027]","GO:0003682; GO:0005694; GO:0006353; GO:0032785; GO:0048188; GO:0071027; GO:0080182; GO:0110064; GO:0140744"
"187",187,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000001:8738605-8739605",152,-20.91,2,20,314,333,18,"72.22%","77.78%","Pocillopora_meandrina_HIv1___TS.g28749.t1",0.444238670543767,0.453575569298172,0.97024921967979,NA,NA,NA,NA,NA
"188",188,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000002:10793660-10794660",150,-22.84,2,11,894,915,9,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g7269.t1",-0.117669472063822,0.85052503713094,0.99565440655817,NA,NA,NA,NA,NA
"189",189,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000002:11370354-11371354",148,-22.47,2,21,283,304,19,"63.16%","68.42%","Pocillopora_meandrina_HIv1___RNAseq.g7329.t1",-0.161911237719061,0.794752504963179,0.991060809372635,"O15427","Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3)","Homo sapiens (Human)","lactate transmembrane transport [GO:0035873]; monocarboxylic acid transport [GO:0015718]; plasma membrane lactate transport [GO:0035879]; protein catabolic process [GO:0030163]; pyruvate catabolic process [GO:0042867]; pyruvate transmembrane transport [GO:1901475]","GO:0003723; GO:0005886; GO:0008028; GO:0015650; GO:0015718; GO:0016020; GO:0016323; GO:0016324; GO:0016328; GO:0030163; GO:0031965; GO:0035873; GO:0035879; GO:0042867; GO:0045202; GO:0050833; GO:0098688; GO:0098839; GO:1901475"
"190",190,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000002:12440660-12441032",154,-24.78,2,21,7,27,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___TS.g1170.t1",0.456771749532954,0.439329178380825,0.97024921967979,NA,NA,NA,NA,NA
"191",191,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000002:18933975-18934975",155,-21.03,2,20,457,478,18,"72.22%","72.22%","Pocillopora_meandrina_HIv1___RNAseq.g7976.t1",0.618334835432008,0.266244365686828,0.942730418624316,NA,NA,NA,NA,NA
"192",192,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000002:8052074-8053074",164,-27.17,2,21,127,148,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g7054.t1",-0.35710000239631,0.555183344524333,0.973839008969304,NA,NA,NA,NA,NA
"193",193,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000002:8333205-8334205",140,-20.23,2,9,308,329,7,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g7080.t1",-0.413395392481403,0.489050432761629,0.973548583940072,"Q9MYW0","Short transient receptor potential channel 6 (TrpC6)","Bos taurus (Bovine)","calcium ion transmembrane transport [GO:0070588]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of ion transmembrane transporter activity [GO:0032414]; regulation of cytosolic calcium ion concentration [GO:0051480]; single fertilization [GO:0007338]","GO:0005261; GO:0005737; GO:0005886; GO:0007204; GO:0007338; GO:0015279; GO:0032414; GO:0034703; GO:0036057; GO:0042803; GO:0051480; GO:0051928; GO:0070588; GO:0070679"
"194",194,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:11037531-11038531",146,-30.01,2,21,828,856,26,"65.38%","65.38%","Pocillopora_meandrina_HIv1___RNAseq.g16022.t1",0.938779898628061,0.0180154908165704,0.674410729954476,NA,NA,NA,NA,NA
"195",195,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:11037759-11038531",146,-30.01,2,21,600,628,26,"65.38%","65.38%","Pocillopora_meandrina_HIv1___TS.g11041.t1",0.959840752421338,0.00960237459287759,0.667107103030161,NA,NA,NA,NA,NA
"196",196,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:11038241-11038531",146,-30.01,2,21,118,146,26,"65.38%","65.38%","Pocillopora_meandrina_HIv1___TS.g11042.t1",NA,NA,NA,NA,NA,NA,NA,NA
"197",197,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:11998133-11999133",149,-25.17,2,21,68,89,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g16111.t1",NA,NA,NA,NA,NA,NA,NA,NA
"198",198,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:121838-122838",151,-23.73,2,20,842,863,18,"66.67%","72.22%","Pocillopora_meandrina_HIv1___RNAseq.g15070.t1",NA,NA,NA,NA,NA,NA,NA,NA
"199",199,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:14570436-14571436",145,-20.73,2,10,425,446,8,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g16281.t1",NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:1839701-1840701",144,-21.15,2,21,212,233,19,"63.16%","63.16%","Pocillopora_meandrina_HIv1___RNAseq.g15280.t1",0.299594064365114,0.624330744382759,0.977982859683049,NA,NA,NA,NA,NA
"201",201,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:3275825-3276825",151,-21.73,2,17,664,689,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___TS.g10458.t1",NA,NA,NA,NA,NA,NA,NA,NA
"202",202,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:3908155-3908385",158,-29.46,2,21,184,204,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g15495.t1",-0.0483941694668676,0.938406689425188,0.999610930147471,"Q2TBP2","Histone H4 transcription factor (Histone nuclear factor P) (HiNF-P) (MBD2-interacting zinc finger protein) (Methyl-CpG-binding protein 2-interacting zinc finger protein)","Bos taurus (Bovine)","","GO:0003677; GO:0005634; GO:0046872"
"203",203,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:3908155-3908385",158,-29.46,2,21,184,204,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g15496.t1",-0.432319321789861,0.467216393372514,0.97024921967979,"Q1L8I0","Pseudouridylate synthase PUS7L (EC 5.4.99.-) (Pseudouridylate synthase 7 homolog-like protein)","Danio rerio (Zebrafish) (Brachydanio rerio)","mRNA processing [GO:0006397]; mRNA pseudouridine synthesis [GO:1990481]; pseudouridine synthesis [GO:0001522]","GO:0001522; GO:0003723; GO:0005634; GO:0006397; GO:0009982; GO:1990481"
"204",204,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:5900819-5901819",155,-20.14,2,16,868,889,14,"78.57%","85.71%","Pocillopora_meandrina_HIv1___TS.g10645.t1",0.728219530184031,0.162971513299667,0.886597621438519,NA,NA,NA,NA,NA
"205",205,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:6435998-6436998",155,-28.87,2,21,656,679,21,"66.67%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g15667.t1",NA,NA,NA,"Q3U9N9","Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1)","Mus musculus (Mouse)","aromatic amino acid transport [GO:0015801]; thyroid hormone generation [GO:0006590]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460]","GO:0005302; GO:0005886; GO:0006590; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016020; GO:0016323; GO:0030054; GO:0043231; GO:0070327; GO:0070460"
"206",206,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000003:8093343-8094343",167,-30.92,2,21,270,293,21,"71.43%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g15799.t1",0.431243832854038,0.468451521676562,0.97024921967979,"Q6PD10","Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1)","Mus musculus (Mouse)","inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; negative regulation of cold-induced thermogenesis [GO:0120163]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phosphorylation [GO:0016310]","GO:0000827; GO:0000828; GO:0000832; GO:0001650; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006020; GO:0016301; GO:0016310; GO:0032958; GO:0046854; GO:0052723; GO:0052724; GO:0120163"
"207",207,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000004:12435950-12436950",157,-29.97,2,21,589,608,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___TS.g12966.t1",NA,NA,NA,NA,NA,NA,NA,NA
"208",208,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000004:2314195-2315195",145,-21.6,2,10,67,88,8,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g24330.t1",NA,NA,NA,NA,NA,NA,NA,NA
"209",209,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000004:2328352-2329352",145,-21.6,2,10,67,88,8,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g24332.t1",NA,NA,NA,NA,NA,NA,NA,NA
"210",210,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000004:6672629-6673629",151,-20.3,2,16,520,541,14,"71.43%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g24627.t1",-0.429658795057909,0.470273115900232,0.97024921967979,"P32749","Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)","Bos taurus (Bovine)","acetylcholine catabolic process [GO:0006581]; choline metabolic process [GO:0019695]","GO:0003990; GO:0004104; GO:0005615; GO:0005886; GO:0006581; GO:0019695"
"211",211,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000004:7233194-7233666",142,-23.08,2,20,189,215,23,"60.87%","65.22%","Pocillopora_meandrina_HIv1___RNAseq.g24670.t1",0.0415453049345526,0.94711809565,0.999610930147471,NA,NA,NA,NA,NA
"212",212,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000005:10358541-10359541",152,-20.31,2,21,4,22,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g23709.t1",NA,NA,NA,"P62494","Ras-related protein Rab-11A (Rab-11) (EC 3.6.5.2) (24KG)","Rattus norvegicus (Rat)","amyloid-beta clearance by transcytosis [GO:0150093]; astral microtubule organization [GO:0030953]; establishment of protein localization to membrane [GO:0090150]; establishment of protein localization to organelle [GO:0072594]; establishment of vesicle localization [GO:0051650]; exocytosis [GO:0006887]; exosomal secretion [GO:1990182]; intracellular cholesterol transport [GO:0032367]; melanosome transport [GO:0032402]; mitotic metaphase plate congression [GO:0007080]; mitotic spindle assembly [GO:0090307]; multivesicular body assembly [GO:0036258]; neuron projection development [GO:0031175]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; positive regulation of axon extension [GO:0045773]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of protein localization to plasma membrane [GO:1903078]; protein localization to cell surface [GO:0034394]; protein localization to plasma membrane [GO:0072659]; regulation of cytokinesis [GO:0032465]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of multivesicular body size [GO:0010796]; regulation of protein transport [GO:0051223]; regulation of vesicle-mediated transport [GO:0060627]; vesicle-mediated transport [GO:0016192]; vesicle-mediated transport in synapse [GO:0099003]","GO:0000922; GO:0003924; GO:0003925; GO:0005525; GO:0005737; GO:0005768; GO:0005771; GO:0005794; GO:0005802; GO:0005813; GO:0005814; GO:0005829; GO:0006887; GO:0007080; GO:0008017; GO:0010634; GO:0010796; GO:0010971; GO:0016020; GO:0016192; GO:0030133; GO:0030424; GO:0030953; GO:0031175; GO:0031410; GO:0031489; GO:0031982; GO:0032154; GO:0032367; GO:0032402; GO:0032465; GO:0032991; GO:0034394; GO:0036258; GO:0045335; GO:0045773; GO:0048169; GO:0048471; GO:0051223; GO:0051650; GO:0055037; GO:0055038; GO:0060627; GO:0070062; GO:0072594; GO:0072659; GO:0090150; GO:0090307; GO:0098685; GO:0098837; GO:0098887; GO:0098978; GO:0099003; GO:0150093; GO:1903078; GO:1990182"
"213",213,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000005:11891400-11892400",155,-20.75,2,16,332,353,14,"78.57%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g23863.t1",0.201138074761378,0.745640481548049,0.985466733303337,"Q05927","5'-nucleotidase (5'-NT) (EC 3.1.3.35) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.91) (EC 3.1.3.99) (5'-deoxynucleotidase) (Ecto-5'-nucleotidase) (IMP-specific 5'-nucleotidase) (Thymidylate 5'-phosphatase) (CD antigen CD73)","Bos taurus (Bovine)","nucleotide catabolic process [GO:0009166]","GO:0000166; GO:0005886; GO:0008253; GO:0009166; GO:0016020; GO:0042802; GO:0046872; GO:0050340; GO:0050483; GO:0050484; GO:0106411"
"214",214,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000005:13978217-13979217",149,-21.21,2,15,169,193,16,"75.00%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g24079.t1",-0.385278055253844,0.521870594207602,0.973552982047016,NA,NA,NA,NA,NA
"215",215,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000005:5465520-5466213",157,-27.99,2,20,576,596,18,"77.78%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g23354.t1",0.686557498673517,0.200454696935061,0.914049825773966,"Q9V5N8","Protocadherin-like wing polarity protein stan (Protein flamingo) (Protein starry night)","Drosophila melanogaster (Fruit fly)","axon guidance [GO:0007411]; axonogenesis [GO:0007409]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell surface receptor signaling pathway [GO:0007166]; cell-cell adhesion [GO:0098609]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; dendrite self-avoidance [GO:0070593]; establishment of imaginal disc-derived wing hair orientation [GO:0001737]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; morphogenesis of a polarized epithelium [GO:0001738]; mushroom body development [GO:0016319]; ommatidial rotation [GO:0016318]; positive regulation of axon extension [GO:0045773]; positive regulation of axon guidance [GO:1902669]; R3/R4 development [GO:0048057]; regulation of axonogenesis [GO:0050770]; regulation of synapse assembly [GO:0051963]; regulation of tube length, open tracheal system [GO:0035159]; segment polarity determination [GO:0007367]","GO:0001736; GO:0001737; GO:0001738; GO:0004888; GO:0004930; GO:0005509; GO:0005886; GO:0005911; GO:0007156; GO:0007166; GO:0007367; GO:0007409; GO:0007411; GO:0016020; GO:0016318; GO:0016319; GO:0016324; GO:0016339; GO:0016358; GO:0035159; GO:0042067; GO:0045773; GO:0048057; GO:0048813; GO:0050770; GO:0050839; GO:0051963; GO:0070593; GO:0098609; GO:1902669"
"216",216,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000005:5465520-5466213",157,-27.99,2,20,576,596,18,"77.78%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g23355.t1",-0.282852355895395,0.644722717211609,0.977982859683049,"Q6NVF4","DNA helicase B (EC 3.6.4.12)","Mus musculus (Mouse)","cellular response to DNA damage stimulus [GO:0006974]; DNA replication [GO:0006260]; DNA replication, synthesis of RNA primer [GO:0006269]; DNA-templated DNA replication [GO:0006261]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; regulation of DNA double-strand break processing [GO:1903775]","GO:0000462; GO:0003678; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005662; GO:0005730; GO:0005737; GO:0005886; GO:0006260; GO:0006261; GO:0006269; GO:0006974; GO:0016887; GO:0017116; GO:0035861; GO:0043139; GO:0044877; GO:1903775; GO:2000042"
"217",217,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000006:10154697-10155697",157,-29.97,2,21,546,565,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___TS.g15059.t1",0.938779898628061,0.0180154908165704,0.674410729954476,NA,NA,NA,NA,NA
"218",218,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000006:1844218-1845218",159,-24.64,2,17,604,628,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g26822.t1",NA,NA,NA,NA,NA,NA,NA,NA
"219",219,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000006:2780478-2781478",142,-20.31,2,21,475,495,19,"63.16%","68.42%","Pocillopora_meandrina_HIv1___TS.g14326.t1",NA,NA,NA,"Q501X2","Centrosomal protein of 72 kDa (Cep72)","Danio rerio (Zebrafish) (Brachydanio rerio)","gamma-tubulin complex localization [GO:0033566]; spindle organization [GO:0007051]","GO:0005737; GO:0005813; GO:0007051; GO:0033566"
