"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"789",789,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000016:1928880-1929880",169,-22.61,2,22,627,649,20,"75.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g7439.t1",-0.944571525282684,0.0155342072637159,0.674410729954476,"Q13443","Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)","Homo sapiens (Human)","amyloid precursor protein catabolic process [GO:0042987]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell migration [GO:0016477]; cell-cell adhesion mediated by integrin [GO:0033631]; cell-matrix adhesion [GO:0007160]; cellular response to lipopolysaccharide [GO:0071222]; integrin-mediated signaling pathway [GO:0007229]; keratinocyte differentiation [GO:0030216]; membrane protein ectodomain proteolysis [GO:0006509]; membrane protein intracellular domain proteolysis [GO:0031293]; monocyte activation [GO:0042117]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell migration [GO:0030335]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of macrophage fusion [GO:0034241]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of membrane protein ectodomain proteolysis [GO:0051044]; positive regulation of protein secretion [GO:0050714]; protein processing [GO:0016485]; response to calcium ion [GO:0051592]; response to glucocorticoid [GO:0051384]; response to hydrogen peroxide [GO:0042542]; response to manganese ion [GO:0010042]; response to tumor necrosis factor [GO:0034612]; transforming growth factor beta receptor signaling pathway [GO:0007179]","GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945"
"799",799,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000016:8180449-8181449",157,-24.25,2,18,700,722,16,"68.75%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g11726.t1",-0.889126369408088,0.0435730964984779,0.773715073543974,NA,NA,NA,NA,NA
"802",802,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000017:2932301-2933301",159,-21.78,2,22,236,263,25,"64.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g6338.t1",-0.944201856340828,0.0156889832429303,0.674410729954476,"P0C6Y7","Histone-lysine N-methyltransferase PRDM9 (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) (EC 2.1.1.359) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) (EC 2.1.1.354) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) (EC 2.1.1.355) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.361)","Rattus norvegicus (Rat)","chromatin organization [GO:0006325]; double-strand break repair involved in meiotic recombination [GO:1990918]; female gamete generation [GO:0007292]; histone H3-K36 dimethylation [GO:0097676]; histone H3-K36 trimethylation [GO:0097198]; histone H3-K4 dimethylation [GO:0044648]; histone H3-K4 methylation [GO:0051568]; histone H3-K4 monomethylation [GO:0097692]; histone H3-K4 trimethylation [GO:0080182]; histone H3-K9 methylation [GO:0051567]; histone lysine methylation [GO:0034968]; histone methylation [GO:0016571]; histone modification [GO:0016570]; homologous chromosome pairing at meiosis [GO:0007129]; male gamete generation [GO:0048232]; meiosis I [GO:0007127]; meiotic gene conversion [GO:0006311]; negative regulation of apoptotic process [GO:0043066]; positive regulation of fertilization [GO:1905516]; positive regulation of histone H3-K36 trimethylation [GO:2001255]; positive regulation of meiosis I [GO:0060903]; positive regulation of reciprocal meiotic recombination [GO:0010845]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein methylation [GO:0006479]; regulation of gene expression [GO:0010468]; spermatogenesis [GO:0007283]","GO:0000785; GO:0000976; GO:0005634; GO:0006311; GO:0006325; GO:0006479; GO:0007127; GO:0007129; GO:0007283; GO:0007292; GO:0010468; GO:0010844; GO:0010845; GO:0016570; GO:0016571; GO:0018024; GO:0034968; GO:0042800; GO:0042803; GO:0043066; GO:0043565; GO:0044648; GO:0045944; GO:0046872; GO:0046975; GO:0048232; GO:0051567; GO:0051568; GO:0060903; GO:0080182; GO:0097198; GO:0097676; GO:0097692; GO:0140941; GO:0140944; GO:0140949; GO:0140955; GO:1905516; GO:1990918; GO:2001255"
"809",809,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000017:7258870-7259581",159,-21.99,2,22,308,333,23,"65.22%","82.61%","Pocillopora_meandrina_HIv1___RNAseq.g29556.t1b",-0.944211987845358,0.015684734646653,0.674410729954476,"P04323","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"828",828,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000019:6437238-6437948",157,-22.48,2,18,465,487,16,"68.75%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g18403.t1a",-0.931929555088538,0.021100218742159,0.687095063784671,NA,NA,NA,NA,NA
"846",846,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000022:3597734-3598734",161,-22.51,2,20,491,512,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g3054.t1",-0.933913944141024,0.0201904506483588,0.687095063784671,"Q9Z2Z6","Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (CACT) (mCAC) (Solute carrier family 25 member 20)","Mus musculus (Mouse)","carnitine transmembrane transport [GO:1902603]; in utero embryonic development [GO:0001701]; lipid transport [GO:0006869]; mitochondrial transport [GO:0006839]","GO:0001701; GO:0005739; GO:0005740; GO:0005743; GO:0005829; GO:0006839; GO:0006869; GO:0015227; GO:0022857; GO:1902603"
"857",857,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000024:4268761-4269761",167,-27.07,2,18,556,577,16,"87.50%","93.75%","Pocillopora_meandrina_HIv1___RNAseq.g14836.t1",-0.900453064384724,0.0371348962993556,0.760640681469892,NA,NA,NA,NA,NA
"890",890,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000030:732923-733923",156,-23.13,2,22,555,580,23,"60.87%","78.26%","Pocillopora_meandrina_HIv1___RNAseq.g25459.t1",-0.907256647839746,0.033428913285408,0.745127957735035,NA,NA,NA,NA,NA
"895",895,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000032:1354641-1355641",157,-22.65,2,20,143,164,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g30111.t1",-0.931929555088538,0.0211002187421591,0.687095063784671,"B8V7P3","Putative carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0004089; GO:0005576; GO:0008270"
"928",928,"Cluster_1952","Pocillopora_meandrina_HIv1___Sc0000000:4201063-4202063",164,-22.54,2,21,470,491,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___TS.g26105.t1",-0.956420695574493,0.0108491278448096,0.669105275336596,NA,NA,NA,NA,NA
"929",929,"Cluster_1952","Pocillopora_meandrina_HIv1___Sc0000000:6034797-6035797",159,-20.96,2,21,339,361,20,"70.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g21547.t1",-0.906214923782366,0.0339882392340703,0.747496681093633,NA,NA,NA,NA,NA
"944",944,"Cluster_1952","Pocillopora_meandrina_HIv1___Sc0000002:19528872-19529872",160,-21.18,2,21,9,30,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g8039.t1",-0.880300650582873,0.0488108158227748,0.789465680505196,"P50572","Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor)","Rattus norvegicus (Rat)","chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; modulation of chemical synaptic transmission [GO:0050804]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; regulation of postsynaptic membrane potential [GO:0060078]; signal transduction [GO:0007165]; visual perception [GO:0007601]","GO:0004890; GO:0005231; GO:0005254; GO:0005886; GO:0007165; GO:0007268; GO:0007601; GO:0016917; GO:0019904; GO:0030594; GO:0034220; GO:0034707; GO:0042391; GO:0042734; GO:0042802; GO:0043005; GO:0044877; GO:0045202; GO:0045211; GO:0050804; GO:0050877; GO:0060078; GO:0098978; GO:0098982; GO:0099507; GO:1902476; GO:1902711; GO:1904315"
"996",996,"Cluster_1952","Pocillopora_meandrina_HIv1___Sc0000012:9634905-9635905",160,-23.69,2,21,73,92,19,"78.95%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g10194.t1",-0.942066678237258,0.0165926622500592,0.674410729954476,"P0C5Y8","Alsin (Amyotrophic lateral sclerosis 2 protein homolog)","Rattus norvegicus (Rat)","axonogenesis [GO:0007409]; behavioral fear response [GO:0001662]; cell death [GO:0008219]; endosomal transport [GO:0016197]; endosome organization [GO:0007032]; in utero embryonic development [GO:0001701]; locomotory behavior [GO:0007626]; lysosomal transport [GO:0007041]; neuromuscular junction development [GO:0007528]; neuron projection morphogenesis [GO:0048812]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein kinase activity [GO:0045860]; protein homooligomerization [GO:0051260]; protein localization [GO:0008104]; Rac protein signal transduction [GO:0016601]; receptor recycling [GO:0001881]; regulation of endosome size [GO:0051036]; regulation of GTPase activity [GO:0043087]; response to oxidative stress [GO:0006979]; synaptic transmission, glutamatergic [GO:0035249]; vesicle organization [GO:0016050]","GO:0001662; GO:0001701; GO:0001726; GO:0001881; GO:0005085; GO:0005096; GO:0005634; GO:0005737; GO:0005769; GO:0005813; GO:0005829; GO:0006979; GO:0007032; GO:0007041; GO:0007409; GO:0007528; GO:0007626; GO:0008104; GO:0008219; GO:0014069; GO:0016020; GO:0016050; GO:0016197; GO:0016601; GO:0030027; GO:0030424; GO:0030425; GO:0030426; GO:0031267; GO:0031982; GO:0032991; GO:0035249; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0043087; GO:0043197; GO:0043231; GO:0043539; GO:0043547; GO:0045202; GO:0045860; GO:0048812; GO:0051036; GO:0051260"
"1000",1000,"Cluster_1952","Pocillopora_meandrina_HIv1___Sc0000014:243163-244163",159,-20.09,2,20,27,48,18,"72.22%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g25844.t1",0.993115846217196,0.000684952936472363,0.667107103030161,NA,NA,NA,NA,NA
"1036",1036,"Cluster_1952","Pocillopora_meandrina_HIv1___Sc0000028:4140845-4141845",170,-26.44,2,21,948,968,19,"84.21%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g1120.t1",-0.904967505976228,0.0346619015642873,0.751013846340777,NA,NA,NA,NA,NA
"1069",1069,"Cluster_1953","Pocillopora_meandrina_HIv1___Sc0000000:4901969-4902969",157,-21.29,2,19,396,419,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___TS.g26164.t1",0.90781138708514,0.033132275840799,0.744196486865969,"P83941","Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1)","Rattus norvegicus (Rat)","positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; protein ubiquitination [GO:0016567]; transcription initiation at RNA polymerase II promoter [GO:0006367]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0001222; GO:0006367; GO:0006511; GO:0016567; GO:0030674; GO:0030891; GO:0031466; GO:0032968; GO:0044877; GO:0070449"
"1141",1141,"Cluster_1953","Pocillopora_meandrina_HIv1___Sc0000019:2373638-2374638",154,-21.08,2,21,464,488,22,"72.73%","72.73%","Pocillopora_meandrina_HIv1___RNAseq.g18085.t1",0.959291997233672,0.00979904509164128,0.667107103030161,NA,NA,NA,NA,NA
"1171",1171,"Cluster_1953","Pocillopora_meandrina_HIv1___Sc0000042:238068-239068",163,-23.64,2,20,182,203,18,"66.67%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g14958.t1",0.927936814689763,0.0229695778538617,0.698759485874756,"Q66JB6","Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","chromatin organization [GO:0006325]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; negative regulation of DNA-templated transcription [GO:0045892]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0001558; GO:0003682; GO:0004843; GO:0005634; GO:0005737; GO:0006325; GO:0006511; GO:0016579; GO:0035517; GO:0035522; GO:0045892; GO:0051726; GO:0071108"
"1262",1262,"Cluster_21","Pocillopora_meandrina_HIv1___Sc0000013:1072924-1073924",160,-23.21,2,19,961,981,17,"82.35%","82.35%","Pocillopora_meandrina_HIv1___RNAseq.g3315.t1",-0.922399900875207,0.0256452206898009,0.709465579574695,"Q14416","Metabotropic glutamate receptor 2 (mGluR2)","Homo sapiens (Human)","behavioral response to nicotine [GO:0035095]; cellular glutamate homeostasis [GO:0090461]; chemical synaptic transmission [GO:0007268]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gene expression [GO:0010467]; glutamate secretion [GO:0014047]; long-term synaptic depression [GO:0060292]; negative regulation of adenylate cyclase activity [GO:0007194]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of dopamine secretion [GO:0014059]; regulation of glutamate secretion [GO:0014048]; regulation of protein kinase B signaling [GO:0051896]; regulation of response to drug [GO:2001023]; regulation of synaptic transmission, glutamatergic [GO:0051966]; response to cocaine [GO:0042220]","GO:0001640; GO:0001641; GO:0004930; GO:0005246; GO:0005886; GO:0007194; GO:0007216; GO:0007268; GO:0008066; GO:0010467; GO:0014047; GO:0014048; GO:0014059; GO:0030424; GO:0030425; GO:0035095; GO:0042220; GO:0042734; GO:0051896; GO:0051966; GO:0060292; GO:0090461; GO:0097110; GO:0097449; GO:0098978; GO:0099171; GO:2001023"
"1337",1337,"Cluster_21","Pocillopora_meandrina_HIv1___xfSc0000892:5380-6380",165,-23.58,2,18,617,638,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___TS.g23771.t1",-0.931388586488911,0.0213504765008666,0.68937522880379,NA,NA,NA,NA,NA
"1354",1354,"Cluster_2793","Pocillopora_meandrina_HIv1___Sc0000004:9069165-9070165",165,-21.33,2,20,115,139,22,"77.27%","81.82%","Pocillopora_meandrina_HIv1___TS.g12745.t1",-0.920290111823724,0.0266894874494484,0.715145721498623,NA,NA,NA,NA,NA
"1379",1379,"Cluster_2793","Pocillopora_meandrina_HIv1___Sc0000024:3835414-3836414",171,-20.15,2,17,31,52,16,"93.75%","93.75%","Pocillopora_meandrina_HIv1___TS.g3943.t1",-0.920634899767106,0.0265179136510768,0.714425626614317,NA,NA,NA,NA,NA
"1432",1432,"Cluster_2837","Pocillopora_meandrina_HIv1___Sc0000011:9802376-9803376",162,-24.37,2,21,447,473,24,"75.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g9041.t1a",-0.88286285877885,0.047270914120223,0.785541658778615,NA,NA,NA,NA,NA
"1435",1435,"Cluster_2837","Pocillopora_meandrina_HIv1___Sc0000015:156034-157034",155,-21.52,2,21,564,586,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g4104.t1",0.878873396965531,0.0496753425334264,0.79195052126402,"A0A0R4IXF6","Histone acetyltransferase KAT2A (EC 2.3.1.48) (Histone glutaryltransferase KAT2A) (EC 2.3.1.-) (Histone succinyltransferase KAT2A) (EC 2.3.1.-) (Lysine acetyltransferase 2A)","Danio rerio (Zebrafish) (Brachydanio rerio)","bone morphogenesis [GO:0060349]; chromatin remodeling [GO:0006338]; heart development [GO:0007507]; histone H3 acetylation [GO:0043966]; histone H3-K14 acetylation [GO:0044154]; histone succinylation [GO:0106077]; internal peptidyl-lysine acetylation [GO:0018393]; limb development [GO:0060173]; long-term memory [GO:0007616]; peptidyl-lysine glutarylation [GO:0106227]; positive regulation of cytokine production [GO:0001819]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of bone development [GO:1903010]; regulation of cartilage development [GO:0061035]; regulation of regulatory T cell differentiation [GO:0045589]; regulation of synaptic plasticity [GO:0048167]; regulation of T cell activation [GO:0050863]","GO:0000123; GO:0001819; GO:0003682; GO:0003713; GO:0004402; GO:0005634; GO:0005737; GO:0005813; GO:0006338; GO:0007507; GO:0007616; GO:0010484; GO:0018393; GO:0043966; GO:0043992; GO:0044154; GO:0045589; GO:0045893; GO:0045944; GO:0048167; GO:0050863; GO:0060173; GO:0060349; GO:0061035; GO:0061733; GO:0106077; GO:0106078; GO:0106227; GO:0106229; GO:0140672; GO:1903010"
"1495",1495,"Cluster_2839","Pocillopora_meandrina_HIv1___Sc0000024:2840611-2841611",156,-22.32,2,14,299,321,13,"92.31%","92.31%","Pocillopora_meandrina_HIv1___RNAseq.g14712.t1",-0.922440996057499,0.0256250138290092,0.709465579574695,NA,NA,NA,NA,NA
"1515",1515,"Cluster_2859","Pocillopora_meandrina_HIv1___Sc0000006:6949926-6950926",161,-20.48,2,18,561,582,16,"75.00%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g27416.t1",0.963538372728917,0.0083118618353658,0.667107103030161,"P56812","Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19)","Mus musculus (Mouse)","apoptotic process [GO:0006915]; cellular response to transforming growth factor beta stimulus [GO:0071560]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of chaperone-mediated protein folding [GO:1903645]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of gene expression [GO:0010628]; positive regulation of protein insertion into mitochondrial outer membrane [GO:1903638]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]","GO:0003677; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0008201; GO:0008285; GO:0010628; GO:0010698; GO:0043065; GO:0043280; GO:0048487; GO:0071560; GO:0090200; GO:1903638; GO:1903645"
"1520",1520,"Cluster_2859","Pocillopora_meandrina_HIv1___Sc0000008:2500072-2501072",167,-21.56,2,16,79,100,14,"85.71%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g1865.t1",0.914699191077989,0.0295207424194165,0.728771564530352,NA,NA,NA,NA,NA
"1527",1527,"Cluster_2859","Pocillopora_meandrina_HIv1___Sc0000014:6071432-6072432",172,-22.63,2,21,52,73,19,"78.95%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g26353.t1",-0.988707250891135,0.00143812405780436,0.667107103030161,"P02711","Acetylcholine receptor subunit alpha","Torpedo marmorata (Marbled electric ray)","acetylcholine receptor signaling pathway [GO:0095500]","GO:0004888; GO:0005892; GO:0022848; GO:0045202; GO:0045211; GO:0095500"
"1535",1535,"Cluster_2859","Pocillopora_meandrina_HIv1___Sc0000029:406845-407845",165,-20.44,2,21,804,828,22,"77.27%","86.36%","Pocillopora_meandrina_HIv1___RNAseq.g10251.t1",0.901167799871621,0.0367397502842216,0.759048365829669,"O89110","Caspase-8 (CASP-8) (EC 3.4.22.61) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]","Mus musculus (Mouse)","activation of cysteine-type endopeptidase activity [GO:0097202]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; cardiac muscle tissue development [GO:0048738]; execution phase of apoptosis [GO:0097194]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; heart development [GO:0007507]; hepatocyte apoptotic process [GO:0097284]; macrophage differentiation [GO:0030225]; necroptotic process [GO:0070266]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of necroptotic process [GO:0060546]; neural tube formation [GO:0001841]; positive regulation of apoptotic process [GO:0043065]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of neuron death [GO:1901216]; positive regulation of proteolysis [GO:0045862]; protein processing [GO:0016485]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; pyroptosis [GO:0070269]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of cytokine production [GO:0001817]; regulation of innate immune response [GO:0045088]; regulation of thymocyte apoptotic process [GO:0070243]; response to ethanol [GO:0045471]; response to tumor necrosis factor [GO:0034612]; self proteolysis [GO:0097264]; TRAIL-activated apoptotic signaling pathway [GO:0036462]","GO:0001525; GO:0001817; GO:0001841; GO:0004175; GO:0004197; GO:0005123; GO:0005164; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006508; GO:0006915; GO:0006919; GO:0007507; GO:0008233; GO:0008303; GO:0008625; GO:0016485; GO:0030225; GO:0030690; GO:0031264; GO:0031265; GO:0031625; GO:0032731; GO:0032991; GO:0034612; GO:0035877; GO:0036462; GO:0042802; GO:0043005; GO:0043065; GO:0043123; GO:0043124; GO:0044297; GO:0044877; GO:0045088; GO:0045121; GO:0045471; GO:0045651; GO:0045862; GO:0048738; GO:0051603; GO:0060546; GO:0070243; GO:0070266; GO:0070269; GO:0097110; GO:0097153; GO:0097190; GO:0097191; GO:0097194; GO:0097199; GO:0097200; GO:0097202; GO:0097264; GO:0097284; GO:0097342; GO:1901216; GO:2001233; GO:2001238"
"1537",1537,"Cluster_2859","Pocillopora_meandrina_HIv1___Sc0000029:797819-798819",165,-20.44,2,21,819,843,22,"77.27%","86.36%","Pocillopora_meandrina_HIv1___TS.g13692.t1",0.931470852795496,0.0213123576737912,0.689152887404762,"F1NV61","Caspase-7 (CASP-7) (EC 3.4.22.60) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]","Gallus gallus (Chicken)","apoptotic process [GO:0006915]; defense response to bacterium [GO:0042742]; execution phase of apoptosis [GO:0097194]; lymphocyte apoptotic process [GO:0070227]; positive regulation of plasma membrane repair [GO:1905686]; proteolysis [GO:0006508]","GO:0003723; GO:0004190; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0042742; GO:0070227; GO:0097153; GO:0097194; GO:0097200; GO:1905686"
"1552",1552,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000000:6480263-6481024",166,-20.46,2,21,388,411,21,"76.19%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g21594.t1",0.882639999046593,0.0474042330985626,0.785950810551761,"Q6GVH4","Gametogenetin-binding protein 2 (Protein ZNF403)","Gallus gallus (Chicken)","cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]","GO:0005634; GO:0005737; GO:0007283; GO:0030154"
"1561",1561,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000001:18921310-18922310",148,-21.26,2,21,56,75,19,"57.89%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g20276.t1",-0.975576127898506,0.00456518245332873,0.667107103030161,"Q3SZV5","Proteasome maturation protein (Proteassemblin)","Bos taurus (Bovine)","proteasome assembly [GO:0043248]","GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0016020; GO:0043248"
"1587",1587,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000003:9983942-9984942",149,-20.94,2,20,96,116,18,"61.11%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g15953.t1",0.951315168814306,0.0128005069263182,0.674410729954476,NA,NA,NA,NA,NA
"1594",1594,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000004:7283519-7284519",150,-21.31,2,21,895,915,19,"63.16%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g24675.t1",0.96863318658699,0.0066372088836617,0.667107103030161,NA,NA,NA,NA,NA
"1598",1598,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000005:10398511-10399511",167,-26.47,2,17,334,356,16,"87.50%","93.75%","Pocillopora_meandrina_HIv1___TS.g16589.t1",0.963434717146151,0.0083471999364006,0.667107103030161,"Q640N2","ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1) (Protein hennin)","Mus musculus (Mouse)","cilium assembly [GO:0060271]; determination of left/right symmetry [GO:0007368]; dorsal/ventral pattern formation [GO:0009953]; formation of radial glial scaffolds [GO:0021943]; heart looping [GO:0001947]; interneuron migration from the subpallium to the cortex [GO:0021830]; left/right axis specification [GO:0070986]; neural tube patterning [GO:0021532]; non-motile cilium assembly [GO:1905515]; receptor localization to non-motile cilium [GO:0097500]; response to lithium ion [GO:0010226]; smoothened signaling pathway [GO:0007224]","GO:0001947; GO:0003924; GO:0005525; GO:0005829; GO:0005929; GO:0005930; GO:0007224; GO:0007368; GO:0009953; GO:0010226; GO:0021532; GO:0021830; GO:0021943; GO:0031514; GO:0060170; GO:0060271; GO:0070986; GO:0097500; GO:0097730; GO:1905515"
"1600",1600,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000005:3594028-3594478",167,-22.28,2,21,212,234,20,"75.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g23169.t1",0.972424333140864,0.00547417035177573,0.667107103030161,NA,NA,NA,NA,NA
"1601",1601,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000005:4970491-4971491",162,-23.76,2,17,771,791,15,"86.67%","93.33%","Pocillopora_meandrina_HIv1___TS.g16193.t1",0.951315168814306,0.0128005069263182,0.674410729954476,NA,NA,NA,NA,NA
"1602",1602,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000005:629481-630481",167,-26.47,2,17,913,935,16,"87.50%","93.75%","Pocillopora_meandrina_HIv1___RNAseq.g22915.t2",0.954719422617249,0.0114876143703483,0.674410729954476,NA,NA,NA,NA,NA
"1618",1618,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000007:3911176-3912176",150,-20.52,2,21,682,702,19,"57.89%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g5433.t1",0.92574399213822,0.0240178348072135,0.699320062567188,NA,NA,NA,NA,NA
