"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"804",804,228177,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g7261.t1",0.878762682144176,0.0497426056871197,0.79195052126402,156,-23.19,"2 17","597 617",15,"73.33%","86.67%","P57678","Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)","Homo sapiens (Human)","rRNA processing [GO:0006364]; spliceosomal snRNP assembly [GO:0000387]","GO:0000387; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0015030; GO:0016020; GO:0016604; GO:0030532; GO:0032797; GO:0034719; GO:0043021; GO:0070062; GO:0097504"
"851",851,240525,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g25846.t1",0.891484471128355,0.0422059064532521,0.768952512663866,147,-20.14,"2 19","895 914",17,"64.71%","82.35%",NA,NA,NA,NA,NA
"877",877,251288,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g26345.t1",0.922346426540245,0.0256715221765936,0.709624368216196,159,-21.04,"2 19","421 440",17,"82.35%","82.35%","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"892",892,256017,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g27756.t1",-0.912633264259429,0.0305899097440413,0.733646194334681,165,-23.82,"2 22","343 365",20,"75.00%","75.00%","E1BBQ2","Probable G-protein coupled receptor 158","Bos taurus (Bovine)","","GO:0004930; GO:0005886"
"895",895,256618,"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g25963.t1",-0.887124502196104,0.0447445494731387,0.777543467244819,152,-21.02,"2 17","338 359",15,"73.33%","80.00%","G5EG78","Peroxidasin homolog pxn-2 (EC 1.11.2.-)","Caenorhabditis elegans","axon guidance [GO:0007411]; basement membrane organization [GO:0071711]; embryonic body morphogenesis [GO:0010172]; muscle attachment [GO:0016203]; negative regulation of axon regeneration [GO:0048681]; regulation of basement membrane organization [GO:0110011]; response to oxidative stress [GO:0006979]","GO:0004601; GO:0005604; GO:0005615; GO:0006979; GO:0007411; GO:0010172; GO:0016203; GO:0020037; GO:0046872; GO:0048681; GO:0071711; GO:0110011; GO:0140825"
"937",937,266280,"Cluster_4437","Pocillopora_meandrina_HIv1___TS.g25933.t1",-0.923994405874994,0.0248649694678369,0.704875357255743,156,-23.62,"2 18","716 739",19,"73.68%","78.95%","Q9Z0J4","Nitric oxide synthase, brain (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Peptidyl-cysteine S-nitrosylase NOS1) (bNOS)","Mus musculus (Mouse)","arginine catabolic process [GO:0006527]; behavioral response to cocaine [GO:0048148]; calcium ion transport [GO:0006816]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to growth factor stimulus [GO:0071363]; cellular response to mechanical stimulus [GO:0071260]; establishment of localization in cell [GO:0051649]; establishment of protein localization [GO:0045184]; multicellular organismal response to stress [GO:0033555]; muscle contraction [GO:0006936]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood pressure [GO:0045776]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of heart contraction [GO:0045822]; negative regulation of hepatic stellate cell contraction [GO:0061875]; negative regulation of hydrolase activity [GO:0051346]; negative regulation of insulin secretion [GO:0046676]; negative regulation of iron ion transmembrane transport [GO:0034760]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of serotonin uptake [GO:0051612]; negative regulation of vasoconstriction [GO:0045906]; nitric oxide biosynthetic process [GO:0006809]; nitric oxide mediated signal transduction [GO:0007263]; peptidyl-cysteine S-nitrosylation [GO:0018119]; positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process [GO:0140196]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of guanylate cyclase activity [GO:0031284]; positive regulation of histone acetylation [GO:0035066]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of neuron death [GO:1901216]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of sodium ion transmembrane transport [GO:1902307]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transport [GO:0006813]; regulation of heart contraction [GO:0008016]; regulation of neurogenesis [GO:0050767]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of sensory perception of pain [GO:0051930]; regulation of sodium ion transport [GO:0002028]; response to estrogen [GO:0043627]; response to heat [GO:0009408]; response to hormone [GO:0009725]; response to lipopolysaccharide [GO:0032496]; response to peptide hormone [GO:0043434]; retrograde trans-synaptic signaling by nitric oxide [GO:0098924]; striated muscle contraction [GO:0006941]; synaptic signaling by nitric oxide [GO:0099163]; vasodilation [GO:0042311]; xenobiotic catabolic process [GO:0042178]","GO:0001917; GO:0002028; GO:0004517; GO:0005516; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005856; GO:0005886; GO:0006527; GO:0006809; GO:0006813; GO:0006816; GO:0006936; GO:0006941; GO:0007263; GO:0008016; GO:0008270; GO:0008285; GO:0009408; GO:0009725; GO:0010181; GO:0012506; GO:0014069; GO:0016020; GO:0016491; GO:0016529; GO:0017080; GO:0018119; GO:0019899; GO:0020037; GO:0030018; GO:0030141; GO:0030315; GO:0030425; GO:0031284; GO:0031965; GO:0032496; GO:0032991; GO:0033017; GO:0033137; GO:0033138; GO:0033555; GO:0034760; GO:0035066; GO:0042178; GO:0042311; GO:0042383; GO:0042582; GO:0042802; GO:0043066; GO:0043197; GO:0043267; GO:0043434; GO:0043524; GO:0043627; GO:0044305; GO:0044325; GO:0045121; GO:0045184; GO:0045202; GO:0045776; GO:0045822; GO:0045893; GO:0045906; GO:0045944; GO:0046676; GO:0046870; GO:0048148; GO:0048306; GO:0048471; GO:0050660; GO:0050661; GO:0050767; GO:0051117; GO:0051219; GO:0051346; GO:0051481; GO:0051612; GO:0051649; GO:0051926; GO:0051930; GO:0060078; GO:0061875; GO:0070402; GO:0071260; GO:0071363; GO:0071872; GO:0071944; GO:0097110; GO:0098735; GO:0098924; GO:0098978; GO:0099091; GO:0099092; GO:0099163; GO:0140196; GO:1900273; GO:1901216; GO:1902307"
"960",960,271379,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g23007.t1",0.951315168814306,0.0128005069263182,0.674410729954476,150,-20.72,"2 18","7 26",16,"68.75%","87.50%",NA,NA,NA,NA,NA
"963",963,272711,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g11119.t1",0.956099402283357,0.0109687919671977,0.670542603774795,147,-24.93,"2 21","312 337",23,"60.87%","69.57%",NA,NA,NA,NA,NA
"1000",1000,281703,"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g21081.t1",-0.895649530245634,0.0398252208363959,0.760878962620332,153,-21.56,"2 21","963 988",23,"69.57%","78.26%","Q6PAJ1","Breakpoint cluster region protein (EC 2.7.11.1)","Mus musculus (Mouse)","actin cytoskeleton organization [GO:0030036]; activation of GTPase activity [GO:0090630]; brain development [GO:0007420]; cell migration [GO:0016477]; cellular response to lipopolysaccharide [GO:0071222]; definitive hemopoiesis [GO:0060216]; establishment of localization in cell [GO:0051649]; focal adhesion assembly [GO:0048041]; homeostasis of number of cells [GO:0048872]; inner ear morphogenesis [GO:0042472]; intracellular protein transmembrane transport [GO:0065002]; keratinocyte differentiation [GO:0030216]; macrophage migration [GO:1905517]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of blood vessel remodeling [GO:0060313]; negative regulation of cellular extravasation [GO:0002692]; negative regulation of inflammatory response [GO:0050728]; negative regulation of macrophage migration [GO:1905522]; negative regulation of neutrophil degranulation [GO:0043314]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of respiratory burst [GO:0060268]; neuromuscular process controlling balance [GO:0050885]; neutrophil degranulation [GO:0043312]; phagocytosis [GO:0006909]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of phagocytosis [GO:0050766]; protein autophosphorylation [GO:0046777]; regulation of cell cycle [GO:0051726]; regulation of nitrogen compound metabolic process [GO:0051171]; regulation of Rho protein signal transduction [GO:0035023]; regulation of vascular permeability [GO:0043114]; renal system process [GO:0003014]; response to lipopolysaccharide [GO:0032496]; small GTPase mediated signal transduction [GO:0007264]","GO:0002692; GO:0003014; GO:0004674; GO:0005085; GO:0005096; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006909; GO:0007264; GO:0007420; GO:0014069; GO:0016020; GO:0016477; GO:0019899; GO:0030036; GO:0030216; GO:0030424; GO:0032496; GO:0032991; GO:0035023; GO:0042472; GO:0043114; GO:0043197; GO:0043312; GO:0043314; GO:0046777; GO:0048008; GO:0048041; GO:0048872; GO:0050728; GO:0050766; GO:0050804; GO:0050885; GO:0051171; GO:0051649; GO:0051726; GO:0060216; GO:0060268; GO:0060313; GO:0065002; GO:0071222; GO:0090630; GO:0098685; GO:0098978; GO:0099092; GO:0106310; GO:1905517; GO:1905522; GO:2000378"
"1040",1040,289856,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g27468.t1",-0.91377697540403,0.0299965016929089,0.730775150642326,150,-21.08,"2 11","35 55",9,"100.00%","100.00%","P17124","Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I)","Canis lupus familiaris (Dog) (Canis familiaris)","chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]","GO:0001696; GO:0004969; GO:0004993; GO:0005886; GO:0007187; GO:0007268; GO:0030425; GO:0030594; GO:0045202; GO:0045907"
"1048",1048,290775,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g27793.t1",0.895299567906285,0.0400235567571623,0.760878962620332,156,-24.19,"2 19","298 318",17,"76.47%","82.35%",NA,NA,NA,NA,NA
"1057",1057,294722,"Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g10367.t1",0.939433295590476,0.0177296181453451,0.674410729954476,169,-20.76,"2 20","265 284",18,"83.33%","88.89%","Q3TN34","MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)","Mus musculus (Mouse)","actin cytoskeleton reorganization [GO:0031532]; actin filament polymerization [GO:0030041]; bicellular tight junction assembly [GO:0070830]; endocytic recycling [GO:0032456]; neuron projection development [GO:0031175]; substrate adhesion-dependent cell spreading [GO:0034446]","GO:0005829; GO:0005886; GO:0005911; GO:0005923; GO:0030041; GO:0031005; GO:0031175; GO:0031267; GO:0031532; GO:0032432; GO:0032456; GO:0034446; GO:0042805; GO:0043005; GO:0046872; GO:0051015; GO:0055037; GO:0070830"
"1084",1084,304326,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g9583.t1",-0.895853447819999,0.0397097983597128,0.760878962620332,158,-20.7,"2 17","393 413",15,"80.00%","93.33%","Q3U9N9","Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1)","Mus musculus (Mouse)","aromatic amino acid transport [GO:0015801]; thyroid hormone generation [GO:0006590]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460]","GO:0005302; GO:0005886; GO:0006590; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016020; GO:0016323; GO:0030054; GO:0043231; GO:0070327; GO:0070460"
"1108",1108,312220,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g22048.t1a",-0.931929555088538,0.021100218742159,0.687095063784671,154,-20.25,"2 15","384 406",13,"76.92%","92.31%",NA,NA,NA,NA,NA
"1118",1118,315052,"Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g11546.t1",0.935369740436277,0.0195313397102345,0.687095063784671,164,-21.04,"2 18","35 60",20,"80.00%","80.00%","Q8A2I1","Chondroitin sulfate ABC exolyase (EC 4.2.2.21) (Chondroitin ABC exoeliminase) (Chondroitin ABC lyase II) (Chondroitin sulfate ABC lyase II) (ChS ABC lyase II) (Chondroitinase ABC II) (cABC II) (Exochondroitinase ABC)","Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)","carbohydrate metabolic process [GO:0005975]; chondroitin sulfate catabolic process [GO:0030207]","GO:0005576; GO:0005975; GO:0016837; GO:0030207; GO:0030246; GO:0030340; GO:0030341; GO:0033999; GO:0034000; GO:0034001; GO:0042597; GO:0046872"
"1146",1146,320626,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g16419.t1",0.973906530382202,0.00503992918544744,0.667107103030161,158,-20.2,"2 20","916 938",19,"73.68%","78.95%",NA,NA,NA,NA,NA
"1154",1154,321875,"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g15378.t1",0.883365219286887,0.0469708286266113,0.784629757022475,184,-33.52,"2 21","534 555",19,"89.47%","89.47%","Q5W111","SPRY domain-containing protein 7 (Chronic lymphocytic leukemia deletion region gene 6 protein) (CLL deletion region gene 6 protein)","Homo sapiens (Human)","",""
"1169",1169,326435,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g15470.t2",0.935624225190175,0.0194168522090323,0.68622048063014,172,-24.55,"2 21","1 20",19,"78.95%","84.21%",NA,NA,NA,NA,NA
"1171",1171,327403,"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g807.t1",0.878677365221589,0.049794458328203,0.792033204869879,159,-22.31,"2 17","203 225",16,"81.25%","87.50%",NA,NA,NA,NA,NA
"1179",1179,328544,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20080.t1",0.903300824014434,0.0355685565365483,0.754981681938833,161,-21.69,"2 18","101 122",16,"75.00%","87.50%",NA,NA,NA,NA,NA
"1206",1206,340290,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26469.t1",0.912014555696675,0.030912474796718,0.735287181227186,163,-22.32,"2 16","457 478",14,"85.71%","92.86%",NA,NA,NA,NA,NA
"1211",1211,343196,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21739.t1",0.886677870981431,0.0450072510711981,0.777999714745215,149,-20.57,"2 20","786 809",20,"70.00%","75.00%","O75146","Huntingtin-interacting protein 1-related protein (HIP1-related protein) (Huntingtin-interacting protein 12) (HIP-12)","Homo sapiens (Human)","actin filament organization [GO:0007015]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; clathrin coat assembly [GO:0048268]; digestive system development [GO:0055123]; endocytosis [GO:0006897]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of apoptotic process [GO:0043066]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]; positive regulation of apoptotic process [GO:0043065]; positive regulation of clathrin coat assembly [GO:1905445]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901030]; positive regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000588]; positive regulation of protein binding [GO:0032092]; postsynapse organization [GO:0099173]; protein stabilization [GO:0050821]; receptor-mediated endocytosis [GO:0006898]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of clathrin-dependent endocytosis [GO:2000369]; regulation of endocytosis [GO:0030100]; regulation of gastric acid secretion [GO:0060453]","GO:0005546; GO:0005547; GO:0005739; GO:0005829; GO:0005856; GO:0005886; GO:0005905; GO:0005938; GO:0006897; GO:0006898; GO:0006919; GO:0007015; GO:0014069; GO:0016324; GO:0017124; GO:0030100; GO:0030136; GO:0030276; GO:0030665; GO:0030837; GO:0032051; GO:0032092; GO:0032587; GO:0032839; GO:0032956; GO:0034316; GO:0035091; GO:0035615; GO:0042802; GO:0042803; GO:0043025; GO:0043065; GO:0043066; GO:0043197; GO:0043231; GO:0043325; GO:0045742; GO:0046982; GO:0048268; GO:0048471; GO:0050821; GO:0051015; GO:0055123; GO:0060453; GO:0080025; GO:0097060; GO:0098978; GO:0099173; GO:1901030; GO:1905445; GO:2000369; GO:2000588"
"1229",1229,348739,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g11181.t1",-0.931929555088539,0.021100218742159,0.687095063784671,155,-24.36,"2 22","277 301",22,"68.18%","77.27%",NA,NA,NA,NA,NA
"1239",1239,351847,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g16602.t1",-0.931929555088538,0.0211002187421591,0.687095063784671,160,-25.64,"2 22","620 646",24,"66.67%","75.00%",NA,NA,NA,NA,NA
"1276",1276,361511,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g293.t1",0.946921132127116,0.0145622346520463,0.674410729954476,159,-22.69,"2 21","971 995",22,"68.18%","77.27%",NA,NA,NA,NA,NA
"1277",1277,361515,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g293.t1",0.957927847162151,0.0102935712182265,0.667107103030161,146,-20.42,"2 11","820 841",9,"88.89%","100.00%",NA,NA,NA,NA,NA
"1279",1279,361807,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20424.t1",0.948259516464972,0.0140178042193319,0.674410729954476,160,-20.6,"2 13","344 365",11,"100.00%","100.00%","B2KI97","THO complex subunit 2 (Tho2)","Rhinolophus ferrumequinum (Greater horseshoe bat)","generation of neurons [GO:0048699]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; neuron development [GO:0048666]; RNA splicing [GO:0008380]","GO:0000347; GO:0003723; GO:0006397; GO:0006406; GO:0008380; GO:0016607; GO:0048666; GO:0048699"
"1290",1290,363631,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g15523.t1",-0.92197265677488,0.0258556042857837,0.710240348807966,149,-21.09,"2 14","281 302",12,"83.33%","83.33%","O18638","Out at first protein","Drosophila virilis (Fruit fly)","",""
"1309",1309,368849,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g3258.t1",-0.935139168288213,0.0196352577362362,0.687095063784671,164,-20.85,"2 21","274 295",19,"68.42%","84.21%",NA,NA,NA,NA,NA
"1315",1315,370340,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g6185.t1",0.908577108315554,0.032724213328085,0.743140785705893,155,-25.36,"2 21","735 761",24,"62.50%","75.00%","P86397","Hydroxyacyl-thioester dehydratase type 2, mitochondrial (HsHTD2) (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase)","Homo sapiens (Human)","fatty acid biosynthetic process [GO:0006633]; fatty-acyl-CoA biosynthetic process [GO:0046949]","GO:0004317; GO:0005730; GO:0005739; GO:0005759; GO:0006633; GO:0008659; GO:0008693; GO:0018812; GO:0019171; GO:0046949; GO:0047451"
"1320",1320,373331,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26465.t1",-0.880758144090648,0.0485347163548359,0.789106935479999,163,-22.32,"2 16","457 478",14,"85.71%","92.86%",NA,NA,NA,NA,NA
"1345",1345,381536,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g27884.t1",0.938753280969365,0.0180271679691958,0.674563131338574,147,-22.21,"2 21","784 811",25,"60.00%","68.00%","O16025","Allene oxide synthase-lipoxygenase protein [Includes: Allene oxide synthase (AOS) (EC 4.2.1.-) (Hydroperoxidehydrase); Arachidonate 8-lipoxygenase (EC 1.13.11.40)]","Plexaura homomalla (Black sea rod)","arachidonic acid metabolic process [GO:0019369]; fatty acid biosynthetic process [GO:0006633]; lipid oxidation [GO:0034440]; oxylipin biosynthetic process [GO:0031408]","GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677"
"1375",1375,389735,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g21320.t1",-0.891992812781145,0.0419129972573037,0.767758624992519,155,-21.34,"2 22","630 651",20,"65.00%","80.00%","D3ZG52","DNA replication ATP-dependent helicase/nuclease DNA2 (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]","Rattus norvegicus (Rat)","base-excision repair [GO:0006284]; DNA double-strand break processing [GO:0000729]; DNA replication [GO:0006260]; DNA replication checkpoint signaling [GO:0000076]; DNA replication, Okazaki fragment processing [GO:0033567]; DNA replication, removal of RNA primer [GO:0043137]; mitochondrial DNA repair [GO:0043504]; mitochondrial DNA replication [GO:0006264]; mitotic telomere maintenance via semi-conservative replication [GO:1902990]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; positive regulation of DNA replication [GO:0045740]; replication fork reversal [GO:0071932]; telomere maintenance [GO:0000723]","GO:0000076; GO:0000723; GO:0000729; GO:0000781; GO:0003677; GO:0003678; GO:0003723; GO:0004518; GO:0005524; GO:0005634; GO:0005737; GO:0006260; GO:0006264; GO:0006284; GO:0016887; GO:0016890; GO:0017108; GO:0017116; GO:0033567; GO:0042645; GO:0043137; GO:0043139; GO:0043504; GO:0045740; GO:0046872; GO:0051539; GO:0071932; GO:0090305; GO:1902990"
"1379",1379,391363,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1987.t1",-0.898459659089306,0.0382440601663563,0.760878962620332,161,-21.93,"2 22","89 111",20,"60.00%","85.00%","Q9LMG7","Probable inactive purple acid phosphatase 2","Arabidopsis thaliana (Mouse-ear cress)","protein insertion into mitochondrial outer membrane [GO:0045040]; protein targeting to mitochondrion [GO:0006626]; regulation of carbohydrate metabolic process [GO:0006109]","GO:0003993; GO:0005576; GO:0005739; GO:0005740; GO:0005768; GO:0005794; GO:0005802; GO:0006109; GO:0006626; GO:0009507; GO:0009941; GO:0030943; GO:0045040; GO:0046872"
"1382",1382,392221,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g1040.t1",0.927782650498652,0.0230427793900231,0.698759485874756,167,-20.16,"2 21","362 384",20,"75.00%","85.00%","Q5SUV1","Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (Putative heme chaperone)","Mus musculus (Mouse)","porphyrin-containing compound biosynthetic process [GO:0006779]","GO:0004109; GO:0005737; GO:0005739; GO:0006779; GO:0020037; GO:0046872; GO:0051539"
"1386",1386,394962,"Cluster_4039","Pocillopora_meandrina_HIv1___TS.g2795.t1",0.945855856746704,0.0150003756458595,0.674410729954476,176,-21.18,"2 21","753 774",19,"78.95%","89.47%",NA,NA,NA,NA,NA
"1393",1393,395944,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g13783.t1",-0.89208898995242,0.0418576524347325,0.767524380043074,163,-20.03,"2 21","377 399",20,"70.00%","85.00%",NA,NA,NA,NA,NA
"1412",1412,401804,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g22875.t1",-0.969434363395785,0.00638532169500294,0.667107103030161,147,-20.28,"2 19","811 832",18,"66.67%","83.33%","O22943","Probable glycosyltransferase STELLO1 (EC 2.4.-.-)","Arabidopsis thaliana (Mouse-ear cress)","plant-type cell wall cellulose biosynthetic process [GO:0052324]; regulation of plant-type cell wall cellulose biosynthetic process [GO:2001009]","GO:0000139; GO:0005768; GO:0005794; GO:0005802; GO:0016757; GO:0042802; GO:0052324; GO:2001009"
"1422",1422,405905,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.8567_t",0.903752805571931,0.0353219449190277,0.753761282147967,154,-20.25,"2 21","367 393",24,"62.50%","79.17%","O88809","Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)","Mus musculus (Mouse)","axon extension [GO:0048675]; axoneme assembly [GO:0035082]; brain development [GO:0007420]; central nervous system projection neuron axonogenesis [GO:0021952]; dendrite morphogenesis [GO:0048813]; hippocampus development [GO:0021766]; intracellular signal transduction [GO:0035556]; layer formation in cerebral cortex [GO:0021819]; neuron migration [GO:0001764]; photoreceptor cell development [GO:0042461]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of endocytosis [GO:0045807]; pyramidal neuron development [GO:0021860]; retina development in camera-type eye [GO:0060041]","GO:0001764; GO:0005737; GO:0005874; GO:0005930; GO:0007420; GO:0008017; GO:0019901; GO:0021766; GO:0021819; GO:0021860; GO:0021952; GO:0030424; GO:0030425; GO:0030426; GO:0035082; GO:0035556; GO:0042461; GO:0043005; GO:0043025; GO:0045807; GO:0048672; GO:0048675; GO:0048813; GO:0060041"
"1429",1429,408700,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g4243.t1",-0.946607718175211,0.0146906999869563,0.674410729954476,166,-22.72,"2 20","263 284",19,"78.95%","84.21%",NA,NA,NA,NA,NA
"1447",1447,416845,"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g11161.t1",-0.880732503165601,0.0485501776728136,0.789171442696658,163,-21.77,"2 21","138 161",21,"71.43%","80.95%","A8EZG1","DNA mismatch repair protein MutS","Rickettsia canadensis (strain McKiel)","mismatch repair [GO:0006298]","GO:0003684; GO:0005524; GO:0006298; GO:0030983; GO:0140664"
"1448",1448,416971,"Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g2284.t1",0.960253555050915,0.00945529270598953,0.667107103030161,162,-22.28,"2 21","818 838",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"1457",1457,419044,"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g16451.t1",-0.936247009323363,0.0191375971948677,0.683219116162687,160,-20.11,"2 21","470 491",19,"68.42%","78.95%","F7B113","Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Sodium/hydrogen exchanger) (Solute carrier family 9 member 9)","Equus caballus (Horse)","potassium ion transmembrane transport [GO:0071805]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]; sodium ion import across plasma membrane [GO:0098719]; sodium ion transmembrane transport [GO:0035725]","GO:0005886; GO:0010008; GO:0015385; GO:0015386; GO:0035725; GO:0042803; GO:0051453; GO:0055037; GO:0071805; GO:0098719; GO:1902600"
