"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"368",368,108054,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g13632.t1",-0.16456022816574,0.791424945638469,0.99052991621523,161,-22.64,"2 18","640 662",16,"81.25%","81.25%","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"369",369,108544,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g13274.t1",-0.692681263851769,0.194808345330695,0.910345409517423,151,-21.29,"2 21","1 22",21,"66.67%","71.43%",NA,NA,NA,NA,NA
"370",370,108616,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6476.t1",-0.662212874984225,0.223340010082465,0.926221159118667,147,-20.28,"2 19","556 577",18,"66.67%","83.33%",NA,NA,NA,NA,NA
"371",371,108647,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g15223.t1",-0.0944008474654208,0.879983867209924,0.996437424617108,157,-25.23,"2 21","50 75",23,"73.91%","78.26%","H2QII6","E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2)","Pan troglodytes (Chimpanzee)","mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; protein sumoylation [GO:0016925]","GO:0000413; GO:0003723; GO:0003755; GO:0005635; GO:0005642; GO:0005643; GO:0005737; GO:0006457; GO:0006607; GO:0016740; GO:0016925; GO:0031965; GO:0046872; GO:0051028"
"372",372,108831,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g14337.t1",0.448611899588178,0.448593062181303,0.97024921967979,158,-24.05,"2 17","363 384",15,"80.00%","93.33%",NA,NA,NA,NA,NA
"373",373,109077,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g23428.t1",0.375902756666604,0.532909205516012,0.973552982047016,155,-20.06,"2 12","281 302",10,"100.00%","100.00%",NA,NA,NA,NA,NA
"374",374,109481,"Cluster_5612","Pocillopora_meandrina_HIv1___TS.g15926.t1",-0.69111916024568,0.196244340117381,0.910345409517423,140,-21.89,"2 9","102 122",7,"100.00%","100.00%",NA,NA,NA,NA,NA
"375",375,109572,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g26186.t1",0.406296003908951,0.497295578351393,0.973552982047016,152,-22.25,"2 18","577 599",17,"70.59%","82.35%","A0JP70","WD repeat-containing protein 90","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","cilium assembly [GO:0060271]","GO:0005737; GO:0005814; GO:0060271"
"376",376,109584,"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g26186.t1",-0.691761555590829,0.195653445026432,0.910345409517423,160,-20.02,"2 19","781 801",17,"76.47%","88.24%","A0JP70","WD repeat-containing protein 90","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","cilium assembly [GO:0060271]","GO:0005737; GO:0005814; GO:0060271"
"377",377,109586,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g26186.t1",0.70881374967996,0.180155160166503,0.900037956413122,161,-20.06,"2 21","780 801",20,"75.00%","85.00%","A0JP70","WD repeat-containing protein 90","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","cilium assembly [GO:0060271]","GO:0005737; GO:0005814; GO:0060271"
"378",378,109726,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g7625.t1",0.285533235438453,0.641450060796553,0.977982859683049,155,-20.44,"2 21","668 690",20,"65.00%","80.00%",NA,NA,NA,NA,NA
"379",379,109793,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g13573.t1",-0.459040753203475,0.436760870014253,0.97024921967979,148,-20.37,"2 18","136 160",18,"61.11%","83.33%",NA,NA,NA,NA,NA
"380",380,110224,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g14291.t1",0.339079580664493,0.576692371365653,0.975486759137196,159,-23.63,"2 20","113 134",18,"72.22%","77.78%","Q6PA97","Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein homolog)","Xenopus laevis (African clawed frog)","cell differentiation [GO:0030154]","GO:0005783; GO:0005794; GO:0030154"
"381",381,110275,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g2557.t1",0.676096627009297,0.210203915075597,0.917126038663203,168,-22.96,"2 21","539 560",19,"78.95%","78.95%",NA,NA,NA,NA,NA
"382",382,110330,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g11024.t1",0.548597934982114,0.338321858294338,0.963554541504718,166,-22.94,"2 21","521 545",22,"77.27%","81.82%",NA,NA,NA,NA,NA
"383",383,110348,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g3769.t1a",-0.477305400607841,0.416212125298175,0.969384112656508,154,-20.37,"2 20","310 334",20,"65.00%","80.00%",NA,NA,NA,NA,NA
"384",384,111211,"Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g28567.t1",0.0161953914644103,0.979380288613028,0.999610930147471,159,-20.04,"2 20","592 611",18,"77.78%","88.89%","Q3B8H4","Rhombotin-1 (LIM domain only protein 1) (LMO-1)","Xenopus laevis (African clawed frog)","","GO:0005634; GO:0046872"
"385",385,111216,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28567.t1",-0.258321591228065,0.674790228539206,0.979115587552118,171,-26.68,"2 20","290 311",18,"77.78%","88.89%","Q3B8H4","Rhombotin-1 (LIM domain only protein 1) (LMO-1)","Xenopus laevis (African clawed frog)","","GO:0005634; GO:0046872"
"386",386,111667,"Cluster_21","Pocillopora_meandrina_HIv1___TS.g29054.t1",-0.111300419188789,0.858581034152602,0.996067076900065,144,-20.24,"2 20","232 255",21,"66.67%","71.43%","Q06442","Protein Wnt-5a","Ambystoma mexicanum (Axolotl)","anatomical structure development [GO:0048856]; Wnt signaling pathway [GO:0016055]","GO:0005102; GO:0005576; GO:0016055; GO:0048856"
"387",387,112090,"Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g12952.t1",0.0883498818330278,0.887655953134108,0.997033432013061,161,-21.46,"2 20","95 118",21,"71.43%","85.71%",NA,NA,NA,NA,NA
"388",388,112118,"Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g29225.t2",-0.337736174060703,0.578301930587331,0.975809408787736,143,-20.87,"2 21","920 937",19,"68.42%","68.42%","P23508","Colorectal mutant cancer protein (Protein MCC)","Homo sapiens (Human)","establishment of protein localization [GO:0045184]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of epithelial cell proliferation [GO:0050680]; signal transduction [GO:0007165]; Wnt signaling pathway [GO:0016055]","GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0010633; GO:0016055; GO:0030027; GO:0036464; GO:0038023; GO:0045184; GO:0050680; GO:0090090"
"389",389,112185,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g17995.t1",0.312019088481899,0.609268710075208,0.976732732570472,157,-23.61,"2 15","9 31",14,"85.71%","92.86%","G3M4F8","Octopamine receptor beta-2R (CsOA2B2)","Chilo suppressalis (Asiatic rice borer moth)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular response to amine stimulus [GO:0071418]; octopamine signaling pathway [GO:0071927]; tyramine signaling pathway [GO:0071928]","GO:0004989; GO:0005886; GO:0007189; GO:0008226; GO:0016020; GO:0071418; GO:0071927; GO:0071928"
"390",390,112478,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g22178.t1",-0.434030468227491,0.465252710508036,0.97024921967979,146,-20.65,"2 19","66 83",17,"70.59%","76.47%","Q9CWQ2","Zinc finger SWIM domain-containing protein 7 (SWIM domain-containing and Srs2-interacting protein 1 homolog)","Mus musculus (Mouse)","double-strand break repair via homologous recombination [GO:0000724]; protein stabilization [GO:0050821]","GO:0000724; GO:0005634; GO:0008270; GO:0050821; GO:0097196"
"391",391,112555,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g713.t1",-0.222627066183275,0.718901631451062,0.982359294247972,162,-22.73,"2 17","744 764",15,"86.67%","93.33%",NA,NA,NA,NA,NA
"392",392,112965,"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g26511.t1",-0.410451852333415,0.492465524105977,0.973552982047016,164,-22.97,"2 20","39 58",18,"77.78%","88.89%",NA,NA,NA,NA,NA
"393",393,113427,"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g17166.t1",-0.365029228130271,0.545768628219221,0.973552982047016,168,-23.47,"2 21","969 990",19,"73.68%","84.21%","Q9QZL2","Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (EC 2.8.2.21) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0) (GST-0)","Rattus norvegicus (Rat)","carbohydrate metabolic process [GO:0005975]; chondroitin sulfate biosynthetic process [GO:0030206]; N-acetylglucosamine metabolic process [GO:0006044]; peripheral nervous system axon regeneration [GO:0014012]; response to axon injury [GO:0048678]; sulfur compound metabolic process [GO:0006790]; T cell homeostasis [GO:0043029]","GO:0000139; GO:0001517; GO:0005794; GO:0005802; GO:0005975; GO:0006044; GO:0006790; GO:0008459; GO:0014012; GO:0030206; GO:0043029; GO:0048678; GO:0050698"
"394",394,114083,"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g13397.t1",0.390960314850999,0.515202876940005,0.973552982047016,160,-21.98,"2 21","463 484",19,"68.42%","78.95%",NA,NA,NA,NA,NA
"395",395,114311,"Cluster_2837","Pocillopora_meandrina_HIv1___TS.g7126.t1",-0.636348559223659,0.248383914441559,0.935575255437723,155,-23.62,"2 21","145 165",20,"80.00%","80.00%","P07524","Tyrosinase (EC 1.14.18.1) (Monophenol monooxygenase)","Streptomyces antibioticus","melanin biosynthetic process [GO:0042438]","GO:0004503; GO:0042438; GO:0046872"
"396",396,114419,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g10343.t1",0.906723839752342,0.0337146192139061,0.746402549010381,150,-20.76,"2 20","229 252",20,"65.00%","75.00%","W8W138","Beta-secretase (EC 3.4.23.-)","Strongylocentrotus purpuratus (Purple sea urchin)","amyloid-beta metabolic process [GO:0050435]; membrane protein ectodomain proteolysis [GO:0006509]; proteolysis [GO:0006508]","GO:0004190; GO:0005768; GO:0005802; GO:0005886; GO:0006508; GO:0006509; GO:0050435"
"397",397,114448,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g28552.t1",-0.550860283424147,0.335915644266422,0.962677201929446,152,-23.81,"2 18","401 423",17,"70.59%","82.35%","Q24155","Protein trunk","Drosophila melanogaster (Fruit fly)","terminal region determination [GO:0007362]; torso signaling pathway [GO:0008293]","GO:0005102; GO:0005122; GO:0005615; GO:0007362; GO:0008293; GO:0048018"
"398",398,115048,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g20449.t1",0.512833877109125,0.376912078490967,0.967743555596755,160,-21.37,"2 21","724 745",19,"68.42%","78.95%","Q5SZK8","FRAS1-related extracellular matrix protein 2 (ECM3 homolog)","Homo sapiens (Human)","anatomical structure morphogenesis [GO:0009653]; cell adhesion [GO:0007155]; cell communication [GO:0007154]; embryonic digit morphogenesis [GO:0042733]; eye development [GO:0001654]; heart development [GO:0007507]; inner ear development [GO:0048839]; kidney development [GO:0001822]; morphogenesis of an epithelium [GO:0002009]","GO:0001654; GO:0001822; GO:0002009; GO:0005604; GO:0005886; GO:0007154; GO:0007155; GO:0007507; GO:0009653; GO:0042733; GO:0046872; GO:0048839; GO:0062023; GO:0070062"
"399",399,115172,"Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g16524.t1",-0.523872544718671,0.364892938523375,0.96581459038264,153,-21.38,"2 20","7 31",22,"68.18%","77.27%","Q9VBW3","Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)","Drosophila melanogaster (Fruit fly)","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; Golgi organization [GO:0007030]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell size [GO:0045792]; positive regulation of kinase activity [GO:0033674]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of wound healing [GO:0090303]; protein phosphorylation [GO:0006468]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; wound healing [GO:0042060]","GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007156; GO:0007169; GO:0014068; GO:0016339; GO:0033674; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0090303"
"400",400,115248,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g17818.t1",-0.365792852503181,0.544863588066906,0.973552982047016,147,-25.53,"2 20","701 724",21,"71.43%","76.19%","Q9DAA6","Exosome complex component CSL4 (Exosome component 1)","Mus musculus (Mouse)","RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]","GO:0000176; GO:0000177; GO:0000178; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0006396; GO:0006401; GO:0101019"
"401",401,115640,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g30279.t1",-0.457024366469992,0.439043071803532,0.97024921967979,157,-21.18,"2 21","74 95",20,"70.00%","85.00%",NA,NA,NA,NA,NA
"402",402,115717,"Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g15983.t1",0.226008482936103,0.714705997544924,0.982185628634329,169,-25.16,"2 21","43 64",20,"80.00%","90.00%",NA,NA,NA,NA,NA
"403",403,116018,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g10090.t1",-0.333044733786977,0.583929271496433,0.976732732570472,161,-21,"2 19","879 901",18,"77.78%","83.33%",NA,NA,NA,NA,NA
"404",404,116425,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g26379.t1",-0.237549309324973,0.700411995785048,0.982185628634329,160,-22.76,"2 13","186 207",11,"100.00%","100.00%",NA,NA,NA,NA,NA
"405",405,116965,"Cluster_1068","Pocillopora_meandrina_HIv1___TS.g8977.t1",-0.499328054383381,0.391743310879879,0.967903306776112,150,-20.54,"2 17","953 973",15,"80.00%","80.00%","Q9FH82","Pectin acetylesterase 11 (EC 3.1.1.-)","Arabidopsis thaliana (Mouse-ear cress)","cell wall organization [GO:0071555]","GO:0005576; GO:0005886; GO:0009505; GO:0009506; GO:0052793; GO:0071555"
"406",406,117063,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g10780.t1",-0.857805395497689,0.0629754870458302,0.811505854351988,180,-25.45,"2 21","218 239",19,"84.21%","89.47%","Q6XUZ5","Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","Ovis aries (Sheep)","2-oxoglutarate metabolic process [GO:0006103]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]","GO:0000287; GO:0004450; GO:0005829; GO:0006097; GO:0006099; GO:0006102; GO:0006103; GO:0051287"
"407",407,118098,"Cluster_4572","Pocillopora_meandrina_HIv1___TS.g30044.t1",-0.487763671095396,0.40454914021281,0.968350308247485,168,-23.11,"2 21","139 160",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"408",408,118168,"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g9244.t1b",-0.708143819579238,0.180757136552791,0.900037956413122,156,-20.94,"2 17","3 24",15,"73.33%","86.67%",NA,NA,NA,NA,NA
"409",409,118488,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g20599.t1",0.126514047940313,0.839348058485166,0.994770429144229,147,-23.9,"2 18","971 997",20,"70.00%","75.00%",NA,NA,NA,NA,NA
"410",410,118610,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g14845.t1",0.950813862951001,0.0129977311084384,0.674410729954476,158,-23.77,"2 17","492 512",15,"80.00%","93.33%",NA,NA,NA,NA,NA
"411",411,118648,"Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g450.t1",0.199659115586219,0.747485351575362,0.985466733303337,158,-20.04,"2 20","504 529",22,"63.64%","81.82%",NA,NA,NA,NA,NA
"412",412,118687,"Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g21564.t1",0.152483006558519,0.806607607835741,0.992536697932021,162,-20.73,"2 20","153 174",19,"73.68%","84.21%","Q9CQR5","Zinc finger matrin-type protein 5 (U11/U12 small nuclear ribonucleoprotein 20 kDa protein) (U11/U12 snRNP 20 kDa protein)","Mus musculus (Mouse)","mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","GO:0005654; GO:0005689; GO:0006397; GO:0008270; GO:0008380"
"413",413,118956,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g2414.t1",0.462635265169586,0.4326991466641,0.97024921967979,166,-23.11,"2 19","873 894",17,"82.35%","82.35%","Q14432","cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A) (cGMP-inhibited cAMP phosphodiesterase) (cGI-PDE)","Homo sapiens (Human)","apoptotic signaling pathway [GO:0097190]; cAMP-mediated signaling [GO:0019933]; cellular response to cGMP [GO:0071321]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cGMP-mediated signaling [GO:0019934]; G protein-coupled receptor signaling pathway [GO:0007186]; lipid metabolic process [GO:0006629]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cAMP-mediated signaling [GO:0043951]; negative regulation of vascular permeability [GO:0043116]; oocyte maturation [GO:0001556]; positive regulation of oocyte development [GO:0060282]; positive regulation of vascular permeability [GO:0043117]; regulation of meiotic nuclear division [GO:0040020]; regulation of ribonuclease activity [GO:0060700]; response to xenobiotic stimulus [GO:0009410]; signal transduction [GO:0007165]","GO:0001556; GO:0004114; GO:0004115; GO:0004119; GO:0005829; GO:0006629; GO:0007165; GO:0007186; GO:0009410; GO:0016020; GO:0019933; GO:0019934; GO:0040020; GO:0043066; GO:0043116; GO:0043117; GO:0043951; GO:0046872; GO:0047555; GO:0060282; GO:0060700; GO:0071321; GO:0071560; GO:0097190; GO:0099130"
"414",414,119070,"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g14109.t1",-0.100220620221311,0.872609080336855,0.996087148068407,164,-21.25,"2 21","254 273",19,"84.21%","84.21%",NA,NA,NA,NA,NA
"415",415,119147,"Cluster_1015","Pocillopora_meandrina_HIv1___TS.g20601.t1",0.338634835170756,0.577225137284019,0.975597290611098,154,-21.5,"2 21","617 641",22,"68.18%","77.27%",NA,NA,NA,NA,NA
"416",416,119161,"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g20601.t1",0.183123715194642,0.768149423746971,0.986850296635573,167,-27.81,"2 21","946 968",20,"75.00%","85.00%",NA,NA,NA,NA,NA
"417",417,119429,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g28731.t1",-0.0779548992863489,0.900845359837686,0.997033432013061,147,-21.78,"2 21","107 129",20,"65.00%","70.00%","A0A2B4SJA1",NA,NA,NA,NA
"418",418,119523,"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g24174.t1",-0.366345688659271,0.544208554111819,0.973552982047016,161,-21.66,"2 20","964 987",21,"76.19%","80.95%",NA,NA,NA,NA,NA
"419",419,119725,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g4203.t1",0.412871137346377,0.489658307521495,0.973552982047016,159,-23.78,"2 16","807 828",14,"85.71%","85.71%","Q920Q4","Vacuolar protein sorting-associated protein 16 homolog (mVPS16)","Mus musculus (Mouse)","autophagosome maturation [GO:0097352]; endosomal transport [GO:0016197]; endosome to lysosome transport [GO:0008333]; intracellular protein transport [GO:0006886]; vacuole fusion, non-autophagic [GO:0042144]; viral entry into host cell [GO:0046718]","GO:0003779; GO:0005764; GO:0005765; GO:0005768; GO:0005769; GO:0005770; GO:0005776; GO:0005884; GO:0006886; GO:0008333; GO:0016197; GO:0030136; GO:0030424; GO:0030897; GO:0031901; GO:0031902; GO:0033263; GO:0042144; GO:0043025; GO:0046718; GO:0051015; GO:0055037; GO:0097352; GO:0098793"
"420",420,120216,"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.20147_t",0.775168409350026,0.123566914019946,0.871113836712996,145,-20.59,"2 18","207 228",16,"56.25%","81.25%",NA,NA,NA,NA,NA
"421",421,121453,"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g19628.t1",-0.349301976413466,0.564472135431127,0.97479005641748,170,-23.64,"2 21","678 698",19,"78.95%","89.47%",NA,NA,NA,NA,NA
"422",422,121785,"Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g18158.t1",-0.808014425394764,0.098020502262094,0.84977039981791,160,-21.91,"2 18","270 296",21,"76.19%","76.19%",NA,NA,NA,NA,NA
"423",423,121848,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g28186.t1",0.401260360011347,0.503161248683562,0.973552982047016,159,-21.85,"2 21","918 942",22,"63.64%","81.82%","Q8BKX6","Serine/threonine-protein kinase SMG1 (SMG-1) (EC 2.7.11.1) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein) (Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1)","Mus musculus (Mouse)","DNA repair [GO:0006281]; negative regulation of macroautophagy [GO:0016242]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of response to DNA damage stimulus [GO:2001020]; regulation of telomere maintenance [GO:0032204]; TOR signaling [GO:0031929]","GO:0000184; GO:0004674; GO:0004697; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006468; GO:0016242; GO:0018105; GO:0031929; GO:0031931; GO:0031932; GO:0032204; GO:0033391; GO:0042162; GO:0046777; GO:0046854; GO:0046872; GO:0106310; GO:2001020"
"424",424,121941,"Cluster_4118","Pocillopora_meandrina_HIv1___TS.g3864.t1",-0.22208509473264,0.719574415647624,0.982428629213983,162,-20.3,"2 20","785 807",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"425",425,122098,"Cluster_5612","Pocillopora_meandrina_HIv1___TS.g28029.t1a",0.54141078253268,0.345994299279933,0.964302057588133,160,-22.43,"2 20","407 427",19,"78.95%","84.21%",NA,NA,NA,NA,NA
"426",426,122255,"Cluster_1015","Pocillopora_meandrina_HIv1___TS.g7624.t1",0.212916086447211,0.730969234020273,0.983488024952819,159,-22.24,"2 20","163 184",18,"72.22%","77.78%",NA,NA,NA,NA,NA
"427",427,122574,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g22144.t1",-0.667046616743481,0.21874154066898,0.923204868187818,156,-27.77,"2 21","908 927",19,"78.95%","78.95%",NA,NA,NA,NA,NA
"428",428,122677,"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g18985.t1",0.557545293138841,0.328830756211301,0.959972412744201,171,-20.27,"2 20","852 873",18,"72.22%","94.44%",NA,NA,NA,NA,NA
"429",429,122974,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g29391.t1",-0.357257703170209,0.5549957986295,0.973839008969304,171,-21.45,"2 20","891 912",18,"77.78%","88.89%","C3ZQF9","QRFP-like peptide receptor","Branchiostoma floridae (Florida lancelet) (Amphioxus)","cellular response to peptide [GO:1901653]; G protein-coupled receptor signaling pathway [GO:0007186]","GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:1901653"
"430",430,123017,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g28032.t1",0.357742854994615,0.554418907026799,0.973839008969304,165,-24.76,"2 21","557 578",20,"80.00%","85.00%",NA,NA,NA,NA,NA
"431",431,123143,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1",-0.498958129840441,0.392151443810882,0.967903306776112,167,-24.74,"2 20","305 326",18,"77.78%","83.33%","P60881","Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)","Rattus norvegicus (Rat)","associative learning [GO:0008306]; axonogenesis [GO:0007409]; calcium ion-regulated exocytosis of neurotransmitter [GO:0048791]; endosomal transport [GO:0016197]; exocytic insertion of neurotransmitter receptor to postsynaptic membrane [GO:0098967]; exocytosis [GO:0006887]; growth hormone secretion [GO:0030252]; localization [GO:0051179]; locomotory behavior [GO:0007626]; long-term memory [GO:0007616]; long-term synaptic potentiation [GO:0060291]; neuron differentiation [GO:0030182]; neurotransmitter receptor internalization [GO:0099590]; neurotransmitter secretion [GO:0007269]; positive regulation of hormone secretion [GO:0046887]; positive regulation of insulin secretion [GO:0032024]; presynaptic dense core vesicle exocytosis [GO:0099525]; regulation of establishment of protein localization [GO:0070201]; regulation of neuron projection development [GO:0010975]; regulation of synapse assembly [GO:0051963]; sleep [GO:0030431]; SNARE complex assembly [GO:0035493]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle priming [GO:0016082]; vesicle fusion [GO:0006906]","GO:0000149; GO:0001917; GO:0005249; GO:0005484; GO:0005737; GO:0005768; GO:0005802; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006906; GO:0007269; GO:0007409; GO:0007616; GO:0007626; GO:0008021; GO:0008076; GO:0008289; GO:0008306; GO:0010975; GO:0015629; GO:0016020; GO:0016079; GO:0016082; GO:0016197; GO:0017022; GO:0017075; GO:0019904; GO:0019905; GO:0030027; GO:0030175; GO:0030182; GO:0030252; GO:0030424; GO:0030426; GO:0030431; GO:0031201; GO:0031234; GO:0031629; GO:0032024; GO:0035493; GO:0036477; GO:0042734; GO:0043005; GO:0043025; GO:0043195; GO:0043229; GO:0044295; GO:0044325; GO:0045121; GO:0045202; GO:0046887; GO:0047485; GO:0048306; GO:0048471; GO:0048787; GO:0048791; GO:0051179; GO:0051963; GO:0060090; GO:0060291; GO:0070032; GO:0070033; GO:0070044; GO:0070201; GO:0097470; GO:0098793; GO:0098794; GO:0098888; GO:0098967; GO:0098978; GO:0099525; GO:0099590"
