Entry	GeneID	Gene Ontology IDs
O93507	gene-Pocillopora_meandrina_HIv1___RNAseq.g17307.t1	GO:0000978; GO:0000981; GO:0001525; GO:0001568; GO:0001570; GO:0003007; GO:0003160; GO:0003677; GO:0005634; GO:0006357; GO:0007507; GO:0019827; GO:0030097; GO:0030099; GO:0030218; GO:0030878; GO:0035050; GO:0035162; GO:0043565; GO:0045603; GO:0046983; GO:0048368; GO:0048823; GO:0048844; GO:0060214; GO:0060215; GO:0060216; GO:0060217; GO:0060218
O93525	gene-Pocillopora_meandrina_HIv1___RNAseq.g1093.t1	GO:0001649; GO:0005615; GO:0009953; GO:0030514; GO:0051151; GO:0051216; GO:1902747
O93853	gene-Pocillopora_meandrina_HIv1___RNAseq.g4833.t1	GO:0005743; GO:0009916; GO:0010230; GO:0046872
O93856	gene-Pocillopora_meandrina_HIv1___RNAseq.g8676.t1	GO:0003925; GO:0005525; GO:0005886; GO:0007165
O94235	gene-Pocillopora_meandrina_HIv1___TS.g790.t1	GO:0000776; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005829; GO:0007059; GO:0007094; GO:0007127; GO:0033316; GO:0034501; GO:0051301; GO:0106310; GO:1990813
O94761	gene-Pocillopora_meandrina_HIv1___RNAseq.g11916.t1	GO:0000405; GO:0000723; GO:0000724; GO:0000781; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0009378; GO:0016020; GO:0016887; GO:0032357; GO:0046872; GO:0061820; GO:0061821; GO:1990814
O94762	gene-Pocillopora_meandrina_HIv1___RNAseq.g6857.t1	GO:0000278; GO:0000724; GO:0000993; GO:0003677; GO:0003678; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005657; GO:0005694; GO:0005737; GO:0005829; GO:0006259; GO:0006260; GO:0006281; GO:0009378; GO:0016887; GO:0034244; GO:0042802; GO:0043138; GO:0046872; GO:0051301; GO:0051304; GO:0071466; GO:0072757; GO:0097550; GO:1990414; GO:1990506; GO:2000042
O94766	gene-Pocillopora_meandrina_HIv1___RNAseq.g24444.t1	GO:0000139; GO:0005794; GO:0005801; GO:0005975; GO:0006024; GO:0006486; GO:0015012; GO:0015018; GO:0015020; GO:0016020; GO:0043085; GO:0046872; GO:0050650; GO:0050651; GO:0070062; GO:0072542; GO:0090316
O94766	gene-Pocillopora_meandrina_HIv1___RNAseq.g1657.t1	GO:0000139; GO:0005794; GO:0005801; GO:0005975; GO:0006024; GO:0006486; GO:0015012; GO:0015018; GO:0015020; GO:0016020; GO:0043085; GO:0046872; GO:0050650; GO:0050651; GO:0070062; GO:0072542; GO:0090316
O94830	gene-Pocillopora_meandrina_HIv1___RNAseq.g3731.t1	GO:0000266; GO:0004620; GO:0004806; GO:0005737; GO:0005793; GO:0005794; GO:0005829; GO:0007626; GO:0008542; GO:0016020; GO:0019433; GO:0030134; GO:0034389; GO:0034451; GO:0046872; GO:0090141; GO:0120516
O94844	gene-Pocillopora_meandrina_HIv1___RNAseq.g1953.t1	GO:0003924; GO:0005525; GO:0005856; GO:0005886; GO:0007015; GO:0007163; GO:0007165; GO:0007264; GO:0008360; GO:0010008; GO:0019901; GO:0030865; GO:0031410; GO:0032956; GO:0042995
O94889	gene-Pocillopora_meandrina_HIv1___RNAseq.g334.t1	GO:0005737; GO:0016567; GO:0031463; GO:0043161; GO:0051301; GO:1901992; GO:1990756
O94889	gene-Pocillopora_meandrina_HIv1___RNAseq.g3892.t1	GO:0005737; GO:0016567; GO:0031463; GO:0043161; GO:0051301; GO:1901992; GO:1990756
O94889	gene-Pocillopora_meandrina_HIv1___RNAseq.g4609.t1b	GO:0005737; GO:0016567; GO:0031463; GO:0043161; GO:0051301; GO:1901992; GO:1990756
O94915	gene-Pocillopora_meandrina_HIv1___RNAseq.g18983.t2	GO:0000902; GO:0005938; GO:0030427; GO:0031175
O94919	gene-Pocillopora_meandrina_HIv1___RNAseq.g413.t1	GO:0003676; GO:0004519; GO:0005576; GO:0005829; GO:0016020; GO:0045087; GO:0046872; GO:0070062
O94925	gene-Pocillopora_meandrina_HIv1___RNAseq.g24293.t1	GO:0001967; GO:0002087; GO:0004359; GO:0005739; GO:0005759; GO:0005829; GO:0006537; GO:0006543; GO:0007268; GO:0045202; GO:0051289; GO:0090461
O94993	gene-Pocillopora_meandrina_HIv1___RNAseq.g17421.t1	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0007286; GO:0008013; GO:0010369; GO:0030178; GO:0031960; GO:0043231; GO:0045944; GO:0120211; GO:1990837
O95071	gene-Pocillopora_meandrina_HIv1___TS.g24988.t1b	GO:0000209; GO:0000785; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006974; GO:0008270; GO:0010628; GO:0016020; GO:0032991; GO:0033696; GO:0034450; GO:0035519; GO:0042307; GO:0043130; GO:0043161; GO:0045879; GO:0048471; GO:0050847; GO:0061630; GO:0070936; GO:0070979; GO:0071629; GO:0071630; GO:0090263; GO:0140455; GO:0140861; GO:0141198
O95084	gene-Pocillopora_meandrina_HIv1___RNAseq.g30119.t1	GO:0004252; GO:0005634; GO:0005788; GO:0006508; GO:0070062
O95084	gene-Pocillopora_meandrina_HIv1___RNAseq.g27495.t1	GO:0004252; GO:0005634; GO:0005788; GO:0006508; GO:0070062
O95163	gene-Pocillopora_meandrina_HIv1___RNAseq.g8160.t1	GO:0000049; GO:0002098; GO:0002926; GO:0005634; GO:0005737; GO:0005829; GO:0006417; GO:0033588
O95198	gene-Pocillopora_meandrina_HIv1___RNAseq.g11607.t1	GO:0001726; GO:0003779; GO:0005737; GO:0005829; GO:0015629; GO:0016567; GO:0030027; GO:0031463; GO:0042802; GO:0043161; GO:1990756
O95198	gene-Pocillopora_meandrina_HIv1___TS.g7703.t1	GO:0001726; GO:0003779; GO:0005737; GO:0005829; GO:0015629; GO:0016567; GO:0030027; GO:0031463; GO:0042802; GO:0043161; GO:1990756
O95251	gene-Pocillopora_meandrina_HIv1___RNAseq.g20859.t1	GO:0000123; GO:0000775; GO:0000785; GO:0001558; GO:0001779; GO:0003682; GO:0003688; GO:0003712; GO:0004402; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006260; GO:0006275; GO:0006281; GO:0006355; GO:0006357; GO:0008270; GO:0010484; GO:0010485; GO:0018393; GO:0030174; GO:0030217; GO:0031098; GO:0032786; GO:0036408; GO:0036409; GO:0043994; GO:0043995; GO:0043996; GO:0043997; GO:0044016; GO:0045648; GO:0045740; GO:0045815; GO:0045944; GO:0051726; GO:0072708; GO:0072710; GO:0072716; GO:0072720; GO:0072739; GO:0090734; GO:0140889; GO:1900182; GO:1902035; GO:2000278; GO:2000819
O95363	gene-Pocillopora_meandrina_HIv1___RNAseq.g8346.t1	GO:0000049; GO:0004826; GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006418; GO:0006432; GO:0008033
O95394	gene-Pocillopora_meandrina_HIv1___RNAseq.g8672.t1	GO:0000287; GO:0004610; GO:0005829; GO:0005975; GO:0006041; GO:0006048; GO:0006487; GO:0006493; GO:0007283; GO:0030097
O95405	gene-Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b	GO:0005545; GO:0005769; GO:0005829; GO:0006897; GO:0007179; GO:0008270; GO:0016197; GO:0019904; GO:0031901; GO:0032991; GO:0043231
O95425	gene-Pocillopora_meandrina_HIv1___RNAseq.g481.t1	GO:0002102; GO:0005546; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0007519; GO:0008154; GO:0015629; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0042995; GO:0043034; GO:0051014; GO:0051015; GO:0051016
O95425	gene-Pocillopora_meandrina_HIv1___RNAseq.g483.t1b	GO:0002102; GO:0005546; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0007519; GO:0008154; GO:0015629; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0042995; GO:0043034; GO:0051014; GO:0051015; GO:0051016
O95425	gene-Pocillopora_meandrina_HIv1___RNAseq.g25913.t1b	GO:0002102; GO:0005546; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0007519; GO:0008154; GO:0015629; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0042995; GO:0043034; GO:0051014; GO:0051015; GO:0051016
O95425	gene-Pocillopora_meandrina_HIv1___RNAseq.g25915.t2	GO:0002102; GO:0005546; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0007519; GO:0008154; GO:0015629; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0042995; GO:0043034; GO:0051014; GO:0051015; GO:0051016
O95427	gene-Pocillopora_meandrina_HIv1___RNAseq.g1866.t1	GO:0005789; GO:0005829; GO:0005886; GO:0006506; GO:0016020; GO:0051377
O95433	gene-Pocillopora_meandrina_HIv1___RNAseq.g5864.t1	GO:0001671; GO:0005783; GO:0005829; GO:0006457; GO:0032781; GO:0036506; GO:0044183; GO:0045296; GO:0051082; GO:0051087; GO:0051879; GO:0070062
O95479	gene-Pocillopora_meandrina_HIv1___RNAseq.g1620.t1	GO:0004345; GO:0005783; GO:0005788; GO:0006006; GO:0009051; GO:0016529; GO:0017057; GO:0030246; GO:0031667; GO:0047934; GO:0047935; GO:0050661; GO:0097305; GO:2000064
O95486	gene-Pocillopora_meandrina_HIv1___TS.g29546.t1a	GO:0000149; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0008270; GO:0012507; GO:0030127; GO:0032374; GO:0042632; GO:0050714; GO:0070971; GO:0090110
O95490	gene-Pocillopora_meandrina_HIv1___RNAseq.g11698.t1	GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0016524; GO:0030246; GO:0045211; GO:1904861
O95551	gene-Pocillopora_meandrina_HIv1___RNAseq.g14377.t1	GO:0000287; GO:0003697; GO:0003714; GO:0004518; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006302; GO:0007166; GO:0016235; GO:0016604; GO:0016605; GO:0030145; GO:0036317; GO:0048666; GO:0070260
O95573	gene-Pocillopora_meandrina_HIv1___RNAseq.g15912.t1	GO:0001676; GO:0004467; GO:0005524; GO:0005741; GO:0005778; GO:0005783; GO:0005789; GO:0005794; GO:0005811; GO:0005886; GO:0006631; GO:0016020; GO:0019901; GO:0019904; GO:0030182; GO:0031956; GO:0034379; GO:0035336; GO:0035338; GO:0042998; GO:0044539; GO:0047676; GO:0048471; GO:0051047; GO:0090433; GO:2001247
O95613	gene-Pocillopora_meandrina_HIv1___TS.g21661.t1	GO:0000226; GO:0005516; GO:0005813; GO:0005814; GO:0005829; GO:0005874; GO:0007020; GO:0007052; GO:0007165; GO:0016020; GO:0034451; GO:0060090; GO:0060271; GO:0090316
O95619	gene-Pocillopora_meandrina_HIv1___RNAseq.g13486.t1	GO:0000278; GO:0000786; GO:0005200; GO:0005634; GO:0005654; GO:0006338; GO:0006355; GO:0006357; GO:0016363; GO:0031965; GO:0035267; GO:0042393; GO:0042981; GO:0045893; GO:0051726; GO:0140044; GO:0140119; GO:1905168; GO:2000779
O95714	gene-Pocillopora_meandrina_HIv1___RNAseq.g19049.t1b	GO:0005085; GO:0005634; GO:0005654; GO:0005737; GO:0005814; GO:0005829; GO:0005886; GO:0006281; GO:0006886; GO:0006974; GO:0007283; GO:0008270; GO:0016020; GO:0016567; GO:0030182; GO:0031625; GO:0032183; GO:0043161; GO:0045746; GO:0061630
O95721	gene-Pocillopora_meandrina_HIv1___RNAseq.g21593.t1	GO:0000139; GO:0000421; GO:0005484; GO:0005737; GO:0005739; GO:0005776; GO:0005813; GO:0005829; GO:0005886; GO:0006887; GO:0006903; GO:0015031; GO:0016082; GO:0016240; GO:0019905; GO:0020018; GO:0031201; GO:0031629; GO:0035577; GO:0060271; GO:0061025; GO:0097352; GO:0098793
O95786	gene-Pocillopora_meandrina_HIv1___RNAseq.g6986.t1	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0034344; GO:0038187; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1990904
O95786	gene-Pocillopora_meandrina_HIv1___RNAseq.g3534.t2	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0034344; GO:0038187; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1990904
O95822	gene-Pocillopora_meandrina_HIv1___RNAseq.g23518.t1	GO:0002931; GO:0005737; GO:0005739; GO:0005759; GO:0005777; GO:0005782; GO:0005829; GO:0006085; GO:0006633; GO:0006637; GO:0007584; GO:0010906; GO:0019395; GO:0031998; GO:0042802; GO:0046321; GO:0050080; GO:2001294
O95876	gene-Pocillopora_meandrina_HIv1___RNAseq.g29814.t1	GO:0001736; GO:0001822; GO:0002093; GO:0005886; GO:0005929; GO:0005930; GO:0007224; GO:0007399; GO:0010762; GO:0016476; GO:0021915; GO:0032185; GO:0032880; GO:0035091; GO:0042073; GO:0042733; GO:0043010; GO:0043587; GO:0044782; GO:0045184; GO:0051893; GO:0055123; GO:0060021; GO:0060271; GO:0060541; GO:0072359; GO:0090521; GO:0097541; GO:1900027; GO:1902017; GO:2000114
O95935	gene-Pocillopora_meandrina_HIv1___RNAseq.g24037.t1	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001708; GO:0001756; GO:0003163; GO:0005634; GO:0005654; GO:0006357; GO:0016331; GO:0021999; GO:0042803; GO:0045893; GO:0051145; GO:0060930; GO:0060931; GO:0072189; GO:0090090; GO:0090103; GO:0090571; GO:0098907; GO:1990837
O96013	gene-Pocillopora_meandrina_HIv1___RNAseq.g10031.t1	GO:0001558; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005794; GO:0005829; GO:0005912; GO:0005925; GO:0006915; GO:0007010; GO:0007165; GO:0009267; GO:0016477; GO:0035556; GO:0043408; GO:0045766; GO:0060996; GO:0098641; GO:0106310; GO:2000352
O96019	gene-Pocillopora_meandrina_HIv1___RNAseq.g10998.t1	GO:0000723; GO:0000776; GO:0000785; GO:0000786; GO:0001825; GO:0003407; GO:0003682; GO:0003713; GO:0005634; GO:0005654; GO:0005886; GO:0006275; GO:0006281; GO:0006282; GO:0006310; GO:0006338; GO:0006355; GO:0006357; GO:0007165; GO:0007399; GO:0008284; GO:0016363; GO:0016514; GO:0016586; GO:0021510; GO:0030071; GO:0031011; GO:0032991; GO:0033044; GO:0035060; GO:0035267; GO:0042981; GO:0045582; GO:0045596; GO:0045597; GO:0045663; GO:0045739; GO:0045893; GO:0045995; GO:0051726; GO:0060382; GO:0070316; GO:0071564; GO:0140288; GO:1902459; GO:1904507; GO:1905168; GO:2000045; GO:2000779; GO:2000781; GO:2000819
O96028	gene-Pocillopora_meandrina_HIv1___TS.g17121.t2	GO:0000122; GO:0000785; GO:0003149; GO:0003289; GO:0003290; GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006302; GO:0006355; GO:0008270; GO:0032259; GO:0042799; GO:0043565; GO:0046975; GO:0048298; GO:0060348; GO:0070201; GO:0140938; GO:0140954; GO:0140955; GO:2001032
O96099	gene-Pocillopora_meandrina_HIv1___RNAseq.g11963.t1	GO:0005886; GO:0006629; GO:0006636; GO:0016491; GO:0016717; GO:0046872; GO:0102866
O96107	gene-Pocillopora_meandrina_HIv1___RNAseq.g12071.t1	GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016020
O96347	gene-Pocillopora_meandrina_HIv1___RNAseq.g4387.t1	GO:0004784; GO:0005759; GO:0030145
O96390	gene-Pocillopora_meandrina_HIv1___RNAseq.g22382.t1	GO:0000281; GO:0001891; GO:0003924; GO:0005525; GO:0005737; GO:0005856; GO:0005886; GO:0005938; GO:0007015; GO:0007163; GO:0007165; GO:0007264; GO:0008360; GO:0019901; GO:0019953; GO:0030865; GO:0031410; GO:0032956; GO:0042995; GO:0044354; GO:1902351
O97555	gene-Pocillopora_meandrina_HIv1___RNAseq.g25481.t1	GO:0005093; GO:0005096; GO:0005794; GO:0005829; GO:0015031; GO:0016192; GO:0032482; GO:0050771; GO:0090315
O97590	gene-Pocillopora_meandrina_HIv1___RNAseq.2280_t	GO:0002020; GO:0005615; GO:0008191; GO:0009725; GO:0031012; GO:0034097; GO:0051045
O97592	gene-Pocillopora_meandrina_HIv1___RNAseq.g24045.t1	GO:0003779; GO:0005737; GO:0005856; GO:0007519; GO:0008270; GO:0016010; GO:0042383; GO:0045211; GO:0048666; GO:0055001; GO:0090257; GO:0099536; GO:0120025
O97661	gene-Pocillopora_meandrina_HIv1___RNAseq.g21630.t1	GO:0004930; GO:0005886; GO:0007218; GO:0007631; GO:0016499; GO:0032870; GO:0051480
O97725	gene-Pocillopora_meandrina_HIv1___RNAseq.g25575.t1	GO:0005739; GO:0005743; GO:0045271
O97860	gene-Pocillopora_meandrina_HIv1___TS.g3285.t1	GO:0003993; GO:0005764; GO:0008198; GO:0008199; GO:0045453
O97902	gene-Pocillopora_meandrina_HIv1___RNAseq.g3941.t1	GO:0000139; GO:0002102; GO:0005096; GO:0008270; GO:0032588; GO:0060271; GO:0061512; GO:1903527
P00125	gene-Pocillopora_meandrina_HIv1___RNAseq.g12153.t1	GO:0005739; GO:0005743; GO:0006122; GO:0008121; GO:0020037; GO:0045275; GO:0046872
P00189	gene-Pocillopora_meandrina_HIv1___RNAseq.g27745.t1	GO:0005506; GO:0005739; GO:0005743; GO:0006700; GO:0006704; GO:0008203; GO:0008386; GO:0020037; GO:0034650; GO:0042359; GO:0071375
P00504	gene-Pocillopora_meandrina_HIv1___RNAseq.g3465.t1	GO:0004069; GO:0004609; GO:0005829; GO:0006094; GO:0006103; GO:0006107; GO:0006114; GO:0006531; GO:0006532; GO:0006533; GO:0006536; GO:0007219; GO:0019550; GO:0030170; GO:0032869; GO:0043490; GO:0047801; GO:0051384; GO:0055089
P00516	gene-Pocillopora_meandrina_HIv1___RNAseq.g29460.t1	GO:0004692; GO:0005246; GO:0005524; GO:0005737; GO:0005829; GO:0007165; GO:0030553; GO:0042802; GO:0043087; GO:0090331; GO:0106310
P00516	gene-Pocillopora_meandrina_HIv1___RNAseq.g2184.t1	GO:0004692; GO:0005246; GO:0005524; GO:0005737; GO:0005829; GO:0007165; GO:0030553; GO:0042802; GO:0043087; GO:0090331; GO:0106310
P00532	gene-Pocillopora_meandrina_HIv1___RNAseq.g19350.t1	GO:0004674; GO:0005524; GO:0106310
P00541	gene-Pocillopora_meandrina_HIv1___RNAseq.g29137.t1	GO:0004715; GO:0005524
P00639	gene-Pocillopora_meandrina_HIv1___RNAseq.g10500.t1	GO:0002283; GO:0002673; GO:0003677; GO:0003779; GO:0004530; GO:0005576; GO:0005634; GO:0005635; GO:0006308; GO:0006915; GO:0042588; GO:0070948
P00727	gene-Pocillopora_meandrina_HIv1___TS.g9665.t1	GO:0004180; GO:0005737; GO:0005739; GO:0006508; GO:0008233; GO:0016805; GO:0030145; GO:0070006; GO:0097718
P00734	gene-Pocillopora_meandrina_HIv1___RNAseq.g436.t1	GO:0001530; GO:0004252; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0006508; GO:0006953; GO:0007166; GO:0007596; GO:0008083; GO:0008201; GO:0008284; GO:0008360; GO:0009611; GO:0010544; GO:0030168; GO:0030193; GO:0030194; GO:0030195; GO:0030307; GO:0032024; GO:0032967; GO:0042730; GO:0045861; GO:0046427; GO:0048018; GO:0048712; GO:0051281; GO:0051480; GO:0051838; GO:0051897; GO:0051918; GO:0061844; GO:0062023; GO:0070053; GO:0070062; GO:0070493; GO:0070945; GO:0072562; GO:1900016; GO:1900182; GO:1900738; GO:1990806; GO:2000379
P00734	gene-Pocillopora_meandrina_HIv1___RNAseq.g434.t1	GO:0001530; GO:0004252; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0006508; GO:0006953; GO:0007166; GO:0007596; GO:0008083; GO:0008201; GO:0008284; GO:0008360; GO:0009611; GO:0010544; GO:0030168; GO:0030193; GO:0030194; GO:0030195; GO:0030307; GO:0032024; GO:0032967; GO:0042730; GO:0045861; GO:0046427; GO:0048018; GO:0048712; GO:0051281; GO:0051480; GO:0051838; GO:0051897; GO:0051918; GO:0061844; GO:0062023; GO:0070053; GO:0070062; GO:0070493; GO:0070945; GO:0072562; GO:1900016; GO:1900182; GO:1900738; GO:1990806; GO:2000379
P00734	gene-Pocillopora_meandrina_HIv1___RNAseq.g438.t1	GO:0001530; GO:0004252; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0006508; GO:0006953; GO:0007166; GO:0007596; GO:0008083; GO:0008201; GO:0008284; GO:0008360; GO:0009611; GO:0010544; GO:0030168; GO:0030193; GO:0030194; GO:0030195; GO:0030307; GO:0032024; GO:0032967; GO:0042730; GO:0045861; GO:0046427; GO:0048018; GO:0048712; GO:0051281; GO:0051480; GO:0051838; GO:0051897; GO:0051918; GO:0061844; GO:0062023; GO:0070053; GO:0070062; GO:0070493; GO:0070945; GO:0072562; GO:1900016; GO:1900182; GO:1900738; GO:1990806; GO:2000379
P00741	gene-Pocillopora_meandrina_HIv1___RNAseq.g6707.t1	GO:0000287; GO:0004175; GO:0004252; GO:0005509; GO:0005615; GO:0005788; GO:0006508; GO:0007596; GO:0031638
P00761	gene-Pocillopora_meandrina_HIv1___RNAseq.g1363.t1	GO:0004252; GO:0005615; GO:0006508; GO:0007586; GO:0046872
P00761	gene-Pocillopora_meandrina_HIv1___RNAseq.g1364.t1	GO:0004252; GO:0005615; GO:0006508; GO:0007586; GO:0046872
P00762	gene-Pocillopora_meandrina_HIv1___RNAseq.g29128.t1	GO:0004252; GO:0005615; GO:0006508; GO:0007584; GO:0007586; GO:0031000; GO:0035094; GO:0046872; GO:1905640
P00762	gene-Pocillopora_meandrina_HIv1___RNAseq.g7549.t1	GO:0004252; GO:0005615; GO:0006508; GO:0007584; GO:0007586; GO:0031000; GO:0035094; GO:0046872; GO:1905640
P00762	gene-Pocillopora_meandrina_HIv1___RNAseq.g28982.t1	GO:0004252; GO:0005615; GO:0006508; GO:0007584; GO:0007586; GO:0031000; GO:0035094; GO:0046872; GO:1905640
P00765	gene-Pocillopora_meandrina_HIv1___TS.g6447.t1	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0046872
P00765	gene-Pocillopora_meandrina_HIv1___RNAseq.g9310.t1	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0046872
P00765	gene-Pocillopora_meandrina_HIv1___RNAseq.g29240.t1	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0046872
P00765	gene-Pocillopora_meandrina_HIv1___RNAseq.g16196.t1	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0046872
P00766	gene-Pocillopora_meandrina_HIv1___RNAseq.g8426.t1	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0097180; GO:0097655
P00918	gene-Pocillopora_meandrina_HIv1___RNAseq.g22341.t1	GO:0002009; GO:0004064; GO:0004089; GO:0005737; GO:0005829; GO:0005886; GO:0008270; GO:0015670; GO:0018820; GO:0032230; GO:0032849; GO:0038166; GO:0043209; GO:0044070; GO:0045177; GO:0046903; GO:0051453; GO:0070050; GO:0070062; GO:2001150; GO:2001225
P00922	gene-Pocillopora_meandrina_HIv1___RNAseq.g30284.t1	GO:0004089; GO:0005737; GO:0005886; GO:0008270; GO:0015670; GO:0018820; GO:0038166; GO:0044070; GO:0045177; GO:0051453; GO:2001150
P00992	gene-Pocillopora_meandrina_HIv1___RNAseq.g20470.t1	GO:0004867; GO:0005615
P00993	gene-Pocillopora_meandrina_HIv1___RNAseq.g2182.t1	GO:0004867; GO:0005576
P01122	gene-Pocillopora_meandrina_HIv1___RNAseq.g25468.t1	GO:0003924; GO:0005525; GO:0005886; GO:0007264
P01122	gene-Pocillopora_meandrina_HIv1___RNAseq.g25467.t1	GO:0003924; GO:0005525; GO:0005886; GO:0007264
P01122	gene-Pocillopora_meandrina_HIv1___RNAseq.g25466.t1	GO:0003924; GO:0005525; GO:0005886; GO:0007264
P01122	gene-Pocillopora_meandrina_HIv1___RNAseq.g25472.t1	GO:0003924; GO:0005525; GO:0005886; GO:0007264
P01122	gene-Pocillopora_meandrina_HIv1___RNAseq.g25471.t1	GO:0003924; GO:0005525; GO:0005886; GO:0007264
P02362	gene-Pocillopora_meandrina_HIv1___RNAseq.g21380.t1	GO:0003735; GO:0005634; GO:0005813; GO:0006364; GO:0006412; GO:0022627; GO:0030686; GO:0032040; GO:0042274
P02462	gene-Pocillopora_meandrina_HIv1___RNAseq.g15591.t1	GO:0001569; GO:0005201; GO:0005576; GO:0005587; GO:0005604; GO:0005615; GO:0005788; GO:0007420; GO:0007528; GO:0030020; GO:0030855; GO:0038063; GO:0048407; GO:0048514; GO:0061304; GO:0061333; GO:0062023; GO:0071230; GO:0071711
P02468	gene-Pocillopora_meandrina_HIv1___RNAseq.g7013.t1	GO:0005201; GO:0005576; GO:0005604; GO:0006325; GO:0007155; GO:0010467; GO:0016477; GO:0022617; GO:0031069; GO:0031175; GO:0031581; GO:0031594; GO:0035315; GO:0043083; GO:0043208; GO:0043259; GO:0045785; GO:0048729; GO:0051149; GO:0062023; GO:0065003; GO:0071335; GO:0098637; GO:0110011; GO:2001046
P02513	gene-Pocillopora_meandrina_HIv1___RNAseq.g30049.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
P02513	gene-Pocillopora_meandrina_HIv1___TS.g22352.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
P02513	gene-Pocillopora_meandrina_HIv1___TS.g22354.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
P02513	gene-Pocillopora_meandrina_HIv1___RNAseq.g30055.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
P02513	gene-Pocillopora_meandrina_HIv1___RNAseq.g30059.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
P02513	gene-Pocillopora_meandrina_HIv1___RNAseq.g30053.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
P02513	gene-Pocillopora_meandrina_HIv1___RNAseq.g30057.t1	GO:0005634; GO:0005737; GO:0008340; GO:0009408; GO:0030968; GO:0036498; GO:0042026; GO:0051082
