"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"2053",2053,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000035:746761-764729",141,-21.29,2,14,7659,7680,12,"75.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g12666.t1",0.9506399926994,0.0130663649649119,0.674410729954476,"O88572","Low-density lipoprotein receptor-related protein 6 (LRP-6)","Mus musculus (Mouse)","anterior/posterior pattern specification [GO:0009952]; axis elongation [GO:0003401]; axis elongation involved in somitogenesis [GO:0090245]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in cardiac neural crest cell differentiation involved in heart development [GO:0061310]; canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation [GO:0061324]; cell migration involved in gastrulation [GO:0042074]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex cell migration [GO:0021795]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; dorsal/ventral axis specification [GO:0009950]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic digit morphogenesis [GO:0042733]; embryonic forelimb morphogenesis [GO:0035115]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; fat cell differentiation [GO:0045444]; forebrain development [GO:0030900]; forebrain generation of neurons [GO:0021872]; forebrain radial glial cell differentiation [GO:0021861]; formation of radial glial scaffolds [GO:0021943]; gastrulation with mouth forming second [GO:0001702]; generation of neurons [GO:0048699]; heart looping [GO:0001947]; limb morphogenesis [GO:0035108]; mammary gland duct morphogenesis [GO:0060603]; mammary placode formation [GO:0060596]; mesenchymal cell proliferation [GO:0010463]; mesodermal cell migration [GO:0008078]; midbrain development [GO:0030901]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:2000151]; negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:2000162]; negative regulation of planar cell polarity pathway involved in neural tube closure [GO:2000168]; negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis [GO:2000164]; negative regulation of planar cell polarity pathway involved in pericardium morphogenesis [GO:2000166]; negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis [GO:2000149]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; Norrin signaling pathway [GO:0110135]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:0061350]; planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:0061349]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; planar cell polarity pathway involved in outflow tract morphogenesis [GO:0061347]; planar cell polarity pathway involved in pericardium morphogenesis [GO:0061354]; planar cell polarity pathway involved in ventricular septum morphogenesis [GO:0061348]; positive regulation of apoptotic process [GO:0043065]; positive regulation of bone resorption [GO:0045780]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of neuron projection development [GO:0010976]; positive regulation of ossification [GO:0045778]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; regulation of cell development [GO:0060284]; regulation of DNA-templated transcription [GO:0006355]; regulation of epithelial cell proliferation [GO:0050678]; response to folic acid [GO:0051593]; retina morphogenesis in camera-type eye [GO:0060042]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; somitogenesis [GO:0001756]; stem cell proliferation [GO:0072089]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in forebrain neuroblast division [GO:0021874]; Wnt signaling pathway involved in somitogenesis [GO:0090244]","GO:0001702; GO:0001756; GO:0001843; GO:0001933; GO:0001947; GO:0002053; GO:0003344; GO:0003401; GO:0005041; GO:0005102; GO:0005109; GO:0005769; GO:0005783; GO:0005794; GO:0005886; GO:0005901; GO:0006355; GO:0006469; GO:0007204; GO:0007268; GO:0008078; GO:0009880; GO:0009950; GO:0009952; GO:0009986; GO:0010463; GO:0010976; GO:0014029; GO:0014033; GO:0016020; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021795; GO:0021861; GO:0021872; GO:0021874; GO:0021915; GO:0021943; GO:0021987; GO:0030326; GO:0030900; GO:0030901; GO:0030917; GO:0031410; GO:0034185; GO:0034392; GO:0035108; GO:0035115; GO:0035116; GO:0035261; GO:0036342; GO:0042074; GO:0042475; GO:0042733; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043065; GO:0045202; GO:0045444; GO:0045599; GO:0045778; GO:0045780; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0048699; GO:0048705; GO:0050678; GO:0050680; GO:0051091; GO:0051593; GO:0060021; GO:0060026; GO:0060042; GO:0060059; GO:0060070; GO:0060284; GO:0060325; GO:0060444; GO:0060535; GO:0060596; GO:0060603; GO:0061310; GO:0061324; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072089; GO:0072659; GO:0090009; GO:0090118; GO:0090179; GO:0090244; GO:0090245; GO:0098609; GO:0110135; GO:1990851; GO:1990909; GO:2000051; GO:2000149; GO:2000151; GO:2000162; GO:2000164; GO:2000166; GO:2000168; GO:2000648"
"2054",2054,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000035:746761-764729",157,-25.5,2,21,3441,3460,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g12666.t1",0.9506399926994,0.0130663649649119,0.674410729954476,"O88572","Low-density lipoprotein receptor-related protein 6 (LRP-6)","Mus musculus (Mouse)","anterior/posterior pattern specification [GO:0009952]; axis elongation [GO:0003401]; axis elongation involved in somitogenesis [GO:0090245]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in cardiac neural crest cell differentiation involved in heart development [GO:0061310]; canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation [GO:0061324]; cell migration involved in gastrulation [GO:0042074]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex cell migration [GO:0021795]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; dorsal/ventral axis specification [GO:0009950]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic digit morphogenesis [GO:0042733]; embryonic forelimb morphogenesis [GO:0035115]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; fat cell differentiation [GO:0045444]; forebrain development [GO:0030900]; forebrain generation of neurons [GO:0021872]; forebrain radial glial cell differentiation [GO:0021861]; formation of radial glial scaffolds [GO:0021943]; gastrulation with mouth forming second [GO:0001702]; generation of neurons [GO:0048699]; heart looping [GO:0001947]; limb morphogenesis [GO:0035108]; mammary gland duct morphogenesis [GO:0060603]; mammary placode formation [GO:0060596]; mesenchymal cell proliferation [GO:0010463]; mesodermal cell migration [GO:0008078]; midbrain development [GO:0030901]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:2000151]; negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:2000162]; negative regulation of planar cell polarity pathway involved in neural tube closure [GO:2000168]; negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis [GO:2000164]; negative regulation of planar cell polarity pathway involved in pericardium morphogenesis [GO:2000166]; negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis [GO:2000149]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; Norrin signaling pathway [GO:0110135]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:0061350]; planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:0061349]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; planar cell polarity pathway involved in outflow tract morphogenesis [GO:0061347]; planar cell polarity pathway involved in pericardium morphogenesis [GO:0061354]; planar cell polarity pathway involved in ventricular septum morphogenesis [GO:0061348]; positive regulation of apoptotic process [GO:0043065]; positive regulation of bone resorption [GO:0045780]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of neuron projection development [GO:0010976]; positive regulation of ossification [GO:0045778]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; regulation of cell development [GO:0060284]; regulation of DNA-templated transcription [GO:0006355]; regulation of epithelial cell proliferation [GO:0050678]; response to folic acid [GO:0051593]; retina morphogenesis in camera-type eye [GO:0060042]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; somitogenesis [GO:0001756]; stem cell proliferation [GO:0072089]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in forebrain neuroblast division [GO:0021874]; Wnt signaling pathway involved in somitogenesis [GO:0090244]","GO:0001702; GO:0001756; GO:0001843; GO:0001933; GO:0001947; GO:0002053; GO:0003344; GO:0003401; GO:0005041; GO:0005102; GO:0005109; GO:0005769; GO:0005783; GO:0005794; GO:0005886; GO:0005901; GO:0006355; GO:0006469; GO:0007204; GO:0007268; GO:0008078; GO:0009880; GO:0009950; GO:0009952; GO:0009986; GO:0010463; GO:0010976; GO:0014029; GO:0014033; GO:0016020; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021795; GO:0021861; GO:0021872; GO:0021874; GO:0021915; GO:0021943; GO:0021987; GO:0030326; GO:0030900; GO:0030901; GO:0030917; GO:0031410; GO:0034185; GO:0034392; GO:0035108; GO:0035115; GO:0035116; GO:0035261; GO:0036342; GO:0042074; GO:0042475; GO:0042733; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043065; GO:0045202; GO:0045444; GO:0045599; GO:0045778; GO:0045780; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0048699; GO:0048705; GO:0050678; GO:0050680; GO:0051091; GO:0051593; GO:0060021; GO:0060026; GO:0060042; GO:0060059; GO:0060070; GO:0060284; GO:0060325; GO:0060444; GO:0060535; GO:0060596; GO:0060603; GO:0061310; GO:0061324; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072089; GO:0072659; GO:0090009; GO:0090118; GO:0090179; GO:0090244; GO:0090245; GO:0098609; GO:0110135; GO:1990851; GO:1990909; GO:2000051; GO:2000149; GO:2000151; GO:2000162; GO:2000164; GO:2000166; GO:2000168; GO:2000648"
"2059",2059,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000037:1082535-1086456",152,-24.64,2,21,1552,1573,19,"57.89%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g20737.t1",-0.892488367116623,0.0416280811045392,0.766883075889128,"P0CT40","Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"2077",2077,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000041:1975163-2057578",150,-21.81,2,21,32923,32943,19,"63.16%","78.95%","Pocillopora_meandrina_HIv1___TS.g25657.t1",0.983300399040843,0.00258405718309754,0.667107103030161,"Q8WZ42","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","Homo sapiens (Human)","cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941]","GO:0000794; GO:0002020; GO:0003300; GO:0004674; GO:0004713; GO:0005509; GO:0005516; GO:0005524; GO:0005576; GO:0005829; GO:0005865; GO:0006936; GO:0006941; GO:0007076; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0030018; GO:0030240; GO:0030241; GO:0031430; GO:0031433; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043621; GO:0045214; GO:0045859; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055003; GO:0055008; GO:0055013; GO:0060048; GO:0070062; GO:0097493; GO:0106310; GO:1990733"
"2078",2078,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000041:1975163-2057578",151,-25.96,2,21,25090,25113,21,"66.67%","71.43%","Pocillopora_meandrina_HIv1___TS.g25657.t1",0.983300399040843,0.00258405718309754,0.667107103030161,"Q8WZ42","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","Homo sapiens (Human)","cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941]","GO:0000794; GO:0002020; GO:0003300; GO:0004674; GO:0004713; GO:0005509; GO:0005516; GO:0005524; GO:0005576; GO:0005829; GO:0005865; GO:0006936; GO:0006941; GO:0007076; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0030018; GO:0030240; GO:0030241; GO:0031430; GO:0031433; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043621; GO:0045214; GO:0045859; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055003; GO:0055008; GO:0055013; GO:0060048; GO:0070062; GO:0097493; GO:0106310; GO:1990733"
"2079",2079,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000041:1975163-2057578",154,-20.06,2,15,34743,34764,13,"84.62%","84.62%","Pocillopora_meandrina_HIv1___TS.g25657.t1",0.983300399040843,0.00258405718309754,0.667107103030161,"Q8WZ42","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","Homo sapiens (Human)","cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941]","GO:0000794; GO:0002020; GO:0003300; GO:0004674; GO:0004713; GO:0005509; GO:0005516; GO:0005524; GO:0005576; GO:0005829; GO:0005865; GO:0006936; GO:0006941; GO:0007076; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0030018; GO:0030240; GO:0030241; GO:0031430; GO:0031433; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043621; GO:0045214; GO:0045859; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055003; GO:0055008; GO:0055013; GO:0060048; GO:0070062; GO:0097493; GO:0106310; GO:1990733"
"2089",2089,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000043:697652-719500",147,-23.59,2,21,11369,11391,20,"65.00%","70.00%","Pocillopora_meandrina_HIv1___RNAseq.g12583.t1",0.949439953351469,0.0135432744371175,0.674410729954476,"O55164","Multiple PDZ domain protein (Multi-PDZ domain protein 1)","Rattus norvegicus (Rat)","cell adhesion [GO:0007155]; dendrite development [GO:0016358]; intracellular protein transport [GO:0006886]; intracellular signal transduction [GO:0035556]; myelination [GO:0042552]","GO:0005737; GO:0005923; GO:0006886; GO:0007155; GO:0008022; GO:0012505; GO:0014069; GO:0016324; GO:0016327; GO:0016358; GO:0030425; GO:0031410; GO:0035003; GO:0035556; GO:0042552; GO:0043220; GO:0045202; GO:0098978"
"2137",2137,"Cluster_1080","Pocillopora_meandrina_HIv1___Sc0000008:8163012-8196256",169,-21.99,2,18,15030,15051,16,"81.25%","93.75%","Pocillopora_meandrina_HIv1___RNAseq.g2384.t1",0.881921504177194,0.0478348583972638,0.787338379561813,"Q64449","C-type mannose receptor 2 (Lectin lambda) (Macrophage mannose receptor 2) (CD antigen CD280)","Mus musculus (Mouse)","collagen catabolic process [GO:0030574]; endocytosis [GO:0006897]","GO:0005518; GO:0005886; GO:0006897; GO:0009986; GO:0030246; GO:0030574; GO:0038023"
"2172",2172,"Cluster_1080","Pocillopora_meandrina_HIv1___Sc0000034:1258694-1266824",173,-20.66,2,20,1789,1809,18,"83.33%","94.44%","Pocillopora_meandrina_HIv1___RNAseq.g9314.t1",0.912917170368261,0.0304422586328254,0.732948492888043,"P24045","Gamma-aminobutyric acid receptor subunit beta-4 (GABA(A) receptor subunit beta-4)","Gallus gallus (Chicken)","chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]","GO:0004890; GO:0005231; GO:0005254; GO:0005886; GO:0007165; GO:0007268; GO:0030594; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:1902476; GO:1902711; GO:1904315"
"2174",2174,"Cluster_1080","Pocillopora_meandrina_HIv1___Sc0000036:2162678-2166601",178,-20.31,2,21,2594,2614,19,"84.21%","94.74%","Pocillopora_meandrina_HIv1___TS.g3046.t1",0.926614287251505,0.0235999910919598,0.698759485874756,"Q9N126","Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase)","Bos taurus (Bovine)","estrogen biosynthetic process [GO:0006703]; response to stimulus [GO:0050896]; retinol metabolic process [GO:0042572]; visual perception [GO:0007601]","GO:0004303; GO:0004745; GO:0005829; GO:0006703; GO:0007601; GO:0016491; GO:0042572; GO:0042622; GO:0050896; GO:0052650"
"2183",2183,"Cluster_1116","Pocillopora_meandrina_HIv1___Sc0000000:2569131-2577908",171,-20.68,2,20,4442,4463,18,"77.78%","88.89%","Pocillopora_meandrina_HIv1___TS.g25934.t1",0.924392952294529,0.0246711640127478,0.703915852119712,"P29474","Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)","Homo sapiens (Human)","angiogenesis [GO:0001525]; aortic valve morphogenesis [GO:0003180]; arginine catabolic process [GO:0006527]; blood vessel diameter maintenance [GO:0097746]; blood vessel remodeling [GO:0001974]; calcium ion transport [GO:0006816]; cell redox homeostasis [GO:0045454]; endocardial cushion morphogenesis [GO:0003203]; endothelial cell migration [GO:0043542]; establishment of localization in cell [GO:0051649]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; lung development [GO:0030324]; mitochondrion organization [GO:0007005]; negative regulation of biomineral tissue development [GO:0070168]; negative regulation of blood pressure [GO:0045776]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of hydrolase activity [GO:0051346]; negative regulation of muscle hyperplasia [GO:0014740]; negative regulation of platelet activation [GO:0010544]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nitric oxide biosynthetic process [GO:0006809]; nitric oxide mediated signal transduction [GO:0007263]; ovulation from ovarian follicle [GO:0001542]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of gene expression [GO:0010628]; positive regulation of guanylate cyclase activity [GO:0031284]; positive regulation of Notch signaling pathway [GO:0045747]; potassium ion transport [GO:0006813]; pulmonary valve morphogenesis [GO:0003184]; regulation of blood pressure [GO:0008217]; regulation of nervous system process [GO:0031644]; regulation of sodium ion transport [GO:0002028]; regulation of systemic arterial blood pressure by endothelin [GO:0003100]; regulation of the force of heart contraction by chemical signal [GO:0003057]; removal of superoxide radicals [GO:0019430]; response to fluid shear stress [GO:0034405]; response to heat [GO:0009408]; response to hormone [GO:0009725]; response to lipopolysaccharide [GO:0032496]; smooth muscle hyperplasia [GO:0014806]; vasodilation [GO:0042311]; ventricular septum morphogenesis [GO:0060412]","GO:0000139; GO:0001525; GO:0001542; GO:0001701; GO:0001974; GO:0002028; GO:0003057; GO:0003100; GO:0003180; GO:0003184; GO:0003203; GO:0003785; GO:0004517; GO:0005516; GO:0005634; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0005886; GO:0005901; GO:0006527; GO:0006809; GO:0006813; GO:0006816; GO:0007005; GO:0007263; GO:0008217; GO:0008285; GO:0009408; GO:0009725; GO:0010181; GO:0010544; GO:0010628; GO:0012506; GO:0014740; GO:0014806; GO:0016491; GO:0019430; GO:0020037; GO:0030324; GO:0030666; GO:0031284; GO:0031644; GO:0031663; GO:0032496; GO:0034405; GO:0034617; GO:0034618; GO:0042311; GO:0043267; GO:0043536; GO:0043542; GO:0045454; GO:0045747; GO:0045766; GO:0045776; GO:0046870; GO:0048662; GO:0048873; GO:0050660; GO:0050661; GO:0051346; GO:0051649; GO:0051926; GO:0060412; GO:0070168; GO:0097110; GO:0097746; GO:1902042"
"2196",2196,"Cluster_1116","Pocillopora_meandrina_HIv1___Sc0000003:1030587-1043426",174,-21.26,2,21,8026,8046,19,"84.21%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g15187.t1",0.896705093300455,0.0392289008198631,0.760878962620332,"Q8BKC5","Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)","Mus musculus (Mouse)","cellular response to amino acid stimulus [GO:0071230]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of protein import into nucleus [GO:0042307]; protein import into nucleus [GO:0006606]; ribosomal protein import into nucleus [GO:0006610]","GO:0005634; GO:0005737; GO:0006606; GO:0006607; GO:0006610; GO:0008139; GO:0031267; GO:0042307; GO:0061608; GO:0071230"
"2200",2200,"Cluster_1116","Pocillopora_meandrina_HIv1___Sc0000003:7608661-7615547",176,-23.05,2,21,169,190,19,"78.95%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g15759.t1",0.949112871705551,0.0136742251267241,0.674410729954476,NA,NA,NA,NA,NA
"2213",2213,"Cluster_1116","Pocillopora_meandrina_HIv1___Sc0000008:5730149-5730863",161,-20.08,2,21,258,279,20,"80.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g2156.t1",0.905408685229539,0.0344231614174897,0.749740460611337,NA,NA,NA,NA,NA
"2216",2216,"Cluster_1116","Pocillopora_meandrina_HIv1___Sc0000008:9090706-9091580",159,-20.09,2,21,439,457,19,"78.95%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g2488.t1",0.900201792596368,0.0372741336872993,0.760878962620332,"Q32P84","Transmembrane protein 258 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TMEM258) (Oligosaccharyl transferase subunit TMEM258)","Bos taurus (Bovine)","epithelial cell apoptotic process [GO:1904019]; inflammatory response [GO:0006954]; protein N-linked glycosylation [GO:0006487]; response to endoplasmic reticulum stress [GO:0034976]","GO:0005737; GO:0006487; GO:0006954; GO:0016020; GO:0032991; GO:0034976; GO:0034998; GO:0043227; GO:0062062; GO:1904019"
