"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"317",333,119447,"Cluster_6904","Peve_00045022",-0.88334977405948,0.310565299294816,0.978262075707395,147,-20.4,"2 17","17 39",16,"75.00%","75.00%","Q9P3U4","E3 ubiquitin-protein ligase dbl4 (EC 2.3.2.31) (DNA-break-localizing protein 4) (Histone E3 ligase 1) (RING-type E3 ubiquitin transferase dbl4)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","histone catabolic process [GO:0036205]; histone ubiquitination [GO:0016574]; meiosis I [GO:0007127]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0000151; GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0007127; GO:0008270; GO:0016574; GO:0031624; GO:0032436; GO:0035861; GO:0036205; GO:0061630"
"318",334,119449,"Cluster_6906","Peve_00045022",-0.549331590964153,0.629764784511723,0.978262075707395,143,-20.13,"2 17","17 39",16,"68.75%","75.00%","Q9P3U4","E3 ubiquitin-protein ligase dbl4 (EC 2.3.2.31) (DNA-break-localizing protein 4) (Histone E3 ligase 1) (RING-type E3 ubiquitin transferase dbl4)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","histone catabolic process [GO:0036205]; histone ubiquitination [GO:0016574]; meiosis I [GO:0007127]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0000151; GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0007127; GO:0008270; GO:0016574; GO:0031624; GO:0032436; GO:0035861; GO:0036205; GO:0061630"
"319",335,119481,"Cluster_2787","Peve_00045023",0.598077831983001,0.591862709046405,0.978262075707395,160,-20.31,"2 21","328 349",19,"63.16%","84.21%","A7MB10","Protein RRP5 homolog (Programmed cell death protein 11)","Bos taurus (Bovine)","rRNA processing [GO:0006364]","GO:0003723; GO:0005730; GO:0006364; GO:0031090; GO:0032040"
"320",336,120156,"Cluster_2787","Peve_00001493",0.10769152312371,0.931308233100384,0.999448381576871,165,-20.46,"2 20","266 286",18,"83.33%","83.33%",NA,NA,NA,NA,NA
"321",337,120454,"Cluster_10934","Peve_00019650",-0.240618777456196,0.84529928916314,0.995934364227446,159,-23.81,"2 21","106 124",19,"78.95%","84.21%",NA,NA,NA,NA,NA
"322",338,120567,"Cluster_4629","Peve_00004255",0.312288582934615,0.797808829121149,0.995934364227446,158,-22.86,"2 21","78 98",19,"73.68%","78.95%","Q9SAL0","E3 ubiquitin-protein ligase RGLG4 (EC 2.3.2.27) (RING domain ligase 4)","Arabidopsis thaliana (Mouse-ear cress)","defense response to bacterium [GO:0042742]; jasmonic acid mediated signaling pathway [GO:0009867]; protein K63-linked ubiquitination [GO:0070534]; response to wounding [GO:0009611]","GO:0004842; GO:0005634; GO:0005737; GO:0005739; GO:0009611; GO:0009867; GO:0042742; GO:0046872; GO:0061630; GO:0070534"
"323",339,120720,"Cluster_9149","Peve_00004251",-0.625548135210439,0.569750772910844,0.978262075707395,153,-25.73,"2 20","901 926",22,"68.18%","77.27%",NA,NA,NA,NA,NA
"324",340,120794,"Cluster_5563","Peve_00004258",-0.993178669171328,0.0744006721025078,0.978262075707395,156,-21.06,"2 22","48 67",20,"75.00%","80.00%","Q9UJX3","Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7)","Homo sapiens (Human)","anaphase-promoting complex-dependent catabolic process [GO:0031145]; brain development [GO:0007420]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination [GO:0016567]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]","GO:0000792; GO:0005634; GO:0005654; GO:0005680; GO:0005737; GO:0005819; GO:0005829; GO:0007091; GO:0007346; GO:0007420; GO:0015630; GO:0016567; GO:0019903; GO:0031145; GO:0045842; GO:0051301; GO:0051445; GO:0070979; GO:0140767"
"325",341,121301,"Cluster_8884","Peve_00002946",-0.947118896471404,0.207959151134339,0.978262075707395,165,-22.6,"2 14","51 71",12,"100.00%","100.00%",NA,NA,NA,NA,NA
"326",342,121302,"Cluster_8887","Peve_00002946",-0.821901473199095,0.385826733407904,0.978262075707395,165,-22.6,"2 14","51 71",12,"100.00%","100.00%",NA,NA,NA,NA,NA
"327",343,121506,"Cluster_2787","Peve_00042279",-0.399136417455805,0.738619968241277,0.986697151420032,161,-24.48,"2 20","969 992",20,"75.00%","85.00%",NA,NA,NA,NA,NA
"328",344,121632,"Cluster_15726","Peve_00042277",-0.5,0.666666666666667,0.978262075707395,162,-23.1,"2 21","923 943",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"329",345,121755,"Cluster_9149","Peve_00042273",0.861512999793303,0.33903456419258,0.978262075707395,142,-20.97,"2 21","92 111",21,"66.67%","71.43%",NA,NA,NA,NA,NA
"330",346,121873,"Cluster_4735","Peve_00011122",-0.705388159184919,0.501545429141498,0.978262075707395,152,-20.02,"2 21","17 38",19,"63.16%","73.68%","Q8C0J6","Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C)","Mus musculus (Mouse)","",""
"331",347,122340,"Cluster_9149","Peve_00001376",-0.406140290823919,0.733748851251901,0.985559944630005,143,-20.34,"2 14","363 383",12,"75.00%","91.67%",NA,NA,NA,NA,NA
"332",348,122340,"Cluster_9149","Peve_00001376",-0.406140290823919,0.733748851251901,0.985559944630005,143,-20.34,"2 14","679 699",12,"75.00%","91.67%",NA,NA,NA,NA,NA
"333",349,122421,"Cluster_7053","Peve_00001375",-0.495321194451039,0.670100750092205,0.978262075707395,167,-22.37,"2 21","58 80",20,"75.00%","85.00%",NA,NA,NA,NA,NA
"334",350,122673,"Cluster_796","Peve_00001378",-0.183401980702563,0.882578015181301,0.999431626804866,155,-21.43,"2 19","464 488",20,"80.00%","80.00%",NA,NA,NA,NA,NA
"335",351,122739,"Cluster_7855","Peve_00001379",-0.499289187411539,0.667189065004492,0.978262075707395,165,-20.29,"2 20","417 440",20,"75.00%","90.00%","P48733","Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]","Bos taurus (Bovine)","antibacterial innate immune response [GO:0140367]; defense response to Gram-negative bacterium [GO:0050829]","GO:0000922; GO:0005201; GO:0005509; GO:0005576; GO:0005929; GO:0016020; GO:0016323; GO:0016324; GO:0031012; GO:0050829; GO:0060170; GO:0140367"
"336",352,122886,"Cluster_11134","Peve_00014551",-0.891827450535521,0.298846784476589,0.978262075707395,155,-21.92,"2 12","141 162",10,"100.00%","100.00%","Q9VAC5","ADAM 17-like protease (EC 3.4.24.-)","Drosophila melanogaster (Fruit fly)","membrane protein ectodomain proteolysis [GO:0006509]; negative regulation of multicellular organism growth [GO:0040015]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; positive regulation of cell death [GO:0010942]; tumor necrosis factor-mediated signaling pathway [GO:0033209]","GO:0004222; GO:0005886; GO:0006509; GO:0007219; GO:0007220; GO:0010942; GO:0016020; GO:0033209; GO:0040015; GO:0046872; GO:1903427"
"337",353,122942,"Cluster_589","Peve_00018031",-0.95809736425326,0.18494563469868,0.978262075707395,147,-21.37,"2 21","925 947",20,"65.00%","70.00%","Q5R4R4","Protein LSM14 homolog A (Protein FAM61A) (RNA-associated protein 55A)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","mitotic spindle assembly [GO:0090307]; negative regulation of translation [GO:0017148]; P-body assembly [GO:0033962]","GO:0000932; GO:0005737; GO:0010494; GO:0017148; GO:0033962; GO:0072686; GO:0090307; GO:1990904"
"338",354,123660,"Cluster_16738","Peve_00001998",-0.506209111557797,0.662092790877516,0.978262075707395,162,-21.98,"2 17","5 28",17,"88.24%","88.24%",NA,NA,NA,NA,NA
"339",355,123747,"Cluster_15726","Peve_00030678",-0.834249232442946,0.371802845661222,0.978262075707395,164,-21.89,"2 20","390 409",18,"83.33%","83.33%","P48509","CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151)","Homo sapiens (Human)","cell adhesion [GO:0007155]; cell migration [GO:0016477]; positive regulation of cell migration [GO:0030335]; positive regulation of endocytosis [GO:0045807]; T cell proliferation [GO:0042098]; wound healing, spreading of cells [GO:0044319]","GO:0005178; GO:0005604; GO:0005829; GO:0005886; GO:0005925; GO:0007155; GO:0009986; GO:0016020; GO:0016477; GO:0030335; GO:0042098; GO:0044319; GO:0045807"
"340",356,123876,"Cluster_11134","Peve_00007234",0.318841899178898,0.793412196528941,0.995934364227446,156,-24.24,"2 21","126 147",19,"63.16%","78.95%",NA,NA,NA,NA,NA
"341",357,123995,"Cluster_6914","Peve_00007231",0.708026191532922,0.499171700784645,0.978262075707395,161,-20.82,"2 20","755 774",18,"77.78%","83.33%","Q5RF65","Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic galactosylceramidase) (EC 3.2.1.46) (Cytosolic glucosylceramidase) (EC 3.2.1.45) (Cytosolic glycosylceramidase) (Cytosolic GCase)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","beta-glucoside catabolic process [GO:1901805]; carbohydrate metabolic process [GO:0005975]; galactosylceramide catabolic process [GO:0006683]; glucosylceramide catabolic process [GO:0006680]","GO:0004336; GO:0004348; GO:0004565; GO:0005829; GO:0005975; GO:0006680; GO:0006683; GO:0008422; GO:0017042; GO:0102483; GO:1901805"
"342",358,124205,"Cluster_1167","Peve_00033090",0.400939063549067,0.737367811006479,0.986451347487265,172,-22.68,"2 21","309 330",19,"73.68%","89.47%","P39963","G2/mitotic-specific cyclin-B3","Gallus gallus (Chicken)","cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]","GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0016538; GO:0044772; GO:0051301"
"343",360,125421,"Cluster_2787","Peve_00036314",0.30222320740736,0.804542409354169,0.995934364227446,161,-24.48,"2 20","969 992",20,"75.00%","85.00%",NA,NA,NA,NA,NA
"344",361,125466,"Cluster_2787","Peve_00036315",0.867933894665659,0.330895275232091,0.978262075707395,161,-24.48,"2 20","467 490",20,"75.00%","85.00%",NA,NA,NA,NA,NA
"345",362,126147,"Cluster_4629","Peve_00022092",-0.879352561651996,0.315951536817072,0.978262075707395,149,-20.73,"2 19","894 916",18,"66.67%","77.78%","Q8K2J9","BTB/POZ domain-containing protein 6","Mus musculus (Mouse)","neurogenesis [GO:0022008]","GO:0005829; GO:0022008"
"346",363,126193,"Cluster_4735","Peve_00016362",-0.553713626388823,0.626420464481377,0.978262075707395,167,-23.11,"2 21","917 939",20,"75.00%","85.00%","Q96RW7","Hemicentin-1 (Fibulin-6) (FIBL-6)","Homo sapiens (Human)","actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601]","GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711; GO:0090527"
"347",364,126211,"Cluster_9983","Peve_00016362",0.551604655329943,0.628031457527433,0.978262075707395,162,-21.22,"2 19","567 587",17,"76.47%","82.35%","Q96RW7","Hemicentin-1 (Fibulin-6) (FIBL-6)","Homo sapiens (Human)","actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601]","GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711; GO:0090527"
"348",365,127093,"Cluster_4735","Peve_00019358",-0.520800257950135,0.651267260672261,0.978262075707395,147,-20.69,"2 18","709 732",18,"72.22%","77.78%",NA,NA,NA,NA,NA
"349",366,127102,"Cluster_7657","Peve_00019358",-0.689119810173849,0.515994727310428,0.978262075707395,163,-20.77,"2 20","911 930",18,"83.33%","88.89%",NA,NA,NA,NA,NA
"350",367,127103,"Cluster_7658","Peve_00019358",-0.0380788629723199,0.975752380672781,0.999448381576871,163,-20.77,"2 20","911 930",18,"83.33%","88.89%",NA,NA,NA,NA,NA
"351",368,127491,"Cluster_2787","Peve_00029512",0.939715883480723,0.222178918119318,0.978262075707395,167,-20.76,"2 20","292 313",18,"77.78%","83.33%",NA,NA,NA,NA,NA
"352",369,127740,"Cluster_9149","Peve_00029519",-0.5,0.666666666666667,0.978262075707395,158,-20.26,"2 19","613 634",17,"76.47%","76.47%",NA,NA,NA,NA,NA
"353",370,127903,"Cluster_4735","Peve_00024009",0.355869213197242,0.768369712783905,0.990527675986719,156,-23.9,"2 21","795 816",19,"68.42%","73.68%",NA,NA,NA,NA,NA
"354",371,128764,"Cluster_6906","Peve_00012820",-0.560270547100008,0.621394333984326,0.978262075707395,162,-20.51,"2 19","290 311",17,"70.59%","88.24%",NA,NA,NA,NA,NA
"355",372,128928,"Cluster_796","Peve_00029579",0.817095018506665,0.391166195700954,0.978262075707395,155,-23.85,"2 21","206 231",23,"69.57%","69.57%","Q99L28","Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)","Mus musculus (Mouse)","ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]","GO:0003735; GO:0005654; GO:0005730; GO:0005840; GO:0006412; GO:0042273"
"356",373,129072,"Cluster_4629","Peve_00033555",-0.554554668634826,0.625777256211528,0.978262075707395,159,-20.88,"2 21","485 507",20,"70.00%","80.00%","Q866A2","Neuronal acetylcholine receptor subunit alpha-7","Macaca mulatta (Rhesus macaque)","associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; cellular calcium ion homeostasis [GO:0006874]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; ion transmembrane transport [GO:0034220]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of tumor necrosis factor production [GO:0032720]; nervous system process [GO:0050877]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of CoA-transferase activity [GO:1905920]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; regulation of amyloid fibril formation [GO:1905906]; regulation of membrane potential [GO:0042391]; regulation of neuron death [GO:1901214]; regulation of norepinephrine secretion [GO:0014061]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to amyloid-beta [GO:1904645]; response to cold [GO:0009409]; response to food [GO:0032094]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; short-term memory [GO:0007614]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]","GO:0001540; GO:0001666; GO:0001933; GO:0001988; GO:0005231; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0006897; GO:0007165; GO:0007268; GO:0007271; GO:0007614; GO:0008284; GO:0008306; GO:0009409; GO:0009897; GO:0014061; GO:0015464; GO:0015643; GO:0016324; GO:0017081; GO:0022848; GO:0030317; GO:0030594; GO:0030673; GO:0032094; GO:0032225; GO:0032691; GO:0032715; GO:0032720; GO:0033138; GO:0034220; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042166; GO:0042391; GO:0042734; GO:0042803; GO:0043005; GO:0043410; GO:0045202; GO:0045766; GO:0048149; GO:0050728; GO:0050877; GO:0050890; GO:0050893; GO:0051649; GO:0060112; GO:0070374; GO:0097061; GO:0098839; GO:0098978; GO:0098981; GO:0140059; GO:1900273; GO:1901214; GO:1902004; GO:1904315; GO:1904645; GO:1905906; GO:1905920; GO:2000463"
"357",374,129732,"Cluster_15726","Peve_00020651",-0.998224476405987,0.0379422100483605,0.909359886114279,149,-26.8,"2 21","742 771",27,"66.67%","70.37%","Q6ZPR4","Potassium channel subfamily T member 1","Mus musculus (Mouse)","potassium ion transport [GO:0006813]","GO:0005228; GO:0005267; GO:0005886; GO:0006813; GO:0015271; GO:0016020"
"358",375,129788,"Cluster_2882","Peve_00020653",-0.633853004687652,0.562944824562298,0.978262075707395,153,-20.7,"2 18","483 504",16,"68.75%","81.25%",NA,NA,NA,NA,NA
"359",376,129825,"Cluster_16738","Peve_00020653",-0.101046084709477,0.935562090468825,0.999448381576871,160,-22.45,"2 19","964 989",21,"76.19%","80.95%",NA,NA,NA,NA,NA
"360",377,129996,"Cluster_11134","Peve_00015788",-0.915445083869245,0.263677620824087,0.978262075707395,155,-20.29,"2 21","678 702",22,"63.64%","77.27%","Q8WUF5","RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein)","Homo sapiens (Human)","apoptotic process [GO:0006915]; cardiac muscle contraction [GO:0060048]; cardiac right ventricle morphogenesis [GO:0003215]; embryonic camera-type eye development [GO:0031076]; hair cycle [GO:0042633]; multicellular organism growth [GO:0035264]; multicellular organismal homeostasis [GO:0048871]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell differentiation [GO:0045597]; post-embryonic development [GO:0009791]; regulation of transcription by RNA polymerase II [GO:0006357]; ventricular cardiac muscle tissue development [GO:0003229]","GO:0000122; GO:0003215; GO:0003229; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006915; GO:0009791; GO:0030054; GO:0031076; GO:0035264; GO:0042633; GO:0042802; GO:0045171; GO:0045296; GO:0045597; GO:0048871; GO:0060048"
"361",378,129996,"Cluster_11134","Peve_00015788",-0.915445083869245,0.263677620824087,0.978262075707395,155,-20.29,"2 21","922 946",22,"63.64%","77.27%","Q8WUF5","RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein)","Homo sapiens (Human)","apoptotic process [GO:0006915]; cardiac muscle contraction [GO:0060048]; cardiac right ventricle morphogenesis [GO:0003215]; embryonic camera-type eye development [GO:0031076]; hair cycle [GO:0042633]; multicellular organism growth [GO:0035264]; multicellular organismal homeostasis [GO:0048871]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell differentiation [GO:0045597]; post-embryonic development [GO:0009791]; regulation of transcription by RNA polymerase II [GO:0006357]; ventricular cardiac muscle tissue development [GO:0003229]","GO:0000122; GO:0003215; GO:0003229; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006915; GO:0009791; GO:0030054; GO:0031076; GO:0035264; GO:0042633; GO:0042802; GO:0045171; GO:0045296; GO:0045597; GO:0048871; GO:0060048"
"362",379,130462,"Cluster_2854","Peve_00022873",-0.952017369259891,0.198010937107715,0.978262075707395,154,-20.05,"2 20","238 260",19,"68.42%","78.95%","Q09694","Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","lysine biosynthetic process [GO:0009085]; lysine biosynthetic process via aminoadipic acid [GO:0019878]","GO:0004753; GO:0004754; GO:0005737; GO:0009085; GO:0019878"
"363",380,130815,"Cluster_16738","Peve_00019144",0.619219211640606,0.574898449290945,0.978262075707395,153,-22.86,"2 21","934 961",25,"68.00%","76.00%",NA,NA,NA,NA,NA
"364",381,131132,"Cluster_589","Peve_00027966",0.484423430385905,0.678058843968014,0.978262075707395,155,-23.55,"2 12","523 544",10,"100.00%","100.00%",NA,NA,NA,NA,NA
"365",382,131180,"Cluster_1167","Peve_00027965",0.999909726776791,0.00855416971793389,0.573710369894872,147,-23.67,"2 18","436 460",19,"68.42%","78.95%","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"366",383,132081,"Cluster_2787","Peve_00039215",0.0345543235768873,0.977997654436565,0.999448381576871,159,-22.5,"2 21","615 638",21,"66.67%","80.95%",NA,NA,NA,NA,NA
"367",384,132081,"Cluster_2787","Peve_00039215",0.0345543235768873,0.977997654436565,0.999448381576871,159,-22.5,"2 21","67 90",21,"66.67%","80.95%",NA,NA,NA,NA,NA
"368",385,132477,"Cluster_15726","Peve_00027038",-0.506987707499005,0.661517889613419,0.978262075707395,152,-22.62,"2 21","978 999",19,"63.16%","73.68%","P16157","Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)","Homo sapiens (Human)","cytoskeleton organization [GO:0007010]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; protein localization to plasma membrane [GO:0072659]; signal transduction [GO:0007165]","GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659"
"369",386,132500,"Cluster_6914","Peve_00016567",0.802501391764528,0.407004044738878,0.978262075707395,157,-22.5,"2 20","556 578",20,"70.00%","85.00%","Q12766","HMG domain-containing protein 3 (HMG box-containing protein 3) (Protein SMF)","Homo sapiens (Human)","","GO:0003677; GO:0005634"
"370",387,133737,"Cluster_15726","Peve_00039494",-0.576931921796511,0.608499573041099,0.978262075707395,146,-21.03,"2 21","369 393",22,"63.64%","72.73%",NA,NA,NA,NA,NA
"371",388,134740,"Cluster_4080","Peve_00002333",-0.99984182162055,0.0113233363162533,0.656276085828034,159,-25.73,"2 21","460 487",25,"64.00%","76.00%","Q6DIV6","Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836]","GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800"
"372",389,134765,"Cluster_10965","Peve_00002333",0.307291027213789,0.801154990939541,0.995934364227446,156,-24,"2 21","867 888",19,"57.89%","84.21%","Q6DIV6","Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836]","GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800"
"373",390,135266,"Cluster_14999","Peve_00044548",-0.709468600252547,0.497870048678612,0.978262075707395,157,-21.41,"2 14","86 107",12,"91.67%","91.67%",NA,NA,NA,NA,NA
"374",392,136205,"Cluster_10965","Peve_00004595",-0.996459015999935,0.0535901951774733,0.970229341206918,165,-22.27,"2 20","746 771",22,"77.27%","81.82%",NA,NA,NA,NA,NA
