"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"657",657,187414,"Cluster_10093","FUN_005425",-0.364967721908798,0.545841537469677,0.998649612991003,158,-20.38,"2 17","655 675",15,"86.67%","86.67%",NA,NA,NA,NA,NA,NA
"658",658,187629,"Cluster_19193","FUN_001552",0.260754795514198,0.671798338898236,0.998649612991003,159,-23.03,"2 19","610 631",18,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"659",659,187879,"Cluster_5981","FUN_016608",0.994627225901417,0.000472369028023397,0.467545540101175,160,-20.92,"2 21","477 497",19,"78.95%","84.21%",NA,NA,NA,NA,NA,NA
"660",660,188820,"Cluster_10228","FUN_030058",-0.103332867831646,0.868667022153497,0.998649612991003,148,-21.16,"2 22","85 103",20,"65.00%","75.00%",NA,NA,NA,NA,NA,NA
"661",661,188881,"Cluster_1951","FUN_007869",-0.506865484762012,0.383449369334259,0.998649612991003,161,-20.25,"2 19","504 527",19,"78.95%","78.95%",NA,NA,NA,NA,NA,NA
"662",662,188981,"Cluster_15340","FUN_018188",0.227076604428678,0.713381380701035,0.998649612991003,160,-22.53,"2 19","253 273",17,"82.35%","82.35%",NA,NA,NA,NA,NA,NA
"663",663,189057,"Cluster_14768","FUN_007863",0.133799869203948,0.830150396058292,0.998649612991003,154,-20.51,"2 20","79 100",19,"73.68%","73.68%",NA,NA,NA,NA,NA,NA
"664",664,189254,"Cluster_15340","FUN_007865",0.292612407958688,0.632821411461324,0.998649612991003,169,-25.27,"2 21","718 739",20,"85.00%","85.00%",NA,NA,NA,NA,NA,NA
"665",665,189261,"Cluster_17776","FUN_007865",-0.16795697953485,0.787160262492015,0.998649612991003,145,-22.92,"2 10","223 244",8,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"666",666,189268,"Cluster_1826","FUN_018183",0.877590524462239,0.0504564923150908,0.96546924320845,168,-22.41,"2 20","930 949",18,"83.33%","88.89%",NA,NA,NA,NA,NA,NA
"667",667,189572,"Cluster_16409","FUN_018453",-0.876774332938831,0.0509554749874586,0.96546924320845,153,-20.31,"2 15","711 735",16,"81.25%","81.25%",NA,NA,NA,NA,NA,NA
"668",668,189720,"Cluster_14768","FUN_034028",-0.00958892971632017,0.987791182594131,0.998929520526841,165,-27.06,"2 20","970 992",20,"80.00%","85.00%",NA,NA,NA,NA,NA,NA
"669",669,190921,"Cluster_5981","FUN_013364",-0.57470535934544,0.31082078814596,0.998649612991003,153,-22.08,"2 22","571 593",20,"60.00%","75.00%","ptg000008l:21687329-21690843","Q5ZIT5","Ras-related protein Rab-10 (EC 3.6.5.2)","Gallus gallus (Chicken)","axonogenesis [GO:0007409]; cellular response to insulin stimulus [GO:0032869]; endoplasmic reticulum tubular network organization [GO:0071786]; endosomal transport [GO:0016197]; establishment of neuroblast polarity [GO:0045200]; establishment of protein localization to endoplasmic reticulum membrane [GO:0097051]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi to plasma membrane transport [GO:0006893]; polarized epithelial cell differentiation [GO:0030859]; protein localization to basolateral plasma membrane [GO:1903361]; protein localization to plasma membrane [GO:0072659]; protein secretion [GO:0009306]; regulation of exocytosis [GO:0017157]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]","GO:0003924; GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005929; GO:0006893; GO:0006904; GO:0007409; GO:0008021; GO:0009306; GO:0016192; GO:0016197; GO:0017157; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0043231; GO:0045200; GO:0048471; GO:0055037; GO:0055038; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:1903361"
"670",670,190935,"Cluster_15854","FUN_013364",-0.971490463332523,0.00575377810454247,0.627193380257548,168,-20.23,"2 22","888 911",21,"71.43%","85.71%","ptg000008l:21687329-21690843","Q5ZIT5","Ras-related protein Rab-10 (EC 3.6.5.2)","Gallus gallus (Chicken)","axonogenesis [GO:0007409]; cellular response to insulin stimulus [GO:0032869]; endoplasmic reticulum tubular network organization [GO:0071786]; endosomal transport [GO:0016197]; establishment of neuroblast polarity [GO:0045200]; establishment of protein localization to endoplasmic reticulum membrane [GO:0097051]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi to plasma membrane transport [GO:0006893]; polarized epithelial cell differentiation [GO:0030859]; protein localization to basolateral plasma membrane [GO:1903361]; protein localization to plasma membrane [GO:0072659]; protein secretion [GO:0009306]; regulation of exocytosis [GO:0017157]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]","GO:0003924; GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005929; GO:0006893; GO:0006904; GO:0007409; GO:0008021; GO:0009306; GO:0016192; GO:0016197; GO:0017157; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0043231; GO:0045200; GO:0048471; GO:0055037; GO:0055038; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:1903361"
"671",671,191366,"Cluster_16409","FUN_035041",-0.0327227882667323,0.958343488652626,0.998649612991003,146,-20.93,"2 21","787 803",19,"68.42%","73.68%",NA,NA,NA,NA,NA,NA
"672",672,191625,"Cluster_10057","FUN_003937",0.698814254262946,0.189199449606863,0.998649612991003,161,-25.09,"2 14","203 224",12,"91.67%","100.00%",NA,NA,NA,NA,NA,NA
"673",673,191652,"Cluster_2859","FUN_003936",-0.871007771259721,0.0545245970742222,0.96546924320845,161,-21.9,"2 21","153 173",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
"674",674,192153,"Cluster_19193","FUN_002047",0.0171994935425436,0.978102004426952,0.998649612991003,161,-23.87,"2 18","799 820",16,"75.00%","87.50%",NA,NA,NA,NA,NA,NA
"675",675,192399,"Cluster_4254","FUN_028300",0.119094080246502,0.848723924650209,0.998649612991003,166,-20.47,"2 20","251 273",19,"78.95%","84.21%","ptg000021l:18043140-18044646","Q80Z96","Vang-like protein 1 (Loop-tail protein 2) (Van Gogh-like protein 1)","Mus musculus (Mouse)","pigmentation [GO:0043473]","GO:0005886; GO:0016020; GO:0016328; GO:0043473"
"676",676,192764,"Cluster_15340","FUN_012970",0.00539969078640562,0.993124933570711,0.999121428636643,151,-20.49,"2 12","871 892",10,"90.00%","100.00%","ptg000008l:17974313-17976820","A1Z6E0","Protein gustavus","Drosophila melanogaster (Fruit fly)","cuticle pattern formation [GO:0035017]; dorsal appendage formation [GO:0046843]; germ cell development [GO:0007281]; intracellular signal transduction [GO:0035556]; oocyte anterior/posterior axis specification [GO:0007314]; pole cell migration [GO:0007280]; pole plasm assembly [GO:0007315]; positive regulation of protein catabolic process [GO:0045732]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein localization [GO:0008104]; wing disc morphogenesis [GO:0007472]","GO:0005634; GO:0005737; GO:0005938; GO:0007280; GO:0007281; GO:0007314; GO:0007315; GO:0007472; GO:0008104; GO:0019005; GO:0031466; GO:0035017; GO:0035556; GO:0043161; GO:0045495; GO:0045732; GO:0046843; GO:0048471; GO:0070449"
"677",677,192979,"Cluster_3250","FUN_032094",-0.240432592482514,0.696847269223023,0.998649612991003,161,-21.91,"2 14","598 619",12,"91.67%","100.00%",NA,NA,NA,NA,NA,NA
"678",678,193076,"Cluster_15340","FUN_032092",0.419774641593553,0.481666483335227,0.998649612991003,171,-23.67,"2 20","683 704",18,"72.22%","94.44%",NA,NA,NA,NA,NA,NA
"679",679,193278,"Cluster_17776","FUN_032099",-0.357121128660531,0.555158219378813,0.998649612991003,162,-23.37,"2 15","596 617",13,"84.62%","100.00%","ptg000023l:28831736-28839329","P98192","Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase)","Mus musculus (Mouse)","cerebellum morphogenesis [GO:0021587]; ether lipid biosynthetic process [GO:0008611]; fatty acid metabolic process [GO:0006631]; glycerophospholipid metabolic process [GO:0006650]; membrane organization [GO:0061024]; myelination [GO:0042552]; paranodal junction assembly [GO:0030913]; phospholipid biosynthetic process [GO:0008654]; response to fatty acid [GO:0070542]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410]; synapse assembly [GO:0007416]","GO:0003824; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0006631; GO:0006650; GO:0007416; GO:0007584; GO:0008611; GO:0008654; GO:0009410; GO:0016287; GO:0021587; GO:0030913; GO:0031966; GO:0042552; GO:0042594; GO:0061024; GO:0070542"
"680",680,193424,"Cluster_14402","FUN_032328",0.694470782257588,0.193166962849788,0.998649612991003,165,-21.52,"2 14","105 126",12,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"681",681,193624,"Cluster_15775","FUN_032323",-0.294548635579873,0.630464764567806,0.998649612991003,161,-20.18,"2 22","398 421",22,"77.27%","81.82%",NA,NA,NA,NA,NA,NA
"682",682,193677,"Cluster_1862","FUN_032325",-0.213951621729364,0.729681130768323,0.998649612991003,167,-21.35,"2 23","118 141",22,"77.27%","81.82%",NA,NA,NA,NA,NA,NA
"683",683,194175,"Cluster_17776","FUN_011277",0.011169485420356,0.985778865178788,0.998929520526841,142,-20.49,"2 11","740 761",9,"88.89%","88.89%","ptg000007l:8457417-8488848","P29742","Clathrin heavy chain","Drosophila melanogaster (Fruit fly)","chemical synaptic transmission [GO:0007268]; compound eye development [GO:0048749]; compound eye retinal cell programmed cell death [GO:0046667]; dsRNA transport [GO:0033227]; endocytosis [GO:0006897]; extracellular matrix organization [GO:0030198]; intracellular protein transport [GO:0006886]; liquid clearance, open tracheal system [GO:0035002]; oocyte microtubule cytoskeleton polarization [GO:0008103]; pole plasm oskar mRNA localization [GO:0045451]; positive regulation of autophagy [GO:0010508]; positive regulation of endocytosis [GO:0045807]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of growth [GO:0040008]; regulation of tube length, open tracheal system [GO:0035159]; secretory granule organization [GO:0033363]; sperm individualization [GO:0007291]; synaptic vesicle exocytosis [GO:0016079]","GO:0005198; GO:0005802; GO:0005886; GO:0005905; GO:0005938; GO:0006886; GO:0006897; GO:0006898; GO:0007268; GO:0007291; GO:0008103; GO:0010508; GO:0016079; GO:0030130; GO:0030132; GO:0030136; GO:0030141; GO:0030198; GO:0031410; GO:0031623; GO:0032051; GO:0033227; GO:0033363; GO:0035002; GO:0035159; GO:0040008; GO:0045334; GO:0045451; GO:0045807; GO:0046667; GO:0048471; GO:0048749; GO:0071439; GO:0098793"
"684",684,194401,"Cluster_15316","FUN_000354",0.340952168873664,0.574450172965166,0.998649612991003,174,-22.58,"2 21","176 196",19,"84.21%","89.47%",NA,NA,NA,NA,NA,NA
"685",685,195132,"Cluster_5900","FUN_008639",-0.0700172439185979,0.910924170552959,0.998649612991003,170,-21.84,"2 21","837 860",21,"80.95%","85.71%",NA,NA,NA,NA,NA,NA
"686",686,195543,"Cluster_18723","FUN_014988",-0.0431934535274768,0.945021492335465,0.998649612991003,150,-20.62,"2 11","557 578",9,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"687",687,195657,"Cluster_17776","FUN_029068",-0.211134596938932,0.733185925745851,0.998649612991003,158,-25.15,"2 17","366 386",15,"86.67%","86.67%",NA,NA,NA,NA,NA,NA
"688",688,196849,"Cluster_5981","FUN_010603",0.261156760478143,0.671304274617381,0.998649612991003,149,-21.07,"2 22","152 174",20,"55.00%","75.00%",NA,NA,NA,NA,NA,NA
"689",689,197373,"Cluster_17776","FUN_012116",-0.067067404264534,0.914671188701316,0.998649612991003,159,-23.6,"2 18","75 95",16,"81.25%","87.50%","ptg000008l:5263283-5267177","Q95LU3","Fibrinogen C domain-containing protein 1","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","","GO:0008061; GO:0016020; GO:0046872"
"690",690,197551,"Cluster_5981","FUN_012118",0.00192152968369412,0.997553433925906,0.999706330420097,154,-21.14,"2 22","59 79",20,"60.00%","85.00%",NA,NA,NA,NA,NA,NA
"691",691,197786,"Cluster_10051","FUN_020810",0.143532422171687,0.817878290686365,0.998649612991003,160,-20.79,"2 21","690 711",19,"68.42%","78.95%",NA,NA,NA,NA,NA,NA
"692",692,198872,"Cluster_4220","FUN_016232",-0.790808796031195,0.111180557231264,0.998649612991003,163,-20.62,"2 18","153 173",16,"81.25%","93.75%",NA,NA,NA,NA,NA,NA
"693",693,198962,"Cluster_14402","FUN_004611",0.388512199854177,0.518073437809092,0.998649612991003,160,-20.7,"2 13","295 316",11,"100.00%","100.00%","ntLink_8:24883251-24896741","A4Q9F6","Tubulin polyglutamylase TTLL13 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 13)","Mus musculus (Mouse)","microtubule cytoskeleton organization [GO:0000226]; protein polyglutamylation [GO:0018095]","GO:0000226; GO:0005524; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0046872; GO:0070740"
"694",694,199219,"Cluster_3250","FUN_003735",-0.366945964069646,0.543497484741901,0.998649612991003,160,-20.34,"2 17","288 309",15,"80.00%","86.67%",NA,NA,NA,NA,NA,NA
"695",695,199283,"Cluster_16409","FUN_020688",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","348 370",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"696",696,199708,"Cluster_15775","FUN_009513",-0.0259650756634227,0.966943953992401,0.998649612991003,183,-20.03,"2 20","517 539",18,"88.89%","94.44%",NA,NA,NA,NA,NA,NA
"697",697,200102,"Cluster_16409","FUN_020681",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","434 456",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"698",698,200590,"Cluster_5012","FUN_043754",-0.109047001072187,0.861432708256159,0.998649612991003,175,-21.04,"2 20","753 773",18,"83.33%","88.89%",NA,NA,NA,NA,NA,NA
"699",699,201653,"Cluster_14402","FUN_024724",0.0404929722541599,0.948456839482675,0.998649612991003,157,-21.32,"2 18","540 561",16,"62.50%","93.75%",NA,NA,NA,NA,NA,NA
"700",700,201903,"Cluster_19193","FUN_038007",-0.757062300066015,0.138382228231393,0.998649612991003,164,-27.48,"2 21","791 814",22,"81.82%","81.82%",NA,NA,NA,NA,NA,NA
"701",701,201954,"Cluster_4254","FUN_038005",0.146074835376753,0.814675308262244,0.998649612991003,169,-21.14,"2 18","409 430",16,"75.00%","100.00%","ptg000027l:1307839-1366256","Q8BW94","Dynein axonemal heavy chain 3 (Axonemal beta dynein heavy chain 3) (Ciliary dynein heavy chain 3)","Mus musculus (Mouse)","cilium movement [GO:0003341]; microtubule-based movement [GO:0007018]","GO:0003341; GO:0005524; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0045505; GO:0051959; GO:0097729"
"702",702,202018,"Cluster_18728","FUN_038004",0.804303622720061,0.100816113214275,0.998649612991003,148,-23.47,"2 21","430 451",19,"57.89%","73.68%","ptg000027l:1295833-1304109","Q5XX13","F-box/WD repeat-containing protein 10 (F-box and WD-40 domain-containing protein 10) (Ubiquitin ligase-specificity factor)","Homo sapiens (Human)","","GO:0005829"
"703",703,202208,"Cluster_16409","FUN_019915",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","109 131",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"704",704,202622,"Cluster_10051","FUN_023335",-0.261338865312154,0.671080463737181,0.998649612991003,150,-22.25,"2 21","171 197",24,"62.50%","75.00%",NA,NA,NA,NA,NA,NA
"705",705,202699,"Cluster_5981","FUN_026122",0.965113242711184,0.00778106354057353,0.677079544727381,168,-23.28,"2 22","654 678",22,"63.64%","90.91%",NA,NA,NA,NA,NA,NA
"706",706,202937,"Cluster_10207","FUN_035204",0.867055522006839,0.0570142639330812,0.96546924320845,156,-20.75,"2 19","401 424",20,"75.00%","80.00%",NA,NA,NA,NA,NA,NA
"707",707,203187,"Cluster_18723","FUN_031181",-0.192083381295262,0.75694421025818,0.998649612991003,169,-21.08,"2 18","224 245",16,"81.25%","93.75%",NA,NA,NA,NA,NA,NA
"708",708,203304,"Cluster_18723","FUN_031182",-0.187045781705627,0.763241975799001,0.998649612991003,169,-21.08,"2 18","224 245",16,"81.25%","93.75%","ptg000023l:17435129-17438443","Q17QQ2","Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)","Bos taurus (Bovine)","methylation [GO:0032259]; xenobiotic metabolic process [GO:0006805]","GO:0005737; GO:0006805; GO:0008119; GO:0032259; GO:1904047"
"709",709,203411,"Cluster_15340","FUN_031187",0.468197904326576,0.426430433670208,0.998649612991003,148,-20.24,"2 20","293 317",22,"63.64%","77.27%",NA,NA,NA,NA,NA,NA
"710",710,203452,"Cluster_15775","FUN_031186",-0.119017584815705,0.848820628927391,0.998649612991003,160,-21.1,"2 22","607 625",20,"75.00%","80.00%",NA,NA,NA,NA,NA,NA
"711",711,203635,"Cluster_5981","FUN_039752",-0.0270722258105251,0.965534782468811,0.998649612991003,157,-20.81,"2 22","48 70",20,"60.00%","80.00%",NA,NA,NA,NA,NA,NA
"712",712,204497,"Cluster_10207","FUN_027403",0.805103034209367,0.10021184362022,0.998649612991003,171,-20.82,"2 20","328 348",18,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"713",713,204672,"Cluster_19193","FUN_006186",-0.138109147207055,0.824714601227207,0.998649612991003,152,-22.05,"2 21","914 935",19,"68.42%","68.42%",NA,NA,NA,NA,NA,NA
"714",714,205191,"Cluster_4254","FUN_032529",0.330589863808357,0.586877820944702,0.998649612991003,168,-23.06,"2 17","781 802",15,"86.67%","93.33%",NA,NA,NA,NA,NA,NA
"715",715,205202,"Cluster_14402","FUN_032529",-0.16918693004402,0.785616651755055,0.998649612991003,158,-21.63,"2 19","261 282",17,"70.59%","82.35%",NA,NA,NA,NA,NA,NA
"716",716,205276,"Cluster_10093","FUN_032527",0.523602787964624,0.365185529320945,0.998649612991003,167,-22.21,"2 21","352 374",20,"75.00%","85.00%",NA,NA,NA,NA,NA,NA
"717",717,205285,"Cluster_15775","FUN_032527",0.212018826731047,0.732085576812155,0.998649612991003,166,-20.13,"2 22","367 389",21,"80.95%","80.95%",NA,NA,NA,NA,NA,NA
"718",718,205489,"Cluster_18728","FUN_032520",-0.021769981414309,0.9722837883708,0.998649612991003,154,-21.62,"2 20","268 285",18,"77.78%","77.78%",NA,NA,NA,NA,NA,NA
"719",719,206205,"Cluster_4254","FUN_033699",-0.168334863061503,0.78668597660772,0.998649612991003,155,-20.27,"2 21","126 148",20,"65.00%","80.00%",NA,NA,NA,NA,NA,NA
"720",720,206244,"Cluster_4254","FUN_033698",-0.377287772480812,0.531275578195734,0.998649612991003,155,-20.27,"2 21","126 148",20,"65.00%","80.00%",NA,NA,NA,NA,NA,NA
"721",721,206533,"Cluster_15775","FUN_033690",0.151481700348251,0.80786770016378,0.998649612991003,152,-20.73,"2 22","159 189",28,"64.29%","64.29%",NA,NA,NA,NA,NA,NA
"722",722,206958,"Cluster_14768","FUN_000746",0.398251339882829,0.506673010829177,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"723",723,206958,"Cluster_14768","FUN_000746",0.398251339882829,0.506673010829177,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"724",724,206997,"Cluster_14768","FUN_000743",-0.537728176475829,0.349942021552192,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"725",725,206997,"Cluster_14768","FUN_000743",-0.537728176475829,0.349942021552192,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"726",726,207036,"Cluster_14768","FUN_000742",-0.419674609853595,0.481782085793466,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"727",727,207075,"Cluster_14768","FUN_000740",0.00680100153847996,0.991340762651896,0.998929520526841,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"728",728,207114,"Cluster_14768","FUN_000749",0.636301846257066,0.248429796086502,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"729",729,207114,"Cluster_14768","FUN_000749",0.636301846257066,0.248429796086502,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%",NA,NA,NA,NA,NA,NA
"730",730,207350,"Cluster_15340","FUN_012750",0.184528295038547,0.766391533216095,0.998649612991003,163,-24.04,"2 20","730 751",18,"77.78%","77.78%",NA,NA,NA,NA,NA,NA
"731",731,207862,"Cluster_15928","FUN_016444",-0.293473472948405,0.631773199706499,0.998649612991003,160,-20.99,"2 17","550 571",15,"80.00%","86.67%",NA,NA,NA,NA,NA,NA
"732",732,207917,"Cluster_3366","FUN_000270",-0.330879779647948,0.586529462024431,0.998649612991003,148,-20.14,"2 19","534 560",20,"65.00%","80.00%","ntLink_6:940805-944220","Q05AQ3","Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","ADP transport [GO:0015866]; AMP transport [GO:0080121]; ATP transport [GO:0015867]; coenzyme A transmembrane transport [GO:0035349]","GO:0005347; GO:0005739; GO:0005743; GO:0015217; GO:0015228; GO:0015866; GO:0015867; GO:0035349; GO:0043262; GO:0080121; GO:0080122"
"733",733,207918,"Cluster_3367","FUN_000270",0.0263958382590603,0.966395678020786,0.998649612991003,148,-20.14,"2 19","534 560",20,"65.00%","80.00%","ntLink_6:940805-944220","Q05AQ3","Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","ADP transport [GO:0015866]; AMP transport [GO:0080121]; ATP transport [GO:0015867]; coenzyme A transmembrane transport [GO:0035349]","GO:0005347; GO:0005739; GO:0005743; GO:0015217; GO:0015228; GO:0015866; GO:0015867; GO:0035349; GO:0043262; GO:0080121; GO:0080122"
"734",734,208013,"Cluster_15340","FUN_003215",0.854481335034566,0.0651624777444904,0.979708341036136,158,-20.65,"2 20","414 437",20,"70.00%","80.00%",NA,NA,NA,NA,NA,NA
"735",735,208096,"Cluster_15928","FUN_003210",-0.414735492354902,0.487497307268296,0.998649612991003,168,-21.94,"2 21","704 725",19,"68.42%","89.47%",NA,NA,NA,NA,NA,NA
"736",736,208619,"Cluster_3366","FUN_013080",0.888310868864341,0.0440491206471639,0.96546924320845,153,-21.45,"2 19","466 490",18,"61.11%","88.89%",NA,NA,NA,NA,NA,NA
"737",737,208620,"Cluster_3367","FUN_013080",-0.0159402970037626,0.97970504303713,0.998649612991003,153,-20.43,"2 19","466 490",18,"61.11%","88.89%",NA,NA,NA,NA,NA,NA
"738",738,209282,"Cluster_3366","FUN_043504",-0.746789249582803,0.147005024048495,0.998649612991003,162,-21.99,"2 20","561 585",19,"68.42%","89.47%",NA,NA,NA,NA,NA,NA
"739",739,209283,"Cluster_3367","FUN_043504",0.695371807313772,0.192342012811052,0.998649612991003,162,-21.99,"2 20","561 585",19,"68.42%","89.47%",NA,NA,NA,NA,NA,NA
"740",740,209643,"Cluster_10057","FUN_042672",-0.222136830865876,0.719510188559847,0.998649612991003,167,-24.98,"2 21","974 996",20,"75.00%","85.00%","ptg000039l:996587-1005133","Q5RHH4","Intraflagellar transport protein 172 homolog","Danio rerio (Zebrafish) (Brachydanio rerio)","cilium assembly [GO:0060271]; intraciliary transport [GO:0042073]; photoreceptor cell maintenance [GO:0045494]; pronephros development [GO:0048793]; regulation of TOR signaling [GO:0032006]; retina development in camera-type eye [GO:0060041]","GO:0005929; GO:0005930; GO:0030992; GO:0032006; GO:0036064; GO:0042073; GO:0045494; GO:0048793; GO:0060041; GO:0060271"
"741",741,209681,"Cluster_10051","FUN_042675",-0.00719689985837719,0.990836701604847,0.998929520526841,167,-27.39,"2 21","441 463",20,"70.00%","90.00%",NA,NA,NA,NA,NA,NA
"742",742,209987,"Cluster_4220","FUN_009359",-0.375171773670418,0.533771800292363,0.998649612991003,172,-20.62,"2 17","301 322",15,"86.67%","100.00%",NA,NA,NA,NA,NA,NA
"743",743,210665,"Cluster_15340","FUN_007247",0.0799658774998039,0.898292897663972,0.998649612991003,152,-24.73,"2 20","504 525",19,"73.68%","78.95%",NA,NA,NA,NA,NA,NA
"744",744,210782,"Cluster_15340","FUN_022602",-0.0521672928225928,0.933608678999651,0.998649612991003,151,-23.93,"2 21","769 791",20,"60.00%","80.00%","ptg000016l:11243652-11244798","Q91VY9","Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622)","Mus musculus (Mouse)","intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; positive regulation of apoptotic process [GO:0043065]; positive regulation of JNK cascade [GO:0046330]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; ribosomal large subunit biogenesis [GO:0042273]","GO:0003676; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0008270; GO:0008631; GO:0030687; GO:0033674; GO:0042273; GO:0043065; GO:0043410; GO:0046330; GO:1990275"
"745",745,210821,"Cluster_15340","FUN_022603",-0.431234521914925,0.468462217754282,0.998649612991003,151,-23.93,"2 21","136 158",20,"60.00%","80.00%",NA,NA,NA,NA,NA,NA
"746",746,211656,"Cluster_1862","FUN_009821",0.866157693579818,0.0575846866241099,0.96546924320845,164,-22.11,"2 23","172 200",26,"65.38%","80.77%",NA,NA,NA,NA,NA,NA
"747",747,211831,"Cluster_10419","FUN_009825",-0.77807718040525,0.121233801265472,0.998649612991003,178,-20.5,"2 20","250 272",19,"89.47%","89.47%","ptg000004l:12170612-12171505","Q6DG99","BTB/POZ domain-containing protein KCTD6","Danio rerio (Zebrafish) (Brachydanio rerio)","protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]","GO:0016567; GO:0051260"
"748",748,212137,"Cluster_5981","FUN_024529",-0.973898923067543,0.00504212756126728,0.595990930925003,152,-22.75,"2 20","563 590",23,"69.57%","78.26%","ptg000018l:7921854-7947207","Q80XJ3","Tetratricopeptide repeat protein 28 (TPR repeat protein 28)","Mus musculus (Mouse)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023"
"749",749,212972,"Cluster_16409","FUN_015158",0.595151504870857,0.289706793567924,0.998649612991003,146,-20.93,"2 21","641 657",19,"68.42%","73.68%",NA,NA,NA,NA,NA,NA
"750",750,213735,"Cluster_5900","FUN_038578",0.81656838889665,0.0916683315434382,0.998649612991003,161,-20.07,"2 20","774 794",18,"72.22%","88.89%",NA,NA,NA,NA,NA,NA
"751",751,213746,"Cluster_15340","FUN_038578",0.757355855752452,0.138138094072848,0.998649612991003,158,-29.32,"2 21","176 200",22,"72.73%","77.27%",NA,NA,NA,NA,NA,NA
"752",752,214087,"Cluster_5981","FUN_019813",-0.213897293640758,0.729748702106089,0.998649612991003,157,-20.81,"2 22","40 62",20,"60.00%","80.00%",NA,NA,NA,NA,NA,NA
