"target","protein_name","gene_name","std_gene_name","species","accession","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"FUN_024863-T1","Integrator complex subunit 13-like","LOC116304359","INTS13","Actinia tenebrosa","A0A6P8ISJ1",55.479,721,288,9,11,718,11,711,0,774
"FUN_040242-T2","Integrator complex subunit 14","Vwa9","INTS14","Stylophora pistillata","A0A2B4RU54",81.98,505,88,2,1,503,1,504,0,875
"FUN_040242-T2","Integrator complex subunit 14","pdam_00021401","INTS14","Pocillopora damicornis","A0A3M6TMP7",82.376,505,86,2,1,503,1,504,0,881
"FUN_040242-T2","Integrator complex subunit 14","LOC116296789","INTS14","Actinia tenebrosa","A0A6P8HZA0",65.089,507,167,5,1,503,1,501,0,682
"FUN_040242-T2","Integrator complex subunit 14","PACLA_8A013253","INTS14","Paramuricea clavata","A0A7D9HDV6",53.36,506,212,9,1,488,1,500,0,529
"FUN_040242-T1","Integrator complex subunit 14","PACLA_8A013253","INTS14","Paramuricea clavata","A0A7D9HGI7",52.133,422,182,8,1,406,1,418,1.32e-147,427
"FUN_040242-T2","Integrator complex subunit 14","INTS14 OS=Exaiptasia diaphana OX=2652724","INTS14","Exaiptasia diaphana","A0A913XHD1",63.834,506,171,5,1,499,1,501,0,669
"FUN_040242-T2","Integrator complex subunit 14","P5673_018352","INTS14","Acropora cervicornis","A0AAD9QDB0",98.413,504,8,0,1,504,1,504,0,1030
"FUN_040242-T2","Integrator complex subunit 14","PMEA_00022021","INTS14","Pocillopora meandrina","A0AAU9VXZ3",82.376,505,86,2,1,503,1,504,0,880
"FUN_040242-T2","Integrator complex subunit 14","LOC100214249","INTS14","Hydra vulgaris","A0ABM4DE75",46.667,510,253,7,1,498,1,503,1.95e-155,452
"FUN_040242-T2","Integrator complex subunit 14","PLOB_00000868","INTS14","Porites lobata","A0ABN8N3G7",80.357,504,97,1,1,502,1,504,0,860
"FUN_040242-T2","Integrator complex subunit 14","PEVE_00018572","INTS14","Porites evermanni","A0ABN8S9T9",80.754,504,95,1,1,502,1,504,0,860
"FUN_040242-T2","Integrator complex subunit 14","NEMVEDRAFT_v1g91640","INTS14","Nematostella vectensis","A7RS47",63.116,507,164,5,1,490,1,501,0,662
"FUN_040242-T2","Integrator complex subunit 14","C15orf44","INTS14","Hydra vulgaris","T2M6U5",46.863,510,252,7,1,498,1,503,3.69e-156,454
"FUN_010827-T1","Integrator complex subunit 2","Ints2","INTS2","Stylophora pistillata","A0A2B4RZX0",80.643,1245,226,7,1,1231,1,1244,0,1999
"FUN_010827-T1","Integrator complex subunit 2","PACLA_8A002718","INTS2","Paramuricea clavata","A0A7D9EB17",46.932,1255,600,15,6,1215,7,1240,0,1108
"FUN_010827-T1","Integrator complex subunit 2","INTS2 OS=Clytia hemisphaerica OX=252671","INTS2","Clytia hemisphaerica","A0A7M5XJY8",38.404,1078,541,20,7,984,177,1231,0,714
"FUN_010827-T1","Integrator complex subunit 2","INTS2 OS=Clytia hemisphaerica OX=252671","INTS2","Clytia hemisphaerica","A0A7M5XL71",38.404,1078,541,20,7,984,177,1231,0,714
"FUN_010827-T1","Integrator complex subunit 2","INTS2 OS=Exaiptasia diaphana OX=2652724","INTS2","Exaiptasia diaphana","A0A913YQZ2",60.165,728,249,10,3,693,2,725,0,848
"FUN_010827-T1","Integrator complex subunit 2","INTS2","INTS2","Desmophyllum pertusum","A0A9W9Z2H4",83.562,1241,191,6,2,1230,5,1244,0,2082
"FUN_010827-T1","Integrator complex subunit 2","P5673_014622","INTS2","Acropora cervicornis","A0AAD9QJD2",87.881,1246,13,6,1,1108,1,1246,0,2083
"FUN_010827-T1","Integrator complex subunit 2","PMEA_00004074","INTS2","Pocillopora meandrina","A0AAU9WE25",80.738,1246,225,6,1,1233,1,1244,0,2016
"FUN_010827-T1","Integrator complex subunit 2","PLOB_00004120","INTS2","Porites lobata","A0ABN8QA75",82.665,1246,207,4,1,1237,1,1246,0,2057
"FUN_010827-T1","Integrator complex subunit 2","INTS2","INTS2","Hydra vulgaris","T2M685",40.951,1199,605,20,7,1113,6,1193,0,857
"FUN_010827-T1","Integrator complex subunit 2 isoform X2","PACLA_8A002718","INTS2","Paramuricea clavata","A0A6S7HPA4",46.975,1256,599,16,6,1216,7,1240,0,1106
"FUN_010827-T1","Integrator complex subunit 2 isoform X3","LOC100197044","INTS2","Hydra vulgaris","A0ABM4CN83",40.418,1195,601,18,7,1097,6,1193,0,846
"FUN_010827-T1","Integrator complex subunit 2-like isoform X1","LOC116292634","INTS2","Actinia tenebrosa","A0A6P8HHG5",59.529,1275,449,16,7,1244,2,1246,0,1478
"FUN_010827-T1","Integrator complex subunit 2-like isoform X2","LOC116292634","INTS2","Actinia tenebrosa","A0A6P8HT36",59.638,1271,450,14,7,1240,2,1246,0,1484
"FUN_040861-T1","Integrator complex subunit 3","INTS3","INTS3","Stylophora pistillata","A0A2B4SYZ2",81.991,1055,186,4,1,1052,1,1054,0,1722
"FUN_040861-T1","Integrator complex subunit 3","INTS3_1","INTS3","Desmophyllum pertusum","A0A9X0CMQ2",81.021,627,115,4,7,630,170,795,0,1020
"FUN_040861-T1","Integrator complex subunit 3","P5673_012134","INTS3","Acropora cervicornis","A0AAD9QNR4",99.443,897,5,0,1,897,38,934,0,1834
"FUN_040861-T1","Integrator complex subunit 3 isoform X3","LOC100198887","INTS3","Hydra vulgaris","A0ABM4DDK5",44.229,1031,523,19,10,1011,2,1009,0,823
"FUN_040861-T1","Integrator complex subunit 3-like","LOC116300098","INTS3","Actinia tenebrosa","A0A6P8IET8",64.589,1059,345,8,5,1044,7,1054,0,1332
"FUN_041921-T1","Integrator complex subunit 4","P5673_000957","INTS4","Acropora cervicornis","A0AAD9R5A2",94.082,997,14,2,239,1190,1,997,0,1905
"FUN_041827-T1","Integrator complex subunit 6","INTS6","INTS6","Hydra vulgaris","T2M317",56.373,204,86,2,255,457,329,530,3.85e-81,271
"FUN_032118-T1","Integrator complex subunit 7","INTS7","INTS7","Stylophora pistillata","A0A2B4SKH7",61.084,609,133,5,1,507,1,607,0,725
"FUN_032118-T1","Integrator complex subunit 7","pdam_00013450","INTS7","Pocillopora damicornis","A0A3M6TF56",75.08,935,226,3,1,931,1,932,0,1459
"FUN_032118-T1","Integrator complex subunit 7","LOC116297721","INTS7","Actinia tenebrosa","A0A6P8IB01",57.053,950,387,8,2,945,3,937,0,1101
"FUN_032118-T1","Integrator complex subunit 7","PACLA_8A019079","INTS7","Paramuricea clavata","A0A6S7K8T1",45.037,937,511,1,1,937,10,942,0,811
"FUN_032118-T1","Integrator complex subunit 7","INTS7 OS=Clytia hemisphaerica OX=252671","INTS7","Clytia hemisphaerica","A0A7M5V2S3",35.889,939,568,11,21,943,20,940,0,598
"FUN_032118-T1","Integrator complex subunit 7","INTS7 OS=Exaiptasia diaphana OX=2652724","INTS7","Exaiptasia diaphana","A0A913XT38",54.689,949,412,8,1,943,1,937,0,1023
"FUN_032118-T1","Integrator complex subunit 7","INTS7_3","INTS7","Desmophyllum pertusum","A0A9X0A0N1",73.361,488,96,2,1,454,1,488,0,726
"FUN_032118-T1","Integrator complex subunit 7","P5673_015977","INTS7","Acropora cervicornis","A0AAD9QH64",88.009,467,12,3,392,814,466,932,0,827
"FUN_032118-T1","Integrator complex subunit 7","PMEA_00013352","INTS7","Pocillopora meandrina","A0AAU9WW72",75.08,935,226,3,1,931,1,932,0,1454
"FUN_032118-T1","Integrator complex subunit 7","LOC100204041","INTS7","Hydra vulgaris","A0ABM4C892",33.081,925,574,15,9,898,25,939,8.64e-159,494
"FUN_032118-T1","Integrator complex subunit 7","LOC100204041","INTS7","Hydra vulgaris","A0ABM4C899",33.081,925,574,15,9,898,25,939,7.53e-159,494
"FUN_032118-T1","Integrator complex subunit 7","PEVE_00030238","INTS7","Porites evermanni","A0ABN8MIA7",75.558,941,226,4,1,941,1,937,0,1440
"FUN_032118-T1","Integrator complex subunit 7","PLOB_00029393","INTS7","Porites lobata","A0ABN8NUA4",76.408,941,218,4,1,941,1,937,0,1462
"FUN_032118-T1","Integrator complex subunit 7","INTS7","INTS7","Hydra vulgaris","T2M4N5",36.667,480,281,9,2,462,13,488,5.19e-93,305
"FUN_034936-T1","Integrator complex subunit 8","INTS8","INTS8","Stylophora pistillata","A0A2B4RVR6",54.88,1086,379,17,1,1002,1,1059,0,1108
"FUN_034936-T1","Integrator complex subunit 8","INTS8","INTS8","Desmophyllum pertusum","A0A9X0CV07",63.039,1066,334,12,1,1013,1,1059,0,1305
"FUN_034936-T1","Integrator complex subunit 8","P5673_029480","INTS8","Acropora cervicornis","A0AAD9UU49",82.302,921,61,11,1,819,139,1059,0,1486
"FUN_034936-T1","Integrator complex subunit 8 isoform X2","LOC101235764","INTS8","Hydra vulgaris","A0ABM4DNE3",28.049,1066,652,29,11,985,17,1058,5.19e-115,379
"FUN_034936-T1","Integrator complex subunit 8-like","LOC116294367","INTS8","Actinia tenebrosa","A0A6P8HN80",41.628,1069,527,24,6,1000,14,1059,0,778
"FUN_006936-T2","Integrator complex subunit 9 homolog","LOC116307679","INTS9","Actinia tenebrosa","A0A6P8JAI2",71.795,663,182,2,1,658,1,663,0,1031
"FUN_006936-T2","Integrator complex subunit 9 homolog","ints9","INTS9","Nematostella vectensis","A7SBF0",67.47,664,211,2,1,660,1,663,0,974
"FUN_006936-T2","Integrator complex subunit 9-like","ints9","INTS9","Stylophora pistillata","A0A2B4SQU2",83.611,360,56,2,235,591,304,663,0,622
"FUN_029200-T1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4R985",56.231,1629,641,23,10,1617,38,1615,0,1734
"FUN_029200-T1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4RG40",53.338,2771,1212,33,634,3384,9,2718,0,2788
"FUN_000213-T2","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0N5",50.925,1135,442,15,613,1650,805,1921,0,1090
"FUN_000213-T2","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0P5",59.37,1873,694,15,151,1978,71,1921,0,2248
"FUN_029184-T1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4SJ07",63.614,2806,968,27,7,2787,6,2783,0,3594
"FUN_029184-T1","RNA-directed RNA polymerase","pdam_00014003","RDRP","Pocillopora damicornis","A0A3M6V1C2",61.961,1346,478,17,7,1343,6,1326,0,1677
"FUN_000213-T2","RNA-directed RNA polymerase","pdam_00010540","RDRP","Pocillopora damicornis","A0A3M6V665",60.102,1960,727,21,1,1944,1,1921,0,2348
"FUN_000213-T2","RNA-directed RNA polymerase","LOC116291599","RDRP","Actinia tenebrosa","A0A6P8HFQ5",43.921,1933,938,39,78,1945,64,1915,0,1488
"FUN_000213-T2","RNA-directed RNA polymerase","LOC116292984","RDRP","Actinia tenebrosa","A0A6P8HMH6",46.736,1930,941,33,52,1939,34,1918,0,1650
"FUN_029184-T1","RNA-directed RNA polymerase","LOC116296651","RDRP","Actinia tenebrosa","A0A6P8HVX5",41.298,2867,1498,59,10,2782,7,2782,0,2072
"FUN_029184-T1","RNA-directed RNA polymerase","PACLA_8A003058","RDRP","Paramuricea clavata","A0A6S7H8I7",36.448,2590,1433,55,6,2508,319,2782,0,1549
"FUN_029184-T1","RNA-directed RNA polymerase","RDRP OS=Clytia hemisphaerica OX=252671","RDRP","Clytia hemisphaerica","A0A7M5VA30",25.583,1501,923,48,1045,2455,1214,2610,4.06e-108,388
"FUN_000213-T2","RNA-directed RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913WPD6",44.898,1911,947,35,77,1925,52,1918,0,1566
"FUN_029184-T1","RNA-directed RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913WY18",40.97,2846,1490,59,1,2720,1,2782,0,2062
"FUN_029200-T1","RNA-directed RNA polymerase","OS493_030834","RDRP","Desmophyllum pertusum","A0A9W9YJP7",59.763,1772,662,14,332,2072,966,2717,0,2072
"FUN_029200-T1","RNA-directed RNA polymerase","OS493_030827","RDRP","Desmophyllum pertusum","A0A9W9YJV2",60.71,1746,605,15,46,1744,178,1889,0,2063
"FUN_000213-T2","RNA-directed RNA polymerase","P5673_011346","RDRP","Acropora cervicornis","A0AAD9QPZ2",96.696,1937,56,2,1,1929,1,1937,0,3902
"FUN_000419-T1","RNA-directed RNA polymerase","P5673_011149","RDRP","Acropora cervicornis","A0AAD9QQ14",93.786,1931,119,1,1,1931,1,1930,0,3732
"FUN_029200-T1","RNA-directed RNA polymerase","P5673_003890","RDRP","Acropora cervicornis","A0AAD9VEU7",95.734,2719,115,1,1,2719,1,2718,0,5396
"FUN_000213-T2","RNA-directed RNA polymerase","PMEA_00035380","RDRP","Pocillopora meandrina","A0AAU9WAN4",60.153,1960,725,22,1,1943,1,1921,0,2348
"FUN_029200-T1","RNA-directed RNA polymerase","PMEA_00004556","RDRP","Pocillopora meandrina","A0AAU9WCT6",56.75,1926,749,19,420,2293,825,2718,0,2087
"FUN_029184-T1","RNA-directed RNA polymerase","PMEA_00005181","RDRP","Pocillopora meandrina","A0AAU9WHC0",64.378,2695,900,27,7,2674,6,2667,0,3489
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJV4",25.389,1414,873,49,965,2266,1153,2496,7.1e-111,397
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJW1",25.389,1414,873,50,965,2266,1153,2496,2.09e-110,395
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BJW6",25.752,1363,812,51,1028,2272,1212,2492,7.76e-110,393
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BJW7",25.752,1363,812,51,1028,2272,1212,2492,1.8e-109,393
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJX0",25.223,1459,890,53,965,2292,1153,2541,5.87e-111,397
"FUN_029184-T1","RNA-directed RNA polymerase","LOC100214913","RDRP","Hydra vulgaris","A0ABM4BJX3",25.868,1353,817,46,1037,2275,1212,2492,6.17e-118,420
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJX5",25.389,1414,873,50,965,2266,1153,2496,8.6e-111,396
"FUN_029184-T1","RNA-directed RNA polymerase","LOC100214913","RDRP","Hydra vulgaris","A0ABM4BJY6",25.868,1353,817,46,1082,2320,1212,2492,4.44e-118,421
"FUN_029184-T1","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BK03",25.752,1363,812,51,1028,2272,1212,2492,1.18e-109,393
"FUN_000213-T2","RNA-directed RNA polymerase","PLOB_00050157","RDRP","Porites lobata","A0ABN8Q0K4",63.005,1957,673,21,1,1941,1,1922,0,2467
"FUN_000213-T2","RNA-directed RNA polymerase","PEVE_00002451","RDRP","Porites evermanni","A0ABN8Q4R5",60.02,1971,707,28,1,1939,1,1922,0,2306
"FUN_029184-T1","RNA-directed RNA polymerase","PLOB_00010549","RDRP","Porites lobata","A0ABN8QWY6",64.635,2805,947,29,6,2789,3,2783,0,3712
"FUN_029200-T1","RNA-directed RNA polymerase","PLOB_00012103","RDRP","Porites lobata","A0ABN8QXB4",57.184,2798,1088,28,10,2786,9,2717,0,3110
"FUN_029200-T1","RNA-directed RNA polymerase","PLOB_00012120","RDRP","Porites lobata","A0ABN8R2J4",56.985,2799,1095,27,9,2787,8,2717,0,3093
"FUN_029184-T1","RNA-directed RNA polymerase","PEVE_00029318","RDRP","Porites evermanni","A0ABN8SV96",65.193,2804,932,28,6,2788,3,2783,0,3751
"FUN_029200-T1","RNA-directed RNA polymerase","PEVE_00035858","RDRP","Porites evermanni","A0ABN8T2Q2",58.388,2295,882,17,1,2287,155,2384,0,2641
"FUN_029200-T1","RNA-dependent RNA polymerase","RDR2","RDRP","Stylophora pistillata","A0A2B4RIR9",55.945,942,392,8,1,927,1565,2498,0,1024
"FUN_010597-T1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0A1",32.599,681,373,15,564,1194,23,667,2.88e-107,352
"FUN_010597-T1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S2K3",33.231,650,356,13,49,651,49,667,3.91e-115,360
"FUN_010597-T1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S3Y0",29.263,434,244,16,147,531,88,507,3.2e-45,172
"FUN_010597-T1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S6D8",38.54,589,308,14,35,572,41,626,9.32e-125,383
"FUN_045369-T1","RNA-dependent RNA polymerase","RDR2","RDRP","Stylophora pistillata","A0A2B4S6H5",53.878,490,218,2,23,506,27,514,5.18e-178,544
"FUN_016587-T1","RNA-dependent RNA polymerase","pdam_00007094","RDRP","Pocillopora damicornis","A0A3M6T9A9",64.389,1244,432,8,15,1254,14,1250,0,1673
"FUN_010598-T1","RNA-dependent RNA polymerase","pdam_00009604","RDRP","Pocillopora damicornis","A0A3M6U019",41.88,585,289,18,5,568,46,600,1.86e-131,401
"FUN_010597-T1","RNA-dependent RNA polymerase","pdam_00009608","RDRP","Pocillopora damicornis","A0A3M6U066",28.305,643,383,19,4,598,3,615,1.71e-59,211
"FUN_010597-T1","RNA-dependent RNA polymerase","pdam_00009601","RDRP","Pocillopora damicornis","A0A3M6U087",63.636,671,231,8,1,659,1,670,0,870
"FUN_010597-T1","RNA-dependent RNA polymerase","pdam_00009609","RDRP","Pocillopora damicornis","A0A3M6U0C1",34.857,700,360,21,26,686,22,664,5.1e-125,386
"FUN_010597-T1","RNA-dependent RNA polymerase","LOC116288465","RDRP","Actinia tenebrosa","A0A6P8H437",37.778,675,383,14,4,651,3,667,6.11e-153,459
"FUN_010597-T1","RNA-dependent RNA polymerase","LOC116288436","RDRP","Actinia tenebrosa","A0A6P8H6G5",38.806,670,392,11,4,656,3,671,3.64e-161,480
"FUN_010597-T1","RNA-dependent RNA polymerase","LOC116288463","RDRP","Actinia tenebrosa","A0A6P8H6Z9",39.761,669,379,11,4,654,3,665,2.62e-159,474
"FUN_010597-T1","RNA-dependent RNA polymerase","LOC116288452","RDRP","Actinia tenebrosa","A0A6P8HEP7",49.29,704,305,12,722,1413,4,667,0,663
"FUN_029184-T1","RNA-dependent RNA polymerase","PACLA_8A076861","RDRP","Paramuricea clavata","A0A6S7FT68",34.312,1192,686,29,1,1164,1656,2778,0,657
"FUN_029182-T1","RNA-dependent RNA polymerase","PACLA_8A061743","RDRP","Paramuricea clavata","A0A6S7FU92",57.547,318,128,3,165,479,1,314,2.36e-122,367
"FUN_010597-T1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913Y425",44.778,699,340,13,6,693,4,667,0,585
"FUN_010597-T1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913Y4S8",37.444,665,401,9,4,655,3,665,5.27e-147,442
"FUN_010597-T1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913YWT7",38.081,667,383,12,4,642,3,667,3.34e-153,458
"FUN_010597-T1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913YXY8",37.126,668,400,12,4,653,3,668,2.64e-149,449
"FUN_029179-T1","RNA-dependent RNA polymerase","OS493_020020","RDRP","Desmophyllum pertusum","A0A9W9YBD9",64.835,1365,460,11,7,1367,6,1354,0,1787
"FUN_029184-T1","RNA-dependent RNA polymerase","OS493_020019","RDRP","Desmophyllum pertusum","A0A9W9YEV0",66.69,1411,449,11,14,1408,1378,2783,0,1932
"FUN_016587-T1","RNA-dependent RNA polymerase","OS493_006716","RDRP","Desmophyllum pertusum","A0A9W9ZSK9",71.789,436,121,2,1,436,1,434,0,659
"FUN_010597-T1","RNA-dependent RNA polymerase","OS493_000813","RDRP","Desmophyllum pertusum","A0A9W9ZT61",67.68,362,111,3,18,373,1,362,8.51e-176,504
"FUN_010598-T1","RNA-dependent RNA polymerase","OS493_000817","RDRP","Desmophyllum pertusum","A0A9W9ZTA1",37.3,563,314,11,25,573,62,599,7.6e-122,375
"FUN_010598-T1","RNA-dependent RNA polymerase","OS493_000816","RDRP","Desmophyllum pertusum","A0A9W9ZTC8",40.07,287,145,8,1,276,329,599,1.27e-59,201
"FUN_010597-T1","RNA-dependent RNA polymerase","OS493_000812","RDRP","Desmophyllum pertusum","A0A9W9ZTK4",70.866,254,69,4,1,252,420,670,3.79e-123,365
"FUN_010598-T1","RNA-dependent RNA polymerase","OS493_000815","RDRP","Desmophyllum pertusum","A0A9W9ZU19",34.454,595,307,13,4,555,45,599,2.07e-115,358
"FUN_010598-T1","RNA-dependent RNA polymerase","OS493_000814","RDRP","Desmophyllum pertusum","A0A9W9ZUN1",35.75,593,312,13,4,551,45,613,6.02e-121,373
"FUN_010597-T1","RNA-dependent RNA polymerase","OS493_000818","RDRP","Desmophyllum pertusum","A0A9W9ZUT4",35.569,686,331,18,47,687,48,667,2.38e-121,377
"FUN_010597-T1","RNA-dependent RNA polymerase","OS493_000819","RDRP","Desmophyllum pertusum","A0A9W9ZWW6",28.189,635,342,20,4,546,3,615,3.49e-49,181
"FUN_000213-T2","RNA-dependent RNA polymerase","OS493_003322","RDRP","Desmophyllum pertusum","A0A9X0A574",58.667,150,57,2,1,148,696,842,2.32e-50,172
"FUN_000213-T2","RNA-dependent RNA polymerase","OS493_003323","RDRP","Desmophyllum pertusum","A0A9X0A5B4",50,210,97,3,21,226,135,340,2.05e-61,212
"FUN_000213-T1","RNA-dependent RNA polymerase","OS493_003289","RDRP","Desmophyllum pertusum","A0A9X0A6E6",79.661,236,48,0,1,236,689,924,7.82e-128,395
"FUN_010597-T1","RNA-dependent RNA polymerase","P5673_024942","RDRP","Acropora cervicornis","A0AAD9UXL8",33.242,728,392,23,4,698,3,669,5.04e-116,363
"FUN_010598-T1","RNA-dependent RNA polymerase","P5673_024940","RDRP","Acropora cervicornis","A0AAD9UXP1",94.3,614,29,1,1,608,44,657,0,1189
"FUN_010596-T1","RNA-dependent RNA polymerase","P5673_024941","RDRP","Acropora cervicornis","A0AAD9UXU1",77.199,614,128,7,1,607,1,609,0,897
"FUN_010597-T1","RNA-dependent RNA polymerase","PMEA_00004263","RDRP","Pocillopora meandrina","A0AAU9WAH1",26.325,604,373,16,103,663,49,623,2.07e-55,201
"FUN_010597-T1","RNA-dependent RNA polymerase","PMEA_00004267","RDRP","Pocillopora meandrina","A0AAU9WCN3",34.087,619,329,12,22,566,2,615,1.75e-113,355
"FUN_010597-T1","RNA-dependent RNA polymerase","PMEA_00004259","RDRP","Pocillopora meandrina","A0AAU9WFE4",34.801,704,355,23,26,686,22,664,3.22e-122,379
"FUN_010597-T1","RNA-dependent RNA polymerase","PMEA_00004260","RDRP","Pocillopora meandrina","A0AAU9WFH3",27.914,652,390,19,4,606,3,623,1.68e-56,203
"FUN_010597-T1","RNA-dependent RNA polymerase","PEVE_00032720","RDRP","Porites evermanni","A0ABN8LI71",34.853,614,345,15,11,574,6,614,7.93e-118,367
"FUN_010597-T1","RNA-dependent RNA polymerase","PEVE_00032712","RDRP","Porites evermanni","A0ABN8LIB1",68.935,676,200,4,1,671,1,671,0,971
"FUN_010598-T1","RNA-dependent RNA polymerase","PEVE_00032709","RDRP","Porites evermanni","A0ABN8LMP5",43.771,594,293,12,5,583,46,613,2.21e-152,456
"FUN_010597-T1","RNA-dependent RNA polymerase","PLOB_00018126","RDRP","Porites lobata","A0ABN8RBN7",67.899,676,207,4,1,671,1,671,0,956
"FUN_010598-T1","RNA-dependent RNA polymerase","PLOB_00018123","RDRP","Porites lobata","A0ABN8RES1",43.271,587,294,12,5,574,46,610,3.68e-151,452
"FUN_010597-T1","RNA-dependent RNA polymerase","PLOB_00018147","RDRP","Porites lobata","A0ABN8RET6",35.179,614,343,15,11,574,6,614,8.82e-122,377
"FUN_029200-T1","RNA-dependent RNA polymerase","PEVE_00026319","RDRP","Porites evermanni","A0ABN8SQE6",53.937,1435,588,14,25,1449,1346,2717,0,1493
"FUN_029200-T1","RNA-dependent RNA polymerase","PEVE_00026320","RDRP","Porites evermanni","A0ABN8SSZ0",54.635,712,302,9,5,705,555,1256,0,732
"FUN_000632-T1","Heat shock cognate 71 kDa protein","HSPA8","HSPA8","Stylophora pistillata","A0A2B4RHJ7",63.942,208,65,3,3,204,409,612,1.48e-86,267
"FUN_005372-T2","Heat shock cognate 71 kDa protein","HSPA8","HSPA8","Stylophora pistillata","A0A2B4S326",80.896,670,106,5,1,665,1,653,0,1063
"FUN_017781-T1","Heat shock cognate 71 kDa protein","Hspa8","HSPA8","Stylophora pistillata","A0A2B4S907",86.329,651,77,3,1,648,1,642,0,1158
"FUN_005372-T1","Heat shock cognate 71 kDa protein","HSPA8_1","HSPA8","Desmophyllum pertusum","A0A9W9YVY7",84.398,532,77,3,1,530,6,533,0,858
"FUN_005372-T1","Heat shock cognate 71 kDa protein","HSPA8_2","HSPA8","Desmophyllum pertusum","A0A9W9YWL9",76.331,169,35,3,3,170,369,533,9.13e-73,228
"FUN_017781-T1","Heat shock cognate 71 kDa protein","HSPA8_3","HSPA8","Desmophyllum pertusum","A0A9W9ZC74",87.823,271,33,0,222,492,313,583,4.23e-166,484
"FUN_035777-T1","polynucleotide adenylyltransferase","PAPD5","PAPD5","Stylophora pistillata","A0A2B4RTD2",52.813,782,265,15,1,721,1,739,0,704
"FUN_035777-T1","polynucleotide adenylyltransferase","pdam_00004683","PAPD5","Pocillopora damicornis","A0A3M6UCE9",50.064,779,270,15,1,700,1,739,0,662
"FUN_035777-T1","polynucleotide adenylyltransferase","PACLA_8A053671","PAPD5","Paramuricea clavata","A0A6S7G8E9",43.933,478,223,12,6,460,13,468,3.04e-119,371
"FUN_035777-T1","polynucleotide adenylyltransferase","PACLA_8A053671","PAPD5","Paramuricea clavata","A0A7D9HLS9",44.351,478,221,13,6,460,13,468,3.77e-119,370
"FUN_035777-T1","polynucleotide adenylyltransferase","PAPD5 OS=Clytia hemisphaerica OX=252671","PAPD5","Clytia hemisphaerica","A0A7M5UZ02",44.165,437,209,12,23,432,5,433,3.83e-111,355
"FUN_035777-T1","polynucleotide adenylyltransferase","PAPD5 OS=Exaiptasia diaphana OX=2652724","PAPD5","Exaiptasia diaphana","A0A913XMN7",52.096,501,186,12,1,473,1,475,3.37e-167,497
"FUN_035777-T1","polynucleotide adenylyltransferase","PAPD5","PAPD5","Desmophyllum pertusum","A0A9W9ZQL1",55.115,782,250,15,1,724,1,739,0,756
"FUN_035777-T1","polynucleotide adenylyltransferase","P5673_023715","PAPD5","Acropora cervicornis","A0AAD9Q4S4",90.176,794,24,2,1,794,1,740,0,1446
"FUN_035777-T1","polynucleotide adenylyltransferase","PMEA_00028535","PAPD5","Pocillopora meandrina","A0AAU9VXM2",52.369,781,269,16,1,720,1,739,0,707
"FUN_035777-T1","polynucleotide adenylyltransferase","PAPD5","PAPD5","Hydra vulgaris","T2M9S9",45.374,454,205,11,12,450,17,442,4.91e-119,374
"FUN_008375-T1","E3 ubiquitin-protein ligase DZIP3","PLOB_00047728","DZIP3","Porites lobata","A0ABN8PTV2",52.595,289,134,2,709,995,36,323,3.33e-78,258
