"miRNA_cluster"	"miRNA_location"	"mRNA_FUNid"	"mRNA_location"	"score"	"energy"	"miRNA_start"	"miRNA_end"	"target_start"	"target_end"	"aln_length"	"subject_identity"	"Qquery_identity"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000110"	"ntLink_4:146410-147025"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000112"	"ntLink_4:150118-151074"	154	-20.65	2	20	702	725	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000115"	"ntLink_4:158580-159195"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000117"	"ntLink_4:162646-163261"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000119"	"ntLink_4:166712-167327"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000121"	"ntLink_4:170426-171426"	154	-20.65	2	20	710	733	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000122"	"ntLink_4:174566-175566"	154	-20.65	2	20	636	659	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000123"	"ntLink_4:178910-179525"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000125"	"ntLink_4:182976-183591"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000127"	"ntLink_4:187042-187657"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000129"	"ntLink_4:191108-191723"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000131"	"ntLink_4:194822-195789"	154	-20.65	2	20	710	733	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000134"	"ntLink_4:199234-199956"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000135"	"ntLink_4:199234-199956"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000136"	"ntLink_4:203294-204294"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000138"	"ntLink_4:207002-207958"	154	-20.65	2	20	702	725	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000143"	"ntLink_4:221140-221755"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000145"	"ntLink_4:224854-225854"	154	-20.65	2	20	710	733	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000146"	"ntLink_4:228918-229885"	154	-20.65	2	20	710	733	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000151"	"ntLink_4:244657-245272"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000153"	"ntLink_4:248723-249338"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000155"	"ntLink_4:252789-253404"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000157"	"ntLink_4:256855-257470"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000159"	"ntLink_4:260921-261536"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000161"	"ntLink_4:264987-265602"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000163"	"ntLink_4:269053-269668"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000165"	"ntLink_4:273119-273734"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000167"	"ntLink_4:277185-277800"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000169"	"ntLink_4:281251-281866"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000171"	"ntLink_4:285315-285930"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000173"	"ntLink_4:289381-289996"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000175"	"ntLink_4:293447-294062"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000177"	"ntLink_4:297513-298128"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000179"	"ntLink_4:301579-302194"	154	-20.65	2	20	358	381	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000262"	"ntLink_6:854747-855747"	151	-21.34	2	21	782	804	20	"65.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000515"	"ntLink_6:3858230-3859230"	160	-23.72	2	21	898	919	19	"68.42%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000551"	"ntLink_6:4276962-4277962"	153	-20.83	2	21	510	537	25	"68.00%"	"76.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000628"	"ntLink_6:5197685-5198685"	167	-30.11	2	21	643	669	24	"75.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000923"	"ntLink_6:6092109-6093109"	151	-20.03	2	21	821	843	20	"65.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_000957"	"ntLink_6:6443045-6444045"	162	-20.14	2	21	739	759	19	"68.42%"	"89.47%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001269"	"ntLink_6:10563192-10564192"	157	-22.84	2	20	837	857	18	"72.22%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001285"	"ntLink_6:10743768-10744768"	164	-24.12	2	17	115	136	15	"80.00%"	"93.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001470"	"ntLink_6:12698738-12699738"	151	-20.78	2	21	132	155	21	"66.67%"	"71.43%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001644"	"ntLink_6:14552190-14553190"	157	-20.37	2	21	804	825	20	"70.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001748"	"ntLink_6:15651694-15652694"	156	-20.86	2	18	324	349	20	"75.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001763"	"ntLink_6:15810476-15811476"	148	-21.75	2	19	523	547	20	"70.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001861"	"ntLink_6:17133572-17134572"	162	-25.18	2	21	667	687	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_001930"	"ntLink_6:17920035-17921035"	162	-20.77	2	17	688	708	15	"86.67%"	"93.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002017"	"ntLink_6:18888419-18889419"	171	-28.23	2	21	702	725	21	"80.95%"	"80.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002063"	"ntLink_6:19326572-19327572"	151	-21.59	2	21	757	779	20	"60.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002067"	"ntLink_6:19349907-19350907"	158	-20.45	2	21	232	252	19	"68.42%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002094"	"ntLink_6:19667711-19668711"	169	-23.79	2	20	807	827	18	"83.33%"	"88.89%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002229"	"ntLink_6:22675596-22676503"	152	-24.73	2	20	499	520	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002232"	"ntLink_6:22684180-22685180"	157	-20.37	2	21	373	394	20	"70.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002251"	"ntLink_6:22891677-22892590"	152	-24.73	2	20	504	525	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002267"	"ntLink_6:23030573-23031481"	152	-24.73	2	20	499	520	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002278"	"ntLink_6:23133366-23134280"	152	-24.73	2	20	504	525	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002292"	"ntLink_6:23231413-23232327"	152	-24.73	2	20	504	525	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002343"	"ntLink_8:291887-292887"	153	-22.4	2	21	105	131	24	"70.83%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002704"	"ntLink_8:5569759-5570759"	145	-24	2	21	74	98	22	"63.64%"	"77.27%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002839"	"ntLink_8:6767869-6768869"	166	-25.6	2	21	562	585	21	"76.19%"	"85.71%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_002857"	"ntLink_8:7057825-7058825"	165	-24.42	2	20	566	586	18	"83.33%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003185"	"ntLink_8:8498274-8499274"	162	-25.65	2	21	221	241	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003215"	"ntLink_8:8765918-8766918"	158	-20.65	2	20	414	437	20	"70.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003342"	"ntLink_8:9022792-9023792"	154	-20.65	2	20	562	585	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003354"	"ntLink_8:9126034-9127034"	154	-20.65	2	20	414	437	20	"65.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003440"	"ntLink_8:10648752-10649752"	154	-24.38	2	21	823	843	19	"63.16%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003496"	"ntLink_8:12185171-12186171"	171	-23.94	2	21	846	868	20	"75.00%"	"90.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003641"	"ntLink_8:13887624-13888624"	162	-25.65	2	21	150	170	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_003777"	"ntLink_8:15281496-15282496"	153	-21.86	2	19	194	212	17	"82.35%"	"82.35%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_004121"	"ntLink_8:19524772-19525772"	153	-21.22	2	18	576	597	16	"75.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_004498"	"ntLink_8:23798039-23799039"	163	-22.07	2	21	274	297	21	"71.43%"	"80.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_004831"	"ntLink_8:27529335-27530335"	154	-23.84	2	21	893	913	19	"68.42%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_004840"	"ntLink_8:27748175-27749175"	160	-21.46	2	20	93	114	19	"78.95%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005093"	"ntLink_8:30998048-30999048"	155	-20.53	2	21	669	692	21	"66.67%"	"76.19%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005172"	"ntLink_8:32101460-32102460"	163	-22	2	21	750	772	20	"75.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005173"	"ntLink_8:32102050-32103050"	163	-22	2	21	160	182	20	"75.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005197"	"ntLink_8:32672960-32673960"	151	-21.16	2	19	472	491	17	"70.59%"	"82.35%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005274"	"ntLink_8:33352409-33353409"	162	-20.83	2	15	499	520	13	"92.31%"	"92.31%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005278"	"ntLink_8:33411646-33412646"	164	-23.99	2	21	780	801	19	"68.42%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005313"	"ntLink_8:33903629-33904629"	155	-20.2	2	21	885	907	20	"60.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005913"	"ptg000001l:5637166-5638166"	175	-23.99	2	20	494	515	18	"77.78%"	"94.44%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_005914"	"ptg000001l:5637538-5638538"	175	-23.99	2	20	122	143	18	"77.78%"	"94.44%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006074"	"ptg000001l:7513690-7514333"	162	-21.83	2	21	573	593	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006089"	"ptg000001l:7646338-7647061"	162	-21.83	2	21	653	673	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006167"	"ptg000001l:8674870-8675870"	155	-21.56	2	16	466	487	14	"78.57%"	"85.71%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006271"	"ptg000001l:9984457-9985457"	150	-20.55	2	21	876	896	19	"63.16%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006302"	"ptg000001l:10672567-10673567"	157	-21.2	2	20	784	808	21	"76.19%"	"76.19%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006339"	"ptg000001l:11055785-11056785"	154	-21.16	2	21	223	249	24	"66.67%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006516"	"ptg000001l:13476135-13477135"	152	-20.99	2	21	622	641	19	"68.42%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006616"	"ptg000001l:14738860-14739860"	166	-25.45	2	21	351	371	19	"78.95%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006617"	"ptg000001l:14743214-14744214"	166	-25.45	2	21	326	346	19	"78.95%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006654"	"ptg000001l:15206455-15207455"	155	-21.62	2	21	235	257	20	"70.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006689"	"ptg000001l:15602462-15603462"	158	-21.26	2	20	525	547	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006691"	"ptg000001l:15641550-15642550"	162	-25.65	2	21	30	50	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006695"	"ptg000001l:15699774-15700774"	148	-21.47	2	21	935	954	19	"68.42%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006852"	"ptg000001l:17402804-17403804"	162	-25.65	2	21	64	84	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006895"	"ptg000001l:18034723-18035723"	162	-20.38	2	21	245	265	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006971"	"ptg000001l:18876300-18877300"	162	-25.65	2	21	202	222	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_006984"	"ptg000001l:19035550-19036550"	151	-21.74	2	18	548	573	20	"75.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007005"	"ptg000001l:19226418-19227418"	167	-22.99	2	21	889	912	21	"76.19%"	"80.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007074"	"ptg000001l:20136779-20137779"	153	-20.18	2	21	31	52	20	"70.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007094"	"ptg000001l:20400387-20401387"	162	-25.65	2	21	258	278	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007247"	"ptg000002l:416028-417028"	152	-24.73	2	20	504	525	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007256"	"ptg000002l:577566-578566"	152	-24.73	2	20	495	516	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007274"	"ptg000002l:854006-855006"	152	-24.73	2	20	495	516	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007285"	"ptg000002l:992220-993220"	152	-24.73	2	20	495	516	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007288"	"ptg000002l:1000626-1001626"	157	-20.37	2	21	373	394	20	"70.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007293"	"ptg000002l:1081736-1082736"	152	-24.73	2	20	664	685	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007719"	"ptg000002l:3837340-3838340"	163	-21.12	2	20	327	348	18	"72.22%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007737"	"ptg000002l:4100289-4101289"	168	-22.35	2	19	676	696	17	"82.35%"	"94.12%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007865"	"ptg000002l:5585316-5586316"	169	-25.27	2	21	718	739	20	"85.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007883"	"ptg000002l:5814411-5815411"	166	-22.28	2	21	812	832	19	"73.68%"	"89.47%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_007897"	"ptg000002l:6042531-6043312"	162	-21.54	2	19	603	624	17	"70.59%"	"88.24%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008092"	"ptg000002l:7927281-7928281"	151	-20.02	2	21	935	957	20	"65.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008155"	"ptg000002l:8722970-8723970"	162	-25.65	2	21	420	440	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008191"	"ptg000002l:9124082-9125082"	154	-22.07	2	21	544	564	19	"68.42%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008191"	"ptg000002l:9124082-9125082"	158	-21.47	2	21	103	123	19	"68.42%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008267"	"ptg000002l:9816957-9817957"	157	-28.97	2	21	725	746	20	"65.00%"	"90.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008280"	"ptg000002l:9900513-9901513"	162	-20.77	2	17	33	53	15	"86.67%"	"93.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008575"	"ptg000002l:13021889-13022889"	150	-20.61	2	11	5	26	9	"100.00%"	"100.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008657"	"ptg000002l:14072020-14073020"	162	-25.65	2	21	119	139	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008863"	"ptg000004l:11424-12424"	162	-25.65	2	21	40	60	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_008895"	"ptg000004l:352557-353557"	151	-21.45	2	16	87	108	14	"78.57%"	"78.57%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009100"	"ptg000004l:2727871-2728871"	159	-20.02	2	21	23	45	20	"70.00%"	"80.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009194"	"ptg000004l:3785564-3786564"	162	-21.71	2	21	322	342	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009217"	"ptg000004l:4096159-4097159"	167	-20.43	2	21	922	944	20	"75.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009243"	"ptg000004l:4455244-4456244"	167	-20.43	2	21	344	366	20	"75.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009259"	"ptg000004l:4606200-4607200"	151	-22.26	2	21	361	383	20	"65.00%"	"75.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009315"	"ptg000004l:5211382-5212382"	164	-21.37	2	21	408	429	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009368"	"ptg000004l:5905717-5906717"	143	-21.83	2	21	409	435	24	"58.33%"	"66.67%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009433"	"ptg000004l:6772619-6773379"	162	-24.31	2	21	357	377	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009434"	"ptg000004l:6772619-6773619"	162	-24.31	2	21	357	377	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009441"	"ptg000004l:6907189-6908189"	150	-23.43	2	20	849	874	22	"63.64%"	"72.73%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009542"	"ptg000004l:8299965-8300965"	165	-21.28	2	20	376	396	18	"83.33%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009586"	"ptg000004l:8963169-8964169"	157	-22.84	2	20	817	837	18	"72.22%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009595"	"ptg000004l:9072515-9073515"	154	-20.47	2	17	772	796	18	"77.78%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009601"	"ptg000004l:9172717-9173717"	167	-24.98	2	21	864	886	20	"75.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009625"	"ptg000004l:9572682-9573682"	157	-22.84	2	20	817	837	18	"72.22%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009681"	"ptg000004l:10297165-10298165"	162	-22.21	2	20	55	77	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009866"	"ptg000004l:12809006-12810006"	164	-24.94	2	20	975	997	20	"80.00%"	"85.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_009950"	"ptg000004l:13390440-13391440"	158	-23.92	2	21	464	488	22	"68.18%"	"81.82%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_010137"	"ptg000004l:15196215-15197215"	152	-24.73	2	20	271	292	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_010226"	"ptg000005l:740649-741503"	157	-22.03	2	15	539	561	14	"85.71%"	"92.86%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_010261"	"ptg000005l:1105044-1105402"	155	-20.91	2	18	72	92	16	"75.00%"	"87.50%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_010868"	"ptg000007l:3724978-3725978"	166	-24.64	2	21	939	959	19	"73.68%"	"89.47%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_010871"	"ptg000007l:3749885-3750885"	162	-25.65	2	21	459	479	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_010928"	"ptg000007l:4371666-4372666"	153	-20.31	2	20	933	953	18	"66.67%"	"83.33%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011120"	"ptg000007l:6575227-6576227"	167	-28.48	2	21	838	860	20	"70.00%"	"90.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011416"	"ptg000007l:9645872-9646872"	150	-20.6	2	21	482	507	23	"65.22%"	"73.91%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011462"	"ptg000007l:10170921-10171921"	168	-21.03	2	21	247	268	19	"68.42%"	"89.47%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011537"	"ptg000007l:11257605-11257771"	155	-20.91	2	18	54	74	16	"75.00%"	"87.50%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011615"	"ptg000007l:11812419-11813419"	152	-25.2	2	21	496	515	19	"73.68%"	"78.95%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011686"	"ptg000008l:189230-190230"	155	-20.87	2	20	581	601	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011985"	"ptg000008l:3838841-3839841"	162	-21.81	2	21	699	719	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_011986"	"ptg000008l:3839156-3840156"	162	-21.81	2	21	384	404	19	"73.68%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_012010"	"ptg000008l:4032669-4033669"	146	-20.02	2	20	120	142	19	"63.16%"	"73.68%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_012019"	"ptg000008l:4118281-4119281"	150	-21.04	2	21	669	689	19	"57.89%"	"84.21%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_012045"	"ptg000008l:4506340-4507340"	141	-21.76	2	10	329	350	8	"87.50%"	"100.00%"
"Cluster_15340"	"ptg000024l:5256476-5256497(-)"	"FUN_012192"	"ptg000008l:6257283-6258283"	162	-24.15	2	19	824	845	17	"70.59%"	"88.24%"
