"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"2609","FUN_003843","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2610","FUN_003852","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2611","FUN_003852","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2612","FUN_003887","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2613","FUN_003887","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2614","FUN_003887","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2615","FUN_003894","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2616","FUN_003896","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2617","FUN_003896","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2618","FUN_003896","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2619","FUN_003978","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2620","FUN_003978","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"2621","FUN_003978","GO:0031514","motile cilium",94,71,63.14,0.00259,"Cellular Components",0.75531914893617
"2622","FUN_003991","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2623","FUN_003991","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2624","FUN_003991","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2625","FUN_004002","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2626","FUN_004003","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2627","FUN_004017","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2628","FUN_004038","GO:0031410","cytoplasmic vesicle",650,444,436.64,0.00747,"Cellular Components",0.683076923076923
"2629","FUN_004040","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2630","FUN_004040","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2631","FUN_004040","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2632","FUN_004057","GO:0017053","transcription repressor complex",13,13,8.73,0.00839,"Cellular Components",1
"2633","FUN_004062","GO:0031514","motile cilium",94,71,63.14,0.00259,"Cellular Components",0.75531914893617
"2634","FUN_004083","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2635","FUN_004083","GO:0031410","cytoplasmic vesicle",650,444,436.64,0.00747,"Cellular Components",0.683076923076923
"2636","FUN_004093","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2637","FUN_004100","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2638","FUN_004100","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2639","FUN_004108","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2640","FUN_004110","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2641","FUN_004117","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2642","FUN_004121","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2643","FUN_004143","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2644","FUN_004143","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"2645","FUN_004157","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2646","FUN_004157","GO:0005819","spindle",578,271,388.27,0.01645,"Cellular Components",0.468858131487889
"2647","FUN_004157","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2648","FUN_004158","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2649","FUN_004164","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2650","FUN_004171","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2651","FUN_004174","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2652","FUN_004207","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2653","FUN_004208","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2654","FUN_004208","GO:0043202","lysosomal lumen",17,15,11.42,0.02123,"Cellular Components",0.882352941176471
"2655","FUN_004208","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2656","FUN_004210","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2657","FUN_004210","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2658","FUN_004210","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2659","FUN_004210","GO:0010494","cytoplasmic stress granule",32,28,21.5,0.00805,"Cellular Components",0.875
"2660","FUN_004210","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2661","FUN_004210","GO:0031410","cytoplasmic vesicle",650,444,436.64,0.00747,"Cellular Components",0.683076923076923
"2662","FUN_004210","GO:0098794","postsynapse",186,139,124.94,0.00185,"Cellular Components",0.747311827956989
"2663","FUN_004210","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2664","FUN_004211","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2665","FUN_004236","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2666","FUN_004236","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2667","FUN_004247","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2668","FUN_004247","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2669","FUN_004251","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2670","FUN_004251","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2671","FUN_004251","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2672","FUN_004254","GO:0000151","ubiquitin ligase complex",91,77,61.13,0.0051,"Cellular Components",0.846153846153846
"2673","FUN_004254","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2674","FUN_004270","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2675","FUN_004270","GO:0005777","peroxisome",37,33,24.85,0.00557,"Cellular Components",0.891891891891892
"2676","FUN_004286","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2677","FUN_004286","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"2678","FUN_004292","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2679","FUN_004299","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2680","FUN_004299","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2681","FUN_004299","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"2682","FUN_004299","GO:0098793","presynapse",199,135,133.68,0.03965,"Cellular Components",0.678391959798995
"2683","FUN_004299","GO:0098794","postsynapse",186,139,124.94,0.00185,"Cellular Components",0.747311827956989
"2684","FUN_004303","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2685","FUN_004304","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2686","FUN_004305","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2687","FUN_004331","GO:0097060","synaptic membrane",134,92,90.01,0.04168,"Cellular Components",0.686567164179104
"2688","FUN_004332","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2689","FUN_004332","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2690","FUN_004332","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2691","FUN_004332","GO:0016604","nuclear body",133,120,89.34,0.00026,"Cellular Components",0.902255639097744
"2692","FUN_004339","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2693","FUN_004343","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2694","FUN_004343","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2695","FUN_004343","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"2696","FUN_004343","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2697","FUN_004346","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2698","FUN_004346","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"2699","FUN_004356","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2700","FUN_004356","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"2701","FUN_004359","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2702","FUN_004373","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2703","FUN_004375","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2704","FUN_004406","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2705","FUN_004406","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2706","FUN_004422","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2707","FUN_004422","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2708","FUN_004422","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2709","FUN_004422","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2710","FUN_004423","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2711","FUN_004423","GO:0005657","replication fork",16,14,10.75,0.02776,"Cellular Components",0.875
"2712","FUN_004423","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2713","FUN_004431","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2714","FUN_004431","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2715","FUN_004432","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2716","FUN_004436","GO:0001650","fibrillar center",24,24,16.12,7e-05,"Cellular Components",1
"2717","FUN_004436","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2718","FUN_004436","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2719","FUN_004441","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2720","FUN_004448","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2721","FUN_004448","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2722","FUN_004448","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2723","FUN_004455","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2724","FUN_004455","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2725","FUN_004461","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2726","FUN_004461","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2727","FUN_004465","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2728","FUN_004465","GO:0005814","centriole",35,34,23.51,1.6e-05,"Cellular Components",0.971428571428571
"2729","FUN_004467","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2730","FUN_004467","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2731","FUN_004467","GO:0005758","mitochondrial intermembrane space",19,18,12.76,0.00531,"Cellular Components",0.947368421052632
"2732","FUN_004471","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2733","FUN_004501","GO:0001650","fibrillar center",24,24,16.12,7e-05,"Cellular Components",1
"2734","FUN_004501","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2735","FUN_004501","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2736","FUN_004501","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2737","FUN_004501","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2738","FUN_004510","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2739","FUN_004510","GO:0005938","cell cortex",116,86,77.92,2e-05,"Cellular Components",0.741379310344828
"2740","FUN_004512","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2741","FUN_004546","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2742","FUN_004546","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2743","FUN_004568","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2744","FUN_004568","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2745","FUN_004568","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"2746","FUN_004568","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2747","FUN_004575","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2748","FUN_004575","GO:0005811","lipid droplet",36,30,24.18,0.0246,"Cellular Components",0.833333333333333
"2749","FUN_004575","GO:0005938","cell cortex",116,86,77.92,2e-05,"Cellular Components",0.741379310344828
"2750","FUN_004575","GO:0009898","cytoplasmic side of plasma membrane",54,47,36.27,0.00938,"Cellular Components",0.87037037037037
"2751","FUN_004575","GO:0035631","CD40 receptor complex",18,16,12.09,0.03575,"Cellular Components",0.888888888888889
"2752","FUN_004575","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2753","FUN_004581","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2754","FUN_004601","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2755","FUN_004603","GO:0005912","adherens junction",38,36,25.53,9.8e-05,"Cellular Components",0.947368421052632
"2756","FUN_004603","GO:0005923","bicellular tight junction",24,23,16.12,0.00089,"Cellular Components",0.958333333333333
"2757","FUN_004611","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"2758","FUN_004611","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"2759","FUN_004616","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2760","FUN_004616","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"2761","FUN_004620","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2762","FUN_004620","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"2763","FUN_004625","GO:0000781","chromosome, telomeric region",21,19,14.11,0.00754,"Cellular Components",0.904761904761905
"2764","FUN_004625","GO:0016605","PML body",16,15,10.75,0.01507,"Cellular Components",0.9375
"2765","FUN_004633","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2766","FUN_004633","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2767","FUN_004633","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2768","FUN_004634","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2769","FUN_004634","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2770","FUN_004634","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2771","FUN_004635","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2772","FUN_004635","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2773","FUN_004635","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2774","FUN_004657","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2775","FUN_004657","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"2776","FUN_004657","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2777","FUN_004657","GO:0098793","presynapse",199,135,133.68,0.03965,"Cellular Components",0.678391959798995
"2778","FUN_004686","GO:0031410","cytoplasmic vesicle",650,444,436.64,0.00747,"Cellular Components",0.683076923076923
"2779","FUN_004686","GO:0032579","apical lamina of hyaline layer",13,12,8.73,0.04155,"Cellular Components",0.923076923076923
"2780","FUN_004694","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2781","FUN_004694","GO:0005791","rough endoplasmic reticulum",15,15,10.08,0.02766,"Cellular Components",1
"2782","FUN_004694","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2783","FUN_004720","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2784","FUN_004720","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2785","FUN_004720","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2786","FUN_004737","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2787","FUN_004737","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"2788","FUN_004737","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2789","FUN_004759","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2790","FUN_004776","GO:0001650","fibrillar center",24,24,16.12,7e-05,"Cellular Components",1
"2791","FUN_004776","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2792","FUN_004776","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2793","FUN_004780","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2794","FUN_004780","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2795","FUN_004786","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2796","FUN_004791","GO:0005788","endoplasmic reticulum lumen",44,39,29.56,0.00128,"Cellular Components",0.886363636363636
"2797","FUN_004791","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2798","FUN_004798","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2799","FUN_004812","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2800","FUN_004817","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2801","FUN_004817","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2802","FUN_004833","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2803","FUN_004838","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2804","FUN_004838","GO:0014069","postsynaptic density",69,55,46.35,0.00127,"Cellular Components",0.797101449275362
"2805","FUN_004838","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2806","FUN_004838","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"2807","FUN_004841","GO:0014069","postsynaptic density",69,55,46.35,0.00127,"Cellular Components",0.797101449275362
"2808","FUN_004841","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2809","FUN_004841","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"2810","FUN_004852","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2811","FUN_004852","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2812","FUN_004852","GO:0005777","peroxisome",37,33,24.85,0.00557,"Cellular Components",0.891891891891892
"2813","FUN_004860","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2814","FUN_004860","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2815","FUN_004862","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2816","FUN_004867","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2817","FUN_004870","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2818","FUN_004870","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"2819","FUN_004870","GO:0043202","lysosomal lumen",17,15,11.42,0.02123,"Cellular Components",0.882352941176471
"2820","FUN_004887","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2821","FUN_004887","GO:0005811","lipid droplet",36,30,24.18,0.0246,"Cellular Components",0.833333333333333
"2822","FUN_004892","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2823","FUN_004895","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2824","FUN_004896","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2825","FUN_004900","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2826","FUN_004900","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2827","FUN_004908","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2828","FUN_004913","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2829","FUN_004913","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2830","FUN_004913","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2831","FUN_004918","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2832","FUN_004985","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2833","FUN_004985","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"2834","FUN_004985","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2835","FUN_004989","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2836","FUN_004989","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2837","FUN_004990","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2838","FUN_005003","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"2839","FUN_005003","GO:0010494","cytoplasmic stress granule",32,28,21.5,0.00805,"Cellular Components",0.875
"2840","FUN_005032","GO:0000775","chromosome, centromeric region",35,32,23.51,0.02745,"Cellular Components",0.914285714285714
"2841","FUN_005040","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2842","FUN_005042","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2843","FUN_005053","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2844","FUN_005053","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2845","FUN_005056","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2846","FUN_005056","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2847","FUN_005057","GO:0042383","sarcolemma",28,21,18.81,0.04822,"Cellular Components",0.75
"2848","FUN_005118","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2849","FUN_005118","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"2850","FUN_005118","GO:0031410","cytoplasmic vesicle",650,444,436.64,0.00747,"Cellular Components",0.683076923076923
"2851","FUN_005118","GO:0032154","cleavage furrow",24,21,16.12,0.02225,"Cellular Components",0.875
"2852","FUN_005120","GO:0022625","cytosolic large ribosomal subunit",15,15,10.08,0.00254,"Cellular Components",1
"2853","FUN_005133","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
