source,target
ptuh-mir-novel-8,gene-Pocillopora_meandrina_HIv1___RNAseq.g25499.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g22205.t2
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g22317.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g22438.t2
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g19216.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g6602.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g6876.t2
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g740.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g15962.t2
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g15283.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g15450.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g15451.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g15950.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g22872.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g28083.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g26678.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g27234.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g27405.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g27558.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g5197.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g5206.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g5059.t2
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g13604.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g20136.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g20197.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g8550.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g29172.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g29401.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g29621.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g28186.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g21014.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g10585.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g25494.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g25496.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g25670.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g29988.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g12742.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g12743.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g3111.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g27680.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g27698.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g29721.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g3976.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g25576.t2
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g15012.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g9502.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___TS.g26041.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g7227.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g27290.t1c
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g27437.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g5676.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___TS.g6007.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g26652.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___TS.g21693.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g1037.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g10481.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21033.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g22111.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g26927.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21105.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g22662.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.1964_t
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g25926.t1b
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21176.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g26041.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21379.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21521.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21773.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21808.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21818.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g21859.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19617.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19880.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g18521.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19938.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19962.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g20240.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g20359.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g20426.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g18772.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g18846.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19109.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g27963.t1b
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19147.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g19443.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g7872.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g7902.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g6632.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g6887.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g16347.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g16577.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g15417.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g10502.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g10596.t1a
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g15131.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g15653.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24110.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24997.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24271.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24403.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24423.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24535.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g24729.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g23763.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g23195.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g23199.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g23544.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g23642.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g14548.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g27222.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g27322.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g6001.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g6027.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g24903.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g5263.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g5599.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g5127.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g5899.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.12156_t
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g2633.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g2711.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g1751.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g4301.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g4585.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g4766.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g4899.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.13437_t
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14623.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14283.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g20336.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g8609.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g8656.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g20478.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g9874.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g3751.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g10020.t1b
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g26228.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g26411.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g26412.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g4606.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g4167.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11321.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g7439.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11418.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11487.t2
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11563.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11690.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g29370.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g28251.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g28366.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g28413.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g28498.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g28582.t1a
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g28715.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g18377.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g347.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g10740.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g10835.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g13368.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11150.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14655.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14908.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14641.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g16987.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g16989.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11904.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g11844.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14104.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14184.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14187.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14226.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g1104.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g1159.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g831.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g10488.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g25538.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g1556.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g1351.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g30338.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g9373.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g9411.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g12701.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g17190.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g3093.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g20705.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g29941.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g29749.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g4070.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g4075.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g3897.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g6326.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g6242.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g25577.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g25357.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g12504.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g5040.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g1228.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g21658.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g19730.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g7804.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g15980.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g16008.t4
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g16473.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g24324.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___TS.g16003.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g23258.t1c
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___TS.g14653.t1a
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g6184.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g5896.t1a
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g1800.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g13455.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g8853.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g10010.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g3480.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g3496.t2
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g26431.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g4437.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g11544.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___TS.g7877.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.20168_t
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g28575.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g3090.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g17558.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g17418.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g17837.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g14211.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___TS.g5496.t3
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g25647.t2
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___TS.g22375.t1b
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g30184.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g4007.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g21244.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g21802.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g24493.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g9080.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___TS.g19318.t2
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g4357.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g4101.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g11718.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g282.t2
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g10617.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g11050.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g3032.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___TS.g17333.t1a
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g16633.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___TS.g8931.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___TS.g22728.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g30140.t1
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g25255.t4
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g7441.t1
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g7461.t1
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g15553.t1
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g23650.t3
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g3604.t2
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g4654.t1
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___TS.g8542.t1
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g14869.t1
ptuh-mir-novel-27,gene-Pocillopora_meandrina_HIv1___RNAseq.g6331.t2
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g22097.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g20018.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g20403.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g19278.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g7263.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g7509.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g6697.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g6701.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g6837.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g215.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g6909.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g16079.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g11103.t3
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g16737.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g24045.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g23173.t2
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g27996.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g5062.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g6066.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g1868.t2
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g4593.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g2255.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g13731.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g2591.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g8534.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g8536.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g20479.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g20483.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g8764.t2
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g8858.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g8196.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g9003.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g9841.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g9959.t1b
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g25957.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g4288.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.18822_t
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g4150.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g28194.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g418.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g17310.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g17749.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g14870.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g16812.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g14114.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g9014.t1b
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g583.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___TS.g19607.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g9361.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g17323.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g9107.t1
