CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
122	2954	62836	4.49	65790
123	3028	61000	4.73	64028
124	2805	59097	4.53	61902
125	3012	58071	4.93	61083
126	2571	56390	4.36	58961
127	2735	54876	4.75	57611
128	2738	53812	4.84	56550
129	2632	52014	4.82	54646
130	2573	50973	4.81	53546
131	2649	49816	5.05	52465
132	2321	48567	4.56	50888
133	2303	47576	4.62	49879
134	2327	45760	4.84	48087
135	2263	45040	4.78	47303
136	2300	44091	4.96	46391
137	2245	42571	5.01	44816
138	2049	41358	4.72	43407
139	2074	39793	4.95	41867
140	1940	39503	4.68	41443
141	1930	38290	4.80	40220
142	1984	37836	4.98	39820
143	2024	36806	5.21	38830
144	1845	35496	4.94	37341
145	1786	34480	4.92	36266
146	1708	33950	4.79	35658
147	1634	33351	4.67	34985
148	1665	32983	4.81	34648
149	1746	31517	5.25	33263
150	1419	30436	4.45	31855
151	1252	25144	4.74	26396

