CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
104	5199	405861	1.26	411060
105	5107	396272	1.27	401379
106	5343	391426	1.35	396769
107	5593	383393	1.44	388986
108	4872	375220	1.28	380092
109	4765	367353	1.28	372118
110	4711	359997	1.29	364708
111	4689	354103	1.31	358792
112	4604	349665	1.30	354269
113	4932	342771	1.42	347703
114	4623	335726	1.36	340349
115	4548	329367	1.36	333915
116	4464	323080	1.36	327544
117	4350	318525	1.35	322875
118	4395	314275	1.38	318670
119	4405	305912	1.42	310317
120	4183	299549	1.38	303732
121	4227	294568	1.41	298795
122	4074	291395	1.38	295469
123	3979	284960	1.38	288939
124	3916	279686	1.38	283602
125	3883	275653	1.39	279536
126	3833	269893	1.40	273726
127	4037	265139	1.50	269176
128	3933	260495	1.49	264428
129	3528	256313	1.36	259841
130	3660	251156	1.44	254816
131	3586	247545	1.43	251131
132	3548	242671	1.44	246219
133	3451	238215	1.43	241666
134	3415	232937	1.44	236352
135	3334	228737	1.44	232071
136	3379	225958	1.47	229337
137	3360	221857	1.49	225217
138	3162	217693	1.43	220855
139	3159	213074	1.46	216233
140	3060	209343	1.44	212403
141	3115	204945	1.50	208060
142	2918	201607	1.43	204525
143	2996	199151	1.48	202147
144	2820	194452	1.43	197272
145	2854	191065	1.47	193919
146	2834	187333	1.49	190167
147	2778	183982	1.49	186760
148	2630	181038	1.43	183668
149	2647	175845	1.48	178492
150	2041	168363	1.20	170404
151	1692	136657	1.22	138349

