HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N0.HOG0007811	OG0007205	n0	FUN_037810-T1	Pocillopora_meandrina_HIv1___RNAseq.g1572.t1	Peve_00028101, Peve_00019087
N0.HOG0007812	OG0007206	n0	FUN_037826-T1	Pocillopora_meandrina_HIv1___RNAseq.g1449.t1	Peve_00002905, Peve_00009330
N0.HOG0007813	OG0007207	n0	FUN_037834-T1	Pocillopora_meandrina_HIv1___RNAseq.g1455.t1	Peve_00000573, Peve_00029596
N0.HOG0007814	OG0007208	n0	FUN_037839-T2, FUN_037839-T1	Pocillopora_meandrina_HIv1___RNAseq.g1465.t1	Peve_00000572
N0.HOG0007815	OG0007209	n0	FUN_037845-T1	Pocillopora_meandrina_HIv1___RNAseq.g1431.t1	Peve_00032827, Peve_00023252
N0.HOG0007816	OG0007210	n0	FUN_037859-T1	Pocillopora_meandrina_HIv1___RNAseq.g1426.t1	Peve_00019307, Peve_00022155
N0.HOG0007817	OG0007211	n0	FUN_037865-T1	Pocillopora_meandrina_HIv1___RNAseq.g1419.t1	Peve_00024518, Peve_00018230
N0.HOG0007818	OG0007212	n0	FUN_037867-T1	Pocillopora_meandrina_HIv1___RNAseq.g1411.t1, Pocillopora_meandrina_HIv1___RNAseq.g1412.t1	Peve_00024529
N0.HOG0007819	OG0007213	n0	FUN_040563-T1, FUN_037868-T1	Pocillopora_meandrina_HIv1___TS.g14456.t1	Peve_00037644
N0.HOG0007820	OG0007214	n0	FUN_037871-T1	Pocillopora_meandrina_HIv1___RNAseq.g10667.t1	Peve_00029635, Peve_00019039
N0.HOG0007821	OG0007215	n0	FUN_037877-T1	Pocillopora_meandrina_HIv1___TS.g13174.t1	Peve_00027466, Peve_00036519
N0.HOG0007822	OG0007216	n0	FUN_037901-T1	Pocillopora_meandrina_HIv1___RNAseq.g28653.t1, Pocillopora_meandrina_HIv1___TS.g8439.t1	Peve_00028717
N0.HOG0007823	OG0007217	n0	FUN_037910-T1, FUN_037910-T2	Pocillopora_meandrina_HIv1___TS.g5680.t1	Peve_00004651
N0.HOG0007824	OG0007218	n0	FUN_037921-T1	Pocillopora_meandrina_HIv1___TS.g19251.t1	Peve_00035204, Peve_00010401
N0.HOG0007825	OG0007219	n0	FUN_037922-T1	Pocillopora_meandrina_HIv1___RNAseq.g26502.t1	Peve_00035203, Peve_00010400
N0.HOG0007826	OG0007220	n0	FUN_037923-T1	Pocillopora_meandrina_HIv1___RNAseq.g26228.t1	Peve_00005841, Peve_00004174
N0.HOG0007827	OG0007221	n0	FUN_037924-T1	Pocillopora_meandrina_HIv1___RNAseq.g26227.t1	Peve_00005840, Peve_00004175
N0.HOG0007828	OG0007222	n0	FUN_037925-T1	Pocillopora_meandrina_HIv1___RNAseq.g26225.t1	Peve_00004176, Peve_00005839
N0.HOG0007829	OG0007223	n0	FUN_037926-T1	Pocillopora_meandrina_HIv1___RNAseq.g26224.t1	Peve_00004177, Peve_00005837
N0.HOG0007830	OG0007224	n0	FUN_037931-T1	Pocillopora_meandrina_HIv1___RNAseq.g26217.t1	Peve_00015637, Peve_00025649
N0.HOG0007831	OG0007225	n0	FUN_037933-T1	Pocillopora_meandrina_HIv1___RNAseq.g26215.t1	Peve_00025647, Peve_00015641
N0.HOG0007832	OG0007226	n0	FUN_037945-T1	Pocillopora_meandrina_HIv1___TS.g19268.t1	Peve_00040740, Peve_00031504
N0.HOG0007833	OG0007227	n0	FUN_037948-T1	Pocillopora_meandrina_HIv1___RNAseq.g26518.t1	Peve_00040738, Peve_00031506
N0.HOG0007834	OG0007228	n0	FUN_037951-T1, FUN_037951-T2	Pocillopora_meandrina_HIv1___RNAseq.g26515.t1	Peve_00040735
N0.HOG0007835	OG0007229	n0	FUN_037969-T1	Pocillopora_meandrina_HIv1___TS.g18990.t1	Peve_00029477, Peve_00012654
N0.HOG0007836	OG0007230	n0	FUN_037970-T1	Pocillopora_meandrina_HIv1___RNAseq.g9858.t1a	Peve_00032390, Peve_00044547
N0.HOG0007837	OG0007231	n0	FUN_037972-T1	Pocillopora_meandrina_HIv1___RNAseq.g26179.t1	Peve_00013892, Peve_00014949
N0.HOG0007838	OG0007232	n0	FUN_037974-T1, FUN_037974-T2	Pocillopora_meandrina_HIv1___RNAseq.g26183.t1	Peve_00013894
N0.HOG0007839	OG0007233	n0	FUN_037976-T1	Pocillopora_meandrina_HIv1___TS.g18935.t1	Peve_00019560, Peve_00028106
N0.HOG0007840	OG0007234	n0	FUN_037986-T1	Pocillopora_meandrina_HIv1___RNAseq.g26274.t1	Peve_00009803, Peve_00025061
N0.HOG0007841	OG0007235	n0	FUN_037988-T1	Pocillopora_meandrina_HIv1___RNAseq.g26272.t1	Peve_00025060, Peve_00025059
N0.HOG0007842	OG0007236	n0	FUN_037989-T1	Pocillopora_meandrina_HIv1___RNAseq.g26271.t1	Peve_00034263, Peve_00025057
N0.HOG0007843	OG0007237	n0	FUN_037996-T1	Pocillopora_meandrina_HIv1___TS.g19013.t1b, Pocillopora_meandrina_HIv1___RNAseq.g26261.t1	Peve_00021252
N0.HOG0007844	OG0007238	n0	FUN_038001-T1	Pocillopora_meandrina_HIv1___RNAseq.g26256.t1	Peve_00004456, Peve_00021255
N0.HOG0007845	OG0007239	n0	FUN_038002-T1	Pocillopora_meandrina_HIv1___RNAseq.g26255.t1	Peve_00004457, Peve_00021254
N0.HOG0007846	OG0007240	n0	FUN_038003-T1	Pocillopora_meandrina_HIv1___RNAseq.g26254.t1	Peve_00004459, Peve_00021250
N0.HOG0007847	OG0007241	n0	FUN_038011-T1	Pocillopora_meandrina_HIv1___RNAseq.g26524.t1	Peve_00022134, Peve_00013509
N0.HOG0007848	OG0007242	n0	FUN_038012-T1	Pocillopora_meandrina_HIv1___RNAseq.g26526.t2	Peve_00013506, Peve_00022136
N0.HOG0007849	OG0007243	n0	FUN_038017-T1	Pocillopora_meandrina_HIv1___RNAseq.g26530.t2	Peve_00009819, Peve_00009818
N0.HOG0007850	OG0007244	n0	FUN_038018-T1, FUN_038018-T2	Pocillopora_meandrina_HIv1___RNAseq.g26531.t1	Peve_00022791
N0.HOG0007851	OG0007245	n0	FUN_038037-T1	Pocillopora_meandrina_HIv1___RNAseq.g26547.t1	Peve_00016939, Peve_00016938
N0.HOG0007852	OG0007246	n0	FUN_038043-T1, FUN_038043-T2	Pocillopora_meandrina_HIv1___RNAseq.g26552.t1	Peve_00019951
N0.HOG0007853	OG0007247	n0	FUN_038053-T1	Pocillopora_meandrina_HIv1___TS.g5311.t1	Peve_00031713, Peve_00018147
N0.HOG0007854	OG0007248	n0	FUN_038063-T2, FUN_038063-T1	Pocillopora_meandrina_HIv1___TS.g5325.t1a	Peve_00031819
N0.HOG0007855	OG0007249	n0	FUN_038079-T1	Pocillopora_meandrina_HIv1___TS.g5335.t1	Peve_00030064, Peve_00004953
N0.HOG0007856	OG0007250	n0	FUN_038092-T1	Pocillopora_meandrina_HIv1___RNAseq.g820.t1	Peve_00007110, Peve_00039348
N0.HOG0007857	OG0007251	n0	FUN_038099-T1	Pocillopora_meandrina_HIv1___RNAseq.g830.t1	Peve_00007113, Peve_00007112
N0.HOG0007858	OG0007252	n0	FUN_038115-T1	Pocillopora_meandrina_HIv1___RNAseq.g28345.t1	Peve_00027871, Peve_00025359
N0.HOG0007859	OG0007253	n0	FUN_038125-T1, FUN_038125-T2	Pocillopora_meandrina_HIv1___RNAseq.g772.t1	Peve_00003033
N0.HOG0007860	OG0007254	n0	FUN_038127-T1, FUN_038127-T2	Pocillopora_meandrina_HIv1___RNAseq.g770.t1	Peve_00003031
N0.HOG0007861	OG0007255	n0	FUN_038147-T1, FUN_038147-T2	Pocillopora_meandrina_HIv1___RNAseq.g1065.t1	Peve_00044177
N0.HOG0007862	OG0007256	n0	FUN_038151-T1		Peve_00044179, Peve_00009020, Peve_00044180
N0.HOG0007863	OG0007257	n0	FUN_038155-T1, FUN_038154-T1	Pocillopora_meandrina_HIv1___RNAseq.g1150.t1	Peve_00038317
N0.HOG0007864	OG0007258	n0	FUN_038161-T1	Pocillopora_meandrina_HIv1___RNAseq.g1154.t1	Peve_00034287, Peve_00033052
N0.HOG0007865	OG0007259	n0	FUN_038163-T1	Pocillopora_meandrina_HIv1___RNAseq.g1066.t1	Peve_00038312, Peve_00025803
N0.HOG0007866	OG0007260	n0	FUN_038170-T1	Pocillopora_meandrina_HIv1___RNAseq.g1074.t1, Pocillopora_meandrina_HIv1___RNAseq.g1073.t1	Peve_00025787
N0.HOG0007867	OG0007261	n0	FUN_038181-T1	Pocillopora_meandrina_HIv1___TS.g5496.t3	Peve_00009435, Peve_00009436
N0.HOG0007868	OG0007262	n0	FUN_038187-T2, FUN_038187-T1	Pocillopora_meandrina_HIv1___RNAseq.g945.t1	Peve_00006347
N0.HOG0007869	OG0007263	n0	FUN_038203-T1	Pocillopora_meandrina_HIv1___RNAseq.g3265.t1, Pocillopora_meandrina_HIv1___RNAseq.g938.t1	Peve_00003233
N0.HOG0007870	OG0007264	n0	FUN_038221-T1, FUN_038234-T1	Pocillopora_meandrina_HIv1___RNAseq.g911.t1	Peve_00015705
N0.HOG0007871	OG0007265	n0	FUN_038226-T1, FUN_038230-T1	Pocillopora_meandrina_HIv1___RNAseq.g28315.t1	Peve_00039146
N0.HOG0007872	OG0007266	n0	FUN_038263-T1, FUN_038260-T1	Pocillopora_meandrina_HIv1___RNAseq.g915.t1	Peve_00007996
N0.HOG0007873	OG0007267	n0	FUN_038269-T1	Pocillopora_meandrina_HIv1___RNAseq.g28326.t1, Pocillopora_meandrina_HIv1___TS.g21500.t1	Peve_00007979
N0.HOG0007874	OG0007268	n0	FUN_038270-T1	Pocillopora_meandrina_HIv1___TS.g21499.t1, Pocillopora_meandrina_HIv1___RNAseq.g28324.t2	Peve_00007980
N0.HOG0007875	OG0007269	n0	FUN_038294-T2, FUN_038294-T1	Pocillopora_meandrina_HIv1___RNAseq.g28300.t1	Peve_00041731
N0.HOG0007876	OG0007270	n0	FUN_038314-T2, FUN_038314-T1	Pocillopora_meandrina_HIv1___RNAseq.g1121.t1	Peve_00012903
N0.HOG0007877	OG0007271	n0	FUN_038319-T1, FUN_038324-T2, FUN_038324-T1, FUN_038329-T1		
N0.HOG0007878	OG0007272	n0	FUN_038336-T1	Pocillopora_meandrina_HIv1___RNAseq.g1114.t1	Peve_00000102, Peve_00033488
N0.HOG0007879	OG0007273	n0	FUN_038337-T1	Pocillopora_meandrina_HIv1___RNAseq.g1113.t1	Peve_00000101, Peve_00033487
N0.HOG0007880	OG0007274	n0	FUN_038366-T1, FUN_038361-T1, FUN_038352-T1, FUN_038367-T1		
N0.HOG0007881	OG0007275	n0	FUN_038375-T2, FUN_038375-T1	Pocillopora_meandrina_HIv1___RNAseq.g1091.t1	Peve_00000078
N0.HOG0007882	OG0007276	n0	FUN_038383-T1, FUN_038383-T2	Pocillopora_meandrina_HIv1___RNAseq.g28291.t1	Peve_00000066
N0.HOG0007883	OG0007277	n0	FUN_038398-T1	Pocillopora_meandrina_HIv1___RNAseq.g28272.t1, Pocillopora_meandrina_HIv1___RNAseq.g28273.t1	Peve_00000041
N0.HOG0007884	OG0007278	n0	FUN_038417-T1	Pocillopora_meandrina_HIv1___RNAseq.g1187.t1, Pocillopora_meandrina_HIv1___RNAseq.g25849.t1	Peve_00000007
N0.HOG0007885	OG0007279	n0	FUN_038418-T1, FUN_038418-T2	Pocillopora_meandrina_HIv1___RNAseq.g1186.t1	Peve_00000006
N0.HOG0007886	OG0007280	n0	FUN_038437-T1, FUN_038437-T2	Pocillopora_meandrina_HIv1___RNAseq.25797_t	Peve_00029447
N0.HOG0007887	OG0007281	n0	FUN_038457-T1	Pocillopora_meandrina_HIv1___RNAseq.g28255.t1	Peve_00032632, Peve_00020974
N0.HOG0007888	OG0007282	n0	FUN_038507-T2	Pocillopora_meandrina_HIv1___RNAseq.g28164.t1, Pocillopora_meandrina_HIv1___RNAseq.g28173.t1	Peve_00041684
N0.HOG0007889	OG0007283	n0	FUN_038526-T2, FUN_038526-T1	Pocillopora_meandrina_HIv1___TS.g7974.t1	Peve_00041741
N0.HOG0007890	OG0007284	n0	FUN_038557-T1	Pocillopora_meandrina_HIv1___RNAseq.g1024.t1, Pocillopora_meandrina_HIv1___RNAseq.g1025.t1	Peve_00020191
N0.HOG0007891	OG0007285	n0	FUN_038558-T1, FUN_038562-T1	Pocillopora_meandrina_HIv1___RNAseq.g1022.t1	Peve_00020189
N0.HOG0007892	OG0007286	n0	FUN_038569-T1	Pocillopora_meandrina_HIv1___RNAseq.g1017.t1	Peve_00020177, Peve_00020176
N0.HOG0007893	OG0007287	n0	FUN_038571-T2, FUN_038571-T1	Pocillopora_meandrina_HIv1___RNAseq.g1016.t1	Peve_00020178
N0.HOG0007894	OG0007288	n0	FUN_038573-T2, FUN_038573-T1	Pocillopora_meandrina_HIv1___RNAseq.g1014.t2	Peve_00020172
N0.HOG0007895	OG0007289	n0	FUN_038574-T1, FUN_038575-T1	Pocillopora_meandrina_HIv1___RNAseq.g1013.t1	Peve_00020171
N0.HOG0007896	OG0007290	n0	FUN_038580-T1	Pocillopora_meandrina_HIv1___RNAseq.g1008.t1	Peve_00031238, Peve_00012104
N0.HOG0007897	OG0007291	n0	FUN_038597-T1, FUN_038605-T1	Pocillopora_meandrina_HIv1___RNAseq.g992.t1	Peve_00005396
N0.HOG0007898	OG0007292	n0	FUN_038607-T1, FUN_038607-T2	Pocillopora_meandrina_HIv1___TS.g5522.t2	Peve_00005402
N0.HOG0007899	OG0007293	n0	FUN_038613-T1	Pocillopora_meandrina_HIv1___RNAseq.g973.t1b	Peve_00024830, Peve_00002805
N0.HOG0007900	OG0007294	n0	FUN_038620-T1	Pocillopora_meandrina_HIv1___TS.g5695.t1	Peve_00033707, Peve_00042045
N0.HOG0007901	OG0007295	n0	FUN_038626-T1, FUN_038625-T1	Pocillopora_meandrina_HIv1___RNAseq.g10748.t1, Pocillopora_meandrina_HIv1___RNAseq.g10746.t1	
N0.HOG0007902	OG0007296	n0	FUN_038690-T1, FUN_038690-T2	Pocillopora_meandrina_HIv1___TS.g19229.t1a	Peve_00013480
N0.HOG0007903	OG0007297	n0	FUN_038694-T1, FUN_038693-T1	Pocillopora_meandrina_HIv1___RNAseq.g26474.t1	Peve_00013475
N0.HOG0007904	OG0007298	n0	FUN_038696-T1	Pocillopora_meandrina_HIv1___RNAseq.g26459.t1	Peve_00013470, Peve_00013473
N0.HOG0007905	OG0007299	n0	FUN_038697-T1, FUN_038697-T2	Pocillopora_meandrina_HIv1___RNAseq.g26461.t2	Peve_00013468
N0.HOG0007906	OG0007300	n0	FUN_038733-T2, FUN_038733-T1	Pocillopora_meandrina_HIv1___RNAseq.g26435.t1	Peve_00013932
N0.HOG0007907	OG0007301	n0	FUN_038739-T1	Pocillopora_meandrina_HIv1___RNAseq.g26429.t1	Peve_00009045, Peve_00009050
N0.HOG0007908	OG0007302	n0	FUN_038742-T1	Pocillopora_meandrina_HIv1___RNAseq.g26426.t1	Peve_00002435, Peve_00009051
N0.HOG0007909	OG0007303	n0	FUN_038753-T1, FUN_038752-T1	Pocillopora_meandrina_HIv1___RNAseq.g26416.t1	Peve_00040767
N0.HOG0007910	OG0007304	n0	FUN_038755-T1	Pocillopora_meandrina_HIv1___RNAseq.g26411.t1	Peve_00022725, Peve_00037152
N0.HOG0007911	OG0007305	n0	FUN_038788-T1	Pocillopora_meandrina_HIv1___RNAseq.g26400.t1	Peve_00007209, Peve_00007208
N0.HOG0007912	OG0007306	n0	FUN_038794-T1, FUN_038794-T2		Peve_00007202, Peve_00007205
N0.HOG0007913	OG0007307	n0	FUN_038798-T1	Pocillopora_meandrina_HIv1___TS.g19129.t1, Pocillopora_meandrina_HIv1___TS.g19135.t1	Peve_00007231
N0.HOG0007914	OG0007308	n0	FUN_038800-T1	Pocillopora_meandrina_HIv1___RNAseq.g26372.t1, Pocillopora_meandrina_HIv1___RNAseq.g26379.t1	Peve_00007227
N0.HOG0007915	OG0007309	n0	FUN_038840-T1, FUN_039081-T1, FUN_038835-T1	Pocillopora_meandrina_HIv1___RNAseq.g28644.t2	
N0.HOG0007916	OG0007310	n0	FUN_038861-T1		Peve_00001817, Peve_00011720, Peve_00013306
N0.HOG0007917	OG0007311	n0	FUN_038886-T1	Pocillopora_meandrina_HIv1___RNAseq.g28678.t1, Pocillopora_meandrina_HIv1___TS.g8461.t1	Peve_00028696
N0.HOG0007918	OG0007312	n0	FUN_038887-T2, FUN_038887-T1	Pocillopora_meandrina_HIv1___RNAseq.g28665.t1	Peve_00028697
N0.HOG0007919	OG0007313	n0	FUN_038901-T1, FUN_038895-T1	Pocillopora_meandrina_HIv1___TS.g8477.t1a	Peve_00028737
N0.HOG0007920	OG0007314	n0	FUN_039001-T1		Peve_00005602, Peve_00005598, Peve_00001814
N0.HOG0007921	OG0007315	n0	FUN_039032-T1, FUN_039030-T1	Pocillopora_meandrina_HIv1___RNAseq.g28690.t1	Peve_00012937
N0.HOG0007922	OG0007316	n0	FUN_039043-T1, FUN_039043-T2	Pocillopora_meandrina_HIv1___TS.g8508.t1	Peve_00033251
N0.HOG0007923	OG0007317	n0	FUN_039539-T1	Pocillopora_meandrina_HIv1___RNAseq.g29964.t1	Peve_00021162, Peve_00019931
N0.HOG0007924	OG0007318	n0	FUN_039641-T1, FUN_039541-T1, FUN_039541-T2, FUN_039541-T3		
N0.HOG0007925	OG0007319	n0	FUN_039548-T1, FUN_039607-T1	Pocillopora_meandrina_HIv1___RNAseq.g5325.t1	Peve_00035010
N0.HOG0007926	OG0007320	n0	FUN_039610-T1		Peve_00022106, Peve_00024692, Peve_00022987
N0.HOG0007927	OG0007321	n0	FUN_039702-T1	Pocillopora_meandrina_HIv1___TS.g10613.t1b	Peve_00022239, Peve_00008093
N0.HOG0007928	OG0007322	n0	FUN_039719-T1	Pocillopora_meandrina_HIv1___RNAseq.g25934.t1, Pocillopora_meandrina_HIv1___RNAseq.g4169.t1, Pocillopora_meandrina_HIv1___RNAseq.g4166.t1	
N0.HOG0007929	OG0007323	n0	FUN_039738-T1, FUN_044578-T1, FUN_044578-T2		Peve_00023951
N0.HOG0007930	OG0007324	n0	FUN_039773-T2, FUN_039773-T1	Pocillopora_meandrina_HIv1___RNAseq.g7449.t1	Peve_00001426
N0.HOG0007931	OG0007325	n0	FUN_039774-T1	Pocillopora_meandrina_HIv1___RNAseq.g7453.t1	Peve_00031767, Peve_00030564
N0.HOG0007932	OG0007326	n0	FUN_039775-T1	Pocillopora_meandrina_HIv1___RNAseq.g7454.t1	Peve_00030562, Peve_00031765
N0.HOG0007933	OG0007327	n0	FUN_039790-T2, FUN_039790-T1	Pocillopora_meandrina_HIv1___TS.g1218.t1	Peve_00017602
N0.HOG0007934	OG0007328	n0	FUN_039800-T1	Pocillopora_meandrina_HIv1___RNAseq.g7475.t1	Peve_00017578, Peve_00032689
N0.HOG0007935	OG0007329	n0	FUN_039806-T1	Pocillopora_meandrina_HIv1___RNAseq.g7484.t1	Peve_00020315, Peve_00033775
N0.HOG0007936	OG0007330	n0	FUN_039807-T1	Pocillopora_meandrina_HIv1___RNAseq.g7485.t1	Peve_00033774, Peve_00020314
N0.HOG0007937	OG0007331	n0	FUN_039822-T1, FUN_039824-T1	Pocillopora_meandrina_HIv1___RNAseq.g7312.t1	Peve_00005158
N0.HOG0007938	OG0007332	n0	FUN_039834-T1	Pocillopora_meandrina_HIv1___RNAseq.g7924.t1	Peve_00021732, Peve_00008567
N0.HOG0007939	OG0007333	n0	FUN_039852-T1	Pocillopora_meandrina_HIv1___RNAseq.g7296.t1	Peve_00002761, Peve_00002762
N0.HOG0007940	OG0007334	n0	FUN_039853-T1	Pocillopora_meandrina_HIv1___RNAseq.g7295.t2	Peve_00020654, Peve_00020651
N0.HOG0007941	OG0007335	n0	FUN_039859-T1	Pocillopora_meandrina_HIv1___TS.g1031.t1	Peve_00020652, Peve_00014928
N0.HOG0007942	OG0007336	n0	FUN_039860-T1	Pocillopora_meandrina_HIv1___TS.g1030.t3	Peve_00014924, Peve_00020653
N0.HOG0007943	OG0007337	n0	FUN_039863-T1	Pocillopora_meandrina_HIv1___RNAseq.g7280.t1	Peve_00020822, Peve_00039716
N0.HOG0007944	OG0007338	n0	FUN_039870-T1	Pocillopora_meandrina_HIv1___RNAseq.g7377.t1	Peve_00006913, Peve_00011725
N0.HOG0007945	OG0007339	n0	FUN_039874-T1	Pocillopora_meandrina_HIv1___RNAseq.g7373.t1	Peve_00004936, Peve_00004940
N0.HOG0007946	OG0007340	n0	FUN_039892-T1	Pocillopora_meandrina_HIv1___RNAseq.g7364.t1	Peve_00033951, Peve_00021860
N0.HOG0007947	OG0007341	n0	FUN_039896-T2, FUN_039896-T1	Pocillopora_meandrina_HIv1___RNAseq.g7345.t1	Peve_00010139
N0.HOG0007948	OG0007342	n0	FUN_039928-T1, FUN_039925-T2	Pocillopora_meandrina_HIv1___TS.g307.t1	Peve_00002279
N0.HOG0007949	OG0007343	n0	FUN_039938-T1	Pocillopora_meandrina_HIv1___TS.g1076.t1	Peve_00004409, Peve_00004407
N0.HOG0007950	OG0007344	n0	FUN_039953-T1	Pocillopora_meandrina_HIv1___RNAseq.g23126.t2b	Peve_00009539, Peve_00023241
N0.HOG0007951	OG0007345	n0	FUN_040009-T1	Pocillopora_meandrina_HIv1___RNAseq.g8428.t1	Peve_00031111, Peve_00030244
N0.HOG0007952	OG0007346	n0	FUN_040033-T1, FUN_040035-T1	Pocillopora_meandrina_HIv1___RNAseq.g8453.t1	Peve_00025986
N0.HOG0007953	OG0007347	n0	FUN_040041-T1	Pocillopora_meandrina_HIv1___TS.g20197.t1	Peve_00032520, Peve_00040425
N0.HOG0007954	OG0007348	n0	FUN_040042-T1	Pocillopora_meandrina_HIv1___RNAseq.g8461.t1	Peve_00032519, Peve_00040421
N0.HOG0007955	OG0007349	n0	FUN_040052-T1	Pocillopora_meandrina_HIv1___RNAseq.g8467.t1, Pocillopora_meandrina_HIv1___RNAseq.g8470.t1	Peve_00016115
N0.HOG0007956	OG0007350	n0	FUN_040058-T1	Pocillopora_meandrina_HIv1___RNAseq.g7727.t1b	Peve_00018499, Peve_00030927
N0.HOG0007957	OG0007351	n0	FUN_040060-T1	Pocillopora_meandrina_HIv1___TS.g1475.t1	Peve_00014922, Peve_00021046
N0.HOG0007958	OG0007352	n0	FUN_040061-T1	Pocillopora_meandrina_HIv1___RNAseq.g7723.t1	Peve_00021048, Peve_00014918
N0.HOG0007959	OG0007353	n0	FUN_040063-T1	Pocillopora_meandrina_HIv1___RNAseq.g7704.t1	Peve_00033906, Peve_00033901
N0.HOG0007960	OG0007354	n0	FUN_040069-T1, FUN_040069-T2	Pocillopora_meandrina_HIv1___TS.g1452.t1	Peve_00033916
N0.HOG0007961	OG0007355	n0	FUN_040074-T2, FUN_040074-T1	Pocillopora_meandrina_HIv1___RNAseq.g7691.t1	Peve_00021004
N0.HOG0007962	OG0007356	n0	FUN_040087-T1	Pocillopora_meandrina_HIv1___RNAseq.g7617.t1	Peve_00043018, Peve_00041158
N0.HOG0007963	OG0007357	n0	FUN_040114-T1	Pocillopora_meandrina_HIv1___RNAseq.g8713.t1	Peve_00019475, Peve_00043156
N0.HOG0007964	OG0007358	n0	FUN_040123-T1, FUN_040128-T1	Pocillopora_meandrina_HIv1___RNAseq.g6652.t1	Peve_00012490
N0.HOG0007965	OG0007359	n0	FUN_040150-T1	Pocillopora_meandrina_HIv1___TS.g20237.t1	Peve_00036064, Peve_00038146
N0.HOG0007966	OG0007360	n0	FUN_040151-T2, FUN_040151-T1	Pocillopora_meandrina_HIv1___RNAseq.g8497.t1	Peve_00038145
N0.HOG0007967	OG0007361	n0	FUN_040172-T2, FUN_040172-T1	Pocillopora_meandrina_HIv1___RNAseq.g7734.t1	Peve_00038126
N0.HOG0007968	OG0007362	n0	FUN_040217-T1, FUN_040218-T1	Pocillopora_meandrina_HIv1___RNAseq.g7756.t1	Peve_00023451
N0.HOG0007969	OG0007363	n0	FUN_040229-T1	Pocillopora_meandrina_HIv1___TS.g1387.t1b, Pocillopora_meandrina_HIv1___TS.g1383.t1	Peve_00013003
N0.HOG0007970	OG0007364	n0	FUN_040234-T1	Pocillopora_meandrina_HIv1___RNAseq.g7774.t1	Peve_00041563, Peve_00042156
N0.HOG0007971	OG0007365	n0	FUN_040267-T1, FUN_040268-T1	Pocillopora_meandrina_HIv1___RNAseq.g7811.t1	Peve_00014979
N0.HOG0007972	OG0007366	n0	FUN_040274-T1, FUN_040273-T1	Pocillopora_meandrina_HIv1___RNAseq.g9069.t1	Peve_00014971
N0.HOG0007973	OG0007367	n0	FUN_040307-T2, FUN_040307-T1	Pocillopora_meandrina_HIv1___RNAseq.g9080.t1	Peve_00020536
N0.HOG0007974	OG0007368	n0	FUN_040435-T1		Peve_00029627, Peve_00029620, Peve_00014963
N0.HOG0007975	OG0007369	n0	FUN_040441-T1, FUN_040441-T2	Pocillopora_meandrina_HIv1___RNAseq.g10428.t1	Peve_00008539
N0.HOG0007976	OG0007370	n0	FUN_040477-T1, FUN_040477-T2	Pocillopora_meandrina_HIv1___RNAseq.g6522.t1	Peve_00015410
N0.HOG0007977	OG0007371	n0	FUN_040525-T2, FUN_040525-T1	Pocillopora_meandrina_HIv1___RNAseq.g1445.t1	Peve_00024707
N0.HOG0007978	OG0007372	n0	FUN_040553-T1	Pocillopora_meandrina_HIv1___RNAseq.g26922.t1	Peve_00041974, Peve_00011974
N0.HOG0007979	OG0007373	n0	FUN_040556-T1, FUN_045453-T1	Pocillopora_meandrina_HIv1___RNAseq.g19294.t1	Peve_00029992
N0.HOG0007980	OG0007374	n0	FUN_040647-T1		Peve_00018812, Peve_00036647, Peve_00016250
N0.HOG0007981	OG0007375	n0	FUN_040663-T1	Pocillopora_meandrina_HIv1___RNAseq.g6468.t1, Pocillopora_meandrina_HIv1___RNAseq.g6467.t1	Peve_00015413
N0.HOG0007982	OG0007376	n0	FUN_040672-T2, FUN_040672-T1	Pocillopora_meandrina_HIv1___RNAseq.g6459.t1	Peve_00015418
N0.HOG0007983	OG0007377	n0	FUN_040675-T2, FUN_040675-T1	Pocillopora_meandrina_HIv1___TS.g196.t1	Peve_00015422
N0.HOG0007984	OG0007378	n0	FUN_040683-T2, FUN_040683-T1	Pocillopora_meandrina_HIv1___RNAseq.g6449.t1	Peve_00009586
N0.HOG0007985	OG0007379	n0	FUN_040688-T2, FUN_040688-T1	Pocillopora_meandrina_HIv1___RNAseq.g6441.t1	Peve_00033378
N0.HOG0007986	OG0007380	n0	FUN_040694-T2, FUN_040694-T1	Pocillopora_meandrina_HIv1___TS.g20808.t2	Peve_00029582
N0.HOG0007987	OG0007381	n0	FUN_040784-T1	Pocillopora_meandrina_HIv1___RNAseq.g17859.t1	Peve_00042931, Peve_00042932
N0.HOG0007988	OG0007382	n0	FUN_040856-T1, FUN_040856-T2	Pocillopora_meandrina_HIv1___RNAseq.g6544.t1	Peve_00032788
N0.HOG0007989	OG0007383	n0	FUN_043909-T1, FUN_040951-T1, FUN_044710-T1		Peve_00037032
N0.HOG0007990	OG0007384	n0	FUN_041162-T1, FUN_044475-T1	Pocillopora_meandrina_HIv1___RNAseq.g17187.t1	Peve_00026902
N0.HOG0007991	OG0007385	n0	FUN_041269-T1	Pocillopora_meandrina_HIv1___RNAseq.g3060.t1	Peve_00003469, Peve_00003472
N0.HOG0007992	OG0007386	n0	FUN_041313-T1, FUN_041313-T2	Pocillopora_meandrina_HIv1___RNAseq.g6990.t1	Peve_00002269
