"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"1533",1533,"Cluster_2787","Porites_evermani_scaffold_3737:17314-18314",151,-20.41,2,13,5,27,12,"91.67%","91.67%","Peve_00027273",0.905986972417062,0.278260650851161,0.978262075707395,"Q9P2E3","NFX1-type zinc finger-containing protein 1","Homo sapiens (Human)","activation of innate immune response [GO:0002218]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; negative regulation of viral genome replication [GO:0045071]; RNA-mediated heterochromatin formation [GO:0031048]","GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607"
"1534",1534,"Cluster_2787","Porites_evermani_scaffold_3751:17909-18909",149,-20.4,2,21,126,151,23,"65.22%","78.26%","Peve_00027358",NA,NA,NA,NA,NA,NA,NA,NA
"1535",1535,"Cluster_2787","Porites_evermani_scaffold_3752:25299-26299",154,-20.08,2,17,737,762,19,"78.95%","78.95%","Peve_00027361",0.69156538661655,0.513842768095415,0.978262075707395,NA,NA,NA,NA,NA
"1536",1536,"Cluster_2787","Porites_evermani_scaffold_3752:25886-26886",154,-20.08,2,17,150,175,19,"78.95%","78.95%","Peve_00027363",NA,NA,NA,NA,NA,NA,NA,NA
"1537",1537,"Cluster_2787","Porites_evermani_scaffold_380:216038-217038",157,-22.73,2,21,958,979,20,"75.00%","80.00%","Peve_00027641",NA,NA,NA,NA,NA,NA,NA,NA
"1538",1538,"Cluster_2787","Porites_evermani_scaffold_38:144131-145131",159,-20.68,2,16,744,765,14,"78.57%","92.86%","Peve_00027613",-0.58815399201298,0.599709788684688,0.978262075707395,"Q9H0J4","Glutamine-rich protein 2","Homo sapiens (Human)","cell projection assembly [GO:0030031]; flagellated sperm motility [GO:0030317]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]","GO:0005737; GO:0030031; GO:0030317; GO:0031965; GO:0036126; GO:2000059"
"1539",1539,"Cluster_2787","Porites_evermani_scaffold_385:3184-4184",155,-20.95,2,20,671,695,22,"77.27%","77.27%","Peve_00027881",-0.945817803408337,0.210525214478371,0.978262075707395,NA,NA,NA,NA,NA
"1540",1540,"Cluster_2787","Porites_evermani_scaffold_3967:8881-9881",164,-22.85,2,21,472,493,19,"68.42%","84.21%","Peve_00028547",-0.773654223740315,0.436853570205638,0.978262075707395,"A0PJX2","TLD domain-containing protein 2 (TBC/LysM-associated domain-containing protein 2)","Homo sapiens (Human)","response to oxidative stress [GO:0006979]","GO:0005634; GO:0006979"
"1541",1541,"Cluster_2787","Porites_evermani_scaffold_4025:19902-20902",152,-20.77,2,21,656,677,19,"63.16%","73.68%","Peve_00028964",0.82009134903134,0.387845120155505,0.978262075707395,"Q7TNH6","Nephrocystin-3","Mus musculus (Mouse)","atrial septum development [GO:0003283]; cilium assembly [GO:0060271]; convergent extension [GO:0060026]; convergent extension involved in gastrulation [GO:0060027]; determination of intestine left/right asymmetry [GO:0071908]; determination of left/right symmetry [GO:0007368]; determination of liver left/right asymmetry [GO:0071910]; determination of pancreatic left/right asymmetry [GO:0035469]; determination of stomach left/right asymmetry [GO:0071909]; establishment or maintenance of cell polarity [GO:0007163]; extracellular matrix organization [GO:0030198]; heart looping [GO:0001947]; kidney development [GO:0001822]; kidney morphogenesis [GO:0060993]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; maintenance of animal organ identity [GO:0048496]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; non-motile cilium assembly [GO:1905515]; photoreceptor cell maintenance [GO:0045494]; positive regulation of protein binding [GO:0032092]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; ureter development [GO:0072189]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0001947; GO:0003283; GO:0005929; GO:0006629; GO:0007163; GO:0007368; GO:0016055; GO:0030198; GO:0030324; GO:0032092; GO:0035469; GO:0045494; GO:0048496; GO:0060026; GO:0060027; GO:0060271; GO:0060993; GO:0071908; GO:0071909; GO:0071910; GO:0072189; GO:0090090; GO:0097543; GO:0097546; GO:1905515; GO:2000095"
"1542",1542,"Cluster_2787","Porites_evermani_scaffold_403:252522-253522",160,-21.82,2,21,688,709,19,"63.16%","84.21%","Peve_00028993",NA,NA,NA,NA,NA,NA,NA,NA
"1543",1543,"Cluster_2787","Porites_evermani_scaffold_404:69652-70652",155,-20.55,2,21,928,950,20,"65.00%","80.00%","Peve_00029034",0.527641393169282,0.646152985007006,0.978262075707395,"Q9UI36","Dachshund homolog 1 (Dach1)","Homo sapiens (Human)","development of primary female sexual characteristics [GO:0046545]; negative regulation of cell migration [GO:0030336]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; negative regulation of DNA biosynthetic process [GO:2000279]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of nuclear cell cycle DNA replication [GO:0033262]; regulation of transcription by RNA polymerase II [GO:0006357]; respiratory gaseous exchange by respiratory system [GO:0007585]; suckling behavior [GO:0001967]; type B pancreatic cell proliferation [GO:0044342]","GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0001967; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0005829; GO:0006357; GO:0007585; GO:0010944; GO:0016607; GO:0030336; GO:0033262; GO:0044342; GO:0045892; GO:0046545; GO:0048147; GO:0060244; GO:2000279"
"1544",1544,"Cluster_2787","Porites_evermani_scaffold_4049:7658-8658",155,-20.19,2,21,287,309,20,"65.00%","80.00%","Peve_00029084",0.974999843712158,0.142651204888025,0.978262075707395,NA,NA,NA,NA,NA
"1545",1545,"Cluster_2787","Porites_evermani_scaffold_405:213512-214512",153,-20.7,2,19,599,621,18,"72.22%","77.78%","Peve_00029092",NA,NA,NA,NA,NA,NA,NA,NA
"1546",1546,"Cluster_2787","Porites_evermani_scaffold_408:235864-236864",160,-27.26,2,18,788,810,17,"76.47%","88.24%","Peve_00029261",0.740667339558218,0.469018958602179,0.978262075707395,"Q98SN7","Protein Wnt-2b","Gallus gallus (Chicken)","camera-type eye photoreceptor cell differentiation [GO:0060219]; canonical Wnt signaling pathway [GO:0060070]; cell population proliferation [GO:0008283]; cornea development in camera-type eye [GO:0061303]; embryonic camera-type eye formation [GO:0060900]; embryonic forelimb morphogenesis [GO:0035115]; iris morphogenesis [GO:0061072]; lens development in camera-type eye [GO:0002088]; limb development [GO:0060173]; morphogenesis of an epithelial sheet [GO:0002011]; negative regulation of glial cell differentiation [GO:0045686]; negative regulation of neuron differentiation [GO:0045665]; neural retina development [GO:0003407]; neuron differentiation [GO:0030182]; positive regulation of fibroblast growth factor production [GO:0090271]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of fibroblast growth factor production [GO:0090270]; retina layer formation [GO:0010842]; Wnt signaling pathway [GO:0016055]","GO:0002011; GO:0002088; GO:0003407; GO:0005109; GO:0005576; GO:0008283; GO:0010842; GO:0016055; GO:0030182; GO:0035115; GO:0045665; GO:0045686; GO:0045743; GO:0060070; GO:0060173; GO:0060219; GO:0060828; GO:0060900; GO:0061072; GO:0061303; GO:0090270; GO:0090271"
"1547",1547,"Cluster_2787","Porites_evermani_scaffold_4090:11531-12531",154,-21.32,2,21,341,365,22,"68.18%","77.27%","Peve_00029307",NA,NA,NA,NA,NA,NA,NA,NA
"1548",1548,"Cluster_2787","Porites_evermani_scaffold_4095:23332-24332",160,-22.17,2,21,325,346,19,"63.16%","84.21%","Peve_00029318",-0.0182745358373588,0.988365421515772,0.999448381576871,"Q0DXS3","Probable RNA-dependent RNA polymerase 1 (OsRDR1) (EC 2.7.7.48)","Oryza sativa subsp. japonica (Rice)","positive regulation of post-transcriptional gene silencing [GO:0060148]; response to salicylic acid [GO:0009751]; response to virus [GO:0009615]; siRNA processing [GO:0030422]; wax biosynthetic process [GO:0010025]","GO:0003723; GO:0003968; GO:0009615; GO:0009751; GO:0010025; GO:0030422; GO:0031380; GO:0060148"
"1549",1549,"Cluster_2787","Porites_evermani_scaffold_410:243306-244306",148,-20.71,2,21,834,855,19,"57.89%","73.68%","Peve_00029408",-0.725138292678535,0.483551629245069,0.978262075707395,"P10950","Acetylserotonin O-methyltransferase (EC 2.1.1.4) (Hydroxyindole O-methyltransferase) (HIOMT)","Bos taurus (Bovine)","aromatic compound biosynthetic process [GO:0019438]; lipid metabolic process [GO:0006629]; melatonin biosynthetic process [GO:0030187]; methylation [GO:0032259]","GO:0006629; GO:0008171; GO:0008757; GO:0017096; GO:0019438; GO:0030187; GO:0032259; GO:0042803"
"1550",1550,"Cluster_2787","Porites_evermani_scaffold_4333:5913-6913",160,-24.85,2,18,671,694,18,"72.22%","88.89%","Peve_00030602",NA,NA,NA,NA,NA,NA,NA,NA
"1551",1551,"Cluster_2787","Porites_evermani_scaffold_4338:16116-17116",146,-21.46,2,21,34,61,25,"60.00%","72.00%","Peve_00030614",NA,NA,NA,"P79218","Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)","Oryctolagus cuniculus (Rabbit)","positive regulation of flagellated sperm motility [GO:1902093]; regulation of uterine smooth muscle contraction [GO:0070472]","GO:0004995; GO:0005886; GO:0061827; GO:0070472; GO:0097225; GO:1902093"
"1552",1552,"Cluster_2787","Porites_evermani_scaffold_43:677786-678786",163,-22.77,2,21,23,45,20,"75.00%","80.00%","Peve_00030408",NA,NA,NA,NA,NA,NA,NA,NA
"1553",1553,"Cluster_2787","Porites_evermani_scaffold_438:240861-241861",153,-20.15,2,14,863,884,12,"75.00%","100.00%","Peve_00030801",0.867933894665659,0.330895275232091,0.978262075707395,"Q12955","Ankyrin-3 (ANK-3) (Ankyrin-G)","Homo sapiens (Human)","axonogenesis [GO:0007409]; cellular response to magnesium ion [GO:0071286]; establishment of protein localization [GO:0045184]; Golgi to plasma membrane protein transport [GO:0043001]; magnesium ion homeostasis [GO:0010960]; maintenance of protein location in plasma membrane [GO:0072660]; membrane assembly [GO:0071709]; mitotic cytokinesis [GO:0000281]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; neuromuscular junction development [GO:0007528]; neuronal action potential [GO:0019228]; plasma membrane organization [GO:0007009]; positive regulation of cation channel activity [GO:2001259]; positive regulation of cell communication by electrical coupling [GO:0010650]; positive regulation of gene expression [GO:0010628]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900827]; positive regulation of membrane potential [GO:0045838]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of sodium ion transmembrane transporter activity [GO:2000651]; positive regulation of sodium ion transport [GO:0010765]; protein localization to axon [GO:0099612]; protein localization to plasma membrane [GO:0072659]; regulation of potassium ion transport [GO:0043266]; signal transduction [GO:0007165]","GO:0000281; GO:0005200; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0007009; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0008093; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:1900827; GO:1902260; GO:2000651; GO:2001259"
"1554",1554,"Cluster_2787","Porites_evermani_scaffold_446:159302-160302",150,-20.65,2,21,730,756,24,"66.67%","70.83%","Peve_00031263",NA,NA,NA,NA,NA,NA,NA,NA
"1555",1555,"Cluster_2787","Porites_evermani_scaffold_4491:5628-6628",162,-28.18,2,21,105,125,19,"73.68%","84.21%","Peve_00031417",0.996177774303822,0.0556790366698033,0.978262075707395,"Q5T1H1","Protein eyes shut homolog (Epidermal growth factor-like protein 10) (EGF-like protein 10) (Epidermal growth factor-like protein 11) (EGF-like protein 11) (Protein spacemaker homolog)","Homo sapiens (Human)","detection of light stimulus involved in visual perception [GO:0050908]; skeletal muscle tissue regeneration [GO:0043403]","GO:0001750; GO:0005509; GO:0005737; GO:0005815; GO:0033165; GO:0043403; GO:0050908; GO:0070062"
"1556",1556,"Cluster_2787","Porites_evermani_scaffold_45:523365-524365",174,-25.57,2,21,599,623,22,"81.82%","86.36%","Peve_00031444",0.504291273104903,0.663507591243785,0.978262075707395,"Q99JY0","Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]","Mus musculus (Mouse)","cellular response to lipopolysaccharide [GO:0071222]; fatty acid beta-oxidation [GO:0006635]; gene expression [GO:0010467]","GO:0003985; GO:0003988; GO:0005739; GO:0005741; GO:0005743; GO:0005783; GO:0006635; GO:0010467; GO:0016507; GO:0042645; GO:0044877; GO:0050633; GO:0071222; GO:0106222"
"1557",1557,"Cluster_2787","Porites_evermani_scaffold_4676:22102-23069",151,-22.47,2,21,15,38,21,"66.67%","71.43%","Peve_00032213",0.992556418296979,0.077724128520887,0.978262075707395,NA,NA,NA,NA,NA
"1558",1558,"Cluster_2787","Porites_evermani_scaffold_468:252681-253681",149,-20.94,2,21,267,291,23,"69.57%","69.57%","Peve_00032235",NA,NA,NA,NA,NA,NA,NA,NA
"1559",1559,"Cluster_2787","Porites_evermani_scaffold_468:252681-253681",159,-20.27,2,21,699,721,20,"70.00%","80.00%","Peve_00032235",NA,NA,NA,NA,NA,NA,NA,NA
"1560",1560,"Cluster_2787","Porites_evermani_scaffold_4:69960-70960",159,-21.43,2,20,725,746,18,"66.67%","83.33%","Peve_00028712",0.103898378968637,0.933736653559173,0.999448381576871,"Q7T2D4","Endoplasmic reticulum-Golgi intermediate compartment protein 2","Danio rerio (Zebrafish) (Brachydanio rerio)","endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","GO:0005783; GO:0005789; GO:0005794; GO:0006888; GO:0006890; GO:0016020; GO:0030134; GO:0033116"
"1561",1561,"Cluster_2787","Porites_evermani_scaffold_4706:12803-13803",160,-21.82,2,21,348,369,19,"63.16%","84.21%","Peve_00032356",0.509865198763845,0.659390543137167,0.978262075707395,"Q6GP53","N-alpha-acetyltransferase 50 (EC 2.3.1.258) (N-acetyltransferase NAT13) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)","Xenopus laevis (African clawed frog)","establishment of mitotic sister chromatid cohesion [GO:0034087]; mitotic sister chromatid cohesion, centromeric [GO:0071962]; N-terminal protein amino acid acetylation [GO:0006474]","GO:0004596; GO:0005634; GO:0005737; GO:0005829; GO:0006474; GO:0010485; GO:0034087; GO:0052858; GO:0071962"
"1562",1562,"Cluster_2787","Porites_evermani_scaffold_480:91662-92662",167,-21.43,2,21,950,972,20,"75.00%","85.00%","Peve_00032762",0.604665625789622,0.586613506688145,0.978262075707395,NA,NA,NA,NA,NA
"1563",1563,"Cluster_2787","Porites_evermani_scaffold_481:150272-151272",160,-21.32,2,20,25,44,18,"77.78%","83.33%","Peve_00032820",NA,NA,NA,NA,NA,NA,NA,NA
"1564",1564,"Cluster_2787","Porites_evermani_scaffold_491:158986-159986",163,-24.79,2,21,126,149,21,"71.43%","80.95%","Peve_00033183",0.867933894665659,0.330895275232091,0.978262075707395,"A7SXG9","Nematocyst expressed protein 8 (NEP-8) (NEP8)","Nematostella vectensis (Starlet sea anemone)","","GO:0005576; GO:0042151; GO:0090729"
"1565",1565,"Cluster_2787","Porites_evermani_scaffold_493:226650-227650",166,-28.24,2,21,942,966,22,"72.73%","86.36%","Peve_00033270",0.856723233839431,0.344992946105774,0.978262075707395,"Q6NUQ1","RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)","Homo sapiens (Human)","endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; protein transport [GO:0015031]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","GO:0005783; GO:0005789; GO:0005829; GO:0006888; GO:0006890; GO:0007095; GO:0015031; GO:0060628; GO:0070939"
"1566",1566,"Cluster_2787","Porites_evermani_scaffold_49:540967-541967",157,-20.96,2,21,232,251,19,"68.42%","84.21%","Peve_00033083",0.946919976905513,0.208353439883116,0.978262075707395,"P53111","NADPH-dependent aldehyde reductase ARI1 (EC 1.1.1.-)","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","","GO:0004090; GO:0005634; GO:0005737; GO:0016491; GO:0016616"
"1567",1567,"Cluster_2787","Porites_evermani_scaffold_4966:8844-9775",171,-24.9,2,21,203,225,20,"80.00%","85.00%","Peve_00033383",0.867933894665659,0.330895275232091,0.978262075707395,NA,NA,NA,NA,NA
"1568",1568,"Cluster_2787","Porites_evermani_scaffold_501:166807-167807",152,-20.12,2,21,71,92,19,"63.16%","73.68%","Peve_00033695",NA,NA,NA,NA,NA,NA,NA,NA
"1569",1569,"Cluster_2787","Porites_evermani_scaffold_5021:17431-18284",164,-25.46,2,19,566,589,19,"78.95%","89.47%","Peve_00033736",0.872816463273017,0.324582236001653,0.978262075707395,"Q8R4Y8","Rotatin","Mus musculus (Mouse)","centriole replication [GO:0007099]; centriole-centriole cohesion [GO:0010457]; ciliary basal body organization [GO:0032053]; determination of left/right symmetry [GO:0007368]","GO:0005737; GO:0005813; GO:0005814; GO:0007099; GO:0007368; GO:0010457; GO:0016020; GO:0032053; GO:0036064"
"1570",1570,"Cluster_2787","Porites_evermani_scaffold_5026:268-1268",163,-20.05,2,21,468,490,20,"75.00%","80.00%","Peve_00033744",0.867933894665659,0.330895275232091,0.978262075707395,"P51955","Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)","Homo sapiens (Human)","blastocyst development [GO:0001824]; cell division [GO:0051301]; centrosome separation [GO:0051299]; chromosome segregation [GO:0007059]; meiotic cell cycle [GO:0051321]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly [GO:0090307]; negative regulation of centriole-centriole cohesion [GO:1903126]; negative regulation of DNA binding [GO:0043392]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of mitotic centrosome separation [GO:0046602]; regulation of mitotic nuclear division [GO:0007088]; spindle assembly [GO:0051225]","GO:0000070; GO:0000278; GO:0000776; GO:0000794; GO:0000922; GO:0001824; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0006468; GO:0007059; GO:0007088; GO:0019903; GO:0030496; GO:0032212; GO:0032991; GO:0043392; GO:0046602; GO:0046777; GO:0046872; GO:0051225; GO:0051299; GO:0051301; GO:0051321; GO:0051973; GO:0051988; GO:0090307; GO:0106310; GO:1903126; GO:1904355"
"1571",1571,"Cluster_2787","Porites_evermani_scaffold_507:175282-176282",156,-20.36,2,21,577,598,19,"63.16%","78.95%","Peve_00033912",NA,NA,NA,NA,NA,NA,NA,NA
"1572",1572,"Cluster_2787","Porites_evermani_scaffold_509:26684-27684",149,-20.34,2,20,784,809,22,"68.18%","72.73%","Peve_00033966",-0.00382968334855694,0.997561941898757,0.999448381576871,NA,NA,NA,NA,NA
"1573",1573,"Cluster_2787","Porites_evermani_scaffold_5093:16329-17329",166,-21.71,2,21,248,268,19,"73.68%","89.47%","Peve_00033985",-0.131343880569665,0.916141589666122,0.999448381576871,"Q9GLK0","Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)","Canis lupus familiaris (Dog) (Canis familiaris)","keratinization [GO:0031424]; peptide cross-linking [GO:0018149]; positive regulation of cell cycle [GO:0045787]; positive regulation of keratinocyte proliferation [GO:0010838]","GO:0003810; GO:0010838; GO:0016020; GO:0018149; GO:0031424; GO:0045787; GO:0046872"
"1574",1574,"Cluster_2787","Porites_evermani_scaffold_510:211293-212293",153,-20.04,2,19,600,622,18,"66.67%","83.33%","Peve_00034068",-0.654675037143499,0.545610953977413,0.978262075707395,"Q9Y6L7","Tolloid-like protein 2 (EC 3.4.24.-)","Homo sapiens (Human)","cell differentiation [GO:0030154]; collagen fibril organization [GO:0030199]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of skeletal muscle tissue growth [GO:0048632]; protein processing [GO:0016485]","GO:0004222; GO:0004252; GO:0005509; GO:0005576; GO:0005615; GO:0008270; GO:0009953; GO:0016485; GO:0030154; GO:0030199; GO:0048632"
"1575",1575,"Cluster_2787","Porites_evermani_scaffold_51:227484-228484",165,-20.54,2,19,96,118,18,"83.33%","83.33%","Peve_00034031",0.730035977725734,0.479006552463649,0.978262075707395,NA,NA,NA,NA,NA
"1576",1576,"Cluster_2787","Porites_evermani_scaffold_5158:12046-13046",149,-20.73,2,20,490,514,21,"66.67%","76.19%","Peve_00034238",-0.800221037286208,0.409430943920597,0.978262075707395,"Q9EQW8","Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 4) (NDST-4) (N-heparan sulfate sulfotransferase 4) (N-HSST 4) [Includes: Heparan sulfate N-deacetylase 4 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 4 (EC 2.8.2.-)]","Mus musculus (Mouse)","heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0015014]; heparin biosynthetic process [GO:0030210]","GO:0000139; GO:0005794; GO:0008146; GO:0015014; GO:0015016; GO:0019213; GO:0030210; GO:0050119"
"1577",1577,"Cluster_2787","Porites_evermani_scaffold_52:314231-315231",161,-23.23,2,20,130,150,18,"77.78%","83.33%","Peve_00034359",0.947875716395419,0.206452383697475,0.978262075707395,"Q8BKG4","Frizzled-10 (Fz-10) (CD antigen CD350)","Mus musculus (Mouse)","canonical Wnt signaling pathway [GO:0060070]; negative regulation of GTPase activity [GO:0034260]; non-canonical Wnt signaling pathway via JNK cascade [GO:0038031]; positive regulation of GTPase activity [GO:0043547]; positive regulation of JUN kinase activity [GO:0043507]; regulation of actin cytoskeleton organization [GO:0032956]; Wnt signaling pathway [GO:0016055]","GO:0004930; GO:0005654; GO:0005737; GO:0005886; GO:0009986; GO:0016020; GO:0016055; GO:0017147; GO:0032956; GO:0034260; GO:0038031; GO:0042813; GO:0043507; GO:0043547; GO:0060070"
"1578",1578,"Cluster_2787","Porites_evermani_scaffold_5295:12013-13013",159,-20.07,2,21,745,767,20,"70.00%","80.00%","Peve_00034696",0.955872037586105,0.189828834828235,0.978262075707395,NA,NA,NA,NA,NA
"1579",1579,"Cluster_2787","Porites_evermani_scaffold_5372:11196-12196",159,-22.23,2,21,150,173,21,"71.43%","76.19%","Peve_00034997",NA,NA,NA,NA,NA,NA,NA,NA
"1580",1580,"Cluster_2787","Porites_evermani_scaffold_539:48932-49833",154,-20.59,2,21,470,493,21,"71.43%","76.19%","Peve_00035074",-0.087895103005773,0.94397193973631,0.999448381576871,"P43247","DNA mismatch repair protein Msh2 (MutS protein homolog 2)","Mus musculus (Mouse)","B cell differentiation [GO:0030183]; B cell mediated immunity [GO:0019724]; cellular response to DNA damage stimulus [GO:0006974]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; germ cell development [GO:0007281]; in utero embryonic development [GO:0001701]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; isotype switching [GO:0045190]; maintenance of DNA repeat elements [GO:0043570]; male gonad development [GO:0008584]; mismatch repair [GO:0006298]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; mitotic recombination [GO:0006312]; negative regulation of DNA recombination [GO:0045910]; negative regulation of neuron apoptotic process [GO:0043524]; oxidative phosphorylation [GO:0006119]; positive regulation of helicase activity [GO:0051096]; positive regulation of isotype switching to IgA isotypes [GO:0048298]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; postreplication repair [GO:0006301]; protein localization to chromatin [GO:0071168]; regulation of cell cycle [GO:0051726]; response to UV-B [GO:0010224]; response to X-ray [GO:0010165]; somatic hypermutation of immunoglobulin genes [GO:0016446]; somatic recombination of immunoglobulin gene segments [GO:0016447]; somatic recombination of immunoglobulin genes involved in immune response [GO:0002204]","GO:0000287; GO:0000400; GO:0001701; GO:0002204; GO:0003677; GO:0003682; GO:0003684; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0006119; GO:0006281; GO:0006298; GO:0006301; GO:0006302; GO:0006312; GO:0006974; GO:0007281; GO:0008022; GO:0008094; GO:0008340; GO:0008584; GO:0008630; GO:0010165; GO:0010224; GO:0016446; GO:0016447; GO:0016887; GO:0019237; GO:0019724; GO:0019899; GO:0019901; GO:0030183; GO:0030983; GO:0031573; GO:0032137; GO:0032139; GO:0032142; GO:0032143; GO:0032181; GO:0032301; GO:0032302; GO:0032357; GO:0032405; GO:0042771; GO:0042803; GO:0043524; GO:0043531; GO:0043570; GO:0045190; GO:0045910; GO:0048298; GO:0048304; GO:0051096; GO:0051726; GO:0071168; GO:0140664"
"1581",1581,"Cluster_2787","Porites_evermani_scaffold_539:48932-49833",154,-20.59,2,21,470,493,21,"71.43%","76.19%","Peve_00035077",0.985821405650583,0.107331250450393,0.978262075707395,"O95684","Centrosomal protein 43 (FGFR1 oncogene partner)","Homo sapiens (Human)","cell projection organization [GO:0030030]; microtubule anchoring [GO:0034453]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]","GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0006469; GO:0008284; GO:0019901; GO:0030030; GO:0030292; GO:0030307; GO:0030335; GO:0034453; GO:0042803; GO:0042995; GO:0048471"
"1582",1582,"Cluster_2787","Porites_evermani_scaffold_5451:9745-10745",150,-20.19,2,20,663,685,19,"68.42%","73.68%","Peve_00035312",NA,NA,NA,"P26714","Gamma-aminobutyric acid receptor subunit beta (GABA(A) receptor)","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)","","GO:0004890; GO:0005230; GO:0005254; GO:0034707; GO:0045211"
"1583",1583,"Cluster_2787","Porites_evermani_scaffold_554:28122-29122",159,-22.27,2,21,126,149,21,"66.67%","80.95%","Peve_00035621",0.815408988174422,0.393024202180293,0.978262075707395,NA,NA,NA,NA,NA
