transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
mrna-23546,81,41,0,23,113
mrna-23541,17,1,0,0,0
mrna-23540,13,0,0,0,33
mrna-23543,39,48,0,0,28
mrna-23542,0,0,56,19,5
mrna-23549,7,0,0,0,11
mrna-23548,59,279,98,16,73
mrna-11253,0,0,0,0,4
mrna-16908,0,0,0,0,0
mrna-11254,0,0,0,0,0
mrna-28211,0,0,0,0,0
mrna-11255,43,1,21,23,11
mrna-16204,0,0,0,0,0
mrna-11257,0,0,0,0,0
mrna-35487,0,0,0,7,37
mrna-16801,8,0,18,4,27
mrna-35485,0,0,0,0,0
mrna-16803,0,0,0,0,0
mrna-35483,0,0,0,0,0
mrna-16805,0,0,0,0,0
mrna-35481,0,8,0,0,0
mrna-16807,588,163,1312,371,694
mrna-39861,0,0,0,0,17
mrna-39860,1151,544,1450,579,1416
mrna-39863,789,240,1165,823,1291
mrna-39862,59,0,359,184,91
mrna-39865,92,19,97,37,369
mrna-39864,215,147,545,103,375
mrna-39867,30,234,1214,359,859
mrna-39866,15,11,156,18,133
mrna-39869,77,0,89,170,78
mrna-20013,25,0,0,0,0
mrna-20010,0,0,0,0,0
mrna-20011,0,0,0,0,0
mrna-20016,0,0,0,0,0
mrna-20017,26,8,31,21,39
mrna-20014,0,0,0,0,0
mrna-20015,29,0,0,0,0
mrna-29738,32571,15725,22815,31015,40166
mrna-29739,1965,1289,3310,1348,3255
mrna-18812,0,0,0,0,0
mrna-29730,20,0,32,0,0
mrna-13843,0,0,0,3,0
mrna-29732,0,0,0,0,0
mrna-29733,0,0,49,0,0
mrna-29734,127,61,238,40,74
mrna-29735,5,5,501,44,20
mrna-29736,85,20,279,88,104
mrna-29737,239,107,96,211,0
mrna-13841,0,0,0,0,0
mrna-18816,0,95,0,3,0
mrna-28212,0,0,0,0,0
mrna-39656,501,245,1037,467,259
mrna-39657,0,0,0,0,0
mrna-18215,0,475,1144,0,1491
mrna-04656,72,44,168,38,61
mrna-18214,0,318,1224,13,1500
mrna-04359,403,306,1609,254,669
mrna-04358,69184,23823,214378,40888,71644
mrna-04357,757,441,1201,350,817
mrna-04356,93,58,319,37,138
mrna-04355,17069,5198,8841,12412,23773
mrna-04354,3075,2211,3791,1314,6869
mrna-04353,3094,963,398,1232,5135
mrna-04654,0,0,0,0,0
mrna-04351,5998,1992,2228,3007,8689
mrna-04350,276,120,637,251,184
mrna-07910,499,281,1298,131,556
mrna-07911,3555,853,4872,1661,3259
mrna-07912,320,212,596,190,397
mrna-07913,216,14,367,25,188
mrna-07914,29,25,24,19,24
mrna-07915,126,77,181,58,98
mrna-07916,1236,42,452,273,941
mrna-07917,0,0,0,4,0
mrna-07918,174,253,180,101,193
mrna-07919,3673,1544,4792,2407,4782
mrna-18210,1251,496,1123,778,987
mrna-15238,23,33,104,28,60
mrna-15239,76,25,389,32,45
mrna-18332,0,0,0,5,0
mrna-04651,133,21,0,7,65
mrna-31616,0,0,0,0,0
mrna-18219,0,0,0,0,0
mrna-18218,81,0,426,98,235
mrna-38808,3858,574,621,774,4120
mrna-38809,74,37,835,71,57
mrna-38800,17431,8678,5399,12900,13320
mrna-38801,29,0,0,9,15
mrna-38802,1881,624,351,928,1258
mrna-38803,91,3,235,106,117
mrna-38804,1296,827,441,448,1624
mrna-38805,4059,2202,3567,1649,4052
mrna-38806,122,82,372,129,377
mrna-38807,756,138,2163,338,740
mrna-05408,53,50,74,65,65
mrna-05409,3306,1402,2519,1244,10215
mrna-05404,0,16,58,63,22
mrna-05405,117,61,55,0,86
mrna-05406,28,10,36,0,0
mrna-05407,132,65,212,88,122
mrna-05400,311,132,139,88,56
mrna-05401,18,4,116,0,15
mrna-05402,0,0,0,0,0
mrna-05403,165,5,1004,391,242
mrna-09185,121,23,301,89,94
mrna-09184,6426,63,38,449,7212
mrna-09187,157,0,246,119,27
mrna-09186,0,0,0,16,10
mrna-09181,14,4,117,6,38
mrna-09180,1578,839,2011,1136,4394
mrna-09183,48,0,0,37,289
mrna-09182,7,36,101,53,33
mrna-21191,0,0,0,0,3
mrna-09189,589,311,2068,406,865
mrna-09188,11,18,36,7,5
mrna-09239,5,0,0,0,0
mrna-09238,0,0,0,0,0
mrna-09237,3392,12010,43,1476,1720
mrna-09236,353,194,0,193,78
mrna-09235,2,2,0,0,1
mrna-09234,22,28,20,38,33
mrna-09233,1501,657,1966,931,1792
mrna-09232,2493,1171,4455,2721,3531
mrna-09231,1373,532,819,174,2108
mrna-09230,4,7,0,24,15
mrna-40087,17,0,28,23,25
mrna-40086,0,0,0,0,0
mrna-40085,0,0,0,0,0
mrna-40084,0,0,0,0,0
mrna-40083,0,0,0,0,0
mrna-40082,0,0,0,0,0
mrna-40081,0,0,0,0,0
mrna-40080,0,0,0,0,0
mrna-30077,60,52,93,23,411
mrna-40089,531,343,1261,432,632
mrna-40088,22,0,454,56,36
mrna-01408,110,46,110,0,79
mrna-01409,1208,399,1201,615,902
mrna-04438,3838,1604,4233,1946,7023
mrna-04439,0,0,0,0,4
mrna-04432,0,0,0,0,0
mrna-04433,1538,50,66,664,1926
mrna-04430,48,18,333,30,49
mrna-04431,149,55,66,14,44
mrna-01404,3006,784,2800,1109,3099
mrna-01405,76,26,269,25,46
mrna-04434,13,0,0,7,9
mrna-04435,650,228,710,356,987
mrna-02179,6,0,59,0,0
mrna-02178,3,0,0,1,4
mrna-30499,188,254,506,362,350
mrna-27894,26,51,32,45,96
mrna-27893,100,31,3295,1593,7423
mrna-27892,357,273,272,117,432
mrna-27891,47,9,227,6,28
mrna-27890,26,13,292,39,116
mrna-02171,203,112,309,83,239
mrna-02170,0,0,0,0,11
mrna-02173,58,30,79,34,0
mrna-02172,0,0,0,0,0
mrna-02175,499,145,331,244,462
mrna-02174,172,71,449,80,170
mrna-02177,2,0,31,0,30
mrna-02176,2798,1190,495,1049,4875
mrna-03802,50,0,0,11,90
mrna-03803,7406,1807,2795,4265,14050
mrna-03800,281,16,583,262,56
mrna-03801,0,0,0,0,22
mrna-03806,0,0,0,0,0
mrna-03807,0,0,0,0,101
mrna-03804,0,0,0,0,65
mrna-03805,256,76,468,115,306
mrna-03808,0,0,0,0,0
mrna-03809,0,0,0,34,97
mrna-27248,1,17,19,24,10
mrna-27249,20,0,0,0,0
mrna-24272,398,125,579,259,505
mrna-24273,426,201,171,238,554
mrna-24270,536,521,328,217,1092
mrna-24271,24,0,0,3,0
mrna-24276,7,0,16,0,6
mrna-24277,109,31,19,161,177
mrna-24274,9203,4844,3692,4863,11742
mrna-24275,32,8,134,6,11
mrna-24278,7,0,99,8,43
mrna-24279,3,11,8,18,44
mrna-27244,140,0,671,179,138
mrna-27245,33,102,334,81,225
mrna-27241,31,0,0,10,120
mrna-21168,0,0,0,0,0
mrna-00443,166,116,631,123,155
mrna-00442,48,60,0,56,69
mrna-00441,0,0,0,0,0
mrna-00440,0,0,0,0,0
mrna-34329,264,43,203,151,133
mrna-00446,7,0,0,0,8
mrna-00445,0,0,0,0,0
mrna-00444,5,0,0,0,0
mrna-34325,0,0,0,0,5
mrna-34324,0,0,0,0,0
mrna-00449,45,9,58,32,27
mrna-00448,0,0,0,0,0
mrna-34321,0,0,0,0,0
mrna-34320,98,0,134,25,89
mrna-34323,377,752,891,386,1251
mrna-34322,0,0,0,0,0
mrna-39322,642,361,877,320,1366
mrna-39323,1471,379,607,545,1903
mrna-39320,1538,580,1275,837,1531
mrna-39321,884,238,1006,458,921
mrna-39326,471,197,319,129,930
mrna-39327,0,18,0,15,11
mrna-39324,97,264,462,37,154
mrna-39325,128,65,126,74,262
mrna-39328,0,0,0,0,0
mrna-39329,0,0,0,0,0
mrna-38493,177,69,429,70,164
mrna-38492,0,0,0,0,0
mrna-38491,7,0,0,0,36
mrna-38490,53,61,288,90,72
mrna-38497,97,55,672,169,137
mrna-38496,478,212,671,273,448
mrna-38495,6,0,0,0,1
mrna-38494,104,35,229,66,141
mrna-38499,0,0,0,0,0
mrna-38498,0,0,0,0,0
mrna-34497,0,0,0,0,0
mrna-34496,0,0,0,0,0
mrna-34495,17,8,26,14,910
mrna-34494,612,186,263,128,540
mrna-34493,0,0,0,0,6
mrna-34492,59,0,0,0,31
mrna-34491,620,1047,201,246,637
mrna-34490,533,195,835,372,694
mrna-34499,0,0,0,0,0
mrna-34498,0,0,222,114,337
mrna-38145,0,0,0,0,0
mrna-38144,59,0,0,27,42
mrna-38147,7,0,0,1,0
mrna-38146,58,32,95,13,67
mrna-38141,1178,568,1210,354,1384
mrna-38140,130,36,165,30,163
mrna-38143,0,0,0,0,0
mrna-38142,0,0,0,0,0
mrna-38149,9,0,0,0,0
mrna-38148,10,0,0,0,0
mrna-23753,0,0,0,0,0
mrna-23754,508,262,1438,252,525
mrna-23755,83,22,217,32,65
mrna-25635,32,50,18,0,32
mrna-25634,50,33,257,35,8
mrna-25637,65,8,0,0,51
mrna-25636,18,0,0,0,28
mrna-25631,95,0,28,25,101
mrna-25630,0,0,0,0,0
mrna-25633,0,0,0,0,11
mrna-25632,0,0,0,0,13
mrna-23757,17,0,10,47,23
mrna-25639,0,0,0,0,0
mrna-31401,4,3,0,0,14
mrna-37672,0,0,0,0,0
mrna-37673,0,0,0,0,0
mrna-37670,0,0,0,0,0
mrna-31400,39,0,89,15,142
mrna-37676,17,4,3,0,3
mrna-37677,0,6,0,0,13
mrna-22948,0,0,0,0,0
mrna-37675,35,0,0,0,5
mrna-22946,2,0,0,8,0
mrna-22947,80,42,136,20,37
mrna-37678,0,0,0,0,0
mrna-37679,4,7,0,0,10
mrna-22942,119,61,135,121,64
mrna-22943,0,0,0,0,0
mrna-22940,92,9,249,49,38
mrna-22941,799,569,308,255,659
mrna-27942,0,0,0,0,0
mrna-31409,0,0,0,19,0
mrna-31408,0,0,0,0,0
mrna-07499,65,18,0,0,6
mrna-07498,580,288,1399,399,796
mrna-30374,631,307,312,38,378
mrna-31905,17183,10797,8201,13821,48378
mrna-30372,0,0,0,0,0
mrna-30373,1533,24,846,856,1546
mrna-30370,18,19,0,0,89
mrna-30371,148,91,456,167,286
mrna-07491,16,0,0,3,10
mrna-07490,11,0,0,0,14
mrna-07493,1467,2652,4204,938,1964
mrna-07492,17305,10212,17990,9705,20659
mrna-07495,61493,16699,921,18795,37892
mrna-07494,51,10,109,30,26
mrna-07497,57723,13007,576,17765,40999
mrna-07496,19760,3235,220,12277,31690
mrna-36235,31,14,8,8,46
mrna-36234,51,18,0,103,76
mrna-36237,1948,1088,2141,771,3378
mrna-36236,487,377,508,370,2867
mrna-36231,0,0,189,0,0
mrna-36230,24905,13307,1769,10142,33242
mrna-36233,2581,1826,555,10550,21649
mrna-36232,161,67,132,84,1167
mrna-16853,24,7,18,4,17
mrna-16852,13,0,0,24,38
mrna-16851,0,0,0,0,5
mrna-16850,1458,383,181,413,3176
mrna-36239,20,0,70,10,24
mrna-16856,20,7,0,12,4
mrna-16855,15962,1401,20279,20697,34801
mrna-16854,62,0,717,175,143
mrna-22368,5,0,0,4,10
mrna-22369,1895,597,1698,764,2851
mrna-22362,479,195,891,179,354
mrna-22363,531,166,685,222,453
mrna-22360,8725,2853,5561,3737,11581
mrna-22361,231,202,1727,153,699
mrna-22366,154,42,1406,97,414
mrna-22367,177,51,847,70,255
mrna-22364,1384,510,957,641,1705
mrna-22365,281,378,857,139,685
mrna-16589,965,494,1452,553,1229
mrna-16588,17,14,26,0,92
mrna-16585,1386,866,1756,542,2078
mrna-16584,0,0,0,0,0
mrna-16587,24128,5750,9752,5044,15434
mrna-16586,15,5,52,3,36
mrna-16581,13,43,79,11,45
mrna-16580,553,299,1343,883,703
mrna-16583,558,1677,1303,1003,283
mrna-16582,1,0,0,0,0
mrna-33777,82,69,0,0,161
mrna-33776,320,54,405,108,138
mrna-33775,45,34,265,34,83
mrna-33774,5,0,0,0,0
mrna-33773,270,79,393,175,274
mrna-33772,155,48,344,109,237
mrna-33771,2429,1779,1828,2949,3272
mrna-33770,0,0,0,0,0
mrna-33779,178,242,431,0,180
mrna-33778,0,0,0,0,0
mrna-23709,10542,88,20992,13047,12179
mrna-23708,22576,355,41515,21296,30252
mrna-23703,0,0,0,0,0
mrna-23702,0,0,0,0,0
mrna-23701,375,13,252,167,338
mrna-23700,35,0,75,16,10
mrna-23707,0,0,74,0,29
mrna-19159,0,0,0,0,0
mrna-23705,947,783,768,465,965
mrna-23704,2,0,0,0,0
mrna-31959,329,106,960,305,294
mrna-31958,114,33,227,107,179
mrna-19158,0,0,0,0,0
mrna-31951,528,79,896,166,199
mrna-31950,5872,974,5736,2681,6813
mrna-31953,17,0,0,0,0
mrna-31952,5152,940,4398,1299,5277
mrna-31955,0,0,0,0,0
mrna-31954,356,129,268,309,375
mrna-31957,3727,1556,13618,2083,3225
mrna-31956,29,16,0,5,13
mrna-27468,119,26,229,69,90
mrna-27469,182,40,464,87,158
mrna-27466,101,15,0,0,16
mrna-27467,2764,2047,4269,1285,46
mrna-27464,0,0,0,0,0
mrna-27465,0,0,0,0,0
mrna-27462,0,0,0,0,0
mrna-27463,0,0,0,0,5
mrna-27460,4,0,0,0,6
mrna-27461,0,0,0,0,3
mrna-19153,0,0,0,0,0
mrna-19152,0,0,0,0,0
mrna-17061,301,38,493,84,327
mrna-17060,19,6,0,0,0
mrna-17063,890,268,769,495,884
mrna-32427,5,1,0,1,10
mrna-32420,194,37,55,41,206
mrna-17064,8,0,0,26,6
mrna-17067,112,21,19,45,29
mrna-17066,5901,4027,7850,3240,12362
mrna-17069,0,0,0,0,0
mrna-17068,13,0,0,4,13
mrna-32428,0,0,0,0,0
mrna-32429,0,0,0,0,0
mrna-27288,0,0,0,0,0
mrna-27289,0,0,0,0,0
mrna-27282,0,2,0,10,0
mrna-27283,3878,2370,1336,9480,7594
mrna-27280,0,0,0,0,0
mrna-27281,0,0,0,0,0
mrna-27286,181,115,442,124,264
mrna-27287,0,0,0,0,54
mrna-27284,250,5711,280,5155,4727
mrna-27285,243,80,42,93,206
mrna-29538,573,165,8,412,515
mrna-29539,150,53,0,105,127
mrna-29536,0,0,0,32,0
mrna-29537,16,37,159,0,3
mrna-29534,15,0,3,9,17
mrna-29535,2,0,0,0,0
mrna-29532,0,0,0,0,0
mrna-29533,4,0,0,0,0
mrna-29530,79,0,0,22,48
mrna-29531,0,0,0,0,0
mrna-21709,0,0,0,92,220
mrna-21708,94,55,236,46,39
mrna-21705,1413,613,2448,1223,1671
mrna-21704,48749,16599,15618,16767,98113
mrna-21707,0,0,0,0,0
mrna-21706,227,138,25,97,181
mrna-21701,2252,561,8092,2167,3767
mrna-21700,139,86,689,53,388
mrna-21703,617,575,1562,387,948
mrna-21702,3183,424,209,581,1525
mrna-29280,60,136,502,116,137
mrna-29281,416,258,792,161,292
mrna-29282,6,11,19,3,18
mrna-29283,105,31,302,49,210
mrna-29284,100,52,179,52,162
mrna-29285,1225,826,2584,950,1406
mrna-29286,644,438,485,166,1123
mrna-29287,195,215,275,103,336
mrna-29288,0,0,0,0,0
mrna-29289,0,0,0,23,0
mrna-08850,888,505,1388,615,2587
mrna-08851,1040,468,586,287,1699
mrna-08852,2101,445,680,1211,2882
mrna-08853,436,90,535,371,771
mrna-08854,0,0,0,0,0
mrna-08855,6,0,0,6,29
mrna-08856,0,0,0,0,0
mrna-08857,0,0,0,0,0
mrna-08858,809,282,776,367,706
mrna-08859,44,35,79,40,16
mrna-18617,0,0,0,0,0
mrna-17036,0,0,0,0,0
mrna-17037,0,0,0,2,0
mrna-17034,0,233,0,0,0
mrna-16008,75,177,603,92,107
mrna-16009,37,81,145,0,30
mrna-17035,10,16,0,0,37
mrna-11058,0,0,0,0,15
mrna-11059,62,11,167,71,156
mrna-11056,3615,339,1456,694,4143
mrna-11057,126,76,164,45,158
mrna-11054,272,29,517,394,250
mrna-11055,2546,743,2478,1339,3036
mrna-11052,3,0,0,0,19
mrna-11053,118,81,522,55,107
mrna-11050,84,29,68,23,88
mrna-11051,1262,527,1246,582,1378
mrna-32453,52,15,175,25,94
mrna-32452,0,0,0,0,0
mrna-13740,63,26,144,82,0
mrna-13741,52,14,448,96,77
mrna-13742,0,0,0,0,0
mrna-13743,2062,500,792,879,2121
mrna-13744,99,26,0,76,124
mrna-13745,45,48,39,8,89
mrna-13746,22,9,116,47,36
mrna-13747,478,219,789,217,495
mrna-13748,12,41,177,16,67
mrna-13749,0,53,350,14,27
mrna-08146,50,11,211,0,38
mrna-08147,0,0,55,3,107
mrna-08144,0,0,0,0,0
mrna-08145,22,0,0,0,9
mrna-08142,21,0,0,0,18
mrna-08143,104,37,4,21,11
mrna-08140,195,123,724,54,210
mrna-08141,3,0,0,0,3
mrna-08148,439,80,1042,322,238
mrna-08149,214,13,577,186,409
mrna-09439,144,9,228,31,302
mrna-09438,398,186,364,254,282
mrna-09435,0,0,0,7,0
mrna-09434,77,6,0,9,149
mrna-09437,27,29,77,0,46
mrna-09436,0,0,0,0,0
mrna-09431,1064,1180,698,500,935
mrna-09430,2,6,0,21,0
mrna-09433,2882,955,2120,1771,1811
mrna-09432,0,0,95,0,0
mrna-17843,505,211,1458,235,388
mrna-17842,106,0,236,59,184
mrna-17841,0,0,0,0,0
mrna-17840,32,11,19,38,0
mrna-05729,0,0,0,0,0
mrna-05728,59,12,0,13,73
mrna-17845,2369,1861,1483,1482,3485
mrna-17844,1677,2954,824,767,2463
mrna-05725,0,0,0,0,0
mrna-05724,17,7,0,22,85
mrna-05727,51,18,87,3,115
mrna-17848,6,0,0,0,0
mrna-05721,0,0,0,0,0
mrna-05720,4,0,0,7,12
mrna-05723,13,8,544,22,53
mrna-05722,0,0,0,0,0
mrna-10091,147,90,696,94,131
mrna-10090,41,51,0,49,45
mrna-10093,662,743,1769,674,942
mrna-10092,73,139,412,154,6
mrna-10095,666,674,1132,691,954
mrna-10094,180,144,354,148,288
mrna-10097,292,148,518,198,464
mrna-10096,26,16,0,7,17
mrna-10099,10283,679,12794,906,6364
mrna-10098,146,40,210,76,227
mrna-05097,7947,2049,3343,2291,7407
mrna-05096,3229,971,3432,1982,3054
mrna-05095,547,361,99,168,647
mrna-05094,53,10,4,28,88
mrna-05093,497,424,151,264,826
mrna-05092,3636,72,4356,1817,10683
mrna-05091,3821,3810,5206,1605,4774
mrna-05090,76,20,3,15,84
mrna-14576,14,54,0,16,288
mrna-14577,0,45,243,0,118
mrna-14574,12,0,0,10,7
mrna-14575,159,69,383,40,206
mrna-14572,0,0,0,7,0
mrna-14573,2901,688,2815,1295,3931
mrna-05099,304,72,220,118,225
mrna-05098,179,9,57,0,0
mrna-27335,0,46,42,18,18
mrna-20221,9,0,330,57,84
mrna-20220,50,36,7,76,70
mrna-20223,0,0,0,0,0
mrna-20222,0,0,0,7,6
mrna-20225,43,0,116,13,69
mrna-20224,0,0,0,0,0
mrna-20227,0,0,0,0,0
mrna-20226,220,0,199,40,319
mrna-11878,215,122,719,219,319
mrna-11879,284,62,113,152,252
mrna-20228,129,44,101,45,161
mrna-11870,206,67,171,229,422
mrna-11871,140,112,492,167,191
mrna-11872,0,0,0,7,3
mrna-11873,0,0,0,0,0
mrna-11874,0,0,0,0,0
mrna-11875,0,0,0,0,0
mrna-11876,0,0,0,0,0
mrna-11877,0,0,0,0,0
mrna-33576,0,0,0,0,0
mrna-29604,0,0,0,0,0
mrna-29605,0,20,32,0,34
mrna-29606,0,4,23,5,0
mrna-35418,0,0,0,0,0
mrna-29607,0,0,0,51,45
mrna-19996,0,2,0,0,0
mrna-29600,0,0,0,0,0
mrna-29601,49,0,191,40,110
mrna-38020,0,0,0,0,0
mrna-29603,0,0,0,0,0
mrna-08954,0,0,0,0,0
mrna-35416,1123,517,2518,804,1540
mrna-35417,0,0,0,0,0
mrna-03445,157,170,631,595,608
mrna-12066,0,0,0,0,0
mrna-12067,0,0,0,0,0
mrna-12064,267,34,487,76,231
mrna-12065,0,0,11,6,0
mrna-12062,31415,789,3444,2834,18019
mrna-12063,57,0,0,1,1
mrna-12060,127,134,321,85,145
mrna-12061,0,0,0,4,0
mrna-12068,0,0,0,0,0
mrna-12069,0,0,0,0,0
mrna-33207,323,170,398,116,515
mrna-33206,145,50,554,76,260
mrna-18282,0,0,0,0,0
mrna-04258,3,4,0,0,5
mrna-04259,282,179,444,116,248
mrna-04252,0,0,0,0,0
mrna-18284,6241,1086,1896,1728,2809
mrna-04250,2,14,25,9,5
mrna-04251,123,74,0,43,280
mrna-04256,0,0,0,0,0
mrna-04257,0,0,0,0,0
mrna-04254,0,0,0,0,0
mrna-18285,379,190,160,218,537
mrna-38309,0,0,0,0,0
mrna-38308,50,20,153,13,113
mrna-18286,0,0,0,0,0
mrna-38303,19,22,26,10,27
mrna-38302,0,0,0,0,0
mrna-38301,0,0,0,0,3
mrna-38300,0,0,0,0,0
mrna-38307,4,0,0,0,21
mrna-38306,36,22,266,23,64
mrna-38305,26,49,199,96,37
mrna-38304,53,36,133,59,25
mrna-04502,0,0,0,0,0
mrna-08698,0,0,0,24,0
mrna-07369,218,247,589,32,226
mrna-07368,191,361,126,160,630
mrna-11458,0,0,0,0,0
mrna-07867,0,0,102,0,0
mrna-07365,0,0,0,0,0
mrna-07364,0,0,0,0,0
mrna-16789,6,4,0,0,7
mrna-09091,66,11,214,23,124
mrna-07868,0,0,0,0,1
mrna-35105,0,0,0,0,21
mrna-11457,0,0,0,0,0
mrna-35108,0,0,0,0,0
mrna-16784,4,0,0,30,0
mrna-16479,254,0,1056,194,384
mrna-09378,0,0,0,0,0
mrna-09379,0,0,24,0,0
mrna-09372,67,40,88,16,74
mrna-09373,150,315,823,193,263
mrna-09370,54,0,103,31,39
mrna-09371,6,1,2,7,12
mrna-09376,309,140,329,165,301
mrna-09377,7,0,0,0,14
mrna-09374,497,159,414,242,1828
mrna-09375,80,38,292,20,90
mrna-16478,7417,3346,3241,3175,14363
mrna-00968,5,2,0,15,0
mrna-00969,43,23,145,25,34
mrna-00960,240,95,540,156,271
mrna-00961,2,0,0,0,0
mrna-00962,2779,570,7818,2553,3385
mrna-00963,1829,88,2511,901,1485
mrna-00964,1267,651,1045,335,936
mrna-00965,109,60,665,73,184
mrna-00966,127,0,43,62,156
mrna-00967,1887,618,2182,1287,2004
mrna-01619,21,0,0,7,0
mrna-01618,22262,2672,18708,6284,11541
mrna-01611,0,1,0,0,4
mrna-01610,0,0,0,0,0
mrna-01613,2278,260,1074,673,1556
mrna-01612,0,0,0,1,0
mrna-01615,44,62,39,23,104
mrna-01614,9,0,0,0,0
mrna-01617,0,0,0,0,0
mrna-01616,0,0,0,0,0
mrna-06492,11,0,19,0,34
mrna-06493,14,7,7,6,25
mrna-06490,3,0,0,0,0
mrna-06491,0,0,39,0,42
mrna-06496,0,0,0,0,0
mrna-06497,232,195,1708,230,314
mrna-06494,0,0,0,0,0
mrna-06495,0,0,0,0,0
mrna-06498,258,110,569,163,216
mrna-06499,14,0,0,4,0
mrna-28028,0,0,0,0,0
mrna-40322,0,0,0,0,14
mrna-40323,276,34,102,57,527
mrna-40320,0,0,0,0,8
mrna-40321,19,12,0,0,7
mrna-40326,0,0,0,0,0
mrna-40327,5193,1788,2357,1803,5463
mrna-40324,118,24,373,76,105
mrna-40325,0,0,0,0,0
mrna-40328,2550,2712,3789,1833,4564
mrna-40329,81,24,226,71,94
mrna-27912,1504,869,651,1134,1975
mrna-27913,8905,2728,905,3643,14350
mrna-27910,0,0,0,0,0
mrna-27911,435,282,868,415,1099
mrna-27916,42,26,466,29,64
mrna-27917,102,17,187,70,67
mrna-27914,81,59,576,94,91
mrna-27915,607,123,1754,390,482
mrna-27918,73,25,116,0,27
mrna-27919,0,0,0,0,0
mrna-30516,97,16,162,45,59
mrna-30517,0,1,2,5,35
mrna-30514,66,32,200,32,78
mrna-30515,145,916,1389,221,770
mrna-30512,251,68,71,133,14
mrna-30513,1657,1546,4054,1571,9810
mrna-30510,678,438,930,357,0
mrna-30511,36,31,43,15,0
mrna-30518,19,0,0,0,0
mrna-30519,56,53,260,6,71
mrna-15878,0,7,45,0,7
mrna-15879,29,10,249,35,41
mrna-15876,0,0,0,0,0
mrna-07723,97,47,204,83,142
mrna-07722,0,0,0,0,6
mrna-07721,720,567,1371,538,1381
mrna-07720,1290,1344,2153,542,1663
mrna-07727,0,0,0,0,0
mrna-07726,26,0,53,4,32
mrna-07725,1714,1197,825,1281,4726
mrna-07724,0,0,0,0,0
mrna-15870,0,0,0,0,0
mrna-07729,47,103,896,116,67
mrna-07728,144,190,922,252,275
mrna-15871,0,0,0,0,0
mrna-03613,551,124,199,328,1024
mrna-03612,0,0,0,0,0
mrna-03611,0,0,0,0,0
mrna-03610,0,0,13,0,0
mrna-03617,0,0,0,0,26
mrna-03616,0,0,0,0,0
mrna-03615,24,19,25,24,53
mrna-03614,0,0,0,0,0
mrna-03619,8,0,38,7,7
mrna-03618,362,106,758,173,549
mrna-39173,53,33,180,40,47
mrna-39172,5534,1361,2412,2025,3402
mrna-33155,0,0,0,0,0
mrna-39170,18,0,0,0,0
mrna-39177,4869,3943,11780,3948,11200
mrna-39176,22,7,0,0,37
mrna-39175,92,23,279,72,92
mrna-39174,3018,414,1367,1783,5956
mrna-39179,971,1030,2675,697,3151
mrna-39178,1073,1083,2886,725,3326
mrna-33159,0,0,0,0,0
mrna-33158,0,0,0,0,0
mrna-24755,27,569,12,0,803
mrna-24754,41,0,25,14,36
mrna-24757,305,299,148,129,589
mrna-24756,37,7,0,0,62
mrna-24751,0,0,0,0,0
mrna-24750,0,0,0,0,0
mrna-24753,0,0,0,0,0
mrna-24752,0,0,0,0,0
mrna-24759,360,21,262,97,266
mrna-24758,430,206,25,45,43
mrna-28599,0,0,0,0,0
mrna-34512,16,22,0,2,88
mrna-34513,19,17,0,23,21
mrna-34510,23,7,0,0,0
mrna-34511,21,32,0,10,188
mrna-34516,394,133,86,47,314
mrna-34517,115,57,186,31,27
mrna-34514,0,0,0,0,0
mrna-34515,9,0,0,7,11
mrna-31744,69,13,42,22,32
mrna-31745,38,29,123,38,103
mrna-34518,630,295,1156,330,907
mrna-34519,4,0,79,0,62
mrna-31740,0,0,0,0,0
mrna-31741,1755,792,34,355,1681
mrna-31742,0,0,0,0,0
mrna-31743,0,0,0,0,0
mrna-22759,53,0,69,0,3
mrna-22758,1034,12,1991,0,0
mrna-22757,109,15,200,15,16
mrna-22756,0,0,0,0,0
mrna-22755,137,36,695,105,44
mrna-22754,9,9,0,0,15
mrna-22753,0,0,0,0,0
mrna-22752,20,0,0,6,35
mrna-22751,95,46,114,0,48
mrna-22750,172,29,188,37,172
mrna-32204,0,0,57,22,25
mrna-32205,308,138,279,119,528
mrna-32206,57,45,23,61,194
mrna-32207,117,0,165,32,67
mrna-32200,0,0,0,0,0
mrna-32201,0,0,0,0,84
mrna-32202,259,83,96,141,215
mrna-32203,51,0,332,121,160
mrna-32208,6,5,10,7,3
mrna-32209,7,0,0,0,0
mrna-36914,42,8,64,33,61
mrna-36915,0,0,0,0,0
mrna-36916,0,0,0,0,0
mrna-36917,0,0,0,0,0
mrna-36910,0,0,0,0,0
mrna-36911,0,0,0,0,0
mrna-36912,10,17,78,42,90
mrna-36913,0,0,0,0,0
mrna-36918,0,0,0,0,0
mrna-36919,0,83,157,137,1161
mrna-06939,25,16,52,49,22
mrna-06938,36,10,50,96,17
mrna-06931,0,25,0,0,0
mrna-06930,0,0,0,0,0
mrna-06933,0,0,0,0,0
mrna-06932,0,1,0,5,6
mrna-06935,71,28,7,13,66
mrna-06934,1007,562,1392,1696,1505
mrna-06937,0,0,0,5,12
mrna-06936,55,5,155,291,88
mrna-37355,0,0,0,0,0
mrna-37354,276,2774,55,42,14
mrna-37357,9,0,0,8,5
mrna-37356,62,15,206,6,43
