feature_type,feature_id,genomic_context_binary,genomic_context_proportional,max_prop,TE_exonic_prop,TE_intronic_prop,exon_prop,intron_prop,TE_intergenic_prop,intergenic_prop
lncRNA_body,lncRNA_17362,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17363,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17364,exon,intron,0.616,0,0,0.384,0.616,0,0
lncRNA_body,lncRNA_17365,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17366,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17367,TE_intronic,intron,0.779,0,0.117,0.104,0.779,0,0
lncRNA_body,lncRNA_17368,TE_intronic,intron,0.777,0,0.145,0.078,0.777,0,0
lncRNA_body,lncRNA_17369,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17370,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17371,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17372,TE_intronic,intron,0.633,0,0.367,0,0.633,0,0
lncRNA_body,lncRNA_17373,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17374,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17375,TE_intronic,intron,0.836,0,0.026,0.138,0.836,0,0
lncRNA_body,lncRNA_17376,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17377,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17378,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17379,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17380,TE_intronic,intron,0.708,0,0.037,0.255,0.708,0,0
lncRNA_body,lncRNA_17381,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17382,exon,exon,0.724,0,0,0.724,0.276,0,0
lncRNA_body,lncRNA_17383,TE_intronic,intron,0.658,0,0.342,0,0.658,0,0
lncRNA_body,lncRNA_17384,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17385,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17386,TE_intronic,intron,0.845,0,0.046,0.109,0.845,0,0
lncRNA_body,lncRNA_17387,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17388,TE_intronic,intron,0.795,0,0.052,0.153,0.795,0,0
lncRNA_body,lncRNA_17389,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17390,TE_intronic,intron,0.838,0,0.162,0,0.838,0,0
lncRNA_body,lncRNA_17391,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17392,TE_intronic,intron,0.822,0,0.073,0.105,0.822,0,0
lncRNA_body,lncRNA_17393,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17394,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17395,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17396,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17397,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17398,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17399,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17400,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17401,exon,exon,0.703,0,0,0.703,0.297,0,0
lncRNA_body,lncRNA_17402,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17403,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17404,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17405,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17406,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17407,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17408,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17409,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17410,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17411,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17412,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17413,TE_intronic,intron,0.959,0,0.041,0,0.959,0,0
lncRNA_body,lncRNA_17414,TE_intronic,intron,0.931,0,0.069,0,0.931,0,0
lncRNA_body,lncRNA_17415,TE_intronic,intron,0.955,0,0.045,0,0.955,0,0
lncRNA_body,lncRNA_17416,TE_intronic,intron,0.955,0,0.045,0,0.955,0,0
lncRNA_body,lncRNA_17417,TE_intronic,intron,0.959,0,0.041,0,0.959,0,0
lncRNA_body,lncRNA_17418,TE_intronic,intron,0.758,0,0.047,0.195,0.758,0,0
lncRNA_body,lncRNA_17419,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17420,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17421,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17422,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17423,TE_intronic,intron,0.575,0,0.089,0.337,0.575,0,0
lncRNA_body,lncRNA_17424,TE_intronic,intron,0.928,0,0.072,0,0.928,0,0
lncRNA_body,lncRNA_17425,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17426,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17427,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17428,TE_intronic,intron,0.715,0,0.119,0.167,0.715,0,0
lncRNA_body,lncRNA_17429,exon,exon,0.511,0,0,0.511,0,0.489,0
lncRNA_body,lncRNA_17430,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17431,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17432,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17433,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17434,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17435,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17436,TE_intronic,intron,0.912,0,0.007,0.081,0.912,0,0
lncRNA_body,lncRNA_17437,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17438,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17439,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17440,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17441,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17442,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17443,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17444,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17445,exon,exon,0.771,0,0,0.771,0.229,0,0
lncRNA_body,lncRNA_17446,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17447,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17448,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17449,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17450,TE_intronic,intron,0.979,0,0.021,0,0.979,0,0
lncRNA_body,lncRNA_17451,exon,intron,0.679,0,0,0.321,0.679,0,0
lncRNA_body,lncRNA_17452,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17453,TE_intronic,intron,0.863,0,0.069,0.068,0.863,0,0
lncRNA_body,lncRNA_17454,TE_intronic,intron,0.874,0,0.073,0.052,0.874,0,0
lncRNA_body,lncRNA_17455,TE_intronic,intron,0.874,0,0.073,0.052,0.874,0,0
lncRNA_body,lncRNA_17456,TE_intronic,intron,0.875,0,0.077,0.048,0.875,0,0
lncRNA_body,lncRNA_17457,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17458,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17459,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17460,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17461,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17462,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17463,TE_intronic,intron,0.937,0,0.007,0.056,0.937,0,0
lncRNA_body,lncRNA_17464,exon,intron,0.904,0,0,0.096,0.904,0,0
lncRNA_body,lncRNA_17465,TE_intronic,intron,0.835,0,0.085,0.08,0.835,0,0
lncRNA_body,lncRNA_17466,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17467,TE_intronic,intron,0.856,0,0.144,0,0.856,0,0
lncRNA_body,lncRNA_17468,TE_intronic,intron,0.798,0,0.202,0,0.798,0,0
lncRNA_body,lncRNA_17469,TE_intronic,intron,0.774,0,0.183,0.043,0.774,0,0
lncRNA_body,lncRNA_17470,TE_intronic,intron,0.886,0,0.114,0,0.886,0,0
lncRNA_body,lncRNA_17471,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17472,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17473,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17474,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17475,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17476,TE_intronic,intron,0.894,0,0.067,0.039,0.894,0,0
lncRNA_body,lncRNA_17477,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17478,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17479,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17480,exon,intron,0.837,0,0,0.163,0.837,0,0
lncRNA_body,lncRNA_17481,exon,intron,0.898,0,0,0.102,0.898,0,0
lncRNA_body,lncRNA_17482,TE_intronic,intron,0.707,0,0.15,0.143,0.707,0,0
lncRNA_body,lncRNA_17483,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17484,exon,intron,0.699,0,0,0.301,0.699,0,0
lncRNA_body,lncRNA_17485,TE_intronic,intron,0.79,0,0.136,0.073,0.79,0,0
lncRNA_body,lncRNA_17486,TE_intronic,intron,0.81,0,0.078,0.112,0.81,0,0
lncRNA_body,lncRNA_17487,TE_intronic,intron,0.79,0,0.086,0.124,0.79,0,0
lncRNA_body,lncRNA_17488,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17489,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17490,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17491,TE_intronic,intron,0.885,0,0.099,0.016,0.885,0,0
lncRNA_body,lncRNA_17492,TE_intronic,intron,0.932,0,0.059,0.01,0.932,0,0
lncRNA_body,lncRNA_17493,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17494,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17495,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17496,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17497,TE_intronic,TE_intronic,0.5,0,0.5,0,0.5,0,0
lncRNA_body,lncRNA_17498,exon,intron,0.785,0,0,0.215,0.785,0,0
lncRNA_body,lncRNA_17499,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17500,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17501,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17502,exon,intron,0.995,0,0,0.005,0.995,0,0
lncRNA_body,lncRNA_17503,exon,exon,0.591,0,0,0.591,0.409,0,0
lncRNA_body,lncRNA_17504,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17505,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17506,TE_intronic,intron,0.534,0,0.026,0.44,0.534,0,0
lncRNA_body,lncRNA_17507,TE_intronic,exon,0.641,0,0.022,0.641,0.337,0,0
lncRNA_body,lncRNA_17508,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17509,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17510,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17511,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17512,TE_intronic,intron,0.59,0,0.41,0,0.59,0,0
lncRNA_body,lncRNA_17513,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17514,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17515,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17516,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17517,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17518,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17519,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17520,TE_exonic,intron,0.528,0.028,0.199,0.245,0.528,0,0
lncRNA_body,lncRNA_17521,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17522,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17523,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17524,TE_intronic,intron,0.875,0,0.035,0.09,0.875,0,0
lncRNA_body,lncRNA_17525,TE_exonic,intron,0.585,0.026,0.05,0.34,0.585,0,0
lncRNA_body,lncRNA_17526,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17527,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17528,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17529,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17530,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17531,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17532,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17533,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17534,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17535,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17536,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17537,TE_intronic,intron,0.869,0,0.083,0.049,0.869,0,0
lncRNA_body,lncRNA_17538,TE_intronic,intron,0.884,0,0.116,0,0.884,0,0
lncRNA_body,lncRNA_17539,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17540,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17541,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17542,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17543,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17544,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17545,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17546,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17547,exon,exon,0.547,0,0,0.547,0,0.453,0
lncRNA_body,lncRNA_17548,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17549,TE_intronic,intron,0.952,0,0.048,0,0.952,0,0
lncRNA_body,lncRNA_17550,TE_intronic,intron,0.556,0,0.444,0,0.556,0,0
lncRNA_body,lncRNA_17551,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17552,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17553,TE_intronic,intron,0.639,0,0.361,0,0.639,0,0
lncRNA_body,lncRNA_17554,TE_exonic,TE_exonic,1,1,0,0,0,0,0
lncRNA_body,lncRNA_17555,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17556,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17557,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17558,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17559,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17560,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17561,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17562,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17563,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17564,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17565,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17566,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17567,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17568,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17569,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17570,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17571,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17572,exon,intron,0.578,0,0,0.422,0.578,0,0
lncRNA_body,lncRNA_17573,TE_intronic,intron,0.899,0,0.101,0,0.899,0,0
lncRNA_body,lncRNA_17574,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17575,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17576,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17577,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17578,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17579,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17580,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17581,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17582,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17583,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17584,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17585,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17586,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17587,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17588,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17589,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17590,TE_intronic,intron,0.803,0,0.003,0.189,0.803,0.005,0
lncRNA_body,lncRNA_17591,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17592,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17593,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17594,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17595,exon,exon,0.977,0,0,0.977,0.023,0,0
lncRNA_body,lncRNA_17596,exon,intron,0.549,0,0,0.451,0.549,0,0
lncRNA_body,lncRNA_17597,exon,exon,1,0,0,1,0,0,0
lncRNA_body,lncRNA_17598,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17599,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17600,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17601,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17602,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17603,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17604,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17605,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17606,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17607,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17608,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17609,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17610,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17611,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17612,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17613,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17614,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17615,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17616,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17617,TE_intronic,intron,0.604,0,0.396,0,0.604,0,0
lncRNA_body,lncRNA_17618,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17619,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17620,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17621,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17622,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17623,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17624,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17625,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17626,TE_intronic,TE_intronic,0.5,0,0.5,0,0.5,0,0
lncRNA_body,lncRNA_17627,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17628,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17629,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17630,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17631,TE_intronic,TE_intronic,0.5,0,0.5,0,0.5,0,0
lncRNA_body,lncRNA_17632,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17633,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17634,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17635,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17636,TE_intronic,intron,0.89,0,0.11,0,0.89,0,0
lncRNA_body,lncRNA_17637,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17638,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17639,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17640,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17641,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17642,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17643,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17644,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17645,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17646,TE_intronic,intron,0.596,0,0.404,0,0.596,0,0
lncRNA_body,lncRNA_17647,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17648,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17649,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17650,TE_intronic,intron,0.912,0,0.088,0,0.912,0,0
lncRNA_body,lncRNA_17651,TE_intronic,intron,0.958,0,0.042,0,0.958,0,0
lncRNA_body,lncRNA_17652,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17653,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17654,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17655,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17656,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17657,TE_intronic,intron,0.745,0,0.255,0,0.745,0,0
lncRNA_body,lncRNA_17658,TE_intronic,intron,0.887,0,0.113,0,0.887,0,0
lncRNA_body,lncRNA_17659,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17660,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17661,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17662,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17663,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17664,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17665,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17666,TE_intronic,intron,0.906,0,0.094,0,0.906,0,0
lncRNA_body,lncRNA_17667,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17668,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17669,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17670,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17671,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17672,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17673,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17674,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17675,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17676,intron,intron,1,0,0,0,1,0,0
lncRNA_body,lncRNA_17677,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_body,lncRNA_17678,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17679,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17680,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17681,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17682,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17683,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17684,TE_intronic,intron,0.675,0,0.325,0,0.675,0,0
lncRNA_body,lncRNA_17685,TE_intronic,intron,0.9,0,0.1,0,0.9,0,0
lncRNA_body,lncRNA_17686,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_body,lncRNA_17687,intergenic,intergenic,0,0,0,0,0,0,0
