"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","PCC.cor","p_value","adjusted_p_value"
"2155","Cluster_1952","lncRNA_1661",148,-20.27,"2 19","51 71",17,"70.59%","76.47%",61435,0.880903507626035,0.0484470924869682,0.708938465035024
"2156","Cluster_1952","lncRNA_1921",159,-22.95,"2 18","1374 1394",16,"75.00%","93.75%",71055,-0.571777599197836,0.313875245487123,0.890582391220188
"2157","Cluster_1952","lncRNA_1950",165,-21.24,"2 19","49293 49316",19,"78.95%","84.21%",72128,-0.592372523991527,0.292553858320735,0.882971602570937
"2158","Cluster_1952","lncRNA_2017",159,-23.54,"2 21","984 1007",21,"71.43%","76.19%",74607,0.420645799354543,0.48065997238768,0.920176915871209
"2159","Cluster_1952","lncRNA_2024",146,-20.26,"2 11","45752 45773",9,"88.89%","100.00%",74866,-0.341385322891872,0.573931753534687,0.935499753342248
"2160","Cluster_1952","lncRNA_203",155,-21.14,"2 21","14447 14469",20,"60.00%","85.00%",7489,-0.482459024312765,0.410455255054534,0.908399756128736
"2161","Cluster_1952","lncRNA_2057",149,-21.41,"2 19","798 824",22,"63.64%","72.73%",76087,-0.579735852621587,0.305590534043827,0.887576670662228
"2162","Cluster_1952","lncRNA_2065",158,-21.74,"2 21","1609 1634",23,"69.57%","78.26%",76383,0.883536849753124,0.0468684437365447,0.705019175403579
"2163","Cluster_1952","lncRNA_2117",156,-22.77,"2 19","1666 1691",21,"76.19%","76.19%",78307,-0.31516396522591,0.605466509575194,0.941334151903176
"2164","Cluster_1952","lncRNA_212",160,-21.5,"2 18","1561 1583",17,"76.47%","88.24%",7822,-0.751755635534639,0.142817300276671,0.798090942675767
"2165","Cluster_1952","lncRNA_212",165,-23.6,"2 19","1309 1331",18,"77.78%","88.89%",7822,-0.751755635534639,0.142817300276671,0.798090942675767
"2166","Cluster_1952","lncRNA_236",157,-24.36,"2 21","8341 8365",23,"73.91%","73.91%",8710,-0.660809989513361,0.224679550719087,0.853380938546295
"2167","Cluster_1952","lncRNA_2566",148,-20.32,"2 18","9 31",17,"70.59%","76.47%",94920,0.746617964355998,0.147150086206611,0.802242701817246
"2168","Cluster_1952","lncRNA_3388",150,-21.03,"2 21","23747 23773",24,"66.67%","70.83%",125334,-0.68626396705096,0.200726483060323,0.838560479623627
"2169","Cluster_1952","lncRNA_3389",150,-21.03,"2 21","23604 23630",24,"66.67%","70.83%",125371,-0.68705537678731,0.199993939686399,0.838155972741566
"2170","Cluster_1952","lncRNA_3391",150,-22.02,"2 21","27377 27403",24,"66.67%","70.83%",125445,-0.220036148480496,0.722118673031131,0.958394845612493
"2171","Cluster_1952","lncRNA_3391",152,-20.85,"2 19","11839 11864",21,"66.67%","80.95%",125445,-0.220036148480496,0.722118673031131,0.958394845612493
"2172","Cluster_1952","lncRNA_3391",155,-21.67,"2 12","2438 2459",10,"100.00%","100.00%",125445,-0.220036148480496,0.722118673031131,0.958394845612493
"2173","Cluster_1952","lncRNA_3391",158,-22.3,"2 21","37811 37831",19,"73.68%","78.95%",125445,-0.220036148480496,0.722118673031131,0.958394845612493
"2174","Cluster_1952","lncRNA_3392",146,-21.03,"2 20","65345 65370",22,"63.64%","68.18%",125482,-0.54828864969402,0.338651144227823,0.899259605404543
"2175","Cluster_1952","lncRNA_3392",158,-21.16,"2 19","23939 23960",17,"70.59%","82.35%",125482,-0.54828864969402,0.338651144227823,0.899259605404543
"2176","Cluster_1952","lncRNA_3393",158,-21.16,"2 19","22275 22296",17,"70.59%","82.35%",125519,-0.370078006633207,0.539790298582022,0.930924882194189
"2177","Cluster_1952","lncRNA_3394",158,-21.16,"2 19","21988 22009",17,"70.59%","82.35%",125556,-0.342534295771919,0.572557028535711,0.935499753342248
"2178","Cluster_1952","lncRNA_3396",158,-21.16,"2 19","7791 7812",17,"70.59%","82.35%",125630,-0.753348114647997,0.141482054711907,0.796828382808345
"2179","Cluster_1952","lncRNA_3397",158,-21.16,"2 19","7452 7473",17,"70.59%","82.35%",125667,-0.672090659696286,0.213971411368992,0.846219392801176
"2180","Cluster_1952","lncRNA_3468",157,-20.35,"2 16","5415 5435",14,"85.71%","92.86%",128294,0.437353259300501,0.461444669427229,0.918068399818371
"2181","Cluster_1952","lncRNA_3472",172,-23.4,"2 21","28733 28754",19,"78.95%","84.21%",128442,-0.429516531297494,0.470436686125932,0.918961836264136
"2182","Cluster_1952","lncRNA_3473",172,-23.4,"2 21","28716 28737",19,"78.95%","84.21%",128479,-0.429516531297494,0.470436686125932,0.918961836264136
"2183","Cluster_1952","lncRNA_3477",172,-21.85,"2 21","28598 28619",19,"78.95%","84.21%",128627,0.941758754033159,0.0167243390303892,0.613674961855994
"2184","Cluster_1952","lncRNA_3477",172,-23.4,"2 21","4327 4348",19,"78.95%","84.21%",128627,0.941758754033159,0.0167243390303892,0.613674961855994
"2185","Cluster_1952","lncRNA_3479",172,-21.85,"2 21","8118 8139",19,"78.95%","84.21%",128701,0.498341130303654,0.392832394509367,0.905990129208431
"2186","Cluster_1952","lncRNA_3521",154,-20.86,"2 21","4631 4657",24,"66.67%","75.00%",130255,-0.914451077363045,0.0296485007440402,0.650234304265619
"2187","Cluster_1952","lncRNA_3541",150,-21.03,"2 21","23089 23115",24,"66.67%","70.83%",130995,-0.728776538727629,0.162485673729646,0.810241807539802
"2188","Cluster_1952","lncRNA_3545",158,-21.16,"2 19","23062 23083",17,"70.59%","82.35%",131143,-0.187407536558253,0.762789520137569,0.966355934369356
"2189","Cluster_1952","lncRNA_3546",146,-21.03,"2 20","64346 64371",22,"63.64%","68.18%",131180,-0.533691995800285,0.354281418512783,0.90209857086666
"2190","Cluster_1952","lncRNA_3546",158,-21.16,"2 19","22940 22961",17,"70.59%","82.35%",131180,-0.533691995800285,0.354281418512783,0.90209857086666
"2191","Cluster_1952","lncRNA_3546",158,-21.16,"2 19","76654 76675",17,"70.59%","82.35%",131180,-0.533691995800285,0.354281418512783,0.90209857086666
"2192","Cluster_1952","lncRNA_3547",158,-21.16,"2 19","8346 8367",17,"70.59%","82.35%",131217,-0.811838731825402,0.0951645447571831,0.758482730002851
"2193","Cluster_1952","lncRNA_3549",146,-21.03,"2 20","31152 31177",22,"63.64%","68.18%",131291,-0.478540446192465,0.414830830855225,0.909511600216522
"2194","Cluster_1952","lncRNA_3549",158,-21.16,"2 19","43460 43481",17,"70.59%","82.35%",131291,-0.478540446192465,0.414830830855225,0.909511600216522
"2195","Cluster_1952","lncRNA_3550",146,-21.03,"2 20","30935 30960",22,"63.64%","68.18%",131328,-0.644585919727908,0.24032924582393,0.861008066893311
"2196","Cluster_1952","lncRNA_3555",159,-21.64,"2 18","13947 13967",16,"81.25%","87.50%",131513,0.779054721808713,0.120452708967294,0.782070548532512
"2197","Cluster_1952","lncRNA_3565",158,-23.24,"2 21","3008 3031",21,"76.19%","76.19%",131883,-0.265327391400738,0.666181358871748,0.948562718400971
"2198","Cluster_1952","lncRNA_394",155,-21.69,"2 21","30652 30675",21,"66.67%","76.19%",14556,-0.31298057224979,0.60810582154338,0.941687108560361
"2199","Cluster_1952","lncRNA_395",155,-21.69,"2 21","11731 11754",21,"66.67%","76.19%",14593,-0.629742577964693,0.254894956143848,0.866833526270423
"2200","Cluster_1952","lncRNA_395",168,-20.12,"2 21","33353 33374",19,"73.68%","84.21%",14593,-0.629742577964693,0.254894956143848,0.866833526270423
"2201","Cluster_1952","lncRNA_396",168,-20.12,"2 21","11508 11529",19,"73.68%","84.21%",14630,0.0546748194083267,0.930420556738844,0.995568556841716
"2202","Cluster_1952","lncRNA_4092",152,-22.23,"2 13","302 323",11,"81.82%","100.00%",151382,0.779597796817067,0.120019424596099,0.781620585044091
"2203","Cluster_1952","lncRNA_4167",157,-20.95,"2 21","764 785",20,"75.00%","80.00%",154157,-0.388888140056294,0.517632415795789,0.928198681360617
"2204","Cluster_1952","lncRNA_4230",157,-20.55,"2 21","993 1019",24,"70.83%","79.17%",156488,-0.276802653488052,0.652117702865467,0.946312974213474
"2205","Cluster_1952","lncRNA_425",160,-21.5,"2 18","1069 1091",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2206","Cluster_1952","lncRNA_425",160,-21.5,"2 18","1195 1217",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2207","Cluster_1952","lncRNA_425",160,-21.5,"2 18","1321 1343",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2208","Cluster_1952","lncRNA_425",160,-21.5,"2 18","1573 1595",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2209","Cluster_1952","lncRNA_425",160,-21.5,"2 18","1825 1847",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2210","Cluster_1952","lncRNA_425",160,-21.5,"2 18","1951 1973",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2211","Cluster_1952","lncRNA_425",160,-21.5,"2 18","2077 2099",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2212","Cluster_1952","lncRNA_425",160,-21.5,"2 18","2203 2225",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2213","Cluster_1952","lncRNA_425",160,-21.5,"2 18","2455 2477",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2214","Cluster_1952","lncRNA_425",160,-21.5,"2 18","2581 2603",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2215","Cluster_1952","lncRNA_425",160,-21.5,"2 18","2707 2729",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2216","Cluster_1952","lncRNA_425",160,-21.5,"2 18","439 461",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2217","Cluster_1952","lncRNA_425",160,-21.5,"2 18","565 587",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2218","Cluster_1952","lncRNA_425",160,-21.5,"2 18","817 839",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2219","Cluster_1952","lncRNA_425",160,-21.5,"2 18","943 965",17,"76.47%","88.24%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2220","Cluster_1952","lncRNA_425",161,-21.97,"2 21","1700 1721",20,"75.00%","85.00%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2221","Cluster_1952","lncRNA_425",161,-21.97,"2 21","2960 2981",20,"75.00%","85.00%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2222","Cluster_1952","lncRNA_425",161,-21.97,"2 21","692 713",20,"75.00%","85.00%",15703,-0.766543250928599,0.130562353953288,0.78884325548936
"2223","Cluster_1952","lncRNA_426",160,-21.5,"2 18","1069 1091",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2224","Cluster_1952","lncRNA_426",160,-21.5,"2 18","1195 1217",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2225","Cluster_1952","lncRNA_426",160,-21.5,"2 18","1321 1343",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2226","Cluster_1952","lncRNA_426",160,-21.5,"2 18","1573 1595",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2227","Cluster_1952","lncRNA_426",160,-21.5,"2 18","1825 1847",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2228","Cluster_1952","lncRNA_426",160,-21.5,"2 18","1951 1973",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2229","Cluster_1952","lncRNA_426",160,-21.5,"2 18","2077 2099",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2230","Cluster_1952","lncRNA_426",160,-21.5,"2 18","2203 2225",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2231","Cluster_1952","lncRNA_426",160,-21.5,"2 18","2455 2477",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2232","Cluster_1952","lncRNA_426",160,-21.5,"2 18","2581 2603",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2233","Cluster_1952","lncRNA_426",160,-21.5,"2 18","2707 2729",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2234","Cluster_1952","lncRNA_426",160,-21.5,"2 18","3085 3107",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2235","Cluster_1952","lncRNA_426",160,-21.5,"2 18","3211 3233",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2236","Cluster_1952","lncRNA_426",160,-21.5,"2 18","3337 3359",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2237","Cluster_1952","lncRNA_426",160,-21.5,"2 18","3463 3485",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2238","Cluster_1952","lncRNA_426",160,-21.5,"2 18","3589 3611",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2239","Cluster_1952","lncRNA_426",160,-21.5,"2 18","439 461",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2240","Cluster_1952","lncRNA_426",160,-21.5,"2 18","565 587",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2241","Cluster_1952","lncRNA_426",160,-21.5,"2 18","817 839",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2242","Cluster_1952","lncRNA_426",160,-21.5,"2 18","943 965",17,"76.47%","88.24%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2243","Cluster_1952","lncRNA_426",161,-21.97,"2 21","1700 1721",20,"75.00%","85.00%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2244","Cluster_1952","lncRNA_426",161,-21.97,"2 21","2960 2981",20,"75.00%","85.00%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2245","Cluster_1952","lncRNA_426",161,-21.97,"2 21","692 713",20,"75.00%","85.00%",15740,-0.760269191378702,0.135722149667574,0.79370653868787
"2246","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1006 1028",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2247","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1132 1154",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2248","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1 20",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2249","Cluster_1952","lncRNA_427",160,-21.5,"2 18","124 146",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2250","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1258 1280",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2251","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1384 1406",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2252","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1636 1658",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2253","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1762 1784",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2254","Cluster_1952","lncRNA_427",160,-21.5,"2 18","1888 1910",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2255","Cluster_1952","lncRNA_427",160,-21.5,"2 18","250 272",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2256","Cluster_1952","lncRNA_427",160,-21.5,"2 18","376 398",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2257","Cluster_1952","lncRNA_427",160,-21.5,"2 18","502 524",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2258","Cluster_1952","lncRNA_427",160,-21.5,"2 18","754 776",17,"76.47%","88.24%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2259","Cluster_1952","lncRNA_427",161,-21.97,"2 21","2141 2162",20,"75.00%","85.00%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2260","Cluster_1952","lncRNA_427",161,-21.97,"2 21","881 902",20,"75.00%","85.00%",15777,-0.78189077930321,0.118195165710934,0.779460361626423
"2261","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1006 1028",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2262","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1132 1154",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2263","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1 20",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2264","Cluster_1952","lncRNA_428",160,-21.5,"2 18","124 146",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2265","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1258 1280",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2266","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1384 1406",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2267","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1636 1658",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2268","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1762 1784",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2269","Cluster_1952","lncRNA_428",160,-21.5,"2 18","1888 1910",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2270","Cluster_1952","lncRNA_428",160,-21.5,"2 18","250 272",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2271","Cluster_1952","lncRNA_428",160,-21.5,"2 18","376 398",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2272","Cluster_1952","lncRNA_428",160,-21.5,"2 18","502 524",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2273","Cluster_1952","lncRNA_428",160,-21.5,"2 18","754 776",17,"76.47%","88.24%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2274","Cluster_1952","lncRNA_428",161,-21.97,"2 21","2141 2162",20,"75.00%","85.00%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2275","Cluster_1952","lncRNA_428",161,-21.97,"2 21","881 902",20,"75.00%","85.00%",15814,-0.78189077930321,0.118195165710934,0.779460361626423
"2276","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1006 1028",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2277","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1132 1154",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2278","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1 20",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2279","Cluster_1952","lncRNA_429",160,-21.5,"2 18","124 146",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2280","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1258 1280",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2281","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1384 1406",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2282","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1636 1658",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2283","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1762 1784",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2284","Cluster_1952","lncRNA_429",160,-21.5,"2 18","1888 1910",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2285","Cluster_1952","lncRNA_429",160,-21.5,"2 18","250 272",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2286","Cluster_1952","lncRNA_429",160,-21.5,"2 18","376 398",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2287","Cluster_1952","lncRNA_429",160,-21.5,"2 18","502 524",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2288","Cluster_1952","lncRNA_429",160,-21.5,"2 18","754 776",17,"76.47%","88.24%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2289","Cluster_1952","lncRNA_429",161,-21.97,"2 21","2141 2162",20,"75.00%","85.00%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2290","Cluster_1952","lncRNA_429",161,-21.97,"2 21","881 902",20,"75.00%","85.00%",15851,-0.78189077930321,0.118195165710934,0.779460361626423
"2291","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1006 1028",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2292","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1132 1154",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2293","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1 20",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2294","Cluster_1952","lncRNA_430",160,-21.5,"2 18","124 146",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2295","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1258 1280",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2296","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1384 1406",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2297","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1636 1658",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2298","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1762 1784",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2299","Cluster_1952","lncRNA_430",160,-21.5,"2 18","1888 1910",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2300","Cluster_1952","lncRNA_430",160,-21.5,"2 18","250 272",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2301","Cluster_1952","lncRNA_430",160,-21.5,"2 18","376 398",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2302","Cluster_1952","lncRNA_430",160,-21.5,"2 18","502 524",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2303","Cluster_1952","lncRNA_430",160,-21.5,"2 18","754 776",17,"76.47%","88.24%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2304","Cluster_1952","lncRNA_430",161,-21.97,"2 21","2141 2162",20,"75.00%","85.00%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2305","Cluster_1952","lncRNA_430",161,-21.97,"2 21","881 902",20,"75.00%","85.00%",15888,-0.78189077930321,0.118195165710934,0.779460361626423
"2306","Cluster_1952","lncRNA_431",160,-20.63,"2 18","1 18",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2307","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1004 1026",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2308","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1130 1152",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2309","Cluster_1952","lncRNA_431",160,-21.5,"2 18","122 144",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2310","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1256 1278",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2311","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1382 1404",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2312","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1634 1656",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2313","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1760 1782",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2314","Cluster_1952","lncRNA_431",160,-21.5,"2 18","1886 1908",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2315","Cluster_1952","lncRNA_431",160,-21.5,"2 18","2264 2286",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2316","Cluster_1952","lncRNA_431",160,-21.5,"2 18","2390 2412",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2317","Cluster_1952","lncRNA_431",160,-21.5,"2 18","248 270",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2318","Cluster_1952","lncRNA_431",160,-21.5,"2 18","2516 2538",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2319","Cluster_1952","lncRNA_431",160,-21.5,"2 18","2642 2664",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2320","Cluster_1952","lncRNA_431",160,-21.5,"2 18","2768 2790",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2321","Cluster_1952","lncRNA_431",160,-21.5,"2 18","374 396",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2322","Cluster_1952","lncRNA_431",160,-21.5,"2 18","500 522",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2323","Cluster_1952","lncRNA_431",160,-21.5,"2 18","752 774",17,"76.47%","88.24%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2324","Cluster_1952","lncRNA_431",161,-21.97,"2 21","2139 2160",20,"75.00%","85.00%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2325","Cluster_1952","lncRNA_431",161,-21.97,"2 21","879 900",20,"75.00%","85.00%",15925,-0.767360451048405,0.129894665823213,0.78828150894703
"2326","Cluster_1952","lncRNA_432",160,-20.63,"2 18","1 18",17,"76.47%","88.24%",15962,-0.697760036808646,0.190160271106631,0.830722939648352
"2327","Cluster_1952","lncRNA_432",160,-21.5,"2 18","1004 1026",17,"76.47%","88.24%",15962,-0.697760036808646,0.190160271106631,0.830722939648352
"2328","Cluster_1952","lncRNA_432",160,-21.5,"2 18","1130 1152",17,"76.47%","88.24%",15962,-0.697760036808646,0.190160271106631,0.830722939648352
"2329","Cluster_1952","lncRNA_432",160,-21.5,"2 18","122 144",17,"76.47%","88.24%",15962,-0.697760036808646,0.190160271106631,0.830722939648352
"2330","Cluster_1952","lncRNA_432",160,-21.5,"2 18","1256 1278",17,"76.47%","88.24%",15962,-0.697760036808646,0.190160271106631,0.830722939648352
"2331","Cluster_1952","lncRNA_432",160,-21.5,"2 18","1382 1404",17,"76.47%","88.24%",15962,-0.697760036808646,0.190160271106631,0.830722939648352
