"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V1","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"1240",1240,"Cluster_15340","ptg000016l:13004674-13005674",165,-21.28,2,18,649,670,16,"75.00%","93.75%","FUN_022793",-0.116496752893238,0.852007919742911,0.998649612991003,NA,NA,NA,NA,NA,NA
"1241",1241,"Cluster_15340","ptg000016l:13004674-13005674",170,-23.41,2,21,618,638,19,"78.95%","89.47%","FUN_022793",-0.116496752893238,0.852007919742911,0.998649612991003,NA,NA,NA,NA,NA,NA
"1242",1242,"Cluster_15340","ptg000016l:1352724-1353724",159,-20.6,2,20,149,170,18,"61.11%","88.89%","FUN_021146",0.810342702626505,0.0962787022736409,0.998649612991003,NA,NA,NA,NA,NA,NA
"1243",1243,"Cluster_15340","ptg000016l:2204679-2205679",164,-20.98,2,21,968,989,19,"73.68%","78.95%","FUN_021466",0.586999490040362,0.298078985958703,0.998649612991003,NA,NA,NA,NA,NA,NA
"1244",1244,"Cluster_15340","ptg000016l:2786621-2787621",152,-22.54,2,21,637,656,19,"73.68%","78.95%","FUN_021780",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245",1245,"Cluster_15340","ptg000016l:3182960-3183960",171,-22.03,2,20,897,918,18,"83.33%","83.33%","FUN_021817",-0.137942461706214,0.824924800461499,0.998649612991003,NA,NA,NA,NA,NA,NA
"1246",1246,"Cluster_15340","ptg000016l:4170549-4171549",160,-21.01,2,21,195,214,19,"78.95%","84.21%","FUN_021998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247",1247,"Cluster_15340","ptg000016l:5274003-5275003",162,-25.65,2,21,72,92,19,"73.68%","84.21%","FUN_022080",0.51475715773604,0.374811225135025,0.998649612991003,NA,NA,NA,NA,NA,NA
"1248",1248,"Cluster_15340","ptg000016l:7250745-7251745",150,-21.13,2,20,44,66,19,"63.16%","78.95%","FUN_022289",-0.57199601238523,0.31364711731846,0.998649612991003,NA,NA,NA,NA,NA,NA
"1249",1249,"Cluster_15340","ptg000016l:7600817-7601817",160,-22.79,2,21,840,861,19,"68.42%","78.95%","FUN_022330",0.846145607744447,0.0707478385985242,0.984009725870383,NA,NA,NA,NA,NA,NA
"1250",1250,"Cluster_15340","ptg000016l:9836934-9837934",148,-21.32,2,21,583,604,19,"57.89%","73.68%","FUN_022511",0.922178612085259,0.0257541185620995,0.914225011702335,NA,NA,NA,NA,NA,NA
"1251",1251,"Cluster_15340","ptg000017l:151051-152051",159,-20.94,2,20,697,716,18,"83.33%","83.33%","FUN_022805",0.631041110639888,0.253611503978893,0.998649612991003,NA,NA,NA,NA,NA,NA
"1252",1252,"Cluster_15340","ptg000017l:2770381-2771381",158,-22.83,2,20,537,559,19,"73.68%","78.95%","FUN_023026",0.708900231722228,0.180077492170785,0.998649612991003,NA,NA,NA,NA,NA,NA
"1253",1253,"Cluster_15340","ptg000017l:4169655-4170375",158,-22.98,2,21,450,474,22,"68.18%","81.82%","FUN_023145",-0.00971487627754436,0.987630829921651,0.998929520526841,NA,NA,NA,NA,NA,NA
"1254",1254,"Cluster_15340","ptg000017l:4631284-4632284",164,-22.64,2,21,352,373,19,"73.68%","78.95%","FUN_023184",0.736171331371942,0.15607582296782,0.998649612991003,NA,NA,NA,NA,NA,NA
"1255",1255,"Cluster_15340","ptg000017l:5141708-5142708",156,-22.95,2,19,832,852,17,"76.47%","82.35%","FUN_023217",-0.201387300079138,0.745329651313614,0.998649612991003,NA,NA,NA,NA,NA,NA
"1256",1256,"Cluster_15340","ptg000017l:7481173-7482173",160,-23.1,2,21,854,875,19,"63.16%","84.21%","FUN_023433",0.879773204652041,0.049129745509065,0.96546924320845,NA,NA,NA,NA,NA,NA
"1257",1257,"Cluster_15340","ptg000018l:11486566-11486835",162,-22.9,2,21,155,175,19,"73.68%","84.21%","FUN_024828",0.810342702626505,0.096278702273641,0.998649612991003,NA,NA,NA,NA,NA,NA
"1258",1258,"Cluster_15340","ptg000018l:13588484-13589484",146,-20.7,2,21,739,763,22,"59.09%","77.27%","FUN_025085",-0.188482963180774,0.761444645672682,0.998649612991003,NA,NA,NA,NA,NA,NA
"1259",1259,"Cluster_15340","ptg000018l:1842047-1843047",162,-25.65,2,21,892,912,19,"73.68%","84.21%","FUN_024067",-0.694132348790248,0.193477079709595,0.998649612991003,"ptg000018l:1840945-1842047","Q54RA4","Probable iron/ascorbate oxidoreductase DDB_G0283291 (EC 1.14.-.-)","Dictyostelium discoideum (Social amoeba)","","GO:0046872; GO:0051213"
"1260",1260,"Cluster_15340","ptg000018l:3637950-3638950",154,-25.27,2,21,136,160,22,"68.18%","77.27%","FUN_024224",0.913473818189628,0.0301534293393269,0.922979388371587,"ptg000018l:3638950-3656166","Q8BYJ6","TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160)","Mus musculus (Mouse)","activation of GTPase activity [GO:0090630]; cellular response to insulin stimulus [GO:0032869]; negative regulation of vesicle fusion [GO:0031339]; vesicle-mediated transport [GO:0016192]","GO:0005096; GO:0005829; GO:0016192; GO:0030659; GO:0031339; GO:0031982; GO:0032869; GO:0090630"
"1261",1261,"Cluster_15340","ptg000018l:4165493-4166493",157,-22.84,2,20,240,260,18,"72.22%","83.33%","FUN_024267",0.145565036733863,0.81531746595768,0.998649612991003,NA,NA,NA,NA,NA,NA
"1262",1262,"Cluster_15340","ptg000018l:7319235-7320235",155,-26.52,2,21,121,143,20,"65.00%","80.00%","FUN_024507",0.0195698334913635,0.975084504657169,0.998649612991003,"ptg000018l:7320235-7340948","P46023","G-protein coupled receptor GRL101","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)","","GO:0004930; GO:0005886"
"1263",1263,"Cluster_15340","ptg000018l:7645451-7646451",168,-21.88,2,17,639,660,15,"80.00%","100.00%","FUN_024519",-0.179635977684002,0.772516488892598,0.998649612991003,"ptg000018l:7646451-7801568","P46023","G-protein coupled receptor GRL101","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)","","GO:0004930; GO:0005886"
"1264",1264,"Cluster_15340","ptg000018l:9197916-9198916",153,-25.03,2,17,842,863,16,"81.25%","87.50%","FUN_024627",-0.767946299263135,0.129416628363257,0.998649612991003,NA,NA,NA,NA,NA,NA
"1265",1265,"Cluster_15340","ptg000019l:1046737-1047737",155,-21.89,2,21,829,851,20,"65.00%","80.00%","FUN_025301",0.836894751827059,0.0771106503835681,0.998649612991003,NA,NA,NA,NA,NA,NA
"1266",1266,"Cluster_15340","ptg000019l:1946727-1947727",158,-23.26,2,21,769,789,19,"73.68%","78.95%","FUN_025367",0.795658109612025,0.107420920831161,0.998649612991003,"ptg000019l:1947727-1959194","Q5R6Y1","Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","canonical glycolysis [GO:0061621]","GO:0000015; GO:0000287; GO:0004634; GO:0005886; GO:0061621"
"1267",1267,"Cluster_15340","ptg000019l:4808454-4809454",155,-22.08,2,21,432,455,21,"61.90%","80.95%","FUN_025596",-0.133051686370156,0.831094494484283,0.998649612991003,"ptg000019l:4800351-4808454","Q6P4Y0","Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005789; GO:0035598; GO:0046872; GO:0051539; GO:0061712"
"1268",1268,"Cluster_15340","ptg000019l:5066933-5067803",162,-20.98,2,21,246,271,23,"69.57%","82.61%","FUN_025638",0.810342702626505,0.096278702273641,0.998649612991003,NA,NA,NA,NA,NA,NA
"1269",1269,"Cluster_15340","ptg000019l:5514322-5515322",162,-25.65,2,21,303,323,19,"73.68%","84.21%","FUN_025672",-0.0209510059536944,0.973326302368545,0.998649612991003,NA,NA,NA,NA,NA,NA
"1270",1270,"Cluster_15340","ptg000019l:5702654-5703654",148,-22.49,2,19,366,392,22,"63.64%","77.27%","FUN_025685",-0.832186585564556,0.0804133331495181,0.998649612991003,NA,NA,NA,NA,NA,NA
"1271",1271,"Cluster_15340","ptg000019l:5836426-5837426",159,-21.93,2,20,113,134,18,"66.67%","83.33%","FUN_025698",0.0730218176446431,0.90710842637,0.998649612991003,NA,NA,NA,NA,NA,NA
"1272",1272,"Cluster_15340","ptg000019l:5942682-5943682",165,-21.28,2,18,645,666,16,"75.00%","93.75%","FUN_025705",0.0249869721106922,0.968188909862631,0.998649612991003,NA,NA,NA,NA,NA,NA
"1273",1273,"Cluster_15340","ptg000019l:5942682-5943682",170,-23.41,2,21,614,634,19,"78.95%","89.47%","FUN_025705",0.0249869721106922,0.968188909862631,0.998649612991003,NA,NA,NA,NA,NA,NA
"1274",1274,"Cluster_15340","ptg000019l:5959684-5960684",162,-25.65,2,21,543,563,19,"73.68%","84.21%","FUN_025707",0.163111727431335,0.793244313111598,0.998649612991003,NA,NA,NA,NA,NA,NA
"1275",1275,"Cluster_15340","ptg000020l:11314206-11315206",157,-21.63,2,19,176,199,19,"63.16%","89.47%","FUN_026595",0.299195724739723,0.624814661353293,0.998649612991003,NA,NA,NA,NA,NA,NA
"1276",1276,"Cluster_15340","ptg000020l:12285776-12286776",162,-20.47,2,21,764,784,19,"73.68%","84.21%","FUN_026674",-0.520961175322885,0.368053748785166,0.998649612991003,"ptg000020l:12286776-12292108","Q9JLC8","Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)","Mus musculus (Mouse)","negative regulation of inclusion body assembly [GO:0090084]","GO:0005634; GO:0005737; GO:0005739; GO:0030544; GO:0042802; GO:0050750; GO:0051087; GO:0070628; GO:0090084"
"1277",1277,"Cluster_15340","ptg000020l:13264720-13265720",162,-20.16,2,17,199,219,15,"86.67%","93.33%","FUN_026762",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",1278,"Cluster_15340","ptg000020l:15185350-15186350",161,-20.97,2,20,625,645,18,"77.78%","83.33%","FUN_026951",0.166139403887458,0.789441953775354,0.998649612991003,NA,NA,NA,NA,NA,NA
"1279",1279,"Cluster_15340","ptg000020l:1978226-1979226",169,-22.38,2,21,918,937,19,"84.21%","84.21%","FUN_025918",-0.437113602030784,0.461719097493212,0.998649612991003,NA,NA,NA,NA,NA,NA
"1280",1280,"Cluster_15340","ptg000020l:1987386-1988386",169,-22.38,2,21,918,937,19,"84.21%","84.21%","FUN_025919",-0.143178209204947,0.81832463041134,0.998649612991003,NA,NA,NA,NA,NA,NA
"1281",1281,"Cluster_15340","ptg000020l:2438681-2439681",151,-20.4,2,21,560,583,21,"61.90%","76.19%","FUN_025962",-0.188309525939882,0.761661518496036,0.998649612991003,NA,NA,NA,NA,NA,NA
"1282",1282,"Cluster_15340","ptg000020l:4622734-4623483",161,-24.63,2,14,173,194,12,"91.67%","100.00%","FUN_026100",0.925788346856845,0.0239964821141433,0.911947326397717,"ptg000020l:4619237-4622734","Q6ZSS7","Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2 homolog)","Homo sapiens (Human)","antigen processing and presentation of exogenous peptide antigen via MHC class I [GO:0042590]","GO:0005886; GO:0016020; GO:0042590"
"1283",1283,"Cluster_15340","ptg000020l:4622734-4623483",161,-24.63,2,14,173,194,12,"91.67%","100.00%","FUN_026101",0.704080221149878,0.184420790091169,0.998649612991003,NA,NA,NA,NA,NA,NA
"1284",1284,"Cluster_15340","ptg000020l:5065825-5066786",154,-20.65,2,21,800,823,21,"71.43%","76.19%","FUN_026129",-0.642619587051584,0.242245409094346,0.998649612991003,NA,NA,NA,NA,NA,NA
"1285",1285,"Cluster_15340","ptg000020l:6538095-6539095",155,-20.32,2,21,549,575,24,"62.50%","75.00%","FUN_026234",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",1286,"Cluster_15340","ptg000020l:7092395-7093395",159,-25.96,2,17,629,651,16,"81.25%","87.50%","FUN_026276",-0.101273766910148,0.871274994851441,0.998649612991003,NA,NA,NA,NA,NA,NA
"1287",1287,"Cluster_15340","ptg000020l:8794299-8795299",167,-26.12,2,21,585,607,20,"75.00%","85.00%","FUN_026434",0.164908820986767,0.790987167273334,0.998649612991003,NA,NA,NA,NA,NA,NA
"1288",1288,"Cluster_15340","ptg000020l:8834891-8835891",167,-26.12,2,21,680,702,20,"75.00%","85.00%","FUN_026438",0.28789234366836,0.638572457700197,0.998649612991003,NA,NA,NA,NA,NA,NA
"1289",1289,"Cluster_15340","ptg000021l:10106475-10107475",141,-21.78,2,21,863,888,23,"65.22%","69.57%","FUN_027751",-0.411748042236421,0.49096107190814,0.998649612991003,"ptg000021l:10069597-10106475","Q8VI56","Low-density lipoprotein receptor-related protein 4 (LRP-4) (LDLR dan)","Mus musculus (Mouse)","amyloid-beta clearance by cellular catabolic process [GO:0150094]; anatomical structure development [GO:0048856]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; embryonic limb morphogenesis [GO:0030326]; endocytosis [GO:0006897]; generation of neurons [GO:0048699]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; protein localization [GO:0008104]; proximal/distal pattern formation [GO:0009954]; receptor clustering [GO:0043113]; regulation of protein phosphorylation [GO:0001932]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic assembly at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0001932; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0008104; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0016055; GO:0030279; GO:0030326; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0043113; GO:0044853; GO:0048699; GO:0048813; GO:0048856; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395"
"1290",1290,"Cluster_15340","ptg000021l:10107095-10108095",141,-21.78,2,21,243,268,23,"65.22%","69.57%","FUN_027752",0.259681750192826,0.673117515216105,0.998649612991003,"ptg000021l:10108095-10171257","P10079","Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)","Strongylocentrotus purpuratus (Purple sea urchin)","","GO:0005509; GO:0005615; GO:0009374; GO:0031410; GO:0032579"
"1291",1291,"Cluster_15340","ptg000021l:10226205-10227205",141,-21.78,2,21,860,885,23,"65.22%","69.57%","FUN_027755",0.446962928624555,0.450470340216536,0.998649612991003,"ptg000021l:10190215-10226205","Q9QYP1","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","Rattus norvegicus (Rat)","amyloid-beta clearance by cellular catabolic process [GO:0150094]; anatomical structure development [GO:0048856]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; embryonic limb morphogenesis [GO:0030326]; endocytosis [GO:0006897]; generation of neurons [GO:0048699]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; protein localization [GO:0008104]; proximal/distal pattern formation [GO:0009954]; receptor clustering [GO:0043113]; regulation of protein phosphorylation [GO:0001932]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic assembly at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055]","GO:0001822; GO:0001932; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0008104; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0016055; GO:0030279; GO:0030326; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0043113; GO:0044853; GO:0048699; GO:0048813; GO:0048856; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395"
"1292",1292,"Cluster_15340","ptg000021l:10226826-10227826",141,-21.78,2,21,239,264,23,"65.22%","69.57%","FUN_027756",0.70066587085653,0.187515221561458,0.998649612991003,"ptg000021l:10227826-10293389","P10079","Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)","Strongylocentrotus purpuratus (Purple sea urchin)","","GO:0005509; GO:0005615; GO:0009374; GO:0031410; GO:0032579"
"1293",1293,"Cluster_15340","ptg000021l:10886734-10887734",162,-25.65,2,21,346,366,19,"73.68%","84.21%","FUN_027788",0.810342702626505,0.096278702273641,0.998649612991003,"ptg000021l:10853303-10886734","P14381","Transposon TX1 uncharacterized 149 kDa protein (ORF 2)","Xenopus laevis (African clawed frog)","","GO:0003824"
"1294",1294,"Cluster_15340","ptg000021l:10939802-10940802",162,-25.65,2,21,337,357,19,"73.68%","84.21%","FUN_027794",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",1295,"Cluster_15340","ptg000021l:14092123-14093123",162,-25.65,2,21,280,300,19,"73.68%","84.21%","FUN_027971",-0.273221735726011,0.656501260433773,0.998649612991003,NA,NA,NA,NA,NA,NA
"1296",1296,"Cluster_15340","ptg000021l:15086860-15087617",160,-20.68,2,20,549,570,19,"78.95%","84.21%","FUN_028028",0.0654591364403182,0.916714398161362,0.998649612991003,NA,NA,NA,NA,NA,NA
"1297",1297,"Cluster_15340","ptg000021l:15086860-15087617",160,-20.68,2,20,549,570,19,"78.95%","84.21%","FUN_028029",0.362778903049899,0.548437381825824,0.998649612991003,NA,NA,NA,NA,NA,NA
"1298",1298,"Cluster_15340","ptg000021l:15386773-15387773",161,-20.28,2,21,21,40,19,"73.68%","84.21%","FUN_028062",-0.646100095549623,0.238856530545963,0.998649612991003,NA,NA,NA,NA,NA,NA
"1299",1299,"Cluster_15340","ptg000021l:15651599-15652599",156,-21.52,2,20,56,77,19,"73.68%","84.21%","FUN_028084",-0.462743245407229,0.432577263647219,0.998649612991003,"ptg000021l:15629314-15651599","Q63120","ATP-binding cassette sub-family C member 2 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multidrug resistance protein) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)","Rattus norvegicus (Rat)","antibiotic metabolic process [GO:0016999]; benzylpenicillin metabolic process [GO:1901086]; bile acid and bile salt transport [GO:0015721]; bile acid signaling pathway [GO:0038183]; bilirubin transport [GO:0015723]; canalicular bile acid transport [GO:0015722]; cellular chloride ion homeostasis [GO:0030644]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to xenobiotic stimulus [GO:0071466]; detoxification of mercury ion [GO:0050787]; female pregnancy [GO:0007565]; inflammatory response [GO:0006954]; leukotriene transport [GO:0071716]; mercury ion transport [GO:0015694]; negative regulation of gene expression [GO:0010629]; organic anion transport [GO:0015711]; prostaglandin transport [GO:0015732]; regulation of bile acid secretion [GO:0120188]; regulation of gene expression [GO:0010468]; response to 17alpha-ethynylestradiol [GO:1904486]; response to antineoplastic agent [GO:0097327]; response to arsenic-containing substance [GO:0046685]; response to estradiol [GO:0032355]; response to estrogen [GO:0043627]; response to glucagon [GO:0033762]; response to heat [GO:0009408]; response to lipopolysaccharide [GO:0032496]; response to organic cyclic compound [GO:0014070]; response to oxidative stress [GO:0006979]; response to steroid hormone [GO:0048545]; response to xenobiotic stimulus [GO:0009410]; thyroid hormone transport [GO:0070327]; transepithelial transport [GO:0070633]; transmembrane transport [GO:0055085]; xenobiotic catabolic process [GO:0042178]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic export from cell [GO:0046618]; xenobiotic transmembrane transport [GO:0006855]; xenobiotic transport across blood-brain barrier [GO:1990962]","GO:0005524; GO:0005737; GO:0005886; GO:0006855; GO:0006954; GO:0006979; GO:0007565; GO:0008514; GO:0008559; GO:0009408; GO:0009410; GO:0009986; GO:0010468; GO:0010629; GO:0014070; GO:0015127; GO:0015431; GO:0015694; GO:0015711; GO:0015721; GO:0015722; GO:0015723; GO:0015732; GO:0016020; GO:0016324; GO:0016887; GO:0016999; GO:0019904; GO:0030644; GO:0031526; GO:0032355; GO:0032496; GO:0033762; GO:0038183; GO:0042178; GO:0042626; GO:0042910; GO:0043627; GO:0046581; GO:0046618; GO:0046685; GO:0046691; GO:0048545; GO:0050787; GO:0055085; GO:0070327; GO:0070633; GO:0071222; GO:0071347; GO:0071354; GO:0071356; GO:0071466; GO:0071549; GO:0071716; GO:0097327; GO:0120188; GO:1901086; GO:1904486; GO:1990961; GO:1990962"
"1300",1300,"Cluster_15340","ptg000021l:1615877-1616877",152,-26.42,2,21,954,979,24,"70.83%","75.00%","FUN_027185",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",1301,"Cluster_15340","ptg000021l:16371401-16371832",164,-22.03,2,20,343,365,20,"80.00%","85.00%","FUN_028165",0.601863096729443,0.282860905146128,0.998649612991003,NA,NA,NA,NA,NA,NA
"1302",1302,"Cluster_15340","ptg000021l:16469876-16470876",161,-21.48,2,19,867,889,18,"77.78%","83.33%","FUN_028171",0.67605159197874,0.210246165397261,0.998649612991003,NA,NA,NA,NA,NA,NA
"1303",1303,"Cluster_15340","ptg000021l:17206630-17207630",162,-25.65,2,21,782,802,19,"73.68%","84.21%","FUN_028236",0.861258971378086,0.0607281602855126,0.965614530444882,NA,NA,NA,NA,NA,NA
"1304",1304,"Cluster_15340","ptg000021l:17522829-17523829",166,-22.22,2,19,779,800,17,"76.47%","88.24%","FUN_028276",0.319239953667113,0.600544811049735,0.998649612991003,NA,NA,NA,NA,NA,NA
"1305",1305,"Cluster_15340","ptg000021l:17963124-17964124",157,-21.26,2,19,473,495,18,"72.22%","83.33%","FUN_028293",0.954222431382237,0.011676377554649,0.759172107640437,NA,NA,NA,NA,NA,NA
"1306",1306,"Cluster_15340","ptg000021l:20215882-20216882",148,-23.09,2,21,191,212,19,"57.89%","73.68%","FUN_028452",-0.321616119763687,0.597678905444287,0.998649612991003,NA,NA,NA,NA,NA,NA
"1307",1307,"Cluster_15340","ptg000021l:20282462-20283462",167,-24.08,2,21,187,209,20,"75.00%","85.00%","FUN_028455",0.202686667589001,0.743709362680466,0.998649612991003,NA,NA,NA,NA,NA,NA
"1308",1308,"Cluster_15340","ptg000021l:20850304-20851304",172,-27.44,2,21,343,364,19,"78.95%","84.21%","FUN_028513",-0.470273563361901,0.424096639320603,0.998649612991003,NA,NA,NA,NA,NA,NA
"1309",1309,"Cluster_15340","ptg000021l:3952253-3953253",162,-22.72,2,21,607,632,23,"73.91%","78.26%","FUN_027365",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",1310,"Cluster_15340","ptg000021l:6073807-6074807",170,-27.04,2,21,391,411,19,"78.95%","89.47%","FUN_027508",-0.719544288604643,0.170592073036694,0.998649612991003,NA,NA,NA,NA,NA,NA
"1311",1311,"Cluster_15340","ptg000021l:6411403-6412403",170,-27.04,2,21,408,428,19,"78.95%","89.47%","FUN_027536",-0.631729975658862,0.252931347697627,0.998649612991003,NA,NA,NA,NA,NA,NA
"1312",1312,"Cluster_15340","ptg000021l:6488641-6489641",164,-23.99,2,21,348,369,19,"68.42%","84.21%","FUN_027544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",1313,"Cluster_15340","ptg000021l:7448428-7449428",159,-21.64,2,18,633,653,16,"75.00%","93.75%","FUN_027595",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",1314,"Cluster_15340","ptg000021l:7636306-7637306",170,-27.04,2,21,396,416,19,"78.95%","89.47%","FUN_027609",-0.777587624754205,0.121625541272545,0.998649612991003,NA,NA,NA,NA,NA,NA
"1315",1315,"Cluster_15340","ptg000021l:8507643-8508643",166,-26.3,2,21,622,642,19,"78.95%","84.21%","FUN_027665",-0.48879271357632,0.4034057290942,0.998649612991003,NA,NA,NA,NA,NA,NA
"1316",1316,"Cluster_15340","ptg000021l:8538180-8539180",152,-20.25,2,14,528,550,13,"84.62%","92.31%","FUN_027666",0.760930475285229,0.135175523296036,0.998649612991003,NA,NA,NA,NA,NA,NA
"1317",1317,"Cluster_15340","ptg000021l:8974769-8975769",159,-21.5,2,21,259,285,24,"70.83%","70.83%","FUN_027687",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",1318,"Cluster_15340","ptg000022l:8485588-8486588",152,-20.63,2,21,843,861,19,"68.42%","78.95%","FUN_029125",-0.144939527506885,0.816105442682551,0.998649612991003,"ptg000022l:8470429-8485588","Q9Y4B4","Helicase ARIP4 (EC 3.6.4.12) (Androgen receptor-interacting protein 4) (RAD54-like protein 2)","Homo sapiens (Human)","","GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0016887; GO:0140658"
"1319",1319,"Cluster_15340","ptg000022l:9033410-9034410",162,-25.65,2,21,9,29,19,"73.68%","84.21%","FUN_029179",0.171872535825358,0.782247319187951,0.998649612991003,"ptg000022l:9034410-9039697","Q9SP32","Endoribonuclease Dicer homolog 1 (EC 3.1.26.-) (Dicer-like protein 1) (AtDCL1) (Protein ABNORMAL SUSPENSOR 1) (Protein CARPEL FACTORY) (Protein SHORT INTEGUMENTS 1) (Protein SUSPENSOR 1)","Arabidopsis thaliana (Mouse-ear cress)","rRNA processing [GO:0006364]; siRNA processing [GO:0030422]","GO:0003676; GO:0003677; GO:0003723; GO:0004386; GO:0004525; GO:0005524; GO:0005634; GO:0005737; GO:0006364; GO:0030422; GO:0046872"
"1320",1320,"Cluster_15340","ptg000023l:11217364-11218364",162,-25.65,2,21,32,52,19,"73.68%","84.21%","FUN_030527",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",1321,"Cluster_15340","ptg000023l:15454311-15455311",152,-21.95,2,21,919,945,24,"75.00%","75.00%","FUN_030738",0.209780892215622,0.734870912659286,0.998649612991003,NA,NA,NA,NA,NA,NA
"1322",1322,"Cluster_15340","ptg000023l:17922255-17923255",162,-22.36,2,20,811,835,21,"66.67%","85.71%","FUN_031200",0.164831898631289,0.791083767565365,0.998649612991003,NA,NA,NA,NA,NA,NA
"1323",1323,"Cluster_15340","ptg000023l:20178009-20179009",162,-20.77,2,17,876,896,15,"86.67%","93.33%","FUN_031366",NA,NA,NA,NA,NA,NA,NA,NA,NA
