Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	8	8
OG0001396	6	6
OG0001397	8	8
OG0001398	8	8
OG0001399	8	8
OG0001400	8	8
OG0001401	8	8
OG0001402	7	7
OG0001403	7	7
OG0001404	7	7
OG0001405	7	7
OG0001406	7	7
OG0001407	7	7
OG0001408	7	7
OG0001409	8	8
OG0001410	8	8
OG0001411	8	8
OG0001412	8	8
OG0001413	8	8
OG0001414	8	8
OG0001415	7	7
OG0001416	8	8
OG0001417	6	6
OG0001418	8	8
OG0001419	7	7
OG0001420	6	6
OG0001421	8	8
OG0001422	6	6
OG0001423	7	7
OG0001424	8	8
OG0001425	8	8
OG0001426	7	7
OG0001427	8	8
OG0001428	8	8
OG0001429	7	7
OG0001430	7	7
OG0001431	6	6
OG0001432	7	7
OG0001433	8	8
OG0001434	8	8
OG0001435	8	8
OG0001436	8	8
OG0001437	8	8
OG0001438	8	8
OG0001439	8	8
OG0001440	8	8
OG0001441	8	8
OG0001442	8	8
OG0001443	8	8
OG0001444	8	8
OG0001445	8	8
OG0001446	8	8
OG0001447	8	8
OG0001448	8	8
OG0001449	8	8
OG0001450	8	8
OG0001451	8	8
OG0001452	8	8
OG0001453	8	8
OG0001454	8	8
OG0001455	8	8
OG0001456	8	8
OG0001457	8	8
OG0001458	8	8
OG0001459	8	8
OG0001460	8	8
OG0001461	8	8
OG0001462	8	8
OG0001463	8	8
OG0001464	8	8
OG0001465	8	8
OG0001466	8	8
OG0001467	8	8
OG0001468	8	8
OG0001469	7	7
OG0001470	7	7
OG0001471	5	5
OG0001472	5	5
OG0001473	5	5
OG0001474	6	6
OG0001475	6	6
OG0001476	7	7
OG0001477	7	7
OG0001478	5	5
OG0001479	5	5
OG0001480	7	7
OG0001481	7	7
OG0001482	5	5
OG0001483	6	6
OG0001484	5	5
OG0001485	5	5
OG0001486	7	7
OG0001487	6	6
OG0001488	4	4
OG0001489	6	6
OG0001490	6	6
OG0001491	6	6
OG0001492	7	7
OG0001493	7	7
OG0001494	7	7
OG0001495	7	7
OG0001496	5	5
OG0001497	4	4
OG0001498	5	5
OG0001499	7	7
OG0001500	5	5
OG0001501	7	7
OG0001502	4	4
OG0001503	4	4
OG0001504	5	5
OG0001505	6	6
OG0001506	7	7
OG0001507	5	5
OG0001508	5	5
OG0001509	5	5
OG0001510	6	6
OG0001511	3	3
OG0001512	7	7
OG0001513	6	6
OG0001514	5	5
OG0001515	5	5
OG0001516	6	6
OG0001517	4	4
OG0001518	4	3
OG0001519	5	5
OG0001520	6	6
OG0001521	7	7
OG0001522	5	5
OG0001523	6	6
OG0001524	5	5
OG0001525	7	7
OG0001526	6	6
OG0001527	6	6
OG0001528	5	5
OG0001529	3	3
OG0001530	5	5
OG0001531	5	5
OG0001532	7	7
OG0001533	5	5
OG0001534	5	5
OG0001535	7	7
OG0001536	7	7
OG0001537	6	6
OG0001538	5	5
OG0001539	6	6
OG0001540	5	5
OG0001541	3	3
OG0001542	7	7
OG0001543	4	4
OG0001544	5	5
OG0001545	4	4
OG0001546	7	7
OG0001547	7	7
OG0001548	5	5
OG0001549	7	7
OG0001550	6	6
OG0001551	7	7
OG0001552	7	7
OG0001553	7	7
OG0001554	6	6
OG0001555	5	5
OG0001556	5	5
OG0001557	5	5
OG0001558	7	7
OG0001559	7	7
OG0001560	4	4
OG0001561	6	6
OG0001562	5	5
OG0001563	5	5
OG0001564	7	7
OG0001565	4	3
OG0001566	5	5
OG0001567	4	4
OG0001568	6	6
OG0001569	5	5
OG0001570	5	5
OG0001571	4	4
OG0001572	5	5
OG0001573	3	3
OG0001574	5	5
OG0001575	6	6
OG0001576	6	6
OG0001577	5	5
OG0001578	5	5
OG0001579	6	6
OG0001580	6	6
OG0001581	6	6
OG0001582	7	7
OG0001583	6	6
OG0001584	4	4
OG0001585	4	4
OG0001586	5	5
OG0001587	6	6
OG0001588	5	5
OG0001589	4	4
OG0001590	5	5
OG0001591	3	1
OG0001592	7	7
OG0001593	6	6
OG0001594	5	5
OG0001595	5	5
OG0001596	4	3
OG0001597	6	6
OG0001598	5	5
OG0001599	5	5
OG0001600	5	5
OG0001601	6	6
OG0001602	5	5
OG0001603	6	6
OG0001604	5	5
OG0001605	7	7
OG0001606	6	6
OG0001607	6	6
OG0001608	5	5
OG0001609	7	7
OG0001610	5	5
OG0001611	5	5
OG0001612	5	5
OG0001613	4	4
OG0001614	6	6
OG0001615	6	6
OG0001616	7	7
OG0001617	7	7
OG0001618	6	6
OG0001619	5	5
OG0001620	4	4
OG0001621	4	4
OG0001622	4	4
OG0001623	5	5
OG0001624	5	5
OG0001625	5	5
OG0001626	5	5
OG0001627	3	3
OG0001628	5	5
OG0001629	5	5
OG0001630	5	5
OG0001631	5	5
OG0001632	5	5
OG0001633	6	6
OG0001634	5	5
OG0001635	3	3
OG0001636	4	4
OG0001637	7	7
OG0001638	5	5
OG0001639	5	5
OG0001640	3	3
OG0001641	4	4
OG0001642	4	4
OG0001643	3	3
OG0001644	5	5
OG0001645	4	4
OG0001646	5	5
OG0001647	5	5
OG0001648	5	5
OG0001649	5	5
OG0001650	5	5
OG0001651	5	5
OG0001652	5	5
OG0001653	5	5
OG0001654	5	5
OG0001655	5	5
OG0001656	5	5
OG0001657	5	5
OG0001658	5	5
OG0001659	7	7
OG0001660	5	5
OG0001661	6	6
OG0001662	6	6
OG0001663	5	5
OG0001664	5	5
OG0001665	6	6
OG0001666	7	7
OG0001667	7	7
OG0001668	5	5
OG0001669	5	5
OG0001670	5	5
OG0001671	5	5
OG0001672	4	4
OG0001673	4	4
OG0001674	4	4
OG0001675	5	5
OG0001676	4	4
OG0001677	5	5
OG0001678	4	4
OG0001679	5	5
OG0001680	5	5
OG0001681	5	5
OG0001682	5	5
OG0001683	5	5
OG0001684	5	5
OG0001685	5	5
OG0001686	5	5
OG0001687	5	5
OG0001688	5	5
OG0001689	4	4
OG0001690	5	5
OG0001691	7	7
OG0001692	5	5
OG0001693	5	5
OG0001694	5	5
OG0001695	5	5
OG0001696	6	6
OG0001697	5	5
OG0001698	6	6
OG0001699	5	5
OG0001700	4	4
OG0001701	5	5
OG0001702	5	5
OG0001703	5	5
OG0001704	5	5
OG0001705	5	5
OG0001706	5	5
OG0001707	7	7
OG0001708	5	5
OG0001709	5	5
OG0001710	6	6
OG0001711	7	7
OG0001712	5	5
OG0001713	3	3
OG0001714	6	6
OG0001715	7	7
OG0001716	5	5
OG0001717	5	5
OG0001718	4	4
OG0001719	6	6
OG0001720	6	6
OG0001721	5	5
OG0001722	6	6
OG0001723	5	5
OG0001724	6	6
OG0001725	4	4
OG0001726	5	5
OG0001727	6	6
OG0001728	7	7
OG0001729	6	6
OG0001730	7	7
OG0001731	6	6
OG0001732	7	7
OG0001733	6	6
OG0001734	7	7
OG0001735	7	7
OG0001736	6	6
OG0001737	7	7
OG0001738	6	6
OG0001739	7	7
OG0001740	6	6
OG0001741	6	6
OG0001742	6	6
OG0001743	6	6
OG0001744	6	6
OG0001745	5	5
OG0001746	6	6
OG0001747	7	7
OG0001748	7	7
OG0001749	6	6
OG0001750	7	7
OG0001751	7	7
OG0001752	7	7
OG0001753	6	6
OG0001754	6	6
OG0001755	5	5
OG0001756	6	6
OG0001757	6	6
OG0001758	7	7
OG0001759	7	7
OG0001760	7	7
OG0001761	7	7
OG0001762	7	7
OG0001763	7	7
OG0001764	7	7
OG0001765	7	7
OG0001766	7	7
OG0001767	6	6
OG0001768	6	6
OG0001769	7	7
OG0001770	6	6
OG0001771	7	7
OG0001772	7	7
OG0001773	6	6
OG0001774	6	6
OG0001775	7	7
OG0001776	6	6
OG0001777	5	5
OG0001778	7	7
OG0001779	6	6
OG0001780	6	6
OG0001781	7	7
OG0001782	5	5
OG0001783	6	6
OG0001784	7	7
OG0001785	6	6
OG0001786	6	6
OG0001787	6	6
OG0001788	6	6
OG0001789	6	6
OG0001790	7	7
OG0001791	7	7
OG0001792	7	7
OG0001793	7	7
OG0001794	7	7
OG0001795	7	7
OG0001796	7	7
OG0001797	7	7
OG0001798	7	7
OG0001799	7	7
OG0001800	7	7
OG0001801	7	7
OG0001802	7	7
OG0001803	7	7
OG0001804	7	7
OG0001805	7	7
OG0001806	7	7
OG0001807	7	7
OG0001808	7	7
OG0001809	7	7
OG0001810	7	7
OG0001811	7	7
OG0001812	7	7
OG0001813	7	7
OG0001814	7	7
OG0001815	7	7
OG0001816	7	7
OG0001817	7	7
OG0001818	7	7
OG0001819	7	7
OG0001820	7	7
OG0001821	7	7
OG0001822	7	7
OG0001823	7	7
OG0001824	7	7
OG0001825	5	5
OG0001826	6	6
OG0001827	4	4
OG0001828	4	4
OG0001829	4	4
OG0001830	5	5
OG0001831	6	6
OG0001832	3	3
OG0001833	4	4
OG0001834	4	4
OG0001835	2	2
OG0001836	4	4
OG0001837	5	5
OG0001838	6	6
OG0001839	5	5
OG0001840	4	4
OG0001841	4	4
OG0001842	3	3
OG0001843	6	6
OG0001844	6	6
OG0001845	6	6
OG0001846	4	4
OG0001847	6	6
OG0001848	3	3
OG0001849	5	5
OG0001850	4	4
OG0001851	2	2
OG0001852	6	6
OG0001853	6	6
OG0001854	4	4
OG0001855	4	4
OG0001856	4	4
OG0001857	5	5
OG0001858	6	6
OG0001859	4	4
OG0001860	6	6
OG0001861	6	6
OG0001862	4	4
OG0001863	6	6
OG0001864	6	6
OG0001865	4	4
OG0001866	6	6
OG0001867	4	4
OG0001868	4	4
OG0001869	3	3
OG0001870	4	4
OG0001871	6	6
OG0001872	4	4
OG0001873	5	5
OG0001874	6	6
OG0001875	5	5
OG0001876	4	4
OG0001877	6	6
OG0001878	3	3
OG0001879	5	5
OG0001880	5	5
OG0001881	6	6
OG0001882	6	6
OG0001883	6	6
OG0001884	6	6
OG0001885	5	5
OG0001886	6	6
OG0001887	6	6
OG0001888	6	6
OG0001889	6	6
OG0001890	5	5
OG0001891	4	4
OG0001892	3	3
OG0001893	5	5
OG0001894	2	2
OG0001895	4	4
OG0001896	5	5
OG0001897	4	4
OG0001898	4	4
OG0001899	3	3
OG0001900	3	2
OG0001901	6	6
OG0001902	4	4
OG0001903	4	4
OG0001904	4	4
OG0001905	4	4
OG0001906	4	4
OG0001907	6	6
OG0001908	6	6
OG0001909	4	4
OG0001910	6	6
OG0001911	3	3
OG0001912	3	3
OG0001913	4	4
OG0001914	6	6
OG0001915	6	6
OG0001916	4	4
OG0001917	5	5
OG0001918	4	4
OG0001919	4	4
OG0001920	4	4
OG0001921	5	5
OG0001922	5	5
OG0001923	4	4
OG0001924	5	5
OG0001925	6	6
OG0001926	4	4
OG0001927	4	4
OG0001928	4	4
OG0001929	4	4
OG0001930	2	2
OG0001931	6	6
OG0001932	3	3
OG0001933	3	2
OG0001934	4	4
OG0001935	4	4
OG0001936	6	6
OG0001937	6	6
OG0001938	6	6
OG0001939	5	5
OG0001940	6	6
OG0001941	4	4
OG0001942	4	4
OG0001943	4	4
OG0001944	6	6
OG0001945	5	5
OG0001946	4	4
OG0001947	4	4
OG0001948	5	5
OG0001949	5	5
OG0001950	4	4
OG0001951	6	6
OG0001952	4	4
OG0001953	5	5
OG0001954	6	6
OG0001955	5	5
OG0001956	4	4
OG0001957	2	2
OG0001958	3	3
OG0001959	5	5
OG0001960	3	3
OG0001961	4	4
OG0001962	5	5
OG0001963	4	4
OG0001964	6	6
OG0001965	5	5
OG0001966	5	5
OG0001967	4	4
OG0001968	3	3
OG0001969	4	4
OG0001970	5	5
OG0001971	5	5
OG0001972	4	4
OG0001973	5	5
OG0001974	5	5
OG0001975	4	4
OG0001976	4	4
OG0001977	4	4
OG0001978	4	4
OG0001979	5	5
OG0001980	3	3
OG0001981	5	5
OG0001982	4	4
OG0001983	4	4
OG0001984	5	5
OG0001985	4	4
OG0001986	4	4
OG0001987	4	4
OG0001988	4	4
OG0001989	6	6
OG0001990	5	5
OG0001991	3	3
OG0001992	4	4
OG0001993	6	6
OG0001994	5	5
OG0001995	5	5
OG0001996	4	4
OG0001997	3	3
OG0001998	6	6
OG0001999	5	5
OG0002000	6	6
OG0002001	6	6
OG0002002	4	4
OG0002003	4	4
OG0002004	3	3
OG0002005	3	3
OG0002006	4	4
OG0002007	4	4
OG0002008	6	6
OG0002009	4	4
OG0002010	3	3
OG0002011	6	6
OG0002012	4	4
OG0002013	4	4
OG0002014	3	3
OG0002015	4	4
OG0002016	4	4
OG0002017	4	4
OG0002018	4	4
OG0002019	2	2
OG0002020	4	4
OG0002021	4	4
OG0002022	6	6
OG0002023	5	5
OG0002024	4	4
OG0002025	4	4
OG0002026	3	3
OG0002027	5	5
OG0002028	4	4
OG0002029	4	4
OG0002030	4	4
OG0002031	5	5
OG0002032	5	5
OG0002033	2	2
OG0002034	5	5
OG0002035	4	4
OG0002036	4	4
OG0002037	4	4
OG0002038	4	4
OG0002039	4	4
OG0002040	3	3
OG0002041	3	3
OG0002042	5	5
OG0002043	4	4
OG0002044	5	5
OG0002045	4	4
OG0002046	4	4
OG0002047	4	4
OG0002048	4	4
OG0002049	5	5
OG0002050	4	4
OG0002051	4	4
OG0002052	4	4
OG0002053	4	4
OG0002054	4	4
OG0002055	4	4
OG0002056	4	4
OG0002057	6	6
OG0002058	4	4
OG0002059	2	2
OG0002060	6	6
OG0002061	6	6
OG0002062	4	4
OG0002063	3	3
OG0002064	6	6
OG0002065	6	6
OG0002066	3	3
OG0002067	4	4
OG0002068	4	4
OG0002069	4	4
OG0002070	4	4
OG0002071	4	4
OG0002072	3	3
OG0002073	4	4
OG0002074	2	2
OG0002075	4	4
OG0002076	4	4
OG0002077	4	4
OG0002078	4	4
OG0002079	4	4
OG0002080	4	4
OG0002081	4	4
OG0002082	4	4
OG0002083	5	5
OG0002084	4	4
OG0002085	5	5
OG0002086	4	4
OG0002087	4	4
OG0002088	4	4
OG0002089	4	4
OG0002090	4	4
OG0002091	5	5
OG0002092	5	5
OG0002093	3	3
OG0002094	4	4
OG0002095	4	4
OG0002096	4	4
OG0002097	4	4
OG0002098	5	5
OG0002099	3	3
OG0002100	4	4
OG0002101	4	4
OG0002102	5	5
OG0002103	4	4
OG0002104	6	6
OG0002105	4	4
OG0002106	3	2
OG0002107	4	4
OG0002108	4	4
OG0002109	3	3
OG0002110	6	6
OG0002111	4	4
OG0002112	4	4
OG0002113	4	4
OG0002114	4	4
OG0002115	4	4
OG0002116	3	3
OG0002117	5	5
OG0002118	2	2
OG0002119	3	3
OG0002120	6	6
OG0002121	4	4
OG0002122	5	5
OG0002123	5	5
OG0002124	4	4
OG0002125	5	5
OG0002126	5	5
OG0002127	4	4
OG0002128	6	6
OG0002129	4	4
OG0002130	5	5
OG0002131	4	4
OG0002132	4	4
OG0002133	4	4
OG0002134	4	4
OG0002135	5	5
OG0002136	2	2
OG0002137	2	2
OG0002138	4	4
OG0002139	5	5
OG0002140	4	4
OG0002141	4	4
OG0002142	5	5
OG0002143	4	4
OG0002144	3	3
OG0002145	6	6
OG0002146	4	4
OG0002147	4	4
OG0002148	4	4
OG0002149	4	4
OG0002150	4	4
OG0002151	5	5
OG0002152	5	5
OG0002153	5	5
OG0002154	2	2
OG0002155	3	3
OG0002156	3	3
OG0002157	4	4
OG0002158	4	4
OG0002159	4	4
OG0002160	4	4
OG0002161	4	4
OG0002162	3	3
OG0002163	4	4
OG0002164	5	5
OG0002165	4	4
OG0002166	6	6
OG0002167	4	4
OG0002168	4	4
OG0002169	5	5
OG0002170	4	4
OG0002171	4	4
OG0002172	4	4
OG0002173	5	5
OG0002174	4	4
OG0002175	5	5
OG0002176	4	4
OG0002177	4	4
OG0002178	3	3
OG0002179	3	3
OG0002180	4	4
OG0002181	4	4
OG0002182	5	5
OG0002183	3	3
OG0002184	4	4
OG0002185	4	4
OG0002186	3	3
OG0002187	4	4
OG0002188	5	5
OG0002189	3	3
OG0002190	4	4
OG0002191	4	4
OG0002192	4	4
OG0002193	4	4
OG0002194	5	5
OG0002195	4	4
OG0002196	5	5
OG0002197	5	5
OG0002198	4	4
OG0002199	4	4
OG0002200	2	2
OG0002201	4	4
OG0002202	4	4
OG0002203	3	3
OG0002204	6	6
OG0002205	3	3
OG0002206	4	4
OG0002207	4	4
OG0002208	3	3
OG0002209	4	4
OG0002210	4	4
OG0002211	4	4
OG0002212	4	4
OG0002213	5	5
OG0002214	3	3
OG0002215	4	4
OG0002216	4	4
OG0002217	4	4
OG0002218	4	4
OG0002219	4	4
OG0002220	5	5
OG0002221	4	4
OG0002222	5	5
OG0002223	3	3
OG0002224	5	5
OG0002225	4	4
OG0002226	4	4
OG0002227	5	5
OG0002228	5	5
OG0002229	3	3
OG0002230	5	5
OG0002231	6	6
OG0002232	5	5
OG0002233	5	5
OG0002234	6	6
OG0002235	6	6
OG0002236	6	6
OG0002237	6	6
OG0002238	6	6
OG0002239	6	6
OG0002240	5	5
OG0002241	6	6
OG0002242	5	5
OG0002243	6	6
OG0002244	6	6
OG0002245	6	6
OG0002246	6	6
OG0002247	6	6
OG0002248	6	6
OG0002249	6	6
OG0002250	5	5
OG0002251	6	6
OG0002252	6	6
OG0002253	5	5
OG0002254	6	6
OG0002255	6	6
OG0002256	6	6
OG0002257	5	5
OG0002258	6	6
OG0002259	6	6
OG0002260	6	6
OG0002261	6	6
OG0002262	6	6
OG0002263	6	6
OG0002264	5	5
OG0002265	6	6
OG0002266	5	5
OG0002267	5	5
OG0002268	6	6
OG0002269	6	6
OG0002270	5	5
OG0002271	6	6
OG0002272	6	6
OG0002273	5	5
OG0002274	6	6
OG0002275	5	5
OG0002276	5	5
OG0002277	6	6
OG0002278	6	6
OG0002279	5	5
OG0002280	6	6
OG0002281	5	5
OG0002282	6	6
OG0002283	6	6
OG0002284	5	5
OG0002285	5	5
OG0002286	5	5
OG0002287	6	6
OG0002288	5	5
OG0002289	5	5
OG0002290	5	5
OG0002291	6	6
OG0002292	6	6
OG0002293	5	5
OG0002294	6	6
OG0002295	6	6
OG0002296	6	6
OG0002297	6	6
OG0002298	5	5
OG0002299	5	5
OG0002300	5	5
OG0002301	5	5
OG0002302	5	5
OG0002303	5	5
OG0002304	6	6
OG0002305	5	5
OG0002306	6	6
OG0002307	5	5
OG0002308	5	5
OG0002309	5	5
OG0002310	5	5
OG0002311	5	5
OG0002312	5	5
OG0002313	6	6
OG0002314	5	5
OG0002315	5	5
OG0002316	5	5
OG0002317	5	5
OG0002318	5	5
OG0002319	5	5
OG0002320	6	6
OG0002321	6	6
OG0002322	6	6
OG0002323	6	6
OG0002324	6	6
OG0002325	6	6
OG0002326	6	6
OG0002327	6	6
OG0002328	6	6
OG0002329	6	6
OG0002330	6	6
OG0002331	6	6
OG0002332	6	6
OG0002333	6	6
OG0002334	6	6
OG0002335	6	6
OG0002336	6	6
OG0002337	6	6
OG0002338	6	6
OG0002339	6	6
OG0002340	6	6
OG0002341	6	6
OG0002342	6	6
OG0002343	6	6
OG0002344	6	6
OG0002345	6	6
OG0002346	6	6
OG0002347	6	6
OG0002348	6	6
OG0002349	6	6
OG0002350	6	6
OG0002351	6	6
OG0002352	6	6
OG0002353	6	6
OG0002354	6	6
OG0002355	6	6
OG0002356	6	6
OG0002357	6	6
OG0002358	6	6
OG0002359	6	6
OG0002360	6	6
OG0002361	6	6
OG0002362	6	6
OG0002363	6	6
OG0002364	6	6
OG0002365	6	6
OG0002366	6	6
OG0002367	6	6
OG0002368	6	6
OG0002369	6	6
OG0002370	6	6
OG0002371	4	4
OG0002372	3	3
OG0002373	5	5
OG0002374	3	3
OG0002375	3	3
OG0002376	5	5
OG0002377	5	5
OG0002378	5	5
OG0002379	2	2
OG0002380	3	3
OG0002381	3	3
OG0002382	3	3
OG0002383	4	4
OG0002384	4	4
OG0002385	3	3
OG0002386	3	3
OG0002387	5	5
OG0002388	3	3
OG0002389	3	3
OG0002390	3	3
OG0002391	2	2
OG0002392	4	4
OG0002393	3	3
OG0002394	4	4
OG0002395	5	5
OG0002396	4	4
OG0002397	5	5
OG0002398	3	3
OG0002399	4	4
OG0002400	5	5
OG0002401	4	4
OG0002402	4	4
OG0002403	5	5
OG0002404	3	3
OG0002405	5	5
OG0002406	3	3
OG0002407	5	5
OG0002408	3	3
OG0002409	5	5
OG0002410	3	3
OG0002411	5	5
OG0002412	3	3
OG0002413	5	5
OG0002414	3	3
OG0002415	4	4
OG0002416	5	5
OG0002417	5	5
OG0002418	5	5
OG0002419	5	5
OG0002420	4	4
OG0002421	2	2
OG0002422	2	1
OG0002423	5	5
OG0002424	5	5
OG0002425	5	5
OG0002426	4	4
OG0002427	4	4
OG0002428	4	4
OG0002429	4	4
OG0002430	4	4
OG0002431	2	2
OG0002432	3	3
OG0002433	5	5
OG0002434	3	3
OG0002435	4	4
OG0002436	3	3
OG0002437	3	3
OG0002438	3	3
OG0002439	3	3
OG0002440	5	5
OG0002441	5	5
OG0002442	3	3
OG0002443	4	4
OG0002444	2	2
OG0002445	3	3
OG0002446	3	3
OG0002447	3	3
OG0002448	5	5
OG0002449	3	3
OG0002450	3	3
OG0002451	3	3
OG0002452	4	4
OG0002453	2	2
OG0002454	3	3
OG0002455	3	3
OG0002456	3	3
OG0002457	3	3
OG0002458	3	3
OG0002459	3	3
OG0002460	4	4
OG0002461	3	3
OG0002462	3	3
OG0002463	5	5
OG0002464	2	2
OG0002465	5	5
OG0002466	5	5
OG0002467	5	5
OG0002468	4	4
OG0002469	4	4
OG0002470	3	3
OG0002471	4	4
OG0002472	4	4
OG0002473	5	5
OG0002474	5	5
OG0002475	5	5
OG0002476	3	3
OG0002477	3	3
OG0002478	3	3
OG0002479	5	5
OG0002480	3	3
OG0002481	4	4
OG0002482	3	3
OG0002483	3	3
OG0002484	5	5
OG0002485	5	5
OG0002486	3	3
OG0002487	3	3
OG0002488	3	3
OG0002489	3	3
OG0002490	2	2
OG0002491	3	3
OG0002492	3	3
OG0002493	3	3
OG0002494	1	1
OG0002495	2	2
OG0002496	2	2
OG0002497	3	3
OG0002498	3	3
OG0002499	5	5
OG0002500	3	3
OG0002501	4	4
OG0002502	3	3
OG0002503	3	3
OG0002504	2	2
OG0002505	3	3
OG0002506	3	3
OG0002507	4	4
OG0002508	3	3
OG0002509	3	3
OG0002510	3	3
OG0002511	5	5
OG0002512	2	2
OG0002513	5	5
OG0002514	3	3
OG0002515	3	3
OG0002516	3	3
OG0002517	3	3
OG0002518	3	3
OG0002519	2	2
OG0002520	3	3
OG0002521	2	2
OG0002522	3	3
OG0002523	2	2
OG0002524	3	3
OG0002525	3	3
OG0002526	3	3
OG0002527	3	3
OG0002528	2	2
OG0002529	3	3
OG0002530	4	4
OG0002531	3	3
OG0002532	3	3
OG0002533	5	5
OG0002534	4	4
OG0002535	3	3
OG0002536	3	3
OG0002537	4	4
OG0002538	5	5
OG0002539	3	3
OG0002540	4	4
OG0002541	3	3
OG0002542	2	2
OG0002543	3	3
OG0002544	5	5
OG0002545	3	3
OG0002546	4	4
OG0002547	3	3
OG0002548	4	4
OG0002549	3	3
OG0002550	3	3
OG0002551	3	3
OG0002552	3	3
OG0002553	3	3
OG0002554	4	4
OG0002555	3	3
OG0002556	3	3
OG0002557	5	5
OG0002558	4	4
OG0002559	4	4
OG0002560	5	5
OG0002561	3	3
OG0002562	3	3
OG0002563	3	3
OG0002564	3	3
OG0002565	3	3
OG0002566	3	3
OG0002567	3	3
OG0002568	3	3
OG0002569	3	3
OG0002570	3	3
OG0002571	3	3
OG0002572	3	3
OG0002573	3	3
OG0002574	3	3
OG0002575	3	3
OG0002576	3	3
OG0002577	3	3
OG0002578	3	3
OG0002579	5	5
OG0002580	4	4
OG0002581	3	3
OG0002582	3	3
OG0002583	5	5
OG0002584	5	5
OG0002585	2	2
OG0002586	3	3
OG0002587	5	5
OG0002588	5	5
OG0002589	5	5
OG0002590	5	5
OG0002591	3	3
OG0002592	4	4
OG0002593	3	3
OG0002594	3	3
OG0002595	3	3
OG0002596	3	3
OG0002597	3	3
OG0002598	4	4
OG0002599	3	3
OG0002600	4	4
OG0002601	3	3
OG0002602	4	4
OG0002603	3	3
OG0002604	5	5
OG0002605	5	5
OG0002606	2	1
OG0002607	5	5
OG0002608	3	3
OG0002609	2	2
OG0002610	4	4
OG0002611	3	3
OG0002612	3	3
OG0002613	3	3
OG0002614	1	1
OG0002615	3	3
OG0002616	2	2
OG0002617	3	3
OG0002618	3	3
OG0002619	3	3
OG0002620	3	3
OG0002621	4	4
OG0002622	2	2
OG0002623	4	4
OG0002624	3	3
OG0002625	4	4
OG0002626	3	3
OG0002627	3	3
OG0002628	3	3
OG0002629	4	4
OG0002630	4	4
OG0002631	4	4
OG0002632	4	4
OG0002633	4	4
OG0002634	3	3
OG0002635	4	4
OG0002636	4	4
OG0002637	3	3
OG0002638	3	3
OG0002639	3	3
OG0002640	4	4
OG0002641	3	3
OG0002642	3	3
OG0002643	3	3
OG0002644	3	3
OG0002645	4	4
OG0002646	4	4
OG0002647	3	3
OG0002648	3	3
OG0002649	3	3
OG0002650	3	3
OG0002651	3	3
OG0002652	3	3
OG0002653	3	3
OG0002654	3	3
OG0002655	4	4
OG0002656	4	4
OG0002657	3	3
OG0002658	3	3
OG0002659	2	2
OG0002660	3	3
OG0002661	4	4
OG0002662	4	4
OG0002663	3	3
OG0002664	3	3
OG0002665	3	3
OG0002666	4	4
OG0002667	1	1
OG0002668	3	3
OG0002669	2	2
OG0002670	3	3
OG0002671	3	3
OG0002672	3	3
OG0002673	5	5
OG0002674	3	3
OG0002675	4	4
OG0002676	2	2
OG0002677	3	3
OG0002678	3	3
OG0002679	3	3
OG0002680	2	2
OG0002681	3	3
OG0002682	4	4
OG0002683	3	3
OG0002684	5	5
OG0002685	3	3
OG0002686	3	3
OG0002687	4	4
OG0002688	4	4
OG0002689	3	3
OG0002690	3	3
OG0002691	4	4
OG0002692	3	3
OG0002693	3	3
OG0002694	5	5
OG0002695	3	3
OG0002696	3	3
OG0002697	3	3
OG0002698	3	3
OG0002699	3	3
OG0002700	2	2
OG0002701	3	3
OG0002702	3	3
OG0002703	3	3
OG0002704	3	3
OG0002705	3	3
OG0002706	4	4
OG0002707	3	3
OG0002708	3	3
OG0002709	3	3
OG0002710	3	3
OG0002711	3	3
OG0002712	3	3
OG0002713	3	3
OG0002714	3	3
OG0002715	3	3
OG0002716	5	5
OG0002717	2	2
OG0002718	3	3
OG0002719	5	5
OG0002720	3	3
OG0002721	3	3
OG0002722	3	3
OG0002723	3	3
OG0002724	3	3
OG0002725	3	3
OG0002726	3	3
OG0002727	3	3
OG0002728	5	5
OG0002729	2	2
OG0002730	3	3
OG0002731	3	3
OG0002732	3	3
OG0002733	3	3
OG0002734	3	3
OG0002735	2	2
OG0002736	5	5
OG0002737	5	5
OG0002738	3	3
OG0002739	3	3
OG0002740	3	3
OG0002741	3	3
OG0002742	3	3
OG0002743	3	3
OG0002744	3	3
OG0002745	4	4
OG0002746	2	2
OG0002747	3	3
OG0002748	3	3
OG0002749	5	5
OG0002750	2	2
OG0002751	5	5
OG0002752	3	3
OG0002753	2	2
OG0002754	3	3
OG0002755	3	3
OG0002756	3	3
OG0002757	3	3
OG0002758	2	2
OG0002759	4	4
OG0002760	3	3
OG0002761	3	3
OG0002762	4	4
OG0002763	4	4
OG0002764	4	4
OG0002765	4	4
OG0002766	2	2
OG0002767	4	4
OG0002768	4	4
OG0002769	4	4
OG0002770	4	4
OG0002771	3	3
OG0002772	5	5
OG0002773	5	5
OG0002774	3	3
OG0002775	3	3
OG0002776	2	2
OG0002777	3	3
OG0002778	1	1
OG0002779	3	3
OG0002780	4	4
OG0002781	2	2
OG0002782	3	3
OG0002783	3	3
OG0002784	3	3
OG0002785	2	2
OG0002786	3	3
OG0002787	3	3
OG0002788	2	2
OG0002789	5	5
OG0002790	3	3
OG0002791	3	3
