"X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","species"
2890,809200,"Cluster_15775","FUN_043133",0.940892648805206,0.0170965189072738,0.844400311580421,168,-20.39,"2 22","513 537",22,"72.73%","81.82%","A. pulchra"
2968,834343,"Cluster_5981","FUN_037136",0.965113242711184,0.00778106354057353,0.677079544727381,157,-21.13,"2 22","48 70",20,"60.00%","80.00%","A. pulchra"
2971,836137,"Cluster_5981","FUN_002626",-0.980027543260989,0.00337812497848748,0.545343267336266,153,-20.47,"2 22","475 497",20,"65.00%","70.00%","A. pulchra"
2993,842717,"Cluster_2463","FUN_019853",0.913377051820482,0.0302035752460684,0.922979388371587,155,-20.89,"2 21","436 454",19,"73.68%","84.21%","A. pulchra"
3002,844523,"Cluster_10051","FUN_022389",0.99711235936688,0.000186191723320705,0.393371538720933,164,-21.19,"2 19","474 494",17,"82.35%","88.24%","A. pulchra"
3009,846060,"Cluster_17776","FUN_004275",0.90561694605623,0.034310646508512,0.950736619239696,145,-22.92,"2 10","667 688",8,"100.00%","100.00%","A. pulchra"
3018,849101,"Cluster_16409","FUN_020726",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
3055,856349,"Cluster_15340","FUN_029642",0.880340901416551,0.0487865044012962,0.96546924320845,157,-21.2,"2 19","835 858",19,"73.68%","78.95%","A. pulchra"
3074,864219,"Cluster_10057","FUN_005127",0.913288973765842,0.0302492419807902,0.922979388371587,157,-20.39,"2 19","610 632",18,"77.78%","77.78%","A. pulchra"
3093,867611,"Cluster_10051","FUN_029089",0.978580789954302,0.00375092828341026,0.545343267336266,147,-20.05,"2 17","243 265",16,"68.75%","81.25%","A. pulchra"
3120,873728,"Cluster_4220","FUN_029569",0.89053071415118,0.0427572118172664,0.96546924320845,163,-21.41,"2 17","783 807",18,"83.33%","83.33%","A. pulchra"
3160,887063,"Cluster_3366","FUN_014822",0.888310868864341,0.0440491206471639,0.96546924320845,170,-22.31,"2 23","30 53",21,"71.43%","80.95%","A. pulchra"
3166,888632,"Cluster_10051","FUN_040273",-0.971023628272827,0.00589526287201513,0.633716525723998,147,-21.84,"2 21","647 671",22,"59.09%","72.73%","A. pulchra"
3190,897061,"Cluster_10419","FUN_037853",-0.911992092573669,0.0309242064091859,0.924732751073243,163,-20.25,"2 21","339 364",23,"73.91%","73.91%","A. pulchra"
3201,898999,"Cluster_3437","FUN_015054",-0.925932783067388,0.0239269919652675,0.911947326397717,168,-20.64,"2 22","932 955",21,"76.19%","80.95%","A. pulchra"
3274,927827,"Cluster_10051","FUN_028533",0.978580789954302,0.00375092828341026,0.545343267336266,171,-20.94,"2 21","838 860",20,"80.00%","85.00%","A. pulchra"
3286,931573,"Cluster_10093","FUN_004824",0.892231247691693,0.0417758333428006,0.96546924320845,159,-21.49,"2 21","655 678",21,"66.67%","80.95%","A. pulchra"
3305,935189,"Cluster_3366","FUN_034461",0.888310868864341,0.0440491206471639,0.96546924320845,174,-21.35,"2 23","394 415",21,"85.71%","85.71%","A. pulchra"
3310,937329,"Cluster_1862","FUN_022873",0.900403409925386,0.0371623981684278,0.96546924320845,172,-21.74,"2 21","202 225",19,"68.42%","94.74%","A. pulchra"
3320,940973,"Cluster_10207","FUN_024260",-0.946398188227218,0.0147767891703283,0.801301622128722,149,-22.38,"2 19","365 386",18,"61.11%","83.33%","A. pulchra"
3342,950591,"Cluster_2463","FUN_002930",-0.892464843933718,0.0416415916519815,0.96546924320845,179,-25.95,"2 21","743 765",20,"85.00%","90.00%","A. pulchra"
3343,950750,"Cluster_3366","FUN_002935",0.909204539208535,0.0323910575218071,0.936038830949265,161,-22.35,"2 19","423 450",21,"71.43%","80.95%","A. pulchra"
3362,956011,"Cluster_1951","FUN_014499",0.947520043695962,0.0143177722601088,0.789685182794853,164,-20.1,"2 18","970 994",19,"78.95%","84.21%","A. pulchra"
3367,957164,"Cluster_15340","FUN_009243",-0.898144042659504,0.038420626879773,0.96546924320845,167,-20.43,"2 21","344 366",20,"75.00%","85.00%","A. pulchra"
3369,958231,"Cluster_1826","FUN_021020",0.960566003787893,0.00934446304885304,0.717681557663573,163,-20.28,"2 21","614 636",20,"70.00%","85.00%","A. pulchra"
3395,966540,"Cluster_1862","FUN_034095",0.979159544197398,0.00360024762062114,0.545343267336266,173,-21.21,"2 23","973 998",23,"73.91%","82.61%","A. pulchra"
3435,977708,"Cluster_10051","FUN_018974",0.972275921067839,0.00551829871221388,0.615122200582249,155,-23.11,"2 21","894 920",24,"62.50%","75.00%","A. pulchra"
3451,981536,"Cluster_14402","FUN_027471",-0.88954103184429,0.0433316800971623,0.96546924320845,167,-20.73,"2 20","263 284",18,"77.78%","83.33%","A. pulchra"
3461,982582,"Cluster_5981","FUN_006649",0.960485624156678,0.0093729338037559,0.717681557663573,164,-20.99,"2 21","741 763",19,"73.68%","78.95%","A. pulchra"
3462,982611,"Cluster_2859","FUN_008226",0.895056470766271,0.040161512926661,0.96546924320845,147,-21.37,"2 22","216 241",23,"65.22%","69.57%","A. pulchra"
3463,982664,"Cluster_10207","FUN_041591",-0.897545558605285,0.0387561505122677,0.96546924320845,152,-20.33,"2 17","688 708",15,"73.33%","80.00%","A. pulchra"
3499,989673,"Cluster_3367","FUN_014272",-0.91834045230983,0.027666353073052,0.914225011702335,167,-21.86,"2 21","660 685",21,"76.19%","80.95%","A. pulchra"
3501,990146,"Cluster_5899","FUN_022343",-0.909992510834645,0.0319742081854053,0.932459259600562,141,-20.02,"2 21","671 700",27,"59.26%","70.37%","A. pulchra"
3541,1001217,"Cluster_3367","FUN_033784",-0.91626070905909,0.0287207716793092,0.922979388371587,165,-20.2,"2 23","125 149",22,"68.18%","81.82%","A. pulchra"
3542,1001217,"Cluster_3367","FUN_033784",-0.91626070905909,0.0287207716793092,0.922979388371587,165,-20.2,"2 23","221 245",22,"68.18%","81.82%","A. pulchra"
3559,1008089,"Cluster_10051","FUN_025386",0.881625074602777,0.0480128801489673,0.96546924320845,163,-20.65,"2 21","501 524",21,"71.43%","80.95%","A. pulchra"
3563,1009357,"Cluster_18728","FUN_038206",-0.958719638413883,0.0100055624471572,0.717681557663573,166,-24.41,"2 21","39 59",19,"78.95%","84.21%","A. pulchra"
3571,1010215,"Cluster_18728","FUN_024038",-0.911178110011102,0.0313502797344718,0.927986962503855,148,-21.59,"2 21","309 330",19,"63.16%","68.42%","A. pulchra"
3609,1018068,"Cluster_4254","FUN_012901",0.988405531088292,0.00149607509505869,0.545343267336266,154,-20.34,"2 20","44 68",21,"66.67%","76.19%","A. pulchra"
3626,1025210,"Cluster_10051","FUN_025954",0.993639608434193,0.0006083378812905,0.5367636898854,157,-22.18,"2 21","349 368",19,"73.68%","78.95%","A. pulchra"
3639,1029703,"Cluster_15316","FUN_031240",0.987112716818925,0.00175280902511889,0.545343267336266,162,-20.32,"2 21","502 528",24,"75.00%","75.00%","A. pulchra"
3653,1034701,"Cluster_15928","FUN_016389",0.995492213564925,0.000363065499834431,0.404569712307988,161,-20.09,"2 20","379 399",18,"77.78%","83.33%","A. pulchra"
3673,1040927,"Cluster_10051","FUN_024899",0.915868778083621,0.0289208946311854,0.922979388371587,154,-22.44,"2 21","529 549",19,"63.16%","84.21%","A. pulchra"
3677,1042457,"Cluster_15340","FUN_035393",0.91524425740246,0.0292407010865815,0.922979388371587,167,-21.77,"2 20","389 410",18,"72.22%","88.89%","A. pulchra"
3703,1050863,"Cluster_3366","FUN_013441",0.979485291299236,0.00351634071926723,0.545343267336266,149,-20.43,"2 23","674 696",22,"63.64%","81.82%","A. pulchra"
3707,1052775,"Cluster_3367","FUN_008843",-0.91834045230983,0.027666353073052,0.914225011702335,159,-20.06,"2 19","819 842",18,"77.78%","88.89%","A. pulchra"
3756,1064912,"Cluster_10051","FUN_007609",0.978580789954302,0.00375092828341026,0.545343267336266,165,-22.11,"2 19","612 634",18,"77.78%","88.89%","A. pulchra"
3768,1067918,"Cluster_10207","FUN_002414",0.954522788231191,0.0115621781208051,0.756417382372095,158,-21.67,"2 20","966 987",19,"68.42%","84.21%","A. pulchra"
3778,1069437,"Cluster_10057","FUN_014681",0.895870705214726,0.0397000351374173,0.96546924320845,146,-26.12,"2 21","721 747",24,"62.50%","70.83%","A. pulchra"
3796,1075199,"Cluster_3366","FUN_004088",-0.966338509909935,0.00737613387218483,0.677079544727381,156,-20.9,"2 23","778 803",23,"60.87%","82.61%","A. pulchra"
3808,1081799,"Cluster_10051","FUN_002849",0.934958820164893,0.0197166645265629,0.868390424516277,158,-21.97,"2 21","278 301",21,"66.67%","85.71%","A. pulchra"
3818,1083401,"Cluster_10207","FUN_033146",0.887810016126512,0.0443422908372885,0.96546924320845,163,-20.26,"2 20","544 564",18,"72.22%","83.33%","A. pulchra"
3820,1083813,"Cluster_1862","FUN_042954",0.932985492712366,0.0206144935084305,0.878945978594776,181,-26.27,"2 23","489 513",22,"77.27%","90.91%","A. pulchra"
3824,1085953,"Cluster_18728","FUN_013759",-0.958719638413883,0.0100055624471573,0.717681557663573,158,-24.04,"2 19","277 298",17,"76.47%","76.47%","A. pulchra"
3851,1096618,"Cluster_5981","FUN_035870",0.916117604887988,0.0287937899747496,0.922979388371587,160,-24.02,"2 21","188 210",19,"63.16%","84.21%","A. pulchra"
3856,1098606,"Cluster_5900","FUN_043410",-0.983031019325006,0.00264672589177186,0.545343267336266,162,-22.31,"2 21","364 388",22,"77.27%","77.27%","A. pulchra"
3863,1099824,"Cluster_14768","FUN_009178",0.900311733131256,0.0372131918096321,0.96546924320845,150,-21.65,"2 17","304 323",15,"80.00%","80.00%","A. pulchra"
3872,1101321,"Cluster_19193","FUN_028837",0.887017169597595,0.0448076363337118,0.96546924320845,163,-24.66,"2 21","641 663",20,"70.00%","85.00%","A. pulchra"
3904,1110493,"Cluster_3250","FUN_006081",0.977388854104582,0.00406760929145233,0.545343267336266,175,-25.52,"2 21","845 867",20,"80.00%","90.00%","A. pulchra"
3934,1118342,"Cluster_10051","FUN_019442",0.972405796451194,0.00547967560671656,0.613503054224958,177,-24.59,"2 19","405 428",19,"89.47%","89.47%","A. pulchra"
3942,1121365,"Cluster_18728","FUN_028974",-0.976242455648011,0.00438008401342708,0.562617375579486,140,-21.49,"2 9","745 766",7,"100.00%","100.00%","A. pulchra"
3951,1123380,"Cluster_14768","FUN_004001",0.90728549040468,0.0334134693550686,0.945140915113237,141,-20.67,"2 20","11 30",18,"61.11%","72.22%","A. pulchra"
3972,1129639,"Cluster_1951","FUN_032813",-0.962521932705698,0.00866050057254566,0.701026172436446,171,-22.89,"2 21","848 871",21,"76.19%","85.71%","A. pulchra"
3973,1129653,"Cluster_10057","FUN_032813",-0.881994926886044,0.0477907964799245,0.96546924320845,163,-22.16,"2 21","157 180",21,"71.43%","80.95%","A. pulchra"
3987,1134951,"Cluster_4254","FUN_017754",0.886778167844242,0.0449482155556408,0.96546924320845,168,-22.69,"2 21","721 742",19,"68.42%","89.47%","A. pulchra"
4004,1137910,"Cluster_3250","FUN_022647",0.903449463979565,0.0354873946135757,0.957075830429796,145,-20.32,"2 15","98 124",18,"72.22%","72.22%","A. pulchra"
4006,1138374,"Cluster_1862","FUN_008116",0.91706870951821,0.0283096136141049,0.91953372332968,173,-23.1,"2 23","749 773",22,"72.73%","86.36%","A. pulchra"
4011,1139452,"Cluster_15775","FUN_014246",0.950621043656932,0.0130738520743087,0.766084851142397,160,-23.26,"2 22","494 519",23,"65.22%","78.26%","A. pulchra"
4016,1140620,"Cluster_15340","FUN_037537",-0.946073573195481,0.0149104864517547,0.804033725844593,147,-20.9,"2 18","863 889",21,"71.43%","71.43%","A. pulchra"
4081,1158818,"Cluster_4220","FUN_037094",-0.886999888942687,0.0448177960148634,0.96546924320845,171,-22.96,"2 21","293 315",20,"80.00%","85.00%","A. pulchra"
4082,1158893,"Cluster_3366","FUN_037096",0.904505747275725,0.0349123426242964,0.954386929517051,157,-20.21,"2 23","204 228",22,"59.09%","81.82%","A. pulchra"
4087,1160258,"Cluster_3366","FUN_033570",0.888310868864341,0.0440491206471639,0.96546924320845,166,-20.34,"2 19","448 471",17,"82.35%","82.35%","A. pulchra"
4092,1161210,"Cluster_14768","FUN_041715",-0.921640748295058,0.0260194246904613,0.914225011702335,161,-22.11,"2 19","50 71",18,"77.78%","83.33%","A. pulchra"
4119,1168533,"Cluster_5900","FUN_012178",0.881648160791344,0.0479990081541277,0.96546924320845,167,-21.27,"2 21","703 725",20,"75.00%","85.00%","A. pulchra"
4121,1168734,"Cluster_10228","FUN_020870",-0.953881825789136,0.0118063234017635,0.762650818673689,157,-22.53,"2 22","152 171",20,"70.00%","80.00%","A. pulchra"
4130,1171053,"Cluster_19193","FUN_022469",0.96824479400018,0.00676046735214234,0.666067915013961,169,-21.37,"2 18","178 199",16,"81.25%","93.75%","A. pulchra"
4151,1174830,"Cluster_17776","FUN_024551",0.932825108812303,0.0206880329376491,0.879870949718888,160,-24.25,"2 21","59 80",19,"68.42%","78.95%","A. pulchra"
4177,1181108,"Cluster_16409","FUN_022664",0.920139320216983,0.0267646365114796,0.914225011702335,158,-20.96,"2 21","335 358",21,"71.43%","80.95%","A. pulchra"
4190,1186583,"Cluster_3366","FUN_039988",0.888310868864341,0.0440491206471639,0.96546924320845,142,-20.37,"2 23","98 127",27,"59.26%","74.07%","A. pulchra"
4202,1190068,"Cluster_10419","FUN_024475",0.89396845619105,0.0407808022661076,0.96546924320845,156,-21.08,"2 21","665 686",19,"68.42%","73.68%","A. pulchra"
4228,1196575,"Cluster_5981","FUN_000484",0.965113242711184,0.00778106354057353,0.677079544727381,157,-20.81,"2 22","47 69",20,"60.00%","80.00%","A. pulchra"
4229,1196596,"Cluster_18728","FUN_000484",-0.958719638413883,0.0100055624471572,0.717681557663573,140,-20.11,"2 9","920 941",7,"100.00%","100.00%","A. pulchra"
4272,1206552,"Cluster_3367","FUN_005665",-0.91834045230983,0.027666353073052,0.914225011702335,152,-20.85,"2 21","339 362",19,"57.89%","78.95%","A. pulchra"
4321,1218324,"Cluster_1862","FUN_017622",0.995693532787135,0.000339027428145737,0.393371538720933,163,-20.35,"2 21","739 763",20,"70.00%","85.00%","A. pulchra"
4346,1225084,"Cluster_5981","FUN_018376",0.991502576852876,0.000939096871218252,0.545343267336266,150,-21.35,"2 22","580 600",20,"65.00%","75.00%","A. pulchra"
4347,1225105,"Cluster_18728","FUN_018376",-0.972117222602966,0.00556561459709215,0.617565644211579,159,-21.71,"2 20","264 285",18,"72.22%","77.78%","A. pulchra"
4424,1249141,"Cluster_3437","FUN_040150",-0.889776610742124,0.0431947159208035,0.96546924320845,170,-23.09,"2 22","707 731",23,"78.26%","82.61%","A. pulchra"
4449,1255287,"Cluster_17776","FUN_038158",0.963064629680728,0.00847377040471592,0.696194485773984,157,-21.61,"2 14","88 109",12,"83.33%","100.00%","A. pulchra"
4477,1264991,"Cluster_15340","FUN_016048",0.916573884352466,0.0285611834742794,0.921903701075914,155,-22.43,"2 21","46 64",19,"73.68%","84.21%","A. pulchra"
4483,1268028,"Cluster_10228","FUN_025704",-0.922782863821467,0.0254571137119184,0.914225011702335,148,-21.08,"2 22","575 593",20,"70.00%","70.00%","A. pulchra"
4492,1270769,"Cluster_16409","FUN_020627",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
4507,1273738,"Cluster_18728","FUN_031987",-0.917789916417764,0.0279442357385929,0.916241285095535,158,-20.9,"2 19","491 512",17,"76.47%","76.47%","A. pulchra"
4542,1283082,"Cluster_10228","FUN_014575",0.942458837384802,0.0164254553264028,0.834900929840595,157,-21.71,"2 20","704 725",18,"72.22%","83.33%","A. pulchra"
4556,1288596,"Cluster_18723","FUN_023141",-0.926481193360391,0.0236637382302026,0.911947326397717,158,-21.46,"2 20","196 221",22,"68.18%","77.27%","A. pulchra"
4563,1290240,"Cluster_1862","FUN_026831",0.997716478496002,0.000130946140340583,0.393371538720933,176,-23,"2 21","134 157",19,"68.42%","100.00%","A. pulchra"
4566,1290401,"Cluster_3366","FUN_026837",0.888310868864341,0.0440491206471639,0.96546924320845,160,-22.19,"2 18","650 674",17,"76.47%","88.24%","A. pulchra"
4593,1297226,"Cluster_3366","FUN_013919",0.888310868864341,0.0440491206471639,0.96546924320845,162,-24.19,"2 23","779 802",21,"66.67%","76.19%","A. pulchra"
4620,1303885,"Cluster_18728","FUN_018740",-0.958719638413883,0.0100055624471572,0.717681557663573,155,-25.54,"2 21","7 30",21,"66.67%","76.19%","A. pulchra"
4622,1304177,"Cluster_10051","FUN_025322",0.897880908055453,0.0385680315035593,0.96546924320845,158,-21.18,"2 21","727 750",21,"71.43%","80.95%","A. pulchra"
4631,1306000,"Cluster_3250","FUN_006054",0.977388854104582,0.00406760929145233,0.545343267336266,175,-25.52,"2 21","103 125",20,"80.00%","90.00%","A. pulchra"
4638,1307092,"Cluster_3250","FUN_032653",0.947230938750294,0.0144356099915736,0.79284365320448,154,-21.61,"2 17","838 858",15,"80.00%","86.67%","A. pulchra"
20,6882,"Cluster_15726","Peve_00027432",-0.99995514319204,0.00602991134659825,0.573710369894872,156,-20.62,"2 21","242 264",22,"72.73%","77.27%","P. evermanni"
44,14502,"Cluster_4629","Peve_00017735",0.997938030915672,0.0408894104551393,0.909359886114279,145,-20.33,"2 20","661 685",21,"66.67%","71.43%","P. evermanni"
68,27725,"Cluster_1167","Peve_00020387",0.997608159669892,0.0440400511406639,0.923878309135209,156,-20.73,"2 21","935 956",19,"68.42%","73.68%","P. evermanni"
76,30063,"Cluster_796","Peve_00020926",0.99976239721897,0.0138780829858655,0.720093853779252,161,-25.6,"2 21","197 216",19,"78.95%","78.95%","P. evermanni"
84,33114,"Cluster_13502","Peve_00015952",0.997844556977271,0.0418062711782387,0.909359886114279,162,-21.27,"2 19","471 492",17,"76.47%","82.35%","P. evermanni"
126,48373,"Cluster_15890","Peve_00013095",-0.99757658370632,0.0443299128918105,0.926127022176621,180,-23.84,"2 21","676 697",19,"84.21%","89.47%","P. evermanni"
146,55677,"Cluster_4629","Peve_00034505",0.997938030915673,0.0408894104551382,0.909359886114279,158,-20.97,"2 20","824 846",19,"68.42%","84.21%","P. evermanni"
179,67107,"Cluster_4629","Peve_00029667",0.997938030915673,0.0408894104551382,0.909359886114279,154,-20.44,"2 19","313 334",17,"70.59%","76.47%","P. evermanni"
197,73083,"Cluster_796","Peve_00031940",-0.999663016871668,0.0165276609923165,0.773377054133803,155,-20.27,"2 21","182 200",19,"78.95%","78.95%","P. evermanni"
217,76890,"Cluster_9149","Peve_00008275",1,0,0,159,-24.67,"2 20","190 211",18,"66.67%","83.33%","P. evermanni"
218,77225,"Cluster_1167","Peve_00008279",0.999909726776791,0.00855416971793915,0.573710369894872,146,-21.82,"2 20","557 582",22,"63.64%","68.18%","P. evermanni"
232,82142,"Cluster_6904","Peve_00026650",-0.998173851896017,0.0384794833063837,0.909359886114279,147,-20.08,"2 21","106 132",24,"58.33%","70.83%","P. evermanni"
260,96762,"Cluster_4629","Peve_00010128",0.997938030915672,0.0408894104551393,0.909359886114279,142,-20.17,"2 20","86 111",22,"59.09%","68.18%","P. evermanni"
265,98974,"Cluster_6906","Peve_00029665",-0.997478929018431,0.0452146257420912,0.931728931996319,159,-21.73,"2 21","933 956",21,"71.43%","76.19%","P. evermanni"
289,104070,"Cluster_9149","Peve_00034585",1,9.48637384723993e-09,6.86838308108347e-06,147,-22.51,"2 12","409 430",10,"80.00%","100.00%","P. evermanni"
318,113861,"Cluster_4115","Peve_00008964",-0.999794894490907,0.0128941051315395,0.697679744941,171,-22.26,"2 20","61 82",18,"77.78%","88.89%","P. evermanni"
326,116692,"Cluster_2854","Peve_00023739",0.999976082283725,0.004403072548434,0.54328949385489,157,-22.98,"2 20","334 359",22,"72.73%","77.27%","P. evermanni"
374,129732,"Cluster_15726","Peve_00020651",-0.998224476405987,0.0379422100483605,0.909359886114279,149,-26.8,"2 21","742 771",27,"66.67%","70.37%","P. evermanni"
382,131180,"Cluster_1167","Peve_00027965",0.999909726776791,0.00855416971793389,0.573710369894872,147,-23.67,"2 18","436 460",19,"68.42%","78.95%","P. evermanni"
388,134740,"Cluster_4080","Peve_00002333",-0.99984182162055,0.0113233363162533,0.656276085828034,159,-25.73,"2 21","460 487",25,"64.00%","76.00%","P. evermanni"
407,143130,"Cluster_9149","Peve_00032772",1,9.48637384723993e-09,6.86838308108347e-06,141,-20.73,"2 14","548 569",12,"66.67%","83.33%","P. evermanni"
410,143952,"Cluster_15726","Peve_00027699",-0.99781061214271,0.0421342959844262,0.911075865480802,168,-24.61,"2 21","27 48",19,"78.95%","78.95%","P. evermanni"
483,174605,"Cluster_1167","Peve_00023767",0.999909726776791,0.00855416971793389,0.573710369894872,158,-20.46,"2 21","87 107",19,"73.68%","78.95%","P. evermanni"
495,178686,"Cluster_11134","Peve_00030028",-0.999412779421733,0.0218181040468405,0.829411399113453,170,-26.78,"2 20","224 247",20,"75.00%","90.00%","P. evermanni"
505,180718,"Cluster_15890","Peve_00015742",-0.998127395584257,0.0389660099841794,0.909359886114279,157,-20.18,"2 21","849 868",19,"73.68%","78.95%","P. evermanni"
514,183430,"Cluster_4080","Peve_00017580",-0.999998957645573,0.000919184867929113,0.240277133272295,167,-21.45,"2 20","777 798",18,"77.78%","83.33%","P. evermanni"
542,194790,"Cluster_9149","Peve_00037587",-0.997642761939907,0.0437202051657,0.921378164792108,140,-21.11,"2 9","365 386",7,"100.00%","100.00%","P. evermanni"
578,207546,"Cluster_2787","Peve_00040680",0.999851452010528,0.0109732149417988,0.647820986329688,170,-24.52,"2 21","126 149",21,"80.95%","85.71%","P. evermanni"
614,217355,"Cluster_1167","Peve_00043419",0.999909726776791,0.00855416971793389,0.573710369894872,158,-20.65,"2 20","290 312",19,"73.68%","78.95%","P. evermanni"
617,219011,"Cluster_14999","Peve_00024854",-0.999571546587002,0.0186364175217764,0.782669382293497,163,-20.02,"2 21","853 876",21,"71.43%","80.95%","P. evermanni"
686,241292,"Cluster_589","Peve_00035783",-0.997488611107799,0.0451276831430894,0.931124593466766,163,-30.37,"2 21","547 571",22,"72.73%","77.27%","P. evermanni"
708,245130,"Cluster_5882","Peve_00018121",-0.998399871033844,0.0360189079935825,0.909359886114279,165,-20.08,"2 19","46 68",18,"83.33%","83.33%","P. evermanni"
717,247755,"Cluster_9149","Peve_00006544",0.999971585054582,0.00479920788265011,0.551398425649056,145,-20.18,"2 10","1 16",8,"100.00%","100.00%","P. evermanni"
735,251715,"Cluster_9149","Peve_00022361",-0.999345600152943,0.0230324640380137,0.844680676561554,160,-24.22,"2 13","11 32",11,"100.00%","100.00%","P. evermanni"
745,254636,"Cluster_8884","Peve_00013542",-0.998136715854457,0.0388688885892676,0.909359886114279,161,-21.36,"2 19","214 238",21,"76.19%","76.19%","P. evermanni"
762,259292,"Cluster_589","Peve_00034862",-0.996949252337422,0.0497403384974724,0.952281411175107,155,-23.55,"2 12","279 300",10,"100.00%","100.00%","P. evermanni"
771,262985,"Cluster_1167","Peve_00004995",0.999909726776791,0.00855416971793389,0.573710369894872,142,-20.57,"2 11","93 114",9,"88.89%","88.89%","P. evermanni"
774,264339,"Cluster_4079","Peve_00015748",-0.999044377811527,0.0278338206502373,0.899469696283718,149,-22.68,"2 20","227 252",22,"68.18%","72.73%","P. evermanni"
799,275360,"Cluster_1167","Peve_00041754",0.999909726776791,0.00855416971793389,0.573710369894872,142,-20.26,"2 11","782 803",9,"88.89%","88.89%","P. evermanni"
805,276672,"Cluster_4629","Peve_00014587",0.997938030915673,0.0408894104551382,0.909359886114279,160,-22.43,"2 21","545 566",19,"68.42%","78.95%","P. evermanni"
810,278224,"Cluster_10934","Peve_00042220",0.998758250045999,0.0317290557481559,0.903929377050813,155,-22.16,"2 21","131 158",25,"64.00%","72.00%","P. evermanni"
814,279455,"Cluster_1167","Peve_00031993",0.999909726776791,0.00855416971793915,0.573710369894872,148,-22.03,"2 20","269 290",19,"68.42%","78.95%","P. evermanni"
841,287330,"Cluster_1167","Peve_00024388",0.999909726776791,0.00855416971793389,0.573710369894872,151,-23.33,"2 12","579 600",10,"90.00%","100.00%","P. evermanni"
869,299350,"Cluster_4080","Peve_00031324",0.999992290678624,0.00249978970397961,0.417409525382424,171,-20.17,"2 20","9 30",18,"77.78%","88.89%","P. evermanni"
877,301536,"Cluster_11134","Peve_00035315",0.997089150362585,0.0485859177132707,0.947668828184205,163,-24.46,"2 21","718 740",20,"75.00%","80.00%","P. evermanni"
894,309296,"Cluster_4115","Peve_00043301",-0.999473741771815,0.0206544492090428,0.814021076298899,169,-22.8,"2 19","351 374",19,"78.95%","89.47%","P. evermanni"
919,318519,"Cluster_4079","Peve_00030841",-0.997945022574284,0.0408200045387614,0.909359886114279,160,-22.37,"2 13","341 362",11,"100.00%","100.00%","P. evermanni"
922,320510,"Cluster_6914","Peve_00006285",0.999973885825882,0.00460080910062486,0.545608313504719,158,-20.29,"2 20","107 128",19,"73.68%","78.95%","P. evermanni"
931,325234,"Cluster_6906","Peve_00011900",0.999023739066517,0.0281328295255526,0.902005420309698,157,-22.41,"2 18","850 871",16,"75.00%","81.25%","P. evermanni"
972,339627,"Cluster_4629","Peve_00021553",0.997938030915672,0.0408894104551393,0.909359886114279,150,-20.07,"2 20","95 120",22,"63.64%","72.73%","P. evermanni"
977,341743,"Cluster_4735","Peve_00013205",-0.999762368280092,0.013878928135551,0.720093853779252,158,-24.01,"2 21","196 221",23,"73.91%","73.91%","P. evermanni"
999,355185,"Cluster_16738","Peve_00032724",0.999974190676381,0.00457387578916138,0.54328949385489,169,-21.23,"2 18","554 575",16,"87.50%","87.50%","P. evermanni"
1008,358953,"Cluster_10061","Peve_00031409",0.999873400436456,0.0101301483856458,0.62545365403098,161,-20.62,"2 18","964 985",16,"75.00%","87.50%","P. evermanni"
1028,366321,"Cluster_7053","Peve_00013596",0.999599711713374,0.0180134147972475,0.782669382293497,155,-20.38,"2 20","415 434",18,"72.22%","88.89%","P. evermanni"
1059,379805,"Cluster_1167","Peve_00043468",0.999909726776791,0.00855416971793915,0.573710369894872,155,-21.49,"2 21","742 764",20,"70.00%","75.00%","P. evermanni"
1147,415245,"Cluster_9149","Peve_00008133",-0.999965637301935,0.00527764279292991,0.551398425649056,164,-20.98,"2 20","190 209",18,"83.33%","83.33%","P. evermanni"
1172,423595,"Cluster_4080","Peve_00001878",-0.997498841901557,0.045035631247519,0.930829896493262,169,-21.99,"2 20","37 57",18,"83.33%","88.89%","P. evermanni"
1211,436980,"Cluster_9149","Peve_00036519",-0.999042227116386,0.0278651290317038,0.899642249848007,145,-20.73,"2 16","885 905",14,"71.43%","85.71%","P. evermanni"
1225,442932,"Cluster_15726","Peve_00030612",1,1.34157585525081e-08,8.89340150118664e-06,159,-23.05,"2 21","67 89",20,"70.00%","80.00%","P. evermanni"
1230,445219,"Cluster_10934","Peve_00037399",0.998758250045998,0.0317290557481601,0.903929377050813,171,-22.4,"2 20","479 500",18,"83.33%","83.33%","P. evermanni"
1291,469717,"Cluster_2854","Peve_00038107",-0.997755955103144,0.042657179825614,0.914411088077857,148,-20.08,"2 15","945 965",13,"84.62%","84.62%","P. evermanni"
1302,472110,"Cluster_5882","Peve_00034300",-0.999810125119312,0.0124061134927224,0.685998477593919,160,-22.36,"2 17","412 433",15,"73.33%","93.33%","P. evermanni"
1311,475702,"Cluster_2854","Peve_00019126",-0.997565388064538,0.0444322335382886,0.926725506280974,174,-25.76,"2 21","237 260",21,"80.95%","90.48%","P. evermanni"
