"X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","species"
1685,486363,"Cluster_17776","FUN_043641",-0.233993537669237,0.704811709683902,0.998649612991003,144,-21.54,"2 17","238 259",15,"66.67%","73.33%","A. pulchra"
1686,487204,"Cluster_5981","FUN_022147",0.0734890844392791,0.906515082300291,0.998649612991003,161,-23.63,"2 22","48 70",20,"65.00%","80.00%","A. pulchra"
1687,487360,"Cluster_5981","FUN_040606",-0.116546703721058,0.851944753603472,0.998649612991003,162,-20.51,"2 22","42 65",22,"77.27%","77.27%","A. pulchra"
1688,487620,"Cluster_1862","FUN_012995",-0.214875969927941,0.728531585783709,0.998649612991003,159,-21.06,"2 23","450 474",23,"69.57%","78.26%","A. pulchra"
1689,487864,"Cluster_5012","FUN_012992",-0.0697180128120523,0.911304232386184,0.998649612991003,154,-20.06,"2 20","826 850",22,"63.64%","77.27%","A. pulchra"
1690,487943,"Cluster_5899","FUN_009929",-0.49575764202777,0.395686678197809,0.998649612991003,154,-22.73,"2 20","857 884",24,"66.67%","70.83%","A. pulchra"
1691,489185,"Cluster_3366","FUN_028935",-0.314931850629638,0.605746997038317,0.998649612991003,164,-21.99,"2 22","359 384",22,"68.18%","81.82%","A. pulchra"
1692,489186,"Cluster_3367","FUN_028935",0.108651150661611,0.861933725952529,0.998649612991003,164,-21.99,"2 22","359 384",22,"68.18%","81.82%","A. pulchra"
1693,489469,"Cluster_10093","FUN_021894",0.185715455897826,0.764906119267806,0.998649612991003,147,-21.75,"2 21","82 109",25,"56.00%","72.00%","A. pulchra"
1694,489544,"Cluster_5981","FUN_039073",0.965113242711184,0.00778106354057353,0.677079544727381,149,-20.65,"2 22","50 72",20,"55.00%","75.00%","A. pulchra"
1695,490209,"Cluster_10057","FUN_027303",-0.108502780017074,0.862121520488858,0.998649612991003,163,-23.01,"2 20","704 725",18,"72.22%","83.33%","A. pulchra"
1696,490415,"Cluster_15851","FUN_016744",0.735190255060659,0.156921904304777,0.998649612991003,167,-20.79,"2 21","609 631",20,"80.00%","80.00%","A. pulchra"
1697,490763,"Cluster_15340","FUN_038886",0.755536272915822,0.139653387041532,0.998649612991003,157,-22.65,"2 21","106 125",19,"73.68%","78.95%","A. pulchra"
1698,491582,"Cluster_15340","FUN_014674",0.649812962537513,0.235255806894799,0.998649612991003,149,-21.06,"2 19","967 990",19,"68.42%","73.68%","A. pulchra"
1699,491738,"Cluster_15340","FUN_023377",-0.187541426379305,0.762622068913373,0.998649612991003,160,-20.81,"2 18","636 658",17,"82.35%","82.35%","A. pulchra"
1700,492456,"Cluster_1862","FUN_019369",0.519140222563273,0.370034068921785,0.998649612991003,165,-22.21,"2 18","385 408",16,"81.25%","87.50%","A. pulchra"
1701,492555,"Cluster_14768","FUN_019363",-0.0663114375652046,0.915631572580602,0.998649612991003,154,-20.4,"2 19","79 99",17,"64.71%","82.35%","A. pulchra"
1702,493183,"Cluster_15775","FUN_025434",-0.606589856791019,0.278065460509069,0.998649612991003,169,-20.15,"2 20","825 846",18,"77.78%","94.44%","A. pulchra"
1703,493942,"Cluster_3250","FUN_034796",0.669417973304432,0.216495322359347,0.998649612991003,167,-21.7,"2 21","629 653",22,"72.73%","81.82%","A. pulchra"
1704,494496,"Cluster_5900","FUN_030691",0.891045279573933,0.0424594923654875,0.96546924320845,158,-20.68,"2 17","463 483",15,"86.67%","86.67%","A. pulchra"
1705,494651,"Cluster_5899","FUN_038069",-0.0809838213712005,0.897001015004359,0.998649612991003,161,-20.46,"2 20","487 510",20,"75.00%","85.00%","A. pulchra"
1706,494769,"Cluster_5900","FUN_038061",0.224181974469626,0.716971898033243,0.998649612991003,159,-20.14,"2 16","342 363",14,"78.57%","92.86%","A. pulchra"
1707,495215,"Cluster_16409","FUN_036937",-0.125114541018611,0.841115806517293,0.998649612991003,146,-20.93,"2 21","462 478",19,"68.42%","73.68%","A. pulchra"
1708,495287,"Cluster_15340","FUN_036931",-0.348565905996443,0.565350424218497,0.998649612991003,149,-21.47,"2 21","556 580",23,"69.57%","69.57%","A. pulchra"
1709,495344,"Cluster_2463","FUN_036933",0.761325090714079,0.134849639761095,0.998649612991003,175,-24.91,"2 20","551 572",18,"83.33%","88.89%","A. pulchra"
1710,495641,"Cluster_15851","FUN_030522",0.612989334765538,0.271607628108027,0.998649612991003,168,-21.04,"2 19","129 153",20,"85.00%","85.00%","A. pulchra"
1711,495870,"Cluster_14768","FUN_023326",0.162908578651746,0.793499510475221,0.998649612991003,150,-20.48,"2 20","538 561",21,"61.90%","76.19%","A. pulchra"
1712,495870,"Cluster_14768","FUN_023326",0.162908578651746,0.793499510475221,0.998649612991003,150,-20.48,"2 20","620 643",21,"61.90%","76.19%","A. pulchra"
1713,495872,"Cluster_15340","FUN_023326",-0.0389826965830474,0.950378263152484,0.998649612991003,162,-22.46,"2 21","515 535",19,"73.68%","84.21%","A. pulchra"
1714,496379,"Cluster_15340","FUN_007293",-0.031030594932583,0.96049696093404,0.998649612991003,152,-24.73,"2 20","664 685",19,"73.68%","78.95%","A. pulchra"
1715,496571,"Cluster_14402","FUN_036202",0.57150787838223,0.314157021851773,0.998649612991003,156,-21.72,"2 18","715 739",19,"68.42%","84.21%","A. pulchra"
1716,497268,"Cluster_10057","FUN_018392",0.255136135313745,0.678710137097286,0.998649612991003,161,-20.83,"2 19","846 868",18,"72.22%","88.89%","A. pulchra"
1717,497364,"Cluster_18723","FUN_034240",-0.00284600712584269,0.996376356074564,0.999586996043856,170,-20.27,"2 21","966 986",19,"84.21%","84.21%","A. pulchra"
1718,497499,"Cluster_5900","FUN_033187",0.591539342371827,0.293408863654865,0.998649612991003,160,-20.67,"2 20","294 313",18,"77.78%","83.33%","A. pulchra"
1719,497656,"Cluster_5981","FUN_033181",-0.0608166384419483,0.922613611285858,0.998649612991003,156,-20.68,"2 22","124 143",20,"75.00%","80.00%","A. pulchra"
1720,497695,"Cluster_5981","FUN_033180",-0.344016310132099,0.570784730856377,0.998649612991003,156,-20.68,"2 22","510 529",20,"75.00%","80.00%","A. pulchra"
1721,497968,"Cluster_5981","FUN_006650",0.637689189918856,0.247068119991752,0.998649612991003,164,-20.99,"2 21","296 318",19,"73.68%","78.95%","A. pulchra"
1722,498046,"Cluster_5981","FUN_006656",0.792031949834415,0.110228581904475,0.998649612991003,159,-22.09,"2 22","557 578",20,"70.00%","80.00%","A. pulchra"
1723,498145,"Cluster_18728","FUN_008230",-0.47843950435816,0.414943686122431,0.998649612991003,157,-26.29,"2 15","93 115",14,"85.71%","92.86%","A. pulchra"
1724,498179,"Cluster_16409","FUN_032580",-0.824817992535198,0.0856669889383454,0.998649612991003,146,-20.93,"2 21","369 385",19,"68.42%","73.68%","A. pulchra"
1725,498634,"Cluster_10093","FUN_042995",0.185715455897826,0.764906119267806,0.998649612991003,168,-26.08,"2 17","397 418",15,"80.00%","100.00%","A. pulchra"
1726,498673,"Cluster_10093","FUN_042996",-0.364967721908798,0.545841537469677,0.998649612991003,168,-26.08,"2 17","397 418",15,"80.00%","100.00%","A. pulchra"
1727,499347,"Cluster_15854","FUN_041871",0.279399101340889,0.648942215395309,0.998649612991003,176,-20.23,"2 21","196 218",19,"78.95%","89.47%","A. pulchra"
1728,499832,"Cluster_3366","FUN_040833",0.801827209028373,0.102694993769158,0.998649612991003,161,-22.8,"2 22","223 246",20,"60.00%","85.00%","A. pulchra"
1729,499833,"Cluster_3367","FUN_040833",0.0220234831809138,0.971961097285438,0.998649612991003,161,-24.95,"2 22","223 246",20,"60.00%","85.00%","A. pulchra"
1730,500199,"Cluster_14768","FUN_000722",0.636301846257066,0.248429796086502,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%","A. pulchra"
1731,500277,"Cluster_14768","FUN_000724",-0.301444245220863,0.622083912818802,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%","A. pulchra"
1732,500733,"Cluster_4254","FUN_000894",0.663417507147287,0.222191537897525,0.998649612991003,176,-22.88,"2 21","32 53",19,"78.95%","89.47%","A. pulchra"
1733,500786,"Cluster_15340","FUN_029434",-0.0646838338777617,0.917699451866208,0.998649612991003,162,-22.73,"2 21","866 886",19,"68.42%","89.47%","A. pulchra"
1734,501070,"Cluster_18728","FUN_029433",-0.311747362364167,0.609597425559981,0.998649612991003,161,-26.61,"2 21","548 569",20,"80.00%","80.00%","A. pulchra"
1735,501696,"Cluster_19193","FUN_016319",-0.721560645678564,0.168811903586348,0.998649612991003,164,-20.12,"2 21","695 716",19,"68.42%","84.21%","A. pulchra"
1736,502259,"Cluster_10051","FUN_013799",0.863323258567139,0.059397142587543,0.965603825811459,152,-22.29,"2 18","370 392",17,"76.47%","76.47%","A. pulchra"
1737,502664,"Cluster_16409","FUN_023178",0.823110509662826,0.0868988863991237,0.998649612991003,160,-21.68,"2 21","862 880",19,"73.68%","84.21%","A. pulchra"
1738,502704,"Cluster_17776","FUN_023173",0.031473278269291,0.959933594325696,0.998649612991003,160,-29.82,"2 21","968 989",19,"68.42%","78.95%","A. pulchra"
1739,503170,"Cluster_15928","FUN_028473",0.420551622738328,0.480768759797656,0.998649612991003,150,-20.92,"2 16","30 55",18,"72.22%","77.78%","A. pulchra"
1740,503241,"Cluster_14768","FUN_041052",-0.573723685994984,0.311844091648642,0.998649612991003,161,-27.14,"2 18","266 286",16,"81.25%","81.25%","A. pulchra"
1741,503763,"Cluster_19193","FUN_039776",0.157278414300096,0.800575587557659,0.998649612991003,176,-24.83,"2 21","845 866",19,"78.95%","89.47%","A. pulchra"
1742,503918,"Cluster_18772","FUN_025638",0.794038830476928,0.108671994153115,0.998649612991003,152,-20.54,"2 20","565 593",24,"70.83%","75.00%","A. pulchra"
1743,503943,"Cluster_14768","FUN_025637",-0.760795525478268,0.13528702167579,0.998649612991003,178,-30.41,"2 19","409 429",17,"88.24%","94.12%","A. pulchra"
1744,503945,"Cluster_15340","FUN_025637",-0.122985068382867,0.843806192439363,0.998649612991003,162,-20.98,"2 21","246 271",23,"69.57%","82.61%","A. pulchra"
1745,504190,"Cluster_18728","FUN_018932",-0.254320930839592,0.679713848351444,0.998649612991003,145,-24.85,"2 21","888 904",19,"73.68%","73.68%","A. pulchra"
1746,504294,"Cluster_14768","FUN_024589",-0.266672601102769,0.664530290892149,0.998649612991003,154,-24.48,"2 16","581 604",17,"76.47%","82.35%","A. pulchra"
1747,504296,"Cluster_15340","FUN_024589",0.853745879391332,0.0656494924030289,0.981412724379191,160,-28.32,"2 21","954 973",19,"78.95%","84.21%","A. pulchra"
1748,504333,"Cluster_14768","FUN_024588",-0.0604105125152241,0.923129756092206,0.998649612991003,154,-24.48,"2 16","581 604",17,"76.47%","82.35%","A. pulchra"
1749,504335,"Cluster_15340","FUN_024588",0.856208931711082,0.0640229350321663,0.977218815750528,160,-28.32,"2 21","954 973",19,"78.95%","84.21%","A. pulchra"
1750,504706,"Cluster_3250","FUN_014264",0.269824797984683,0.66066388708947,0.998649612991003,171,-22.03,"2 21","720 744",22,"72.73%","86.36%","A. pulchra"
1751,504709,"Cluster_3437","FUN_014264",0.62097607089259,0.263604895134297,0.998649612991003,170,-21.48,"2 22","724 746",21,"76.19%","90.48%","A. pulchra"
1752,504995,"Cluster_14402","FUN_043159",0.414699576293095,0.487538919063625,0.998649612991003,156,-21.5,"2 21","843 864",19,"68.42%","73.68%","A. pulchra"
1753,505115,"Cluster_15340","FUN_025184",0.108646767145346,0.86193927417869,0.998649612991003,152,-24.73,"2 20","408 429",19,"73.68%","78.95%","A. pulchra"
1754,506142,"Cluster_19193","FUN_015137",0.864741512908508,0.0584880499531409,0.96546924320845,169,-21.72,"2 20","821 841",18,"83.33%","88.89%","A. pulchra"
1755,506422,"Cluster_3250","FUN_014110",0.405045859631463,0.498750452855924,0.998649612991003,163,-20.28,"2 17","254 276",16,"81.25%","93.75%","A. pulchra"
1756,506914,"Cluster_15928","FUN_031636",-0.719266255493459,0.170837960005146,0.998649612991003,165,-23.51,"2 20","328 348",18,"77.78%","88.89%","A. pulchra"
1757,507262,"Cluster_15775","FUN_031211",-0.266332160816741,0.664948076449397,0.998649612991003,172,-22.19,"2 22","47 70",21,"76.19%","85.71%","A. pulchra"
1758,508086,"Cluster_17776","FUN_027119",-0.498648369970614,0.392493275015015,0.998649612991003,150,-27.07,"2 21","174 199",23,"65.22%","73.91%","A. pulchra"
1759,508216,"Cluster_3250","FUN_029667",0.0570398218665247,0.927414044016092,0.998649612991003,151,-22.03,"2 21","202 225",21,"66.67%","71.43%","A. pulchra"
1760,509017,"Cluster_15775","FUN_004251",0.647610246773538,0.23739019093989,0.998649612991003,159,-22.19,"2 22","941 969",26,"69.23%","73.08%","A. pulchra"
1761,510111,"Cluster_15854","FUN_012397",0.263874492804854,0.66796531292061,0.998649612991003,181,-24.28,"2 18","453 475",16,"93.75%","100.00%","A. pulchra"
1762,510512,"Cluster_1832","FUN_006304",0.305431484875958,0.617246566203586,0.998649612991003,174,-21.32,"2 19","25 45",17,"88.24%","88.24%","A. pulchra"
1763,510780,"Cluster_18723","FUN_035473",-0.149379836099398,0.810513422903836,0.998649612991003,155,-20.37,"2 21","165 188",21,"71.43%","71.43%","A. pulchra"
1764,510920,"Cluster_10207","FUN_035476",0.0618505030224982,0.921299732350777,0.998649612991003,158,-23,"2 20","899 920",19,"73.68%","78.95%","A. pulchra"
1765,511125,"Cluster_15854","FUN_026519",-0.294668257725306,0.630319216631796,0.998649612991003,172,-20.98,"2 17","25 47",15,"93.33%","93.33%","A. pulchra"
1766,511149,"Cluster_5900","FUN_016120",-0.726366392732446,0.164590892836252,0.998649612991003,162,-23.43,"2 21","481 504",21,"76.19%","80.95%","A. pulchra"
1767,511361,"Cluster_16409","FUN_031576",-0.487358470090439,0.404999582429574,0.998649612991003,162,-22.64,"2 16","394 416",15,"86.67%","93.33%","A. pulchra"
1768,511478,"Cluster_16409","FUN_031571",0.989849332448064,0.00122578245722519,0.545343267336266,161,-21.44,"2 15","403 425",14,"92.86%","92.86%","A. pulchra"
1769,511517,"Cluster_16409","FUN_031573",0.297674008403467,0.626663878255016,0.998649612991003,168,-25.77,"2 18","366 388",17,"88.24%","88.24%","A. pulchra"
1770,511556,"Cluster_16409","FUN_020708",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","108 130",19,"78.95%","89.47%","A. pulchra"
1771,511634,"Cluster_16409","FUN_020701",0.680477662501479,0.206105149874625,0.998649612991003,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
1772,511673,"Cluster_16409","FUN_020702",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
1773,511712,"Cluster_16409","FUN_020705",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
1774,511751,"Cluster_16409","FUN_020704",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","109 131",19,"78.95%","89.47%","A. pulchra"
1775,511790,"Cluster_16409","FUN_020706",0.912436100242777,0.0306925837127653,0.922979388371587,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
1776,512716,"Cluster_10419","FUN_008377",0.537959284996304,0.349693950207025,0.998649612991003,154,-24.28,"2 21","942 967",23,"69.57%","73.91%","A. pulchra"
1777,513071,"Cluster_15340","FUN_000145",0.0382490156088329,0.951311718005089,0.998649612991003,154,-20.65,"2 20","710 733",20,"65.00%","80.00%","A. pulchra"
1778,513188,"Cluster_15340","FUN_000146",0.047411547622821,0.939656366085227,0.998649612991003,154,-20.65,"2 20","710 733",20,"65.00%","80.00%","A. pulchra"
1779,513578,"Cluster_15340","FUN_007737",-0.48879271357632,0.4034057290942,0.998649612991003,168,-22.35,"2 19","676 696",17,"82.35%","94.12%","A. pulchra"
1780,514017,"Cluster_18723","FUN_034376",0.0865760058397001,0.889905866549068,0.998649612991003,155,-24.59,"2 20","560 578",18,"77.78%","77.78%","A. pulchra"
1781,514036,"Cluster_5981","FUN_032795",-0.455093793492803,0.441230639987098,0.998649612991003,162,-20.27,"2 22","257 277",20,"75.00%","80.00%","A. pulchra"
1782,514138,"Cluster_1826","FUN_013967",0.204473343458347,0.741482136170626,0.998649612991003,172,-20.25,"2 20","141 160",18,"88.89%","88.89%","A. pulchra"
1783,514580,"Cluster_5899","FUN_033223",-0.378103611180482,0.530313761174209,0.998649612991003,157,-20.33,"2 20","164 188",21,"71.43%","80.95%","A. pulchra"
1784,515060,"Cluster_15340","FUN_005093",0.906659813531637,0.033749004138785,0.94668977834888,155,-20.53,"2 21","669 692",21,"66.67%","76.19%","A. pulchra"
1785,515343,"Cluster_18723","FUN_004119",-0.361963624315262,0.549404874967703,0.998649612991003,150,-20.95,"2 11","375 396",9,"100.00%","100.00%","A. pulchra"
1786,515502,"Cluster_19193","FUN_003722",0.273845408796868,0.655737459691088,0.998649612991003,149,-21.25,"2 19","9 31",18,"72.22%","72.22%","A. pulchra"
1787,515879,"Cluster_15340","FUN_026553",0.637230927878188,0.24751767959598,0.998649612991003,150,-20.55,"2 20","602 625",20,"55.00%","85.00%","A. pulchra"
1788,515891,"Cluster_18772","FUN_026553",0.907139286332059,0.0334917787925308,0.945544188656538,162,-21.04,"2 22","340 362",21,"76.19%","80.95%","A. pulchra"
1789,516025,"Cluster_5981","FUN_034790",0.143481302095116,0.817942705083382,0.998649612991003,157,-20.26,"2 20","636 657",18,"72.22%","83.33%","A. pulchra"
1790,516614,"Cluster_10207","FUN_028252",0.321350886954458,0.59799868334031,0.998649612991003,166,-23.93,"2 20","468 489",19,"73.68%","89.47%","A. pulchra"
1791,517294,"Cluster_18728","FUN_034248",-0.533187726849429,0.354824493158929,0.998649612991003,144,-22.62,"2 21","181 202",19,"57.89%","68.42%","A. pulchra"
1792,517626,"Cluster_10057","FUN_002454",0.355598862330187,0.556969182915684,0.998649612991003,167,-24.87,"2 19","576 597",18,"88.89%","88.89%","A. pulchra"
1793,517641,"Cluster_17776","FUN_002454",-0.00630849212246315,0.991967831638833,0.998929520526841,154,-21.29,"2 15","439 460",13,"76.92%","92.31%","A. pulchra"
1794,517716,"Cluster_15854","FUN_017962",-0.206572936847834,0.738865919973085,0.998649612991003,162,-20.27,"2 21","124 145",19,"73.68%","84.21%","A. pulchra"
1795,518796,"Cluster_10057","FUN_000912",0.433293562362193,0.466098151598781,0.998649612991003,160,-23.17,"2 21","890 911",19,"68.42%","78.95%","A. pulchra"
1796,518885,"Cluster_15851","FUN_000910",0.489118222929535,0.403044199532377,0.998649612991003,169,-22.67,"2 21","784 809",23,"82.61%","82.61%","A. pulchra"
1797,519184,"Cluster_5981","FUN_009767",0.825813666105789,0.0849511378201805,0.998649612991003,163,-23,"2 22","153 174",20,"70.00%","85.00%","A. pulchra"
1798,519249,"Cluster_1862","FUN_009765",-0.322949941347988,0.596071245423535,0.998649612991003,172,-22.95,"2 23","588 615",25,"76.00%","80.00%","A. pulchra"
1799,519530,"Cluster_4220","FUN_012580",-0.971424618827498,0.00577366509372755,0.628006396123141,166,-21.01,"2 15","158 179",13,"92.31%","100.00%","A. pulchra"
1800,520142,"Cluster_18772","FUN_016291",0.794038830476928,0.108671994153115,0.998649612991003,170,-24.71,"2 22","453 475",21,"80.95%","85.71%","A. pulchra"
1801,520364,"Cluster_15340","FUN_015753",-0.22778320010381,0.71250529139227,0.998649612991003,167,-24.98,"2 21","913 935",20,"75.00%","85.00%","A. pulchra"
1802,520778,"Cluster_4220","FUN_016128",0.528524233494359,0.359856497161002,0.998649612991003,141,-24.48,"2 21","304 334",28,"64.29%","64.29%","A. pulchra"
1803,520895,"Cluster_4220","FUN_016127",-0.453052288699466,0.443546545223829,0.998649612991003,141,-24.48,"2 21","708 738",28,"64.29%","64.29%","A. pulchra"
1804,520951,"Cluster_15775","FUN_016121",0.843029420460478,0.0728721790420288,0.989861290651619,176,-21.4,"2 21","405 427",19,"78.95%","89.47%","A. pulchra"
1805,521290,"Cluster_5981","FUN_009184",-0.104545537779911,0.867131365861837,0.998649612991003,153,-22.8,"2 19","1 23",19,"68.42%","78.95%","A. pulchra"
1806,522403,"Cluster_18728","FUN_017989",0.472889368768898,0.421159689525611,0.998649612991003,143,-22.64,"2 12","750 771",10,"80.00%","90.00%","A. pulchra"
1807,522602,"Cluster_1832","FUN_017981",-0.399044289744014,0.505747088703037,0.998649612991003,178,-24.35,"2 19","113 133",17,"82.35%","100.00%","A. pulchra"
1808,524025,"Cluster_10228","FUN_019463",-0.270163637549823,0.660248485404519,0.998649612991003,166,-20.81,"2 21","202 223",19,"73.68%","89.47%","A. pulchra"
1809,524198,"Cluster_18772","FUN_030026",0.794038830476928,0.108671994153115,0.998649612991003,163,-20.81,"2 22","359 383",22,"72.73%","81.82%","A. pulchra"
1810,524771,"Cluster_15340","FUN_039546",-0.396813758196372,0.508352550852675,0.998649612991003,165,-24.29,"2 21","947 966",19,"78.95%","84.21%","A. pulchra"
1811,525523,"Cluster_18728","FUN_013111",0.151294896326806,0.808102805102927,0.998649612991003,145,-20.78,"2 20","513 533",18,"66.67%","72.22%","A. pulchra"
1812,525622,"Cluster_10093","FUN_038494",-0.0571878824460756,0.927225835152321,0.998649612991003,155,-26.01,"2 21","759 786",25,"64.00%","72.00%","A. pulchra"
1813,526996,"Cluster_15775","FUN_037321",0.536593015330885,0.351161130094459,0.998649612991003,162,-20.69,"2 20","193 216",19,"73.68%","84.21%","A. pulchra"
1814,527040,"Cluster_17776","FUN_037320",0.226436270076402,0.714175442386038,0.998649612991003,158,-36.92,"2 21","106 133",25,"68.00%","76.00%","A. pulchra"
1815,527321,"Cluster_1832","FUN_001579",0.818867006500113,0.089983674715492,0.998649612991003,154,-22.99,"2 20","549 570",19,"68.42%","78.95%","A. pulchra"
1816,527360,"Cluster_1832","FUN_001578",-0.195431872760032,0.752761575085922,0.998649612991003,154,-22.99,"2 20","642 663",19,"68.42%","78.95%","A. pulchra"
1817,527542,"Cluster_15775","FUN_008268",0.931130346130316,0.0214702776348296,0.88955502143681,155,-20.63,"2 22","195 212",20,"75.00%","75.00%","A. pulchra"
1818,527750,"Cluster_1832","FUN_030028",-0.527975140738319,0.360450117918293,0.998649612991003,158,-21.43,"2 20","839 861",20,"70.00%","80.00%","A. pulchra"
1819,528098,"Cluster_18772","FUN_007809",-0.32143383157057,0.59789867790878,0.998649612991003,163,-24.23,"2 22","454 481",25,"72.00%","76.00%","A. pulchra"
1820,528599,"Cluster_16409","FUN_018478",-0.628746752149966,0.255880396418988,0.998649612991003,153,-20.31,"2 15","731 755",16,"81.25%","81.25%","A. pulchra"
1821,528716,"Cluster_16409","FUN_018470",0.217589391189267,0.725158486646634,0.998649612991003,153,-20.31,"2 15","764 788",16,"81.25%","81.25%","A. pulchra"
1822,528833,"Cluster_16409","FUN_018475",-0.439123718548597,0.459418445637568,0.998649612991003,153,-21.05,"2 15","757 781",16,"81.25%","81.25%","A. pulchra"
1823,529574,"Cluster_16409","FUN_019708",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","201 223",19,"78.95%","89.47%","A. pulchra"
1824,529769,"Cluster_16409","FUN_019701",-0.401147977647691,0.503292317197317,0.998649612991003,166,-20.67,"2 20","109 131",19,"73.68%","89.47%","A. pulchra"
1825,529808,"Cluster_16409","FUN_019700",-0.401147977647691,0.503292317197317,0.998649612991003,166,-20.67,"2 20","202 224",19,"73.68%","89.47%","A. pulchra"
1826,529847,"Cluster_16409","FUN_019703",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","541 563",19,"78.95%","89.47%","A. pulchra"
1827,529886,"Cluster_16409","FUN_019702",0.2130722360665,0.730774980284236,0.998649612991003,170,-23.37,"2 20","700 722",19,"78.95%","89.47%","A. pulchra"
1828,529925,"Cluster_16409","FUN_019705",-0.172549354835972,0.781398440980319,0.998649612991003,170,-23.37,"2 20","108 130",19,"78.95%","89.47%","A. pulchra"
1829,529964,"Cluster_16409","FUN_019704",-0.401147977647691,0.503292317197317,0.998649612991003,170,-23.37,"2 20","201 223",19,"78.95%","89.47%","A. pulchra"
1830,530003,"Cluster_16409","FUN_019707",0.212885696538481,0.731007040555841,0.998649612991003,170,-23.37,"2 20","523 545",19,"78.95%","89.47%","A. pulchra"
1831,530424,"Cluster_14768","FUN_000764",0.290957163057318,0.63483722346499,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%","A. pulchra"
1832,530424,"Cluster_14768","FUN_000764",0.290957163057318,0.63483722346499,0.998649612991003,150,-20.84,"2 20","178 202",22,"68.18%","68.18%","A. pulchra"
1833,530580,"Cluster_14768","FUN_034912",-0.170543258249737,0.783914818107921,0.998649612991003,140,-21.33,"2 9","781 801",7,"100.00%","100.00%","A. pulchra"
1834,530638,"Cluster_1951","FUN_034917",0.115990581569056,0.852648027993496,0.998649612991003,171,-22.5,"2 21","246 269",21,"71.43%","90.48%","A. pulchra"
1835,530930,"Cluster_14402","FUN_036514",0.599203197628427,0.285568899026364,0.998649612991003,160,-22.58,"2 18","51 73",17,"76.47%","88.24%","A. pulchra"
1836,531089,"Cluster_15340","FUN_002063",-0.120435562966844,0.84702818982888,0.998649612991003,151,-21.59,"2 21","757 779",20,"60.00%","80.00%","A. pulchra"
1837,531206,"Cluster_15340","FUN_002067",0.461665076150616,0.433794597656393,0.998649612991003,158,-20.45,"2 21","232 252",19,"68.42%","84.21%","A. pulchra"
1838,531273,"Cluster_5900","FUN_002069",-0.633013358745987,0.251665503197455,0.998649612991003,159,-22.3,"2 20","720 741",18,"66.67%","83.33%","A. pulchra"
1839,531469,"Cluster_5981","FUN_042041",0.47946895509601,0.413793068662694,0.998649612991003,167,-21.93,"2 22","581 602",20,"75.00%","85.00%","A. pulchra"
1840,531922,"Cluster_1826","FUN_042596",0.553838817678473,0.332754264584466,0.998649612991003,172,-21.68,"2 21","863 884",19,"73.68%","89.47%","A. pulchra"
1841,532127,"Cluster_4220","FUN_003918",-0.0859701777056288,0.89067435486292,0.998649612991003,188,-30.98,"2 21","18 39",19,"84.21%","100.00%","A. pulchra"
1842,532208,"Cluster_5899","FUN_003916",-0.422864274751619,0.478098834737468,0.998649612991003,165,-20.18,"2 21","516 537",20,"80.00%","85.00%","A. pulchra"
1843,532392,"Cluster_1862","FUN_003911",0.783788823874642,0.116691461673461,0.998649612991003,178,-24.55,"2 21","2 24",19,"84.21%","94.74%","A. pulchra"
1844,532403,"Cluster_5899","FUN_003911",0.778289692802412,0.121063867512014,0.998649612991003,162,-23.97,"2 21","224 247",21,"76.19%","80.95%","A. pulchra"
1845,532442,"Cluster_5899","FUN_003910",-0.677370513088003,0.2090097814068,0.998649612991003,161,-23.28,"2 21","126 147",20,"75.00%","85.00%","A. pulchra"
1846,532498,"Cluster_15928","FUN_040688",-0.24077293328873,0.696426663654686,0.998649612991003,167,-23.35,"2 21","34 56",20,"80.00%","80.00%","A. pulchra"
1847,532509,"Cluster_1862","FUN_040689",0.98897179438378,0.00138794229797963,0.545343267336266,169,-21.54,"2 18","593 616",16,"81.25%","93.75%","A. pulchra"
1848,532561,"Cluster_5981","FUN_040686",0.244985104749423,0.691224154340972,0.998649612991003,150,-20.7,"2 15","339 361",13,"76.92%","84.62%","A. pulchra"
1849,532600,"Cluster_5981","FUN_040687",0.118365861590621,0.849644562967188,0.998649612991003,150,-20.7,"2 15","112 134",13,"76.92%","84.62%","A. pulchra"
1850,532972,"Cluster_18728","FUN_012914",0.40365217614383,0.500373412352513,0.998649612991003,146,-20.91,"2 15","138 159",13,"76.92%","76.92%","A. pulchra"
