Coords	Name	MIRNA	POR-73-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_368:194787-195199	Cluster_4967	N	25	16	23
Porites_evermani_scaffold_368:268591-269296	Cluster_4968	N	0	82	216
Porites_evermani_scaffold_368:269675-270108	Cluster_4969	N	4	65	173
Porites_evermani_scaffold_368:270128-270558	Cluster_4970	N	22	78	145
Porites_evermani_scaffold_368:271437-271882	Cluster_4971	N	13	78	204
Porites_evermani_scaffold_368:271948-272375	Cluster_4972	N	0	79	149
Porites_evermani_scaffold_368:272469-272976	Cluster_4973	N	5	82	150
Porites_evermani_scaffold_368:275343-275765	Cluster_4974	N	0	40	75
Porites_evermani_scaffold_369:29973-30503	Cluster_4975	N	14	14	161
Porites_evermani_scaffold_369:57042-57451	Cluster_4976	N	0	53	0
Porites_evermani_scaffold_369:58180-58606	Cluster_4977	N	0	142	0
Porites_evermani_scaffold_369:60381-60810	Cluster_4978	N	20	57	51
Porites_evermani_scaffold_369:91183-91601	Cluster_4979	N	14	13	38
Porites_evermani_scaffold_370:24640-25427	Cluster_4980	N	9	39	762
Porites_evermani_scaffold_370:25840-26484	Cluster_4981	N	0	133	316
Porites_evermani_scaffold_370:36716-37146	Cluster_4982	N	4	1	72
Porites_evermani_scaffold_370:47622-49134	Cluster_4983	N	3781	1623	6629
Porites_evermani_scaffold_370:50591-51020	Cluster_4984	N	10	37	42
Porites_evermani_scaffold_370:55233-55661	Cluster_4985	N	22	90	28
Porites_evermani_scaffold_370:56478-56906	Cluster_4986	N	106	48	50
Porites_evermani_scaffold_370:57230-57659	Cluster_4987	N	645	10	151
Porites_evermani_scaffold_370:57883-59371	Cluster_4988	N	486	1556	1983
Porites_evermani_scaffold_370:60858-61719	Cluster_4989	N	79	216	160
Porites_evermani_scaffold_370:62340-65504	Cluster_4990	N	1623	4443	3991
Porites_evermani_scaffold_370:67135-68304	Cluster_4991	N	137	552	712
Porites_evermani_scaffold_370:69372-70754	Cluster_4992	N	587	4641	1014
Porites_evermani_scaffold_370:70844-71288	Cluster_4993	N	16	85	55
Porites_evermani_scaffold_370:80864-82081	Cluster_4994	N	4902	2	8319
Porites_evermani_scaffold_370:82528-84564	Cluster_4995	N	1481	0	3122
Porites_evermani_scaffold_370:87707-88135	Cluster_4996	N	22	0	36
Porites_evermani_scaffold_370:88265-91131	Cluster_4997	N	828	1680	1982
Porites_evermani_scaffold_370:91176-92781	Cluster_4998	N	567	1257	1143
Porites_evermani_scaffold_370:93574-94137	Cluster_4999	N	68	190	216
Porites_evermani_scaffold_370:94167-94595	Cluster_5000	N	3	4	763
Porites_evermani_scaffold_370:97130-97558	Cluster_5001	N	105	38	12
Porites_evermani_scaffold_370:100208-100894	Cluster_5002	N	12	4140	73
Porites_evermani_scaffold_370:101336-101761	Cluster_5003	N	0	51	1
Porites_evermani_scaffold_370:143131-144125	Cluster_5004	N	237	147	203
Porites_evermani_scaffold_370:144807-145220	Cluster_5005	N	44	5	5
Porites_evermani_scaffold_370:277401-277857	Cluster_5006	N	158	56	82
Porites_evermani_scaffold_371:54754-55607	Cluster_5007	N	72	86	223
Porites_evermani_scaffold_371:57765-58183	Cluster_5008	N	141	5	6
Porites_evermani_scaffold_371:69378-69819	Cluster_5009	N	87	46	3
Porites_evermani_scaffold_371:81137-81543	Cluster_5010	N	51	25	27
Porites_evermani_scaffold_371:119798-120257	Cluster_5011	N	42	69	0
Porites_evermani_scaffold_371:214380-214797	Cluster_5012	N	21	18	40
Porites_evermani_scaffold_372:49647-50263	Cluster_5013	N	32	25	72
Porites_evermani_scaffold_372:50359-50782	Cluster_5014	N	23	22	30
Porites_evermani_scaffold_372:64971-65391	Cluster_5015	N	5	1	65
Porites_evermani_scaffold_372:107332-107768	Cluster_5016	N	37	75	167
Porites_evermani_scaffold_372:107815-108386	Cluster_5017	N	33	99	145
Porites_evermani_scaffold_372:108617-110294	Cluster_5018	N	537	1686	1512
Porites_evermani_scaffold_372:111106-111728	Cluster_5019	N	62	93	126
Porites_evermani_scaffold_372:111788-112213	Cluster_5020	N	27	54	61
Porites_evermani_scaffold_372:223872-224293	Cluster_5021	N	26	17	29
Porites_evermani_scaffold_372:227784-228209	Cluster_5022	N	8	8	26
Porites_evermani_scaffold_372:229087-229512	Cluster_5023	N	9	11	25
Porites_evermani_scaffold_372:284671-285138	Cluster_5024	N	62	90	70
Porites_evermani_scaffold_372:287240-287716	Cluster_5025	N	192	190	247
Porites_evermani_scaffold_372:287901-288371	Cluster_5026	N	425	423	906
Porites_evermani_scaffold_373:251571-251992	Cluster_5027	N	31	17	36
Porites_evermani_scaffold_373:254808-255233	Cluster_5028	N	57	17	45
Porites_evermani_scaffold_374:113336-113764	Cluster_5029	N	84	3	2
Porites_evermani_scaffold_374:201400-201819	Cluster_5030	N	23	98	100
Porites_evermani_scaffold_374:224354-224768	Cluster_5031	N	2	53	2
Porites_evermani_scaffold_374:286931-287394	Cluster_5032	N	116	168	241
Porites_evermani_scaffold_375:49945-50575	Cluster_5033	N	1439	26963	2986
Porites_evermani_scaffold_375:64884-65313	Cluster_5034	N	155	178	258
Porites_evermani_scaffold_375:141015-141462	Cluster_5035	N	36	20	47
Porites_evermani_scaffold_375:164289-164716	Cluster_5036	N	60	113	92
Porites_evermani_scaffold_375:196297-196719	Cluster_5037	N	6	14	25
Porites_evermani_scaffold_375:232867-233286	Cluster_5038	N	10	26	79
Porites_evermani_scaffold_375:233553-234819	Cluster_5039	N	23	10	816
Porites_evermani_scaffold_376:231950-232379	Cluster_5040	N	26	41	55
Porites_evermani_scaffold_376:232546-232975	Cluster_5041	N	60	65	63
Porites_evermani_scaffold_376:233205-233633	Cluster_5042	N	43	73	81
Porites_evermani_scaffold_376:234291-234695	Cluster_5043	N	27	27	36
Porites_evermani_scaffold_376:234989-236350	Cluster_5044	N	227	354	394
Porites_evermani_scaffold_376:236493-237184	Cluster_5045	N	63	85	177
Porites_evermani_scaffold_376:238640-239067	Cluster_5046	N	24	36	108
Porites_evermani_scaffold_377:98012-98440	Cluster_5047	N	18	1	32
Porites_evermani_scaffold_377:183713-184126	Cluster_5048	N	21	14	67
Porites_evermani_scaffold_378:41919-42422	Cluster_5049	N	63	45	34
Porites_evermani_scaffold_378:103768-104192	Cluster_5050	N	37	11	33
Porites_evermani_scaffold_378:212942-213345	Cluster_5051	N	16	0	111
Porites_evermani_scaffold_378:231705-232132	Cluster_5052	N	0	57	0
Porites_evermani_scaffold_380:112216-112646	Cluster_5053	N	0	434	0
Porites_evermani_scaffold_380:114432-114862	Cluster_5054	N	22	111	56
Porites_evermani_scaffold_380:197350-197778	Cluster_5055	N	219	75	35
Porites_evermani_scaffold_380:221988-222415	Cluster_5056	N	39	20	17
Porites_evermani_scaffold_381:61880-62354	Cluster_5057	N	56	171	148
Porites_evermani_scaffold_381:275086-275948	Cluster_5058	N	520	608	4
Porites_evermani_scaffold_381:276622-277660	Cluster_5059	N	2362	2469	6
Porites_evermani_scaffold_382:174389-174789	Cluster_5060	N	5	33	113
Porites_evermani_scaffold_382:183740-184165	Cluster_5061	N	4	7	58
Porites_evermani_scaffold_382:184251-184676	Cluster_5062	N	3	3	61
Porites_evermani_scaffold_382:185896-186313	Cluster_5063	N	0	35	61
Porites_evermani_scaffold_382:188712-189135	Cluster_5064	N	4	35	74
Porites_evermani_scaffold_382:189532-189960	Cluster_5065	N	0	47	162
Porites_evermani_scaffold_382:189976-190398	Cluster_5066	N	18	23	98
Porites_evermani_scaffold_382:190426-190849	Cluster_5067	N	9	16	78
Porites_evermani_scaffold_383:40765-41178	Cluster_5068	N	38	0	0
Porites_evermani_scaffold_383:78907-79323	Cluster_5069	N	59	15	36
Porites_evermani_scaffold_383:103118-103534	Cluster_5070	N	37	3	38
Porites_evermani_scaffold_384:119177-119588	Cluster_5071	N	4	18	135
Porites_evermani_scaffold_384:120333-120753	Cluster_5072	N	17	11	125
Porites_evermani_scaffold_384:122368-122836	Cluster_5073	N	40	68	354
Porites_evermani_scaffold_384:174483-174902	Cluster_5074	N	11	31	26
Porites_evermani_scaffold_384:220610-221033	Cluster_5075	N	24	27	44
Porites_evermani_scaffold_384:221246-221751	Cluster_5076	N	121	114	32
Porites_evermani_scaffold_384:222212-222781	Cluster_5077	N	534	236	696
Porites_evermani_scaffold_385:97168-97591	Cluster_5078	N	182	34	22
Porites_evermani_scaffold_385:148584-149002	Cluster_5079	N	3	1	64
Porites_evermani_scaffold_385:183465-183893	Cluster_5080	N	88	3	0
Porites_evermani_scaffold_386:616-1124	Cluster_5081	N	76	120	59
Porites_evermani_scaffold_386:1138-1553	Cluster_5082	N	54	11	4
Porites_evermani_scaffold_386:2746-3166	Cluster_5083	N	20	25	76
Porites_evermani_scaffold_386:4077-5377	Cluster_5084	N	1219	1359	1538
Porites_evermani_scaffold_386:6308-6897	Cluster_5085	N	279	33	228
Porites_evermani_scaffold_386:7378-7962	Cluster_5086	N	277	47	226
Porites_evermani_scaffold_386:118216-118654	Cluster_5087	N	1	266	0
Porites_evermani_scaffold_386:154210-154784	Cluster_5088	N	474	1329	751
Porites_evermani_scaffold_386:162857-163431	Cluster_5089	N	469	1316	773
Porites_evermani_scaffold_386:183920-184337	Cluster_5090	N	6	21	43
Porites_evermani_scaffold_386:268419-268839	Cluster_5091	N	47	3	4
Porites_evermani_scaffold_386:270753-271353	Cluster_5092	N	59	5	81
Porites_evermani_scaffold_386:281088-281495	Cluster_5093	N	22	17	52
Porites_evermani_scaffold_386:281581-281991	Cluster_5094	N	21	8	56
Porites_evermani_scaffold_386:282586-283176	Cluster_5095	N	937	1	2
Porites_evermani_scaffold_387:281365-281782	Cluster_5096	N	1	48	10
Porites_evermani_scaffold_388:185730-186157	Cluster_5097	N	53	0	0
Porites_evermani_scaffold_388:193884-194994	Cluster_5098	N	1221	829	1314
Porites_evermani_scaffold_389:178731-179372	Cluster_5099	N	11	156	498
Porites_evermani_scaffold_389:272804-273222	Cluster_5100	N	47	16	26
Porites_evermani_scaffold_390:77769-78194	Cluster_5101	N	11	32	0
Porites_evermani_scaffold_390:253157-253712	Cluster_5102	N	2	115	65
Porites_evermani_scaffold_391:8135-8560	Cluster_5103	N	38	19	13
Porites_evermani_scaffold_391:199377-199794	Cluster_5104	N	8	7	32
Porites_evermani_scaffold_391:206438-206853	Cluster_5105	N	35	11	25
Porites_evermani_scaffold_392:178774-179274	Cluster_5106	N	105	24	85
Porites_evermani_scaffold_392:216934-217402	Cluster_5107	N	39	90	63
Porites_evermani_scaffold_392:253515-253935	Cluster_5108	N	70	65	43
Porites_evermani_scaffold_393:221156-221574	Cluster_5109	N	0	3	74
Porites_evermani_scaffold_393:226607-227033	Cluster_5110	N	3	90	17
Porites_evermani_scaffold_393:256585-257014	Cluster_5111	N	3	24	59
Porites_evermani_scaffold_394:50532-50961	Cluster_5112	N	9	30	29
Porites_evermani_scaffold_394:63851-64278	Cluster_5113	N	0	35	74
Porites_evermani_scaffold_394:154246-154670	Cluster_5114	N	48	5	97
Porites_evermani_scaffold_394:278542-278970	Cluster_5115	N	11	0	45
Porites_evermani_scaffold_395:230078-230524	Cluster_5116	N	114	139	121
Porites_evermani_scaffold_395:238426-238866	Cluster_5117	N	86	72	138
Porites_evermani_scaffold_395:239702-240303	Cluster_5118	N	69	161	190
Porites_evermani_scaffold_395:255303-255727	Cluster_5119	N	10	30	50
Porites_evermani_scaffold_396:32902-33332	Cluster_5120	N	122	11	54
Porites_evermani_scaffold_396:134659-135087	Cluster_5121	N	5	27	27
Porites_evermani_scaffold_396:251236-251663	Cluster_5122	N	21	13	18
Porites_evermani_scaffold_396:252761-253299	Cluster_5123	N	0	2	262
Porites_evermani_scaffold_397:120014-120498	Cluster_5124	N	172	120	227
Porites_evermani_scaffold_397:145124-145542	Cluster_5125	N	22	29	24
Porites_evermani_scaffold_397:228505-228921	Cluster_5126	N	27	12	27
Porites_evermani_scaffold_397:247318-247746	Cluster_5127	N	92	5	122
Porites_evermani_scaffold_397:251979-252401	Cluster_5128	N	29	45	62
Porites_evermani_scaffold_397:254156-254575	Cluster_5129	N	11	19	78
Porites_evermani_scaffold_397:255752-256187	Cluster_5130	N	224	187	421
Porites_evermani_scaffold_398:90953-91642	Cluster_5131	N	3243	4011	4254
Porites_evermani_scaffold_398:104672-105243	Cluster_5132	N	62	473	426
Porites_evermani_scaffold_398:163830-164256	Cluster_5133	N	90	18	94
Porites_evermani_scaffold_398:244797-245219	Cluster_5134	N	4	27	56
Porites_evermani_scaffold_398:248539-248956	Cluster_5135	N	0	0	69
Porites_evermani_scaffold_399:10820-11247	Cluster_5136	N	59	0	7
Porites_evermani_scaffold_399:46587-47004	Cluster_5137	N	22	16	16
Porites_evermani_scaffold_399:115113-115537	Cluster_5138	N	29	36	41
Porites_evermani_scaffold_399:150157-150585	Cluster_5139	N	54	36	123
Porites_evermani_scaffold_399:235651-236070	Cluster_5140	N	70	113	76
Porites_evermani_scaffold_399:239416-239823	Cluster_5141	N	43	8	11
Porites_evermani_scaffold_399:270482-270905	Cluster_5142	N	6	9	35
Porites_evermani_scaffold_400:12932-13350	Cluster_5143	N	0	131	2
Porites_evermani_scaffold_400:74326-74735	Cluster_5144	N	2	0	44
Porites_evermani_scaffold_401:167221-167644	Cluster_5145	N	47	43	51
Porites_evermani_scaffold_401:246823-253059	Cluster_5146	N	2138	1953	3535
Porites_evermani_scaffold_402:96448-96861	Cluster_5147	N	63	14	0
Porites_evermani_scaffold_402:102660-103195	Cluster_5148	N	2773	8	1
Porites_evermani_scaffold_402:104287-105638	Cluster_5149	N	3304	4	7
Porites_evermani_scaffold_402:106222-106887	Cluster_5150	N	1134	7	2
Porites_evermani_scaffold_402:106907-107764	Cluster_5151	N	586	43	29
Porites_evermani_scaffold_402:183836-184264	Cluster_5152	N	12	29	34
Porites_evermani_scaffold_402:196470-196899	Cluster_5153	N	42	38	118
Porites_evermani_scaffold_402:206989-207399	Cluster_5154	N	3	23	45
Porites_evermani_scaffold_402:209630-210059	Cluster_5155	N	72	36	57
Porites_evermani_scaffold_402:220414-220838	Cluster_5156	N	2	1	65
Porites_evermani_scaffold_402:261708-262136	Cluster_5157	N	58	44	135
Porites_evermani_scaffold_402:264581-265359	Cluster_5158	N	55	63	112
Porites_evermani_scaffold_402:265694-266364	Cluster_5159	N	71	13	49
Porites_evermani_scaffold_403:8273-8700	Cluster_5160	N	0	27	869
Porites_evermani_scaffold_403:9500-9909	Cluster_5161	N	0	0	42
Porites_evermani_scaffold_403:13978-14405	Cluster_5162	N	0	237	0
Porites_evermani_scaffold_403:191232-192077	Cluster_5163	N	920	41	39
Porites_evermani_scaffold_403:192543-193035	Cluster_5164	N	2181	75	7
Porites_evermani_scaffold_403:251576-252242	Cluster_5165	N	140	0	7
Porites_evermani_scaffold_403:254294-255037	Cluster_5166	N	19	6	377
Porites_evermani_scaffold_403:261577-262006	Cluster_5167	N	208	5	4
Porites_evermani_scaffold_403:266099-266528	Cluster_5168	N	109	0	0
Porites_evermani_scaffold_403:272537-272999	Cluster_5169	N	162	146	5
Porites_evermani_scaffold_403:275233-275866	Cluster_5170	N	3323	817	920
Porites_evermani_scaffold_404:80106-81425	Cluster_5171	N	186	335	344
Porites_evermani_scaffold_404:82223-82649	Cluster_5172	N	42	39	52
Porites_evermani_scaffold_404:83336-83759	Cluster_5173	N	20	52	33
Porites_evermani_scaffold_404:108620-109048	Cluster_5174	N	34	8	30
Porites_evermani_scaffold_404:186200-186624	Cluster_5175	N	15	47	150
Porites_evermani_scaffold_404:194204-194638	Cluster_5176	N	7	63	116
Porites_evermani_scaffold_404:244315-244753	Cluster_5177	N	43	17	32
Porites_evermani_scaffold_405:479-908	Cluster_5178	N	22	44	49
Porites_evermani_scaffold_405:9800-10228	Cluster_5179	N	56	54	0
Porites_evermani_scaffold_405:16061-16485	Cluster_5180	N	8	31	135
Porites_evermani_scaffold_405:42257-42684	Cluster_5181	N	22	4	35
Porites_evermani_scaffold_405:49977-50696	Cluster_5182	N	19	5207	482
Porites_evermani_scaffold_405:63232-63961	Cluster_5183	N	208	202	289
Porites_evermani_scaffold_405:65293-65715	Cluster_5184	N	68	5	0
Porites_evermani_scaffold_405:97629-98358	Cluster_5185	N	64	77	70
Porites_evermani_scaffold_405:98491-98915	Cluster_5186	N	78	16	17
Porites_evermani_scaffold_405:102347-102773	Cluster_5187	N	0	5	45
Porites_evermani_scaffold_405:104260-104665	Cluster_5188	N	17	14	37
Porites_evermani_scaffold_405:105982-106399	Cluster_5189	N	0	11	84
Porites_evermani_scaffold_405:107531-107960	Cluster_5190	N	0	346	1880
Porites_evermani_scaffold_405:115893-116414	Cluster_5191	N	0	92	206
Porites_evermani_scaffold_405:116418-116842	Cluster_5192	N	0	18	77
Porites_evermani_scaffold_405:146266-147109	Cluster_5193	N	713	210	122
Porites_evermani_scaffold_405:147722-148207	Cluster_5194	N	78	141	24
Porites_evermani_scaffold_405:149332-150275	Cluster_5195	N	138	244	141
Porites_evermani_scaffold_405:152656-153728	Cluster_5196	N	1	227	1276
Porites_evermani_scaffold_405:157874-159387	Cluster_5197	N	770	1179	0
Porites_evermani_scaffold_405:161014-161443	Cluster_5198	N	3	30	12
Porites_evermani_scaffold_405:164569-165052	Cluster_5199	N	2043	230	10
Porites_evermani_scaffold_405:171515-173040	Cluster_5200	N	1017	1028	2607
Porites_evermani_scaffold_405:177603-178020	Cluster_5201	N	12	13	22
Porites_evermani_scaffold_405:184159-184589	Cluster_5202	N	114	0	19
Porites_evermani_scaffold_405:186488-187138	Cluster_5203	N	241	12	65
Porites_evermani_scaffold_405:190670-191115	Cluster_5204	N	54	104	31
Porites_evermani_scaffold_405:194685-195114	Cluster_5205	N	11	33	12
Porites_evermani_scaffold_405:205466-205881	Cluster_5206	N	42	9	8
Porites_evermani_scaffold_405:208766-209194	Cluster_5207	N	21	36	79
Porites_evermani_scaffold_405:210428-210856	Cluster_5208	N	137	49	7
Porites_evermani_scaffold_405:211617-212420	Cluster_5209	N	38	79	25
Porites_evermani_scaffold_405:212512-213569	Cluster_5210	N	467	1785	935
Porites_evermani_scaffold_405:217420-217835	Cluster_5211	N	11	15	22
Porites_evermani_scaffold_405:233463-233878	Cluster_5212	N	12	67	9
Porites_evermani_scaffold_405:241178-241973	Cluster_5213	N	392	10	4
Porites_evermani_scaffold_405:241989-242418	Cluster_5214	N	101	4	1
Porites_evermani_scaffold_405:248689-249117	Cluster_5215	N	164	307	93
Porites_evermani_scaffold_405:256617-257043	Cluster_5216	N	30	10	6
Porites_evermani_scaffold_406:4487-4905	Cluster_5217	N	21	29	36
Porites_evermani_scaffold_406:17349-17840	Cluster_5218	N	1	0	128
Porites_evermani_scaffold_406:107080-107509	Cluster_5219	N	17	8	56
Porites_evermani_scaffold_406:129686-130110	Cluster_5220	N	44	1	0
Porites_evermani_scaffold_406:161825-162248	Cluster_5221	N	0	3	88
Porites_evermani_scaffold_406:222530-222959	Cluster_5222	N	87	6	6
Porites_evermani_scaffold_407:1482-2022	Cluster_5223	N	15	57	153
Porites_evermani_scaffold_407:19064-20864	Cluster_5224	N	2310	1291	4354
Porites_evermani_scaffold_407:24480-24908	Cluster_5225	N	7	3	58
Porites_evermani_scaffold_407:38212-38639	Cluster_5226	N	4	59	76
Porites_evermani_scaffold_407:41261-41671	Cluster_5227	N	72	1	2
Porites_evermani_scaffold_407:44877-45495	Cluster_5228	N	74	102	137
Porites_evermani_scaffold_407:47940-48715	Cluster_5229	N	217	114	413
Porites_evermani_scaffold_407:49674-50086	Cluster_5230	N	18	36	24
Porites_evermani_scaffold_407:51039-52130	Cluster_5231	N	119	163	173
Porites_evermani_scaffold_407:52971-54068	Cluster_5232	N	111	141	126
Porites_evermani_scaffold_407:54188-54670	Cluster_5233	N	51	94	65
Porites_evermani_scaffold_407:54946-55377	Cluster_5234	N	13	171	76
Porites_evermani_scaffold_407:55734-56162	Cluster_5235	N	66	60	77
Porites_evermani_scaffold_407:56205-56625	Cluster_5236	N	39	25	23
Porites_evermani_scaffold_407:58626-60504	Cluster_5237	N	298	566	602
Porites_evermani_scaffold_407:61687-62116	Cluster_5238	N	5	14	89
Porites_evermani_scaffold_407:62795-63314	Cluster_5239	N	60	162	166
Porites_evermani_scaffold_407:64096-64536	Cluster_5240	N	31	55	143
Porites_evermani_scaffold_407:64755-66629	Cluster_5241	N	222	435	364
Porites_evermani_scaffold_407:66946-67499	Cluster_5242	N	50	115	97
Porites_evermani_scaffold_407:67536-68198	Cluster_5243	N	217	408	435
Porites_evermani_scaffold_407:68877-69285	Cluster_5244	N	38	42	51
Porites_evermani_scaffold_407:69656-70411	Cluster_5245	N	434	1	1
Porites_evermani_scaffold_407:73866-74822	Cluster_5246	N	123	318	293
Porites_evermani_scaffold_407:75338-76039	Cluster_5247	N	30	203	74
Porites_evermani_scaffold_407:76310-76740	Cluster_5248	N	5	25	61
Porites_evermani_scaffold_407:76878-77301	Cluster_5249	N	8	43	32
Porites_evermani_scaffold_407:78343-79015	Cluster_5250	N	40	76	56
Porites_evermani_scaffold_407:79327-79756	Cluster_5251	N	33	51	46
Porites_evermani_scaffold_407:79782-80211	Cluster_5252	N	51	25	19
Porites_evermani_scaffold_407:81687-82101	Cluster_5253	N	30	26	22
Porites_evermani_scaffold_407:82872-83300	Cluster_5254	N	35	28	31
Porites_evermani_scaffold_407:104969-105456	Cluster_5255	N	515	1233	485
Porites_evermani_scaffold_407:105736-106166	Cluster_5256	N	16	53	76
Porites_evermani_scaffold_407:107957-108374	Cluster_5257	N	15	46	45
Porites_evermani_scaffold_407:110401-110866	Cluster_5258	N	52	177	336
Porites_evermani_scaffold_407:111760-112177	Cluster_5259	N	17	43	44
Porites_evermani_scaffold_407:114204-114669	Cluster_5260	N	42	178	350
Porites_evermani_scaffold_407:115013-116178	Cluster_5261	N	1279	3931	3729
Porites_evermani_scaffold_407:116478-116906	Cluster_5262	N	70	64	123
Porites_evermani_scaffold_407:117053-117481	Cluster_5263	N	15	49	36
Porites_evermani_scaffold_407:117831-118507	Cluster_5264	N	75	199	228
Porites_evermani_scaffold_407:118708-119137	Cluster_5265	N	13	21	27
Porites_evermani_scaffold_407:119290-119947	Cluster_5266	N	255	502	367
Porites_evermani_scaffold_407:122970-123710	Cluster_5267	N	84	109	64
Porites_evermani_scaffold_407:126648-127110	Cluster_5268	N	66	98	73
Porites_evermani_scaffold_407:127392-128337	Cluster_5269	N	422	521	552
Porites_evermani_scaffold_407:129490-129944	Cluster_5270	N	71	55	68
Porites_evermani_scaffold_407:130534-130953	Cluster_5271	N	27	40	22
Porites_evermani_scaffold_407:131793-133456	Cluster_5272	N	612	913	535
Porites_evermani_scaffold_407:134124-135342	Cluster_5273	N	865	786	1667
Porites_evermani_scaffold_407:136085-136725	Cluster_5274	N	113	61	216
Porites_evermani_scaffold_407:137250-137803	Cluster_5275	N	32	47	49
Porites_evermani_scaffold_407:138332-138753	Cluster_5276	N	33	12	20
Porites_evermani_scaffold_407:142549-142969	Cluster_5277	N	14	28	24
Porites_evermani_scaffold_407:149046-149453	Cluster_5278	N	19	25	46
Porites_evermani_scaffold_407:150808-151280	Cluster_5279	N	53	167	365
Porites_evermani_scaffold_407:157836-158344	Cluster_5280	N	60	58	61
Porites_evermani_scaffold_407:159131-159558	Cluster_5281	N	1	131	81
Porites_evermani_scaffold_407:162845-163267	Cluster_5282	N	39	51	24
Porites_evermani_scaffold_407:167504-168958	Cluster_5283	N	641	713	836
Porites_evermani_scaffold_407:170329-170947	Cluster_5284	N	808	3496	2163
Porites_evermani_scaffold_407:172107-173199	Cluster_5285	N	416	231	391
Porites_evermani_scaffold_407:173817-174470	Cluster_5286	N	471	330	213
Porites_evermani_scaffold_407:174842-176545	Cluster_5287	N	959	325	211
Porites_evermani_scaffold_407:177783-178358	Cluster_5288	N	42	56	88
Porites_evermani_scaffold_407:179142-179666	Cluster_5289	N	131	34	93
Porites_evermani_scaffold_407:181472-181906	Cluster_5290	N	42	32	74
Porites_evermani_scaffold_407:182805-183468	Cluster_5291	N	62	90	83
Porites_evermani_scaffold_407:187110-187540	Cluster_5292	N	3	78	254
Porites_evermani_scaffold_407:191205-191634	Cluster_5293	N	11	36	35
Porites_evermani_scaffold_407:193805-195560	Cluster_5294	N	5363	4701	3596
Porites_evermani_scaffold_407:197955-198360	Cluster_5295	N	15	29	19
Porites_evermani_scaffold_407:200651-201090	Cluster_5296	N	50	36	64
Porites_evermani_scaffold_407:208474-209300	Cluster_5297	N	162	211	356
Porites_evermani_scaffold_407:209991-210458	Cluster_5298	N	56	56	58
Porites_evermani_scaffold_407:210500-210928	Cluster_5299	N	24	54	57
Porites_evermani_scaffold_407:216325-216754	Cluster_5300	N	15	14	223
Porites_evermani_scaffold_407:217756-218725	Cluster_5301	N	1721	2092	2538
Porites_evermani_scaffold_407:224352-224780	Cluster_5302	N	27	25	22
Porites_evermani_scaffold_407:226103-226889	Cluster_5303	N	92	126	107
Porites_evermani_scaffold_407:226921-227508	Cluster_5304	N	104	126	100
Porites_evermani_scaffold_407:228824-229526	Cluster_5305	N	91	93	116
Porites_evermani_scaffold_407:229552-229984	Cluster_5306	N	85	65	67
Porites_evermani_scaffold_407:230763-231532	Cluster_5307	N	83	140	132
Porites_evermani_scaffold_407:232211-233142	Cluster_5308	N	97	167	239
Porites_evermani_scaffold_407:233607-234492	Cluster_5309	N	126	21	344
Porites_evermani_scaffold_407:235259-235972	Cluster_5310	N	97	247	475
Porites_evermani_scaffold_407:237460-238632	Cluster_5311	N	2550	508	590
Porites_evermani_scaffold_407:240021-240448	Cluster_5312	N	28	20	37
Porites_evermani_scaffold_407:241146-241574	Cluster_5313	N	26	33	36
Porites_evermani_scaffold_407:243112-243541	Cluster_5314	N	32	22	45
Porites_evermani_scaffold_407:260577-261005	Cluster_5315	N	11	18	62
Porites_evermani_scaffold_407:263251-263805	Cluster_5316	N	212	424	592
Porites_evermani_scaffold_407:264411-264818	Cluster_5317	N	17	23	31
Porites_evermani_scaffold_407:264924-265359	Cluster_5318	N	54	58	105
Porites_evermani_scaffold_407:265503-266358	Cluster_5319	N	133	105	238
Porites_evermani_scaffold_407:270505-270933	Cluster_5320	N	135	8	6
Porites_evermani_scaffold_407:271851-272309	Cluster_5321	N	55	45	61
Porites_evermani_scaffold_407:272361-273134	Cluster_5322	N	959	60	1429
Porites_evermani_scaffold_407:275178-275732	Cluster_5323	N	208	174	248
Porites_evermani_scaffold_408:189593-190021	Cluster_5324	N	2	92	18
Porites_evermani_scaffold_409:66451-67336	Cluster_5325	N	1309	517	1093
Porites_evermani_scaffold_409:68295-68697	Cluster_5326	N	28	0	61
Porites_evermani_scaffold_409:69233-69661	Cluster_5327	N	24	1	66
Porites_evermani_scaffold_409:69722-70141	Cluster_5328	N	27	10	12
Porites_evermani_scaffold_409:94560-94965	Cluster_5329	N	71	1	12
Porites_evermani_scaffold_409:111860-112287	Cluster_5330	N	117	36	5
Porites_evermani_scaffold_410:185100-185522	Cluster_5331	N	28	14	94
Porites_evermani_scaffold_410:211479-211904	Cluster_5332	N	12	40	42
Porites_evermani_scaffold_410:222131-222552	Cluster_5333	N	22	26	66
Porites_evermani_scaffold_410:222577-222995	Cluster_5334	N	24	45	67
Porites_evermani_scaffold_411:117715-118122	Cluster_5335	N	4	51	47
Porites_evermani_scaffold_411:119988-120405	Cluster_5336	N	5	34	0
Porites_evermani_scaffold_411:128245-128659	Cluster_5337	N	11	31	36
Porites_evermani_scaffold_412:29104-29532	Cluster_5338	N	61	166	33
Porites_evermani_scaffold_412:156974-157852	Cluster_5339	N	23	189	75
