"target","protein_name","gene_name","std_gene_name","species","accession","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","LOC116301585","INTS10","Actinia tenebrosa","A0A6P8IIL6",52.249,756,337,11,17,760,13,756,0,763
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","PACLA_8A028259","INTS10","Paramuricea clavata","A0A7D9DCJ8",37.482,691,379,13,1,653,80,755,5.08e-155,465
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","INTS10 OS=Exaiptasia diaphana OX=2652724","INTS10","Exaiptasia diaphana","A0A913XFC5",46.325,762,324,13,2,690,5,754,0,638
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","INTS10","INTS10","Desmophyllum pertusum","A0A9W9Y953",85.057,348,52,0,304,651,409,756,0,618
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","P5673_001020","INTS10","Acropora cervicornis","A0AAD9R5R9",61.427,757,242,8,9,727,12,756,0,906
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","PMEA_00008300","INTS10","Pocillopora meandrina","A0AAU9WMN8",98.28,756,8,1,1,751,1,756,0,1543
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","LOC100204300","INTS10","Hydra vulgaris","A0ABM4B4R9",30.214,748,441,17,7,677,12,755,1.26e-101,327
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","PLOB_00012379","INTS10","Porites lobata","A0ABN8NDJ1",74.934,758,178,5,1,748,1,756,0,1152
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","PEVE_00006447","INTS10","Porites evermanni","A0ABN8QUE3",75.033,761,175,5,1,751,1,756,0,1155
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","PEVE_00023310","INTS10","Porites evermanni","A0ABN8SKW7",76.486,757,167,4,1,747,1,756,0,1180
"Pocillopora_meandrina_HIv1___TS.g10511.t2","Integrator complex subunit 10","NEMVEDRAFT_v1g139223","INTS10","Nematostella vectensis","A7SZL1",59.868,152,56,1,8,154,13,164,1.92e-58,193
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","pdam_00006394","INTS11","Pocillopora damicornis","A0A3M6TQM9",99.355,310,2,0,338,647,311,620,0,626
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","INTS11 OS=Clytia hemisphaerica OX=252671","INTS11","Clytia hemisphaerica","A0A7M5XBL5",68.595,605,186,3,1,602,1,604,0,889
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913YHP1",82.872,578,96,3,1,577,30,605,0,1025
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913YME0",91.977,349,28,0,1,349,30,378,0,701
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","PMEA_00016861","INTS11","Pocillopora meandrina","A0AAU9VQD5",98.71,620,4,1,1,616,1,620,0,1273
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","LOC100202570","INTS11","Hydra vulgaris","A0ABM4DI96",71.17,607,170,3,1,605,1,604,0,912
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","NEMVEDRAFT_v1g179209","INTS11","Nematostella vectensis","A7RL47",83.779,524,76,1,1,515,30,553,0,945
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","CPSF3L","INTS11","Stylophora pistillata","A0A2B4STP1",96.607,619,21,0,1,619,1,619,0,1256
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","LOC116291394","INTS11","Actinia tenebrosa","A0A6P8HHK7",82.623,610,102,3,1,609,1,607,0,1080
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913X120",83.031,607,100,3,1,606,1,605,0,1078
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913XJX1",91.534,378,32,0,1,378,1,378,0,754
"Pocillopora_meandrina_HIv1___RNAseq.g12965.t1","Integrator complex subunit 11","CPSF3L","INTS11","Desmophyllum pertusum","A0A9X0A702",93.596,609,38,1,1,608,1,609,0,1204
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","INTS12","INTS12","Stylophora pistillata","A0A2B4S4P7",92.286,350,27,0,1,350,1,350,0,612
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","LOC116301812","INTS12","Actinia tenebrosa","A0A6P8IJ32",45.278,360,178,7,1,353,3,350,1.99e-88,270
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","PACLA_8A067057","INTS12","Paramuricea clavata","A0A6S7HK16",34.795,365,182,12,22,364,9,339,1.86e-44,156
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","INTS12 OS=Exaiptasia diaphana OX=2652724","INTS12","Exaiptasia diaphana","A0A913YKG6",44.809,366,168,12,12,361,3,350,1.52e-80,249
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","INTS12","INTS12","Desmophyllum pertusum","A0A9X0CZE9",71.046,373,79,8,1,367,1,350,1.39e-167,471
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","P5673_007265","INTS12","Acropora cervicornis","A0AAD9VBW7",68.306,366,96,8,1,362,1,350,1.97e-158,448
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","PMEA_00007650","INTS12","Pocillopora meandrina","A0AAU9WL65",99.714,350,1,0,18,367,1,350,0,713
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","PEVE_00035301","INTS12","Porites evermanni","A0ABN8MNQ2",73.521,355,87,4,1,353,1,350,2.3e-172,483
"Pocillopora_meandrina_HIv1___RNAseq.g1586.t1","Integrator complex subunit 12","PLOB_00038393","INTS12","Porites lobata","A0ABN8P772",72.113,355,92,4,1,353,1,350,2.38e-168,473
"Pocillopora_meandrina_HIv1___TS.g28157.t1","Integrator complex subunit 13","P5673_029862","INTS13","Acropora cervicornis","A0AAD9PVE8",68.453,653,132,4,1,581,1,651,0,866
"Pocillopora_meandrina_HIv1___TS.g28157.t1","Integrator complex subunit 13 isoform X2","LOC100197579","INTS13","Hydra vulgaris","A0ABM4D3E2",38.957,729,352,15,10,685,11,699,7.2e-155,467
"Pocillopora_meandrina_HIv1___TS.g28157.t1","Integrator complex subunit 13-like","LOC116304359","INTS13","Actinia tenebrosa","A0A6P8ISJ1",57.88,717,267,12,11,716,11,703,0,789
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","Vwa9","INTS14","Stylophora pistillata","A0A2B4RU54",96.62,503,17,0,1,503,1,503,0,1011
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","pdam_00021401","INTS14","Pocillopora damicornis","A0A3M6TMP7",99.602,503,2,0,1,503,1,503,0,1037
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","LOC116296789","INTS14","Actinia tenebrosa","A0A6P8HZA0",65.941,505,165,4,1,503,1,500,0,686
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","PACLA_8A013253","INTS14","Paramuricea clavata","A0A7D9HDV6",54.15,506,213,8,1,491,1,502,0,533
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","PACLA_8A013253","INTS14","Paramuricea clavata","A0A7D9HGI7",53.919,421,175,8,1,406,1,417,6.11e-149,432
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","INTS14 OS=Exaiptasia diaphana OX=2652724","INTS14","Exaiptasia diaphana","A0A913XHD1",65.545,505,163,5,1,499,1,500,0,682
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","P5673_018352","INTS14","Acropora cervicornis","A0AAD9QDB0",82.574,505,85,2,1,504,1,503,0,879
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","PMEA_00022021","INTS14","Pocillopora meandrina","A0AAU9VXZ3",99.404,503,3,0,1,503,1,503,0,1035
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","LOC100214249","INTS14","Hydra vulgaris","A0ABM4DE75",44.95,505,262,6,1,495,1,499,7.02e-153,445
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","PLOB_00000868","INTS14","Porites lobata","A0ABN8N3G7",85.885,503,70,1,1,502,1,503,0,912
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","PEVE_00018572","INTS14","Porites evermanni","A0ABN8S9T9",85.885,503,70,1,1,502,1,503,0,908
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","NEMVEDRAFT_v1g91640","INTS14","Nematostella vectensis","A7RS47",65.613,506,152,7,1,490,1,500,0,670
"Pocillopora_meandrina_HIv1___RNAseq.g7781.t1","Integrator complex subunit 14","C15orf44","INTS14","Hydra vulgaris","T2M6U5",44.95,505,262,6,1,495,1,499,4.03e-153,446
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","Ints2","INTS2","Stylophora pistillata","A0A2B4RZX0",92.246,1251,78,4,1,1233,1,1250,0,2250
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","PACLA_8A002718","INTS2","Paramuricea clavata","A0A7D9EB17",48.284,1282,553,19,6,1218,7,1247,0,1110
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","INTS2 OS=Clytia hemisphaerica OX=252671","INTS2","Clytia hemisphaerica","A0A7M5XJY8",39.92,1002,492,17,7,917,175,1157,0,687
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","INTS2 OS=Clytia hemisphaerica OX=252671","INTS2","Clytia hemisphaerica","A0A7M5XL71",39.92,1002,492,17,7,917,175,1157,0,687
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","INTS2 OS=Exaiptasia diaphana OX=2652724","INTS2","Exaiptasia diaphana","A0A913YQZ2",60.876,731,239,9,6,693,5,731,0,857
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","INTS2","INTS2","Desmophyllum pertusum","A0A9W9Z2H4",86.699,1248,145,5,2,1231,5,1249,0,2111
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","P5673_014622","INTS2","Acropora cervicornis","A0AAD9QJD2",69.921,1260,213,13,1,1106,1,1248,0,1637
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","PMEA_00004074","INTS2","Pocillopora meandrina","A0AAU9WE25",97.84,1250,12,2,1,1235,1,1250,0,2470
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","PLOB_00004120","INTS2","Porites lobata","A0ABN8QA75",84.462,1255,170,7,1,1236,1,1249,0,2061
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2","INTS2","INTS2","Hydra vulgaris","T2M685",41.595,1166,566,17,7,1071,6,1157,0,846
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2 isoform X2","PACLA_8A002718","INTS2","Paramuricea clavata","A0A6S7HPA4",48.324,1283,552,20,6,1219,7,1247,0,1107
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2 isoform X3","LOC100197044","INTS2","Hydra vulgaris","A0ABM4CN83",41.252,1166,554,18,7,1055,6,1157,0,833
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2-like isoform X1","LOC116292634","INTS2","Actinia tenebrosa","A0A6P8HHG5",61.394,1277,418,15,7,1240,2,1246,0,1504
"Pocillopora_meandrina_HIv1___RNAseq.g20910.t1","Integrator complex subunit 2-like isoform X2","LOC116292634","INTS2","Actinia tenebrosa","A0A6P8HT36",61.587,1273,418,14,7,1236,2,1246,0,1509
"Pocillopora_meandrina_HIv1___RNAseq.g6554.t1","Integrator complex subunit 3","INTS3","INTS3","Stylophora pistillata","A0A2B4SYZ2",96.388,1052,37,1,1,1052,2,1052,0,2086
"Pocillopora_meandrina_HIv1___RNAseq.g6554.t1","Integrator complex subunit 3","INTS3_1","INTS3","Desmophyllum pertusum","A0A9X0CMQ2",87.179,624,80,0,7,630,170,793,0,1069
"Pocillopora_meandrina_HIv1___RNAseq.g6554.t1","Integrator complex subunit 3","P5673_012134","INTS3","Acropora cervicornis","A0AAD9QNR4",82.274,897,155,3,2,897,39,932,0,1461
"Pocillopora_meandrina_HIv1___RNAseq.g6554.t1","Integrator complex subunit 3 isoform X3","LOC100198887","INTS3","Hydra vulgaris","A0ABM4DDK5",43.732,1029,512,16,17,1011,12,1007,0,804
"Pocillopora_meandrina_HIv1___RNAseq.g6554.t1","Integrator complex subunit 3-like","LOC116300098","INTS3","Actinia tenebrosa","A0A6P8IET8",64.064,1063,346,7,3,1044,5,1052,0,1338
"Pocillopora_meandrina_HIv1___RNAseq.g15623.t1a","Integrator complex subunit 4","P5673_000957","INTS4","Acropora cervicornis","A0AAD9R5A2",70.341,998,249,4,239,1190,1,997,0,1419
"Pocillopora_meandrina_HIv1___RNAseq.g15809.t1","Integrator complex subunit 6","INTS6","INTS6","Hydra vulgaris","T2M317",46.172,431,204,10,255,673,349,763,7e-123,395
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","INTS7","INTS7","Stylophora pistillata","A0A2B4SKH7",78.325,609,30,4,1,507,1,609,0,927
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","pdam_00013450","INTS7","Pocillopora damicornis","A0A3M6TF56",99.577,946,4,0,1,946,1,946,0,1930
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","LOC116297721","INTS7","Actinia tenebrosa","A0A6P8IB01",59.22,949,377,5,5,953,6,944,0,1166
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","PACLA_8A019079","INTS7","Paramuricea clavata","A0A6S7K8T1",45.348,935,498,4,8,938,17,942,0,820
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","INTS7 OS=Clytia hemisphaerica OX=252671","INTS7","Clytia hemisphaerica","A0A7M5V2S3",36.547,944,574,10,14,946,13,942,0,620
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","INTS7 OS=Exaiptasia diaphana OX=2652724","INTS7","Exaiptasia diaphana","A0A913XT38",55.274,948,413,6,1,946,1,939,0,1065
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","INTS7_3","INTS7","Desmophyllum pertusum","A0A9X0A0N1",81.07,486,58,2,1,452,1,486,0,784
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","P5673_015977","INTS7","Acropora cervicornis","A0AAD9QH64",64.805,949,211,9,1,829,1,946,0,1202
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","PMEA_00013352","INTS7","Pocillopora meandrina","A0AAU9WW72",99.154,946,8,0,1,946,1,946,0,1925
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","LOC100204041","INTS7","Hydra vulgaris","A0ABM4C892",35.086,932,547,16,9,899,25,939,2.94e-175,532
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","LOC100204041","INTS7","Hydra vulgaris","A0ABM4C899",35.086,932,547,16,9,899,25,939,2.61e-175,532
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","PEVE_00030238","INTS7","Porites evermanni","A0ABN8MIA7",77.964,953,201,6,1,951,1,946,0,1515
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","PLOB_00029393","INTS7","Porites lobata","A0ABN8NUA4",78.804,953,193,6,1,951,1,946,0,1535
"Pocillopora_meandrina_HIv1___RNAseq.g5380.t1","Integrator complex subunit 7","INTS7","INTS7","Hydra vulgaris","T2M4N5",38.936,470,265,7,9,462,25,488,9.75e-101,322
"Pocillopora_meandrina_HIv1___RNAseq.g27830.t1","Integrator complex subunit 8","INTS8","INTS8","Stylophora pistillata","A0A2B4RVR6",74.674,1074,178,11,1,1002,1,1052,0,1582
"Pocillopora_meandrina_HIv1___RNAseq.g27830.t1","Integrator complex subunit 8","INTS8","INTS8","Desmophyllum pertusum","A0A9X0CV07",72.925,1060,232,8,1,1013,1,1052,0,1564
"Pocillopora_meandrina_HIv1___RNAseq.g27830.t1","Integrator complex subunit 8","P5673_029480","INTS8","Acropora cervicornis","A0AAD9UU49",55.386,919,307,16,1,819,137,1052,0,956
"Pocillopora_meandrina_HIv1___RNAseq.g27830.t1","Integrator complex subunit 8 isoform X2","LOC101235764","INTS8","Hydra vulgaris","A0ABM4DNE3",28.425,1073,641,31,7,985,12,1051,1.12e-118,389
"Pocillopora_meandrina_HIv1___RNAseq.g27830.t1","Integrator complex subunit 8-like","LOC116294367","INTS8","Actinia tenebrosa","A0A6P8HN80",44.173,1064,507,24,3,1000,10,1052,0,841
"Pocillopora_meandrina_HIv1___RNAseq.g20120.t2","Integrator complex subunit 9 homolog","LOC116307679","INTS9","Actinia tenebrosa","A0A6P8JAI2",72.264,667,176,2,1,658,1,667,0,1045
"Pocillopora_meandrina_HIv1___RNAseq.g20120.t2","Integrator complex subunit 9 homolog","ints9","INTS9","Nematostella vectensis","A7SBF0",69.265,667,198,1,1,660,1,667,0,990
"Pocillopora_meandrina_HIv1___RNAseq.g20120.t2","Integrator complex subunit 9-like","ints9","INTS9","Stylophora pistillata","A0A2B4SQU2",95.763,354,15,0,238,591,314,667,0,708
"Pocillopora_meandrina_HIv1___RNAseq.g25527.t1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4R985",83.681,1581,246,4,1,1575,35,1609,0,2681
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4RG40",78.409,2779,571,11,619,3384,2,2764,0,4377
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0N5",72.618,829,182,6,867,1651,1121,1948,0,1160
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0P5",84.615,1846,243,7,173,1978,103,1947,0,3177
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4SJ07",89.419,2788,294,1,1,2787,1,2788,0,5023
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","pdam_00014003","RDRP","Pocillopora damicornis","A0A3M6V1C2",97.844,1345,28,1,1,1344,1,1345,0,2732
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","pdam_00010540","RDRP","Pocillopora damicornis","A0A3M6V665",94.815,1948,98,2,1,1945,1,1948,0,3739
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","LOC116291599","RDRP","Actinia tenebrosa","A0A6P8HFQ5",44.496,1935,936,40,87,1952,83,1948,0,1523
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","LOC116292984","RDRP","Actinia tenebrosa","A0A6P8HMH6",47.105,1917,909,34,84,1940,74,1945,0,1634
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC116296651","RDRP","Actinia tenebrosa","A0A6P8HVX5",42.887,2861,1467,44,10,2783,8,2788,0,2149
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-directed RNA polymerase","PACLA_8A003058","RDRP","Paramuricea clavata","A0A6S7H8I7",34.395,2605,1411,63,12,2504,341,2759,0,1315
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","RDRP OS=Clytia hemisphaerica OX=252671","RDRP","Clytia hemisphaerica","A0A7M5VA30",26.361,1396,834,43,1017,2312,1211,2512,1.91e-98,357
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913WPD6",45.349,1903,926,34,98,1926,83,1945,0,1578
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-directed RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913WY18",39.063,2839,1510,63,9,2720,18,2763,0,1806
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-directed RNA polymerase","OS493_030834","RDRP","Desmophyllum pertusum","A0A9W9YJP7",67.201,1808,536,14,304,2072,974,2763,0,2411
"Pocillopora_meandrina_HIv1___RNAseq.g25529.t1","RNA-directed RNA polymerase","OS493_030827","RDRP","Desmophyllum pertusum","A0A9W9YJV2",64.966,1764,520,17,45,1744,181,1910,0,2279
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","P5673_011346","RDRP","Acropora cervicornis","A0AAD9QPZ2",59.49,1960,734,20,1,1913,1,1947,0,2314
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","P5673_011149","RDRP","Acropora cervicornis","A0AAD9QQ14",58.805,1942,756,19,11,1918,16,1947,0,2239
"Pocillopora_meandrina_HIv1___RNAseq.g25529.t1","RNA-directed RNA polymerase","P5673_003890","RDRP","Acropora cervicornis","A0AAD9VEU7",56.446,2769,1118,32,8,2719,16,2753,0,3019
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","PMEA_00035380","RDRP","Pocillopora meandrina","A0AAU9WAN4",94.969,1948,94,3,1,1944,1,1948,0,3746
"Pocillopora_meandrina_HIv1___RNAseq.g25527.t1","RNA-directed RNA polymerase","PMEA_00004556","RDRP","Pocillopora meandrina","A0AAU9WCT6",94.405,1948,50,4,420,2311,844,2788,0,3786
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","PMEA_00005181","RDRP","Pocillopora meandrina","A0AAU9WHC0",97.054,2682,78,1,1,2681,1,2682,0,5409
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJV4",26.574,1366,806,45,1022,2266,1223,2512,1.87e-101,366
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJW1",26.574,1366,806,45,1022,2266,1223,2512,2.61e-101,365
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BJW6",26.438,1373,798,48,1023,2272,1225,2508,2.2e-100,362
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BJW7",26.438,1373,798,48,1023,2272,1225,2508,5.62e-100,361
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJX0",26.09,1445,847,48,1022,2334,1223,2578,2.55e-102,369
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC100214913","RDRP","Hydra vulgaris","A0ABM4BJX3",26.652,1362,803,49,1032,2275,1225,2508,8.5e-105,377
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJX5",26.574,1366,806,45,1022,2266,1223,2512,1.63e-101,366
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC100214913","RDRP","Hydra vulgaris","A0ABM4BJY6",26.652,1362,803,49,1077,2320,1225,2508,7.9e-105,377
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BK03",26.438,1373,798,48,1023,2272,1225,2508,4.13e-100,361
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","PLOB_00050157","RDRP","Porites lobata","A0ABN8Q0K4",64.957,1969,639,25,1,1940,1,1947,0,2528
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-directed RNA polymerase","PEVE_00002451","RDRP","Porites evermanni","A0ABN8Q4R5",62.196,1976,680,31,1,1938,1,1947,0,2373
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","PLOB_00010549","RDRP","Porites lobata","A0ABN8QWY6",70.164,2812,789,17,3,2789,2,2788,0,4024
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-directed RNA polymerase","PLOB_00012103","RDRP","Porites lobata","A0ABN8QXB4",57.647,2831,1069,27,6,2786,13,2763,0,3190
"Pocillopora_meandrina_HIv1___RNAseq.g25529.t1","RNA-directed RNA polymerase","PLOB_00012120","RDRP","Porites lobata","A0ABN8R2J4",57.218,2833,1068,30,6,2787,13,2752,0,3120
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-directed RNA polymerase","PEVE_00029318","RDRP","Porites evermanni","A0ABN8SV96",69.986,2812,793,18,3,2788,2,2788,0,4002
"Pocillopora_meandrina_HIv1___RNAseq.g25527.t1","RNA-directed RNA polymerase","PEVE_00035858","RDRP","Porites evermanni","A0ABN8T2Q2",59.099,2330,846,20,1,2287,164,2429,0,2702
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-dependent RNA polymerase","RDR2","RDRP","Stylophora pistillata","A0A2B4RIR9",78.947,950,173,4,2,928,1600,2545,0,1499
"Pocillopora_meandrina_HIv1___RNAseq.g21499.t1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0A1",69.501,682,180,3,543,1196,2,683,0,960
"Pocillopora_meandrina_HIv1___RNAseq.g21499.t1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S2K3",71.014,690,170,3,1,660,1,690,0,984
"Pocillopora_meandrina_HIv1___RNAseq.g4089.t1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S3Y0",42.733,688,318,16,67,730,1,636,3.13e-161,480
