"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V1","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"3643",3643,"Cluster_10228","ptg000018l:4472290-4475949",151,-27.67,2,22,3095,3124,27,"62.96%","70.37%","FUN_024295",0.894838695885963,0.0402852271135673,0.96546924320845,"ptg000018l:4472290-4475949","E9Q5R7","NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (PYPAF7)","Mus musculus (Mouse)","cellular response to cytokine stimulus [GO:0071345]; dendritic cell migration [GO:0036336]; ERK1 and ERK2 cascade [GO:0070371]; negative regulation of cytokine production [GO:0001818]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 production [GO:0032692]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of signal transduction [GO:0009968]; negative regulation of Toll signaling pathway [GO:0045751]; NIK/NF-kappaB signaling [GO:0038061]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043281]; regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]; regulation of inflammatory response [GO:0050727]","GO:0001818; GO:0005524; GO:0005737; GO:0009968; GO:0031953; GO:0032088; GO:0032692; GO:0032715; GO:0036336; GO:0038061; GO:0043122; GO:0043124; GO:0043281; GO:0045345; GO:0045751; GO:0050727; GO:0050728; GO:0070371; GO:0070373; GO:0071345; GO:1901223; GO:1901224"
"3652",3652,"Cluster_10228","ptg000018l:6017930-6034721",159,-20.41,2,21,14676,14702,23,"69.57%","73.91%","FUN_024416",-0.881047559754226,0.048360308522703,0.96546924320845,NA,NA,NA,NA,NA,NA
"3680",3680,"Cluster_10228","ptg000020l:355148-361078",154,-23.34,2,22,3819,3849,28,"67.86%","71.43%","FUN_025749",-0.909733358006645,0.0321111130367183,0.933855060325075,NA,NA,NA,NA,NA,NA
"3700",3700,"Cluster_10228","ptg000021l:17319881-17325731",159,-23.03,2,21,540,564,21,"66.67%","80.95%","FUN_028246",0.946964051919962,0.0145446708990684,0.795733227643245,NA,NA,NA,NA,NA,NA
"3713",3713,"Cluster_10228","ptg000021l:9242405-9244489",151,-24.27,2,22,1271,1297,24,"58.33%","79.17%","FUN_027701",-0.926021935735986,0.0238841319487084,0.911947326397717,NA,NA,NA,NA,NA,NA
"3732",3732,"Cluster_10228","ptg000023l:14674877-14787216",176,-29.6,2,22,97034,97057,21,"80.95%","85.71%","FUN_030681",-0.948246198404904,0.0140231883666624,0.785010600422813,"ptg000023l:14674877-14787216","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"3737",3737,"Cluster_10228","ptg000023l:17015124-17022007",162,-22.25,2,22,1435,1455,20,"75.00%","80.00%","FUN_031078",-0.982163379555072,0.00285192002534465,0.545343267336266,NA,NA,NA,NA,NA,NA
"3748",3748,"Cluster_10228","ptg000023l:22163123-22171760",174,-24.53,2,20,3442,3465,19,"78.95%","94.74%","FUN_031510",-0.935983701180255,0.0192555038132354,0.862722571112723,NA,NA,NA,NA,NA,NA
"3763",3763,"Cluster_10228","ptg000023l:30065460-30070746",166,-20.32,2,22,357,377,20,"75.00%","85.00%","FUN_032240",-0.951349527103224,0.0127870257601197,0.766084851142397,"ptg000023l:30065460-30070746","P51029","Protein Wnt-8b","Danio rerio (Zebrafish) (Brachydanio rerio)","canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; commissural neuron axon guidance [GO:0071679]; embryonic pattern specification [GO:0009880]; eye development [GO:0001654]; eye field cell fate commitment involved in camera-type eye formation [GO:0060898]; forebrain development [GO:0030900]; forebrain neuron differentiation [GO:0021879]; hypothalamus development [GO:0021854]; negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway [GO:0022002]; neuron differentiation [GO:0030182]; otic placode formation [GO:0043049]; sensory epithelium regeneration [GO:0070654]","GO:0001654; GO:0005109; GO:0005125; GO:0005615; GO:0009880; GO:0021854; GO:0021879; GO:0022002; GO:0030182; GO:0030900; GO:0043049; GO:0045165; GO:0060070; GO:0060898; GO:0070654; GO:0071679"
"3774",3774,"Cluster_10228","ptg000023l:33856149-33864801",183,-30.4,2,20,6662,6684,18,"83.33%","100.00%","FUN_032607",-0.975958718540844,0.0044585937900913,0.566267752670525,NA,NA,NA,NA,NA,NA
"3779",3779,"Cluster_10228","ptg000023l:39165730-39175433",160,-21.89,2,22,8027,8050,21,"66.67%","80.95%","FUN_033039",0.921708900624982,0.0259857594701203,0.914225011702335,"ptg000023l:39165730-39175433","Q5CB03","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)","Canis lupus familiaris (Dog) (Canis familiaris)","carbohydrate metabolic process [GO:0005975]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; protein glycosylation [GO:0006486]","GO:0000139; GO:0005576; GO:0005789; GO:0005975; GO:0006486; GO:0015018; GO:0046872; GO:0050650"
"3842",3842,"Cluster_10228","ptg000025l:6915495-6915951",197,-38.67,2,22,14,36,20,"95.00%","95.00%","FUN_035382",-0.898351247140424,0.0383046803084148,0.96546924320845,NA,NA,NA,NA,NA,NA
"3843",3843,"Cluster_10228","ptg000025l:7316142-7346698",160,-21.56,2,22,26486,26509,21,"66.67%","80.95%","FUN_035430",0.982929482755966,0.00267047614304092,0.545343267336266,"ptg000025l:7316142-7346698","O54991","Contactin-associated protein 1 (Caspr) (Caspr1) (MHDNIV) (NCP1) (Neurexin IV) (Neurexin-4) (Paranodin)","Mus musculus (Mouse)","axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; central nervous system myelination [GO:0022010]; cytoskeleton organization [GO:0007010]; mitochondrion organization [GO:0007005]; myelination [GO:0042552]; myelination in peripheral nervous system [GO:0022011]; neuromuscular junction development, skeletal muscle fiber [GO:0098529]; neuromuscular process [GO:0050905]; neuromuscular process controlling balance [GO:0050885]; neuromuscular process controlling posture [GO:0050884]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; neuronal action potential propagation [GO:0019227]; paranodal junction assembly [GO:0030913]; paranodal junction maintenance [GO:1990227]; postsynaptic density organization [GO:0097106]; protein localization to juxtaparanode region of axon [GO:0071205]; protein localization to paranode region of axon [GO:0002175]; regulation of synapse maturation [GO:0090128]","GO:0002175; GO:0005886; GO:0005918; GO:0007005; GO:0007010; GO:0007155; GO:0007409; GO:0016020; GO:0017124; GO:0019227; GO:0022010; GO:0022011; GO:0030424; GO:0030913; GO:0031175; GO:0033010; GO:0033270; GO:0042552; GO:0043209; GO:0048786; GO:0048812; GO:0050884; GO:0050885; GO:0050905; GO:0071205; GO:0090128; GO:0097106; GO:0098529; GO:0098978; GO:1990227"
"3855",3855,"Cluster_10228","ptg000026l:1281570-1292192",156,-20.07,2,22,582,606,22,"59.09%","81.82%","FUN_036746",-0.930289166274304,0.0218620130241501,0.893615762780169,NA,NA,NA,NA,NA,NA
"3935",3935,"Cluster_10228","ptg000036l:821258-842495",180,-29.33,2,22,17349,17372,21,"80.95%","90.48%","FUN_042118",-0.933850226451485,0.0202194604462242,0.874431316658196,NA,NA,NA,NA,NA,NA
"3960",3960,"Cluster_10228","ptg000108l:17074-22783",154,-20.8,2,21,5361,5387,23,"65.22%","78.26%","FUN_044177",-0.914961885724364,0.0293856694593683,0.922979388371587,NA,NA,NA,NA,NA,NA
"3962",3962,"Cluster_10228","ptg000108l:36584-42293",154,-20.8,2,21,5361,5387,23,"65.22%","78.26%","FUN_044180",-0.943643720074303,0.0159236127340614,0.82524628021314,NA,NA,NA,NA,NA,NA
"3963",3963,"Cluster_10228","ptg000108l:56094-61803",154,-20.8,2,21,5361,5387,23,"65.22%","78.26%","FUN_044182",-0.890646308634531,0.0426902731298845,0.96546924320845,NA,NA,NA,NA,NA,NA
"3967",3967,"Cluster_10228","ptg000128l:17761-23470",154,-20.8,2,21,5361,5387,23,"65.22%","78.26%","FUN_044256",-0.898147415043621,0.0384187388816748,0.96546924320845,NA,NA,NA,NA,NA,NA
"3969",3969,"Cluster_10228","ptg000128l:505-3828",154,-20.8,2,21,3104,3130,23,"65.22%","78.26%","FUN_044253",-0.881317732593067,0.0481976760750671,0.96546924320845,NA,NA,NA,NA,NA,NA
"4004",4004,"Cluster_10419","ntLink_8:18935819-18943134",155,-20.09,2,21,1515,1542,25,"68.00%","68.00%","FUN_004078",-0.951828602853249,0.0125995350452551,0.766084851142397,NA,NA,NA,NA,NA,NA
"4059",4059,"Cluster_10419","ptg000001l:6013604-6014736",164,-21.59,2,17,410,431,15,"80.00%","93.33%","FUN_005951",-0.911459476837608,0.0312027888015098,0.927095055076847,NA,NA,NA,NA,NA,NA
"4067",4067,"Cluster_10419","ptg000002l:12440074-12450781",173,-22.47,2,18,3286,3307,16,"87.50%","93.75%","FUN_008520",-0.900912734750441,0.0368806097624446,0.96546924320845,NA,NA,NA,NA,NA,NA
"4083",4083,"Cluster_10419","ptg000002l:7262521-7267543",181,-22.39,2,19,965,987,18,"94.44%","94.44%","FUN_008019",-0.886676439517907,0.0450080938195929,0.96546924320845,NA,NA,NA,NA,NA,NA
"4084",4084,"Cluster_10419","ptg000002l:7262521-7267543",183,-22.42,2,21,866,888,20,"90.00%","90.00%","FUN_008019",-0.886676439517907,0.0450080938195929,0.96546924320845,NA,NA,NA,NA,NA,NA
"4090",4090,"Cluster_10419","ptg000002l:9980768-9988210",155,-21.04,2,21,3761,3786,23,"69.57%","69.57%","FUN_008288",-0.920556062653652,0.0265571132288215,0.914225011702335,NA,NA,NA,NA,NA,NA
"4110",4110,"Cluster_10419","ptg000007l:1648284-1713280",166,-20.93,2,16,12989,13011,15,"93.33%","93.33%","FUN_010691",-0.933277777628406,0.0204806930827768,0.87711669257585,"ptg000007l:1648284-1713280","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"4132",4132,"Cluster_10419","ptg000008l:23461500-23467901",163,-21.77,2,21,2519,2541,20,"75.00%","80.00%","FUN_013505",-0.896731756723325,0.0392138749758406,0.96546924320845,NA,NA,NA,NA,NA,NA
"4180",4180,"Cluster_10419","ptg000012l:13173181-13212105",162,-22.17,2,21,4265,4285,19,"73.68%","84.21%","FUN_018764",-0.977116218498568,0.00414122823627968,0.550030549518874,NA,NA,NA,NA,NA,NA
"4200",4200,"Cluster_10419","ptg000012l:8090140-8170262",162,-21.18,2,16,15099,15121,15,"86.67%","93.33%","FUN_018349",0.932736186897333,0.0207288420701154,0.880592982674383,NA,NA,NA,NA,NA,NA
"4219",4219,"Cluster_10419","ptg000016l:5735815-5746404",153,-20.74,2,16,4321,4341,14,"85.71%","85.71%","FUN_022145",0.908709108411204,0.0326540326797903,0.938241604728095,"ptg000016l:5735815-5746404","B8UU78","EGF and laminin G domain-containing protein","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0016020"
"4223",4223,"Cluster_10419","ptg000016l:7824294-7837185",159,-20.37,2,21,4587,4610,21,"71.43%","76.19%","FUN_022341",-0.878565015008816,0.0498627668770586,0.96546924320845,NA,NA,NA,NA,NA,NA
"4243",4243,"Cluster_10419","ptg000017l:9184104-9199629",151,-20.13,2,17,2513,2536,17,"76.47%","76.47%","FUN_023565",0.975834806636505,0.00449302425141202,0.567648498097963,NA,NA,NA,NA,NA,NA
"4312",4312,"Cluster_10419","ptg000021l:2200796-2205154",157,-20.46,2,16,704,724,14,"85.71%","92.86%","FUN_027244",0.969676623158723,0.00630978991962067,0.650849891767144,NA,NA,NA,NA,NA,NA
"4421",4421,"Cluster_10419","ptg000026l:13607298-13614970",167,-21.52,2,16,6548,6569,14,"92.86%","92.86%","FUN_037790",0.918175568971474,0.0277494840687487,0.915006599129389,NA,NA,NA,NA,NA,NA
"4451",4451,"Cluster_10419","ptg000027l:11867789-11882175",149,-20.99,2,16,8464,8484,14,"78.57%","85.71%","FUN_038834",0.962016304038225,0.00883567420059776,0.705721626477955,NA,NA,NA,NA,NA,NA
"4497",4497,"Cluster_10419","ptg000036l:3070264-3072174",163,-21.41,2,21,413,435,20,"75.00%","80.00%","FUN_042269",-0.928840495799963,0.0225420024186021,0.902152744553417,NA,NA,NA,NA,NA,NA
"4541",4541,"Cluster_14402","ntLink_6:13028147-13035792",174,-20.9,2,19,5921,5942,17,"88.24%","88.24%","FUN_001500",0.882364515864912,0.0475691965349656,0.96546924320845,NA,NA,NA,NA,NA,NA
"4720",4720,"Cluster_14402","ntLink_8:31757546-31866292",168,-20.96,2,17,40593,40614,15,"86.67%","93.33%","FUN_005153",0.947087837855072,0.0144940536109944,0.794058083473721,NA,NA,NA,NA,NA,NA
"4761",4761,"Cluster_14402","ptg000001l:10182580-10216452",150,-22.45,2,21,28740,28760,19,"57.89%","84.21%","FUN_006286",-0.934716071952229,0.0198264101937691,0.869209980960282,"ptg000001l:10182580-10216452","O15050","TPR and ankyrin repeat-containing protein 1 (Lupus brain antigen 1 homolog)","Homo sapiens (Human)","",""
"4771",4771,"Cluster_14402","ptg000001l:12299264-12335676",151,-24.75,2,18,1741,1761,16,"68.75%","87.50%","FUN_006425",0.905658990907276,0.0342879456764622,0.950618253871956,NA,NA,NA,NA,NA,NA
"4793",4793,"Cluster_14402","ptg000001l:21047043-21053896",163,-21.35,2,21,1857,1879,20,"70.00%","85.00%","FUN_007153",0.882165233837686,0.0476886425403596,0.96546924320845,NA,NA,NA,NA,NA,NA
"4798",4798,"Cluster_14402","ptg000001l:4930482-4960614",158,-29.13,2,20,15889,15911,19,"63.16%","89.47%","FUN_005858",0.926368402957091,0.0237178042025414,0.911947326397717,NA,NA,NA,NA,NA,NA
"4799",4799,"Cluster_14402","ptg000001l:4930482-4960614",159,-23.24,2,21,11150,11172,20,"65.00%","85.00%","FUN_005858",0.926368402957091,0.0237178042025414,0.911947326397717,NA,NA,NA,NA,NA,NA
"4802",4802,"Cluster_14402","ptg000001l:5754354-5763463",158,-23.1,2,20,5967,5990,20,"65.00%","85.00%","FUN_005921",0.956226102917959,0.0109215516287866,0.740909040909342,NA,NA,NA,NA,NA,NA
"4850",4850,"Cluster_14402","ptg000002l:2330569-2358463",166,-21.96,2,21,6384,6408,22,"77.27%","81.82%","FUN_007607",0.913737402232006,0.0300169715989997,0.922979388371587,NA,NA,NA,NA,NA,NA
"4872",4872,"Cluster_14402","ptg000002l:9989062-9994888",160,-25.78,2,18,175,197,17,"70.59%","94.12%","FUN_008289",0.945381271191268,0.0151969280937344,0.810456937155303,NA,NA,NA,NA,NA,NA
"4874",4874,"Cluster_14402","ptg000004l:10256439-10259725",151,-22.63,2,21,633,660,25,"60.00%","72.00%","FUN_009676",-0.942108613053445,0.0165747559901862,0.8368840772116,NA,NA,NA,NA,NA,NA
"4878",4878,"Cluster_14402","ptg000004l:11462348-11483797",161,-26.2,2,21,7320,7345,23,"73.91%","82.61%","FUN_009778",0.900131815383233,0.0373129397972094,0.96546924320845,NA,NA,NA,NA,NA,NA
"4885",4885,"Cluster_14402","ptg000004l:14173039-14181450",171,-22.09,2,21,7334,7356,20,"80.00%","85.00%","FUN_010074",0.984545294603385,0.00230099462489003,0.545343267336266,NA,NA,NA,NA,NA,NA
"4891",4891,"Cluster_14402","ptg000004l:1985351-2111006",147,-21.35,2,12,56044,56065,10,"80.00%","100.00%","FUN_009049",0.918826974623507,0.0274215264015788,0.914225011702335,NA,NA,NA,NA,NA,NA
"4894",4894,"Cluster_14402","ptg000004l:3362038-3372070",165,-21.21,2,19,1296,1320,20,"80.00%","80.00%","FUN_009157",0.901651553332413,0.0364730711241453,0.96463335879255,"ptg000004l:3362038-3372070","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"4900",4900,"Cluster_14402","ptg000004l:5606913-5617641",156,-26.24,2,21,10097,10118,19,"68.42%","73.68%","FUN_009350",0.959737955116664,0.00963911695210919,0.717681557663573,"ptg000004l:5606913-5617641","Q9I830","Potassium voltage-gated channel subfamily A member 2 (Shaker-related potassium channel tsha1) (Trout shaker 1) (Voltage-gated potassium channel subunit Kv1.2)","Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)","neuronal action potential [GO:0019228]; potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]","GO:0005249; GO:0005251; GO:0005886; GO:0008076; GO:0019228; GO:0034765; GO:0044224; GO:0051260; GO:0071805"
"5015",5015,"Cluster_14402","ptg000007l:2189980-2242178",156,-21.06,2,21,45457,45476,19,"73.68%","84.21%","FUN_010736",0.905956231213981,0.0341275970647572,0.94949921762906,NA,NA,NA,NA,NA,NA
"5054",5054,"Cluster_14402","ptg000008l:12471475-12540609",155,-20.25,2,21,53678,53703,23,"60.87%","78.26%","FUN_012767",0.972134602139404,0.00556042640609856,0.617303362823202,NA,NA,NA,NA,NA,NA
"5065",5065,"Cluster_14402","ptg000008l:17892917-17910696",162,-24.41,2,21,6537,6557,19,"73.68%","84.21%","FUN_012968",0.888153357392958,0.0441412522245395,0.96546924320845,NA,NA,NA,NA,NA,NA
"5071",5071,"Cluster_14402","ptg000008l:2108902-2110858",169,-20.81,2,20,723,746,20,"80.00%","90.00%","FUN_011851",-0.889321922640054,0.0434591923876754,0.96546924320845,"ptg000008l:2108902-2110858","Q9DEB5","Frizzled-10-A (Fz-10A) (Xfz10-A)","Xenopus laevis (African clawed frog)","Wnt signaling pathway [GO:0016055]","GO:0004930; GO:0005886; GO:0016055"
"5080",5080,"Cluster_14402","ptg000008l:24836875-24844165",156,-20.36,2,21,4000,4018,19,"73.68%","78.95%","FUN_013639",0.908718443748873,0.0326490711777368,0.938222391732489,"ptg000008l:24836875-24844165","P31423","Metabotropic glutamate receptor 4 (mGluR4)","Rattus norvegicus (Rat)","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway [GO:0007196]; chemical synaptic transmission [GO:0007268]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gamma-aminobutyric acid secretion [GO:0014051]; learning [GO:0007612]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of synaptic transmission [GO:0050805]; neuron projection development [GO:0031175]; positive regulation of MAPK cascade [GO:0043410]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of neuron apoptotic process [GO:0043523]; regulation of synaptic transmission, glutamatergic [GO:0051966]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic transmission, GABAergic [GO:0051932]; synaptic transmission, glutamatergic [GO:0035249]","GO:0001640; GO:0004930; GO:0005516; GO:0005886; GO:0007196; GO:0007216; GO:0007268; GO:0007612; GO:0008066; GO:0008285; GO:0014051; GO:0031175; GO:0031410; GO:0035249; GO:0043005; GO:0043066; GO:0043195; GO:0043198; GO:0043410; GO:0043523; GO:0048306; GO:0048787; GO:0050805; GO:0051932; GO:0051966; GO:0098688; GO:0098978; GO:0099171; GO:0150048; GO:2000300"
"5114",5114,"Cluster_14402","ptg000008l:5539763-5544727",159,-20.03,2,21,3975,3999,22,"68.18%","77.27%","FUN_012135",0.884326710356361,0.0463981712366602,0.96546924320845,NA,NA,NA,NA,NA,NA
"5193",5193,"Cluster_14402","ptg000009l:8344631-8415426",162,-20.72,2,21,9608,9632,22,"72.73%","81.82%","FUN_015282",0.923403779779549,0.0251530778394427,0.914225011702335,"ptg000009l:8344631-8415426","O60290","Zinc finger protein 862","Homo sapiens (Human)","regulation of DNA-templated transcription [GO:0006355]","GO:0005634; GO:0006355; GO:0046872; GO:0046983"
"5234",5234,"Cluster_14402","ptg000011l:2245249-2261609",156,-20.28,2,19,3890,3914,20,"75.00%","80.00%","FUN_016366",0.902786331830359,0.0358499418436667,0.959577139526486,NA,NA,NA,NA,NA,NA
"5260",5260,"Cluster_14402","ptg000011l:81373-86848",155,-21.81,2,21,1571,1594,21,"61.90%","80.95%","FUN_016180",0.92863657455259,0.022638260368812,0.903291326862975,NA,NA,NA,NA,NA,NA
"5294",5294,"Cluster_14402","ptg000012l:2109662-2113059",153,-22.63,2,18,2971,2992,16,"62.50%","87.50%","FUN_017936",0.926410622932996,0.0236975614299394,0.911947326397717,"ptg000012l:2109662-2113059","Q1LXR6",NA,NA,NA,NA
"5333",5333,"Cluster_14402","ptg000015l:3303001-3392190",160,-22.97,2,17,52875,52896,15,"73.33%","93.33%","FUN_019559",0.906530990549987,0.033818221789399,0.946996704998852,NA,NA,NA,NA,NA,NA
"5335",5335,"Cluster_14402","ptg000015l:9166677-9170380",151,-20.47,2,21,796,818,20,"60.00%","80.00%","FUN_020835",0.964019217812085,0.00814857837336875,0.683654777339724,NA,NA,NA,NA,NA,NA
"5363",5363,"Cluster_14402","ptg000016l:6496485-6497348",162,-20.02,2,19,587,608,17,"76.47%","82.35%","FUN_022227",-0.946588742621984,0.0146984896837044,0.799597559661858,NA,NA,NA,NA,NA,NA
"5368",5368,"Cluster_14402","ptg000016l:6502035-6502898",162,-20.02,2,19,587,608,17,"76.47%","82.35%","FUN_022232",-0.944782832796455,0.0154459600694302,0.815791567502045,NA,NA,NA,NA,NA,NA
"5386",5386,"Cluster_14402","ptg000016l:9178592-9190901",176,-24.72,2,21,7804,7825,19,"78.95%","89.47%","FUN_022454",0.93270692803742,0.0207422755994276,0.880917599360396,NA,NA,NA,NA,NA,NA
"5447",5447,"Cluster_14402","ptg000018l:14403154-14462854",166,-23.38,2,20,56833,56857,21,"71.43%","85.71%","FUN_025144",0.91053822108471,0.0316865352894553,0.93037984909279,NA,NA,NA,NA,NA,NA
"5557",5557,"Cluster_14402","ptg000020l:9308480-9313549",162,-22.71,2,15,4119,4140,13,"92.31%","92.31%","FUN_026471",-0.94455678584556,0.0155403689202904,0.817768546564704,NA,NA,NA,NA,NA,NA
"5632",5632,"Cluster_14402","ptg000022l:7546286-7554341",146,-24.7,2,21,2294,2324,28,"60.71%","67.86%","FUN_029040",0.980540926489906,0.0032489675916029,0.545343267336266,"ptg000022l:7546286-7554341","P17971","Potassium voltage-gated channel protein Shal (Shaker cognate l) (Shal2)","Drosophila melanogaster (Fruit fly)","associative learning [GO:0008306]; chemical synaptic transmission [GO:0007268]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]","GO:0005249; GO:0005250; GO:0005886; GO:0006813; GO:0007268; GO:0008076; GO:0008306; GO:0016020; GO:0030425; GO:0034765; GO:0043204; GO:0045202; GO:0051260; GO:0071805"
"5643",5643,"Cluster_14402","ptg000022l:79975-92552",158,-26.76,2,21,1661,1684,21,"71.43%","80.95%","FUN_028524",0.970341584440232,0.00610399577048419,0.643387942905205,NA,NA,NA,NA,NA,NA
"5671",5671,"Cluster_14402","ptg000023l:17821348-17920350",164,-20.7,2,19,24039,24059,17,"82.35%","88.24%","FUN_031199",-0.973861900542159,0.00505283091134499,0.596713469342351,"ptg000023l:17821348-17920350","P14381","Transposon TX1 uncharacterized 149 kDa protein (ORF 2)","Xenopus laevis (African clawed frog)","","GO:0003824"
"5697",5697,"Cluster_14402","ptg000023l:23192323-23212448",154,-23.07,2,21,9118,9147,27,"66.67%","70.37%","FUN_031590",0.97804322405839,0.00389270211019557,0.545343267336266,NA,NA,NA,NA,NA,NA
"5702",5702,"Cluster_14402","ptg000023l:23571777-23572757",161,-23.11,2,18,918,939,16,"75.00%","87.50%","FUN_031622",-0.951785080540232,0.0126165305158745,0.766084851142397,NA,NA,NA,NA,NA,NA
"5791",5791,"Cluster_14402","ptg000023l:45175-46059",154,-21.97,2,16,607,629,15,"80.00%","86.67%","FUN_029285",-0.971919078765793,0.00562487766295811,0.620512684705361,NA,NA,NA,NA,NA,NA
"5807",5807,"Cluster_14402","ptg000023l:9052845-9054241",140,-20.67,2,9,1359,1380,7,"100.00%","100.00%","FUN_030068",0.933336203023882,0.0204539813325871,0.876985133685587,NA,NA,NA,NA,NA,NA
"5843",5843,"Cluster_14402","ptg000024l:8707037-8719124",169,-20.68,2,20,2820,2840,18,"83.33%","88.89%","FUN_034419",0.95406411175884,0.0117367202277362,0.760744454026282,NA,NA,NA,NA,NA,NA
"5868",5868,"Cluster_14402","ptg000025l:16793518-16813327",154,-23.07,2,21,9774,9803,27,"66.67%","70.37%","FUN_036228",0.895014003553928,0.0401856283161638,0.96546924320845,NA,NA,NA,NA,NA,NA
"5896",5896,"Cluster_14402","ptg000025l:4733933-4741791",160,-20.3,2,18,6190,6212,17,"76.47%","88.24%","FUN_035174",0.907052654668822,0.0335382078980154,0.945709456499038,"ptg000025l:4733933-4741791","Q3T052","Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)","Bos taurus (Bovine)","acute-phase response [GO:0006953]; hyaluronan metabolic process [GO:0030212]; negative regulation of peptidase activity [GO:0010466]","GO:0004867; GO:0005576; GO:0006953; GO:0010466; GO:0030212"
