"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"97","Pocillopora_meandrina_HIv1___RNAseq.g27856.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_3392",-0.509019405147291,0.381087042693086,0.967903306776112,159,-24.05,"2 21","3 26",21,"66.67%","80.95%","3UTR"
"98","Pocillopora_meandrina_HIv1___TS.g23123.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.429846171692953,0.470057695075473,0.97024921967979,164,-21.34,"2 21","2699 2720",19,"73.68%","78.95%","CDS"
"99","Pocillopora_meandrina_HIv1___TS.g27144.t2","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.437033368758449,0.461810979392649,0.97024921967979,155,-21.37,"2 18","6 26",16,"75.00%","87.50%","5UTR"
"100","Pocillopora_meandrina_HIv1___RNAseq.g9621.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_21",-0.107033369573805,0.863981535728709,0.996087148068407,169,-25.14,"2 19","2926 2949",19,"84.21%","84.21%","CDS"
"101","Pocillopora_meandrina_HIv1___RNAseq.3177_t","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.612279213830663,0.272322241169927,0.944044924257856,153,-22.23,"2 22","3829 3851",20,"50.00%","85.00%","CDS"
"102","Pocillopora_meandrina_HIv1___RNAseq.g5089.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_390",-0.165654569428149,0.790050710159255,0.990329335883383,166,-21.5,"2 21","859 879",19,"78.95%","84.21%","3UTR"
"103","Pocillopora_meandrina_HIv1___RNAseq.g9617.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4435",-0.163744958861854,0.792448897762831,0.990644759516434,152,-21.27,"2 21","707 725",19,"68.42%","78.95%","5UTR"
"104","Pocillopora_meandrina_HIv1___RNAseq.g21065.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1068",-0.134421133413195,0.829366523667029,0.994770429144229,154,-26.85,"2 21","6952 6972",19,"68.42%","78.95%","CDS"
"105","Pocillopora_meandrina_HIv1___RNAseq.g21065.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.74091322751665,0.152005268681884,0.884668223314738,161,-20.27,"2 20","12804 12825",18,"72.22%","88.89%","CDS"
"106","Pocillopora_meandrina_HIv1___RNAseq.10483_t","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1296",-0.496791106557613,0.394544304220047,0.967903306776112,151,-26.06,"2 14","251 271",12,"91.67%","91.67%","5UTR"
"107","Pocillopora_meandrina_HIv1___RNAseq.g7208.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_360",-0.0328394945968282,0.958194973399968,0.999610930147471,161,-21.09,"2 18","2638 2659",16,"75.00%","87.50%","CDS"
"108","Pocillopora_meandrina_HIv1___RNAseq.g7213.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1116",-0.198528396386152,0.748896206215277,0.985466733303337,170,-21.2,"2 21","14356 14376",19,"84.21%","84.21%","CDS"
"109","Pocillopora_meandrina_HIv1___RNAseq.g6609.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_390",-0.717378399358299,0.172510233350033,0.895979594538589,167,-20.35,"2 21","4332 4356",22,"72.73%","81.82%","CDS"
