"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"3515","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g28963.t1",-0.975409013502542,0.00461200018262166,0.667107103030161,152,-21.19,"2 21","8535 8556",19,"63.16%","73.68%","CDS",NA,NA,NA,NA,NA
"3522","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.3177_t",0.973205839682071,0.00524373661525445,0.667107103030161,156,-22.82,"2 21","6469 6490",19,"57.89%","84.21%","CDS","Q8K2Y0","ORC ubiquitin ligase 1 (OBI1) (EC 2.3.2.27) (RING finger protein 219)","Mus musculus (Mouse)","positive regulation of mRNA splicing, via spliceosome [GO:0048026]; protein autoubiquitination [GO:0051865]; protein monoubiquitination [GO:0006513]; regulation of DNA replication [GO:0006275]","GO:0000785; GO:0003682; GO:0004842; GO:0006275; GO:0006513; GO:0046872; GO:0048026; GO:0051865"
"3533","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g29288.t1",-0.923169692807867,0.0252675617787121,0.707036133699858,169,-28.46,"2 20","3853 3873",18,"77.78%","94.44%","CDS","P36888","Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase-2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Stem cell tyrosine kinase 1) (STK-1) (CD antigen CD135)","Homo sapiens (Human)","animal organ regeneration [GO:0031100]; B cell differentiation [GO:0030183]; cellular response to cytokine stimulus [GO:0071345]; cellular response to glucocorticoid stimulus [GO:0071385]; common myeloid progenitor cell proliferation [GO:0035726]; cytokine-mediated signaling pathway [GO:0019221]; dendritic cell differentiation [GO:0097028]; hemopoiesis [GO:0030097]; leukocyte homeostasis [GO:0001776]; lymphocyte proliferation [GO:0046651]; myeloid progenitor cell differentiation [GO:0002318]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; pro-B cell differentiation [GO:0002328]; protein autophosphorylation [GO:0046777]; regulation of apoptotic process [GO:0042981]; response to organonitrogen compound [GO:0010243]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","GO:0001776; GO:0002318; GO:0002328; GO:0004713; GO:0004714; GO:0004896; GO:0005021; GO:0005524; GO:0005634; GO:0005783; GO:0005788; GO:0005829; GO:0005886; GO:0007169; GO:0008284; GO:0010008; GO:0010243; GO:0014068; GO:0018108; GO:0019221; GO:0019838; GO:0030097; GO:0030183; GO:0031100; GO:0033674; GO:0035259; GO:0035726; GO:0042531; GO:0042981; GO:0043235; GO:0043406; GO:0043410; GO:0043552; GO:0043621; GO:0044877; GO:0046651; GO:0046777; GO:0071345; GO:0071385; GO:0097028"
"3537","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g19972.t1",0.965924966013335,0.00751200707062743,0.667107103030161,146,-24.52,"2 17","3213 3239",20,"70.00%","75.00%","CDS",NA,NA,NA,NA,NA
"3562","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g29722.t1",0.898141278554238,0.0384221743606322,0.760878962620332,156,-22.39,"2 20","1959 1980",19,"78.95%","78.95%","CDS","Q60809","CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1) (CAF-1)","Mus musculus (Mouse)","deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; defense response to virus [GO:0051607]; exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of gene expression [GO:0010629]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; P-body assembly [GO:0033962]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of viral genome replication [GO:0045070]; regulation of tyrosine phosphorylation of STAT protein [GO:0042509]; RNA-mediated gene silencing [GO:0031047]","GO:0000175; GO:0000289; GO:0000290; GO:0000932; GO:0003714; GO:0003723; GO:0004532; GO:0004535; GO:0005634; GO:0005737; GO:0008284; GO:0008285; GO:0010629; GO:0016604; GO:0016607; GO:0030014; GO:0030015; GO:0031047; GO:0033962; GO:0042509; GO:0043928; GO:0045070; GO:0045892; GO:0045944; GO:0046872; GO:0051607; GO:0060213; GO:0060339; GO:0061014; GO:0140297; GO:1900153"
"3585","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g18923.t1",-0.9481018576615,0.0140815848402414,0.674410729954476,147,-20.4,"2 18","455 475",16,"68.75%","81.25%","CDS","Q21565","Putative ammonium transporter 3","Caenorhabditis elegans","ammonium homeostasis [GO:0097272]; ammonium transmembrane transport [GO:0072488]","GO:0005886; GO:0008519; GO:0072488; GO:0097272"
"3586","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g18965.t1",-0.906314215938165,0.0339347989781252,0.747091411809125,156,-20.92,"2 21","2664 2685",19,"63.16%","78.95%","CDS",NA,NA,NA,NA,NA
"3623","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g6552.t1",0.897218385768527,0.0389399636395567,0.760878962620332,148,-20.37,"2 18","2477 2499",17,"70.59%","76.47%","CDS",NA,NA,NA,NA,NA
"3645","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g1655.t1",-0.904285975488622,0.0350317411578746,0.752464154338323,151,-22.32,"2 18","782 805",18,"72.22%","83.33%","CDS","Q6QNK2","Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25)","Homo sapiens (Human)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]","GO:0004930; GO:0005654; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020"
"3650","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g1697.t1",-0.958727713745867,0.0100026389168762,0.667107103030161,159,-22.47,"2 21","2080 2104",22,"63.64%","81.82%","CDS",NA,NA,NA,NA,NA
"3666","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g6750.t1",-0.912844530650332,0.0304800145511138,0.73319787949976,154,-20.84,"2 20","1488 1510",19,"68.42%","78.95%","CDS","P43903","Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase)","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)","","GO:0003960; GO:0005829; GO:0008270; GO:0016651; GO:0070402"
"3668","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g505.t1",0.912376883590065,0.0307234425839662,0.734435517457325,156,-20.13,"2 13","344 365",11,"90.91%","100.00%","CDS","Q8TDX7","Serine/threonine-protein kinase Nek7 (EC 2.7.11.1) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7)","Homo sapiens (Human)","cellular response to potassium ion [GO:0035865]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; spindle assembly [GO:0051225]","GO:0000922; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005874; GO:0006468; GO:0007346; GO:0018105; GO:0032212; GO:0035865; GO:0046872; GO:0051225; GO:0051973; GO:0106310; GO:0140677; GO:1900227; GO:1904355"
"3669","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g6772.t1",0.936720470517942,0.0189261783836326,0.681945623924457,162,-23.15,"2 19","2701 2722",17,"76.47%","82.35%","CDS","Q8NDI1","EH domain-binding protein 1","Homo sapiens (Human)","actin cytoskeleton organization [GO:0030036]; endocytosis [GO:0006897]; protein transport [GO:0015031]","GO:0005654; GO:0005768; GO:0005815; GO:0005829; GO:0005886; GO:0006897; GO:0015031; GO:0030036; GO:0031941"
"3702","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g16130.t1",-0.889813819944852,0.043173095303961,0.772585614708841,162,-24.51,"2 21","2210 2235",23,"73.91%","78.26%","CDS",NA,NA,NA,NA,NA
"3729","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g16481.t1",-0.951109640836896,0.0128812467808478,0.674410729954476,157,-20.39,"2 16","3836 3856",14,"85.71%","92.86%","CDS",NA,NA,NA,NA,NA
"3748","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g15519.t1",0.896193339043487,0.0395176486729274,0.760878962620332,164,-20.2,"2 21","82 103",19,"73.68%","78.95%","CDS","Q5FWH7","Zinc transporter ZIP12 (Solute carrier family 39 member 12) (Zrt- and Irt-like protein 12) (ZIP-12)","Mus musculus (Mouse)","cellular zinc ion homeostasis [GO:0006882]; positive regulation of sprouting angiogenesis [GO:1903672]; regulation of microtubule polymerization [GO:0031113]; regulation of neuron projection development [GO:0010975]; response to decreased oxygen levels [GO:0036293]; signal transduction [GO:0007165]; zinc ion import across plasma membrane [GO:0071578]","GO:0005385; GO:0005886; GO:0006882; GO:0007165; GO:0010975; GO:0031113; GO:0036293; GO:0048471; GO:0071578; GO:1903672"
"3785","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.8254_t",0.973420510644559,0.0051810132167092,0.667107103030161,153,-20.82,"2 18","5824 5845",16,"68.75%","81.25%","CDS","Q8CFG0","Extracellular sulfatase Sulf-2 (mSulf-2) (EC 3.1.6.-)","Mus musculus (Mouse)","bone development [GO:0060348]; cartilage development [GO:0051216]; chondrocyte development [GO:0002063]; embryonic skeletal system development [GO:0048706]; esophagus smooth muscle contraction [GO:0014846]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; glomerular basement membrane development [GO:0032836]; glomerular filtration [GO:0003094]; heparan sulfate proteoglycan metabolic process [GO:0030201]; innervation [GO:0060384]; kidney development [GO:0001822]; liver regeneration [GO:0097421]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of vascular endothelial growth factor production [GO:0010575]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of hepatocyte proliferation [GO:2000345]; response to wounding [GO:0009611]; sulfur compound metabolic process [GO:0006790]","GO:0001822; GO:0002063; GO:0003094; GO:0004065; GO:0005509; GO:0005539; GO:0005615; GO:0005783; GO:0005795; GO:0005886; GO:0006790; GO:0008449; GO:0009611; GO:0009986; GO:0010575; GO:0014846; GO:0030177; GO:0030201; GO:0032836; GO:0035860; GO:0040037; GO:0048706; GO:0051216; GO:0060348; GO:0060384; GO:0090263; GO:0097421; GO:2000345"
"3808","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g24763.t1",0.92643346781419,0.0236866105606006,0.698759485874756,152,-20.89,"2 19","6736 6759",19,"73.68%","78.95%","CDS","Q9NR30","Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)","Homo sapiens (Human)","chromatin remodeling [GO:0006338]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; osteoblast differentiation [GO:0001649]; positive regulation of histone acetylation [GO:0035066]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; R-loop processing [GO:0062176]; response to exogenous dsRNA [GO:0043330]; rRNA processing [GO:0006364]; transcription by RNA polymerase II [GO:0006366]","GO:0001649; GO:0002735; GO:0003723; GO:0003724; GO:0003725; GO:0005524; GO:0005654; GO:0005694; GO:0005730; GO:0005739; GO:0005829; GO:0006338; GO:0006364; GO:0006366; GO:0016020; GO:0016887; GO:0019843; GO:0030515; GO:0035066; GO:0035198; GO:0042802; GO:0043123; GO:0043330; GO:0045087; GO:0045943; GO:0045944; GO:0045945; GO:0051607; GO:0062176; GO:0097322; GO:0110016"
"3822","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g23824.t1",0.971289075176257,0.0058146743817068,0.667107103030161,146,-20.19,"2 19","635 656",17,"64.71%","70.59%","CDS","Q8NFH3","Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42)","Homo sapiens (Human)","cell division [GO:0051301]; chromosome segregation [GO:0007059]; mRNA transport [GO:0051028]; nucleocytoplasmic transport [GO:0006913]; protein transport [GO:0015031]","GO:0000776; GO:0005635; GO:0005643; GO:0005654; GO:0005829; GO:0006913; GO:0007059; GO:0015031; GO:0016607; GO:0031080; GO:0051028; GO:0051301"
"3837","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g24080.t2",0.954557594083825,0.0115489682521901,0.674410729954476,153,-20.59,"2 21","2170 2194",22,"72.73%","77.27%","CDS",NA,NA,NA,NA,NA
"3839","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g24083.t1",-0.883110189300541,0.0471230954280263,0.785088219864557,155,-20.95,"2 21","2813 2835",20,"65.00%","80.00%","CDS",NA,NA,NA,NA,NA
"3854","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g23314.t1",0.973526906616148,0.00515001839310857,0.667107103030161,155,-22.65,"2 21","2215 2239",22,"63.64%","77.27%","CDS","Q7T070","Ammonium transporter Rh type B (Rhesus blood group family type B glycoprotein) (Rh family type B glycoprotein) (Rh type B glycoprotein)","Danio rerio (Zebrafish) (Brachydanio rerio)","ammonium homeostasis [GO:0097272]; ammonium transmembrane transport [GO:0072488]","GO:0005886; GO:0008519; GO:0016323; GO:0030659; GO:0072488; GO:0097272"
"3884","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27742.t1",0.91150666461836,0.0311780750845868,0.736477304549637,161,-21.01,"2 20","13707 13727",18,"77.78%","83.33%","CDS","Q53LP3","Ankyrin repeat domain-containing protein SOWAHC (Ankyrin repeat domain-containing protein 57) (Protein sosondowah homolog C)","Homo sapiens (Human)","",""
"3885","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27760.t1",0.882202613581853,0.0476662305849289,0.786807790715057,164,-22.25,"2 21","2431 2452",19,"63.16%","89.47%","CDS","P21868","Casein kinase II subunit alpha (CK II) (EC 2.7.11.1)","Gallus gallus (Chicken)","peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; regulation of cell cycle [GO:0051726]; rhythmic process [GO:0048511]; Wnt signaling pathway [GO:0016055]","GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0005956; GO:0016055; GO:0018105; GO:0018107; GO:0048511; GO:0051726; GO:0106310"
"3887","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27772.t1",-0.907680570853649,0.0332021512989354,0.744417354792335,159,-20.7,"2 17","1043 1065",16,"81.25%","87.50%","CDS",NA,NA,NA,NA,NA
"3889","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g15117.t1",-0.954767350464004,0.0114694640650769,0.674410729954476,152,-21.41,"2 13","2972 2993",11,"90.91%","90.91%","CDS",NA,NA,NA,NA,NA
"3890","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27818.t1",0.920854436764395,0.0264088533071111,0.713796945324334,159,-20.88,"2 20","592 613",18,"66.67%","83.33%","CDS",NA,NA,NA,NA,NA
"3898","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27996.t1",0.9758183867188,0.00449759328557457,0.667107103030161,157,-22.01,"2 21","2219 2238",19,"73.68%","78.95%","CDS","P35668","Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)","Xenopus laevis (African clawed frog)","","GO:0000287; GO:0004363; GO:0005524; GO:0042803; GO:0043295"
"3904","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g26982.t1",0.917091323906559,0.0282981335401128,0.723063722613888,158,-20.21,"2 20","692 714",19,"73.68%","78.95%","CDS",NA,NA,NA,NA,NA
"3916","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27117.t1",-0.913076993310031,0.030359240438003,0.732417882476039,165,-23.41,"2 20","2084 2108",21,"76.19%","85.71%","CDS",NA,NA,NA,NA,NA
"3942","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g5062.t1",0.957515572883927,0.0104445896982126,0.667107103030161,145,-20.31,"2 21","5242 5263",20,"60.00%","80.00%","CDS","Q86VP3","Phosphofurin acidic cluster sorting protein 2 (PACS-2) (PACS1-like protein)","Homo sapiens (Human)","apoptotic process [GO:0006915]; autophagosome assembly [GO:0000045]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; protein localization to phagophore assembly site [GO:0034497]; protein localization to plasma membrane [GO:0072659]","GO:0000045; GO:0005739; GO:0005783; GO:0006915; GO:0032469; GO:0034497; GO:0044325; GO:0072659; GO:1990456"
"3943","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.11406_t",-0.915907688765361,0.0289010065712606,0.72578745096866,152,-22.7,"2 20","661 682",19,"73.68%","78.95%","CDS","P20072","Annexin A7 (Annexin VII) (Annexin-7) (Synexin)","Bos taurus (Bovine)","","GO:0005509; GO:0005544; GO:0005634; GO:0005737; GO:0042584"
"3994","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g5860.t1",-0.973621379457586,0.00512254841582783,0.667107103030161,147,-20.43,"2 18","536 561",20,"70.00%","75.00%","CDS","Q5ZKL5","Prolyl endopeptidase-like (EC 3.4.21.-) (Prolylendopeptidase-like)","Gallus gallus (Chicken)","proteolysis [GO:0006508]","GO:0004252; GO:0005794; GO:0005829; GO:0005856; GO:0006508"
"3996","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g23876.t1",-0.93265271459178,0.0207671739003898,0.687095063784671,154,-20.64,"2 21","15452 15475",21,"71.43%","76.19%","CDS","Q9ER60","Sodium channel protein type 4 subunit alpha (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)","Mus musculus (Mouse)","cation transport [GO:0006812]; choline transport [GO:0015871]; membrane depolarization during action potential [GO:0086010]; neuronal action potential [GO:0019228]; potassium ion transport [GO:0006813]; regulation of ion transmembrane transport [GO:0034765]; regulation of skeletal muscle contraction by action potential [GO:0100001]; sodium ion transmembrane transport [GO:0035725]; sodium ion transport [GO:0006814]","GO:0001518; GO:0005244; GO:0005248; GO:0005886; GO:0006812; GO:0006813; GO:0006814; GO:0015871; GO:0019228; GO:0030424; GO:0034765; GO:0035725; GO:0086010; GO:0100001"
"4046","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g2576.t1",0.895870562135393,0.039700116080173,0.760878962620332,147,-20.07,"2 18","164 184",16,"75.00%","75.00%","CDS",NA,NA,NA,NA,NA
"4076","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g12993.t1",-0.97830496382573,0.00382345565257782,0.667107103030161,158,-21.91,"2 19","844 865",17,"70.59%","82.35%","CDS","Q5XF89","Polyamine-transporting ATPase 13A3 (Putrescine transporting ATPase) (EC 7.6.2.16)","Mus musculus (Mouse)","cellular calcium ion homeostasis [GO:0006874]; polyamine transmembrane transport [GO:1902047]; transmembrane transport [GO:0055085]","GO:0005524; GO:0006874; GO:0015203; GO:0015594; GO:0016020; GO:0016887; GO:0019829; GO:0031901; GO:0031902; GO:0046872; GO:0055038; GO:0055085; GO:0140358; GO:1902047"
"4103","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g13548.t1",0.949106662357067,0.0136767150818551,0.674410729954476,154,-20.46,"2 21","3165 3189",22,"68.18%","77.27%","CDS",NA,NA,NA,NA,NA
"4105","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g2591.t1",0.924557159754877,0.0245914555691827,0.703251328640132,151,-20.33,"2 17","3972 3996",18,"72.22%","77.78%","CDS","O15350","Tumor protein p73 (p53-like transcription factor) (p53-related protein)","Homo sapiens (Human)","cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; kidney development [GO:0001822]; mismatch repair [GO:0006298]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron differentiation [GO:0045665]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of lung ciliated cell differentiation [GO:1901248]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oligodendrocyte differentiation [GO:0048714]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein tetramerization [GO:0051262]; regulation of cell cycle [GO:0051726]; regulation of gene expression [GO:0010468]; regulation of mitotic cell cycle [GO:0007346]; regulation of transcription by RNA polymerase II [GO:0006357]; response to organonitrogen compound [GO:0010243]; response to xenobiotic stimulus [GO:0009410]","GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001222; GO:0001228; GO:0001822; GO:0002039; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006298; GO:0006357; GO:0006974; GO:0007049; GO:0007346; GO:0008285; GO:0008630; GO:0009410; GO:0010243; GO:0010468; GO:0019901; GO:0030054; GO:0042771; GO:0042802; GO:0043065; GO:0043231; GO:0043410; GO:0045665; GO:0045893; GO:0045944; GO:0046872; GO:0048714; GO:0051262; GO:0051726; GO:0060044; GO:0061629; GO:0097371; GO:0140297; GO:1901248"
"4125","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g8574.t1",-0.97591802638565,0.00446989096870158,0.667107103030161,163,-24.48,"2 21","10388 10411",21,"66.67%","85.71%","CDS","Q9U943","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]","Locusta migratoria (Migratory locust)","Wnt signaling pathway [GO:0016055]","GO:0005319; GO:0005576; GO:0008289; GO:0016055"
"4126","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g8585.t1",-0.952008429762385,0.0125293920181981,0.674410729954476,167,-20.28,"2 20","16153 16174",18,"77.78%","83.33%","CDS",NA,NA,NA,NA,NA
"4158","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g20707.t1",-0.946868160151997,0.0145839215112139,0.674410729954476,159,-21.37,"2 21","3312 3334",20,"70.00%","80.00%","CDS","P50430","Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)","Rattus norvegicus (Rat)","anterior head development [GO:0097065]; autophagy [GO:0006914]; central nervous system development [GO:0007417]; colon epithelial cell migration [GO:0061580]; dermatan sulfate catabolic process [GO:0030209]; positive regulation of neuron projection development [GO:0010976]; regulation of epithelial cell migration [GO:0010632]; response to estrogen [GO:0043627]; response to methylmercury [GO:0051597]; response to nutrient [GO:0007584]; response to pH [GO:0009268]","GO:0003943; GO:0004065; GO:0005739; GO:0005764; GO:0005791; GO:0005794; GO:0006914; GO:0007417; GO:0007584; GO:0008484; GO:0009268; GO:0009986; GO:0010632; GO:0010976; GO:0030209; GO:0043627; GO:0043890; GO:0046872; GO:0051597; GO:0061580; GO:0097065"
"4178","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g9701.t1",-0.999217266281196,2.6284754473593e-05,0.654127019198994,166,-25.95,"2 19","3064 3085",17,"76.47%","88.24%","CDS","P09917","Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34)","Homo sapiens (Human)","arachidonic acid metabolic process [GO:0019369]; dendritic cell migration [GO:0036336]; glucose homeostasis [GO:0042593]; hepoxilin biosynthetic process [GO:0051122]; humoral immune response [GO:0006959]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; leukocyte migration involved in inflammatory response [GO:0002523]; leukotriene A4 biosynthetic process [GO:1901753]; leukotriene biosynthetic process [GO:0019370]; leukotriene metabolic process [GO:0006691]; leukotriene production involved in inflammatory response [GO:0002540]; linoleic acid metabolic process [GO:0043651]; lipid oxidation [GO:0034440]; lipoxin biosynthetic process [GO:2001301]; lipoxygenase pathway [GO:0019372]; long-chain fatty acid biosynthetic process [GO:0042759]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of inflammatory response [GO:0050728]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular wound healing [GO:0061044]; negative regulation of wound healing [GO:0061045]; positive regulation of bone mineralization [GO:0030501]; positive regulation of leukocyte adhesion to arterial endothelial cell [GO:1904999]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of fat cell differentiation [GO:0045598]; regulation of inflammatory response [GO:0050727]; regulation of inflammatory response to wounding [GO:0106014]; regulation of insulin secretion [GO:0050796]; regulation of reactive oxygen species biosynthetic process [GO:1903426]","GO:0001937; GO:0002232; GO:0002523; GO:0002540; GO:0004051; GO:0004052; GO:0005506; GO:0005576; GO:0005615; GO:0005635; GO:0005641; GO:0005654; GO:0005829; GO:0006691; GO:0006959; GO:0016363; GO:0016525; GO:0016702; GO:0016787; GO:0019369; GO:0019370; GO:0019372; GO:0030501; GO:0031965; GO:0034440; GO:0034774; GO:0036336; GO:0036403; GO:0042593; GO:0042759; GO:0043651; GO:0045598; GO:0048471; GO:0050727; GO:0050728; GO:0050796; GO:0051122; GO:0061044; GO:0061045; GO:0106014; GO:1900015; GO:1900407; GO:1901753; GO:1903426; GO:1903573; GO:1903671; GO:1904813; GO:1904999; GO:2001301"
