Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0025413	FUN_017018-T1		
OG0025414	FUN_017021-T1		
OG0025415	FUN_017023-T1		
OG0025416	FUN_017185-T1		
OG0025417	FUN_017186-T1		
OG0025418	FUN_017189-T1		
OG0025419	FUN_017194-T1		
OG0025420	FUN_017206-T1		
OG0025421	FUN_017208-T1		
OG0025422	FUN_017211-T1		
OG0025423	FUN_017212-T1		
OG0025424	FUN_017217-T1		
OG0025425	FUN_017223-T1		
OG0025426	FUN_017224-T1		
OG0025427	FUN_017231-T1		
OG0025428	FUN_017234-T1		
OG0025429	FUN_017235-T1		
OG0025430	FUN_017237-T1		
OG0025431	FUN_017241-T1		
OG0025432	FUN_017249-T1		
OG0025433	FUN_017251-T1		
OG0025434	FUN_017253-T1		
OG0025435	FUN_017254-T1		
OG0025436	FUN_017258-T1		
OG0025437	FUN_017283-T1		
OG0025438	FUN_017609-T1		
OG0025439	FUN_017612-T1		
OG0025440	FUN_017617-T1		
OG0025441	FUN_017618-T1		
OG0025442	FUN_017636-T1		
OG0025443	FUN_017640-T1		
OG0025444	FUN_017641-T1		
OG0025445	FUN_017644-T1		
OG0025446	FUN_017647-T1		
OG0025447	FUN_017649-T1		
OG0025448	FUN_017651-T1		
OG0025449	FUN_017654-T1		
OG0025450	FUN_017663-T1		
OG0025451	FUN_017672-T1		
OG0025452	FUN_017675-T1		
OG0025453	FUN_017676-T1		
OG0025454	FUN_017691-T1		
OG0025455	FUN_017700-T1		
OG0025456	FUN_017701-T1		
OG0025457	FUN_017706-T1		
OG0025458	FUN_017722-T1		
OG0025459	FUN_017729-T1		
OG0025460	FUN_017738-T1		
OG0025461	FUN_017744-T1		
OG0025462	FUN_017750-T1		
OG0025463	FUN_017753-T1		
OG0025464	FUN_017754-T1		
OG0025465	FUN_017790-T1		
OG0025466	FUN_017791-T1		
OG0025467	FUN_017809-T1		
OG0025468	FUN_017816-T2		
OG0025469	FUN_017819-T1		
OG0025470	FUN_017821-T1		
OG0025471	FUN_017822-T1		
OG0025472	FUN_017823-T1		
OG0025473	FUN_017824-T1		
OG0025474	FUN_017825-T1		
OG0025475	FUN_017836-T1		
OG0025476	FUN_017870-T1		
OG0025477	FUN_017872-T1		
OG0025478	FUN_017886-T1		
OG0025479	FUN_017887-T1		
OG0025480	FUN_017899-T2		
OG0025481	FUN_017899-T3		
OG0025482	FUN_017903-T1		
OG0025483	FUN_017906-T1		
OG0025484	FUN_017930-T1		
OG0025485	FUN_017933-T1		
OG0025486	FUN_017934-T1		
OG0025487	FUN_017953-T1		
OG0025488	FUN_017960-T1		
OG0025489	FUN_017961-T1		
OG0025490	FUN_017965-T1		
OG0025491	FUN_017971-T1		
OG0025492	FUN_017995-T1		
OG0025493	FUN_017997-T1		
OG0025494	FUN_018013-T2		
OG0025495	FUN_018018-T1		
OG0025496	FUN_018020-T1		
OG0025497	FUN_018025-T1		
OG0025498	FUN_018034-T1		
OG0025499	FUN_018038-T1		
OG0025500	FUN_018047-T1		
OG0025501	FUN_018092-T1		
OG0025502	FUN_018129-T1		
OG0025503	FUN_018136-T1		
OG0025504	FUN_018138-T2		
OG0025505	FUN_018153-T1		
OG0025506	FUN_018172-T1		
OG0025507	FUN_018175-T1		
OG0025508	FUN_018231-T1		
OG0025509	FUN_018240-T1		
OG0025510	FUN_018242-T1		
OG0025511	FUN_018243-T1		
OG0025512	FUN_018270-T1		
OG0025513	FUN_018288-T1		
OG0025514	FUN_018289-T1		
OG0025515	FUN_018295-T1		
OG0025516	FUN_018314-T1		
OG0025517	FUN_018317-T1		
OG0025518	FUN_018347-T1		
OG0025519	FUN_018377-T1		
OG0025520	FUN_018388-T1		
OG0025521	FUN_018399-T1		
OG0025522	FUN_018411-T1		
OG0025523	FUN_018427-T1		
OG0025524	FUN_018432-T1		
OG0025525	FUN_018438-T1		
OG0025526	FUN_018441-T1		
OG0025527	FUN_018442-T1		
OG0025528	FUN_018444-T1		
OG0025529	FUN_018450-T1		
OG0025530	FUN_018452-T1		
OG0025531	FUN_018457-T1		
OG0025532	FUN_018497-T1		
OG0025533	FUN_018499-T1		
OG0025534	FUN_018501-T1		
OG0025535	FUN_018505-T1		
OG0025536	FUN_018529-T1		
OG0025537	FUN_018541-T1		
OG0025538	FUN_018546-T1		
OG0025539	FUN_018594-T1		
OG0025540	FUN_018597-T1		
OG0025541	FUN_018601-T1		
OG0025542	FUN_018602-T1		
OG0025543	FUN_018604-T5		
OG0025544	FUN_018605-T1		
OG0025545	FUN_018618-T1		
OG0025546	FUN_018638-T1		
OG0025547	FUN_018647-T1		
OG0025548	FUN_018654-T1		
OG0025549	FUN_018657-T1		
OG0025550	FUN_018659-T1		
OG0025551	FUN_018664-T1		
OG0025552	FUN_018666-T1		
OG0025553	FUN_018669-T1		
OG0025554	FUN_018672-T1		
OG0025555	FUN_018677-T1		
OG0025556	FUN_018682-T1		
OG0025557	FUN_018691-T1		
OG0025558	FUN_018694-T1		
OG0025559	FUN_018695-T1		
OG0025560	FUN_018696-T1		
OG0025561	FUN_018721-T1		
OG0025562	FUN_018725-T1		
OG0025563	FUN_018726-T1		
OG0025564	FUN_018739-T1		
OG0025565	FUN_018743-T1		
OG0025566	FUN_018744-T1		
OG0025567	FUN_018762-T1		
OG0025568	FUN_018772-T1		
OG0025569	FUN_018789-T1		
OG0025570	FUN_018797-T1		
OG0025571	FUN_018803-T1		
OG0025572	FUN_018805-T1		
OG0025573	FUN_018823-T1		
OG0025574	FUN_018826-T1		
OG0025575	FUN_018827-T1		
OG0025576	FUN_018828-T1		
OG0025577	FUN_018830-T1		
OG0025578	FUN_018831-T1		
OG0025579	FUN_018832-T1		
OG0025580	FUN_018833-T1		
OG0025581	FUN_018835-T1		
OG0025582	FUN_018845-T1		
OG0025583	FUN_018847-T1		
OG0025584	FUN_018849-T1		
OG0025585	FUN_018860-T2		
OG0025586	FUN_018861-T1		
OG0025587	FUN_018896-T1		
OG0025588	FUN_018903-T1		
OG0025589	FUN_018904-T1		
OG0025590	FUN_018907-T1		
OG0025591	FUN_018913-T1		
OG0025592	FUN_018918-T1		
OG0025593	FUN_018923-T1		
OG0025594	FUN_018927-T1		
OG0025595	FUN_018932-T1		
OG0025596	FUN_018942-T1		
OG0025597	FUN_018950-T1		
OG0025598	FUN_018952-T1		
OG0025599	FUN_018965-T1		
OG0025600	FUN_018966-T1		
OG0025601	FUN_018981-T1		
OG0025602	FUN_018984-T1		
OG0025603	FUN_018986-T1		
OG0025604	FUN_018998-T1		
OG0025605	FUN_019001-T1		
OG0025606	FUN_019004-T1		
OG0025607	FUN_019007-T1		
OG0025608	FUN_019012-T1		
OG0025609	FUN_019013-T1		
OG0025610	FUN_019017-T1		
OG0025611	FUN_019019-T1		
OG0025612	FUN_019024-T1		
OG0025613	FUN_019031-T1		
OG0025614	FUN_019034-T1		
OG0025615	FUN_019038-T1		
OG0025616	FUN_019049-T1		
OG0025617	FUN_019051-T1		
OG0025618	FUN_019055-T1		
OG0025619	FUN_019069-T1		
OG0025620	FUN_019079-T1		
OG0025621	FUN_019081-T1		
OG0025622	FUN_019086-T1		
OG0025623	FUN_019087-T1		
OG0025624	FUN_019092-T1		
OG0025625	FUN_019098-T1		
OG0025626	FUN_019101-T1		
OG0025627	FUN_019105-T1		
OG0025628	FUN_019111-T1		
OG0025629	FUN_019112-T1		
OG0025630	FUN_019114-T1		
OG0025631	FUN_019115-T1		
OG0025632	FUN_019116-T1		
OG0025633	FUN_019118-T1		
OG0025634	FUN_019119-T1		
OG0025635	FUN_019122-T1		
OG0025636	FUN_019131-T1		
OG0025637	FUN_019133-T1		
OG0025638	FUN_019151-T1		
OG0025639	FUN_019158-T1		
OG0025640	FUN_019162-T1		
OG0025641	FUN_019163-T1		
OG0025642	FUN_019164-T1		
OG0025643	FUN_019165-T1		
OG0025644	FUN_019166-T1		
OG0025645	FUN_019167-T1		
OG0025646	FUN_019171-T1		
OG0025647	FUN_019172-T1		
OG0025648	FUN_019184-T1		
OG0025649	FUN_019185-T1		
OG0025650	FUN_019186-T1		
OG0025651	FUN_019187-T1		
OG0025652	FUN_019188-T1		
OG0025653	FUN_019189-T1		
OG0025654	FUN_019190-T1		
OG0025655	FUN_019191-T1		
OG0025656	FUN_019195-T1		
OG0025657	FUN_019196-T1		
OG0025658	FUN_019197-T1		
OG0025659	FUN_019206-T1		
OG0025660	FUN_019208-T1		
OG0025661	FUN_019212-T1		
OG0025662	FUN_019213-T1		
OG0025663	FUN_019214-T1		
OG0025664	FUN_019216-T1		
OG0025665	FUN_019219-T1		
OG0025666	FUN_019220-T1		
OG0025667	FUN_019230-T1		
OG0025668	FUN_019231-T1		
OG0025669	FUN_019232-T1		
OG0025670	FUN_019243-T1		
OG0025671	FUN_019270-T1		
OG0025672	FUN_019276-T1		
OG0025673	FUN_019285-T1		
OG0025674	FUN_019299-T1		
OG0025675	FUN_019306-T1		
OG0025676	FUN_019322-T1		
OG0025677	FUN_019332-T1		
OG0025678	FUN_019333-T1		
OG0025679	FUN_019334-T2		
OG0025680	FUN_019336-T1		
OG0025681	FUN_019338-T1		
OG0025682	FUN_019350-T1		
OG0025683	FUN_019359-T1		
OG0025684	FUN_019370-T1		
OG0025685	FUN_019375-T1		
OG0025686	FUN_019378-T1		
OG0025687	FUN_019385-T1		
OG0025688	FUN_019391-T1		
OG0025689	FUN_019405-T1		
OG0025690	FUN_019426-T1		
OG0025691	FUN_019438-T1		
OG0025692	FUN_019439-T1		
OG0025693	FUN_019440-T1		
OG0025694	FUN_019445-T1		
OG0025695	FUN_019455-T1		
OG0025696	FUN_019469-T1		
OG0025697	FUN_019470-T1		
OG0025698	FUN_019471-T1		
OG0025699	FUN_019474-T1		
OG0025700	FUN_019480-T1		
OG0025701	FUN_019481-T1		
OG0025702	FUN_019485-T1		
OG0025703	FUN_019516-T1		
OG0025704	FUN_019526-T1		
OG0025705	FUN_019533-T1		
OG0025706	FUN_019535-T1		
OG0025707	FUN_019536-T1		
OG0025708	FUN_019538-T1		
OG0025709	FUN_019540-T1		
OG0025710	FUN_019541-T1		
OG0025711	FUN_019542-T1		
OG0025712	FUN_019545-T1		
OG0025713	FUN_019554-T1		
OG0025714	FUN_019556-T1		
OG0025715	FUN_019557-T1		
OG0025716	FUN_019558-T1		
OG0025717	FUN_019559-T4		
OG0025718	FUN_019565-T1		
OG0025719	FUN_019591-T1		
OG0025720	FUN_019611-T1		
OG0025721	FUN_019615-T1		
OG0025722	FUN_019617-T1		
OG0025723	FUN_019623-T1		
OG0025724	FUN_019625-T1		
OG0025725	FUN_019644-T1		
OG0025726	FUN_019649-T1		
OG0025727	FUN_019669-T1		
OG0025728	FUN_019671-T1		
OG0025729	FUN_019672-T1		
OG0025730	FUN_019674-T1		
OG0025731	FUN_019688-T1		
OG0025732	FUN_019728-T1		
OG0025733	FUN_019732-T1		
OG0025734	FUN_019736-T1		
OG0025735	FUN_019822-T1		
OG0025736	FUN_019823-T1		
OG0025737	FUN_020010-T1		
OG0025738	FUN_020030-T1		
OG0025739	FUN_020091-T1		
OG0025740	FUN_020096-T1		
OG0025741	FUN_020103-T1		
OG0025742	FUN_020105-T1		
OG0025743	FUN_020108-T1		
OG0025744	FUN_020109-T1		
OG0025745	FUN_020592-T1		
OG0025746	FUN_020601-T1		
OG0025747	FUN_020604-T1		
OG0025748	FUN_020605-T1		
OG0025749	FUN_020613-T1		
OG0025750	FUN_020743-T1		
OG0025751	FUN_020750-T1		
OG0025752	FUN_020755-T1		
OG0025753	FUN_020756-T1		
OG0025754	FUN_020763-T1		
OG0025755	FUN_020772-T1		
OG0025756	FUN_020773-T1		
OG0025757	FUN_020776-T1		
OG0025758	FUN_020778-T1		
OG0025759	FUN_020784-T1		
OG0025760	FUN_020788-T1		
OG0025761	FUN_020799-T1		
OG0025762	FUN_020802-T1		
OG0025763	FUN_020803-T1		
OG0025764	FUN_020808-T1		
OG0025765	FUN_020818-T1		
OG0025766	FUN_020821-T1		
OG0025767	FUN_020824-T1		
OG0025768	FUN_020828-T1		
OG0025769	FUN_020829-T1		
OG0025770	FUN_020833-T1		
OG0025771	FUN_020834-T1		
OG0025772	FUN_020836-T1		
OG0025773	FUN_020837-T1		
OG0025774	FUN_020849-T1		
OG0025775	FUN_020854-T1		
OG0025776	FUN_020857-T1		
OG0025777	FUN_020866-T1		
OG0025778	FUN_020868-T1		
OG0025779	FUN_020878-T1		
OG0025780	FUN_020879-T1		
OG0025781	FUN_020881-T1		
OG0025782	FUN_020884-T1		
OG0025783	FUN_020904-T1		
OG0025784	FUN_020915-T1		
OG0025785	FUN_020927-T1		
OG0025786	FUN_020928-T1		
OG0025787	FUN_020929-T1		
OG0025788	FUN_020940-T1		
OG0025789	FUN_020941-T1		
OG0025790	FUN_020955-T1		
OG0025791	FUN_020956-T1		
OG0025792	FUN_020959-T1		
OG0025793	FUN_020961-T1		
OG0025794	FUN_020970-T1		
OG0025795	FUN_020971-T1		
OG0025796	FUN_020997-T1		
OG0025797	FUN_020998-T1		
OG0025798	FUN_021016-T1		
OG0025799	FUN_021034-T1		
OG0025800	FUN_021036-T1		
OG0025801	FUN_021045-T1		
OG0025802	FUN_021052-T1		
OG0025803	FUN_021054-T1		
OG0025804	FUN_021055-T1		
OG0025805	FUN_021062-T1		
OG0025806	FUN_021068-T1		
OG0025807	FUN_021075-T1		
OG0025808	FUN_021082-T1		
OG0025809	FUN_021088-T1		
OG0025810	FUN_021092-T1		
OG0025811	FUN_021093-T1		
OG0025812	FUN_021094-T1		
OG0025813	FUN_021095-T1		
OG0025814	FUN_021096-T1		
OG0025815	FUN_021098-T1		
OG0025816	FUN_021099-T1		
OG0025817	FUN_021100-T1		
OG0025818	FUN_021101-T1		
OG0025819	FUN_021102-T1		
OG0025820	FUN_021103-T1		
OG0025821	FUN_021104-T1		
OG0025822	FUN_021105-T1		
OG0025823	FUN_021118-T1		
OG0025824	FUN_021121-T1		
OG0025825	FUN_021124-T1		
OG0025826	FUN_021126-T1		
OG0025827	FUN_021127-T1		
OG0025828	FUN_021132-T1		
OG0025829	FUN_021136-T1		
OG0025830	FUN_021148-T1		
OG0025831	FUN_021150-T1		
OG0025832	FUN_021164-T1		
OG0025833	FUN_021172-T1		
OG0025834	FUN_021176-T1		
OG0025835	FUN_021177-T1		
OG0025836	FUN_021186-T1		
OG0025837	FUN_021192-T1		
OG0025838	FUN_021193-T1		
OG0025839	FUN_021195-T1		
OG0025840	FUN_021196-T1		
OG0025841	FUN_021197-T1		
OG0025842	FUN_021198-T1		
OG0025843	FUN_021452-T1		
OG0025844	FUN_021460-T1		
OG0025845	FUN_021464-T1		
OG0025846	FUN_021477-T1		
OG0025847	FUN_021505-T1		
OG0025848	FUN_021606-T1		
OG0025849	FUN_021609-T1		
OG0025850	FUN_021777-T1		
OG0025851	FUN_021783-T1		
OG0025852	FUN_021786-T1		
OG0025853	FUN_021787-T1		
OG0025854	FUN_021788-T1		
OG0025855	FUN_021791-T1		
OG0025856	FUN_021793-T1		
OG0025857	FUN_021795-T1		
OG0025858	FUN_021807-T1		
OG0025859	FUN_021823-T1		
OG0025860	FUN_021829-T1		
OG0025861	FUN_021931-T1		
OG0025862	FUN_021936-T1		
OG0025863	FUN_021949-T1		
OG0025864	FUN_021958-T1		
OG0025865	FUN_021964-T1		
OG0025866	FUN_021976-T1		
OG0025867	FUN_021981-T1		
OG0025868	FUN_021982-T1		
OG0025869	FUN_021984-T1		
OG0025870	FUN_021988-T1		
OG0025871	FUN_021994-T1		
OG0025872	FUN_022003-T1		
OG0025873	FUN_022005-T1		
OG0025874	FUN_022009-T1		
OG0025875	FUN_022015-T1		
OG0025876	FUN_022040-T1		
OG0025877	FUN_022041-T1		
OG0025878	FUN_022055-T2		
OG0025879	FUN_022068-T1		
OG0025880	FUN_022078-T1		
OG0025881	FUN_022082-T1		
OG0025882	FUN_022083-T1		
OG0025883	FUN_022085-T1		
OG0025884	FUN_022090-T1		
OG0025885	FUN_022099-T1		
OG0025886	FUN_022100-T1		
OG0025887	FUN_022102-T1		
OG0025888	FUN_022104-T1		
OG0025889	FUN_022104-T3		
OG0025890	FUN_022105-T1		
OG0025891	FUN_022107-T1		
OG0025892	FUN_022137-T1		
OG0025893	FUN_022171-T1		
OG0025894	FUN_022172-T1		
OG0025895	FUN_022173-T1		
OG0025896	FUN_022182-T1		
OG0025897	FUN_022199-T1		
OG0025898	FUN_022203-T1		
OG0025899	FUN_022214-T2		
OG0025900	FUN_022235-T1		
OG0025901	FUN_022240-T1		
OG0025902	FUN_022247-T1		
OG0025903	FUN_022249-T2		
OG0025904	FUN_022263-T1		
OG0025905	FUN_022276-T1		
OG0025906	FUN_022281-T1		
OG0025907	FUN_022286-T1		
OG0025908	FUN_022287-T1		
OG0025909	FUN_022289-T1		
OG0025910	FUN_022303-T1		
OG0025911	FUN_022304-T1		
OG0025912	FUN_022310-T3		
OG0025913	FUN_022317-T1		
OG0025914	FUN_022329-T1		
OG0025915	FUN_022348-T1		
OG0025916	FUN_022364-T1		
OG0025917	FUN_022370-T1		
OG0025918	FUN_022373-T1		
OG0025919	FUN_022374-T1		
OG0025920	FUN_022386-T2		
OG0025921	FUN_022388-T1		
OG0025922	FUN_022391-T1		
OG0025923	FUN_022394-T1		
OG0025924	FUN_022402-T1		
OG0025925	FUN_022403-T1		
OG0025926	FUN_022409-T1		
OG0025927	FUN_022434-T1		
OG0025928	FUN_022437-T2		
OG0025929	FUN_022444-T1		
OG0025930	FUN_022445-T1		
OG0025931	FUN_022453-T1		
OG0025932	FUN_022455-T1		
OG0025933	FUN_022457-T1		
OG0025934	FUN_022463-T1		
OG0025935	FUN_022465-T1		
OG0025936	FUN_022470-T1		
OG0025937	FUN_022482-T2		
OG0025938	FUN_022483-T1		
OG0025939	FUN_022488-T1		
OG0025940	FUN_022496-T1		
OG0025941	FUN_022497-T1		
OG0025942	FUN_022522-T1		
OG0025943	FUN_022523-T1		
OG0025944	FUN_022524-T1		
OG0025945	FUN_022530-T1		
OG0025946	FUN_022535-T1		
OG0025947	FUN_022536-T1		
OG0025948	FUN_022537-T1		
OG0025949	FUN_022541-T1		
OG0025950	FUN_022576-T1		
OG0025951	FUN_022586-T2		
OG0025952	FUN_022589-T2		
OG0025953	FUN_022605-T1		
OG0025954	FUN_022612-T1		
OG0025955	FUN_022618-T1		
OG0025956	FUN_022620-T1		
OG0025957	FUN_022623-T1		
OG0025958	FUN_022639-T2		
OG0025959	FUN_022641-T1		
OG0025960	FUN_022650-T1		
OG0025961	FUN_022654-T1		
OG0025962	FUN_022655-T1		
OG0025963	FUN_022664-T1		
OG0025964	FUN_022666-T1		
OG0025965	FUN_022671-T2		
OG0025966	FUN_022686-T1		
OG0025967	FUN_022687-T1		
OG0025968	FUN_022706-T1		
OG0025969	FUN_022720-T1		
OG0025970	FUN_022721-T1		
OG0025971	FUN_022759-T1		
OG0025972	FUN_022769-T1		
OG0025973	FUN_022789-T1		
OG0025974	FUN_022795-T1		
OG0025975	FUN_022796-T1		
OG0025976	FUN_022799-T1		
OG0025977	FUN_022800-T1		
OG0025978	FUN_022801-T1		
OG0025979	FUN_022808-T1		
OG0025980	FUN_022812-T2		
OG0025981	FUN_022814-T1		
OG0025982	FUN_022819-T1		
OG0025983	FUN_022829-T1		
OG0025984	FUN_022843-T1		
OG0025985	FUN_022845-T1		
OG0025986	FUN_022869-T1		
OG0025987	FUN_022872-T1		
OG0025988	FUN_022880-T1		
OG0025989	FUN_022885-T1		
OG0025990	FUN_022889-T1		
OG0025991	FUN_022893-T2		
OG0025992	FUN_022898-T1		
OG0025993	FUN_022901-T1		
OG0025994	FUN_022904-T1		
OG0025995	FUN_022905-T1		
OG0025996	FUN_022911-T1		
OG0025997	FUN_022912-T1		
OG0025998	FUN_022926-T2		
OG0025999	FUN_022934-T2		
OG0026000	FUN_022952-T1		
OG0026001	FUN_022954-T1		
OG0026002	FUN_022964-T1		
OG0026003	FUN_022972-T1		
OG0026004	FUN_022973-T1		
OG0026005	FUN_022977-T1		
OG0026006	FUN_022982-T1		
OG0026007	FUN_022999-T1		
OG0026008	FUN_023014-T1		
OG0026009	FUN_023026-T2		
OG0026010	FUN_023030-T1		
OG0026011	FUN_023035-T1		
OG0026012	FUN_023037-T1		
OG0026013	FUN_023054-T1		
OG0026014	FUN_023056-T1		
OG0026015	FUN_023059-T1		
OG0026016	FUN_023060-T1		
OG0026017	FUN_023074-T2		
OG0026018	FUN_023074-T3		
OG0026019	FUN_023077-T1		
OG0026020	FUN_023091-T1		
OG0026021	FUN_023093-T1		
OG0026022	FUN_023094-T1		
OG0026023	FUN_023102-T1		
OG0026024	FUN_023104-T1		
OG0026025	FUN_023116-T1		
OG0026026	FUN_023135-T1		
OG0026027	FUN_023154-T1		
OG0026028	FUN_023155-T1		
OG0026029	FUN_023174-T1		
OG0026030	FUN_023175-T1		
OG0026031	FUN_023187-T2		
OG0026032	FUN_023198-T2		
OG0026033	FUN_023198-T4		
OG0026034	FUN_023203-T1		
OG0026035	FUN_023209-T1		
OG0026036	FUN_023212-T1		
OG0026037	FUN_023214-T1		
OG0026038	FUN_023218-T1		
OG0026039	FUN_023221-T1		
OG0026040	FUN_023223-T2		
OG0026041	FUN_023228-T2		
OG0026042	FUN_023235-T1		
OG0026043	FUN_023242-T1		
OG0026044	FUN_023244-T1		
OG0026045	FUN_023246-T1		
OG0026046	FUN_023264-T1		
OG0026047	FUN_023279-T1		
OG0026048	FUN_023280-T1		
OG0026049	FUN_023290-T1		
OG0026050	FUN_023299-T1		
OG0026051	FUN_023302-T1		
OG0026052	FUN_023303-T1		
OG0026053	FUN_023304-T1		
OG0026054	FUN_023305-T2		
OG0026055	FUN_023306-T2		
OG0026056	FUN_023312-T1		
OG0026057	FUN_023313-T1		
OG0026058	FUN_023317-T1		
OG0026059	FUN_023326-T1		
OG0026060	FUN_023327-T1		
OG0026061	FUN_023335-T1		
OG0026062	FUN_023346-T1		
OG0026063	FUN_023349-T1		
OG0026064	FUN_023350-T1		
OG0026065	FUN_023379-T1		
OG0026066	FUN_023387-T1		
OG0026067	FUN_023391-T1		
OG0026068	FUN_023393-T1		
OG0026069	FUN_023397-T1		
OG0026070	FUN_023411-T1		
OG0026071	FUN_023413-T1		
OG0026072	FUN_023422-T1		
OG0026073	FUN_023428-T1		
OG0026074	FUN_023430-T1		
OG0026075	FUN_023440-T1		
OG0026076	FUN_023448-T1		
OG0026077	FUN_023452-T1		
OG0026078	FUN_023453-T1		
OG0026079	FUN_023454-T1		
OG0026080	FUN_023463-T1		
OG0026081	FUN_023482-T1		
OG0026082	FUN_023484-T1		
OG0026083	FUN_023486-T1		
OG0026084	FUN_023492-T1		
OG0026085	FUN_023496-T2		
OG0026086	FUN_023511-T1		
OG0026087	FUN_023516-T1		
OG0026088	FUN_023522-T2		
OG0026089	FUN_023525-T1		
OG0026090	FUN_023532-T1		
OG0026091	FUN_023545-T1		
OG0026092	FUN_023548-T1		
OG0026093	FUN_023554-T2		
OG0026094	FUN_023565-T1		
OG0026095	FUN_023580-T1		
OG0026096	FUN_023606-T1		
OG0026097	FUN_023615-T1		
OG0026098	FUN_023622-T1		
OG0026099	FUN_023626-T1		
OG0026100	FUN_023635-T2		
OG0026101	FUN_023646-T1		
OG0026102	FUN_023653-T1		
OG0026103	FUN_023655-T1		
OG0026104	FUN_023656-T1		
OG0026105	FUN_023674-T1		
OG0026106	FUN_023677-T1		
OG0026107	FUN_023688-T1		
OG0026108	FUN_023688-T3		
OG0026109	FUN_023703-T1		
OG0026110	FUN_023761-T1		
OG0026111	FUN_023764-T1		
OG0026112	FUN_023782-T1		
OG0026113	FUN_023783-T1		
OG0026114	FUN_023784-T1		
OG0026115	FUN_023789-T1		
OG0026116	FUN_023798-T2		
OG0026117	FUN_023806-T1		
OG0026118	FUN_023808-T1		
OG0026119	FUN_023828-T1		
OG0026120	FUN_023841-T1		
OG0026121	FUN_023842-T1		
OG0026122	FUN_023843-T1		
OG0026123	FUN_023849-T1		
OG0026124	FUN_023850-T1		
OG0026125	FUN_023851-T1		
OG0026126	FUN_023852-T1		
OG0026127	FUN_023853-T1		
OG0026128	FUN_023860-T1		
OG0026129	FUN_023861-T1		
OG0026130	FUN_023874-T1		
OG0026131	FUN_023899-T1		
OG0026132	FUN_023900-T1		
OG0026133	FUN_023901-T1		
OG0026134	FUN_023902-T1		
OG0026135	FUN_023918-T1		
OG0026136	FUN_023920-T1		
OG0026137	FUN_023940-T1		
OG0026138	FUN_023941-T1		
OG0026139	FUN_023955-T1		
OG0026140	FUN_023957-T1		
OG0026141	FUN_023960-T1		
OG0026142	FUN_023962-T2		
OG0026143	FUN_023964-T1		
OG0026144	FUN_023976-T1		
OG0026145	FUN_023982-T2		
OG0026146	FUN_023983-T2		
OG0026147	FUN_023987-T1		
OG0026148	FUN_023994-T1		
OG0026149	FUN_023995-T1		
OG0026150	FUN_023998-T1		
OG0026151	FUN_024005-T2		
OG0026152	FUN_024019-T1		
OG0026153	FUN_024033-T1		
OG0026154	FUN_024035-T3		
OG0026155	FUN_024041-T1		
OG0026156	FUN_024046-T1		
OG0026157	FUN_024051-T1		
OG0026158	FUN_024052-T1		
OG0026159	FUN_024056-T1		
OG0026160	FUN_024060-T1		
OG0026161	FUN_024061-T1		
OG0026162	FUN_024066-T1		
OG0026163	FUN_024068-T1		
OG0026164	FUN_024073-T1		
OG0026165	FUN_024076-T1		
OG0026166	FUN_024081-T1		
OG0026167	FUN_024085-T1		
OG0026168	FUN_024086-T1		
OG0026169	FUN_024101-T1		
OG0026170	FUN_024108-T1		
OG0026171	FUN_024115-T1		
OG0026172	FUN_024118-T1		
OG0026173	FUN_024119-T1		
OG0026174	FUN_024122-T1		
OG0026175	FUN_024128-T1		
OG0026176	FUN_024131-T1		
OG0026177	FUN_024134-T1		
OG0026178	FUN_024136-T2		
OG0026179	FUN_024145-T1		
OG0026180	FUN_024146-T1		
OG0026181	FUN_024182-T1		
OG0026182	FUN_024195-T2		
OG0026183	FUN_024195-T3		
OG0026184	FUN_024202-T1		
OG0026185	FUN_024203-T1		
OG0026186	FUN_024210-T1		
OG0026187	FUN_024221-T1		
OG0026188	FUN_024239-T1		
OG0026189	FUN_024276-T1		
OG0026190	FUN_024277-T1		
OG0026191	FUN_024337-T2		
OG0026192	FUN_024347-T1		
OG0026193	FUN_024364-T1		
OG0026194	FUN_024380-T1		
OG0026195	FUN_024381-T1		
OG0026196	FUN_024382-T2		
OG0026197	FUN_024383-T1		
OG0026198	FUN_024386-T1		
OG0026199	FUN_024387-T1		
OG0026200	FUN_024388-T1		
OG0026201	FUN_024390-T1		
OG0026202	FUN_024390-T3		
OG0026203	FUN_024406-T1		
OG0026204	FUN_024417-T1		
OG0026205	FUN_024430-T1		
OG0026206	FUN_024458-T1		
OG0026207	FUN_024459-T1		
OG0026208	FUN_024460-T2		
OG0026209	FUN_024462-T1		
OG0026210	FUN_024464-T1		
OG0026211	FUN_024486-T1		
OG0026212	FUN_024494-T1		
OG0026213	FUN_024497-T1		
OG0026214	FUN_024500-T1		
OG0026215	FUN_024505-T1		
OG0026216	FUN_024513-T1		
OG0026217	FUN_024522-T1		
OG0026218	FUN_024530-T1		
OG0026219	FUN_024531-T1		
OG0026220	FUN_024544-T1		
OG0026221	FUN_024549-T1		
OG0026222	FUN_024553-T1		
OG0026223	FUN_024554-T1		
OG0026224	FUN_024563-T1		
OG0026225	FUN_024580-T1		
OG0026226	FUN_024586-T1		
OG0026227	FUN_024597-T1		
OG0026228	FUN_024615-T2		
OG0026229	FUN_024623-T1		
OG0026230	FUN_024624-T1		
OG0026231	FUN_024625-T1		
OG0026232	FUN_024630-T1		
