Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0004327	FUN_043245-T1	Pocillopora_meandrina_HIv1___RNAseq.g8846.t1, Pocillopora_meandrina_HIv1___TS.g20568.t1, Pocillopora_meandrina_HIv1___TS.g20570.t1	Peve_00001456
OG0004328	FUN_043265-T1, FUN_043267-T1	Pocillopora_meandrina_HIv1___RNAseq.g8887.t1a, Pocillopora_meandrina_HIv1___TS.g20610.t1	Peve_00032614
OG0004329	FUN_043281-T1, FUN_043281-T2, FUN_043281-T3	Pocillopora_meandrina_HIv1___TS.g20595.t1c	Peve_00007453
OG0004330	FUN_043365-T1	Pocillopora_meandrina_HIv1___RNAseq.g8972.t1, Pocillopora_meandrina_HIv1___TS.g25208.t1	Peve_00016659, Peve_00030219
OG0004331	FUN_043373-T1	Pocillopora_meandrina_HIv1___RNAseq.g8977.t1	Peve_00004898, Peve_00004899, Peve_00004901
OG0004332	FUN_043385-T1, FUN_043386-T1	Pocillopora_meandrina_HIv1___RNAseq.g8996.t1, Pocillopora_meandrina_HIv1___RNAseq.g8997.t1	Peve_00024254
OG0004333	FUN_043419-T1, FUN_043419-T2, FUN_043419-T3	Pocillopora_meandrina_HIv1___RNAseq.g7832.t1	Peve_00005570
OG0004334	FUN_043426-T1, FUN_043426-T2, FUN_043426-T3	Pocillopora_meandrina_HIv1___RNAseq.g7841.t1	Peve_00041798
OG0004335	FUN_043432-T1, FUN_043432-T2, FUN_043432-T3	Pocillopora_meandrina_HIv1___RNAseq.g7835.t1	Peve_00028843
OG0004336	FUN_043507-T1, FUN_043507-T2, FUN_043507-T3	Pocillopora_meandrina_HIv1___TS.g1722.t1	Peve_00024918
OG0004337	FUN_043567-T1, FUN_043567-T2, FUN_043567-T3	Pocillopora_meandrina_HIv1___RNAseq.g8054.t1	Peve_00030048
OG0004338	FUN_043568-T1, FUN_043568-T2, FUN_043568-T3	Pocillopora_meandrina_HIv1___RNAseq.g8055.t2	Peve_00016670
OG0004339	FUN_043583-T1, FUN_043583-T2, FUN_043583-T3	Pocillopora_meandrina_HIv1___RNAseq.g6989.t1	Peve_00045199
OG0004340	FUN_043588-T1	Pocillopora_meandrina_HIv1___RNAseq.g6982.t2, Pocillopora_meandrina_HIv1___TS.g713.t1	Peve_00026153, Peve_00045214
OG0004341	FUN_043594-T1	Pocillopora_meandrina_HIv1___RNAseq.g6970.t1, Pocillopora_meandrina_HIv1___TS.g698.t1	Peve_00044637, Peve_00044642
OG0004342	FUN_043595-T1	Pocillopora_meandrina_HIv1___RNAseq.g6943.t1, Pocillopora_meandrina_HIv1___RNAseq.g6956.t1, Pocillopora_meandrina_HIv1___TS.g695.t1	Peve_00002201
OG0004343	FUN_043601-T1, FUN_043601-T2	Pocillopora_meandrina_HIv1___RNAseq.g6949.t1	Peve_00011380, Peve_00040384
OG0004344	FUN_043622-T1, FUN_043623-T1	Pocillopora_meandrina_HIv1___RNAseq.g6927.t1, Pocillopora_meandrina_HIv1___TS.g639.t1	Peve_00008234
OG0004345	FUN_043637-T1, FUN_043637-T2	Pocillopora_meandrina_HIv1___RNAseq.g7414.t1, Pocillopora_meandrina_HIv1___RNAseq.g7421.t1	Peve_00003066
OG0004346	FUN_043643-T1	Pocillopora_meandrina_HIv1___RNAseq.g7409.t1	Peve_00004203, Peve_00004207, Peve_00041932
OG0004347	FUN_043645-T1	Pocillopora_meandrina_HIv1___RNAseq.g7404.t1	Peve_00015844, Peve_00026901, Peve_00045337
OG0004348	FUN_043650-T1, FUN_043650-T2, FUN_043650-T3	Pocillopora_meandrina_HIv1___RNAseq.g7400.t1	Peve_00028909
OG0004349	FUN_043906-T1	Pocillopora_meandrina_HIv1___TS.g736.t1	Peve_00005759, Peve_00013605, Peve_00028835
OG0004350	FUN_044023-T1, FUN_044033-T1, FUN_044034-T1, FUN_044043-T1, FUN_044044-T1		
OG0004351	FUN_044374-T1, FUN_044430-T1, FUN_045067-T1, FUN_045313-T1		Peve_00001033
OG0004352	FUN_044382-T1, FUN_044642-T1, FUN_044970-T1, FUN_045643-T1, FUN_045843-T1		
OG0004353	FUN_044387-T1, FUN_044794-T1, FUN_045490-T1		Peve_00029125, Peve_00031760
OG0004354	FUN_044398-T1		Peve_00007971, Peve_00019434, Peve_00038132, Peve_00041372
OG0004355	FUN_044424-T1	Pocillopora_meandrina_HIv1___RNAseq.g18184.t1, Pocillopora_meandrina_HIv1___RNAseq.g22065.t1c, Pocillopora_meandrina_HIv1___RNAseq.g3334.t1, Pocillopora_meandrina_HIv1___TS.g24858.t1	
OG0004356	FUN_044427-T1	Pocillopora_meandrina_HIv1___RNAseq.g12434.t1, Pocillopora_meandrina_HIv1___RNAseq.g25421.t1, Pocillopora_meandrina_HIv1___RNAseq.g6376.t1, Pocillopora_meandrina_HIv1___TS.g26744.t1b	
OG0004357	FUN_044435-T1	Pocillopora_meandrina_HIv1___RNAseq.g21978.t1, Pocillopora_meandrina_HIv1___RNAseq.g25858.t1, Pocillopora_meandrina_HIv1___RNAseq.g29256.t1	Peve_00001575
OG0004358	FUN_044438-T1	Pocillopora_meandrina_HIv1___RNAseq.g14295.t1, Pocillopora_meandrina_HIv1___RNAseq.g14483.t1	Peve_00011424, Peve_00043761
OG0004359	FUN_044478-T1		Peve_00010648, Peve_00023471, Peve_00033028, Peve_00037790
OG0004360	FUN_044488-T1, FUN_044717-T1, FUN_045730-T1, FUN_045779-T1		Peve_00014961
OG0004361	FUN_044490-T1, FUN_044892-T1, FUN_045200-T1, FUN_045573-T1		Peve_00015950
OG0004362	FUN_044499-T2, FUN_044499-T3	Pocillopora_meandrina_HIv1___RNAseq.g11528.t1	Peve_00001930, Peve_00006783
OG0004363	FUN_044531-T1	Pocillopora_meandrina_HIv1___RNAseq.g20797.t1	Peve_00001579, Peve_00012598, Peve_00044877
OG0004364	FUN_044612-T1, FUN_044612-T2	Pocillopora_meandrina_HIv1___RNAseq.g11465.t1, Pocillopora_meandrina_HIv1___RNAseq.g13920.t1	Peve_00032245
OG0004365	FUN_044615-T1	Pocillopora_meandrina_HIv1___RNAseq.g12909.t1, Pocillopora_meandrina_HIv1___RNAseq.g25100.t1a	Peve_00022545, Peve_00025999
OG0004366	FUN_044618-T1, FUN_044618-T2, FUN_044618-T3	Pocillopora_meandrina_HIv1___RNAseq.g18424.t1	Peve_00040456
OG0004367	FUN_044619-T1	Pocillopora_meandrina_HIv1___RNAseq.g30295.t1	Peve_00030085, Peve_00030086, Peve_00039619
OG0004368	FUN_044675-T1, FUN_044764-T1, FUN_045064-T1, FUN_045190-T1, FUN_045401-T1		
OG0004369	FUN_044697-T1, FUN_044833-T1, FUN_045561-T1, FUN_045633-T1		Peve_00017984
OG0004370	FUN_044703-T1	Pocillopora_meandrina_HIv1___RNAseq.g6080.t1	Peve_00011670, Peve_00042214, Peve_00042216
OG0004371	FUN_044704-T1, FUN_044704-T2, FUN_044704-T3	Pocillopora_meandrina_HIv1___TS.g17454.t1	Peve_00032831
OG0004372	FUN_044736-T1, FUN_044995-T1, FUN_045252-T1, FUN_045379-T1, FUN_045636-T1		
OG0004373	FUN_044739-T1	Pocillopora_meandrina_HIv1___RNAseq.g1805.t1, Pocillopora_meandrina_HIv1___RNAseq.g6160.t1	Peve_00000604, Peve_00035034
OG0004374	FUN_044776-T1, FUN_044967-T1, FUN_045159-T1, FUN_045372-T1, FUN_045752-T1		
OG0004375	FUN_044821-T1	Pocillopora_meandrina_HIv1___RNAseq.g24516.t1, Pocillopora_meandrina_HIv1___RNAseq.g26754.t1a	Peve_00039729, Peve_00043072
OG0004376	FUN_044827-T1		Peve_00021718, Peve_00042136, Peve_00042397, Peve_00043139
OG0004377	FUN_044847-T1		Peve_00012535, Peve_00014312, Peve_00031322, Peve_00037372
OG0004378	FUN_044858-T1, FUN_045344-T1	Pocillopora_meandrina_HIv1___RNAseq.g12944.t1, Pocillopora_meandrina_HIv1___RNAseq.g25977.t1	Peve_00011485
OG0004379	FUN_044877-T1, FUN_044988-T1	Pocillopora_meandrina_HIv1___RNAseq.g22577.t1	Peve_00004272, Peve_00020573
OG0004380	FUN_044905-T1, FUN_044905-T2	Pocillopora_meandrina_HIv1___RNAseq.g4996.t1	Peve_00001321, Peve_00020327
OG0004381	FUN_044907-T1, FUN_044930-T1, FUN_044930-T2, FUN_045721-T1	Pocillopora_meandrina_HIv1___RNAseq.g9137.t1	
OG0004382	FUN_044960-T1	Pocillopora_meandrina_HIv1___TS.g14255.t1, Pocillopora_meandrina_HIv1___TS.g18727.t1a, Pocillopora_meandrina_HIv1___TS.g5234.t1, Pocillopora_meandrina_HIv1___TS.g5263.t1	
OG0004383	FUN_044963-T1	Pocillopora_meandrina_HIv1___RNAseq.g14973.t1, Pocillopora_meandrina_HIv1___RNAseq.g16352.t2a, Pocillopora_meandrina_HIv1___RNAseq.g19378.t1, Pocillopora_meandrina_HIv1___TS.g9282.t1a	
OG0004384	FUN_044991-T1, FUN_044991-T2	Pocillopora_meandrina_HIv1___RNAseq.g16375.t1, Pocillopora_meandrina_HIv1___RNAseq.g24480.t1, Pocillopora_meandrina_HIv1___RNAseq.g9218.t1	
OG0004385	FUN_045000-T1	Pocillopora_meandrina_HIv1___RNAseq.g2861.t1b, Pocillopora_meandrina_HIv1___TS.g17033.t1, Pocillopora_meandrina_HIv1___TS.g18735.t1	Peve_00027683
OG0004386	FUN_045008-T1	Pocillopora_meandrina_HIv1___RNAseq.g25189.t1, Pocillopora_meandrina_HIv1___TS.g12883.t1, Pocillopora_meandrina_HIv1___TS.g6771.t1	Peve_00003819
OG0004387	FUN_045015-T1, FUN_045039-T1, FUN_045312-T1	Pocillopora_meandrina_HIv1___TS.g4296.t1	Peve_00031085
OG0004388	FUN_045075-T1	Pocillopora_meandrina_HIv1___TS.g595.t1	Peve_00014025, Peve_00042872, Peve_00042873
OG0004389	FUN_045088-T1, FUN_045088-T2, FUN_045088-T3	Pocillopora_meandrina_HIv1___RNAseq.g3743.t1	Peve_00001687
OG0004390	FUN_045179-T1, FUN_045179-T2	Pocillopora_meandrina_HIv1___RNAseq.g13236.t1	Peve_00018478, Peve_00026499
OG0004391	FUN_045241-T1		Peve_00021996, Peve_00028523, Peve_00037508, Peve_00041328
OG0004392	FUN_045472-T1	Pocillopora_meandrina_HIv1___RNAseq.g18001.t1, Pocillopora_meandrina_HIv1___RNAseq.g4923.t1, Pocillopora_meandrina_HIv1___RNAseq.g4928.t1, Pocillopora_meandrina_HIv1___TS.g30014.t1	
OG0004393	FUN_045542-T1, FUN_045542-T2	Pocillopora_meandrina_HIv1___RNAseq.g27404.t1	Peve_00004231, Peve_00018980
OG0004394	FUN_045554-T1	Pocillopora_meandrina_HIv1___RNAseq.g18406.t1, Pocillopora_meandrina_HIv1___RNAseq.g28630.t1, Pocillopora_meandrina_HIv1___TS.g8413.t1	Peve_00019026
OG0004395	FUN_045605-T1		Peve_00008543, Peve_00008824, Peve_00021968, Peve_00042886
OG0004396	FUN_045693-T1, FUN_045694-T1	Pocillopora_meandrina_HIv1___RNAseq.g26687.t1	Peve_00007713, Peve_00043876
OG0004397	FUN_045710-T1	Pocillopora_meandrina_HIv1___RNAseq.g6919.t1, Pocillopora_meandrina_HIv1___TS.g23661.t1, Pocillopora_meandrina_HIv1___TS.g6461.t1, Pocillopora_meandrina_HIv1___TS.g9714.t1	
OG0004398	FUN_045722-T1	Pocillopora_meandrina_HIv1___RNAseq.g6110.t1, Pocillopora_meandrina_HIv1___TS.g15060.t1, Pocillopora_meandrina_HIv1___TS.g27801.t1	Peve_00003498
OG0004399	FUN_045738-T1		Peve_00003042, Peve_00006016, Peve_00006751, Peve_00022391
OG0004400	FUN_045739-T1	Pocillopora_meandrina_HIv1___RNAseq.g26916.t1, Pocillopora_meandrina_HIv1___RNAseq.g6094.t1	Peve_00006568, Peve_00008613
OG0004401	FUN_045742-T1	Pocillopora_meandrina_HIv1___RNAseq.g1545.t1, Pocillopora_meandrina_HIv1___TS.g10557.t1, Pocillopora_meandrina_HIv1___TS.g13723.t1, Pocillopora_meandrina_HIv1___TS.g22947.t1	
OG0004402	FUN_045772-T1	Pocillopora_meandrina_HIv1___RNAseq.g29024.t1, Pocillopora_meandrina_HIv1___RNAseq.g29036.t1, Pocillopora_meandrina_HIv1___RNAseq.g29039.t1, Pocillopora_meandrina_HIv1___RNAseq.g29052.t1	
OG0004403	FUN_045791-T1, FUN_045791-T2	Pocillopora_meandrina_HIv1___RNAseq.g28590.t1	Peve_00030344, Peve_00032307
OG0004404	FUN_045805-T1	Pocillopora_meandrina_HIv1___RNAseq.g15188.t1, Pocillopora_meandrina_HIv1___TS.g29753.t1	Peve_00024566, Peve_00025403
OG0004405	FUN_045813-T1		Peve_00030495, Peve_00033681, Peve_00033682, Peve_00034345
OG0004406	FUN_045817-T1		Peve_00006035, Peve_00013180, Peve_00025924, Peve_00039603
OG0004407	FUN_045855-T1	Pocillopora_meandrina_HIv1___RNAseq.g25094.t1, Pocillopora_meandrina_HIv1___RNAseq.g25169.t1, Pocillopora_meandrina_HIv1___TS.g13094.t1	Peve_00032806
OG0004408		Pocillopora_meandrina_HIv1___RNAseq.g17014.t2, Pocillopora_meandrina_HIv1___RNAseq.g17016.t1b, Pocillopora_meandrina_HIv1___RNAseq.g17018.t1, Pocillopora_meandrina_HIv1___TS.g17848.t1	Peve_00030900
OG0004409		Pocillopora_meandrina_HIv1___RNAseq.g17472.t1, Pocillopora_meandrina_HIv1___RNAseq.g19330.t1, Pocillopora_meandrina_HIv1___RNAseq.g19331.t1, Pocillopora_meandrina_HIv1___TS.g17054.t1, Pocillopora_meandrina_HIv1___TS.g18623.t1	
OG0004410		Pocillopora_meandrina_HIv1___RNAseq.g20513.t1	Peve_00025518, Peve_00026885, Peve_00027543, Peve_00041192
OG0004411		Pocillopora_meandrina_HIv1___RNAseq.g3718.t1, Pocillopora_meandrina_HIv1___RNAseq.g3720.t1, Pocillopora_meandrina_HIv1___RNAseq.g3721.t1, Pocillopora_meandrina_HIv1___TS.g10021.t1, Pocillopora_meandrina_HIv1___TS.g9902.t1	
OG0004412		Pocillopora_meandrina_HIv1___RNAseq.g29426.t1, Pocillopora_meandrina_HIv1___RNAseq.g29427.t1, Pocillopora_meandrina_HIv1___RNAseq.g29529.t1, Pocillopora_meandrina_HIv1___RNAseq.g8650.t1, Pocillopora_meandrina_HIv1___RNAseq.g8655.t1	
OG0004413		Pocillopora_meandrina_HIv1___RNAseq.g16299.t1, Pocillopora_meandrina_HIv1___RNAseq.g20158.t1, Pocillopora_meandrina_HIv1___RNAseq.g4867.t1, Pocillopora_meandrina_HIv1___RNAseq.g8909.t1	Peve_00018128
OG0004414		Pocillopora_meandrina_HIv1___RNAseq.g19988.t1, Pocillopora_meandrina_HIv1___RNAseq.g19991.t1, Pocillopora_meandrina_HIv1___RNAseq.g19992.t1, Pocillopora_meandrina_HIv1___RNAseq.g19994.t1, Pocillopora_meandrina_HIv1___TS.g10613.t1a	
OG0004415		Pocillopora_meandrina_HIv1___RNAseq.g26672.t1, Pocillopora_meandrina_HIv1___RNAseq.g29682.t1, Pocillopora_meandrina_HIv1___RNAseq.g5056.t1, Pocillopora_meandrina_HIv1___RNAseq.g9187.t1, Pocillopora_meandrina_HIv1___TS.g22259.t1	
OG0004416		Pocillopora_meandrina_HIv1___RNAseq.g29567.t1, Pocillopora_meandrina_HIv1___RNAseq.g29583.t1, Pocillopora_meandrina_HIv1___RNAseq.g29588.t1, Pocillopora_meandrina_HIv1___RNAseq.g29595.t1, Pocillopora_meandrina_HIv1___RNAseq.g29598.t1	
OG0004417		Pocillopora_meandrina_HIv1___RNAseq.g20676.t1, Pocillopora_meandrina_HIv1___RNAseq.g20678.t1, Pocillopora_meandrina_HIv1___RNAseq.g20679.t1, Pocillopora_meandrina_HIv1___RNAseq.g20686.t1, Pocillopora_meandrina_HIv1___RNAseq.g20687.t1	
OG0004418		Pocillopora_meandrina_HIv1___RNAseq.3753_t, Pocillopora_meandrina_HIv1___RNAseq.g20212.t1, Pocillopora_meandrina_HIv1___RNAseq.g20213.t1, Pocillopora_meandrina_HIv1___TS.g29586.t1, Pocillopora_meandrina_HIv1___TS.g29589.t2	
OG0004419		Pocillopora_meandrina_HIv1___RNAseq.g2503.t1, Pocillopora_meandrina_HIv1___RNAseq.g2510.t1, Pocillopora_meandrina_HIv1___RNAseq.g27483.t1, Pocillopora_meandrina_HIv1___TS.g5011.t1, Pocillopora_meandrina_HIv1___TS.g5015.t1	
OG0004420		Pocillopora_meandrina_HIv1___RNAseq.24743_t, Pocillopora_meandrina_HIv1___RNAseq.g11806.t1	Peve_00041288, Peve_00041289, Peve_00041300
OG0004421		Pocillopora_meandrina_HIv1___RNAseq.g2908.t1, Pocillopora_meandrina_HIv1___RNAseq.g2927.t1, Pocillopora_meandrina_HIv1___RNAseq.g2929.t1, Pocillopora_meandrina_HIv1___RNAseq.g2931.t1, Pocillopora_meandrina_HIv1___RNAseq.g2932.t1	
OG0004422		Pocillopora_meandrina_HIv1___RNAseq.g11443.t1, Pocillopora_meandrina_HIv1___RNAseq.g23168.t1, Pocillopora_meandrina_HIv1___RNAseq.g29250.t1, Pocillopora_meandrina_HIv1___RNAseq.g7171.t1	Peve_00002540
OG0004423		Pocillopora_meandrina_HIv1___RNAseq.g18198.t1, Pocillopora_meandrina_HIv1___TS.g24839.t1	Peve_00014407, Peve_00030411, Peve_00042573
OG0004424		Pocillopora_meandrina_HIv1___RNAseq.g16900.t1, Pocillopora_meandrina_HIv1___RNAseq.g16932.t1, Pocillopora_meandrina_HIv1___RNAseq.g16978.t1, Pocillopora_meandrina_HIv1___TS.g17744.t1	Peve_00033938
OG0004425		Pocillopora_meandrina_HIv1___RNAseq.g25448.t1, Pocillopora_meandrina_HIv1___TS.g8882.t1, Pocillopora_meandrina_HIv1___TS.g8883.t1	Peve_00020301, Peve_00020302
OG0004426		Pocillopora_meandrina_HIv1___RNAseq.g23259.t1, Pocillopora_meandrina_HIv1___RNAseq.g23264.t1, Pocillopora_meandrina_HIv1___RNAseq.g23265.t1, Pocillopora_meandrina_HIv1___TS.g16142.t1, Pocillopora_meandrina_HIv1___TS.g16144.t1	
OG0004427		Pocillopora_meandrina_HIv1___RNAseq.g20184.t1, Pocillopora_meandrina_HIv1___RNAseq.g28867.t1, Pocillopora_meandrina_HIv1___RNAseq.g7796.t1, Pocillopora_meandrina_HIv1___RNAseq.g7801.t1, Pocillopora_meandrina_HIv1___TS.g9768.t1	
OG0004428		Pocillopora_meandrina_HIv1___RNAseq.g10952.t1b, Pocillopora_meandrina_HIv1___RNAseq.g11048.t1, Pocillopora_meandrina_HIv1___TS.g13547.t1, Pocillopora_meandrina_HIv1___TS.g13549.t1	Peve_00020574
OG0004429		Pocillopora_meandrina_HIv1___RNAseq.g8409.t1, Pocillopora_meandrina_HIv1___RNAseq.g8411.t1, Pocillopora_meandrina_HIv1___RNAseq.g8412.t1, Pocillopora_meandrina_HIv1___TS.g11597.t1, Pocillopora_meandrina_HIv1___TS.g11598.t1	
OG0004430		Pocillopora_meandrina_HIv1___RNAseq.g7708.t1, Pocillopora_meandrina_HIv1___RNAseq.g7709.t1, Pocillopora_meandrina_HIv1___RNAseq.g7712.t1, Pocillopora_meandrina_HIv1___TS.g1464.t1, Pocillopora_meandrina_HIv1___TS.g1466.t1	
OG0004431		Pocillopora_meandrina_HIv1___RNAseq.g21995.t1b, Pocillopora_meandrina_HIv1___RNAseq.g5413.t1, Pocillopora_meandrina_HIv1___RNAseq.g8756.t1, Pocillopora_meandrina_HIv1___RNAseq.g8762.t1, Pocillopora_meandrina_HIv1___TS.g14434.t1	
OG0004432		Pocillopora_meandrina_HIv1___TS.g16004.t1	Peve_00024751, Peve_00024753, Peve_00031761, Peve_00032162
OG0004433		Pocillopora_meandrina_HIv1___RNAseq.g18441.t1, Pocillopora_meandrina_HIv1___RNAseq.g28667.t1, Pocillopora_meandrina_HIv1___TS.g21387.t1, Pocillopora_meandrina_HIv1___TS.g8460.t2, Pocillopora_meandrina_HIv1___TS.g8466.t1	
OG0004434		Pocillopora_meandrina_HIv1___RNAseq.g10154.t1, Pocillopora_meandrina_HIv1___RNAseq.g2999.t1	Peve_00021305, Peve_00022702, Peve_00038204
OG0004435		Pocillopora_meandrina_HIv1___RNAseq.g14886.t1, Pocillopora_meandrina_HIv1___RNAseq.g14887.t1, Pocillopora_meandrina_HIv1___RNAseq.g16589.t1, Pocillopora_meandrina_HIv1___TS.g3991.t1, Pocillopora_meandrina_HIv1___TS.g3992.t1	
OG0004436		Pocillopora_meandrina_HIv1___RNAseq.g14311.t1, Pocillopora_meandrina_HIv1___RNAseq.g14313.t1, Pocillopora_meandrina_HIv1___RNAseq.g14348.t1, Pocillopora_meandrina_HIv1___TS.g5792.t1, Pocillopora_meandrina_HIv1___TS.g5796.t1	
OG0004437		Pocillopora_meandrina_HIv1___RNAseq.g28241.t1, Pocillopora_meandrina_HIv1___RNAseq.g28242.t1, Pocillopora_meandrina_HIv1___RNAseq.g28243.t1, Pocillopora_meandrina_HIv1___RNAseq.g28249.t1, Pocillopora_meandrina_HIv1___TS.g8758.t1	
OG0004438		Pocillopora_meandrina_HIv1___RNAseq.g29806.t1, Pocillopora_meandrina_HIv1___TS.g21788.t1a, Pocillopora_meandrina_HIv1___TS.g26850.t1	Peve_00000423, Peve_00015656
OG0004439		Pocillopora_meandrina_HIv1___RNAseq.g7285.t1, Pocillopora_meandrina_HIv1___RNAseq.g7290.t2	Peve_00014929, Peve_00020638, Peve_00020647
OG0004440		Pocillopora_meandrina_HIv1___RNAseq.g21851.t1, Pocillopora_meandrina_HIv1___RNAseq.g26848.t1, Pocillopora_meandrina_HIv1___RNAseq.g27281.t1, Pocillopora_meandrina_HIv1___RNAseq.g3585.t1, Pocillopora_meandrina_HIv1___TS.g28766.t1	
OG0004441		Pocillopora_meandrina_HIv1___RNAseq.g14577.t1, Pocillopora_meandrina_HIv1___RNAseq.g14582.t1, Pocillopora_meandrina_HIv1___RNAseq.g19299.t1b, Pocillopora_meandrina_HIv1___RNAseq.g24521.t1, Pocillopora_meandrina_HIv1___RNAseq.g6416.t1	
OG0004442		Pocillopora_meandrina_HIv1___RNAseq.g24778.t1, Pocillopora_meandrina_HIv1___RNAseq.g28371.t1, Pocillopora_meandrina_HIv1___RNAseq.g5814.t1, Pocillopora_meandrina_HIv1___RNAseq.g5820.t1, Pocillopora_meandrina_HIv1___RNAseq.g5824.t1a	
OG0004443		Pocillopora_meandrina_HIv1___RNAseq.g2990.t1, Pocillopora_meandrina_HIv1___RNAseq.g2998.t1, Pocillopora_meandrina_HIv1___TS.g23603.t1, Pocillopora_meandrina_HIv1___TS.g29082.t1, Pocillopora_meandrina_HIv1___TS.g29084.t1	
OG0004444		Pocillopora_meandrina_HIv1___RNAseq.g1267.t1a, Pocillopora_meandrina_HIv1___RNAseq.g12839.t1	Peve_00015582, Peve_00043025, Peve_00044844
OG0004445		Pocillopora_meandrina_HIv1___RNAseq.g13959.t1, Pocillopora_meandrina_HIv1___RNAseq.g25083.t1, Pocillopora_meandrina_HIv1___RNAseq.g2776.t1b, Pocillopora_meandrina_HIv1___TS.g11741.t1, Pocillopora_meandrina_HIv1___TS.g11749.t1	
OG0004446		Pocillopora_meandrina_HIv1___RNAseq.g5448.t1, Pocillopora_meandrina_HIv1___RNAseq.g5500.t1, Pocillopora_meandrina_HIv1___RNAseq.g5501.t1, Pocillopora_meandrina_HIv1___RNAseq.g5504.t1, Pocillopora_meandrina_HIv1___RNAseq.g5505.t1	
OG0004447		Pocillopora_meandrina_HIv1___RNAseq.g11253.t1, Pocillopora_meandrina_HIv1___RNAseq.g11258.t1, Pocillopora_meandrina_HIv1___RNAseq.g11261.t1, Pocillopora_meandrina_HIv1___RNAseq.g11267.t1, Pocillopora_meandrina_HIv1___RNAseq.g11276.t1	
OG0004448		Pocillopora_meandrina_HIv1___RNAseq.g25242.t1, Pocillopora_meandrina_HIv1___RNAseq.g25316.t1, Pocillopora_meandrina_HIv1___RNAseq.g25333.t1, Pocillopora_meandrina_HIv1___RNAseq.g25338.t1, Pocillopora_meandrina_HIv1___TS.g25612.t1	
OG0004449		Pocillopora_meandrina_HIv1___RNAseq.g25863.t1, Pocillopora_meandrina_HIv1___RNAseq.g25864.t1, Pocillopora_meandrina_HIv1___RNAseq.g26833.t1, Pocillopora_meandrina_HIv1___RNAseq.g9624.t1	Peve_00042936
OG0004450		Pocillopora_meandrina_HIv1___RNAseq.g11294.t1, Pocillopora_meandrina_HIv1___RNAseq.g12411.t1	Peve_00021806, Peve_00022551, Peve_00038872
OG0004451		Pocillopora_meandrina_HIv1___RNAseq.g10676.t2	Peve_00012086, Peve_00014347, Peve_00022723, Peve_00038298
OG0004452		Pocillopora_meandrina_HIv1___RNAseq.g16660.t1, Pocillopora_meandrina_HIv1___RNAseq.g22082.t1, Pocillopora_meandrina_HIv1___RNAseq.g25627.t1, Pocillopora_meandrina_HIv1___RNAseq.g25628.t1, Pocillopora_meandrina_HIv1___RNAseq.g26454.t1	
OG0004453		Pocillopora_meandrina_HIv1___RNAseq.g14778.t1, Pocillopora_meandrina_HIv1___RNAseq.g14780.t1, Pocillopora_meandrina_HIv1___RNAseq.g14783.t1, Pocillopora_meandrina_HIv1___TS.g3936.t1, Pocillopora_meandrina_HIv1___TS.g3944.t1	
OG0004454		Pocillopora_meandrina_HIv1___RNAseq.g14782.t1, Pocillopora_meandrina_HIv1___RNAseq.g14789.t1, Pocillopora_meandrina_HIv1___RNAseq.g14799.t1, Pocillopora_meandrina_HIv1___TS.g3937.t1, Pocillopora_meandrina_HIv1___TS.g3943.t1	
OG0004455		Pocillopora_meandrina_HIv1___RNAseq.g15953.t1, Pocillopora_meandrina_HIv1___RNAseq.g20090.t1, Pocillopora_meandrina_HIv1___RNAseq.g20092.t1, Pocillopora_meandrina_HIv1___RNAseq.g20094.t1, Pocillopora_meandrina_HIv1___RNAseq.g20095.t1	
OG0004456		Pocillopora_meandrina_HIv1___RNAseq.g5936.t2b, Pocillopora_meandrina_HIv1___RNAseq.g5937.t1, Pocillopora_meandrina_HIv1___RNAseq.g5938.t1, Pocillopora_meandrina_HIv1___RNAseq.g5940.t1	Peve_00013567
OG0004457		Pocillopora_meandrina_HIv1___RNAseq.g13225.t1, Pocillopora_meandrina_HIv1___RNAseq.g13408.t1, Pocillopora_meandrina_HIv1___RNAseq.g18281.t1, Pocillopora_meandrina_HIv1___RNAseq.g29497.t1, Pocillopora_meandrina_HIv1___RNAseq.g8885.t1	
OG0004458		Pocillopora_meandrina_HIv1___RNAseq.5683_t, Pocillopora_meandrina_HIv1___RNAseq.g8020.t1, Pocillopora_meandrina_HIv1___RNAseq.g8021.t1	Peve_00031295, Peve_00032535
OG0004459		Pocillopora_meandrina_HIv1___RNAseq.g10854.t1, Pocillopora_meandrina_HIv1___RNAseq.g10855.t1, Pocillopora_meandrina_HIv1___RNAseq.g10857.t1, Pocillopora_meandrina_HIv1___TS.g13368.t1, Pocillopora_meandrina_HIv1___TS.g13372.t1	
OG0004460		Pocillopora_meandrina_HIv1___TS.g10928.t1, Pocillopora_meandrina_HIv1___TS.g10930.t1	Peve_00025397, Peve_00033059, Peve_00034542
OG0004461		Pocillopora_meandrina_HIv1___RNAseq.g10308.t1, Pocillopora_meandrina_HIv1___RNAseq.g1543.t1, Pocillopora_meandrina_HIv1___RNAseq.g15530.t1, Pocillopora_meandrina_HIv1___RNAseq.g19227.t1	Peve_00016194
