Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep	Total
OG0003059	0	4	2	6
OG0003060	0	5	1	6
OG0003061	0	6	0	6
OG0003062	0	1	5	6
OG0003063	0	6	0	6
OG0003064	0	1	5	6
OG0003065	0	4	2	6
OG0003066	0	3	3	6
OG0003067	0	3	3	6
OG0003068	0	6	0	6
OG0003069	0	6	0	6
OG0003070	0	6	0	6
OG0003071	0	6	0	6
OG0003072	0	4	2	6
OG0003073	0	5	1	6
OG0003074	0	4	2	6
OG0003075	0	6	0	6
OG0003076	0	6	0	6
OG0003077	0	6	0	6
OG0003078	0	4	2	6
OG0003079	0	6	0	6
OG0003080	0	6	0	6
OG0003081	0	6	0	6
OG0003082	0	4	2	6
OG0003083	0	6	0	6
OG0003084	0	6	0	6
OG0003085	0	2	4	6
OG0003086	0	5	1	6
OG0003087	0	5	1	6
OG0003088	0	3	3	6
OG0003089	0	5	1	6
OG0003090	0	3	3	6
OG0003091	0	3	3	6
OG0003092	0	5	1	6
OG0003093	0	4	2	6
OG0003094	0	5	1	6
OG0003095	0	6	0	6
OG0003096	0	2	4	6
OG0003097	0	1	5	6
OG0003098	0	6	0	6
OG0003099	0	6	0	6
OG0003100	0	6	0	6
OG0003101	0	5	1	6
OG0003102	0	6	0	6
OG0003103	0	6	0	6
OG0003104	0	6	0	6
OG0003105	0	6	0	6
OG0003106	0	3	3	6
OG0003107	0	6	0	6
OG0003108	0	1	5	6
OG0003109	0	5	1	6
OG0003110	0	5	1	6
OG0003111	0	1	5	6
OG0003112	0	6	0	6
OG0003113	0	6	0	6
OG0003114	0	3	3	6
OG0003115	0	1	5	6
OG0003116	0	1	5	6
OG0003117	0	6	0	6
OG0003118	0	6	0	6
OG0003119	0	1	5	6
OG0003120	0	1	5	6
OG0003121	0	2	4	6
OG0003122	0	1	5	6
OG0003123	0	1	5	6
OG0003124	0	1	5	6
OG0003125	0	0	6	6
OG0003126	0	0	6	6
OG0003127	0	0	6	6
OG0003128	0	0	6	6
OG0003129	0	0	6	6
OG0003130	0	0	6	6
OG0003131	0	0	6	6
OG0003132	0	0	6	6
OG0003133	0	0	6	6
OG0003134	0	0	6	6
OG0003135	0	0	6	6
OG0003136	0	0	6	6
OG0003137	0	0	6	6
OG0003138	0	0	6	6
OG0003139	0	0	6	6
OG0003140	0	0	6	6
OG0003141	0	0	6	6
OG0003142	0	0	6	6
OG0003143	0	0	6	6
OG0003144	0	0	6	6
OG0003145	0	0	6	6
OG0003146	0	0	6	6
OG0003147	0	0	6	6
OG0003148	0	0	6	6
OG0003149	0	0	6	6
OG0003150	0	0	6	6
OG0003151	0	0	6	6
OG0003152	0	0	6	6
OG0003153	0	0	6	6
OG0003154	0	0	6	6
OG0003155	0	0	6	6
OG0003156	0	0	6	6
OG0003157	0	0	6	6
OG0003158	0	0	6	6
OG0003159	0	0	6	6
OG0003160	0	0	6	6
OG0003161	0	0	6	6
OG0003162	0	0	6	6
OG0003163	0	0	6	6
OG0003164	0	0	6	6
OG0003165	0	0	6	6
OG0003166	0	0	6	6
OG0003167	0	0	6	6
OG0003168	0	0	6	6
OG0003169	0	0	6	6
OG0003170	0	0	6	6
OG0003171	0	0	6	6
OG0003172	0	0	6	6
OG0003173	0	0	6	6
OG0003174	0	0	6	6
OG0003175	0	0	6	6
OG0003176	0	0	6	6
OG0003177	0	0	6	6
OG0003178	2	1	2	5
OG0003179	1	1	3	5
OG0003180	2	1	2	5
OG0003181	2	1	2	5
OG0003182	1	2	2	5
OG0003183	1	1	3	5
OG0003184	1	1	3	5
OG0003185	2	2	1	5
OG0003186	1	3	1	5
OG0003187	5	0	0	5
OG0003188	3	1	1	5
OG0003189	1	2	2	5
OG0003190	1	1	3	5
OG0003191	2	2	1	5
OG0003192	2	1	2	5
OG0003193	3	1	1	5
OG0003194	1	2	2	5
OG0003195	1	1	3	5
OG0003196	1	2	2	5
OG0003197	1	0	4	5
OG0003198	1	1	3	5
OG0003199	1	3	1	5
OG0003200	1	3	1	5
OG0003201	2	1	2	5
OG0003202	1	3	1	5
OG0003203	1	1	3	5
OG0003204	2	1	2	5
OG0003205	2	1	2	5
OG0003206	1	1	3	5
OG0003207	1	3	1	5
OG0003208	1	2	2	5
OG0003209	2	2	1	5
OG0003210	2	1	2	5
OG0003211	1	0	4	5
OG0003212	1	1	3	5
OG0003213	1	2	2	5
OG0003214	2	2	1	5
OG0003215	1	2	2	5
OG0003216	1	1	3	5
OG0003217	2	0	3	5
OG0003218	1	1	3	5
OG0003219	5	0	0	5
OG0003220	1	1	3	5
OG0003221	3	1	1	5
OG0003222	2	1	2	5
OG0003223	3	1	1	5
OG0003224	1	1	3	5
OG0003225	1	3	1	5
OG0003226	1	2	2	5
OG0003227	1	3	1	5
OG0003228	3	1	1	5
OG0003229	1	2	2	5
OG0003230	2	2	1	5
OG0003231	1	2	2	5
OG0003232	3	1	1	5
OG0003233	1	1	3	5
OG0003234	5	0	0	5
OG0003235	2	1	2	5
OG0003236	3	1	1	5
OG0003237	3	1	1	5
OG0003238	3	1	1	5
OG0003239	1	2	2	5
OG0003240	2	1	2	5
OG0003241	1	1	3	5
OG0003242	3	1	1	5
OG0003243	2	2	1	5
OG0003244	2	1	2	5
OG0003245	3	1	1	5
OG0003246	3	1	1	5
OG0003247	1	1	3	5
OG0003248	3	1	1	5
OG0003249	2	1	2	5
OG0003250	5	0	0	5
OG0003251	5	0	0	5
OG0003252	2	1	2	5
OG0003253	5	0	0	5
OG0003254	1	3	1	5
OG0003255	5	0	0	5
OG0003256	5	0	0	5
OG0003257	3	1	1	5
OG0003258	4	1	0	5
OG0003259	3	1	1	5
OG0003260	5	0	0	5
OG0003261	1	0	4	5
OG0003262	2	1	2	5
OG0003263	5	0	0	5
OG0003264	3	1	1	5
OG0003265	5	0	0	5
OG0003266	5	0	0	5
OG0003267	2	1	2	5
OG0003268	3	2	0	5
OG0003269	2	2	1	5
OG0003270	5	0	0	5
OG0003271	5	0	0	5
OG0003272	5	0	0	5
OG0003273	2	2	1	5
OG0003274	2	1	2	5
OG0003275	5	0	0	5
OG0003276	5	0	0	5
OG0003277	1	1	3	5
OG0003278	1	2	2	5
OG0003279	3	1	1	5
OG0003280	3	1	1	5
OG0003281	1	3	1	5
OG0003282	3	1	1	5
OG0003283	1	2	2	5
OG0003284	2	0	3	5
OG0003285	1	4	0	5
OG0003286	5	0	0	5
OG0003287	3	1	1	5
OG0003288	3	0	2	5
OG0003289	3	0	2	5
OG0003290	5	0	0	5
OG0003291	5	0	0	5
OG0003292	3	1	1	5
OG0003293	5	0	0	5
OG0003294	3	1	1	5
OG0003295	2	2	1	5
OG0003296	3	1	1	5
OG0003297	4	0	1	5
OG0003298	4	1	0	5
OG0003299	2	2	1	5
OG0003300	5	0	0	5
OG0003301	2	1	2	5
OG0003302	4	0	1	5
OG0003303	5	0	0	5
OG0003304	5	0	0	5
OG0003305	1	0	4	5
OG0003306	4	0	1	5
OG0003307	3	1	1	5
OG0003308	5	0	0	5
OG0003309	4	0	1	5
OG0003310	3	0	2	5
OG0003311	3	1	1	5
OG0003312	2	1	2	5
OG0003313	1	1	3	5
OG0003314	1	3	1	5
OG0003315	3	1	1	5
OG0003316	1	3	1	5
OG0003317	5	0	0	5
OG0003318	3	1	1	5
OG0003319	1	2	2	5
OG0003320	2	2	1	5
OG0003321	5	0	0	5
OG0003322	1	1	3	5
OG0003323	3	1	1	5
OG0003324	3	0	2	5
OG0003325	2	2	1	5
OG0003326	1	2	2	5
OG0003327	2	1	2	5
OG0003328	1	1	3	5
OG0003329	2	2	1	5
OG0003330	3	1	1	5
OG0003331	3	1	1	5
OG0003332	1	3	1	5
OG0003333	1	1	3	5
OG0003334	1	2	2	5
OG0003335	2	1	2	5
OG0003336	1	2	2	5
OG0003337	1	3	1	5
OG0003338	2	2	1	5
OG0003339	2	2	1	5
OG0003340	1	1	3	5
OG0003341	3	1	1	5
OG0003342	5	0	0	5
OG0003343	1	3	1	5
OG0003344	5	0	0	5
OG0003345	1	3	1	5
OG0003346	3	1	1	5
OG0003347	2	1	2	5
OG0003348	1	0	4	5
OG0003349	5	0	0	5
OG0003350	2	1	2	5
OG0003351	4	0	1	5
OG0003352	3	1	1	5
OG0003353	2	1	2	5
OG0003354	2	1	2	5
OG0003355	2	1	2	5
OG0003356	4	0	1	5
OG0003357	2	1	2	5
OG0003358	2	2	1	5
OG0003359	1	4	0	5
OG0003360	3	1	1	5
OG0003361	3	1	1	5
OG0003362	5	0	0	5
OG0003363	3	1	1	5
OG0003364	2	1	2	5
OG0003365	3	1	1	5
OG0003366	2	1	2	5
OG0003367	3	1	1	5
OG0003368	2	2	1	5
OG0003369	3	1	1	5
OG0003370	2	1	2	5
OG0003371	3	1	1	5
OG0003372	5	0	0	5
OG0003373	4	0	1	5
OG0003374	3	1	1	5
OG0003375	2	1	2	5
OG0003376	3	1	1	5
OG0003377	2	1	2	5
OG0003378	2	0	3	5
OG0003379	5	0	0	5
OG0003380	5	0	0	5
OG0003381	3	1	1	5
OG0003382	3	1	1	5
OG0003383	5	0	0	5
OG0003384	1	1	3	5
OG0003385	2	1	2	5
OG0003386	1	0	4	5
OG0003387	2	1	2	5
OG0003388	2	1	2	5
OG0003389	1	2	2	5
OG0003390	1	1	3	5
OG0003391	5	0	0	5
OG0003392	1	1	3	5
OG0003393	2	2	1	5
OG0003394	5	0	0	5
OG0003395	1	1	3	5
OG0003396	5	0	0	5
OG0003397	4	0	1	5
OG0003398	1	3	1	5
OG0003399	5	0	0	5
OG0003400	1	1	3	5
OG0003401	5	0	0	5
OG0003402	2	1	2	5
OG0003403	3	0	2	5
OG0003404	2	2	1	5
OG0003405	4	0	1	5
OG0003406	5	0	0	5
OG0003407	5	0	0	5
OG0003408	5	0	0	5
OG0003409	1	1	3	5
OG0003410	2	1	2	5
OG0003411	1	1	3	5
OG0003412	2	1	2	5
OG0003413	5	0	0	5
OG0003414	2	1	2	5
OG0003415	4	1	0	5
OG0003416	2	2	1	5
OG0003417	1	1	3	5
OG0003418	3	0	2	5
OG0003419	4	0	1	5
OG0003420	3	0	2	5
OG0003421	2	2	1	5
OG0003422	2	1	2	5
OG0003423	3	1	1	5
OG0003424	2	2	1	5
OG0003425	1	2	2	5
OG0003426	3	1	1	5
OG0003427	2	1	2	5
OG0003428	2	1	2	5
OG0003429	5	0	0	5
OG0003430	4	0	1	5
OG0003431	5	0	0	5
OG0003432	3	0	2	5
OG0003433	4	0	1	5
OG0003434	3	1	1	5
OG0003435	5	0	0	5
OG0003436	3	1	1	5
OG0003437	2	1	2	5
OG0003438	1	1	3	5
OG0003439	2	2	1	5
OG0003440	1	3	1	5
OG0003441	1	3	1	5
OG0003442	2	1	2	5
OG0003443	2	1	2	5
OG0003444	4	0	1	5
OG0003445	1	1	3	5
OG0003446	3	1	1	5
OG0003447	2	1	2	5
OG0003448	1	2	2	5
OG0003449	2	2	1	5
OG0003450	1	1	3	5
OG0003451	1	2	2	5
OG0003452	1	2	2	5
OG0003453	2	1	2	5
OG0003454	1	1	3	5
OG0003455	1	1	3	5
OG0003456	4	1	0	5
OG0003457	1	1	3	5
OG0003458	3	1	1	5
OG0003459	1	1	3	5
OG0003460	1	1	3	5
OG0003461	5	0	0	5
OG0003462	3	1	1	5
OG0003463	1	2	2	5
OG0003464	1	1	3	5
OG0003465	1	1	3	5
OG0003466	2	2	1	5
OG0003467	3	1	1	5
OG0003468	3	0	2	5
OG0003469	2	1	2	5
OG0003470	3	1	1	5
OG0003471	3	1	1	5
OG0003472	1	2	2	5
OG0003473	5	0	0	5
OG0003474	4	0	1	5
OG0003475	4	0	1	5
OG0003476	3	1	1	5
OG0003477	1	0	4	5
OG0003478	5	0	0	5
OG0003479	2	2	1	5
OG0003480	2	2	1	5
OG0003481	1	1	3	5
OG0003482	1	1	3	5
OG0003483	1	1	3	5
OG0003484	3	1	1	5
OG0003485	3	1	1	5
OG0003486	1	0	4	5
OG0003487	3	1	1	5
OG0003488	1	1	3	5
OG0003489	1	1	3	5
OG0003490	3	1	1	5
OG0003491	1	2	2	5
OG0003492	1	1	3	5
OG0003493	1	3	1	5
OG0003494	3	1	1	5
OG0003495	2	2	1	5
OG0003496	5	0	0	5
OG0003497	1	3	1	5
OG0003498	3	1	1	5
OG0003499	2	1	2	5
OG0003500	3	1	1	5
OG0003501	1	1	3	5
OG0003502	5	0	0	5
OG0003503	2	1	2	5
OG0003504	1	2	2	5
OG0003505	2	2	1	5
OG0003506	1	1	3	5
OG0003507	1	1	3	5
OG0003508	1	2	2	5
OG0003509	1	0	4	5
OG0003510	5	0	0	5
OG0003511	3	1	1	5
OG0003512	4	0	1	5
OG0003513	1	1	3	5
OG0003514	1	3	1	5
OG0003515	3	1	1	5
OG0003516	3	1	1	5
OG0003517	3	1	1	5
OG0003518	5	0	0	5
OG0003519	5	0	0	5
OG0003520	5	0	0	5
OG0003521	2	0	3	5
OG0003522	5	0	0	5
OG0003523	3	2	0	5
OG0003524	2	0	3	5
OG0003525	4	1	0	5
OG0003526	1	4	0	5
OG0003527	3	1	1	5
OG0003528	2	1	2	5
OG0003529	4	0	1	5
OG0003530	2	2	1	5
OG0003531	2	1	2	5
OG0003532	3	1	1	5
OG0003533	1	3	1	5
OG0003534	3	1	1	5
OG0003535	1	3	1	5
OG0003536	1	2	2	5
OG0003537	1	2	2	5
OG0003538	1	1	3	5
OG0003539	1	0	4	5
OG0003540	3	1	1	5
OG0003541	3	1	1	5
OG0003542	2	3	0	5
OG0003543	2	1	2	5
OG0003544	2	1	2	5
OG0003545	1	3	1	5
OG0003546	5	0	0	5
OG0003547	4	0	1	5
OG0003548	2	0	3	5
OG0003549	5	0	0	5
OG0003550	5	0	0	5
OG0003551	2	2	1	5
OG0003552	4	0	1	5
OG0003553	3	0	2	5
OG0003554	1	4	0	5
OG0003555	4	0	1	5
OG0003556	5	0	0	5
OG0003557	1	3	1	5
OG0003558	2	1	2	5
OG0003559	2	2	1	5
OG0003560	2	2	1	5
OG0003561	1	2	2	5
OG0003562	1	2	2	5
OG0003563	2	1	2	5
OG0003564	1	1	3	5
OG0003565	1	3	1	5
OG0003566	1	0	4	5
OG0003567	3	1	1	5
OG0003568	1	1	3	5
OG0003569	2	1	2	5
OG0003570	1	1	3	5
OG0003571	3	1	1	5
OG0003572	2	2	1	5
OG0003573	1	1	3	5
OG0003574	1	1	3	5
OG0003575	2	2	1	5
OG0003576	3	1	1	5
OG0003577	1	2	2	5
OG0003578	1	1	3	5
OG0003579	2	1	2	5
OG0003580	1	1	3	5
OG0003581	2	1	2	5
OG0003582	3	1	1	5
OG0003583	3	1	1	5
OG0003584	2	2	1	5
OG0003585	1	1	3	5
OG0003586	1	1	3	5
OG0003587	1	1	3	5
OG0003588	3	1	1	5
OG0003589	2	1	2	5
OG0003590	3	1	1	5
OG0003591	2	2	1	5
OG0003592	1	1	3	5
OG0003593	2	0	3	5
OG0003594	3	1	1	5
OG0003595	2	2	1	5
OG0003596	5	0	0	5
OG0003597	2	2	1	5
OG0003598	4	0	1	5
OG0003599	1	1	3	5
OG0003600	3	0	2	5
OG0003601	2	1	2	5
OG0003602	2	1	2	5
OG0003603	2	1	2	5
OG0003604	3	2	0	5
OG0003605	4	0	1	5
OG0003606	3	0	2	5
OG0003607	3	2	0	5
OG0003608	5	0	0	5
OG0003609	5	0	0	5
OG0003610	5	0	0	5
OG0003611	2	2	1	5
OG0003612	4	0	1	5
OG0003613	3	0	2	5
OG0003614	1	1	3	5
OG0003615	2	1	2	5
OG0003616	1	3	1	5
OG0003617	2	2	1	5
OG0003618	1	1	3	5
OG0003619	2	1	2	5
OG0003620	3	1	1	5
OG0003621	2	1	2	5
OG0003622	2	1	2	5
OG0003623	1	1	3	5
OG0003624	1	1	3	5
OG0003625	2	1	2	5
OG0003626	2	1	2	5
OG0003627	5	0	0	5
OG0003628	3	1	1	5
OG0003629	5	0	0	5
OG0003630	3	0	2	5
OG0003631	5	0	0	5
OG0003632	5	0	0	5
OG0003633	2	2	1	5
OG0003634	5	0	0	5
OG0003635	5	0	0	5
OG0003636	3	0	2	5
OG0003637	1	2	2	5
OG0003638	3	1	1	5
OG0003639	2	1	2	5
OG0003640	3	0	2	5
OG0003641	3	1	1	5
OG0003642	3	1	1	5
OG0003643	3	0	2	5
OG0003644	2	2	1	5
OG0003645	2	1	2	5
OG0003646	2	1	2	5
OG0003647	2	1	2	5
OG0003648	1	1	3	5
OG0003649	3	1	1	5
OG0003650	2	1	2	5
OG0003651	1	1	3	5
OG0003652	1	3	1	5
OG0003653	2	1	2	5
OG0003654	2	1	2	5
OG0003655	3	1	1	5
OG0003656	4	0	1	5
OG0003657	1	3	1	5
OG0003658	1	2	2	5
OG0003659	1	3	1	5
OG0003660	3	1	1	5
OG0003661	3	1	1	5
OG0003662	2	1	2	5
OG0003663	1	2	2	5
OG0003664	3	0	2	5
OG0003665	4	0	1	5
OG0003666	1	4	0	5
OG0003667	4	0	1	5
OG0003668	3	1	1	5
OG0003669	3	1	1	5
OG0003670	2	1	2	5
OG0003671	1	2	2	5
OG0003672	1	3	1	5
OG0003673	3	1	1	5
OG0003674	4	0	1	5
OG0003675	4	0	1	5
OG0003676	4	1	0	5
OG0003677	3	0	2	5
OG0003678	1	4	0	5
OG0003679	3	0	2	5
OG0003680	1	4	0	5
OG0003681	3	1	1	5
OG0003682	4	0	1	5
OG0003683	2	2	1	5
OG0003684	5	0	0	5
OG0003685	2	1	2	5
OG0003686	3	1	1	5
OG0003687	1	3	1	5
OG0003688	3	1	1	5
OG0003689	3	1	1	5
OG0003690	1	1	3	5
OG0003691	3	1	1	5
OG0003692	3	1	1	5
OG0003693	2	1	2	5
OG0003694	3	1	1	5
OG0003695	1	1	3	5
OG0003696	3	1	1	5
OG0003697	3	0	2	5
OG0003698	3	1	1	5
OG0003699	1	1	3	5
OG0003700	2	2	1	5
OG0003701	5	0	0	5
OG0003702	3	1	1	5
OG0003703	5	0	0	5
OG0003704	1	1	3	5
OG0003705	1	1	3	5
OG0003706	1	1	3	5
OG0003707	2	2	1	5
OG0003708	2	1	2	5
OG0003709	5	0	0	5
OG0003710	1	0	4	5
OG0003711	1	2	2	5
OG0003712	4	0	1	5
OG0003713	5	0	0	5
OG0003714	3	0	2	5
OG0003715	1	1	3	5
OG0003716	2	0	3	5
OG0003717	5	0	0	5
OG0003718	4	1	0	5
OG0003719	5	0	0	5
OG0003720	5	0	0	5
OG0003721	4	0	1	5
OG0003722	5	0	0	5
OG0003723	1	2	2	5
OG0003724	2	1	2	5
OG0003725	1	1	3	5
OG0003726	3	1	1	5
OG0003727	1	1	3	5
OG0003728	3	0	2	5
OG0003729	2	2	1	5
OG0003730	3	1	1	5
OG0003731	3	1	1	5
OG0003732	2	1	2	5
OG0003733	3	0	2	5
OG0003734	5	0	0	5
OG0003735	5	0	0	5
OG0003736	3	0	2	5
OG0003737	5	0	0	5
OG0003738	5	0	0	5
OG0003739	2	0	3	5
OG0003740	1	1	3	5
OG0003741	2	1	2	5
OG0003742	2	2	1	5
OG0003743	1	0	4	5
OG0003744	2	1	2	5
OG0003745	4	1	0	5
OG0003746	3	0	2	5
OG0003747	2	2	1	5
OG0003748	1	1	3	5
OG0003749	2	0	3	5
OG0003750	1	3	1	5
OG0003751	1	2	2	5
OG0003752	5	0	0	5
OG0003753	5	0	0	5
OG0003754	3	0	2	5
OG0003755	1	2	2	5
OG0003756	2	1	2	5
OG0003757	3	1	1	5
OG0003758	5	0	0	5
OG0003759	4	0	1	5
OG0003760	5	0	0	5
OG0003761	2	0	3	5
OG0003762	1	1	3	5
OG0003763	3	1	1	5
OG0003764	1	3	1	5
OG0003765	2	0	3	5
OG0003766	2	1	2	5
OG0003767	3	1	1	5
OG0003768	3	1	1	5
OG0003769	3	1	1	5
OG0003770	5	0	0	5
OG0003771	2	0	3	5
OG0003772	1	0	4	5
OG0003773	1	2	2	5
OG0003774	2	1	2	5
OG0003775	1	3	1	5
OG0003776	1	3	1	5
OG0003777	1	1	3	5
OG0003778	2	1	2	5
OG0003779	2	1	2	5
OG0003780	2	1	2	5
OG0003781	2	2	1	5
OG0003782	3	1	1	5
OG0003783	3	1	1	5
OG0003784	3	1	1	5
OG0003785	2	2	1	5
OG0003786	1	0	4	5
OG0003787	2	2	1	5
OG0003788	1	1	3	5
OG0003789	2	2	1	5
OG0003790	2	1	2	5
OG0003791	3	1	1	5
OG0003792	3	1	1	5
OG0003793	1	1	3	5
OG0003794	1	1	3	5
OG0003795	2	1	2	5
OG0003796	2	2	1	5
OG0003797	5	0	0	5
OG0003798	3	1	1	5
OG0003799	5	0	0	5
OG0003800	2	2	1	5
OG0003801	2	1	2	5
OG0003802	1	2	2	5
OG0003803	3	1	1	5
OG0003804	1	1	3	5
OG0003805	3	1	1	5
OG0003806	3	1	1	5
OG0003807	1	0	4	5
OG0003808	2	1	2	5
OG0003809	1	1	3	5
OG0003810	4	1	0	5
OG0003811	2	1	2	5
OG0003812	1	1	3	5
OG0003813	2	1	2	5
OG0003814	2	1	2	5
OG0003815	3	0	2	5
OG0003816	5	0	0	5
OG0003817	1	2	2	5
OG0003818	1	4	0	5
OG0003819	1	1	3	5
OG0003820	2	1	2	5
OG0003821	1	1	3	5
OG0003822	1	2	2	5
OG0003823	2	2	1	5
OG0003824	1	2	2	5
OG0003825	3	1	1	5
OG0003826	3	1	1	5
OG0003827	2	2	1	5
OG0003828	1	0	4	5
OG0003829	1	1	3	5
OG0003830	1	2	2	5
OG0003831	2	1	2	5
OG0003832	5	0	0	5
OG0003833	1	1	3	5
OG0003834	1	1	3	5
OG0003835	1	1	3	5
OG0003836	1	1	3	5
OG0003837	4	1	0	5
OG0003838	1	2	2	5
OG0003839	3	1	1	5
OG0003840	1	4	0	5
OG0003841	3	1	1	5
OG0003842	2	1	2	5
OG0003843	1	3	1	5
OG0003844	1	1	3	5
OG0003845	1	3	1	5
OG0003846	2	1	2	5
OG0003847	3	1	1	5
OG0003848	2	1	2	5
OG0003849	1	3	1	5
OG0003850	5	0	0	5
OG0003851	1	2	2	5
OG0003852	3	1	1	5
OG0003853	3	1	1	5
OG0003854	2	1	2	5
OG0003855	1	2	2	5
OG0003856	1	2	2	5
OG0003857	3	1	1	5
OG0003858	1	2	2	5
OG0003859	1	3	1	5
OG0003860	2	2	1	5
OG0003861	2	2	1	5
OG0003862	2	2	1	5
OG0003863	2	1	2	5
OG0003864	2	0	3	5
OG0003865	1	3	1	5
OG0003866	2	1	2	5
OG0003867	3	1	1	5
OG0003868	2	1	2	5
OG0003869	5	0	0	5
OG0003870	1	3	1	5
OG0003871	3	1	1	5
OG0003872	1	0	4	5
OG0003873	4	0	1	5
OG0003874	1	2	2	5
OG0003875	2	2	1	5
OG0003876	1	2	2	5
OG0003877	3	1	1	5
OG0003878	5	0	0	5
OG0003879	1	2	2	5
OG0003880	2	1	2	5
OG0003881	3	1	1	5
OG0003882	2	2	1	5
OG0003883	2	1	2	5
OG0003884	3	1	1	5
OG0003885	1	2	2	5
OG0003886	2	2	1	5
OG0003887	4	0	1	5
OG0003888	2	3	0	5
OG0003889	3	1	1	5
OG0003890	5	0	0	5
OG0003891	3	1	1	5
OG0003892	4	1	0	5
OG0003893	2	1	2	5
OG0003894	1	3	1	5
OG0003895	2	1	2	5
OG0003896	4	1	0	5
OG0003897	2	1	2	5
OG0003898	3	1	1	5
OG0003899	5	0	0	5
OG0003900	3	0	2	5
OG0003901	1	1	3	5
OG0003902	5	0	0	5
OG0003903	1	1	3	5
OG0003904	1	3	1	5
OG0003905	2	1	2	5
OG0003906	3	1	1	5
OG0003907	2	1	2	5
OG0003908	1	1	3	5
OG0003909	1	1	3	5
OG0003910	1	1	3	5
OG0003911	2	1	2	5
OG0003912	1	2	2	5
OG0003913	1	2	2	5
OG0003914	2	1	2	5
OG0003915	1	1	3	5
OG0003916	3	1	1	5
OG0003917	3	1	1	5
OG0003918	2	1	2	5
OG0003919	1	0	4	5
OG0003920	2	1	2	5
OG0003921	1	1	3	5
OG0003922	2	1	2	5
OG0003923	3	1	1	5
OG0003924	1	1	3	5
OG0003925	1	1	3	5
OG0003926	1	2	2	5
OG0003927	3	1	1	5
OG0003928	2	1	2	5
OG0003929	5	0	0	5
OG0003930	2	2	1	5
OG0003931	2	1	2	5
OG0003932	3	1	1	5
OG0003933	3	1	1	5
OG0003934	1	3	1	5
OG0003935	2	1	2	5
OG0003936	2	2	1	5
OG0003937	1	1	3	5
OG0003938	1	1	3	5
OG0003939	1	1	3	5
OG0003940	4	1	0	5
OG0003941	2	1	2	5
OG0003942	1	2	2	5
OG0003943	2	3	0	5
OG0003944	2	2	1	5
OG0003945	3	0	2	5
OG0003946	2	0	3	5
OG0003947	5	0	0	5
OG0003948	3	1	1	5
OG0003949	2	1	2	5
OG0003950	2	1	2	5
OG0003951	1	4	0	5
OG0003952	1	3	1	5
OG0003953	2	1	2	5
OG0003954	3	0	2	5
OG0003955	4	0	1	5
OG0003956	1	1	3	5
OG0003957	3	1	1	5
OG0003958	5	0	0	5
OG0003959	2	1	2	5
OG0003960	1	2	2	5
OG0003961	2	2	1	5
OG0003962	3	1	1	5
OG0003963	2	1	2	5
OG0003964	3	1	1	5
OG0003965	3	1	1	5
OG0003966	1	3	1	5
OG0003967	5	0	0	5
OG0003968	1	3	1	5
OG0003969	4	0	1	5
OG0003970	5	0	0	5
OG0003971	3	1	1	5
OG0003972	1	1	3	5
OG0003973	3	1	1	5
OG0003974	5	0	0	5
OG0003975	2	1	2	5
OG0003976	3	1	1	5
OG0003977	2	2	1	5
OG0003978	3	1	1	5
OG0003979	1	2	2	5
OG0003980	3	0	2	5
OG0003981	3	1	1	5
OG0003982	5	0	0	5
OG0003983	1	1	3	5
OG0003984	1	2	2	5
OG0003985	3	1	1	5
OG0003986	1	3	1	5
OG0003987	2	1	2	5
OG0003988	2	1	2	5
OG0003989	5	0	0	5
OG0003990	1	0	4	5
OG0003991	1	1	3	5
OG0003992	2	1	2	5
OG0003993	2	2	1	5
OG0003994	1	3	1	5
OG0003995	1	1	3	5
OG0003996	2	2	1	5
OG0003997	2	1	2	5
OG0003998	1	2	2	5
OG0003999	3	1	1	5
OG0004000	1	1	3	5
OG0004001	3	1	1	5
OG0004002	1	1	3	5
OG0004003	3	1	1	5
OG0004004	3	1	1	5
OG0004005	3	1	1	5
OG0004006	3	0	2	5
OG0004007	2	1	2	5
OG0004008	1	1	3	5
OG0004009	1	1	3	5
OG0004010	3	1	1	5
OG0004011	1	2	2	5
OG0004012	1	2	2	5
OG0004013	1	2	2	5
OG0004014	5	0	0	5
OG0004015	3	1	1	5
OG0004016	2	1	2	5
OG0004017	2	1	2	5
OG0004018	1	2	2	5
OG0004019	1	3	1	5
OG0004020	2	0	3	5
OG0004021	2	0	3	5
OG0004022	1	2	2	5
OG0004023	1	2	2	5
OG0004024	2	1	2	5
OG0004025	1	4	0	5
OG0004026	3	2	0	5
OG0004027	3	1	1	5
OG0004028	1	0	4	5
OG0004029	1	0	4	5
OG0004030	3	1	1	5
OG0004031	1	0	4	5
OG0004032	3	1	1	5
OG0004033	3	0	2	5
OG0004034	2	1	2	5
OG0004035	1	2	2	5
OG0004036	2	0	3	5
OG0004037	2	0	3	5
OG0004038	3	1	1	5
OG0004039	3	1	1	5
OG0004040	3	1	1	5
OG0004041	3	1	1	5
OG0004042	1	1	3	5
OG0004043	3	1	1	5
OG0004044	1	1	3	5
OG0004045	2	1	2	5
OG0004046	1	3	1	5
OG0004047	1	2	2	5
OG0004048	3	1	1	5
OG0004049	2	1	2	5
OG0004050	1	1	3	5
OG0004051	2	0	3	5
OG0004052	2	1	2	5
OG0004053	1	3	1	5
