"","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"140",2244,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1",-0.979171224688622,0.00359722763403827,0.667107103030161,161,-20.15,"2 18","904 925",16,"75.00%","87.50%"
"141",2280,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g29818.t1",-0.930133756296179,0.0219346375803215,0.693734227986648,166,-20.2,"2 19","601 622",17,"82.35%","82.35%"
"142",2284,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g30359.t1",0.943620156036596,0.0159335435147672,0.674410729954476,153,-20.76,"2 19","24 47",20,"65.00%","80.00%"
"143",2307,"Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g12090.t1",0.940344476792695,0.0173334499744056,0.674410729954476,162,-20.59,"2 21","706 726",19,"78.95%","78.95%"
"144",2399,"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g5747.t1",0.973469289464184,0.00516679556528131,0.667107103030161,153,-21.26,"2 18","619 637",16,"81.25%","81.25%"
"145",2418,"Cluster_4437","Pocillopora_meandrina_HIv1___TS.g27445.t1",0.920671260038909,0.0264998407971205,0.714368559906644,166,-24.61,"2 20","433 454",19,"73.68%","89.47%"
"146",2430,"Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g17412.t1",0.906925949654729,0.0336061508622888,0.745830902003357,166,-20.83,"2 21","494 518",22,"77.27%","81.82%"
"147",2436,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1",0.961709601999612,0.00894248971622479,0.667107103030161,158,-21.97,"2 20","279 302",20,"70.00%","80.00%"
"148",2449,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19720.t1",-0.902859255736204,0.0358100153277133,0.755512155927138,150,-20.31,"2 21","901 926",22,"59.09%","81.82%"
"149",2474,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g19282.t1",-0.931929555088538,0.021100218742159,0.687095063784671,146,-20.22,"2 19","960 982",17,"58.82%","76.47%"
"150",2483,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g20993.t2",-0.931443533508409,0.0213250138632075,0.689279208310654,158,-25.85,"2 22","778 800",21,"71.43%","80.95%"
"151",2535,"Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g11445.t1",-0.922118217157041,0.0257838651923002,0.709996381553112,156,-21.35,"2 20","836 854",18,"77.78%","77.78%"
"152",2549,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g28515.t2b",0.921105549894703,0.0262842844606232,0.712564354698535,161,-21.09,"2 20","956 980",21,"76.19%","80.95%"
"153",2563,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g297.t1",-0.903191179650025,0.0356284636438891,0.754981681938833,143,-22.01,"2 21","965 987",20,"65.00%","65.00%"
"154",2577,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g5338.t1",-0.931929555088538,0.0211002187421591,0.687095063784671,155,-21.74,"2 20","94 116",18,"66.67%","77.78%"
"155",2596,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g17919.t1",-0.991500685182147,0.000939410209737783,0.667107103030161,160,-25.08,"2 22","270 293",21,"66.67%","80.95%"
"156",2607,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g2373.t1",-0.971793746076959,0.0056624702103398,0.667107103030161,147,-22.7,"2 21","647 671",22,"63.64%","68.18%"
"157",2621,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18093.t1",0.904067251953662,0.0351506995209651,0.752993124084857,164,-21.45,"2 21","130 151",19,"63.16%","89.47%"
"158",2655,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g14438.t1",0.895299567906285,0.0400235567571622,0.760878962620332,146,-20.38,"2 19","467 487",18,"72.22%","77.78%"
"159",2676,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19428.t1",-0.905042178341792,0.0346214561953341,0.750720413657564,151,-21.72,"2 22","265 290",23,"65.22%","73.91%"
"160",2678,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g14394.t1",-0.948290634911099,0.0140052264655497,0.674410729954476,164,-21.42,"2 22","853 877",22,"72.73%","77.27%"
"161",2688,"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g20181.t1",-0.942597327178205,0.0163665384985935,0.674410729954476,160,-20.45,"2 20","331 353",20,"80.00%","80.00%"
"162",2693,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",-0.947031913206519,0.014516914626036,0.674410729954476,157,-20.36,"2 18","448 469",16,"75.00%","81.25%"
"163",2707,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g12751.t1",-0.969995954728004,0.00621068187581405,0.667107103030161,155,-20.83,"2 17","658 683",18,"72.22%","83.33%"
"164",2717,"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22695.t1",-0.980759439431009,0.00319450114866316,0.667107103030161,155,-21.54,"2 21","126 148",20,"70.00%","75.00%"
"165",2729,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22032.t2",0.991502069323671,0.000939180935532144,0.667107103030161,157,-20.61,"2 20","946 966",18,"77.78%","77.78%"
"166",2738,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",-0.994151970879155,0.000536372885840094,0.667107103030161,158,-23.64,"2 20","253 277",20,"65.00%","85.00%"
"167",2740,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g5.t1",0.935119029343327,0.0196443427746698,0.687095063784671,162,-22.69,"2 20","16 38",19,"68.42%","89.47%"
"168",2772,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g9830.t1",0.910480484862877,0.0317169316708839,0.738848577451841,147,-20.71,"2 12","97 118",10,"90.00%","90.00%"
"169",2797,"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g28356.t1",-0.90882515821877,0.0325923722326039,0.742621156270237,157,-21.27,"2 21","67 88",20,"70.00%","85.00%"
"170",2812,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g4310.t1",0.89168153819409,0.0420922784075487,0.768568067742461,176,-20.45,"2 21","645 666",19,"78.95%","89.47%"
"171",2847,"Cluster_5612","Pocillopora_meandrina_HIv1___TS.g12426.t1",0.910477599573841,0.0317184509338205,0.738848577451841,154,-21.04,"2 20","260 284",22,"68.18%","72.73%"
"172",2899,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g17631.t2",-0.914392785622325,0.0296785419395285,0.729652993045859,163,-22.78,"2 21","192 215",20,"75.00%","80.00%"
"173",2910,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g18289.t1",-0.887397819569624,0.0445840291194838,0.776722034158743,158,-23.19,"2 15","160 181",13,"84.62%","92.31%"
"174",2914,"Cluster_1952","Pocillopora_meandrina_HIv1___TS.g25423.t1",0.959673772990187,0.00966208058410447,0.667107103030161,162,-20.63,"2 20","188 210",19,"73.68%","84.21%"
"175",2924,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26224.t1",-0.933590304879149,0.0203379389534333,0.687095063784671,170,-24.03,"2 21","655 675",19,"84.21%","84.21%"
"176",2925,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26224.t1",-0.933590304879149,0.0203379389534333,0.687095063784671,175,-24.73,"2 20","640 661",18,"83.33%","88.89%"
"177",2929,"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g808.t1",0.964333755036781,0.00804234617936397,0.667107103030161,159,-22.31,"2 17","203 225",16,"81.25%","87.50%"
"178",2951,"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g10673.t1",-0.887674173030973,0.0444219118098545,0.776284333888611,163,-21.96,"2 20","907 926",18,"83.33%","88.89%"
"179",2955,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1",-0.898970372332829,0.0379588995558022,0.760878962620332,162,-22.98,"2 20","456 479",19,"68.42%","89.47%"
"180",2959,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g22070.t1",0.952042879008931,0.0125159694031778,0.674410729954476,163,-22.72,"2 21","382 404",20,"70.00%","85.00%"
"181",2962,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g4778.t1",0.890600154597405,0.0427169961077345,0.770865983437085,155,-23.29,"2 20","811 832",18,"66.67%","77.78%"
"182",2979,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6162.t1a",0.951315168814306,0.0128005069263182,0.674410729954476,159,-21.62,"2 21","328 350",20,"70.00%","80.00%"
"183",2984,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c",-0.993229105062834,0.000668130648396527,0.667107103030161,165,-21.45,"2 21","598 619",20,"75.00%","90.00%"
"184",3013,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g13574.t1",0.985997914465537,0.00198476314732131,0.667107103030161,148,-20.37,"2 18","136 160",18,"61.11%","83.33%"
"185",3021,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g2495.t1",0.887252571551935,0.0446693110650477,0.777300842504466,162,-23.34,"2 19","232 253",17,"70.59%","88.24%"
"186",3030,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21284.t1",0.913752612928791,0.030009103073011,0.730836067117548,162,-21.02,"2 16","580 602",15,"86.67%","93.33%"
"187",3034,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g25934.t1",0.944276647979206,0.0156576285678091,0.674410729954476,153,-20.44,"2 20","801 821",18,"72.22%","77.78%"
"188",3127,"Cluster_1015","Pocillopora_meandrina_HIv1___TS.g9824.t1",-0.901028910947494,0.0368164302256129,0.759309207873634,152,-20.04,"2 21","892 913",19,"52.63%","84.21%"
"189",3132,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8619.t1",0.953315432597821,0.0120234487422706,0.674410729954476,160,-21.47,"2 13","628 649",11,"100.00%","100.00%"
"190",3146,"Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g19866.t1",-0.947576347318026,0.014294859850151,0.674410729954476,173,-20.26,"2 19","621 642",18,"83.33%","94.44%"
"191",3161,"Cluster_21","Pocillopora_meandrina_HIv1___TS.g23557.t1",-0.942565645223065,0.0163800106727431,0.674410729954476,154,-21.45,"2 21","554 578",22,"72.73%","72.73%"
"192",3163,"Cluster_4040","Pocillopora_meandrina_HIv1___TS.g26182.t1",0.887423324600379,0.0445690592515891,0.776716258127255,144,-21.17,"2 21","622 643",19,"52.63%","73.68%"
"193",3166,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26785.t1",0.890247907135221,0.0429211206453861,0.771678673506736,170,-20.37,"2 20","361 385",21,"76.19%","85.71%"
"194",3181,"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g5374.t1",-0.973512660116348,0.00515416506623908,0.667107103030161,163,-20.74,"2 21","462 484",20,"70.00%","85.00%"
"195",3186,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20311.t2",-0.895079107951158,0.0401486600801127,0.761156013684119,159,-20.49,"2 21","698 720",20,"70.00%","80.00%"
"196",3189,"Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g7708.t1",0.895958650860354,0.0396502925243327,0.760878962620332,153,-22.71,"2 20","629 653",22,"68.18%","77.27%"
"197",3192,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g17683.t1",0.892787350813376,0.0414564812441189,0.76638371720174,163,-20.43,"2 21","307 329",20,"70.00%","85.00%"
"198",3211,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g24443.t1",-0.921754034226958,0.0259634725499147,0.710906839635915,157,-20.43,"2 18","492 514",16,"75.00%","81.25%"
"199",3214,"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g14189.t1",-0.933628431077529,0.0203205460777593,0.687095063784671,165,-20.85,"2 21","410 436",24,"79.17%","79.17%"
"200",3222,"Cluster_4823","Pocillopora_meandrina_HIv1___TS.g20446.t1",-0.99438839183868,0.000504195498156251,0.667107103030161,167,-27.14,"2 16","4 25",14,"85.71%","100.00%"
"201",3229,"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g23519.t1a",-0.96217995143436,0.00877885307613457,0.667107103030161,154,-20.44,"2 20","312 337",23,"69.57%","69.57%"
"202",3342,"Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g25683.t1",0.913840295765208,0.0299637574742211,0.730668682956611,161,-22.26,"2 21","792 813",20,"80.00%","80.00%"
"203",3373,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g416.t1",-0.931929555088538,0.0211002187421591,0.687095063784671,154,-23.14,"2 22","376 402",24,"66.67%","79.17%"
