gene_name	GeneOntologyIDs
Peve_00008396	GO:0005634; GO:0005654; GO:0005737; GO:0006457; GO:0030544; GO:0045087; GO:0051607; GO:0051879
Peve_00008397	GO:0003714; GO:0005634; GO:0005737; GO:0007214; GO:0008277; GO:0030672; GO:0032228; GO:0046872; GO:0050966; GO:0098978
Peve_00008398	GO:0004656; GO:0005506; GO:0005509; GO:0005783; GO:0005789; GO:0016706; GO:0031418; GO:0045646; GO:0160082
Peve_00008399	GO:0004656; GO:0005506; GO:0005509; GO:0005783; GO:0005789; GO:0016706; GO:0031418; GO:0045646; GO:0160082
Peve_00008400	GO:0004656; GO:0005506; GO:0005509; GO:0005783; GO:0005789; GO:0016706; GO:0031418; GO:0045646; GO:0160082
Peve_00008401	GO:0000902; GO:0001701; GO:0002021; GO:0005769; GO:0005794; GO:0006954; GO:0007005; GO:0007155; GO:0007268; GO:0007409; GO:0007612; GO:0007622; GO:0007625; GO:0007626; GO:0008038; GO:0008104; GO:0008283; GO:0008306; GO:0009408; GO:0009410; GO:0009612; GO:0009642; GO:0009725; GO:0009986; GO:0010033; GO:0010467; GO:0014009; GO:0016020; GO:0019226; GO:0019228; GO:0019899; GO:0021549; GO:0021692; GO:0021761; GO:0022010; GO:0030165; GO:0030424; GO:0030425; GO:0030673; GO:0031175; GO:0031929; GO:0032229; GO:0033010; GO:0035176; GO:0035264; GO:0035556; GO:0042552; GO:0042745; GO:0043005; GO:0043025; GO:0043194; GO:0044224; GO:0044309; GO:0044853; GO:0045163; GO:0045202; GO:0045444; GO:0045475; GO:0048265; GO:0048266; GO:0048787; GO:0048812; GO:0050884; GO:0050905; GO:0051898; GO:0060076; GO:0060079; GO:0060996; GO:0061351; GO:0061744; GO:0070371; GO:0071205; GO:0071625; GO:0090659; GO:0097061; GO:0097062; GO:0097106; GO:0097396; GO:0098529; GO:0098793; GO:0098794; GO:0098976; GO:0098977; GO:0098978; GO:0099072; GO:0099558; GO:0099610; GO:0140059; GO:0150048; GO:1901558; GO:1904456; GO:1904457; GO:1904861; GO:1904862; GO:1905962; GO:1990403; GO:1990834
Peve_00008402	GO:0005509
Peve_00008403	GO:0001669; GO:0003334; GO:0003682; GO:0005634; GO:0005813; GO:0005929; GO:0007219; GO:0007368; GO:0007507; GO:0008544; GO:0010839; GO:0030992; GO:0031514; GO:0033630; GO:0035720; GO:0035735; GO:0042073; GO:0043616; GO:0045944; GO:0048487; GO:0050680; GO:0060271; GO:1905515
Peve_00008404	GO:0004888; GO:0005886; GO:0016594; GO:0016934; GO:0016935; GO:0022852; GO:0030425; GO:0030594; GO:0043005; GO:0043204; GO:0043231; GO:0045202; GO:0045211; GO:0046872; GO:0051260; GO:1902476; GO:1902495
Peve_00008405	GO:0005813; GO:0005829; GO:0007098; GO:0010968; GO:0051225; GO:0051301; GO:0070652; GO:0072686; GO:1990498
Peve_00008407	GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711
Peve_00008408	GO:0002175; GO:0005886; GO:0005918; GO:0007005; GO:0007010; GO:0007155; GO:0007409; GO:0016020; GO:0017124; GO:0019227; GO:0022010; GO:0022011; GO:0030424; GO:0030913; GO:0031175; GO:0033010; GO:0033270; GO:0042552; GO:0043209; GO:0048786; GO:0048812; GO:0050884; GO:0050885; GO:0050905; GO:0071205; GO:0090128; GO:0097106; GO:0098529; GO:0098978; GO:1990227
Peve_00008409	GO:0002042; GO:0003129; GO:0003148; GO:0003180; GO:0003184; GO:0003272; GO:0005737; GO:0005886; GO:0006919; GO:0007155; GO:0007156; GO:0007399; GO:0008046; GO:0009986; GO:0010628; GO:0010629; GO:0016199; GO:0021836; GO:0030275; GO:0030336; GO:0030424; GO:0030949; GO:0033116; GO:0033600; GO:0035025; GO:0035385; GO:0035904; GO:0042802; GO:0043005; GO:0043406; GO:0045747; GO:0050772; GO:0050925; GO:0060412; GO:0070100; GO:1900748
Peve_00008410	GO:0005886; GO:0005911; GO:0007156; GO:0007158; GO:0007411; GO:0007417; GO:0007420; GO:0016338; GO:0016339; GO:0030246; GO:0030247; GO:0030424; GO:0030506; GO:0045162; GO:0046982; GO:0050839; GO:0098609; GO:0098632
Peve_00008413	GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711
Peve_00008426	GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0016853; GO:0016887; GO:0030894; GO:0032508; GO:0043138; GO:0043590; GO:0046872
Peve_00008433	GO:0003677; GO:0005634; GO:0005654; GO:0007010; GO:0008270; GO:0022604
Peve_00008435	GO:0000077; GO:0002230; GO:0004842; GO:0004857; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006302; GO:0006511; GO:0007219; GO:0008333; GO:0015031; GO:0019899; GO:0031901; GO:0032092; GO:0032991; GO:0035563; GO:0042393; GO:0044389; GO:0045087; GO:0045893; GO:0046872; GO:0051444; GO:0051607; GO:0051865; GO:0070936; GO:0097677; GO:0140768; GO:0140852; GO:0140861; GO:0141000; GO:1900182; GO:1902966; GO:2000646
Peve_00008436	GO:0005654; GO:0005737; GO:0007219; GO:0016567; GO:0046872; GO:0061630
Peve_00008437	
Peve_00008440	GO:0000139; GO:0004843; GO:0005509; GO:0005794; GO:0005829; GO:0006508; GO:0016579; GO:1904263
Peve_00008441	GO:0000139; GO:0004843; GO:0005509; GO:0005794; GO:0005829; GO:0006508; GO:0016579; GO:1904263
Peve_00008442	GO:0001609; GO:0002882; GO:0004930; GO:0005886; GO:0007189; GO:0010575; GO:0010753; GO:0019934; GO:0031668; GO:0032722; GO:0032755; GO:0042311; GO:0043303; GO:0043306; GO:0060087; GO:0098685; GO:0098793; GO:0098978; GO:0099171
Peve_00008443	GO:0003714; GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0010629; GO:0016779; GO:0019899; GO:0042531; GO:0042532; GO:0045087; GO:0060336; GO:1902216; GO:1990404
Peve_00008444	GO:0000077; GO:0002230; GO:0004842; GO:0004857; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006302; GO:0006511; GO:0007219; GO:0008333; GO:0015031; GO:0019899; GO:0031901; GO:0032092; GO:0032991; GO:0035563; GO:0042393; GO:0044389; GO:0045087; GO:0045893; GO:0046872; GO:0051444; GO:0051607; GO:0051865; GO:0070936; GO:0097677; GO:0140768; GO:0140852; GO:0140861; GO:0141000; GO:1900182; GO:1902966; GO:2000646
Peve_00008445	GO:0005654; GO:0005737; GO:0007219; GO:0016567; GO:0046872; GO:0061630
Peve_00008446	GO:0000138; GO:0005797; GO:0005802; GO:0016192; GO:0031267; GO:0031902
Peve_00008447	GO:0000077; GO:0000781; GO:0003682; GO:0003689; GO:0005524; GO:0005654; GO:0005730; GO:0006281; GO:0006974; GO:0008156; GO:0016887; GO:0031389; GO:0031573; GO:0033314; GO:0035861; GO:0042325; GO:0140463; GO:1990166
Peve_00008448	GO:0043248
Peve_00008449	GO:0016020; GO:0016491; GO:0046872
Peve_00008450	GO:0016020; GO:0016491; GO:0046872
Peve_00008451	GO:0016020; GO:0016491; GO:0046872
Peve_00008452	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432; GO:0009328; GO:0051290
Peve_00008453	GO:0005789; GO:0016567; GO:0046872; GO:0061630
Peve_00008454	GO:0001934; GO:0004713; GO:0004714; GO:0005524; GO:0005886; GO:0006355; GO:0007167; GO:0007528; GO:0007613; GO:0008582; GO:0009897; GO:0010628; GO:0010629; GO:0010976; GO:0014850; GO:0016020; GO:0017147; GO:0019901; GO:0030154; GO:0030165; GO:0031594; GO:0032224; GO:0035022; GO:0042995; GO:0043113; GO:0043235; GO:0045202; GO:0045211; GO:0045887; GO:0046872; GO:0048678; GO:0050731; GO:0051602; GO:0051897; GO:0060041; GO:0060291; GO:0071340; GO:0090102; GO:0097049; GO:1904395; GO:2000541; GO:2000673
Peve_00008456	GO:0004375; GO:0005654; GO:0005739; GO:0005886; GO:0005960; GO:0006546; GO:0016594; GO:0016829; GO:0019464; GO:0019899; GO:0030170; GO:0036255; GO:0042803; GO:0065003; GO:0070280; GO:1903442; GO:1990830
Peve_00008457	GO:0003677; GO:0005634; GO:0006261; GO:0008622; GO:0046982
Peve_00008460	GO:0000932; GO:0001933; GO:0005085; GO:0005615; GO:0005634; GO:0005737; GO:0005764; GO:0005768; GO:0005776; GO:0005829; GO:0006897; GO:0006914; GO:0010494; GO:0010506; GO:0016239; GO:0030425; GO:0031267; GO:0031965; GO:0032045; GO:0032880; GO:0034063; GO:0043204; GO:0043231; GO:0043547; GO:0044295; GO:0044304; GO:0045920; GO:0048675; GO:0050777; GO:0090543; GO:0098794; GO:0099523; GO:0110053; GO:1902774; GO:1903432; GO:2000785
Peve_00008463	GO:0000014; GO:0003676; GO:0004521; GO:0005634; GO:0005743; GO:0006309; GO:0008409; GO:0046872
Peve_00008467	GO:0005737; GO:0005813; GO:0007346; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023
Peve_00008471	GO:0003341; GO:0005509; GO:0005524; GO:0005874; GO:0005929; GO:0008569; GO:0016887; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060294; GO:0097729
Peve_00008473	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00008474	GO:0003341; GO:0005509; GO:0005524; GO:0005874; GO:0005929; GO:0008569; GO:0016887; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060294; GO:0097729
Peve_00008475	GO:0005737; GO:0005814; GO:0005929; GO:0034451; GO:0061511; GO:0071539; GO:1905515
Peve_00008476	GO:0002181; GO:0003735; GO:0005791; GO:0022627
Peve_00008477	GO:0005332; GO:0005886; GO:0006836; GO:0006865; GO:0016323; GO:0035725; GO:0042995
Peve_00008478	
Peve_00008482	GO:0000776; GO:0000795; GO:0000800; GO:0003677; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0007062; GO:0008278; GO:0009314; GO:0016363; GO:0016887; GO:0030892; GO:0030893; GO:0035019; GO:0036033; GO:0046982; GO:0051301; GO:0051321; GO:0072423; GO:0090307; GO:0097431
Peve_00008483	GO:0005737; GO:0005814; GO:0005929; GO:0034451; GO:0061511; GO:0071539; GO:1905515
Peve_00008484	GO:0015031; GO:0042719; GO:0042721; GO:0046872
Peve_00008485	GO:0000307; GO:0005634; GO:0005737; GO:0007283; GO:0016538; GO:0031965; GO:0044772
Peve_00008487	GO:0000398; GO:0000974; GO:0001650; GO:0005634; GO:0005662; GO:0005681; GO:0016607; GO:0031965; GO:0034504; GO:0071007; GO:0071013; GO:1900087
Peve_00008489	GO:0005576; GO:0005604; GO:0007154; GO:0007155; GO:0009653; GO:0016020; GO:0046872; GO:0062023
Peve_00008491	GO:0003824; GO:0004745; GO:0005783; GO:0008202; GO:0042572; GO:0043231
Peve_00008492	GO:0016020
Peve_00008494	GO:0000175; GO:0000467; GO:0005634; GO:0005730; GO:0005737; GO:0008408; GO:0019843; GO:0031047; GO:0031125; GO:0043022; GO:0046872; GO:0071204; GO:0071207
Peve_00008496	GO:0016491
Peve_00008499	GO:0000794; GO:0003924; GO:0005096; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0007186; GO:0008277; GO:0009968; GO:0016363; GO:0030425; GO:0030695; GO:0045202
Peve_00008500	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0044877; GO:0046982
Peve_00008501	GO:0000786; GO:0005634; GO:0005654; GO:0030527; GO:0031492; GO:0031507; GO:0046982
Peve_00008503	GO:0000139; GO:0000281; GO:0001822; GO:0003924; GO:0005525; GO:0005634; GO:0005794; GO:0005813; GO:0005876; GO:0005881; GO:0005929; GO:0007264; GO:0008017; GO:0015031; GO:0019003; GO:0030496; GO:0032391; GO:0042461; GO:0060271
Peve_00008504	GO:0000287; GO:0004449; GO:0005739; GO:0006099; GO:0006102; GO:0006103; GO:0006734; GO:0051287
Peve_00008505	GO:0000289; GO:0000712; GO:0000795; GO:0001673; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005712; GO:0005715; GO:0006298; GO:0006303; GO:0007060; GO:0007129; GO:0007283; GO:0008630; GO:0009617; GO:0016020; GO:0016321; GO:0016446; GO:0016887; GO:0019899; GO:0032137; GO:0032389; GO:0043060; GO:0045141; GO:0045190; GO:0045950; GO:0048298; GO:0048304; GO:0048477; GO:0051257; GO:0140664
Peve_00008506	GO:0007605; GO:0016020; GO:0070062
Peve_00008507	GO:0000139; GO:0001537; GO:0001701; GO:0002063; GO:0006915; GO:0007179; GO:0007585; GO:0008146; GO:0009791; GO:0016020; GO:0016051; GO:0030166; GO:0030206; GO:0030512; GO:0033037; GO:0036342; GO:0042127; GO:0042733; GO:0043066; GO:0047756; GO:0048589; GO:0048703; GO:0050659
Peve_00008508	GO:0005507; GO:0005576; GO:0006825; GO:0016020; GO:0016491
Peve_00008509	GO:0005634; GO:0005737; GO:0005819; GO:0006281; GO:0097361; GO:0097428
Peve_00008510	GO:0003677; GO:0003723; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0005829; GO:0006357; GO:0006915; GO:0006952; GO:0007281; GO:0008285; GO:0010494; GO:0017145; GO:0035332; GO:0035925; GO:0044194; GO:0072089; GO:0140517; GO:2000637; GO:2000648
Peve_00008511	GO:0003853; GO:0003995; GO:0004085; GO:0005739; GO:0005759; GO:0006550; GO:0006631; GO:0016937; GO:0042802; GO:0050660; GO:0102035
Peve_00008513	GO:0000049; GO:0001514; GO:0001717; GO:0005634; GO:0005737; GO:0005829; GO:0098621
Peve_00008514	GO:0001654; GO:0001755; GO:0003682; GO:0005634; GO:0006338; GO:0010369; GO:0014033; GO:0035064; GO:0060322
Peve_00008515	GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005814; GO:0005874; GO:0005929; GO:0007017; GO:0030030; GO:0045880
Peve_00008516	GO:0004843; GO:0005634; GO:0005737; GO:0006508; GO:0007010; GO:0016055; GO:0016477; GO:0022604; GO:0030177; GO:0035523; GO:0046872; GO:0070530; GO:0070536; GO:1990168
Peve_00008518	GO:0000049; GO:0002130; GO:0005737; GO:0030234
Peve_00008519	GO:0003824; GO:0004745; GO:0005783; GO:0008202; GO:0042572; GO:0043231
Peve_00008522	GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
Peve_00008524	GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0010385; GO:0032922; GO:0043565; GO:0044729; GO:0045893; GO:0045944; GO:1990841
Peve_00008525	GO:0004842; GO:0005783; GO:0005789; GO:0016567; GO:0036503; GO:0046872
Peve_00008526	GO:0000165; GO:0001933; GO:0002026; GO:0004867; GO:0005102; GO:0005524; GO:0005615; GO:0005741; GO:0008021; GO:0008289; GO:0009986; GO:0019900; GO:0019901; GO:0033612; GO:0043025; GO:0043209; GO:0043409; GO:0043679; GO:0043950; GO:0045177; GO:0045840; GO:0048240; GO:0051019; GO:0060409; GO:1905923
Peve_00008527	GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
Peve_00008531	GO:0000287; GO:0008375; GO:0009247; GO:0010125; GO:0046506; GO:0046510; GO:0102710
Peve_00008533	GO:0000139; GO:0005576; GO:0005794; GO:0006486; GO:0006487; GO:0006493; GO:0006672; GO:0006688; GO:0007309; GO:0008417; GO:0009312; GO:0017083; GO:0032580; GO:0034709; GO:0036071; GO:0042355; GO:0046920; GO:0070062
Peve_00008534	GO:0000407; GO:0005739; GO:0005776; GO:0006915; GO:0031410; GO:0043066; GO:0046872
Peve_00008535	GO:0005783; GO:0005789; GO:0007084; GO:0007417; GO:0016020; GO:0019888; GO:0035307; GO:0042326; GO:0043066; GO:0050790; GO:0051301; GO:0051721
Peve_00008537	GO:0000407; GO:0005739; GO:0005776; GO:0006915; GO:0031410; GO:0043066; GO:0046872
Peve_00008538	GO:0005783; GO:0005789; GO:0007084; GO:0007417; GO:0016020; GO:0019888; GO:0035307; GO:0042326; GO:0043066; GO:0050790; GO:0051301; GO:0051721
Peve_00008540	GO:0005765; GO:0005886; GO:0010008; GO:0015232; GO:0015886; GO:0020037; GO:0030670
Peve_00008541	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005546; GO:0005886; GO:0007268; GO:0007608; GO:0017156; GO:0017158; GO:0030276; GO:0030672; GO:0042802; GO:0042803; GO:0045956; GO:0046982; GO:0070382; GO:0098793; GO:0098978; GO:0099525
Peve_00008542	GO:0005576; GO:0005794; GO:0006487; GO:0006493; GO:0006688; GO:0017083; GO:0032580; GO:0036071
Peve_00008548	GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630
Peve_00008550	GO:0005525; GO:0005634; GO:0005829
Peve_00008552	GO:0005178; GO:0005509; GO:0007155; GO:0010811; GO:0062023; GO:0070062; GO:1903561
Peve_00008553	GO:0005509; GO:0005576; GO:0007155; GO:0010811
Peve_00008554	GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005881; GO:0005938; GO:0007052; GO:0007097; GO:0008090; GO:0008569; GO:0016887; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0090235; GO:0120162; GO:1904115; GO:1905832
Peve_00008555	GO:0003729; GO:0005634; GO:0005681; GO:0006376; GO:0021510; GO:0021549; GO:0030426; GO:0033119; GO:0043025; GO:0043484; GO:2000177
Peve_00008556	GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005881; GO:0005938; GO:0007052; GO:0007097; GO:0008090; GO:0008569; GO:0016887; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0090235; GO:0120162; GO:1904115; GO:1905832
Peve_00008559	GO:0003677; GO:0005634; GO:0009299; GO:0090698
Peve_00008560	GO:0005634; GO:0005654; GO:0005737; GO:0006457; GO:0030544; GO:0045087; GO:0051607; GO:0051879
Peve_00008561	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00008563	GO:0003677; GO:0005634; GO:0009299; GO:0090698
Peve_00008564	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00008565	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00008566	GO:0000815; GO:0005635; GO:0005771; GO:0010458; GO:0015031; GO:0031468; GO:0031902; GO:0032509; GO:0045324
Peve_00008567	GO:0000287; GO:0008375; GO:0009247; GO:0010125; GO:0046506; GO:0046510; GO:0102710
Peve_00008568	GO:0005886
Peve_00008570	GO:0000165; GO:0001549; GO:0001570; GO:0001945; GO:0001958; GO:0001964; GO:0001974; GO:0002062; GO:0003417; GO:0004016; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005634; GO:0005737; GO:0005886; GO:0005929; GO:0006182; GO:0007033; GO:0007168; GO:0007173; GO:0007268; GO:0007283; GO:0007605; GO:0008217; GO:0016941; GO:0017046; GO:0019228; GO:0021647; GO:0030540; GO:0034699; GO:0035108; GO:0035112; GO:0035264; GO:0035483; GO:0035988; GO:0036342; GO:0042562; GO:0042802; GO:0043005; GO:0045202; GO:0048546; GO:0048668; GO:0048745; GO:0050872; GO:0051276; GO:0051402; GO:0051447; GO:0060385; GO:0060466; GO:0061042; GO:0061939; GO:0071321; GO:0071774; GO:0097011; GO:0097194; GO:1900194; GO:1901653; GO:1902074; GO:1903537
Peve_00008571	GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098
Peve_00008574	GO:0005739; GO:0005759; GO:0005829; GO:0017148; GO:0042273; GO:0043023; GO:0070130; GO:0090071; GO:0140978
Peve_00008585	GO:0005003; GO:0005004; GO:0005005; GO:0005524; GO:0005576; GO:0005654; GO:0005769; GO:0005829; GO:0005886; GO:0007155; GO:0007411; GO:0010717; GO:0010976; GO:0015629; GO:0016477; GO:0018108; GO:0030425; GO:0031965; GO:0032956; GO:0043087; GO:0045806; GO:0048013; GO:0051893; GO:0070507; GO:0071300; GO:0097155; GO:0097156; GO:1903078
Peve_00008586	GO:0001525; GO:0001771; GO:0004713; GO:0005005; GO:0005524; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0007411; GO:0008046; GO:0014719; GO:0016020; GO:0021545; GO:0021631; GO:0021934; GO:0021952; GO:0022008; GO:0030010; GO:0030424; GO:0030425; GO:0031290; GO:0031589; GO:0031901; GO:0032433; GO:0044877; GO:0045121; GO:0046328; GO:0048013; GO:0048593; GO:0050804; GO:0050965; GO:0051965; GO:0060326; GO:0060996; GO:0060997; GO:0061351; GO:0070372; GO:0098978; GO:1902723; GO:1902725
Peve_00008590	GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0010033; GO:0014070; GO:0015267; GO:0015278; GO:0019233; GO:0032421; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070301; GO:0070588; GO:0071310; GO:0097604
Peve_00008596	GO:0005829; GO:0016567; GO:0019005; GO:0031146
Peve_00008597	GO:0003756; GO:0005783; GO:0005788; GO:0006457
Peve_00008598	GO:0005789; GO:0006487; GO:0006488; GO:0034203
Peve_00008599	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007005; GO:0007018; GO:0008017; GO:0016887; GO:0030705; GO:0031966; GO:0072384
Peve_00008600	GO:0001540; GO:0003714; GO:0005634; GO:0005737; GO:0005829; GO:0006355; GO:0006457; GO:0016272; GO:0045111; GO:0045892; GO:0051082; GO:0060041; GO:0061077; GO:0090090; GO:1905907; GO:1990113; GO:1990114; GO:1990115
Peve_00008601	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003151; GO:0003181; GO:0003184; GO:0003198; GO:0003203; GO:0003208; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006357; GO:0007219; GO:0007422; GO:0009952; GO:0010629; GO:0014031; GO:0032835; GO:0035914; GO:0042803; GO:0043433; GO:0043565; GO:0045666; GO:0045892; GO:0045944; GO:0050683; GO:0050767; GO:0060317; GO:0060412; GO:0060766; GO:0071773; GO:0072014; GO:0072359
Peve_00008602	GO:0000049; GO:0003735; GO:0006412; GO:0019843; GO:0022625
Peve_00008603	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177
Peve_00008604	GO:0005765; GO:0005886; GO:0007040; GO:0007041; GO:0031902; GO:0032418; GO:0048813
Peve_00008606	GO:0005789; GO:0006487; GO:0006488; GO:0034203
Peve_00008607	GO:0004674; GO:0005261; GO:0005262; GO:0005524; GO:0005886; GO:0009636; GO:0016324; GO:0030001; GO:0031526; GO:0046872; GO:0051262; GO:0098655; GO:0106310
Peve_00008611	
Peve_00008617	GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0030001; GO:0051262; GO:0070588; GO:0098655
Peve_00008620	GO:0005576; GO:0030246; GO:0038023
Peve_00008621	GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0005886; GO:0006954; GO:0007507; GO:0008270; GO:0010008; GO:0010507; GO:0032496; GO:0038061; GO:0042742; GO:0043123; GO:0043130; GO:0045860; GO:0060090; GO:0070530
Peve_00008623	GO:0000287; GO:0001935; GO:0004521; GO:0004674; GO:0005161; GO:0005524; GO:0005637; GO:0005737; GO:0005739; GO:0005783; GO:0005789; GO:0006402; GO:0006468; GO:0016241; GO:0019899; GO:0030544; GO:0033120; GO:0034620; GO:0034976; GO:0035924; GO:0036289; GO:0036498; GO:0042802; GO:0042803; GO:0043507; GO:0043531; GO:0046777; GO:0051082; GO:0051879; GO:0070054; GO:0070059; GO:0070301; GO:0071333; GO:0106310; GO:1900103; GO:1901142; GO:1904707; GO:1990332; GO:1990579; GO:1990597; GO:1990604; GO:1990630
Peve_00008625	
Peve_00008628	GO:0000287; GO:0001935; GO:0004521; GO:0004674; GO:0005161; GO:0005524; GO:0005637; GO:0005737; GO:0005739; GO:0005783; GO:0005789; GO:0006402; GO:0006468; GO:0016241; GO:0019899; GO:0030544; GO:0033120; GO:0034620; GO:0034976; GO:0035924; GO:0036289; GO:0036498; GO:0042802; GO:0042803; GO:0043507; GO:0043531; GO:0046777; GO:0051082; GO:0051879; GO:0070054; GO:0070059; GO:0070301; GO:0071333; GO:0106310; GO:1900103; GO:1901142; GO:1904707; GO:1990332; GO:1990579; GO:1990597; GO:1990604; GO:1990630
Peve_00008630	GO:0005261; GO:0005262; GO:0005789; GO:0005886; GO:0007165; GO:0007216; GO:0007601; GO:0008104; GO:0030001; GO:0030424; GO:0030425; GO:0035841; GO:0046548; GO:0051262; GO:0051286; GO:0071482; GO:0098655; GO:0098703
Peve_00008631	GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0030001; GO:0051262; GO:0070588; GO:0098655
Peve_00008632	GO:0005737; GO:0015038; GO:0034599; GO:0045454
Peve_00008633	GO:0003924; GO:0005525; GO:0005930; GO:0006886; GO:0007368; GO:0007369; GO:0007601; GO:0008593; GO:0016192; GO:0032402; GO:0033339; GO:0046872; GO:0060170; GO:0060271; GO:0061512; GO:0070121
Peve_00008634	GO:0005524; GO:0005737; GO:0005739; GO:0006123; GO:0007005; GO:0016887; GO:0031966; GO:0035694
Peve_00008637	GO:0004738; GO:0004739; GO:0005730; GO:0005739; GO:0005759; GO:0006006; GO:0006086; GO:0006099; GO:0034604; GO:0043209; GO:0045254; GO:1902494
Peve_00008638	GO:0003429; GO:0005201; GO:0005509; GO:0005576; GO:0030198; GO:0030500; GO:0031012; GO:0062023; GO:0065003; GO:0120216
Peve_00008639	GO:0001778; GO:0005543; GO:0005768; GO:0005886; GO:0006886; GO:0006887; GO:0016324; GO:0030073; GO:0030141; GO:0030658; GO:0031267; GO:0032418; GO:0042043; GO:0045921; GO:0046676; GO:0046872; GO:0050714; GO:0070382; GO:0071985; GO:1905684
Peve_00008644	GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005829
Peve_00008646	GO:0002412; GO:0005615; GO:0005768; GO:0009897; GO:0009986; GO:0016324; GO:0042589; GO:0045087; GO:0045121; GO:1990266
Peve_00008647	GO:0005576; GO:0015031; GO:0030154; GO:0031012; GO:0035375; GO:0042589; GO:0050829; GO:0050830
