"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"529",529,"Cluster_1167","Porites_evermani_scaffold_1943:66393-76944",151,-21.35,2,12,9219,9240,10,"90.00%","100.00%","Peve_00012763",0.997216635484962,0.0475095534720038,0.943238620332273,NA,NA,NA,NA,NA
"539",539,"Cluster_1167","Porites_evermani_scaffold_1978:46354-60146",153,-22.38,2,21,8369,8388,19,"73.68%","73.68%","Peve_00013085",0.999909726776791,0.00855416971793915,0.573710369894872,"Q7TN88","Polycystic kidney disease protein 1-like 2 (PC1-like 2 protein) (Polycystin-1L2)","Mus musculus (Mouse)","detection of mechanical stimulus [GO:0050982]","GO:0001965; GO:0005262; GO:0005509; GO:0016020; GO:0030246; GO:0050982"
"549",549,"Cluster_1167","Porites_evermani_scaffold_200:293418-301645",144,-20.7,2,21,7606,7627,19,"57.89%","68.42%","Peve_00013573",0.999909726776791,0.00855416971793915,0.573710369894872,"B8VIU6","Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576"
"562",562,"Cluster_1167","Porites_evermani_scaffold_2044:36711-55313",151,-24.38,2,12,3520,3541,10,"90.00%","100.00%","Peve_00014007",0.999909726776791,0.00855416971793389,0.573710369894872,"Q5EAW4","Protein MCM10 homolog","Xenopus laevis (African clawed frog)","cellular response to DNA damage stimulus [GO:0006974]; DNA replication initiation [GO:0006270]","GO:0003690; GO:0003697; GO:0005634; GO:0006270; GO:0006974; GO:0046872"
"605",605,"Cluster_1167","Porites_evermani_scaffold_2149:41570-47463",157,-25.18,2,21,3322,3348,24,"75.00%","75.00%","Peve_00015040",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"626",626,"Cluster_1167","Porites_evermani_scaffold_220:98201-135547",145,-20.42,2,19,7365,7387,18,"66.67%","72.22%","Peve_00015570",0.998135332124585,0.0388833229901565,0.909359886114279,"G3I6Z6","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)","angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; Notch signaling involved in heart development [GO:0061314]; regulation of developmental process [GO:0050793]; regulation of DNA-templated transcription [GO:0006355]","GO:0000139; GO:0001525; GO:0005509; GO:0005634; GO:0005796; GO:0005912; GO:0006355; GO:0016324; GO:0030154; GO:0038023; GO:0050793; GO:0060271; GO:0061314"
"645",645,"Cluster_1167","Porites_evermani_scaffold_2253:1760-50464",152,-21.19,2,20,47450,47471,19,"68.42%","84.21%","Peve_00016081",0.998472782168961,0.0351885118974169,0.909359886114279,NA,NA,NA,NA,NA
"651",651,"Cluster_1167","Porites_evermani_scaffold_2275:51004-61933",147,-21.22,2,21,2320,2342,20,"65.00%","70.00%","Peve_00016266",0.997218255892448,0.04749571558219,0.943092358689762,"Q5VT52","Regulation of nuclear pre-mRNA domain-containing protein 2","Homo sapiens (Human)","mRNA 3'-end processing [GO:0031124]","GO:0000993; GO:0005654; GO:0016591; GO:0031124"
"652",652,"Cluster_1167","Porites_evermani_scaffold_2280:26415-33442",143,-23.86,2,20,3532,3554,21,"66.67%","71.43%","Peve_00016327",0.999909726776791,0.00855416971793915,0.573710369894872,"Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"653",653,"Cluster_1167","Porites_evermani_scaffold_2280:26415-33442",143,-23.86,2,20,825,847,21,"66.67%","71.43%","Peve_00016327",0.999909726776791,0.00855416971793915,0.573710369894872,"Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"654",654,"Cluster_1167","Porites_evermani_scaffold_228:286470-312010",152,-23.19,2,13,13890,13911,11,"90.91%","90.91%","Peve_00016317",0.999592690559685,0.018170718522517,0.782669382293497,"F8W2M8","Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)","Danio rerio (Zebrafish) (Brachydanio rerio)","central nervous system development [GO:0007417]; locomotory behavior [GO:0007626]; neurogenesis [GO:0022008]; proteolysis [GO:0006508]","GO:0004175; GO:0004252; GO:0005764; GO:0006508; GO:0007417; GO:0007626; GO:0008240; GO:0022008; GO:0046872"
"661",661,"Cluster_1167","Porites_evermani_scaffold_231:166677-180453",147,-20.36,2,20,10152,10173,18,"66.67%","66.67%","Peve_00016655",0.999909726776791,0.00855416971793915,0.573710369894872,"Q7TQ69","Transmembrane channel-like protein 3","Mus musculus (Mouse)","","GO:0005886; GO:0008381"
"674",674,"Cluster_1167","Porites_evermani_scaffold_2350:55197-78591",144,-22.28,2,13,3299,3320,11,"81.82%","81.82%","Peve_00017013",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"692",692,"Cluster_1167","Porites_evermani_scaffold_2403:41495-53165",155,-21.34,2,16,6556,6577,14,"78.57%","85.71%","Peve_00017537",0.99996273202871,0.00549622300675805,0.551398425649056,"Q13118","Krueppel-like factor 10 (EGR-alpha) (Transforming growth factor-beta-inducible early growth response protein 1) (TGFB-inducible early growth response protein 1) (TIEG-1)","Homo sapiens (Human)","bone mineralization [GO:0030282]; cell-cell signaling [GO:0007267]; cellular response to starvation [GO:0009267]; circadian rhythm [GO:0007623]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of transcription by RNA polymerase II [GO:0006357]; somatic stem cell population maintenance [GO:0035019]","GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001046; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0007267; GO:0007623; GO:0008285; GO:0009267; GO:0030282; GO:0035019; GO:0042752; GO:0045672; GO:0045892; GO:0045944; GO:0046872; GO:1990837"
"693",693,"Cluster_1167","Porites_evermani_scaffold_2403:41495-53165",155,-21.34,2,16,7507,7528,14,"78.57%","85.71%","Peve_00017537",0.99996273202871,0.00549622300675805,0.551398425649056,"Q13118","Krueppel-like factor 10 (EGR-alpha) (Transforming growth factor-beta-inducible early growth response protein 1) (TGFB-inducible early growth response protein 1) (TIEG-1)","Homo sapiens (Human)","bone mineralization [GO:0030282]; cell-cell signaling [GO:0007267]; cellular response to starvation [GO:0009267]; circadian rhythm [GO:0007623]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of transcription by RNA polymerase II [GO:0006357]; somatic stem cell population maintenance [GO:0035019]","GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001046; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0007267; GO:0007623; GO:0008285; GO:0009267; GO:0030282; GO:0035019; GO:0042752; GO:0045672; GO:0045892; GO:0045944; GO:0046872; GO:1990837"
"695",695,"Cluster_1167","Porites_evermani_scaffold_2414:48059-55873",154,-22.16,2,19,7281,7302,17,"70.59%","76.47%","Peve_00017626",0.999909726776791,0.00855416971793915,0.573710369894872,"Q7TQP6","Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (TNNI3-interacting kinase)","Rattus norvegicus (Rat)","bundle of His cell to Purkinje myocyte communication [GO:0086069]; protein phosphorylation [GO:0006468]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart rate [GO:0002027]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0002027; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006357; GO:0006468; GO:0008022; GO:0031013; GO:0046872; GO:0055117; GO:0061629; GO:0086069; GO:0106310; GO:1903779"
"704",704,"Cluster_1167","Porites_evermani_scaffold_2434:25198-33224",160,-23.96,2,19,1656,1676,17,"76.47%","88.24%","Peve_00017815",0.999624036298081,0.0174574853769298,0.782669382293497,"O35111","Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (Cardiac two pore background K(+) channel) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1) (cTBAK-1)","Mus musculus (Mouse)","brain development [GO:0007420]; cellular response to hypoxia [GO:0071456]; cellular response to zinc ion [GO:0071294]; cochlea development [GO:0090102]; ion transmembrane transport [GO:0034220]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; positive regulation of voltage-gated potassium channel activity [GO:1903818]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]; regulation of resting membrane potential [GO:0060075]; response to xenobiotic stimulus [GO:0009410]; stabilization of membrane potential [GO:0030322]","GO:0005216; GO:0005252; GO:0005886; GO:0006813; GO:0007420; GO:0008022; GO:0009410; GO:0015271; GO:0022841; GO:0030322; GO:0034220; GO:0044548; GO:0051481; GO:0060075; GO:0071294; GO:0071456; GO:0071805; GO:0090102; GO:1903818"
"714",714,"Cluster_1167","Porites_evermani_scaffold_2463:25289-32215",174,-26.85,2,21,5382,5402,19,"84.21%","89.47%","Peve_00018050",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"721",721,"Cluster_1167","Porites_evermani_scaffold_247:60688-69326",142,-21.56,2,11,7593,7614,9,"88.89%","88.89%","Peve_00018084",0.999796415038106,0.0128462194457193,0.696479349653946,"Q5I0I5","U6 snRNA phosphodiesterase 1 (3'-5' RNA exonuclease USB1) (EC 4.6.1.-)","Rattus norvegicus (Rat)","RNA splicing [GO:0008380]; snRNA 3'-end processing [GO:0034472]; U6 snRNA 3'-end processing [GO:0034477]","GO:0000175; GO:0005634; GO:0005654; GO:0008380; GO:0016829; GO:0034472; GO:0034477; GO:0045171; GO:1990838"
"727",727,"Cluster_1167","Porites_evermani_scaffold_2509:50799-58680",147,-24.92,2,21,3123,3145,20,"65.00%","70.00%","Peve_00018512",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"730",730,"Cluster_1167","Porites_evermani_scaffold_2515:47609-49543",149,-21.88,2,14,1584,1605,12,"75.00%","91.67%","Peve_00018567",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"758",758,"Cluster_1167","Porites_evermani_scaffold_2577:48792-51851",148,-21.04,2,21,1411,1429,19,"68.42%","73.68%","Peve_00019043",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"761",761,"Cluster_1167","Porites_evermani_scaffold_2601:11667-41287",152,-23.69,2,13,19920,19941,11,"90.91%","90.91%","Peve_00019304",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"762",762,"Cluster_1167","Porites_evermani_scaffold_2601:11667-41287",154,-21.17,2,19,18500,18521,17,"70.59%","76.47%","Peve_00019304",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"763",763,"Cluster_1167","Porites_evermani_scaffold_2601:11667-41287",159,-24.7,2,20,16534,16554,19,"78.95%","84.21%","Peve_00019304",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"765",765,"Cluster_1167","Porites_evermani_scaffold_2619:42966-57559",150,-22.03,2,20,8513,8535,19,"68.42%","73.68%","Peve_00019413",0.997277672715347,0.0469855010262438,0.940151481590584,"Q6DFB7","Centrosomal protein POC5 (Protein of centriole 5)","Xenopus laevis (African clawed frog)","cell cycle [GO:0007049]","GO:0005737; GO:0005814; GO:0007049"
"771",771,"Cluster_1167","Porites_evermani_scaffold_2649:9720-38474",154,-22.16,2,19,21890,21911,17,"70.59%","76.47%","Peve_00019614",0.999909726776791,0.00855416971794441,0.573710369894872,"Q5GIG6","Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (TNNI3-interacting kinase)","Mus musculus (Mouse)","bundle of His cell to Purkinje myocyte communication [GO:0086069]; protein phosphorylation [GO:0006468]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart rate [GO:0002027]","GO:0002027; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0008022; GO:0031013; GO:0046872; GO:0055117; GO:0086069; GO:0106310; GO:1903779"
"776",776,"Cluster_1167","Porites_evermani_scaffold_2659:42876-65073",152,-23.21,2,13,5437,5458,11,"90.91%","90.91%","Peve_00019725",0.998585738294794,0.033861891113506,0.909359886114279,"Q9NV70","Exocyst complex component 1 (Exocyst complex component Sec3)","Homo sapiens (Human)","defense response to virus [GO:0051607]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; membrane fission [GO:0090148]; mitotic cytokinesis [GO:0000281]; phosphatidylinositol-mediated signaling [GO:0048015]; positive regulation of protein secretion [GO:0050714]; protein transport [GO:0015031]; regulation of macroautophagy [GO:0016241]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]","GO:0000145; GO:0000281; GO:0005546; GO:0005737; GO:0005829; GO:0005886; GO:0006887; GO:0006893; GO:0006904; GO:0015031; GO:0016020; GO:0016241; GO:0048015; GO:0048471; GO:0050714; GO:0051607; GO:0090148; GO:0090522; GO:0090543; GO:0098592"
"781",781,"Cluster_1167","Porites_evermani_scaffold_2694:665-5259",156,-23.86,2,18,4141,4165,19,"73.68%","78.95%","Peve_00020003",0.999909726776791,0.00855416971794441,0.573710369894872,"Q5HZP1","Ribonuclease H2 subunit B (RNase H2 subunit B) (Ribonuclease HI subunit B)","Xenopus laevis (African clawed frog)","RNA catabolic process [GO:0006401]","GO:0005634; GO:0006401; GO:0032299"
"785",785,"Cluster_1167","Porites_evermani_scaffold_2707:12897-19323",142,-20.6,2,11,1212,1233,9,"88.89%","88.89%","Peve_00020149",0.99989178672184,0.00936567997820576,0.602207777435852,"Q09596","Probable glutathione S-transferase 5 (EC 2.5.1.18) (GST class-sigma)","Caenorhabditis elegans","glutathione metabolic process [GO:0006749]; innate immune response [GO:0045087]","GO:0004364; GO:0006749; GO:0045087"
"786",786,"Cluster_1167","Porites_evermani_scaffold_2707:30326-36085",145,-23.56,2,21,2151,2179,26,"65.38%","69.23%","Peve_00020151",0.999909726776791,0.00855416971793915,0.573710369894872,"Q09596","Probable glutathione S-transferase 5 (EC 2.5.1.18) (GST class-sigma)","Caenorhabditis elegans","glutathione metabolic process [GO:0006749]; innate immune response [GO:0045087]","GO:0004364; GO:0006749; GO:0045087"
"788",788,"Cluster_1167","Porites_evermani_scaffold_27:125752-133674",146,-23.49,2,21,6446,6471,23,"60.87%","73.91%","Peve_00020080",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"790",790,"Cluster_1167","Porites_evermani_scaffold_2:72037-78579",147,-20.85,2,17,2104,2126,16,"75.00%","75.00%","Peve_00013358",0.999909726776791,0.00855416971793915,0.573710369894872,"P07911","Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]","Homo sapiens (Human)","antibacterial innate immune response [GO:0140367]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; cellular calcium ion homeostasis [GO:0006874]; cellular chloride ion homeostasis [GO:0030644]; cellular defense response [GO:0006968]; cellular phosphate ion homeostasis [GO:0030643]; cellular response to unfolded protein [GO:0034620]; cellular sodium ion homeostasis [GO:0006883]; chaperone-mediated protein folding [GO:0061077]; citric acid secretion [GO:0046720]; collecting duct development [GO:0072044]; connective tissue replacement [GO:0097709]; creatinine homeostasis [GO:0097273]; defense response to Gram-negative bacterium [GO:0050829]; endoplasmic reticulum organization [GO:0007029]; glomerular filtration [GO:0003094]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; inflammatory response [GO:0006954]; juxtaglomerular apparatus development [GO:0072051]; leukocyte cell-cell adhesion [GO:0007159]; lipid metabolic process [GO:0006629]; metanephric ascending thin limb development [GO:0072218]; metanephric distal convoluted tubule development [GO:0072221]; metanephric thick ascending limb development [GO:0072233]; micturition [GO:0060073]; multicellular organismal response to stress [GO:0033555]; negative regulation of cell population proliferation [GO:0008285]; neutrophil migration [GO:1990266]; organ or tissue specific immune response [GO:0002251]; peptidyl-threonine phosphorylation [GO:0018107]; potassium ion homeostasis [GO:0055075]; protein localization to vacuole [GO:0072665]; protein transport into plasma membrane raft [GO:0044861]; regulation of blood pressure [GO:0008217]; regulation of protein transport [GO:0051223]; regulation of urine volume [GO:0035809]; renal sodium ion absorption [GO:0070294]; renal urate salt excretion [GO:0097744]; renal water homeostasis [GO:0003091]; response to lipopolysaccharide [GO:0032496]; response to water deprivation [GO:0009414]; response to xenobiotic stimulus [GO:0009410]; RNA splicing [GO:0008380]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; ubiquitin-dependent ERAD pathway [GO:0030433]; urate transport [GO:0015747]; urea transmembrane transport [GO:0071918]","GO:0000922; GO:0002251; GO:0003091; GO:0003094; GO:0005201; GO:0005509; GO:0005615; GO:0005783; GO:0005796; GO:0005929; GO:0006629; GO:0006874; GO:0006883; GO:0006914; GO:0006954; GO:0006968; GO:0007029; GO:0007157; GO:0007159; GO:0008217; GO:0008285; GO:0008380; GO:0009410; GO:0009414; GO:0009986; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0018107; GO:0019864; GO:0019898; GO:0030433; GO:0030643; GO:0030644; GO:0032496; GO:0033209; GO:0033555; GO:0034620; GO:0035809; GO:0044861; GO:0046720; GO:0050829; GO:0051223; GO:0055075; GO:0060073; GO:0060170; GO:0061077; GO:0070062; GO:0070294; GO:0071918; GO:0072044; GO:0072051; GO:0072218; GO:0072221; GO:0072233; GO:0072665; GO:0097190; GO:0097273; GO:0097709; GO:0097744; GO:0140367; GO:1990266"
"791",791,"Cluster_1167","Porites_evermani_scaffold_272:256924-277049",141,-20.76,2,12,6532,6552,10,"90.00%","90.00%","Peve_00020266",0.999582569792977,0.0183951005418645,0.782669382293497,"Q8TCJ2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog)","Homo sapiens (Human)","co-translational protein modification [GO:0043686]; glycoprotein catabolic process [GO:0006516]; post-translational protein modification [GO:0043687]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]; response to unfolded protein [GO:0006986]; ubiquitin-dependent ERAD pathway [GO:0030433]","GO:0004579; GO:0005783; GO:0005789; GO:0006487; GO:0006516; GO:0006986; GO:0008250; GO:0016020; GO:0018279; GO:0030433; GO:0032991; GO:0034998; GO:0043686; GO:0043687; GO:0046872"
"792",792,"Cluster_1167","Porites_evermani_scaffold_2726:36134-38129",140,-23,2,9,781,802,7,"100.00%","100.00%","Peve_00020314",0.999909726776791,0.00855416971793389,0.573710369894872,"P05099","Cartilage matrix protein (Matrilin-1)","Gallus gallus (Chicken)","extracellular matrix organization [GO:0030198]","GO:0005509; GO:0005576; GO:0030198"
"813",813,"Cluster_1167","Porites_evermani_scaffold_278:205465-226841",145,-20.42,2,19,4394,4416,18,"66.67%","72.22%","Peve_00020723",0.999909726776791,0.00855416971794441,0.573710369894872,"P35546","Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]","Mus musculus (Mouse)","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; anatomical structure morphogenesis [GO:0009653]; cellular response to retinoic acid [GO:0071300]; embryonic epithelial tube formation [GO:0001838]; enteric nervous system development [GO:0048484]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; innervation [GO:0060384]; MAPK cascade [GO:0000165]; membrane protein proteolysis [GO:0033619]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neuron cell-cell adhesion [GO:0007158]; neuron differentiation [GO:0030182]; neuron maturation [GO:0042551]; Peyer's patch morphogenesis [GO:0061146]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell migration [GO:0030335]; positive regulation of cell size [GO:0045793]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of gene expression [GO:0010628]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of metanephric glomerulus development [GO:0072300]; positive regulation of neuron maturation [GO:0014042]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-serine phosphorylation of STAT protein [GO:0033141]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of axonogenesis [GO:0050770]; regulation of cell adhesion [GO:0030155]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; retina development in camera-type eye [GO:0060041]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; ureter maturation [GO:0035799]; ureteric bud development [GO:0001657]","GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0006919; GO:0007156; GO:0007158; GO:0007169; GO:0007399; GO:0009410; GO:0009653; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030182; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0033674; GO:0035799; GO:0035860; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045121; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0098797; GO:2001241"
"823",823,"Cluster_1167","Porites_evermani_scaffold_28:286814-288826",150,-20.1,2,16,1489,1512,16,"75.00%","81.25%","Peve_00020864",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"832",832,"Cluster_1167","Porites_evermani_scaffold_28:484021-526369",145,-21.21,2,10,27661,27682,8,"100.00%","100.00%","Peve_00020874",0.999909726776791,0.00855416971793915,0.573710369894872,"Q5VU97","VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1)","Homo sapiens (Human)","","GO:0005245; GO:0005891"
"840",840,"Cluster_1167","Porites_evermani_scaffold_289:267797-285167",164,-27.14,2,21,6330,6349,19,"84.21%","84.21%","Peve_00021597",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"844",844,"Cluster_1167","Porites_evermani_scaffold_2906:30711-43175",148,-20.91,2,21,8046,8065,19,"68.42%","78.95%","Peve_00021762",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"847",847,"Cluster_1167","Porites_evermani_scaffold_291:243224-251703",141,-21.54,2,12,7110,7130,10,"90.00%","90.00%","Peve_00021789",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"848",848,"Cluster_1167","Porites_evermani_scaffold_291:243224-251703",146,-24.06,2,16,7658,7683,18,"66.67%","77.78%","Peve_00021789",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"863",863,"Cluster_1167","Porites_evermani_scaffold_29:849639-850701",150,-21.33,2,18,217,236,16,"75.00%","81.25%","Peve_00021681",0.999909726776791,0.00855416971794441,0.573710369894872,NA,NA,NA,NA,NA
"870",870,"Cluster_1167","Porites_evermani_scaffold_300:5690-31326",151,-22.89,2,21,8324,8341,19,"68.42%","78.95%","Peve_00022627",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"875",875,"Cluster_1167","Porites_evermani_scaffold_3013:25583-36479",146,-20.73,2,11,113,134,9,"88.89%","100.00%","Peve_00022730",0.999983602976637,0.00364567728204132,0.528605282212205,NA,NA,NA,NA,NA
"876",876,"Cluster_1167","Porites_evermani_scaffold_3020:4519-13956",155,-23.63,2,20,7079,7100,18,"72.22%","72.22%","Peve_00022785",0.999909726776791,0.00855416971793915,0.573710369894872,"O88322","Nidogen-2 (NID-2) (Entactin-2)","Mus musculus (Mouse)","cell-matrix adhesion [GO:0007160]","GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005886; GO:0007160; GO:0009986; GO:0031012; GO:0062023"
"877",877,"Cluster_1167","Porites_evermani_scaffold_302:105070-142029",145,-20.14,2,10,6290,6311,8,"100.00%","100.00%","Peve_00022766",0.999975210971309,0.00448255650740406,0.54328949385489,NA,NA,NA,NA,NA
"884",884,"Cluster_1167","Porites_evermani_scaffold_3038:746-5485",152,-20.8,2,13,2238,2259,11,"90.91%","90.91%","Peve_00022891",0.999909726776791,0.00855416971793389,0.573710369894872,"Q9H0J9","Protein mono-ADP-ribosyltransferase PARP12 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 12) (ARTD12) (Poly [ADP-ribose] polymerase 12) (PARP-12) (Zinc finger CCCH domain-containing protein 1)","Homo sapiens (Human)","protein auto-ADP-ribosylation [GO:0070213]","GO:0003723; GO:0003950; GO:0005634; GO:0016779; GO:0046872; GO:0070213; GO:0140803; GO:1990404"
"886",886,"Cluster_1167","Porites_evermani_scaffold_30:453890-512829",142,-20.4,2,11,32234,32255,9,"88.89%","88.89%","Peve_00022620",0.998032919587633,0.0399371798823631,0.909359886114279,"O75899","Gamma-aminobutyric acid type B receptor subunit 2 (GABA-B receptor 2) (GABA-B-R2) (GABA-BR2) (GABABR2) (Gb2) (G-protein coupled receptor 51) (HG20)","Homo sapiens (Human)","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway [GO:0007186]; gamma-aminobutyric acid signaling pathway [GO:0007214]; negative regulation of adenylate cyclase activity [GO:0007194]; neuron-glial cell signaling [GO:0150099]; synaptic transmission, GABAergic [GO:0051932]","GO:0004888; GO:0004965; GO:0005737; GO:0005886; GO:0007186; GO:0007193; GO:0007194; GO:0007214; GO:0007268; GO:0038039; GO:0043005; GO:0045211; GO:0046982; GO:0051932; GO:0150099; GO:1902710; GO:1902712"
