"miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"Cluster_15340","lncRNA_2143",-0.127757632813103,0.837777525794064,0.999980945197546,165,-20.98,"2 20","4592 4612",18,"77.78%","88.89%"
"Cluster_15340","lncRNA_2143",-0.127757632813103,0.837777525794064,0.999980945197546,165,-20.98,"2 20","55 75",18,"77.78%","88.89%"
"Cluster_15340","lncRNA_2144",-0.160190900332289,0.796914312933255,0.999980945197546,159,-26.98,"2 21","1633 1655",20,"65.00%","85.00%"
"Cluster_15340","lncRNA_2144",-0.160190900332289,0.796914312933255,0.999980945197546,165,-20.98,"2 20","4500 4520",18,"77.78%","88.89%"
"Cluster_15340","lncRNA_21451",0.339986918383719,0.575605742360005,0.999980945197546,159,-22.17,"2 21","2836 2858",20,"70.00%","80.00%"
"Cluster_15340","lncRNA_2145",-0.283289137151885,0.644189336188176,0.999980945197546,149,-20.29,"2 21","1038 1059",20,"65.00%","80.00%"
"Cluster_15340","lncRNA_21481",0.0696659431271824,0.911370368370293,0.999980945197546,146,-22.59,"2 21","488 515",25,"60.00%","72.00%"
"Cluster_15340","lncRNA_21535",-0.0751625549502874,0.904390247292122,0.999980945197546,156,-25.87,"2 19","18293 18318",21,"71.43%","80.95%"
"Cluster_15340","lncRNA_2164",-0.232816113844466,0.706269445324476,0.999980945197546,161,-20.97,"2 21","714 733",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_21835",0.335039969769414,0.581534784902703,0.999980945197546,157,-20.37,"2 21","314 335",20,"70.00%","85.00%"
"Cluster_15340","lncRNA_21869",0.180963948254737,0.770853374165351,0.999980945197546,158,-21.08,"2 20","89 114",22,"68.18%","77.27%"
"Cluster_15340","lncRNA_2248",0.827482033246742,0.0837557928029131,0.999980945197546,162,-23.07,"2 21","4062 4082",19,"68.42%","89.47%"
"Cluster_15340","lncRNA_2249",0.419365741310298,0.482139069295377,0.999980945197546,162,-23.07,"2 21","3348 3368",19,"68.42%","89.47%"
"Cluster_15340","lncRNA_22495",-0.0344954855272515,0.956087695818811,0.999980945197546,153,-20.68,"2 21","93 114",20,"70.00%","80.00%"
"Cluster_15340","lncRNA_22585",0.483448452822928,0.409352134412016,0.999980945197546,162,-20.96,"2 21","30 50",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_22632",0.0618267259138453,0.921329948366312,0.999980945197546,162,-21.07,"2 21","186 206",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_22653",0.810342702626505,0.0962787022736409,0.999980945197546,157,-28.25,"2 21","483 504",20,"70.00%","85.00%"
"Cluster_15340","lncRNA_22707",0.850211019149484,0.0680059509080607,0.983872876755422,158,-22.97,"2 20","30 52",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_2285",0.748706565595071,0.145384108979449,0.999980945197546,154,-22.47,"2 21","5619 5645",24,"66.67%","75.00%"
"Cluster_15340","lncRNA_22943",-0.553257225015949,0.333370971391091,0.999980945197546,157,-21.82,"2 20","64 84",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_22960",0.0815881774418955,0.896234071350643,0.999980945197546,170,-27.04,"2 21","684 704",19,"78.95%","89.47%"
"Cluster_15340","lncRNA_22965",-0.363722312708734,0.547318246679012,0.999980945197546,150,-20.18,"2 11","119 140",9,"100.00%","100.00%"
"Cluster_15340","lncRNA_23002",0.715395739909543,0.174271514037889,0.999980945197546,165,-24.42,"2 20","1091 1111",18,"83.33%","83.33%"
"Cluster_15340","lncRNA_23169",-0.0316370523870166,0.959725174485176,0.999980945197546,151,-21.15,"2 20","301 322",18,"61.11%","77.78%"
"Cluster_15340","lncRNA_233",-0.196175546210477,0.751833029208955,0.999980945197546,154,-20.27,"2 20","1800 1822",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_23362",-0.328232311677858,0.589712012040492,0.999980945197546,166,-26.45,"2 19","2735 2756",17,"76.47%","88.24%"
"Cluster_15340","lncRNA_23389",0.798921115865874,0.104913232222763,0.999980945197546,164,-22.03,"2 20","8131 8153",20,"80.00%","85.00%"
"Cluster_15340","lncRNA_23397",0.11082174271084,0.859186733532627,0.999980945197546,146,-20.11,"2 21","5896 5916",19,"63.16%","73.68%"
"Cluster_15340","lncRNA_234",-0.196175546210477,0.751833029208955,0.999980945197546,154,-20.27,"2 20","1800 1822",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_23423",-0.570144262869135,0.315582572639407,0.999980945197546,147,-23.41,"2 17","13551 13574",17,"70.59%","76.47%"
"Cluster_15340","lncRNA_23423",-0.570144262869135,0.315582572639407,0.999980945197546,163,-20.28,"2 20","13236 13257",18,"66.67%","88.89%"
"Cluster_15340","lncRNA_23425",0.493401222605566,0.398294323350709,0.999980945197546,162,-25.65,"2 21","6556 6576",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_23426",0.8731366400553,0.0531981151425046,0.972855157123468,162,-25.65,"2 21","2803 2823",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_23427",0.925558565020792,0.0241071671880304,0.869136128912988,158,-21.5,"2 19","1133 1154",17,"64.71%","88.24%"
"Cluster_15340","lncRNA_23437",0.2547873776009,0.679139513789244,0.999980945197546,151,-20.53,"2 20","940 961",18,"66.67%","72.22%"
"Cluster_15340","lncRNA_23455",0.163504736646653,0.792750635993384,0.999980945197546,166,-23.48,"2 19","12527 12548",17,"82.35%","82.35%"
"Cluster_15340","lncRNA_235",-0.196175546210477,0.751833029208955,0.999980945197546,154,-20.27,"2 20","1780 1802",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_23534",-0.166096149578189,0.789496261682342,0.999980945197546,154,-22.61,"2 21","10314 10337",21,"61.90%","85.71%"
"Cluster_15340","lncRNA_23535",0.0313167420176654,0.960132804223327,0.999980945197546,154,-22.61,"2 21","3654 3677",21,"61.90%","85.71%"
"Cluster_15340","lncRNA_23536",0.0323866626826565,0.958771230193513,0.999980945197546,154,-22.61,"2 21","3603 3626",21,"61.90%","85.71%"
"Cluster_15340","lncRNA_23582",0.401370215500028,0.503033134004545,0.999980945197546,154,-20.06,"2 20","23222 23246",21,"66.67%","76.19%"
"Cluster_15340","lncRNA_236",-0.0520062503977444,0.933813446246621,0.999980945197546,154,-20.27,"2 20","1840 1862",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_23826",-0.463784483779705,0.431402360701072,0.999980945197546,151,-23.44,"2 12","72 93",10,"90.00%","100.00%"
"Cluster_15340","lncRNA_23851",0.367129863639123,0.543279678682059,0.999980945197546,181,-32.26,"2 18","811 832",16,"93.75%","100.00%"
"Cluster_15340","lncRNA_23932",0.0833222060522067,0.894033756007249,0.999980945197546,151,-21.15,"2 20","333 354",18,"61.11%","77.78%"
"Cluster_15340","lncRNA_23986",0.093372695561532,0.881287168435989,0.999980945197546,158,-20.04,"2 21","594 614",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_24115",0.814873994894771,0.0929162503751369,0.999980945197546,159,-21.92,"2 16","2271 2292",14,"78.57%","92.86%"
"Cluster_15340","lncRNA_24222",0.709460023303657,0.17957498482382,0.999980945197546,162,-25.65,"2 21","2386 2406",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24230",0.813456024619273,0.0939645346311264,0.999980945197546,167,-21.77,"2 20","12751 12772",18,"72.22%","88.89%"
"Cluster_15340","lncRNA_24269",0.520867044138163,0.368156055155703,0.999980945197546,162,-22.95,"2 21","2717 2737",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24270",0.307048186224068,0.615287017766387,0.999980945197546,162,-22.95,"2 21","610 630",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24286",0.434268871709025,0.464979265036303,0.999980945197546,168,-24.72,"2 21","876 897",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24402",0.811697863635172,0.0952692867333902,0.999980945197546,162,-25.65,"2 21","19334 19354",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24402",0.811697863635172,0.0952692867333902,0.999980945197546,162,-25.65,"2 21","4916 4936",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24403",0.718154323273144,0.171822348659196,0.999980945197546,162,-25.65,"2 21","3526 3546",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24426",-0.332720714297589,0.584318297214255,0.999980945197546,157,-21.39,"2 20","42981 43001",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_24428",0.411581153661532,0.491154720782473,0.999980945197546,157,-21.39,"2 20","5033 5053",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_24448",0.347228318521355,0.566947107225819,0.999980945197546,141,-20.04,"2 10","1354 1375",8,"87.50%","100.00%"
"Cluster_15340","lncRNA_24451",0.498134008978556,0.393061046162107,0.999980945197546,162,-22.95,"2 21","1449 1469",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_24512",0.463465243019798,0.431762505925098,0.999980945197546,155,-23.6,"2 21","17308 17330",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_24514",0.217666385051752,0.725062804656576,0.999980945197546,155,-23.6,"2 21","1946 1968",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_24514",0.217666385051752,0.725062804656576,0.999980945197546,155,-23.6,"2 21","24755 24777",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_24515",0.261767818418246,0.670553316049741,0.999980945197546,155,-23.6,"2 21","1234 1256",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_24515",0.261767818418246,0.670553316049741,0.999980945197546,155,-23.6,"2 21","24043 24065",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_24516",-0.26640579599552,0.664857708497536,0.999980945197546,155,-23.6,"2 21","215 237",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_24518",0.065359403340451,0.916841110354105,0.999980945197546,160,-20.04,"2 17","741 762",15,"80.00%","86.67%"
"Cluster_15340","lncRNA_24522",0.816713409970871,0.0915617634952359,0.999980945197546,171,-21.61,"2 21","2199 2221",20,"75.00%","90.00%"
"Cluster_15340","lncRNA_24523",0.816713409970871,0.0915617634952359,0.999980945197546,171,-21.61,"2 21","2199 2221",20,"75.00%","90.00%"
"Cluster_15340","lncRNA_24524",0.816713409970871,0.0915617634952359,0.999980945197546,171,-21.61,"2 21","2199 2221",20,"75.00%","90.00%"
"Cluster_15340","lncRNA_24525",0.816713409970871,0.0915617634952359,0.999980945197546,171,-21.61,"2 21","2199 2221",20,"75.00%","90.00%"
"Cluster_15340","lncRNA_24823",-0.0323110219298516,0.95886748858691,0.999980945197546,155,-21.48,"2 21","374 396",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_249",0.385839182374438,0.521211383806767,0.999980945197546,159,-22.17,"2 21","3719 3741",20,"70.00%","80.00%"
"Cluster_15340","lncRNA_25027",0.128912955905085,0.836318686794874,0.999980945197546,153,-20.44,"2 15","126 148",14,"85.71%","85.71%"
"Cluster_15340","lncRNA_25194",0.658623462962757,0.226771744415298,0.999980945197546,145,-20.74,"2 21","29692 29718",24,"62.50%","75.00%"
"Cluster_15340","lncRNA_25194",0.658623462962757,0.226771744415298,0.999980945197546,154,-20.18,"2 21","17380 17400",19,"68.42%","78.95%"
"Cluster_15340","lncRNA_25195",0.497116576609709,0.394184696280518,0.999980945197546,145,-20.74,"2 21","28095 28121",24,"62.50%","75.00%"
"Cluster_15340","lncRNA_25195",0.497116576609709,0.394184696280518,0.999980945197546,154,-20.18,"2 21","15783 15803",19,"68.42%","78.95%"
"Cluster_15340","lncRNA_25283",0.908629305699453,0.0326964557124852,0.934469585002234,147,-21.18,"2 21","8230 8252",20,"65.00%","70.00%"
"Cluster_15340","lncRNA_25304",-0.142681270924199,0.818950855620741,0.999980945197546,166,-20.06,"2 21","2454 2474",19,"73.68%","89.47%"
"Cluster_15340","lncRNA_25313",-0.124377898453671,0.842046402529116,0.999980945197546,151,-21.21,"2 21","13249 13271",20,"60.00%","80.00%"
"Cluster_15340","lncRNA_25313",-0.124377898453671,0.842046402529116,0.999980945197546,158,-21.98,"2 20","19305 19328",20,"75.00%","75.00%"
"Cluster_15340","lncRNA_25315",-0.270300198039977,0.660081080133557,0.999980945197546,149,-21.82,"2 18","238 258",17,"76.47%","82.35%"
"Cluster_15340","lncRNA_25469",0.493341677204534,0.398360269143734,0.999980945197546,161,-21.11,"2 19","3274 3296",18,"72.22%","88.89%"
"Cluster_15340","lncRNA_25478",0.770215216760317,0.127570201305623,0.999980945197546,162,-25.65,"2 21","8293 8313",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_25490",0.392019328618918,0.513962123074135,0.999980945197546,162,-25.65,"2 21","59 79",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_25491",0.366622357192829,0.543880797885875,0.999980945197546,154,-21.24,"2 20","1201 1223",19,"68.42%","78.95%"
"Cluster_15340","lncRNA_25743",0.148050960617071,0.812186584871973,0.999980945197546,153,-20.81,"2 19","421 444",19,"68.42%","78.95%"
"Cluster_15340","lncRNA_25884",0.139427517296659,0.823052241100386,0.999980945197546,158,-21.16,"2 21","67 87",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_25972",0.235418357731427,0.70304824795791,0.999980945197546,154,-23.39,"2 21","767 787",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_25992",-0.0348593223758756,0.955624722976775,0.999980945197546,157,-22.84,"2 20","7637 7657",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_26016",0.31500226042112,0.605661911384215,0.999980945197546,146,-20.99,"2 20","13204 13226",19,"63.16%","73.68%"
"Cluster_15340","lncRNA_26019",0.969558496514475,0.00634658249549489,0.609835022967078,141,-20.9,"2 20","110 133",20,"65.00%","70.00%"
"Cluster_15340","lncRNA_26032",-0.413159821720771,0.489323557835774,0.999980945197546,165,-23.78,"2 21","5958 5979",20,"75.00%","90.00%"
"Cluster_15340","lncRNA_26038",-0.680633689019985,0.205959593049022,0.999980945197546,155,-20.27,"2 20","102 121",18,"77.78%","83.33%"
"Cluster_15340","lncRNA_26053",0.299478683356108,0.624470906763242,0.999980945197546,172,-22.01,"2 17","3051 3072",15,"93.33%","93.33%"
"Cluster_15340","lncRNA_26054",0.949275428415163,0.013609092381985,0.733271725759646,162,-25.65,"2 21","932 952",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_26193",0.848778216838304,0.068968445867271,0.985139159937329,157,-20.37,"2 21","193 214",20,"70.00%","85.00%"
"Cluster_15340","lncRNA_26217",-0.19371551412084,0.754905144145852,0.999980945197546,157,-22.84,"2 20","10888 10908",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_26219",-0.19371551412084,0.754905144145852,0.999980945197546,157,-22.84,"2 20","10884 10904",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_26220",-0.19371551412084,0.754905144145852,0.999980945197546,157,-22.84,"2 20","10860 10880",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_26221",-0.19371551412084,0.754905144145852,0.999980945197546,157,-22.84,"2 20","10852 10872",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_26338",0.114502741751566,0.85452978189669,0.999980945197546,165,-25.39,"2 21","106 127",20,"80.00%","85.00%"
"Cluster_15340","lncRNA_26564",0.162833151126472,0.793594265434865,0.999980945197546,156,-22.38,"2 21","1097 1118",19,"68.42%","73.68%"
"Cluster_15340","lncRNA_26742",0.784210849102209,0.116357902449525,0.999980945197546,141,-20.38,"2 14","2213 2234",12,"75.00%","75.00%"
"Cluster_15340","lncRNA_26754",0.269717764488504,0.660795113737213,0.999980945197546,145,-20.41,"2 21","4772 4793",20,"70.00%","70.00%"
"Cluster_15340","lncRNA_26872",-0.320271622910341,0.59930021105953,0.999980945197546,162,-25.47,"2 21","120 140",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_26874",-0.0404136974111633,0.948557692724464,0.999980945197546,157,-20.37,"2 21","1191 1212",20,"70.00%","85.00%"
"Cluster_15340","lncRNA_26874",-0.0404136974111633,0.948557692724464,0.999980945197546,161,-20.01,"2 21","1305 1326",20,"75.00%","85.00%"
"Cluster_15340","lncRNA_26887",0.465945740710317,0.428965970575619,0.999980945197546,162,-25.47,"2 21","118 138",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_26908",0.698682871041692,0.189319117911442,0.999980945197546,151,-21.91,"2 21","6659 6684",23,"56.52%","78.26%"
"Cluster_15340","lncRNA_26994",0.0799658774998039,0.898292897663972,0.999980945197546,150,-20.26,"2 19","465 486",17,"58.82%","82.35%"
"Cluster_15340","lncRNA_26996",-0.0108009029499482,0.986248130636202,0.999980945197546,153,-21.36,"2 19","302 324",18,"66.67%","83.33%"
"Cluster_15340","lncRNA_27155",0.0359900178164498,0.954185980500385,0.999980945197546,150,-21.29,"2 21","509 535",24,"62.50%","75.00%"
"Cluster_15340","lncRNA_27175",-0.208044646749976,0.737032789022368,0.999980945197546,147,-20.57,"2 21","94 120",24,"58.33%","70.83%"
"Cluster_15340","lncRNA_27205",0.893971415766062,0.040779113612692,0.972855157123468,162,-20.98,"2 21","22374 22398",22,"77.27%","77.27%"
"Cluster_15340","lncRNA_27236",0.475416891196849,0.418326302569091,0.999980945197546,157,-21.38,"2 20","19533 19553",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_27238",0.00482205003047308,0.993860399007856,0.999980945197546,157,-21.38,"2 20","298 318",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_27246",0.199472221930358,0.747718525265139,0.999980945197546,140,-20.05,"2 9","13334 13355",7,"100.00%","100.00%"
"Cluster_15340","lncRNA_27251",-0.0822183566621374,0.895434397993227,0.999980945197546,157,-22.84,"2 20","615 635",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_27296",0.489729947080985,0.402364987951106,0.999980945197546,157,-23.48,"2 20","1023 1047",21,"71.43%","80.95%"
"Cluster_15340","lncRNA_27392",-0.0166024460077215,0.978862080368713,0.999980945197546,150,-20.36,"2 20","8083 8107",21,"66.67%","71.43%"
"Cluster_15340","lncRNA_27393",0.170037844505077,0.784548931651822,0.999980945197546,150,-20.36,"2 20","7137 7161",21,"66.67%","71.43%"
"Cluster_15340","lncRNA_27394",0.155413783607358,0.802920512577462,0.999980945197546,150,-20.36,"2 20","6735 6759",21,"66.67%","71.43%"
"Cluster_15340","lncRNA_27428",0.18898935037765,0.760811481070775,0.999980945197546,140,-20.05,"2 9","23915 23936",7,"100.00%","100.00%"
"Cluster_15340","lncRNA_27428",0.18898935037765,0.760811481070775,0.999980945197546,140,-20.05,"2 9","2444 2465",7,"100.00%","100.00%"
"Cluster_15340","lncRNA_27431",-0.411131123990302,0.491676991744209,0.999980945197546,156,-22.37,"2 15","248 268",13,"92.31%","92.31%"
"Cluster_15340","lncRNA_27477",0.772752584040136,0.125514690571174,0.999980945197546,158,-24.85,"2 21","503 523",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_27830",0.20186555704914,0.744733221651447,0.999980945197546,164,-21.93,"2 19","562 582",17,"82.35%","88.24%"
"Cluster_15340","lncRNA_28062",-0.00741471474498442,0.990559378479668,0.999980945197546,155,-26.2,"2 21","1184 1206",20,"65.00%","80.00%"
"Cluster_15340","lncRNA_28063",0.122290731728498,0.844683575988183,0.999980945197546,153,-20.81,"2 19","185 208",19,"68.42%","78.95%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","11823 11846",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","1255 1278",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","17771 17794",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","27025 27048",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","3236 3259",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","5217 5240",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","7198 7221",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_282",0.115277650435727,0.853549670906075,0.999980945197546,148,-20.66,"2 20","9179 9202",21,"71.43%","71.43%"
"Cluster_15340","lncRNA_28307",0.783773664987033,0.116703448243572,0.999980945197546,146,-24.14,"2 21","14362 14386",22,"59.09%","77.27%"
"Cluster_15340","lncRNA_2888",0.525757168801061,0.362850379021067,0.999980945197546,168,-29.55,"2 21","626 646",20,"85.00%","85.00%"
"Cluster_15340","lncRNA_29001",-0.00557268200863437,0.992904677620685,0.999980945197546,146,-20.88,"2 21","18999 19022",21,"66.67%","71.43%"
"Cluster_15340","lncRNA_29001",-0.00557268200863437,0.992904677620685,0.999980945197546,156,-20.18,"2 21","19800 19821",19,"57.89%","84.21%"
"Cluster_15340","lncRNA_29001",-0.00557268200863437,0.992904677620685,0.999980945197546,165,-20.95,"2 20","16606 16626",18,"77.78%","88.89%"
"Cluster_15340","lncRNA_29050",-0.625011992292168,0.259585278773848,0.999980945197546,166,-23.32,"2 19","1849 1870",17,"76.47%","88.24%"
"Cluster_15340","lncRNA_29082",0.476445847635768,0.417174085671899,0.999980945197546,155,-22.1,"2 21","337 360",21,"66.67%","76.19%"
"Cluster_15340","lncRNA_29083",0.476445847635768,0.417174085671899,0.999980945197546,155,-22.1,"2 21","337 360",21,"66.67%","76.19%"
"Cluster_15340","lncRNA_29084",0.476445847635768,0.417174085671899,0.999980945197546,155,-22.1,"2 21","313 336",21,"66.67%","76.19%"
"Cluster_15340","lncRNA_29097",0.562577456814435,0.323522757691108,0.999980945197546,171,-21.61,"2 21","2007 2029",20,"75.00%","90.00%"
"Cluster_15340","lncRNA_29104",0.697491695428005,0.190405059642208,0.999980945197546,162,-20.1,"2 21","2100 2120",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_29539",0.144929121431725,0.816118552211934,0.999980945197546,180,-29.38,"2 21","990 1011",19,"84.21%","89.47%"
"Cluster_15340","lncRNA_29540",0.144929121431725,0.816118552211934,0.999980945197546,180,-29.38,"2 21","990 1011",19,"84.21%","89.47%"
"Cluster_15340","lncRNA_29576",0.678913093089077,0.20756632297209,0.999980945197546,146,-24.14,"2 21","19670 19694",22,"59.09%","77.27%"
"Cluster_15340","lncRNA_29578",0.107214046303203,0.863752814718978,0.999980945197546,142,-20.88,"2 21","30738 30758",19,"57.89%","73.68%"
"Cluster_15340","lncRNA_29585",0.156512880937848,0.80153822331342,0.999980945197546,142,-20.88,"2 21","3244 3264",19,"57.89%","73.68%"
"Cluster_15340","lncRNA_29678",0.873286611762065,0.0531050573847328,0.972855157123468,163,-24.39,"2 20","12363 12384",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_29680",-0.0152860784816982,0.980537918381204,0.999980945197546,159,-22.36,"2 20","10462 10483",18,"66.67%","83.33%"
"Cluster_15340","lncRNA_29682",0.806986651729566,0.0987924029417584,0.999980945197546,168,-21.95,"2 21","173 194",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_29683",0.610013630040645,0.274605475921974,0.999980945197546,164,-22.3,"2 21","9665 9686",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_29696",0.211121027454828,0.733202813494886,0.999980945197546,155,-23.54,"2 21","13 35",20,"65.00%","80.00%"
"Cluster_15340","lncRNA_29721",0.169425694824119,0.785317035766778,0.999980945197546,142,-20.88,"2 21","2230 2250",19,"57.89%","73.68%"
"Cluster_15340","lncRNA_30079",-0.0592199637317041,0.924642895605012,0.999980945197546,158,-23.24,"2 21","371 391",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_30190",0.24010986995988,0.697246135218814,0.999980945197546,148,-21.98,"2 21","2943 2963",20,"70.00%","75.00%"
"Cluster_15340","lncRNA_30210",0.42539182730847,0.475184445031703,0.999980945197546,168,-31.16,"2 21","439 460",19,"68.42%","89.47%"
"Cluster_15340","lncRNA_30275",0.0479551433802817,0.938965025772577,0.999980945197546,162,-25.65,"2 21","3 23",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_30289",0.384199501115479,0.52313814607126,0.999980945197546,154,-20.92,"2 20","1776 1798",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_30290",0.384199501115479,0.52313814607126,0.999980945197546,154,-20.92,"2 20","1776 1798",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_30291",0.384199501115479,0.52313814607126,0.999980945197546,154,-20.92,"2 20","1759 1781",19,"63.16%","84.21%"
"Cluster_15340","lncRNA_30342",0.921123840969166,0.026275218286902,0.886775078466768,152,-21.45,"2 20","2133 2159",23,"69.57%","78.26%"
"Cluster_15340","lncRNA_30374",0.515658492020773,0.373827644691071,0.999980945197546,149,-22.94,"2 21","7637 7664",25,"64.00%","76.00%"
"Cluster_15340","lncRNA_30374",0.515658492020773,0.373827644691071,0.999980945197546,153,-20.72,"2 14","9473 9494",12,"83.33%","91.67%"
"Cluster_15340","lncRNA_30394",-0.861540316963238,0.0605462102320004,0.972855157123468,158,-21.47,"2 21","1799 1819",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_30395",-0.861540316963238,0.0605462102320004,0.972855157123468,158,-21.47,"2 21","1798 1818",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_30396",-0.861540316963238,0.0605462102320004,0.972855157123468,158,-21.47,"2 21","1797 1817",19,"68.42%","84.21%"
"Cluster_15340","lncRNA_30430",-0.571116067921019,0.314566459738238,0.999980945197546,163,-21.78,"2 21","656 678",20,"70.00%","85.00%"
"Cluster_15340","lncRNA_30445",0.519586524316751,0.369548469721478,0.999980945197546,146,-21.11,"2 21","2328 2354",24,"62.50%","70.83%"
"Cluster_15340","lncRNA_30480",0.86965576931756,0.0553723376844018,0.972855157123468,148,-22.72,"2 19","4214 4239",21,"66.67%","76.19%"
"Cluster_15340","lncRNA_30522",0.625250883904919,0.259347871088291,0.999980945197546,149,-22.94,"2 21","14256 14283",25,"64.00%","76.00%"
"Cluster_15340","lncRNA_30523",0.152858376984458,0.806135274161767,0.999980945197546,149,-22.94,"2 21","1380 1407",25,"64.00%","76.00%"
"Cluster_15340","lncRNA_30530",-0.12016794988295,0.84736645075291,0.999980945197546,157,-22.84,"2 20","983 1003",18,"72.22%","83.33%"
"Cluster_15340","lncRNA_30573",0.291622983299384,0.634026237632225,0.999980945197546,162,-23.28,"2 15","599 620",13,"92.31%","92.31%"
"Cluster_15340","lncRNA_30647",-0.530563060273056,0.35765442823463,0.999980945197546,157,-22.9,"2 20","2086 2110",21,"71.43%","80.95%"
"Cluster_15340","lncRNA_30653",0.2121445282873,0.73192916940525,0.999980945197546,155,-25.99,"2 21","129 155",24,"62.50%","75.00%"
"Cluster_15340","lncRNA_30801",0.0123701473776305,0.984250240876854,0.999980945197546,162,-25.65,"2 21","80 100",19,"73.68%","84.21%"
"Cluster_15340","lncRNA_30996",0.326348002486401,0.591979051255658,0.999980945197546,160,-21.39,"2 19","8368 8388",17,"76.47%","88.24%"
"Cluster_15340","lncRNA_31107",0.284268210265393,0.642993989382613,0.999980945197546,167,-20.39,"2 21","52996 53018",20,"75.00%","85.00%"
"Cluster_15340","lncRNA_31278",0.0215886070266198,0.972514667138595,0.999980945197546,151,-22.64,"2 21","8283 8307",22,"63.64%","72.73%"
"Cluster_15340","lncRNA_31316",0.227161563729962,0.713276034058828,0.999980945197546,166,-24.44,"2 21","743 763",19,"78.95%","84.21%"
"Cluster_15340","lncRNA_31327",-0.982427455139246,0.00278893107393698,0.572743866580232,176,-24.84,"2 21","18168 18189",19,"78.95%","89.47%"
