"target","protein_name","gene_name","std_gene_name","species","accession","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"Peve_00026086","Integrator complex subunit 13 isoform X2","LOC100197579","INTS13","Hydra vulgaris","A0ABM4D3E2",38.781,722,362,15,10,685,11,698,4.28e-150,452
"Peve_00026086","Integrator complex subunit 13-like","LOC116304359","INTS13","Actinia tenebrosa","A0A6P8ISJ1",56.745,719,285,10,8,718,6,706,0,791
"Peve_00018572","Integrator complex subunit 14","Vwa9","INTS14","Stylophora pistillata","A0A2B4RU54",85.487,503,72,1,1,503,1,502,0,904
"Peve_00018572","Integrator complex subunit 14","pdam_00021401","INTS14","Pocillopora damicornis","A0A3M6TMP7",86.083,503,69,1,1,503,1,502,0,911
"Peve_00018572","Integrator complex subunit 14","LOC116296789","INTS14","Actinia tenebrosa","A0A6P8HZA0",65.157,508,169,4,1,506,1,502,0,687
"Peve_00018572","Integrator complex subunit 14","PACLA_8A013253","INTS14","Paramuricea clavata","A0A7D9HDV6",52.079,505,224,7,1,491,1,501,0,523
"Peve_00018572","Integrator complex subunit 14","PACLA_8A013253","INTS14","Paramuricea clavata","A0A7D9HGI7",52.143,420,183,7,1,406,1,416,8.27e-148,430
"Peve_00018572","Integrator complex subunit 14","INTS14 OS=Exaiptasia diaphana OX=2652724","INTS14","Exaiptasia diaphana","A0A913XHD1",64.103,507,172,4,1,502,1,502,0,676
"Peve_00018572","Integrator complex subunit 14","P5673_018352","INTS14","Acropora cervicornis","A0AAD9QDB0",80.159,504,98,1,1,504,1,502,0,853
"Peve_00018572","Integrator complex subunit 14","PMEA_00022021","INTS14","Pocillopora meandrina","A0AAU9VXZ3",85.885,503,70,1,1,503,1,502,0,909
"Peve_00018572","Integrator complex subunit 14","LOC100214249","INTS14","Hydra vulgaris","A0ABM4DE75",44.99,509,261,6,1,498,1,501,5.38e-152,443
"Peve_00018572","Integrator complex subunit 14","PLOB_00000868","INTS14","Porites lobata","A0ABN8N3G7",99.004,502,5,0,1,502,1,502,0,1030
"Peve_00018572","Integrator complex subunit 14","PEVE_00018572","INTS14","Porites evermanni","A0ABN8S9T9",100,502,0,0,1,502,1,502,0,1037
"Peve_00018572","Integrator complex subunit 14","NEMVEDRAFT_v1g91640","INTS14","Nematostella vectensis","A7RS47",63.78,508,163,5,1,493,1,502,0,664
"Peve_00018572","Integrator complex subunit 14","C15orf44","INTS14","Hydra vulgaris","T2M6U5",44.99,509,261,6,1,498,1,501,6e-152,443
"Peve_00006524","Integrator complex subunit 2","Ints2","INTS2","Stylophora pistillata","A0A2B4RZX0",77.947,1179,231,8,61,1232,1,1157,0,1799
"Peve_00006524","Integrator complex subunit 2","PACLA_8A002718","INTS2","Paramuricea clavata","A0A7D9EB17",45.178,1182,594,14,60,1216,1,1153,0,958
"Peve_00006524","Integrator complex subunit 2","INTS2 OS=Clytia hemisphaerica OX=252671","INTS2","Clytia hemisphaerica","A0A7M5XJY8",35.649,1094,570,23,7,1016,115,1158,0,632
"Peve_00006524","Integrator complex subunit 2","INTS2 OS=Clytia hemisphaerica OX=252671","INTS2","Clytia hemisphaerica","A0A7M5XL71",35.649,1094,570,23,7,1016,115,1158,0,632
"Peve_00006524","Integrator complex subunit 2","INTS2 OS=Exaiptasia diaphana OX=2652724","INTS2","Exaiptasia diaphana","A0A913YQZ2",57.335,668,232,9,62,693,1,651,0,726
"Peve_00006524","Integrator complex subunit 2","INTS2","INTS2","Desmophyllum pertusum","A0A9W9Z2H4",80.186,1181,203,9,58,1231,1,1157,0,1850
"Peve_00006524","Integrator complex subunit 2","P5673_014622","INTS2","Acropora cervicornis","A0AAD9QJD2",66.921,1179,238,16,61,1108,1,1158,0,1445
"Peve_00006524","Integrator complex subunit 2","PMEA_00004074","INTS2","Pocillopora meandrina","A0AAU9WE25",78.693,1178,226,7,61,1234,1,1157,0,1813
"Peve_00006524","Integrator complex subunit 2","PLOB_00004120","INTS2","Porites lobata","A0ABN8QA75",91.334,1177,83,5,61,1237,1,1158,0,2110
"Peve_00006524","Integrator complex subunit 2","INTS2","INTS2","Hydra vulgaris","T2M685",38.628,1108,555,17,61,1078,2,1074,0,718
"Peve_00006524","Integrator complex subunit 2 isoform X2","PACLA_8A002718","INTS2","Paramuricea clavata","A0A6S7HPA4",45.224,1183,593,15,60,1217,1,1153,0,956
"Peve_00006524","Integrator complex subunit 2 isoform X3","LOC100197044","INTS2","Hydra vulgaris","A0ABM4CN83",38.357,1108,542,17,61,1062,2,1074,0,705
"Peve_00006524","Integrator complex subunit 2-like isoform X1","LOC116292634","INTS2","Actinia tenebrosa","A0A6P8HHG5",57.518,1217,420,18,66,1244,1,1158,0,1301
"Peve_00006524","Integrator complex subunit 2-like isoform X2","LOC116292634","INTS2","Actinia tenebrosa","A0A6P8HT36",57.626,1213,421,17,66,1240,1,1158,0,1305
"Peve_00002298","Integrator complex subunit 3","INTS3","INTS3","Stylophora pistillata","A0A2B4SYZ2",85.35,1058,147,3,1,1052,1,1056,0,1858
"Peve_00002298","Integrator complex subunit 3","INTS3_1","INTS3","Desmophyllum pertusum","A0A9X0CMQ2",82.989,629,98,3,9,630,171,797,0,1093
"Peve_00002298","Integrator complex subunit 3","P5673_012134","INTS3","Acropora cervicornis","A0AAD9QNR4",85.493,903,120,4,2,897,38,936,0,1593
"Peve_00002298","Integrator complex subunit 3 isoform X3","LOC100198887","INTS3","Hydra vulgaris","A0ABM4DDK5",44.423,1031,507,17,17,1011,11,1011,0,840
"Peve_00002298","Integrator complex subunit 3-like","LOC116300098","INTS3","Actinia tenebrosa","A0A6P8IET8",66.635,1061,321,7,6,1044,7,1056,0,1419
"Peve_00007872","Integrator complex subunit 4","P5673_000957","INTS4","Acropora cervicornis","A0AAD9R5A2",73.621,997,217,3,239,1190,1,996,0,1498
"Peve_00039124","Integrator complex subunit 6","INTS6","INTS6","Hydra vulgaris","T2M317",44.289,429,208,11,255,673,345,752,5.92e-104,345
"Peve_00030238","Integrator complex subunit 7","INTS7","INTS7","Stylophora pistillata","A0A2B4SKH7",62.848,611,121,7,1,507,1,609,0,722
"Peve_00030238","Integrator complex subunit 7","pdam_00013450","INTS7","Pocillopora damicornis","A0A3M6TF56",77.754,953,203,6,1,946,1,951,0,1472
"Peve_00030238","Integrator complex subunit 7","LOC116297721","INTS7","Actinia tenebrosa","A0A6P8IB01",59.414,956,368,12,1,948,1,944,0,1098
"Peve_00030238","Integrator complex subunit 7","PACLA_8A019079","INTS7","Paramuricea clavata","A0A6S7K8T1",45.195,947,503,7,3,938,6,947,0,802
"Peve_00030238","Integrator complex subunit 7","INTS7 OS=Clytia hemisphaerica OX=252671","INTS7","Clytia hemisphaerica","A0A7M5V2S3",36.547,944,572,12,17,946,17,947,0,593
"Peve_00030238","Integrator complex subunit 7","INTS7 OS=Exaiptasia diaphana OX=2652724","INTS7","Exaiptasia diaphana","A0A913XT38",55.346,954,408,9,1,946,1,944,0,1023
"Peve_00030238","Integrator complex subunit 7","INTS7_3","INTS7","Desmophyllum pertusum","A0A9X0A0N1",77.869,488,72,4,1,452,1,488,0,742
"Peve_00030238","Integrator complex subunit 7","P5673_015977","INTS7","Acropora cervicornis","A0AAD9QH64",76.886,411,83,3,1,399,1,411,0,640
"Peve_00030238","Integrator complex subunit 7","PMEA_00013352","INTS7","Pocillopora meandrina","A0AAU9WW72",77.859,953,202,6,1,946,1,951,0,1474
"Peve_00030238","Integrator complex subunit 7","LOC100204041","INTS7","Hydra vulgaris","A0ABM4C892",33.048,935,566,18,9,899,26,944,9.09e-156,482
"Peve_00030238","Integrator complex subunit 7","LOC100204041","INTS7","Hydra vulgaris","A0ABM4C899",33.048,935,566,18,9,899,26,944,9.9e-156,482
"Peve_00030238","Integrator complex subunit 7","PEVE_00030238","INTS7","Porites evermanni","A0ABN8MIA7",100,951,0,0,1,951,1,951,0,1959
"Peve_00030238","Integrator complex subunit 7","PLOB_00029393","INTS7","Porites lobata","A0ABN8NUA4",97.792,951,21,0,1,951,1,951,0,1916
"Peve_00030238","Integrator complex subunit 7","INTS7","INTS7","Hydra vulgaris","T2M4N5",49.117,283,144,0,9,291,26,308,3.16e-95,308
"Peve_00018032","Integrator complex subunit 8","INTS8","INTS8","Stylophora pistillata","A0A2B4RVR6",57.414,1106,300,17,3,1002,10,1050,0,1197
"Peve_00018032","Integrator complex subunit 8","INTS8","INTS8","Desmophyllum pertusum","A0A9X0CV07",68.555,1059,272,12,1,1013,7,1050,0,1444
"Peve_00018032","Integrator complex subunit 8","P5673_029480","INTS8","Acropora cervicornis","A0AAD9UU49",55.822,919,293,17,1,819,145,1050,0,943
"Peve_00018032","Integrator complex subunit 8 isoform X2","LOC101235764","INTS8","Hydra vulgaris","A0ABM4DNE3",27.898,1061,653,27,7,985,19,1049,8.59e-122,397
"Peve_00018032","Integrator complex subunit 8-like","LOC116294367","INTS8","Actinia tenebrosa","A0A6P8HN80",44.371,1057,496,24,8,1000,22,1050,0,828
"Peve_00001498","Integrator complex subunit 9 homolog","LOC116307679","INTS9","Actinia tenebrosa","A0A6P8JAI2",67.424,660,189,4,25,658,1,660,0,939
"Peve_00001498","Integrator complex subunit 9 homolog","ints9","INTS9","Nematostella vectensis","A7SBF0",64.394,660,211,2,25,660,1,660,0,899
"Peve_00001498","Integrator complex subunit 9-like","ints9","INTS9","Stylophora pistillata","A0A2B4SQU2",84.789,355,53,1,238,591,306,660,0,632
"Peve_00012543","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4R985",58.449,1586,610,16,1,1575,28,1575,0,1833
"Peve_00035858","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4RG40",55.47,2331,933,23,775,3044,1,2287,0,2536
"Peve_00002451","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0N5",50.231,1083,405,25,686,1650,872,1938,0,989
"Peve_00002451","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0P5",61.271,1872,653,25,159,1978,87,1938,0,2303
"Peve_00029318","RNA-directed RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4SJ07",70.863,2804,781,17,2,2787,3,2788,0,4072
"Peve_00029318","RNA-directed RNA polymerase","pdam_00014003","RDRP","Pocillopora damicornis","A0A3M6V1C2",71.748,1253,334,5,1343,2586,1547,2788,0,1877
"Peve_00002451","RNA-directed RNA polymerase","pdam_00010540","RDRP","Pocillopora damicornis","A0A3M6V665",62.544,1973,675,30,1,1944,1,1938,0,2420
"Peve_00002451","RNA-directed RNA polymerase","LOC116291599","RDRP","Actinia tenebrosa","A0A6P8HFQ5",42.357,1943,963,49,78,1945,72,1932,0,1387
"Peve_00002451","RNA-directed RNA polymerase","LOC116292984","RDRP","Actinia tenebrosa","A0A6P8HMH6",46.523,1898,909,39,99,1939,87,1935,0,1583
"Peve_00031204","RNA-directed RNA polymerase","LOC116296651","RDRP","Actinia tenebrosa","A0A6P8HVX5",41.915,2882,1485,50,1,2783,15,2806,0,2170
"Peve_00031204","RNA-directed RNA polymerase","PACLA_8A003058","RDRP","Paramuricea clavata","A0A6S7H8I7",38.04,2592,1380,56,9,2504,340,2801,0,1618
"Peve_00029318","RNA-directed RNA polymerase","RDRP OS=Clytia hemisphaerica OX=252671","RDRP","Clytia hemisphaerica","A0A7M5VA30",26.381,1376,831,44,1034,2312,1214,2504,9.77e-108,387
"Peve_00002451","RNA-directed RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913WPD6",43.867,1867,948,40,84,1888,67,1895,0,1446
"Peve_00029318","RNA-directed RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913WY18",41.185,2836,1492,49,6,2720,7,2787,0,2103
"Peve_00035858","RNA-directed RNA polymerase","OS493_030834","RDRP","Desmophyllum pertusum","A0A9W9YJP7",62.621,1656,492,13,147,1740,697,2287,0,2073
"Peve_00035858","RNA-directed RNA polymerase","OS493_030827","RDRP","Desmophyllum pertusum","A0A9W9YJV2",62.422,1759,588,15,44,1749,22,1760,0,2191
"Peve_00002451","RNA-directed RNA polymerase","P5673_011346","RDRP","Acropora cervicornis","A0AAD9QPZ2",59.391,1970,713,28,1,1914,1,1939,0,2300
"Peve_00002451","RNA-directed RNA polymerase","P5673_011149","RDRP","Acropora cervicornis","A0AAD9QQ14",59.135,1965,731,26,1,1919,1,1939,0,2254
"Peve_00035858","RNA-directed RNA polymerase","P5673_003890","RDRP","Acropora cervicornis","A0AAD9VEU7",58.431,2295,882,20,155,2385,1,2287,0,2673
"Peve_00002451","RNA-directed RNA polymerase","PMEA_00035380","RDRP","Pocillopora meandrina","A0AAU9WAN4",62.494,1973,675,30,1,1943,1,1938,0,2417
"Peve_00035858","RNA-directed RNA polymerase","PMEA_00004556","RDRP","Pocillopora meandrina","A0AAU9WCT6",63.211,1476,490,9,517,1952,825,2287,0,1887
"Peve_00029318","RNA-directed RNA polymerase","PMEA_00005181","RDRP","Pocillopora meandrina","A0AAU9WHC0",70.608,2698,757,16,2,2681,3,2682,0,3921
"Peve_00029318","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJV4",26.78,1292,758,47,982,2159,1180,2397,3.47e-101,365
"Peve_00029318","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJW1",26.703,1292,759,47,982,2159,1180,2397,3.88e-101,365
"Peve_00029318","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BJW6",25.708,1412,838,48,981,2272,1180,2500,6.68e-104,374
"Peve_00029318","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BJW7",25.708,1412,838,48,981,2272,1180,2500,7.79e-104,374
"Peve_00029318","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJX0",26.78,1292,758,47,982,2159,1180,2397,2.51e-101,366
"Peve_00029318","RNA-directed RNA polymerase","LOC100214913","RDRP","Hydra vulgaris","A0ABM4BJX3",25.992,1412,828,52,990,2275,1180,2500,2.44e-106,382
"Peve_00029318","RNA-directed RNA polymerase","LOC105846434","RDRP","Hydra vulgaris","A0ABM4BJX5",26.703,1292,759,47,982,2159,1180,2397,3.71e-101,365
"Peve_00031204","RNA-directed RNA polymerase","LOC100214913","RDRP","Hydra vulgaris","A0ABM4BJY6",26.023,1368,811,49,1073,2320,1232,2518,4.76e-106,382
"Peve_00029318","RNA-directed RNA polymerase","LOC105846402","RDRP","Hydra vulgaris","A0ABM4BK03",25.708,1412,838,48,981,2272,1180,2500,7.91e-104,374
"Peve_00002451","RNA-directed RNA polymerase","PLOB_00050157","RDRP","Porites lobata","A0ABN8Q0K4",94.365,1952,92,7,1,1944,1,1942,0,3796
"Peve_00002451","RNA-directed RNA polymerase","PEVE_00002451","RDRP","Porites evermanni","A0ABN8Q4R5",100,1942,0,0,1,1942,1,1942,0,4049
"Peve_00029318","RNA-directed RNA polymerase","PLOB_00010549","RDRP","Porites lobata","A0ABN8QWY6",96.737,2789,90,1,1,2789,1,2788,0,5603
"Peve_00012543","RNA-directed RNA polymerase","PLOB_00012103","RDRP","Porites lobata","A0ABN8QXB4",87.591,2200,263,3,1,2196,1,2194,0,3969
"Peve_00035858","RNA-directed RNA polymerase","PLOB_00012120","RDRP","Porites lobata","A0ABN8R2J4",94.053,2287,136,0,146,2432,1,2287,0,4484
"Peve_00029318","RNA-directed RNA polymerase","PEVE_00029318","RDRP","Porites evermanni","A0ABN8SV96",100,2788,0,0,1,2788,1,2788,0,5793
"Peve_00035858","RNA-directed RNA polymerase","PEVE_00035858","RDRP","Porites evermanni","A0ABN8T2Q2",100,2291,0,0,1,2291,1,2291,0,4772
"Peve_00026319","RNA-dependent RNA polymerase","RDR2","RDRP","Stylophora pistillata","A0A2B4RIR9",55.556,981,373,8,5,929,239,1212,0,1048
"Peve_00032720","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S0A1",48.154,650,309,8,556,1196,19,649,0,610
"Peve_00032720","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S2K3",49.096,664,318,7,3,660,7,656,0,636
"Peve_00032720","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S3Y0",28.817,465,279,16,81,514,21,464,1.98e-43,167
"Peve_00032720","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S6D8",54.38,548,248,2,18,563,27,574,0,629
"Peve_00007069","RNA-dependent RNA polymerase","RDR2","RDRP","Stylophora pistillata","A0A2B4S6H5",64.946,465,151,3,258,714,1,461,0,637
"Peve_00000800","RNA-dependent RNA polymerase","pdam_00007094","RDRP","Pocillopora damicornis","A0A3M6T9A9",63.571,1260,437,6,2,1255,5,1248,0,1623
"Peve_00032709","RNA-dependent RNA polymerase","pdam_00009604","RDRP","Pocillopora damicornis","A0A3M6U019",39.734,677,349,18,1,641,1,654,5.98e-146,439
"Peve_00032712","RNA-dependent RNA polymerase","pdam_00009608","RDRP","Pocillopora damicornis","A0A3M6U066",28.931,636,358,23,18,598,20,616,6.97e-61,215
"Peve_00032712","RNA-dependent RNA polymerase","pdam_00009601","RDRP","Pocillopora damicornis","A0A3M6U087",66.021,671,215,7,1,659,1,670,0,894
"Peve_00032712","RNA-dependent RNA polymerase","pdam_00009609","RDRP","Pocillopora damicornis","A0A3M6U0C1",35.303,694,365,18,26,686,22,664,3.32e-127,392
"Peve_00032712","RNA-dependent RNA polymerase","LOC116288465","RDRP","Actinia tenebrosa","A0A6P8H437",37.518,685,379,16,4,655,3,671,3.93e-153,459
"Peve_00032712","RNA-dependent RNA polymerase","LOC116288436","RDRP","Actinia tenebrosa","A0A6P8H6G5",41.116,681,361,15,4,656,3,671,1.38e-170,504
"Peve_00032712","RNA-dependent RNA polymerase","LOC116288463","RDRP","Actinia tenebrosa","A0A6P8H6Z9",40.03,667,380,12,4,654,3,665,4.34e-156,466
"Peve_00032712","RNA-dependent RNA polymerase","LOC116288452","RDRP","Actinia tenebrosa","A0A6P8HEP7",50.212,707,294,12,722,1413,4,667,0,664
"Peve_00029318","RNA-dependent RNA polymerase","PACLA_8A076861","RDRP","Paramuricea clavata","A0A6S7FT68",34.37,1190,680,24,1,1164,1669,2783,0,681
"Peve_00035858","RNA-dependent RNA polymerase","PACLA_8A061743","RDRP","Paramuricea clavata","A0A6S7FU92",60.062,323,124,3,159,479,1120,1439,1.96e-119,385
"Peve_00032712","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913Y425",46.581,702,323,14,6,693,4,667,0,591
"Peve_00032712","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913Y4S8",37.538,666,399,9,4,655,3,665,4.69e-151,452
"Peve_00032712","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913YWT7",35.81,673,390,14,4,642,3,667,2.24e-143,432
"Peve_00032712","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913YXY8",38.643,678,376,14,4,653,3,668,2.41e-153,460
"Peve_00029318","RNA-dependent RNA polymerase","OS493_020020","RDRP","Desmophyllum pertusum","A0A9W9YBD9",72.648,1371,356,12,2,1367,3,1359,0,2017
"Peve_00029318","RNA-dependent RNA polymerase","OS493_020019","RDRP","Desmophyllum pertusum","A0A9W9YEV0",76.945,1401,316,4,13,1408,1390,2788,0,2261
"Peve_00000800","RNA-dependent RNA polymerase","OS493_006716","RDRP","Desmophyllum pertusum","A0A9W9ZSK9",73.394,436,114,2,1,436,1,434,0,673
"Peve_00032712","RNA-dependent RNA polymerase","OS493_000813","RDRP","Desmophyllum pertusum","A0A9W9ZT61",75.477,367,82,3,18,376,1,367,0,565
"Peve_00032720","RNA-dependent RNA polymerase","OS493_000817","RDRP","Desmophyllum pertusum","A0A9W9ZTA1",51.06,613,280,9,3,607,7,607,0,618
"Peve_00032720","RNA-dependent RNA polymerase","OS493_000816","RDRP","Desmophyllum pertusum","A0A9W9ZTC8",50.365,274,128,5,1,271,301,569,7.49e-88,275
"Peve_00032712","RNA-dependent RNA polymerase","OS493_000812","RDRP","Desmophyllum pertusum","A0A9W9ZTK4",69.96,253,72,2,1,252,421,670,1.22e-125,371
"Peve_00032720","RNA-dependent RNA polymerase","OS493_000815","RDRP","Desmophyllum pertusum","A0A9W9ZU19",50.512,586,229,8,3,550,7,569,0,579
"Peve_00032720","RNA-dependent RNA polymerase","OS493_000814","RDRP","Desmophyllum pertusum","A0A9W9ZUN1",50.953,577,230,10,3,536,7,573,0,572
"Peve_00032720","RNA-dependent RNA polymerase","OS493_000818","RDRP","Desmophyllum pertusum","A0A9W9ZUT4",51.909,707,270,14,3,696,7,656,0,682
"Peve_00032712","RNA-dependent RNA polymerase","OS493_000819","RDRP","Desmophyllum pertusum","A0A9W9ZWW6",29.199,637,334,21,4,546,3,616,2.77e-54,196
"Peve_00002451","RNA-dependent RNA polymerase","OS493_003323","RDRP","Desmophyllum pertusum","A0A9X0A5B4",62.054,224,82,3,21,243,142,363,1.86e-85,281
"Peve_00002451","RNA-dependent RNA polymerase","OS493_003289","RDRP","Desmophyllum pertusum","A0A9X0A6E6",60.082,243,81,6,1,236,693,926,2.42e-80,262
"Peve_00032712","RNA-dependent RNA polymerase","OS493_000824","RDRP","Desmophyllum pertusum","A0A9X0D791",30.072,419,225,10,1,378,235,626,2.86e-56,196
"Peve_00032712","RNA-dependent RNA polymerase","P5673_024942","RDRP","Acropora cervicornis","A0AAD9UXL8",31.978,713,411,18,4,693,3,664,1.17e-114,360
"Peve_00032709","RNA-dependent RNA polymerase","P5673_024940","RDRP","Acropora cervicornis","A0AAD9UXP1",46.06,571,274,12,3,549,5,565,8.36e-157,465
"Peve_00032709","RNA-dependent RNA polymerase","P5673_024941","RDRP","Acropora cervicornis","A0AAD9UXU1",41.871,652,328,15,3,615,5,644,1.43e-156,465
"Peve_00032712","RNA-dependent RNA polymerase","PMEA_00004263","RDRP","Pocillopora meandrina","A0AAU9WAH1",29.801,604,339,20,102,655,48,616,1.08e-62,221
"Peve_00032720","RNA-dependent RNA polymerase","PMEA_00004267","RDRP","Pocillopora meandrina","A0AAU9WCN3",46.567,670,331,9,3,665,7,656,0,590
"Peve_00032712","RNA-dependent RNA polymerase","PMEA_00004259","RDRP","Pocillopora meandrina","A0AAU9WFE4",34.87,694,368,18,26,686,22,664,4.58e-125,387
"Peve_00032712","RNA-dependent RNA polymerase","PMEA_00004260","RDRP","Pocillopora meandrina","A0AAU9WFH3",29.18,634,353,26,21,598,23,616,3.31e-58,207
"Peve_00032720","RNA-dependent RNA polymerase","PEVE_00032720","RDRP","Porites evermanni","A0ABN8LI71",100,656,0,0,1,656,1,656,0,1366
"Peve_00032712","RNA-dependent RNA polymerase","PEVE_00032712","RDRP","Porites evermanni","A0ABN8LIB1",100,671,0,0,1,671,1,671,0,1393
"Peve_00032709","RNA-dependent RNA polymerase","PEVE_00032709","RDRP","Porites evermanni","A0ABN8LMP5",100,662,0,0,1,662,1,662,0,1385
"Peve_00032712","RNA-dependent RNA polymerase","PLOB_00018126","RDRP","Porites lobata","A0ABN8RBN7",94.635,671,36,0,1,671,1,671,0,1313
"Peve_00032709","RNA-dependent RNA polymerase","PLOB_00018123","RDRP","Porites lobata","A0ABN8RES1",94.713,662,35,0,1,662,1,662,0,1307
"Peve_00032720","RNA-dependent RNA polymerase","PLOB_00018147","RDRP","Porites lobata","A0ABN8RET6",95.884,656,27,0,1,656,1,656,0,1314
"Peve_00026319","RNA-dependent RNA polymerase","PEVE_00026319","RDRP","Porites evermanni","A0ABN8SQE6",100,1450,0,0,1,1450,1,1450,0,3019
"Peve_00026320","RNA-dependent RNA polymerase","PEVE_00026320","RDRP","Porites evermanni","A0ABN8SSZ0",100,705,0,0,1,705,1,705,0,1466
"Peve_00012867","Heat shock cognate 71 kDa protein","HSPA8","HSPA8","Stylophora pistillata","A0A2B4RHJ7",73.295,176,47,0,34,209,442,617,8.85e-89,273
"Peve_00041488","Heat shock cognate 71 kDa protein","HSPA8","HSPA8","Stylophora pistillata","A0A2B4S326",84.511,665,92,5,1,665,16,669,0,1068
"Peve_00029908","Heat shock cognate 71 kDa protein","Hspa8","HSPA8","Stylophora pistillata","A0A2B4S907",88.462,650,70,2,1,648,1,647,0,1173
"Peve_00041488","Heat shock cognate 71 kDa protein","HSPA8_1","HSPA8","Desmophyllum pertusum","A0A9W9YVY7",84.557,531,79,2,1,530,141,669,0,850
"Peve_00041488","Heat shock cognate 71 kDa protein","HSPA8_2","HSPA8","Desmophyllum pertusum","A0A9W9YWL9",76.923,169,36,2,3,170,503,669,6.95e-69,221
"Peve_00017115","Heat shock cognate 71 kDa protein","HSPA8_3","HSPA8","Desmophyllum pertusum","A0A9W9ZC74",55.936,497,106,5,4,434,6,455,0,519
"Peve_00017722","polynucleotide adenylyltransferase","PAPD5","PAPD5","Stylophora pistillata","A0A2B4RTD2",64.194,620,182,13,2,608,1,593,0,740
"Peve_00017722","polynucleotide adenylyltransferase","pdam_00004683","PAPD5","Pocillopora damicornis","A0A3M6UCE9",62.439,615,181,12,2,588,1,593,0,711
"Peve_00017722","polynucleotide adenylyltransferase","PACLA_8A053671","PAPD5","Paramuricea clavata","A0A6S7G8E9",43.451,481,208,14,6,459,12,455,1.52e-111,352
"Peve_00017722","polynucleotide adenylyltransferase","PACLA_8A053671","PAPD5","Paramuricea clavata","A0A7D9HLS9",43.451,481,208,14,6,459,12,455,1.13e-111,352
"Peve_00017722","polynucleotide adenylyltransferase","PAPD5 OS=Clytia hemisphaerica OX=252671","PAPD5","Clytia hemisphaerica","A0A7M5UZ02",44.395,446,217,10,1,442,4,422,2.87e-109,352
"Peve_00017722","polynucleotide adenylyltransferase","PAPD5 OS=Exaiptasia diaphana OX=2652724","PAPD5","Exaiptasia diaphana","A0A913XMN7",52.987,519,197,14,5,505,4,493,1.44e-166,498
"Peve_00017722","polynucleotide adenylyltransferase","PAPD5","PAPD5","Desmophyllum pertusum","A0A9W9ZQL1",66.319,671,178,18,5,659,4,642,0,816
"Peve_00017722","polynucleotide adenylyltransferase","P5673_023715","PAPD5","Acropora cervicornis","A0AAD9Q4S4",46.403,834,284,23,4,755,3,755,0,574
"Peve_00017722","polynucleotide adenylyltransferase","PMEA_00028535","PAPD5","Pocillopora meandrina","A0AAU9VXM2",65.428,619,176,13,2,608,1,593,0,760
"Peve_00017722","polynucleotide adenylyltransferase","PAPD5","PAPD5","Hydra vulgaris","T2M9S9",43.656,465,213,15,1,459,4,425,1.54e-114,363
"Peve_00020669","E3 ubiquitin-protein ligase DZIP3","Dzip3","DZIP3","Stylophora pistillata","A0A2B4RV28",47.463,335,157,7,7,325,10,341,7.47e-91,290
"Peve_00005515","E3 ubiquitin-protein ligase DZIP3","PLOB_00047728","DZIP3","Porites lobata","A0ABN8PTV2",86.334,622,74,5,385,997,12,631,0,1027
"Peve_00039041","Ribonuclease 3","DROSHA","DROSHA","Stylophora pistillata","A0A2B4S762",60.512,1484,469,27,67,1512,263,1667,0,1640
"Peve_00039041","Ribonuclease 3","pdam_00017463","DROSHA","Pocillopora damicornis","A0A3M6UR52",57.856,1483,497,30,65,1472,238,1667,0,1511
"Peve_00039041","Ribonuclease 3","LOC116294948","DROSHA","Actinia tenebrosa","A0A6P8HTE4",54.879,1117,464,10,564,1663,560,1653,0,1257
